GRIDCODE,CVENTMUN,Promedio de LONG_VIALIDADES TOTAL x SENTIDO x MUNICIPIO (m),Suma de LONG VIALIDAD x SENTIDO x CELDA
6283251,02002,10639654.4,16445.43983
6283252,02002,10639654.4,16148.80167
6283253,02002,10639654.4,2778.948932
6283256,02002,10639654.4,225.272067
6283257,02002,10639654.4,2362.998896
6283263,02002,10639654.4,292.1246054
6283264,02002,10639654.4,1630.168367
6283268,26055,3479895.973,1352.915289
6283269,26055,3479895.973,4853.713129
6283273,26055,3479895.973,3339.634861
6283274,26055,3479895.973,544.7289151
6286424,02002,10639654.4,66.19470618
6286429,02002,10639654.4,20398.04559
6286430,02002,10639654.4,25156.04315
6286431,02002,10639654.4,4581.177384
6286435,02002,10639654.4,4420.606947
6286436,02002,10639654.4,5248.308816
6286437,02002,10639654.4,1004.387102
6286438,02002,10639654.4,948.3747476
6286439,02002,10639654.4,13332.96137
6286440,02002,10639654.4,2258.470073
6286447,26055,3479895.973,838.1941313
6286452,26055,3479895.973,3241.756738
6286453,26055,3479895.973,9705.72918
6289601,02002,10639654.4,197.1017709
6289602,02002,10639654.4,1443.877613
6289607,02002,10639654.4,14927.94134
6289608,02002,10639654.4,15988.398
6289609,02002,10639654.4,11987.68155
6289610,02002,10639654.4,325.4688185
6289611,02002,10639654.4,2020.321402
6289612,02002,10639654.4,2092.381263
6289613,02002,10639654.4,6186.57989
6289614,02002,10639654.4,9567.449667
6289617,02002,10639654.4,12537.51722
6289618,02002,10639654.4,3402.9108
6289627,26055,3479895.973,3945.686788
6289630,26055,3479895.973,46.24482009
6289631,26055,3479895.973,929.7616993
6292775,02002,10639654.4,2244.172467
6292777,02002,10639654.4,1747.123202
6292778,02002,10639654.4,6477.778932
6292805,26055,3479895.973,1873.5723
6292806,26055,3479895.973,5942.249512
6292807,26055,3479895.973,408.3147477
6292812,26055,3479895.973,14835.81784
6292813,26055,3479895.973,32.24102971
6295953,02002,10639654.4,12493.96273
6295955,02002,10639654.4,11295.42369
6295956,02002,10639654.4,17034.02819
6295962,02002,10639654.4,2090.987676
6295963,02002,10639654.4,1865.264876
6295969,02002,10639654.4,500.3615323
6295984,26055,3479895.973,458.2583636
6295985,26055,3479895.973,4890.152406
6295990,26055,3479895.973,17598.58389
6295991,26055,3479895.973,190.8948067
6299126,02002,10639654.4,4263.217876
6299133,02002,10639654.4,7.904090212
6299134,02002,10639654.4,194.2303488
6299141,02002,10639654.4,122.7831848
6299147,02002,10639654.4,805.5336599
6299148,02002,10639654.4,1105.741082
6299149,02002,10639654.4,594.1944755
6299163,26055,3479895.973,441.6398734
6302304,02002,10639654.4,252.9662906
6302305,02002,10639654.4,80.13538475
6302324,02002,10639654.4,1375.95963
6302325,02002,10639654.4,13464.46868
6302326,02002,10639654.4,28733.82283
6302327,02002,10639654.4,18376.72931
6305483,02002,10639654.4,25.93259192
6305491,02002,10639654.4,940.9240932
6305492,02002,10639654.4,10891.08188
6305493,02002,10639654.4,4139.515612
6305502,02002,10639654.4,1612.429378
6305503,02002,10639654.4,25383.89759
6305504,02002,10639654.4,43516.82056
6305505,02002,10639654.4,27982.71618
6305506,02002,10639654.4,368.1248076
6308664,02002,10639654.4,22.75377625
6308669,02002,10639654.4,1604.854624
6308670,02002,10639654.4,17880.9397
6308671,02002,10639654.4,4449.698904
6308681,02002,10639654.4,6645.933794
6308682,02002,10639654.4,33109.33421
6308683,02002,10639654.4,12216.89951
6308684,02002,10639654.4,1070.504481
6308702,26055,3479895.973,11058.3037
6308703,26055,3479895.973,3162.704408
6311842,02002,10639654.4,17262.13489
6311848,02002,10639654.4,989.0176402
6311857,02002,10639654.4,8805.453832
6311858,02002,10639654.4,269.9360506
6311860,02002,10639654.4,748.7841935
6311866,02002,10639654.4,2697.036744
6311867,02002,10639654.4,1417.936212
6311876,26055,3479895.973,499.6761018
6311877,26055,3479895.973,918.0736814
6311878,26055,3479895.973,342.3888287
6311879,26055,3479895.973,1893.040305
6311880,26055,3479895.973,10936.4629
6311881,26055,3479895.973,5569.653468
6315020,02002,10639654.4,3150.027803
6315024,02002,10639654.4,1066.571441
6315025,02002,10639654.4,7138.688142
6315034,02002,10639654.4,1199.589501
6315035,02002,10639654.4,12969.88914
6318202,02002,10639654.4,7921.695652
6318203,02002,10639654.4,23348.29682
6318204,02002,10639654.4,1756.492596
6321373,02002,10639654.4,740.5360855
6321377,02002,10639654.4,496.9399753
6321378,02002,10639654.4,1373.979178
6321381,02002,10639654.4,750.365375
6321396,02002,10639654.4,927.3550964
6321397,02002,10639654.4,2679.465802
6321398,02002,10639654.4,3022.478099
6321400,02002,10639654.4,140.9735923
6321401,02002,10639654.4,373.6318834
6321411,26055,3479895.973,588.7980183
6321412,26055,3479895.973,7427.113066
6324551,02002,10639654.4,13752.22094
6324552,02002,10639654.4,126.550266
6324555,02002,10639654.4,1716.896908
6324556,02002,10639654.4,2506.971311
6324565,02002,10639654.4,465.7116599
6324566,02002,10639654.4,188.7936794
6324575,02002,10639654.4,2244.585669
