GRIDCODE,CVENTMUN,Fur,Frur,Fpob,Suma de Pob_Urb_Cel,Suma de POB  RURAL en CELL,Promedio de POB_TOTxMUN rur,
6416705,02002,0.00276786,,0.00276786,2319.788008,,,838116
6416706,02002,0.006525808,,0.006525808,5469.383865,,,838116
6416707,02002,0.000639879,,0.000639879,536.2928816,,,838116
6416708,02002,6.22398E-06,,6.22398E-06,5.216414031,,,838116
6416709,02002,0.005815939,,0.005815939,4874.431186,,,838116
6416710,02002,0.000186123,,0.000186123,155.9929718,,,838116
6416711,02002,0.003283779,,0.003283779,2752.1878,,,838116
6416712,02002,0.005488895,,0.005488895,4600.330565,,,838116
6416713,02002,0.010825514,,0.010825514,9073.03686,,,838116
6416714,02002,0.00398753,,0.00398753,3342.012973,,,838116
6416715,02002,,0.000780063,0.000780063,,77,98710,
6416720,02002,,0.000283659,0.000283659,,28,98710,
6416721,02002,,5.06534E-05,5.06534E-05,,5,98710,
6416725,02002,,3.03921E-05,3.03921E-05,,3,98710,
6416726,02002,,0.000121568,0.000121568,,12,98710,
6416728,02002,,0.000192483,0.000192483,,19,98710,
6416729,02002,,0.000111438,0.000111438,,11,98710,
6416730,02002,,0.000283659,0.000283659,,28,98710,
6416731,02002,,0.000415358,0.000415358,,41,98710,
6416737,02002,,0.000131699,0.000131699,,13,98710,
6416738,02002,,0.016492757,0.016492757,,1628,98710,
6416743,02002,,0.000243136,0.000243136,,24,98710,
6416744,02002,,5.06534E-05,5.06534E-05,,5,98710,
6416745,02002,,0.024972141,0.024972141,,2465,98710,
6416749,02002,,0.000202614,0.000202614,,20,98710,
6416753,02002,,0.00044575,0.00044575,,44,98710,
6416754,02002,,3.03921E-05,3.03921E-05,,3,98710,
6416756,02002,,1.01307E-05,1.01307E-05,,1,98710,
6416757,02002,,2.02614E-05,2.02614E-05,,2,98710,
6416758,02002,,6.07841E-05,6.07841E-05,,6,98710,
6416759,02002,3.62299E-05,,3.62299E-05,30.36484281,,,838116
6416760,02002,0.003302448,,0.003302448,2767.834393,,,838116
6416761,02002,0.000969299,0.00015196,0.000883179,812.3846058,15,98710,838116
6416762,02002,7.12575E-05,0.000192483,8.40306E-05,59.72202155,19,98710,838116
6419866,02002,,3.03921E-05,3.03921E-05,,3,98710,
6419868,02002,1.59329E-05,,1.59329E-05,13.35363346,,,838116
6419869,02002,0.001519731,,0.001519731,1273.711256,,,838116
6419870,02002,0.000774078,,0.000774078,648.7669705,,,838116
6419871,02002,0.000231011,0.000324182,0.000240828,193.6142648,32,98710,838116
6419873,02002,,5.06534E-05,5.06534E-05,,5,98710,
6419874,02002,,0.000131699,0.000131699,,13,98710,
6419875,02002,,1.01307E-05,1.01307E-05,,1,98710,
6419877,02002,0.00116267,0.000233006,0.001064715,974.4525015,23,98710,838116
6419878,02002,0.004228816,0.000455881,0.003831276,3544.238587,45,98710,838116
6419879,02002,0.003830795,,0.003830795,3210.650298,,,838116
6419880,02002,0.009295415,,0.009295415,7790.636166,,,838116
6419881,02002,0.003309647,,0.003309647,2773.868385,,,838116
6419882,02002,0.001808855,,0.001808855,1516.030434,,,838116
6419883,02002,0.00893196,,0.00893196,7486.018372,,,838116
6419884,02002,0.006534807,,0.006534807,5476.926167,,,838116
6419885,02002,0.001323764,,0.001323764,1109.467882,,,838116
6419886,02002,0.000753972,,0.000753972,631.9163524,,,838116
6419887,02002,0.001285962,,0.001285962,1077.785215,,,838116
6419888,02002,0.003258275,,0.003258275,2730.812675,,,838116
6419889,02002,0.00622557,,0.00622557,5217.749411,,,838116
6419890,02002,0.009421316,,0.009421316,7896.155669,,,838116
6419891,02002,0.003583466,3.03921E-05,0.003209091,3003.36021,3,98710,838116
6419892,02002,0.000175183,,0.000175183,146.8236093,,,838116
6419893,02002,,0.000283659,0.000283659,,28,98710,
6419894,02002,,4.05227E-05,4.05227E-05,,4,98710,
6419899,02002,,0.010677743,0.010677743,,1054,98710,
6419900,02002,,0.000405227,0.000405227,,40,98710,
6419901,02002,,3.03921E-05,3.03921E-05,,3,98710,
6419902,02002,,5.06534E-05,5.06534E-05,,5,98710,
6419903,02002,,0.000172222,0.000172222,,17,98710,
6419904,02002,,9.11762E-05,9.11762E-05,,9,98710,
6419905,02002,,0.000425489,0.000425489,,42,98710,
6419906,02002,,6.07841E-05,6.07841E-05,,6,98710,
6419907,02002,,0.000192483,0.000192483,,19,98710,
6419908,02002,,0.000314051,0.000314051,,31,98710,
6419915,02002,,6.07841E-05,6.07841E-05,,6,98710,
6419920,02002,,3.03921E-05,3.03921E-05,,3,98710,
6419921,02002,,0.00015196,0.00015196,,15,98710,
6419922,02002,,0.000212744,0.000212744,,21,98710,
6419926,02002,,0.000303921,0.000303921,,30,98710,
6419928,02002,,0.00015196,0.00015196,,15,98710,
6419933,02002,,3.03921E-05,3.03921E-05,,3,98710,
6419937,02002,0.000485552,0.002086921,0.000654283,406.9490656,206,98710,838116
6419938,02002,0.00168074,,0.00168074,1408.654701,,,838116
6419939,02002,0.002145512,,0.002145512,1798.188349,,,838116
6419940,02002,0.001125893,4.05227E-05,0.001011532,943.6290236,4,98710,838116
6419941,02002,,0.000192483,0.000192483,,19,98710,
6423030,02002,,1.01307E-05,1.01307E-05,,1,98710,
6423044,02002,,0.000121568,0.000121568,,12,98710,
6423046,02002,,5.06534E-05,5.06534E-05,,5,98710,
6423047,02002,0.000156085,0.000101307,0.000150313,130.8170398,10,98710,838116
6423048,02002,0.00244205,,0.00244205,2046.721117,,,838116
6423049,02002,0.001663085,,0.001663085,1393.857972,,,838116
6423050,02002,7.69281E-06,0.000182352,2.60961E-05,6.447466592,18,98710,838116
6423051,02002,,0.000334313,0.000334313,,33,98710,
6423052,02002,,0.000172222,0.000172222,,17,98710,
6423054,02002,0.002993122,5.06534E-05,0.002683085,2508.583729,5,98710,838116
6423055,02002,0.006101021,0.000415358,0.005501943,5113.362931,41,98710,838116
6423056,02002,0.006118128,0.000131699,0.00548736,5127.701234,13,98710,838116
6423057,02002,0.007271969,,0.007271969,6094.753747,,,838116
6423058,02002,0.010682614,,0.010682614,8953.269662,,,838116
6423059,02002,0.005649898,,0.005649898,4735.270247,,,838116
6423060,02002,0.001628324,1.01307E-05,0.001457821,1364.724657,1,98710,838116
6423061,02002,0.00148154,,0.00148154,1241.702699,,,838116
6423062,02002,0.002324126,,0.002324126,1947.886882,,,838116
6423063,02002,0.000914806,,0.000914806,766.7131472,,,838116
6423064,02002,0.002677178,,0.002677178,2243.785467,,,838116
6423065,02002,0.001521877,,0.001521877,1275.509168,,,838116
6423066,02002,0.005992605,,0.005992605,5022.498251,,,838116
6423067,02002,0.00915289,,0.00915289,7671.183293,,,838116
6423068,02002,0.010592902,,0.010592902,8878.080371,,,838116
6423069,02002,0.009441137,0.000233006,0.008470909,7912.767819,23,98710,838116
6423070,02002,0.002033314,0.001874177,0.002016547,1704.153236,185,98710,838116
6423071,02002,0.000379589,,0.000379589,318.1396058,,,838116
6423074,02002,,0.002704893,0.002704893,,267,98710,
6423075,02002,,0.003930706,0.003930706,,388,98710,
6423077,02002,,0.000283659,0.000283659,,28,98710,
6423078,02002,,0.000303921,0.000303921,,30,98710,
6423080,02002,,0.000101307,0.000101307,,10,98710,
6423081,02002,,7.09148E-05,7.09148E-05,,7,98710,
6423082,02002,,1.01307E-05,1.01307E-05,,1,98710,
6423083,02002,,0.000202614,0.000202614,,20,98710,
6423084,02002,,4.05227E-05,4.05227E-05,,4,98710,
6423085,02002,,0.000466012,0.000466012,,46,98710,
6423086,02002,,9.11762E-05,9.11762E-05,,9,98710,
6423087,02002,,5.06534E-05,5.06534E-05,,5,98710,
6423088,02002,,0.000314051,0.000314051,,31,98710,
6423089,02002,,1.01307E-05,1.01307E-05,,1,98710,
6423091,02002,,1.01307E-05,1.01307E-05,,1,98710,
6423097,02002,,0.01077905,0.01077905,,1064,98710,
6423098,02002,,0.000131699,0.000131699,,13,98710,
6423100,02002,,0.000101307,0.000101307,,10,98710,
6423101,02002,,5.06534E-05,5.06534E-05,,5,98710,
6423102,02002,,0.001600648,0.001600648,,158,98710,
6423106,02002,,1.01307E-05,1.01307E-05,,1,98710,
6423107,02002,,9.11762E-05,9.11762E-05,,9,98710,
6423111,02002,,7.09148E-05,7.09148E-05,,7,98710,
6423115,02002,,4.05227E-05,4.05227E-05,,4,98710,
6423117,02002,1.8223E-05,,1.8223E-05,15.27297375,,,838116
6423118,02002,,0.012916624,0.012916624,,1275,98710,
6423119,02002,,4.05227E-05,4.05227E-05,,4,98710,
6426221,02002,,7.09148E-05,7.09148E-05,,7,98710,
6426222,02002,,1.01307E-05,1.01307E-05,,1,98710,
6426223,02002,,0.000800324,0.000800324,,79,98710,
6426224,02002,,0.000101307,0.000101307,,10,98710,
6426226,02002,0.000277434,0.00059771,0.00031118,232.5217353,59,98710,838116
6426227,02002,0.003245898,0.00015196,0.002919901,2720.439242,15,98710,838116
6426228,02002,0.000851954,0.000263398,0.00078994,714.0360702,26,98710,838116
6426229,02002,,0.000364705,0.000364705,,36,98710,
6426230,02002,,0.000283659,0.000283659,,28,98710,
6426231,02002,,0.009867288,0.009867288,,974,98710,
6426232,02002,0.001058749,0.00635194,0.001616474,887.354647,627,98710,838116
6426233,02002,0.006608809,,0.006608809,5538.948968,,,838116
6426234,02002,0.004985752,,0.004985752,4178.638918,,,838116
6426235,02002,0.004763366,,0.004763366,3992.253109,,,838116
6426236,02002,0.010025149,,0.010025149,8402.237393,,,838116
6426237,02002,0.00730548,,0.00730548,6122.840093,,,838116
6426238,02002,0.004233258,,0.004233258,3547.961117,,,838116
6426239,02002,0.004345813,,0.004345813,3642.295729,,,838116
6426240,02002,0.001669072,,0.001669072,1398.875591,,,838116
6426241,02002,0.001350177,,0.001350177,1131.604711,,,838116
6426242,02002,0.006163996,,0.006163996,5166.143694,,,838116
6426243,02002,0.008316304,,0.008316304,6970.027148,,,838116
6426244,02002,0.008515925,,0.008515925,7137.332859,,,838116
6426245,02002,0.00702482,,0.00702482,5887.614275,,,838116
6426246,02002,0.006019906,,0.006019906,5045.379657,,,838116
6426247,02002,0.002447726,,0.002447726,2051.478112,,,838116
6426248,02002,,0.000557188,0.000557188,,55,98710,
6426249,02002,,6.07841E-05,6.07841E-05,,6,98710,
6426250,02002,,0.020079019,0.020079019,,1982,98710,
6426254,02002,,0.000243136,0.000243136,,24,98710,
6426255,02002,,0.000111438,0.000111438,,11,98710,
6426256,02002,,0.00117516,0.00117516,,116,98710,
6426262,02002,,0.004801945,0.004801945,,474,98710,
6426263,02002,,0.000192483,0.000192483,,19,98710,
6426277,02002,,0.000101307,0.000101307,,10,98710,
6426280,02002,,0.000253267,0.000253267,,25,98710,
6426281,02002,,9.11762E-05,9.11762E-05,,9,98710,
6426284,02002,,0.004893121,0.004893121,,483,98710,
6426285,02002,,0.000557188,0.000557188,,55,98710,
6426286,02002,,0.000243136,0.000243136,,24,98710,
6426289,02002,,1.01307E-05,1.01307E-05,,1,98710,
6426292,02002,,1.01307E-05,1.01307E-05,,1,98710,
6426294,02002,,7.09148E-05,7.09148E-05,,7,98710,
6426295,02002,,0.000182352,0.000182352,,18,98710,
6426296,02002,,0.00044575,0.00044575,,44,98710,
6426297,02002,,3.03921E-05,3.03921E-05,,3,98710,
6429397,02002,,0.000101307,0.000101307,,10,98710,
6429398,02002,,0.000526796,0.000526796,,52,98710,
6429399,02002,,3.03921E-05,3.03921E-05,,3,98710,
6429404,02002,,2.02614E-05,2.02614E-05,,2,98710,
6429405,02002,0.000504374,0.000131699,0.000465106,422.7237326,13,98710,838116
6429406,02002,0.003212497,0.002968291,0.003186766,2692.444971,293,98710,838116
6429407,02002,,2.02614E-05,2.02614E-05,,2,98710,
6429409,02002,,7.09148E-05,7.09148E-05,,7,98710,
6429410,02002,0.00027766,2.02614E-05,0.000250538,232.7109708,2,98710,838116
6429411,02002,0.001042272,,0.001042272,873.5444912,,,838116
6429412,02002,0.006472539,,0.006472539,5424.738813,,,838116
6429413,02002,0.006899365,,0.006899365,5782.467946,,,838116
6429414,02002,0.008313832,,0.008313832,6967.95582,,,838116
6429415,02002,0.005982222,,0.005982222,5013.796199,,,838116
6429416,02002,0.005103061,,0.005103061,4276.957045,,,838116
6429417,02002,0.006864355,,0.006864355,5753.126148,,,838116
6429418,02002,0.00269362,,0.00269362,2257.565907,,,838116
6429419,02002,0.004515286,,0.004515286,3784.333712,,,838116
6429420,02002,0.005719143,,0.005719143,4793.305262,,,838116
6429421,02002,0.00604472,,0.00604472,5066.176673,,,838116
6429422,02002,0.002366387,,0.002366387,1983.306746,,,838116
6429423,02002,0.002268895,,0.002268895,1901.596994,,,838116
6429424,02002,0.003722185,,0.003722185,3119.622997,,,838116
6429425,02002,9.16835E-07,0.007405531,0.000781115,0.768414057,731,98710,838116
6429426,02002,,0.000172222,0.000172222,,17,98710,
6429427,02002,,3.03921E-05,3.03921E-05,,3,98710,
6429428,02002,,0.000850978,0.000850978,,84,98710,
6429429,02002,,0.000354574,0.000354574,,35,98710,
6429431,02002,,4.05227E-05,4.05227E-05,,4,98710,
6429432,02002,,4.05227E-05,4.05227E-05,,4,98710,
6429433,02002,,6.07841E-05,6.07841E-05,,6,98710,
6429455,02002,,0.00015196,0.00015196,,15,98710,
6429461,02002,,0.001195421,0.001195421,,118,98710,
6429462,02002,,0.000303921,0.000303921,,30,98710,
6429468,02002,,7.09148E-05,7.09148E-05,,7,98710,
6429469,02002,,8.10455E-05,8.10455E-05,,8,98710,
6429472,02002,,0.000162091,0.000162091,,16,98710,
6429473,02002,,0.001894438,0.001894438,,187,98710,
6429474,02002,,4.05227E-05,4.05227E-05,,4,98710,
6432575,02002,,0.000324182,0.000324182,,32,98710,
6432576,02002,,0.000607841,0.000607841,,60,98710,
6432582,02002,,0.000101307,0.000101307,,10,98710,
6432583,02002,0.000603995,4.05227E-05,0.000544624,506.2178174,4,98710,838116
6432584,02002,0.000337661,,0.000337661,282.9993273,,,838116
6432587,02002,0.000213196,1.01307E-05,0.0001918,178.6829638,1,98710,838116
6432588,02002,0.003109811,,0.003109811,2606.382726,,,838116
6432589,02002,0.005331967,,0.005331967,4468.807206,,,838116
6432590,02002,0.007587499,,0.007587499,6359.204481,,,838116
6432591,02002,0.006933168,,0.006933168,5810.798865,,,838116
6432592,02002,0.007648062,,0.007648062,6409.963268,,,838116
6432593,02002,0.006311969,,0.006311969,5290.161972,,,838116
6432594,02002,0.004528801,,0.004528801,3795.660966,,,838116
6432595,02002,0.004399094,,0.004399094,3686.950947,,,838116
6432596,02002,0.002337365,,0.002337365,1958.983303,,,838116
6432597,02002,0.006131661,,0.006131661,5139.043076,,,838116
6432598,02002,0.005244942,,0.005244942,4395.869825,,,838116
6432599,02002,0.005082983,,0.005082983,4260.129135,,,838116
6432600,02002,0.00278765,,0.00278765,2336.37416,,,838116
6432601,02002,0.006603037,,0.006603037,5534.111317,,,838116
6432602,02002,0.000267924,,0.000267924,224.5516696,,,838116
6432603,02002,9.80686E-07,0.000769932,8.20023E-05,0.821928598,76,98710,838116
6432604,02002,,0.000172222,0.000172222,,17,98710,
6432605,02002,,4.05227E-05,4.05227E-05,,4,98710,
6432606,02002,,0.000192483,0.000192483,,19,98710,
6432607,02002,,0.000131699,0.000131699,,13,98710,
6432609,02002,,2.02614E-05,2.02614E-05,,2,98710,
6432610,02002,,0.000131699,0.000131699,,13,98710,
6432611,02002,,2.02614E-05,2.02614E-05,,2,98710,
6432617,02002,,5.06534E-05,5.06534E-05,,5,98710,
6432640,02002,,0.000202614,0.000202614,,20,98710,
6432641,02002,,0.000283659,0.000283659,,28,98710,
6432642,02002,,0.000202614,0.000202614,,20,98710,
6432644,02002,,4.05227E-05,4.05227E-05,,4,98710,
6432645,02002,,0.005115996,0.005115996,,505,98710,
6432646,02002,,5.06534E-05,5.06534E-05,,5,98710,
6432647,02002,,0.000172222,0.000172222,,17,98710,
6432648,02002,,0.000131699,0.000131699,,13,98710,
6432649,02002,,2.02614E-05,2.02614E-05,,2,98710,
6432650,02002,,0.000253267,0.000253267,,25,98710,
6432652,02002,,0.000607841,0.000607841,,60,98710,
6432653,02002,,0.00014183,0.00014183,,14,98710,
6435754,02002,,0.00029379,0.00029379,,29,98710,
6435758,02002,,4.05227E-05,4.05227E-05,,4,98710,
6435759,02002,,5.06534E-05,5.06534E-05,,5,98710,
6435760,02002,8.04108E-07,0.000131699,1.4596E-05,0.673935548,13,98710,838116
6435761,02002,0.001750646,,0.001750646,1467.244735,,,838116
6435762,02002,0.004295349,,0.004295349,3600.000583,,,838116
6435763,02002,0.001981403,2.02614E-05,0.001774765,1660.645715,2,98710,838116
6435764,02002,0.002096661,0.003292473,0.00222266,1757.245321,325,98710,838116
6435765,02002,5.97999E-05,,5.97999E-05,50.11921854,,,838116
6435766,02002,0.004699264,,0.004699264,3938.528463,,,838116
6435767,02002,0.008554938,,0.008554938,7170.03022,,,838116
6435768,02002,0.004913298,,0.004913298,4117.913962,,,838116
6435769,02002,0.004471084,,0.004471084,3747.287358,,,838116
6435770,02002,0.00410827,,0.00410827,3443.207174,,,838116
6435771,02002,0.00335419,,0.00335419,2811.200204,,,838116
6435772,02002,0.002690184,,0.002690184,2254.686126,,,838116
6435773,02002,0.004510856,,0.004510856,3780.620735,,,838116
6435774,02002,0.002437848,,0.002437848,2043.199023,,,838116
6435775,02002,0.006833177,,0.006833177,5726.995225,,,838116
6435776,02002,0.005981347,,0.005981347,5013.062531,,,838116
6435777,02002,0.004146207,,0.004146207,3475.002834,,,838116
6435778,02002,0.004131277,,0.004131277,3462.489763,,,838116
6435779,02002,0.006803028,0.000131699,0.006100094,5701.726929,13,98710,838116
6435780,02002,0.001073796,,0.001073796,899.965855,,,838116
6435781,02002,,0.000233006,0.000233006,,23,98710,
6435782,02002,,0.000506534,0.000506534,,50,98710,
6435783,02002,,0.00014183,0.00014183,,14,98710,
6435784,02002,,0.000162091,0.000162091,,16,98710,
6435785,02002,,0.000101307,0.000101307,,10,98710,
6435786,02002,,0.001165029,0.001165029,,115,98710,
6435787,02002,,0.000121568,0.000121568,,12,98710,
6435794,02002,,2.02614E-05,2.02614E-05,,2,98710,
6435801,02002,,1.01307E-05,1.01307E-05,,1,98710,
6435824,02002,,2.02614E-05,2.02614E-05,,2,98710,
6435825,02002,,1.01307E-05,1.01307E-05,,1,98710,
6438933,02002,,6.07841E-05,6.07841E-05,,6,98710,
6438934,02002,,6.07841E-05,6.07841E-05,,6,98710,
6438936,02002,,0.000850978,0.000850978,,84,98710,
6438937,02002,,4.05227E-05,4.05227E-05,,4,98710,
6438938,02002,0.001878074,,0.001878074,1574.044147,,,838116
6438939,02002,0.003498241,,0.003498241,2931.931737,,,838116
6438940,02002,0.006023904,,0.006023904,5048.730412,,,838116
6438941,02002,0.006092035,,0.006092035,5105.832136,,,838116
6438942,02002,0.000897983,0.000830716,0.000890896,752.6143364,82,98710,838116
6438943,02002,0.000202006,0.001823523,0.00037286,169.3048593,180,98710,838116
6438944,02002,0.007055793,,0.007055793,5913.573073,,,838116
6438945,02002,0.007185669,,0.007185669,6022.423912,,,838116
6438946,02002,0.004063966,,0.004063966,3406.074786,,,838116
6438947,02002,0.004431551,,0.004431551,3714.153948,,,838116
6438948,02002,0.003970257,,0.003970257,3327.536103,,,838116
6438949,02002,0.00226959,,0.00226959,1902.179412,,,838116
6438950,02002,0.003870592,,0.003870592,3244.005229,,,838116
6438951,02002,0.004379448,,0.004379448,3670.485559,,,838116
6438952,02002,0.005426783,,0.005426783,4548.273503,,,838116
6438953,02002,0.006584832,,0.006584832,5518.852924,,,838116
6438954,02002,0.00689131,,0.00689131,5775.717154,,,838116
6438955,02002,0.002210065,,0.002210065,1852.290777,,,838116
6438956,02002,0.001719603,,0.001719603,1441.226982,,,838116
6438957,02002,0.00485686,4.05227E-05,0.00434938,4070.612089,4,98710,838116
6438958,02002,0.000640515,7.09148E-05,0.000580498,536.8255425,7,98710,838116
6438959,02002,1.24075E-05,0.004761422,0.000512794,10.39889081,470,98710,838116
6438960,02002,,0.004660115,0.004660115,,460,98710,
6438961,02002,,0.000466012,0.000466012,,46,98710,
6438962,02002,,5.06534E-05,5.06534E-05,,5,98710,
6438963,02002,,0.000172222,0.000172222,,17,98710,
6438964,02002,,0.000162091,0.000162091,,16,98710,
6438965,02002,,0.00015196,0.00015196,,15,98710,
6439002,02002,,1.01307E-05,1.01307E-05,,1,98710,
6442109,02002,,1.01307E-05,1.01307E-05,,1,98710,
6442113,02002,,0.000182352,0.000182352,,18,98710,
6442114,02002,,9.11762E-05,9.11762E-05,,9,98710,
6442116,02002,0.000311801,2.02614E-05,0.000281082,261.3251354,2,98710,838116
6442117,02002,0.002592783,,0.002592783,2173.052841,,,838116
6442118,02002,0.002048354,,0.002048354,1716.757995,,,838116
6442119,02002,0.00120399,4.05227E-05,0.0010814,1009.083336,4,98710,838116
6442120,02002,0.000583988,,0.000583988,489.4499302,,,838116
6442121,02002,0.001145593,,0.001145593,960.1401068,,,838116
6442122,02002,0.004653893,,0.004653893,3900.501828,,,838116
6442123,02002,0.005875441,,0.005875441,4924.301157,,,838116
6442124,02002,0.004880411,,0.004880411,4090.350295,,,838116
6442125,02002,0.004468531,,0.004468531,3745.147525,,,838116
6442126,02002,0.004140494,,0.004140494,3470.214381,,,838116
6442127,02002,0.0022646,,0.0022646,1897.997805,,,838116
6442128,02002,0.005040269,,0.005040269,4224.329797,,,838116
6442129,02002,0.004413033,,0.004413033,3698.633431,,,838116
6442130,02002,0.004596159,,0.004596159,3852.114718,,,838116
6442131,02002,0.006566482,,0.006566482,5503.47369,,,838116
6442132,02002,0.005952879,,0.005952879,4989.202978,,,838116
6442133,02002,0.002197518,,0.002197518,1841.774836,,,838116
6442134,02002,0.000634643,,0.000634643,531.9044613,,,838116
6442135,02002,0.001619304,,0.001619304,1357.16445,,,838116
6442136,02002,0.00087396,,0.00087396,732.4799817,,,838116
6442137,02002,0.000356367,0.000233006,0.000343368,298.6765284,23,98710,838116
6442141,02002,,9.11762E-05,9.11762E-05,,9,98710,
6442142,02002,,0.00014183,0.00014183,,14,98710,
6442143,02002,,2.02614E-05,2.02614E-05,,2,98710,
6445288,02002,,1.01307E-05,1.01307E-05,,1,98710,
6445290,02002,,5.06534E-05,5.06534E-05,,5,98710,
6445292,02002,,8.10455E-05,8.10455E-05,,8,98710,
6445294,02002,0.000161656,,0.000161656,135.4867702,,,838116
6445295,02002,0.002190953,,0.002190953,1836.273072,,,838116
6445296,02002,8.35517E-07,0.000212744,2.31636E-05,0.700259896,21,98710,838116
6445297,02002,0.000280759,8.10455E-05,0.000259716,235.3083816,8,98710,838116
6445298,02002,0.003259908,,0.003259908,2732.180763,,,838116
6445299,02002,0.009927498,,0.009927498,8320.394788,,,838116
6445300,02002,0.010168483,,0.010168483,8522.368665,,,838116
6445301,02002,0.008516736,,0.008516736,7138.012387,,,838116
6445302,02002,0.005980835,,0.005980835,5012.633521,,,838116
6445303,02002,0.004115175,,0.004115175,3448.993979,,,838116
6445304,02002,0.006264142,,0.006264142,5250.077772,,,838116
6445305,02002,0.004003966,,0.004003966,3355.787767,,,838116
6445306,02002,0.003839373,,0.003839373,3217.840358,,,838116
6445307,02002,0.003818613,,0.003818613,3200.440782,,,838116
6445308,02002,0.004361997,,0.004361997,3655.859282,,,838116
6445309,02002,0.005696801,,0.005696801,4774.580165,,,838116
6445310,02002,0.005096501,,0.005096501,4271.459131,,,838116
6445311,02002,0.005419354,,0.005419354,4542.047423,,,838116
6445312,02002,0.00540499,,0.00540499,4530.008715,,,838116
6445313,02002,0.004258137,,0.004258137,3568.813116,,,838116
6445314,02002,0.001524888,,0.001524888,1278.032639,,,838116
6445315,02002,0.000110011,0.000253267,0.000125105,92.20199815,25,98710,838116
6445316,02002,,2.02614E-05,2.02614E-05,,2,98710,
6445317,02002,,0.003120251,0.003120251,,308,98710,
6445318,02002,,0.000121568,0.000121568,,12,98710,
6445319,02002,,0.000496404,0.000496404,,49,98710,
6448469,02002,,0.000182352,0.000182352,,18,98710,
6448472,02002,,6.07841E-05,6.07841E-05,,6,98710,
6448473,02002,,4.05227E-05,4.05227E-05,,4,98710,
6448475,02002,5.68459E-05,0.000729409,0.000127711,47.64345219,72,98710,838116
6448476,02002,0.001870368,,0.001870368,1567.585671,,,838116
6448477,02002,0.005871706,,0.005871706,4921.170952,,,838116
6448478,02002,0.004965054,,0.004965054,4161.291378,,,838116
6448479,02002,0.003884084,,0.003884084,3255.313047,,,838116
6448480,02002,0.002996456,,0.002996456,2511.377475,,,838116
6448481,02002,0.00187907,,0.00187907,1574.879033,,,838116
6448482,02002,0.000830263,,0.000830263,695.8565804,,,838116
6448483,02002,0.001064407,,0.001064407,892.0969256,,,838116
6448484,02002,0.001333419,,0.001333419,1117.56021,,,838116
6448485,02002,0.00193347,,0.00193347,1620.471805,,,838116
6448486,02002,0.002994244,,0.002994244,2509.5242,,,838116
6448487,02002,0.003106191,,0.003106191,2603.348023,,,838116
6448488,02002,0.002881503,,0.002881503,2415.033533,,,838116
6448489,02002,0.002012421,,0.002012421,1686.642411,,,838116
6448490,02002,0.001566448,,0.001566448,1312.864866,,,838116
6448491,02002,0.00013998,,0.00013998,117.319204,,,838116
6448494,02002,,0.001256205,0.001256205,,124,98710,
6448495,02002,,3.03921E-05,3.03921E-05,,3,98710,
