MACR,RADM-2, Emissions
         600 ,2016-05-12_00:00:00,THR
6359348, 9.20260E-02, 8.77252E-02, 8.51453E-02, 7.85106E-02, 6.89274E-02, 4.53372E-02, 3.76748E-02, 2.93027E-02, 2.40086E-02, 2.10537E-02, 1.76063E-02, 1.89606E-02, 3.79214E-02, 7.11640E-02, 9.73888E-02, 1.11670E-01, 1.03668E-01, 9.81274E-02, 1.02682E-01, 9.50497E-02, 8.86473E-02, 9.00011E-02, 9.14781E-02, 9.23413E-02
6359349, 1.59794E-01, 1.52326E-01, 1.47845E-01, 1.36326E-01, 1.19685E-01, 7.87229E-02, 6.54174E-02, 5.08802E-02, 4.16884E-02, 3.65576E-02, 3.05715E-02, 3.29226E-02, 6.58462E-02, 1.23569E-01, 1.69104E-01, 1.93904E-01, 1.80007E-01, 1.70388E-01, 1.78295E-01, 1.65041E-01, 1.53927E-01, 1.56278E-01, 1.58843E-01, 1.60337E-01
6362526, 5.81578E-02, 5.54399E-02, 5.38097E-02, 4.96174E-02, 4.35600E-02, 2.86517E-02, 2.38098E-02, 1.85187E-02, 1.51728E-02, 1.33054E-02, 1.11267E-02, 1.19827E-02, 2.39653E-02, 4.49739E-02, 6.15475E-02, 7.05737E-02, 6.55152E-02, 6.20142E-02, 6.48924E-02, 6.00687E-02, 5.60231E-02, 5.68789E-02, 5.78125E-02, 5.83565E-02
6365704, 1.39564E-01, 1.33042E-01, 1.29129E-01, 1.19067E-01, 1.04533E-01, 6.87577E-02, 5.71372E-02, 4.44392E-02, 3.64103E-02, 3.19290E-02, 2.67009E-02, 2.87550E-02, 5.75102E-02, 1.07925E-01, 1.47695E-01, 1.69355E-01, 1.57219E-01, 1.48817E-01, 1.55724E-01, 1.44149E-01, 1.34439E-01, 1.36494E-01, 1.38734E-01, 1.40040E-01
6368881, 1.42750E-01, 1.36078E-01, 1.32076E-01, 1.21783E-01, 1.06918E-01, 7.03253E-02, 5.84406E-02, 4.54538E-02, 3.72416E-02, 3.26579E-02, 2.73109E-02, 2.94116E-02, 5.88226E-02, 1.10388E-01, 1.51067E-01, 1.73222E-01, 1.60806E-01, 1.52213E-01, 1.59279E-01, 1.47437E-01, 1.37506E-01, 1.39608E-01, 1.41900E-01, 1.43236E-01
6368882, 2.76144E-02, 2.63248E-02, 2.55500E-02, 2.35590E-02, 2.06834E-02, 1.36046E-02, 1.13053E-02, 8.79297E-03, 7.20439E-03, 6.31769E-03, 5.28320E-03, 5.68964E-03, 1.13792E-02, 2.13546E-02, 2.92244E-02, 3.35101E-02, 3.11076E-02, 2.94454E-02, 3.08122E-02, 2.85221E-02, 2.66010E-02, 2.70067E-02, 2.74510E-02, 2.77089E-02
6372059, 1.50410E-01, 1.43381E-01, 1.39162E-01, 1.28320E-01, 1.12655E-01, 7.40998E-02, 6.15764E-02, 4.78929E-02, 3.92397E-02, 3.44099E-02, 2.87763E-02, 3.09891E-02, 6.19794E-02, 1.16310E-01, 1.59173E-01, 1.82515E-01, 1.69436E-01, 1.60380E-01, 1.67826E-01, 1.55351E-01, 1.44884E-01, 1.47099E-01, 1.49516E-01, 1.50923E-01
6375237, 1.62481E-01, 1.54890E-01, 1.50332E-01, 1.38621E-01, 1.21700E-01, 8.00481E-02, 6.65195E-02, 5.17370E-02, 4.23893E-02, 3.71729E-02, 3.10857E-02, 3.34767E-02, 6.69541E-02, 1.25647E-01, 1.71950E-01, 1.97167E-01, 1.83035E-01, 1.73254E-01, 1.81297E-01, 1.67820E-01, 1.56517E-01, 1.58908E-01, 1.61515E-01, 1.63036E-01
6378415, 3.08526E-01, 2.94111E-01, 2.85461E-01, 2.63211E-01, 2.31085E-01, 1.51996E-01, 1.26308E-01, 9.82393E-02, 8.04907E-02, 7.05844E-02, 5.90259E-02, 6.35660E-02, 1.27134E-01, 2.38584E-01, 3.26504E-01, 3.74389E-01, 3.47556E-01, 3.28978E-01, 3.44255E-01, 3.18657E-01, 2.97192E-01, 3.01741E-01, 3.06688E-01, 3.09574E-01
6381593, 4.17239E-01, 3.97738E-01, 3.86040E-01, 3.55956E-01, 3.12503E-01, 2.05552E-01, 1.70813E-01, 1.32856E-01, 1.08851E-01, 9.54542E-02, 7.98248E-02, 8.59654E-02, 1.71929E-01, 3.22647E-01, 4.41544E-01, 5.06294E-01, 4.70011E-01, 4.44891E-01, 4.65550E-01, 4.30937E-01, 4.01911E-01, 4.08059E-01, 4.14752E-01, 4.18656E-01
6384770, 2.75172E-01, 2.62311E-01, 2.54602E-01, 2.34760E-01, 2.06103E-01, 1.35567E-01, 1.12653E-01, 8.76193E-02, 7.17889E-02, 6.29540E-02, 5.26459E-02, 5.66960E-02, 1.13390E-01, 2.12790E-01, 2.91207E-01, 3.33915E-01, 3.09982E-01, 2.93416E-01, 3.07033E-01, 2.84212E-01, 2.65069E-01, 2.69118E-01, 2.73530E-01, 2.76114E-01
6384771, 4.62215E-01, 4.40613E-01, 4.27652E-01, 3.94334E-01, 3.46200E-01, 2.27713E-01, 1.89228E-01, 1.47177E-01, 1.20586E-01, 1.05745E-01, 8.84296E-02, 9.52322E-02, 1.90465E-01, 3.57435E-01, 4.89153E-01, 5.60882E-01, 5.20686E-01, 4.92860E-01, 5.15733E-01, 4.77404E-01, 4.45242E-01, 4.52045E-01, 4.59463E-01, 4.63794E-01
6387948, 3.72410E-01, 3.55011E-01, 3.44568E-01, 3.17715E-01, 2.78930E-01, 1.83471E-01, 1.52462E-01, 1.18582E-01, 9.71575E-02, 8.52001E-02, 7.12497E-02, 7.67300E-02, 1.53459E-01, 2.87985E-01, 3.94112E-01, 4.51912E-01, 4.19524E-01, 3.97098E-01, 4.15535E-01, 3.84644E-01, 3.58741E-01, 3.64218E-01, 3.70199E-01, 3.73688E-01
6387949, 4.20485E-01, 4.00838E-01, 3.89045E-01, 3.58735E-01, 3.14943E-01, 2.07156E-01, 1.72144E-01, 1.33891E-01, 1.09700E-01, 9.61986E-02, 8.04464E-02, 8.66342E-02, 1.73271E-01, 3.25163E-01, 4.44983E-01, 5.10242E-01, 4.73681E-01, 4.48367E-01, 4.69180E-01, 4.34299E-01, 4.05040E-01, 4.11235E-01, 4.17987E-01, 4.21919E-01
6387980, 1.67713E-02, 1.59877E-02, 1.55173E-02, 1.43082E-02, 1.25617E-02, 8.26275E-03, 6.86614E-03, 5.34036E-03, 4.37548E-03, 3.83694E-03, 3.20867E-03, 3.45550E-03, 6.91104E-03, 1.29695E-02, 1.77487E-02, 2.03514E-02, 1.88930E-02, 1.78832E-02, 1.87136E-02, 1.73223E-02, 1.61558E-02, 1.64025E-02, 1.66716E-02, 1.68288E-02
6387981, 5.91206E-02, 5.63582E-02, 5.46997E-02, 5.04383E-02, 4.42809E-02, 2.91262E-02, 2.42038E-02, 1.88252E-02, 1.54239E-02, 1.35258E-02, 1.13108E-02, 1.21810E-02, 2.43619E-02, 4.57182E-02, 6.25657E-02, 7.17413E-02, 6.66001E-02, 6.30410E-02, 6.59674E-02, 6.10630E-02, 5.69488E-02, 5.78198E-02, 5.87693E-02, 5.93224E-02
6391125, 6.39895E-02, 6.09995E-02, 5.92053E-02, 5.45921E-02, 4.79279E-02, 3.15248E-02, 2.61972E-02, 2.03754E-02, 1.66942E-02, 1.46395E-02, 1.22422E-02, 1.31841E-02, 2.63688E-02, 4.94833E-02, 6.77190E-02, 7.76498E-02, 7.20849E-02, 6.82329E-02, 7.14003E-02, 6.60923E-02, 6.16394E-02, 6.25823E-02, 6.36088E-02, 6.42088E-02
