POA Emissions
         600 2016-05-12_00:00:00, THR
6359348, 1.0731E+01, 1.0229E+01, 9.9284E+00, 9.1548E+00, 8.0375E+00, 5.2866E+00, 4.3931E+00, 3.4169E+00, 2.7995E+00, 2.4550E+00, 2.0530E+00, 2.2109E+00, 4.4219E+00, 8.2981E+00, 1.1356E+01, 1.3021E+01, 1.2088E+01, 1.1442E+01, 1.1973E+01, 1.1083E+01, 1.0337E+01, 1.0495E+01, 1.0667E+01, 1.0767E+01
6359349, 1.8633E+01, 1.7762E+01, 1.7240E+01, 1.5896E+01, 1.3956E+01, 9.1796E+00, 7.6283E+00, 5.9330E+00, 4.8610E+00, 4.2628E+00, 3.5648E+00, 3.8390E+00, 7.6780E+00, 1.4409E+01, 1.9719E+01, 2.2610E+01, 2.0990E+01, 1.9868E+01, 2.0791E+01, 1.9245E+01, 1.7949E+01, 1.8223E+01, 1.8522E+01, 1.8696E+01
6362526, 6.7817E+00, 6.4649E+00, 6.2746E+00, 5.7857E+00, 5.0795E+00, 3.3410E+00, 2.7764E+00, 2.1594E+00, 1.7693E+00, 1.5515E+00, 1.2975E+00, 1.3973E+00, 2.7945E+00, 5.2442E+00, 7.1768E+00, 8.2293E+00, 7.6395E+00, 7.2313E+00, 7.5670E+00, 7.0044E+00, 6.5325E+00, 6.6325E+00, 6.7413E+00, 6.8047E+00
6365704, 1.6274E+01, 1.5514E+01, 1.5058E+01, 1.3884E+01, 1.2189E+01, 8.0175E+00, 6.6627E+00, 5.1821E+00, 4.2458E+00, 3.7233E+00, 3.1136E+00, 3.3531E+00, 6.7061E+00, 1.2585E+01, 1.7223E+01, 1.9748E+01, 1.8333E+01, 1.7353E+01, 1.8159E+01, 1.6809E+01, 1.5677E+01, 1.5916E+01, 1.6178E+01, 1.6330E+01
6368881, 1.6646E+01, 1.5868E+01, 1.5401E+01, 1.4201E+01, 1.2468E+01, 8.2007E+00, 6.8148E+00, 5.3003E+00, 4.3427E+00, 3.8082E+00, 3.1846E+00, 3.4296E+00, 6.8592E+00, 1.2872E+01, 1.7616E+01, 2.0199E+01, 1.8752E+01, 1.7749E+01, 1.8573E+01, 1.7193E+01, 1.6035E+01, 1.6279E+01, 1.6547E+01, 1.6703E+01
6368882, 3.2201E+00, 3.0696E+00, 2.9793E+00, 2.7472E+00, 2.4118E+00, 1.5864E+00, 1.3183E+00, 1.0253E+00, 8.4007E-01, 7.3669E-01, 6.1605E-01, 6.6345E-01, 1.3269E+00, 2.4901E+00, 3.4077E+00, 3.9074E+00, 3.6274E+00, 3.4336E+00, 3.5929E+00, 3.3258E+00, 3.1018E+00, 3.1492E+00, 3.2009E+00, 3.2311E+00
6372059, 1.7539E+01, 1.6719E+01, 1.6227E+01, 1.4963E+01, 1.3136E+01, 8.6405E+00, 7.1802E+00, 5.5845E+00, 4.5756E+00, 4.0124E+00, 3.3554E+00, 3.6135E+00, 7.2270E+00, 1.3563E+01, 1.8561E+01, 2.1282E+01, 1.9757E+01, 1.8701E+01, 1.9569E+01, 1.8115E+01, 1.6894E+01, 1.7152E+01, 1.7434E+01, 1.7599E+01
6375237, 1.8947E+01, 1.8062E+01, 1.7530E+01, 1.6164E+01, 1.4191E+01, 9.3342E+00, 7.7567E+00, 6.0330E+00, 4.9430E+00, 4.3346E+00, 3.6249E+00, 3.9037E+00, 7.8073E+00, 1.4652E+01, 2.0051E+01, 2.2991E+01, 2.1344E+01, 2.0203E+01, 2.1141E+01, 1.9569E+01, 1.8251E+01, 1.8530E+01, 1.8834E+01, 1.9012E+01
6378415, 3.5976E+01, 3.4295E+01, 3.3286E+01, 3.0693E+01, 2.6946E+01, 1.7724E+01, 1.4729E+01, 1.1456E+01, 9.3860E+00, 8.2305E+00, 6.8829E+00, 7.4125E+00, 1.4825E+01, 2.7821E+01, 3.8073E+01, 4.3656E+01, 4.0528E+01, 3.8361E+01, 4.0142E+01, 3.7158E+01, 3.4655E+01, 3.5185E+01, 3.5762E+01, 3.6099E+01
6381593, 4.8651E+01, 4.6377E+01, 4.5013E+01, 4.1506E+01, 3.6440E+01, 2.3968E+01, 1.9917E+01, 1.5491E+01, 1.2693E+01, 1.1130E+01, 9.3078E+00, 1.0024E+01, 2.0048E+01, 3.7622E+01, 5.1486E+01, 5.9037E+01, 5.4805E+01, 5.1875E+01, 5.4284E+01, 5.0250E+01, 4.6865E+01, 4.7581E+01, 4.8362E+01, 4.8818E+01
6384770, 3.2087E+01, 3.0588E+01, 2.9688E+01, 2.7375E+01, 2.4033E+01, 1.5808E+01, 1.3136E+01, 1.0217E+01, 8.3712E+00, 7.3407E+00, 6.1389E+00, 6.6112E+00, 1.3222E+01, 2.4813E+01, 3.3957E+01, 3.8937E+01, 3.6146E+01, 3.4214E+01, 3.5803E+01, 3.3141E+01, 3.0909E+01, 3.1381E+01, 3.1896E+01, 3.2197E+01
6384771, 5.3897E+01, 5.1379E+01, 4.9868E+01, 4.5983E+01, 4.0370E+01, 2.6553E+01, 2.2066E+01, 1.7162E+01, 1.4061E+01, 1.2331E+01, 1.0312E+01, 1.1105E+01, 2.2210E+01, 4.1679E+01, 5.7040E+01, 6.5404E+01, 6.0717E+01, 5.7472E+01, 6.0140E+01, 5.5669E+01, 5.1918E+01, 5.2711E+01, 5.3577E+01, 5.4081E+01
6387948, 4.3425E+01, 4.1396E+01, 4.0178E+01, 3.7048E+01, 3.2525E+01, 2.1394E+01, 1.7778E+01, 1.3827E+01, 1.1329E+01, 9.9348E+00, 8.3081E+00, 8.9471E+00, 1.7894E+01, 3.3581E+01, 4.5955E+01, 5.2696E+01, 4.8919E+01, 4.6304E+01, 4.8454E+01, 4.4852E+01, 4.1831E+01, 4.2470E+01, 4.3167E+01, 4.3573E+01
6387949, 4.9031E+01, 4.6739E+01, 4.5365E+01, 4.1830E+01, 3.6724E+01, 2.4155E+01, 2.0073E+01, 1.5612E+01, 1.2791E+01, 1.1217E+01, 9.3806E+00, 1.0102E+01, 2.0204E+01, 3.7916E+01, 5.1889E+01, 5.9498E+01, 5.5233E+01, 5.2282E+01, 5.4708E+01, 5.0641E+01, 4.7230E+01, 4.7952E+01, 4.8740E+01, 4.9197E+01
6387980, 2.8572E+00, 2.7237E+00, 2.6436E+00, 2.4376E+00, 2.1401E+00, 1.4076E+00, 1.1697E+00, 9.0979E-01, 7.4542E-01, 6.5368E-01, 5.4664E-01, 5.8869E-01, 1.1774E+00, 2.2095E+00, 3.0237E+00, 3.4672E+00, 3.2187E+00, 3.0467E+00, 3.1881E+00, 2.9511E+00, 2.7523E+00, 2.7944E+00, 2.8402E+00, 2.8670E+00
6387981, 1.0072E+01, 9.6013E+00, 9.3190E+00, 8.5930E+00, 7.5441E+00, 4.9621E+00, 4.1235E+00, 3.2071E+00, 2.6277E+00, 2.3043E+00, 1.9270E+00, 2.0752E+00, 4.1504E+00, 7.7888E+00, 1.0659E+01, 1.2222E+01, 1.1346E+01, 1.0740E+01, 1.1238E+01, 1.0403E+01, 9.7022E+00, 9.8505E+00, 1.0012E+01, 1.0106E+01
6391125, 7.4617E+00, 7.1131E+00, 6.9038E+00, 6.3659E+00, 5.5888E+00, 3.6761E+00, 3.0548E+00, 2.3760E+00, 1.9467E+00, 1.7071E+00, 1.4276E+00, 1.5374E+00, 3.0748E+00, 5.7701E+00, 7.8965E+00, 9.0546E+00, 8.4057E+00, 7.9564E+00, 8.3257E+00, 7.7070E+00, 7.1877E+00, 7.2975E+00, 7.4174E+00, 7.4873E+00
6391126, 3.1824E+01, 3.0337E+01, 2.9445E+01, 2.7151E+01, 2.3837E+01, 1.5678E+01, 1.3029E+01, 1.0133E+01, 8.3027E+00, 7.2808E+00, 6.0887E+00, 6.5569E+00, 1.3114E+01, 2.4610E+01, 3.3679E+01, 3.8618E+01, 3.5850E+01, 3.3934E+01, 3.5510E+01, 3.2870E+01, 3.0656E+01, 3.1124E+01, 3.1635E+01, 3.1933E+01
6391127, 5.9660E+01, 5.6871E+01, 5.5199E+01, 5.0898E+01, 4.4685E+01, 2.9392E+01, 2.4424E+01, 1.8997E+01, 1.5565E+01, 1.3649E+01, 1.1414E+01, 1.2292E+01, 2.4584E+01, 4.6135E+01, 6.3137E+01, 7.2395E+01, 6.7207E+01, 6.3615E+01, 6.6569E+01, 6.1621E+01, 5.7468E+01, 5.8347E+01, 5.9304E+01, 5.9864E+01
