 ANNCO2 Lat,Lon,Capa 1, H1,H2,H3,H4,H5,H6,H7,H8,H9,to Hr24, Capa2
176132, 2016-05-11_00:00:00, WND
 6426118,  1,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  0.2270E+05,  2
 6426118,  1,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  2
 6426118,  1,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  2
 6426118,  1,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  2
 6426118,  1,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  2
 6426118,  1,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  2
 6426118,  1,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  0.9693E+05,  2
 6426118,  1,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  0.1728E+06,  2
 6426118,  1,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  0.5539E+05,  2
 6426118,  1,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  2
 6426118,  1,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  0.3839E+05,  2
 6426118,  1,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  0.5759E+05,  2
 6426118,  1,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  0.1001E+06,  2
 6419754,  3,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  0.2014E+03,  4
 6419754,  3,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  0.7907E+05,  4
