 TAPM2_2016.csvID, SCC,  Hr to Hr24
   34740,2016-05-11_00:00:00, WND
6359350,2102007000,  1.0066E-02,  9.6489E-03,  8.0566E-03,  6.1988E-03,  4.8719E-03,  4.1325E-03,  3.7534E-03,  3.5259E-03,  3.4501E-03,  3.5449E-03,  3.9809E-03,  4.7392E-03,  5.8955E-03,  7.3552E-03,  8.8527E-03,  1.0009E-02,  1.0824E-02,  1.1450E-02,  1.1753E-02,  1.1962E-02,  1.2037E-02,  1.1829E-02,  1.1260E-02,  1.0388E-02
6359350,2104006000,  2.2047E-02,  2.2047E-02,  1.3228E-02,  1.3228E-02,  8.8187E-03,  8.8187E-03,  8.8187E-03,  8.8187E-03,  1.3228E-02,  1.3228E-02,  1.7637E-02,  2.2047E-02,  3.0865E-02,  2.2047E-02,  1.7637E-02,  2.2047E-02,  2.2047E-02,  2.2047E-02,  1.7637E-02,  2.2047E-02,  3.0865E-02,  2.2047E-02,  1.7637E-02,  2.2047E-02
6359350,2270005000,  1.8527E-08,  1.7759E-08,  1.4828E-08,  1.1409E-08,  8.9669E-09,  7.6061E-09,  6.9083E-09,  6.4896E-09,  6.3501E-09,  6.5245E-09,  7.3270E-09,  8.7226E-09,  1.0851E-08,  1.3538E-08,  1.6294E-08,  1.8422E-08,  1.9922E-08,  2.1074E-08,  2.1632E-08,  2.2016E-08,  2.2155E-08,  2.1772E-08,  2.0725E-08,  1.9120E-08
6359350,2415000000,  4.5107E-02,  4.3238E-02,  3.6103E-02,  2.7778E-02,  2.1832E-02,  1.8519E-02,  1.6820E-02,  1.5800E-02,  1.5460E-02,  1.5885E-02,  1.7839E-02,  2.1237E-02,  2.6419E-02,  3.2960E-02,  3.9671E-02,  4.4852E-02,  4.8505E-02,  5.1308E-02,  5.2668E-02,  5.3602E-02,  5.3942E-02,  5.3007E-02,  5.0459E-02,  4.6551E-02
6359350,2465600000,  1.1249E+00,  5.5322E-01,  1.8441E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  1.8441E-01,  5.5322E-01,  1.1249E+00,  1.8625E+00,  1.8625E+00,  1.8625E+00,  1.8625E+00,  1.8625E+00,  1.8625E+00,  1.8625E+00,  1.6781E+00
6359351,2102007000,  3.6039E-03,  3.4545E-03,  2.8844E-03,  2.2193E-03,  1.7442E-03,  1.4796E-03,  1.3438E-03,  1.2624E-03,  1.2352E-03,  1.2692E-03,  1.4253E-03,  1.6967E-03,  2.1107E-03,  2.6333E-03,  3.1695E-03,  3.5835E-03,  3.8753E-03,  4.0993E-03,  4.2079E-03,  4.2826E-03,  4.3097E-03,  4.2350E-03,  4.0314E-03,  3.7192E-03
6359351,2104006000,  7.8933E-03,  7.8933E-03,  4.7360E-03,  4.7360E-03,  3.1573E-03,  3.1573E-03,  3.1573E-03,  3.1573E-03,  4.7360E-03,  4.7360E-03,  6.3146E-03,  7.8933E-03,  1.1051E-02,  7.8933E-03,  6.3146E-03,  7.8933E-03,  7.8933E-03,  7.8933E-03,  6.3146E-03,  7.8933E-03,  1.1051E-02,  7.8933E-03,  6.3146E-03,  7.8933E-03
6359351,2270005000,  6.6331E-09,  6.3582E-09,  5.3089E-09,  4.0848E-09,  3.2103E-09,  2.7232E-09,  2.4733E-09,  2.3234E-09,  2.2735E-09,  2.3359E-09,  2.6232E-09,  3.1229E-09,  3.8849E-09,  4.8468E-09,  5.8336E-09,  6.5956E-09,  7.1327E-09,  7.5449E-09,  7.7448E-09,  7.8822E-09,  7.9322E-09,  7.7948E-09,  7.4200E-09,  6.8454E-09
6359351,2415000000,  1.6149E-02,  1.5480E-02,  1.2926E-02,  9.9452E-03,  7.8162E-03,  6.6301E-03,  6.0218E-03,  5.6569E-03,  5.5352E-03,  5.6873E-03,  6.3868E-03,  7.6033E-03,  9.4586E-03,  1.1800E-02,  1.4203E-02,  1.6058E-02,  1.7366E-02,  1.8370E-02,  1.8856E-02,  1.9191E-02,  1.9312E-02,  1.8978E-02,  1.8066E-02,  1.6667E-02
6359351,2465600000,  4.0274E-01,  1.9807E-01,  6.6022E-02,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  6.6022E-02,  1.9807E-01,  4.0274E-01,  6.6683E-01,  6.6683E-01,  6.6683E-01,  6.6683E-01,  6.6683E-01,  6.6683E-01,  6.6683E-01,  6.0080E-01
6359352,2102007000,  1.5782E-02,  1.5129E-02,  1.2632E-02,  9.7191E-03,  7.6386E-03,  6.4794E-03,  5.8850E-03,  5.5283E-03,  5.4094E-03,  5.5580E-03,  6.2416E-03,  7.4305E-03,  9.2436E-03,  1.1532E-02,  1.3880E-02,  1.5693E-02,  1.6971E-02,  1.7952E-02,  1.8428E-02,  1.8755E-02,  1.8874E-02,  1.8547E-02,  1.7655E-02,  1.6288E-02
6359352,2104006000,  3.4567E-02,  3.4567E-02,  2.0740E-02,  2.0740E-02,  1.3827E-02,  1.3827E-02,  1.3827E-02,  1.3827E-02,  2.0740E-02,  2.0740E-02,  2.7654E-02,  3.4567E-02,  4.8394E-02,  3.4567E-02,  2.7654E-02,  3.4567E-02,  3.4567E-02,  3.4567E-02,  2.7654E-02,  3.4567E-02,  4.8394E-02,  3.4567E-02,  2.7654E-02,  3.4567E-02
6359352,2270005000,  2.9048E-08,  2.7845E-08,  2.3249E-08,  1.7888E-08,  1.4059E-08,  1.1926E-08,  1.0832E-08,  1.0175E-08,  9.9562E-09,  1.0230E-08,  1.1488E-08,  1.3676E-08,  1.7013E-08,  2.1225E-08,  2.5547E-08,  2.8884E-08,  3.1236E-08,  3.3042E-08,  3.3917E-08,  3.4519E-08,  3.4737E-08,  3.4136E-08,  3.2495E-08,  2.9978E-08
6359352,2415000000,  7.0724E-02,  6.7794E-02,  5.6606E-02,  4.3553E-02,  3.4230E-02,  2.9035E-02,  2.6372E-02,  2.4773E-02,  2.4241E-02,  2.4907E-02,  2.7970E-02,  3.3297E-02,  4.1422E-02,  5.1678E-02,  6.2200E-02,  7.0324E-02,  7.6051E-02,  8.0447E-02,  8.2578E-02,  8.4043E-02,  8.4576E-02,  8.3111E-02,  7.9115E-02,  7.2988E-02
6359352,2465600000,  1.7637E+00,  8.6739E-01,  2.8913E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  2.8913E-01,  8.6739E-01,  1.7637E+00,  2.9202E+00,  2.9202E+00,  2.9202E+00,  2.9202E+00,  2.9202E+00,  2.9202E+00,  2.9202E+00,  2.6311E+00
6359368,2102007000,  2.2367E-03,  2.1441E-03,  1.7902E-03,  1.3774E-03,  1.0826E-03,  9.1828E-04,  8.3403E-04,  7.8348E-04,  7.6664E-04,  7.8770E-04,  8.8458E-04,  1.0531E-03,  1.3100E-03,  1.6344E-03,  1.9671E-03,  2.2241E-03,  2.4052E-03,  2.5442E-03,  2.6116E-03,  2.6580E-03,  2.6748E-03,  2.6285E-03,  2.5021E-03,  2.3083E-03
6359368,2104006000,  8.4180E-03,  8.4180E-03,  5.0508E-03,  5.0508E-03,  3.3672E-03,  3.3672E-03,  3.3672E-03,  3.3672E-03,  5.0508E-03,  5.0508E-03,  6.7344E-03,  8.4180E-03,  1.1785E-02,  8.4180E-03,  6.7344E-03,  8.4180E-03,  8.4180E-03,  8.4180E-03,  6.7344E-03,  8.4180E-03,  1.1785E-02,  8.4180E-03,  6.7344E-03,  8.4180E-03
6359368,2270005000,  5.1106E-10,  4.8988E-10,  4.0904E-10,  3.1472E-10,  2.4735E-10,  2.0981E-10,  1.9056E-10,  1.7901E-10,  1.7516E-10,  1.7998E-10,  2.0211E-10,  2.4061E-10,  2.9932E-10,  3.7343E-10,  4.4946E-10,  5.0817E-10,  5.4955E-10,  5.8131E-10,  5.9671E-10,  6.0730E-10,  6.1115E-10,  6.0056E-10,  5.7169E-10,  5.2742E-10
