GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Suma de POB  en CELL (rur+urb),Promedio de POBTOT en MUN Rur,Promedio de POBTOT en MUN URB,Pot Tot
3799492,19031,0.013723209,,0.013723209,3373,,245788,245788
3799493,19031,0.006371344,,0.006371344,1566,,245788,245788
3799494,19031,0.010008625,,0.010008625,2460,,245788,245788
3799495,19031,0.00232314,,0.00232314,571,,245788,245788
3802614,19018,,0.000129702,0.000129702,1,7710,,7710
3802630,19048,0.011615514,,0.011615514,3117,,268348,268348
3802631,19048,0.039415237,,0.039415237,10577,,268348,268348
3802632,19048,0.025351409,,0.025351409,6803,,268348,268348
3802633,19048,0.008738653,,0.008738653,2345,,268348,268348
3802634,19048,0.020574031,,0.020574031,5521,,268348,268348
3802635,19048,0.017123288,,0.017123288,4595,,268348,268348
3802636,19048,0.020268457,,0.020268457,5439,,268348,268348
3802637,19048,0.035144663,,0.035144663,9431,,268348,268348
3802638,19048,0.040987822,,0.040987822,10999,,268348,268348
3802639,19019,0.081563089,,0.081563089,10002,,122629,122629
3802639,19048,0.013337159,,0.013337159,3579,,268348,268348
3802640,19019,0.072234137,,0.072234137,8858,,122629,122629
3802641,19019,0.00923925,,0.00923925,1133,,122629,122629
3802641,19039,0.000109202,,0.000109202,124,,1135510,1135510
3802642,19039,0.000157638,,0.000157638,179,,1135510,1135510
3802643,19039,0.002777607,,0.002777607,3154,,1135510,1135510
3802644,19039,0.004003487,,0.004003487,4546,,1135510,1135510
3802645,19039,0.002098616,,0.002098616,2383,,1135510,1135510
3802646,19039,0.002059867,,0.002059867,2339,,1135510,1135510
3802647,19039,0.003025953,,0.003025953,3436,,1135510,1135510
3802648,19039,0.003471568,,0.003471568,3942,,1135510,1135510
3802649,19039,0.001130769,,0.001130769,1284,,1135510,1135510
3802650,19039,0.002127678,,0.002127678,2416,,1135510,1135510
3802651,19039,0.004297628,,0.004297628,4880,,1135510,1135510
3802652,19039,0.001374713,,0.001374713,1561,,1135510,1135510
3802653,19026,0.001949677,,0.001949677,1321,,677548,677548
3802653,19039,0.000909723,,0.000909723,1033,,1135510,1135510
3802654,19026,0.004188633,,0.004188633,2838,,677548,677548
3802654,19039,0.000568027,,0.000568027,645,,1135510,1135510
3802655,19026,0.008907118,,0.008907118,6035,,677548,677548
3802656,19026,0.01193421,,0.01193421,8086,,677548,677548
3802657,19026,0.013454397,,0.013454397,9116,,677548,677548
3802658,19026,0.010384504,,0.010384504,7036,,677548,677548
3802659,19026,0.013748103,,0.013748103,9315,,677548,677548
3802660,19026,0.011402882,,0.011402882,7726,,677548,677548
3802661,19026,0.004982673,,0.004982673,3376,,677548,677548
3802662,19026,0.003078749,,0.003078749,2086,,677548,677548
3802663,19026,0.007847415,,0.007847415,5317,,677548,677548
3802664,19026,0.015758293,0.010869565,0.015754976,10682,460,677548,678008
3802665,19026,0.005096318,,0.005096318,3453,,677548,677548
3802666,19026,0.001716484,,0.001716484,1163,,677548,677548
3802667,19026,0.000758618,,0.000758618,514,,677548,677548
3802668,19026,0.003840318,,0.003840318,2602,,677548,677548
3802669,19031,,0.020658201,0.020658201,231,11182,,11182
3802670,19031,0,,0,0,,245788,245788
3802671,19031,0.021331391,,0.021331391,5243,,245788,245788
3802672,19031,0.010065585,,0.010065585,2474,,245788,245788
3805794,19018,,0.003631647,0.003631647,28,7710,,7710
3805804,19048,,0.008223684,0.008223684,5,608,,608
3805807,19048,5.21711E-05,,5.21711E-05,14,,268348,268348
3805808,19048,0.009606928,,0.009606928,2578,,268348,268348
3805809,19048,0.029912651,,0.029912651,8027,,268348,268348
3805810,19048,0.001848346,,0.001848346,496,,268348,268348
3805811,19048,4.09915E-05,,4.09915E-05,11,,268348,268348
3805812,19048,0.028954939,,0.028954939,7770,,268348,268348
3805813,19048,0.042038696,,0.042038696,11281,,268348,268348
3805814,19048,0.043424956,,0.043424956,11653,,268348,268348
3805815,19048,0.031798262,,0.031798262,8533,,268348,268348
3805816,19048,0.068500604,,0.068500604,18382,,268348,268348
3805817,19019,0.018674212,,0.018674212,2290,,122629,122629
3805817,19048,0.021759059,,0.021759059,5839,,268348,268348
3805820,19039,0.000968728,,0.000968728,1100,,1135510,1135510
3805821,19039,0.004803128,,0.004803128,5454,,1135510,1135510
3805822,19039,0.004391859,,0.004391859,4987,,1135510,1135510
3805823,19039,0.003227625,,0.003227625,3665,,1135510,1135510
3805824,19039,0.00291499,,0.00291499,3310,,1135510,1135510
3805825,19039,0.00672209,,0.00672209,7633,,1135510,1135510
3805826,19039,0.005179171,,0.005179171,5881,,1135510,1135510
3805827,19039,0.004687761,,0.004687761,5323,,1135510,1135510
3805828,19039,0.004231579,,0.004231579,4805,,1135510,1135510
3805829,19039,0.007286594,,0.007286594,8274,,1135510,1135510
3805830,19039,0.008219214,,0.008219214,9333,,1135510,1135510
3805831,19039,0.005163319,,0.005163319,5863,,1135510,1135510
3805832,19026,0.000974101,,0.000974101,660,,677548,677548
3805832,19039,0.001167757,,0.001167757,1326,,1135510,1135510
3805833,19026,0.006049756,,0.006049756,4099,,677548,677548
3805834,19026,0.00745925,,0.00745925,5054,,677548,677548
3805835,19026,0.011568184,,0.011568184,7838,,677548,677548
3805836,19026,0.01285813,,0.01285813,8712,,677548,677548
3805837,19026,0.01281828,,0.01281828,8685,,677548,677548
3805838,19026,0.012804997,,0.012804997,8676,,677548,677548
3805839,19026,0.011824992,,0.011824992,8012,,677548,677548
3805840,19026,0.008087988,,0.008087988,5480,,677548,677548
3805841,19026,0.00368092,,0.00368092,2494,,677548,677548
3805842,19026,0.000314369,0.623913043,0.000737454,500,460,677548,678008
3805843,19026,,0.006521739,0.006521739,3,460,,460
3805845,19026,,0.015217391,0.015217391,7,460,,460
3805847,19026,,0.010869565,0.010869565,5,460,,460
3805849,19031,0.000358032,,0.000358032,88,,245788,245788
3805850,19031,8.13709E-05,,8.13709E-05,20,,245788,245788
3805858,19031,,0.001878018,0.001878018,21,11182,,11182
3808983,19048,,0.003289474,0.003289474,2,608,,608
3808985,19048,0.012677568,,0.012677568,3402,,268348,268348
3808986,19048,0.011142248,,0.011142248,2990,,268348,268348
3808987,19048,0.000197505,,0.000197505,53,,268348,268348
3808988,19048,1.4906E-05,,1.4906E-05,4,,268348,268348
3808989,19048,0,,0,0,,268348,268348
3808990,19048,0.044278325,,0.044278325,11882,,268348,268348
3808991,19048,0.053725014,,0.053725014,14417,,268348,268348
3808992,19048,0.014648889,0.006578947,0.014630646,3935,608,268348,268956
3808993,19048,0.016668654,,0.016668654,4473,,268348,268348
3808994,19048,0.00374141,0.001644737,0.003736671,1005,608,268348,268956
3808998,19039,0.000435047,,0.000435047,494,,1135510,1135510
3808999,19039,0.002226312,,0.002226312,2528,,1135510,1135510
3809000,19039,0.003898689,,0.003898689,4427,,1135510,1135510
3809001,19039,0.004378649,,0.004378649,4972,,1135510,1135510
3809002,19039,0.004795202,,0.004795202,5445,,1135510,1135510
3809003,19039,0.008444664,,0.008444664,9589,,1135510,1135510
3809004,19039,0.005479476,,0.005479476,6222,,1135510,1135510
3809005,19039,0.002564486,,0.002564486,2912,,1135510,1135510
3809006,19039,0.002464972,,0.002464972,2799,,1135510,1135510
3809007,19039,0.00303476,,0.00303476,3446,,1135510,1135510
3809008,19039,0.009298025,,0.009298025,10558,,1135510,1135510
3809009,19039,0.002833969,,0.002833969,3218,,1135510,1135510
3809010,19026,0.001617598,,0.001617598,1096,,677548,677548
3809010,19039,0.002840134,,0.002840134,3225,,1135510,1135510
3809010,19046,0.001470874,,0.001470874,652,,443274,443274
3809011,19026,0.009913689,,0.009913689,6717,,677548,677548
3809011,19046,8.79817E-05,,8.79817E-05,39,,443274,443274
3809012,19026,0.00660027,,0.00660027,4472,,677548,677548
3809013,19026,0.003630739,,0.003630739,2460,,677548,677548
3809014,19026,0.004880835,,0.004880835,3307,,677548,677548
3809015,19026,0.009788236,,0.009788236,6632,,677548,677548
3809016,19026,0.014914073,,0.014914073,10105,,677548,677548
3809017,19026,0.007705727,,0.007705727,5221,,677548,677548
3809018,19026,0.014992296,,0.014992296,10158,,677548,677548
3809019,19026,0.000554942,,0.000554942,376,,677548,677548
3809020,19026,0.008353652,,0.008353652,5660,,677548,677548
3809021,19026,0.001453772,,0.001453772,985,,677548,677548
3809022,19026,,0.02826087,0.02826087,13,460,,460
3809023,19026,,0.293478261,0.293478261,135,460,,460
3809024,19006,,0.000199601,0.000199601,1,5010,,5010
3809029,19031,,0.000626006,0.000626006,7,11182,,11182
3809030,19031,,8.94294E-05,8.94294E-05,1,11182,,11182
3809031,19031,,0.000268288,0.000268288,3,11182,,11182
3809039,19041,,0.010341262,0.010341262,120,11604,,11604
3809040,19041,,0.000344709,0.000344709,4,11604,,11604
3812163,19048,0.003484282,,0.003484282,935,,268348,268348
3812164,19048,0.000301847,,0.000301847,81,,268348,268348
3812165,19048,0,,0,0,,268348,268348
3812166,19048,0,,0,0,,268348,268348
3812168,19048,0.010460298,,0.010460298,2807,,268348,268348
3812169,19048,0.011403103,,0.011403103,3060,,268348,268348
3812175,19039,0.000168206,,0.000168206,191,,1135510,1135510
3812176,19039,0.001392326,,0.001392326,1581,,1135510,1135510
3812177,19039,0.004424444,,0.004424444,5024,,1135510,1135510
3812178,19039,0.004242147,,0.004242147,4817,,1135510,1135510
3812179,19039,0.006006992,,0.006006992,6821,,1135510,1135510
3812180,19039,0.005678506,,0.005678506,6448,,1135510,1135510
3812181,19039,0.002751187,,0.002751187,3124,,1135510,1135510
3812182,19039,0.004144393,,0.004144393,4706,,1135510,1135510
3812183,19039,0.001523544,,0.001523544,1730,,1135510,1135510
3812184,19039,0.002296765,,0.002296765,2608,,1135510,1135510
3812185,19039,0.00165124,,0.00165124,1875,,1135510,1135510
3812185,19046,4.96307E-05,,4.96307E-05,22,,443274,443274
3812186,19039,0.001631866,,0.001631866,1853,,1135510,1135510
3812186,19046,0.000997126,,0.000997126,442,,443274,443274
3812187,19039,0.000384849,,0.000384849,437,,1135510,1135510
3812187,19046,0.003911802,,0.003911802,1734,,443274,443274
3812188,19039,5.28397E-06,,5.28397E-06,6,,1135510,1135510
3812188,19046,0.019856793,,0.019856793,8802,,443274,443274
3812189,19026,0.00201019,,0.00201019,1362,,677548,677548
3812189,19046,0.020229023,,0.020229023,8967,,443274,443274
3812190,19026,0.005986292,,0.005986292,4056,,677548,677548
3812190,19046,0.011796316,,0.011796316,5229,,443274,443274
3812191,19026,0.007460726,,0.007460726,5055,,677548,677548
3812191,19046,0.002740968,,0.002740968,1215,,443274,443274
3812192,19026,0.011326135,,0.011326135,7674,,677548,677548
3812192,19046,0.000189499,,0.000189499,84,,443274,443274
3812193,19026,0.009335132,,0.009335132,6325,,677548,677548
3812194,19026,0.010381552,,0.010381552,7034,,677548,677548
3812195,19026,0.005680778,,0.005680778,3849,,677548,677548
3812196,19006,0.000549809,,0.000549809,285,,518362,518362
3812196,19026,0.005161258,,0.005161258,3497,,677548,677548
3812197,19006,0.002139432,,0.002139432,1109,,518362,518362
3812197,19026,0.001062655,,0.001062655,720,,677548,677548
3812198,19006,0.00692952,,0.00692952,3592,,518362,518362
3812198,19026,0.0074991,,0.0074991,5081,,677548,677548
3812199,19006,0.015491105,,0.015491105,8030,,518362,518362
3812199,19026,0.000290754,0.010869565,0.000297932,202,460,677548,678008
3812200,19006,0.017889043,,0.017889043,9273,,518362,518362
3812201,19006,0.003904607,0.001796407,0.003884426,2033,5010,518362,523372
3812209,19041,,0.000430886,0.000430886,5,11604,,11604
3812212,19041,,0.000258532,0.000258532,3,11604,,11604
3812215,19041,,0.03576353,0.03576353,415,11604,,11604
3812224,19041,,0.00060324,0.00060324,7,11604,,11604
3815328,19018,,0.000648508,0.000648508,5,7710,,7710
3815338,19018,,0.002075227,0.002075227,16,7710,,7710
3815352,19039,0.0001594,,0.0001594,181,,1135510,1135510
3815353,19039,0.003206489,,0.003206489,3641,,1135510,1135510
3815354,19039,0.004473761,,0.004473761,5080,,1135510,1135510
3815355,19039,0.008217453,,0.008217453,9331,,1135510,1135510
3815356,19039,0.010352177,,0.010352177,11755,,1135510,1135510
3815357,19039,0.004083628,,0.004083628,4637,,1135510,1135510
3815358,19039,0.007637097,,0.007637097,8672,,1135510,1135510
3815359,19039,0.004768782,,0.004768782,5415,,1135510,1135510
3815360,19039,0.003656507,,0.003656507,4152,,1135510,1135510
3815361,19039,0.001253181,,0.001253181,1423,,1135510,1135510
3815361,19046,6.09104E-05,,6.09104E-05,27,,443274,443274
3815362,19039,0.000400701,,0.000400701,455,,1135510,1135510
3815362,19046,0.000137612,,0.000137612,61,,443274,443274
3815363,19039,0.000101276,,0.000101276,115,,1135510,1135510
3815363,19046,0.001531784,,0.001531784,679,,443274,443274
3815364,19046,0.003796749,,0.003796749,1683,,443274,443274
3815365,19046,0.015320095,,0.015320095,6791,,443274,443274
3815366,19046,0.020914829,,0.020914829,9271,,443274,443274
3815367,19046,0.029676904,,0.029676904,13155,,443274,443274
3815368,19046,0.013774776,,0.013774776,6106,,443274,443274
3815369,19046,0.021476559,,0.021476559,9520,,443274,443274
3815370,19026,0.000450153,,0.000450153,305,,677548,677548
3815370,19046,0.026856978,,0.026856978,11905,,443274,443274
3815371,19026,0.003587938,,0.003587938,2431,,677548,677548
3815371,19046,0.006451991,,0.006451991,2860,,443274,443274
3815372,19026,0.012205777,,0.012205777,8270,,677548,677548
3815372,19046,0.002682314,,0.002682314,1189,,443274,443274
3815373,19026,0.016618749,,0.016618749,11260,,677548,677548
3815374,19006,0.002752902,,0.002752902,1427,,518362,518362
3815374,19026,0.014419643,,0.014419643,9770,,677548,677548
3815375,19006,0.013660338,,0.013660338,7081,,518362,518362
3815376,19006,0.006628572,,0.006628572,3436,,518362,518362
3815377,19006,0.021737705,,0.021737705,11268,,518362,518362
3815378,19006,0.002430734,,0.002430734,1260,,518362,518362
3815379,19006,0.006688376,0.001796407,0.006641548,3476,5010,518362,523372
3815380,19006,0.000148545,,0.000148545,77,,518362,518362
3815384,19041,,8.61772E-05,8.61772E-05,1,11604,,11604
3815385,19041,,0.016287487,0.016287487,189,11604,,11604
3815386,19041,,0.000517063,0.000517063,6,11604,,11604
3815387,19041,,0.00060324,0.00060324,7,11604,,11604
3815390,19041,,0.000344709,0.000344709,4,11604,,11604
3818520,19048,,0.013157895,0.013157895,8,608,,608
3818529,19039,4.40331E-06,,4.40331E-06,5,,1135510,1135510
3818530,19039,0.001353577,,0.001353577,1537,,1135510,1135510
3818531,19039,0.003222341,,0.003222341,3659,,1135510,1135510
3818532,19039,0.010735264,,0.010735264,12190,,1135510,1135510
3818533,19039,0.009037349,,0.009037349,10262,,1135510,1135510
3818534,19039,0.009309473,,0.009309473,10571,,1135510,1135510
3818535,19039,0.00784141,,0.00784141,8904,,1135510,1135510
3818536,19039,0.010080052,,0.010080052,11446,,1135510,1135510
3818537,19039,0.010759042,,0.010759042,12217,,1135510,1135510
3818538,19039,0.008401511,,0.008401511,9540,,1135510,1135510
3818539,19039,0.001641553,,0.001641553,1864,,1135510,1135510
3818539,19046,0.001563367,,0.001563367,693,,443274,443274
3818540,19046,0.001811521,,0.001811521,803,,443274,443274
3818541,19046,0.005042028,,0.005042028,2235,,443274,443274
3818542,19046,0.002488303,,0.002488303,1103,,443274,443274
3818543,19046,0.034339934,,0.034339934,15222,,443274,443274
3818544,19046,0.01850774,,0.01850774,8204,,443274,443274
3818545,19046,0.010634506,,0.010634506,4714,,443274,443274
3818546,19046,0.023606167,,0.023606167,10464,,443274,443274
3818547,19046,0.026967519,,0.026967519,11954,,443274,443274
3818548,19046,0.016495441,,0.016495441,7312,,443274,443274
3818549,19046,0.006409128,,0.006409128,2841,,443274,443274
3818550,19026,0.008107175,,0.008107175,5493,,677548,677548
3818550,19046,0.001369356,,0.001369356,607,,443274,443274
3818551,19026,0.019800811,,0.019800811,13416,,677548,677548
3818552,19006,0.000243073,,0.000243073,126,,518362,518362
3818552,19026,0.024575381,,0.024575381,16651,,677548,677548
3818553,19006,0.023836624,,0.023836624,12356,,518362,518362
3818553,19026,0.000732051,,0.000732051,496,,677548,677548
3818554,19006,0.01066822,,0.01066822,5530,,518362,518362
3818555,19006,0.009229072,,0.009229072,4784,,518362,518362
3818556,19006,1.73624E-05,0.399201597,0.00383857,2009,5010,518362,523372
3818557,19006,0.000117678,0.000199601,0.000118463,62,5010,518362,523372
3818558,19006,,0.001197605,0.001197605,6,5010,,5010
3818562,19041,,0.053688383,0.053688383,623,11604,,11604
3818563,19041,,0.00887625,0.00887625,103,11604,,11604
3818564,19041,,0.000947949,0.000947949,11,11604,,11604
3818565,19041,,0.00275767,0.00275767,32,11604,,11604
3818566,19041,,0.001982075,0.001982075,23,11604,,11604
3818567,19041,,8.61772E-05,8.61772E-05,1,11604,,11604
3818574,19041,,0.000172354,0.000172354,2,11604,,11604
3818579,19041,,0.000172354,0.000172354,2,11604,,11604
3818581,19041,,0.000517063,0.000517063,6,11604,,11604
3821696,19018,,0.000518807,0.000518807,4,7710,,7710
3821697,19048,,0.003289474,0.003289474,2,608,,608
3821707,19039,0.000619105,,0.000619105,703,,1135510,1135510
3821708,19039,0.002285317,,0.002285317,2595,,1135510,1135510
3821709,19039,0.007927715,,0.007927715,9002,,1135510,1135510
3821710,19039,0.01293868,,0.01293868,14692,,1135510,1135510
3821711,19039,0.009386971,,0.009386971,10659,,1135510,1135510
3821712,19039,0.010459617,,0.010459617,11877,,1135510,1135510
3821713,19039,0.010586433,,0.010586433,12021,,1135510,1135510
3821714,19039,0.011204657,,0.011204657,12723,,1135510,1135510
3821715,19039,0.013556023,,0.013556023,15393,,1135510,1135510
3821716,19039,0.00748122,,0.00748122,8495,,1135510,1135510
3821716,19046,0.001743842,,0.001743842,773,,443274,443274
3821717,19039,0.000996909,,0.000996909,1132,,1135510,1135510
3821717,19046,0.006411384,,0.006411384,2842,,443274,443274
3821718,19046,0.004516394,,0.004516394,2002,,443274,443274
3821719,19046,0.012252016,,0.012252016,5431,,443274,443274
3821720,19046,0.022412774,,0.022412774,9935,,443274,443274
3821721,19046,0.029426495,,0.029426495,13044,,443274,443274
3821722,19046,0.028688802,,0.028688802,12717,,443274,443274
3821723,19046,0.010557804,,0.010557804,4680,,443274,443274
3821724,19046,0.01445607,,0.01445607,6408,,443274,443274
3821725,19046,0.026128309,,0.026128309,11582,,443274,443274
3821726,19006,7.71662E-06,,7.71662E-06,4,,518362,518362
3821726,19046,0.009657684,,0.009657684,4281,,443274,443274
3821727,19006,0.001697655,,0.001697655,880,,518362,518362
3821727,19046,0.015232114,,0.015232114,6752,,443274,443274
3821728,19006,0.001012806,,0.001012806,525,,518362,518362
3821728,19026,0.002776187,,0.002776187,1881,,677548,677548
3821728,19046,0.000295528,,0.000295528,131,,443274,443274
3821729,19006,0.02265984,,0.02265984,11746,,518362,518362
3821729,19026,0.003027092,,0.003027092,2051,,677548,677548
3821730,19006,0.016332216,,0.016332216,8466,,518362,518362
3821730,19026,0.00203528,,0.00203528,1379,,677548,677548
3821731,19006,0.024162651,,0.024162651,12525,,518362,518362
3821731,19026,6.6416E-05,,6.6416E-05,45,,677548,677548
3821732,19006,0.01559335,,0.01559335,8083,,518362,518362
3821733,19006,0.011221887,0.000598802,0.011120197,5820,5010,518362,523372
3821734,19041,,0.066097897,0.066097897,767,11604,,11604
3821735,19006,,0.000399202,0.000399202,2,5010,,5010
3821735,19041,,0.021113409,0.021113409,245,11604,,11604
3821738,19041,,0.000344709,0.000344709,4,11604,,11604
3821739,19041,,0.000517063,0.000517063,6,11604,,11604
3821740,19041,,0.001206481,0.001206481,14,11604,,11604
3821741,19041,,0.003102378,0.003102378,36,11604,,11604
3821743,19041,,0.001120303,0.001120303,13,11604,,11604
3821757,19041,,0.000258532,0.000258532,3,11604,,11604
3824885,19039,0.001640672,,0.001640672,1863,,1135510,1135510
3824886,19039,0.002983681,,0.002983681,3388,,1135510,1135510
3824887,19039,0.004641086,,0.004641086,5270,,1135510,1135510
3824888,19039,0.005692596,,0.005692596,6464,,1135510,1135510
3824889,19039,0.007287474,,0.007287474,8275,,1135510,1135510
3824890,19039,0.008914056,,0.008914056,10122,,1135510,1135510
3824891,19039,0.015015279,,0.015015279,17050,,1135510,1135510
3824892,19039,0.014059762,,0.014059762,15965,,1135510,1135510
3824893,19039,0.005847593,,0.005847593,6640,,1135510,1135510
3824894,19039,0.002580338,,0.002580338,2930,,1135510,1135510
3824894,19046,0.003638833,,0.003638833,1613,,443274,443274
3824895,19046,0.012461818,,0.012461818,5524,,443274,443274
3824896,19046,0.012885935,,0.012885935,5712,,443274,443274
3824897,19046,0.013255909,,0.013255909,5876,,443274,443274
3824898,19046,0.018805524,,0.018805524,8336,,443274,443274
3824899,19046,0.023166258,,0.023166258,10269,,443274,443274
3824900,19046,0.030071694,,0.030071694,13330,,443274,443274
3824901,19046,0.035418274,,0.035418274,15700,,443274,443274
3824902,19046,0.02416564,,0.02416564,10712,,443274,443274
3824903,19006,0.0017999,,0.0017999,933,,518362,518362
3824903,19046,0.001757378,,0.001757378,779,,443274,443274
3824904,19006,0.003246766,,0.003246766,1683,,518362,518362
3824904,19046,0.000304552,,0.000304552,135,,443274,443274
3824905,19006,0.001180642,,0.001180642,612,,518362,518362
3824906,19006,0.00376185,,0.00376185,1950,,518362,518362
3824907,19006,0.021191754,,0.021191754,10985,,518362,518362
3824908,19006,0.01256072,,0.01256072,6511,,518362,518362
3824909,19006,0.011343424,,0.011343424,5880,,518362,518362
3824910,19006,0.00818347,,0.00818347,4242,,518362,518362
3824911,19006,0.007041411,0.004191617,0.007014131,3671,5010,518362,523372
3824912,19006,0.010346052,0.001996008,0.01026612,5373,5010,518362,523372
3824913,19006,0.005513521,0.001796407,0.005477939,2867,5010,518362,523372
3824913,19041,,0.130644605,0.130644605,1516,11604,,11604
3824914,19041,,0.000430886,0.000430886,5,11604,,11604
3824915,19041,,0.000430886,0.000430886,5,11604,,11604
3824916,19041,,0.000258532,0.000258532,3,11604,,11604
3824917,19041,,0.000947949,0.000947949,11,11604,,11604
3824918,19041,,0.00672182,0.00672182,78,11604,,11604
3824937,19041,,0.004481213,0.004481213,52,11604,,11604
3828063,19039,0.001896064,,0.001896064,2153,,1135510,1135510
3828064,19039,0.005533197,,0.005533197,6283,,1135510,1135510
3828065,19039,0.006721209,,0.006721209,7632,,1135510,1135510
3828066,19039,0.013665225,,0.013665225,15517,,1135510,1135510
3828067,19039,0.011269826,,0.011269826,12797,,1135510,1135510
3828068,19039,0.010781059,,0.010781059,12242,,1135510,1135510
3828069,19039,0.01451066,,0.01451066,16477,,1135510,1135510
3828070,19039,0.005881058,,0.005881058,6678,,1135510,1135510
3828071,19039,0.000906201,,0.000906201,1029,,1135510,1135510
3828071,19046,0.000189499,,0.000189499,84,,443274,443274
3828072,19039,0.000490528,,0.000490528,557,,1135510,1135510
3828072,19046,0.005181897,,0.005181897,2297,,443274,443274
3828073,19046,0.008694397,,0.008694397,3854,,443274,443274
3828074,19046,0.017645971,,0.017645971,7822,,443274,443274
3828075,19046,0.013059643,,0.013059643,5789,,443274,443274
3828076,19046,0.014654593,,0.014654593,6496,,443274,443274
3828077,19046,0.023330942,,0.023330942,10342,,443274,443274
3828078,19046,0.026644919,,0.026644919,11811,,443274,443274
3828079,19006,1.15749E-05,,1.15749E-05,6,,518362,518362
3828079,19046,0.035779225,,0.035779225,15860,,443274,443274
3828080,19006,0.005006154,,0.005006154,2595,,518362,518362
3828080,19046,0.013549182,,0.013549182,6006,,443274,443274
3828081,19006,0.007807285,,0.007807285,4047,,518362,518362
3828081,19046,0,,0,0,,443274,443274
3828082,19006,0.00129832,,0.00129832,673,,518362,518362
3828083,19006,1.92915E-06,,1.92915E-06,1,,518362,518362
3828084,19006,4.62997E-05,,4.62997E-05,24,,518362,518362
3828085,19006,0.00234778,,0.00234778,1217,,518362,518362
3828086,19006,0.001228871,,0.001228871,637,,518362,518362
3828087,19006,0.004234492,,0.004234492,2195,,518362,518362
3828088,19006,0.0112624,,0.0112624,5838,,518362,518362
3828089,19006,0.009692068,0.000199601,0.009601201,5025,5010,518362,523372
3828090,19006,0.001433361,,0.001433361,743,,518362,518362
3828091,19006,0.003480193,,0.003480193,1804,,518362,518362
3828092,19041,,0.115391244,0.115391244,1339,11604,,11604
3828097,19041,,0.021458118,0.021458118,249,11604,,11604
3828104,19041,,0.002843847,0.002843847,33,11604,,11604
3828112,19041,,0.000517063,0.000517063,6,11604,,11604
3828113,19041,,0.000344709,0.000344709,4,11604,,11604
3828114,19041,,0.001292658,0.001292658,15,11604,,11604
3831239,19018,0.013798379,,0.013798379,1876,,135958,135958
3831240,19018,0.003912973,,0.003912973,532,,135958,135958
3831240,19039,0.000605014,,0.000605014,687,,1135510,1135510
3831241,19039,0.005093746,,0.005093746,5784,,1135510,1135510
3831242,19039,0.004959005,,0.004959005,5631,,1135510,1135510
3831243,19039,0.006780213,,0.006780213,7699,,1135510,1135510
3831244,19039,0.013957605,,0.013957605,15849,,1135510,1135510
3831245,19039,0.009933862,,0.009933862,11280,,1135510,1135510
3831246,19039,0.016140765,,0.016140765,18328,,1135510,1135510
3831247,19039,0.006606723,,0.006606723,7502,,1135510,1135510
3831248,19039,2.99425E-05,,2.99425E-05,34,,1135510,1135510
3831249,19021,0.005382415,,0.005382415,1897,,352444,352444
3831249,19039,0.000354026,,0.000354026,402,,1135510,1135510
3831249,19046,0.002021323,,0.002021323,896,,443274,443274
3831250,19021,0.007995596,,0.007995596,2818,,352444,352444
3831250,19046,0.004802898,,0.004802898,2129,,443274,443274
3831251,19021,0.003864444,,0.003864444,1362,,352444,352444
3831251,19046,0.005008189,,0.005008189,2220,,443274,443274
3831252,19021,0.000624213,,0.000624213,220,,352444,352444
3831252,19046,0.0116384,,0.0116384,5159,,443274,443274
3831253,19021,0,,0,0,,352444,352444
3831253,19046,0.010005098,,0.010005098,4435,,443274,443274
3831254,19046,0.021318643,,0.021318643,9450,,443274,443274
3831255,19046,0.03074622,,0.03074622,13629,,443274,443274
3831256,19006,0.008700483,,0.008700483,4510,,518362,518362
3831256,19046,0.024276181,,0.024276181,10761,,443274,443274
3831257,19006,0.019380279,,0.019380279,10046,,518362,518362
3831257,19046,0.010842053,,0.010842053,4806,,443274,443274
3831258,19006,0.012940763,,0.012940763,6708,,518362,518362
3831259,19006,0.003709763,0.000798403,0.003681894,1927,5010,518362,523372
3831260,19006,0.000594179,,0.000594179,308,,518362,518362
3831261,19006,0.006258175,,0.006258175,3244,,518362,518362
3831262,19006,2.70082E-05,,2.70082E-05,14,,518362,518362
3831263,19006,0.000659771,,0.000659771,342,,518362,518362
3831264,19006,4.82288E-05,,4.82288E-05,25,,518362,518362
3831265,19006,0.00708964,,0.00708964,3675,,518362,518362
3831266,19006,0.024857146,,0.024857146,12885,,518362,518362
3831267,19006,0.029969404,,0.029969404,15535,,518362,518362
3831268,19006,0.007517912,,0.007517912,3897,,518362,518362
3831269,19006,0.006856212,,0.006856212,3554,,518362,518362
3831279,19041,,0.005946225,0.005946225,69,11604,,11604
3831282,19041,,0.001378835,0.001378835,16,11604,,11604
3831283,19041,,8.61772E-05,8.61772E-05,1,11604,,11604
3831285,19041,,0.000344709,0.000344709,4,11604,,11604
3831287,19041,,0.008617718,0.008617718,100,11604,,11604
3831288,19041,,0.000172354,0.000172354,2,11604,,11604
3834401,19018,0.020601951,,0.020601951,2801,,135958,135958
3834402,19018,0.008509981,,0.008509981,1157,,135958,135958
3834414,19018,7.35521E-06,,7.35521E-06,1,,135958,135958
3834415,19018,0,,0,0,,135958,135958
3834416,19018,0.00052222,,0.00052222,71,,135958,135958
3834417,19018,0.024073611,,0.024073611,3273,,135958,135958
