GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Suma de POB  en CELL (rur+urb),Promedio de POBTOT en MUN Rur,Promedio de POBTOT en MUN URB,Pot Tot
3834418,19018,0.02593448,,0.02593448,3526,,135958,135958
3834418,19039,0.000525755,,0.000525755,597,,1135510,1135510
3834419,19039,0.00509815,,0.00509815,5789,,1135510,1135510
3834420,19039,0.008475487,,0.008475487,9624,,1135510,1135510
3834421,19039,0.008378614,,0.008378614,9514,,1135510,1135510
3834422,19039,0.007801781,,0.007801781,8859,,1135510,1135510
3834423,19039,0.014126692,,0.014126692,16041,,1135510,1135510
3834424,19039,0.01417777,,0.01417777,16099,,1135510,1135510
3834425,19039,0.000509903,,0.000509903,579,,1135510,1135510
3834427,19021,0.020936659,,0.020936659,7379,,352444,352444
3834428,19021,0.023930043,,0.023930043,8434,,352444,352444
3834429,19021,0.019966293,,0.019966293,7037,,352444,352444
3834430,19021,0.005093008,,0.005093008,1795,,352444,352444
3834431,19021,0.005447674,,0.005447674,1920,,352444,352444
3834431,19046,0.000681294,,0.000681294,302,,443274,443274
3834432,19021,0.008546039,,0.008546039,3012,,352444,352444
3834432,19046,0.00382382,,0.00382382,1695,,443274,443274
3834433,19021,0.012299826,,0.012299826,4335,,352444,352444
3834433,19046,0.004044902,,0.004044902,1793,,443274,443274
3834434,19006,0.02614775,,0.02614775,13554,,518362,518362
3834434,19021,0.001744958,,0.001744958,615,,352444,352444
3834434,19046,0.001107667,,0.001107667,491,,443274,443274
3834435,19006,0.028995181,,0.028995181,15030,,518362,518362
3834436,19006,0.024905375,,0.024905375,12910,,518362,518362
3834437,19006,0.008403394,,0.008403394,4356,,518362,518362
3834438,19006,,0.000798403,0.000798403,4,5010,,5010
3834440,19006,0.000133112,0.003193613,0.000162408,85,5010,518362,523372
3834441,19006,0.000503509,,0.000503509,261,,518362,518362
3834442,19006,1.92915E-06,,1.92915E-06,1,,518362,518362
3834443,19006,0.001138201,,0.001138201,590,,518362,518362
3834444,19006,0.00296318,,0.00296318,1536,,518362,518362
3834445,19006,0.003595943,,0.003595943,1864,,518362,518362
3834446,19006,0.000808315,,0.000808315,419,,518362,518362
3834447,19006,9.64577E-05,,9.64577E-05,50,,518362,518362
3834453,19041,,0.003274733,0.003274733,38,11604,,11604
3834454,19041,,0.000344709,0.000344709,4,11604,,11604
3834455,19041,,0.000344709,0.000344709,4,11604,,11604
3834459,19041,,0.000344709,0.000344709,4,11604,,11604
3834460,19041,,0.000430886,0.000430886,5,11604,,11604
3834463,19041,,0.000172354,0.000172354,2,11604,,11604
3834464,19034,,0.002486531,0.002486531,6,2413,,2413
3837578,19018,0.011327027,,0.011327027,1540,,135958,135958
3837579,19018,0.016681622,,0.016681622,2268,,135958,135958
3837580,19018,0.046999809,,0.046999809,6390,,135958,135958
3837581,19018,0.032054017,,0.032054017,4358,,135958,135958
3837582,19018,0.000889981,0.000259403,0.000856141,123,7710,135958,143668
3837589,19018,,0.001686122,0.001686122,13,7710,,7710
3837590,19018,,0.000259403,0.000259403,2,7710,,7710
3837591,19018,0.001375425,,0.001375425,187,,135958,135958
3837592,19018,0.023029171,0.000129702,0.021800262,3132,7710,135958,143668
3837593,19018,7.35521E-06,,7.35521E-06,1,,135958,135958
3837594,19018,0.001949131,,0.001949131,265,,135958,135958
3837595,19018,0.034348843,,0.034348843,4670,,135958,135958
3837596,19018,0.029362009,,0.029362009,3992,,135958,135958
3837596,19039,6.86916E-05,,6.86916E-05,78,,1135510,1135510
3837597,19039,0.00749443,,0.00749443,8510,,1135510,1135510
3837598,19039,0.010685947,,0.010685947,12134,,1135510,1135510
3837599,19039,0.011419538,,0.011419538,12967,,1135510,1135510
3837600,19039,0.009136864,,0.009136864,10375,,1135510,1135510
3837601,19039,0.009027662,,0.009027662,10251,,1135510,1135510
3837602,19039,0.001726097,,0.001726097,1960,,1135510,1135510
3837604,19021,0.003512615,,0.003512615,1238,,352444,352444
3837605,19021,0.041983975,,0.041983975,14797,,352444,352444
3837606,19021,0.03964034,,0.03964034,13971,,352444,352444
3837607,19021,0.032195186,,0.032195186,11347,,352444,352444
3837608,19021,0.014688858,,0.014688858,5177,,352444,352444
3837609,19021,0.012013256,,0.012013256,4234,,352444,352444
3837610,19021,0.005924345,,0.005924345,2088,,352444,352444
3837611,19021,0.016215342,,0.016215342,5715,,352444,352444
3837612,19006,0.028661437,,0.028661437,14857,,518362,518362
3837612,19021,0.001906686,,0.001906686,672,,352444,352444
3837613,19006,0.032087614,,0.032087614,16633,,518362,518362
3837614,19006,0.026323303,,0.026323303,13645,,518362,518362
3837615,19006,0.019465161,,0.019465161,10090,,518362,518362
3837616,19006,0.000391618,0.020758483,0.000586581,307,5010,518362,523372
3837618,19006,0.000974223,,0.000974223,505,,518362,518362
3837619,19006,0.005418993,,0.005418993,2809,,518362,518362
3837620,19006,0.004410045,,0.004410045,2286,,518362,518362
3837621,19006,0.000190986,,0.000190986,99,,518362,518362
3837622,19006,0,,0,0,,518362,518362
3837630,19041,,0.000344709,0.000344709,4,11604,,11604
3837631,19041,,0.00060324,0.00060324,7,11604,,11604
3837632,19041,0.000108237,0.001378835,0.000815622,17,11604,9239,20843
3837633,19041,0.013204892,,0.013204892,122,,9239,9239
3837634,19041,0.008875419,,0.008875419,82,,9239,9239
3837635,19041,,0.001551189,0.001551189,18,11604,,11604
3837636,19041,,8.61772E-05,8.61772E-05,1,11604,,11604
3837637,19041,,0.027318166,0.027318166,317,11604,,11604
3840751,19018,,0.003372244,0.003372244,26,7710,,7710
3840755,19018,0.006546139,,0.006546139,890,,135958,135958
3840756,19018,0.038717839,,0.038717839,5264,,135958,135958
3840757,19018,0.055811354,,0.055811354,7588,,135958,135958
3840758,19018,0.042608747,,0.042608747,5793,,135958,135958
3840759,19018,0.057944365,,0.057944365,7878,,135958,135958
3840760,19018,2.20656E-05,,2.20656E-05,3,,135958,135958
3840766,19018,,0.014137484,0.014137484,109,7710,,7710
3840767,19018,0.017439209,,0.017439209,2371,,135958,135958
3840768,19018,0.022411333,,0.022411333,3047,,135958,135958
3840769,19018,0.002007973,0.245136187,0.015055545,2163,7710,135958,143668
3840770,19018,0.015063475,0.022827497,0.015480135,2224,7710,135958,143668
3840771,19018,0,,0,0,,135958,135958
3840772,19018,0.000110328,,0.000110328,15,,135958,135958
3840773,19018,0.003398108,,0.003398108,462,,135958,135958
3840774,19018,0.031274364,,0.031274364,4252,,135958,135958
3840774,19021,0.001344895,,0.001344895,474,,352444,352444
3840775,19018,0.001088571,,0.001088571,148,,135958,135958
3840775,19021,0.021248766,,0.021248766,7489,,352444,352444
3840775,19039,0.002328469,,0.002328469,2644,,1135510,1135510
3840776,19021,0.001483924,,0.001483924,523,,352444,352444
3840776,19039,0.007576331,,0.007576331,8603,,1135510,1135510
3840777,19021,0.004627686,,0.004627686,1631,,352444,352444
3840777,19039,0.004129422,,0.004129422,4689,,1135510,1135510
3840778,19021,8.51199E-06,,8.51199E-06,3,,352444,352444
3840778,19039,0.007092848,,0.007092848,8054,,1135510,1135510
3840779,19021,0.002800445,,0.002800445,987,,352444,352444
3840779,19039,0.006992453,,0.006992453,7940,,1135510,1135510
3840780,19021,0.000910783,,0.000910783,321,,352444,352444
3840780,19039,0.000428002,,0.000428002,486,,1135510,1135510
3840781,19021,0.000141867,,0.000141867,50,,352444,352444
3840782,19021,0.00438935,,0.00438935,1547,,352444,352444
3840783,19021,0.033948656,,0.033948656,11965,,352444,352444
3840784,19021,0.029309621,,0.029309621,10330,,352444,352444
3840785,19021,0.024940132,,0.024940132,8790,,352444,352444
3840786,19021,0.016924675,,0.016924675,5965,,352444,352444
3840787,19021,0.008282167,,0.008282167,2919,,352444,352444
3840788,19021,0.00259332,0.002002549,0.002584254,925,5493,352444,357937
3840789,19006,0.000462997,,0.000462997,240,,518362,518362
3840789,19021,0.002800445,,0.002800445,987,,352444,352444
3840790,19006,0.025455184,,0.025455184,13195,,518362,518362
3840790,19021,7.66079E-05,,7.66079E-05,27,,352444,352444
3840791,19006,0.034545356,,0.034545356,17907,,518362,518362
3840792,19006,0.005708366,,0.005708366,2959,,518362,518362
3840793,19006,0.014713656,,0.014713656,7627,,518362,518362
3840794,19006,0.001674505,,0.001674505,868,,518362,518362
3840795,19006,,0.000998004,0.000998004,5,5010,,5010
3840796,19006,0.000189057,0.000798403,0.00019489,102,5010,518362,523372
3840797,19006,0.003086646,,0.003086646,1600,,518362,518362
3840798,19006,0.008015634,,0.008015634,4155,,518362,518362
3840799,19006,2.70082E-05,,2.70082E-05,14,,518362,518362
3840809,19041,,0.000430886,0.000430886,5,11604,,11604
3840810,19041,0.020456759,0.001465012,0.009883414,206,11604,9239,20843
3840811,19041,0.192336833,,0.192336833,1777,,9239,9239
3840812,19041,0.087238879,0.00215443,0.039869501,831,11604,9239,20843
3840813,19041,,0.000861772,0.000861772,10,11604,,11604
3840814,19041,,0.001206481,0.001206481,14,11604,,11604
3840815,19041,,0.006290934,0.006290934,73,11604,,11604
3843929,19018,,0.00233463,0.00233463,18,7710,,7710
3843930,19018,,0.000389105,0.000389105,3,7710,,7710
3843931,19018,0.016196178,0.000389105,0.015347885,2205,7710,135958,143668
3843932,19018,5.14865E-05,0.132166018,0.007141465,1026,7710,135958,143668
3843933,19018,0.045403728,,0.045403728,6173,,135958,135958
3843934,19018,0.073118169,0.001167315,0.069256898,9950,7710,135958,143668
3843935,19018,0.055399462,,0.055399462,7532,,135958,135958
3843936,19018,0.046139249,,0.046139249,6273,,135958,135958
3843937,19018,0.033186719,,0.033186719,4512,,135958,135958
3843945,19018,6.61969E-05,,6.61969E-05,9,,135958,135958
3843946,19018,0.000213301,,0.000213301,29,,135958,135958
3843947,19018,0.000220656,,0.000220656,30,,135958,135958
3843949,19018,0,0.032036316,0.001719242,247,7710,135958,143668
3843950,19018,0.007642066,,0.007642066,1039,,135958,135958
3843951,19018,0.036445079,,0.036445079,4955,,135958,135958
3843952,19018,0.015534209,0.000518807,0.014728402,2116,7710,135958,143668
3843952,19021,0.002564946,,0.002564946,904,,352444,352444
3843953,19021,0.02142468,,0.02142468,7551,,352444,352444
3843954,19021,0.012583559,,0.012583559,4435,,352444,352444
3843954,19039,0.0003461,,0.0003461,393,,1135510,1135510
3843955,19021,0.041240594,,0.041240594,14535,,352444,352444
3843955,19039,0,,0,0,,1135510,1135510
3843956,19021,0.016198318,,0.016198318,5709,,352444,352444
3843956,19039,0.001148383,,0.001148383,1304,,1135510,1135510
3843957,19021,0.036612909,,0.036612909,12904,,352444,352444
3843958,19021,0.009252534,,0.009252534,3261,,352444,352444
3843959,19021,0.00101009,,0.00101009,356,,352444,352444
3843960,19021,0.007635256,,0.007635256,2691,,352444,352444
3843961,19021,0.022988049,,0.022988049,8102,,352444,352444
3843962,19021,0.025096185,,0.025096185,8845,,352444,352444
3843963,19021,0.027578849,,0.027578849,9720,,352444,352444
3843964,19021,0.021665853,,0.021665853,7636,,352444,352444
3843965,19021,0.011803294,,0.011803294,4160,,352444,352444
3843966,19021,0.003637457,,0.003637457,1282,,352444,352444
3843967,19006,0.001433361,,0.001433361,743,,518362,518362
3843967,19021,0.00518664,,0.00518664,1828,,352444,352444
3843968,19006,0.01215174,,0.01215174,6299,,518362,518362
3843968,19021,0.00029792,,0.00029792,105,,352444,352444
3843969,19006,0.015064762,,0.015064762,7809,,518362,518362
3843970,19006,0.01588851,,0.01588851,8236,,518362,518362
3843971,19006,0.010866923,,0.010866923,5633,,518362,518362
3843972,19006,0.008233628,0.000399202,0.008158633,4270,5010,518362,523372
3843973,19006,0.013895695,,0.013895695,7203,,518362,518362
3843974,19006,0.000725362,0.000598802,0.00072415,379,5010,518362,523372
3843975,19006,0.001369699,0.005189621,0.001406266,736,5010,518362,523372
3843976,19006,0.000814103,0.000998004,0.000815863,427,5010,518362,523372
3843977,19006,0,0.020159681,0.000192979,101,5010,518362,523372
3843979,19006,,0.001197605,0.001197605,6,5010,,5010
3843986,19041,,0.000517063,0.000517063,6,11604,,11604
3843987,19041,,0.000258532,0.000258532,3,11604,,11604
3843989,19041,0.014395497,0.000689417,0.006764861,141,11604,9239,20843
3843990,19041,0.177400152,,0.177400152,1639,,9239,9239
3843991,19041,0.023812101,0.000517063,0.010842969,226,11604,9239,20843
3843994,19041,,0.000258532,0.000258532,3,11604,,11604
3843995,19041,,0.000344709,0.000344709,4,11604,,11604
3847109,19018,0.007090425,0.098962387,0.01202077,1727,7710,135958,143668
3847110,19018,0.006796216,,0.006796216,924,,135958,135958
3847111,19018,0.019616352,,0.019616352,2667,,135958,135958
3847112,19018,0.014776622,,0.014776622,2009,,135958,135958
3847113,19018,0.011084305,,0.011084305,1507,,135958,135958
3847114,19018,0.001323938,0.000518807,0.001280731,184,7710,135958,143668
3847115,19018,,0.001426719,0.001426719,11,7710,,7710
3847116,19018,,0.000389105,0.000389105,3,7710,,7710
3847122,19018,,0.030479896,0.030479896,235,7710,,7710
3847129,19018,,0.051361868,0.051361868,396,7710,,7710
3847132,19021,5.67466E-05,0.00018205,5.86695E-05,21,5493,352444,357937
3847133,19021,0.019875498,0.003276898,0.019620771,7023,5493,352444,357937
3847134,19021,0.00267844,,0.00267844,944,,352444,352444
3847135,19021,0.01716301,,0.01716301,6049,,352444,352444
3847136,19021,0.031758237,,0.031758237,11193,,352444,352444
3847137,19021,0.001109396,,0.001109396,391,,352444,352444
3847138,19021,0.004661733,,0.004661733,1643,,352444,352444
3847139,19021,0.013661745,,0.013661745,4815,,352444,352444
3847140,19021,0.011630216,,0.011630216,4099,,352444,352444
3847141,19021,0.017123288,,0.017123288,6035,,352444,352444
3847142,19021,0.009644085,,0.009644085,3399,,352444,352444
3847143,19021,0.005237712,,0.005237712,1846,,352444,352444
3847144,19021,0.010424351,,0.010424351,3674,,352444,352444
3847145,19006,8.29536E-05,,8.29536E-05,43,,518362,518362
3847145,19021,0.016629592,,0.016629592,5861,,352444,352444
3847146,19006,0.007948113,,0.007948113,4120,,518362,518362
3847146,19021,0.014981103,,0.014981103,5280,,352444,352444
3847147,19006,0.011241179,,0.011241179,5827,,518362,518362
3847148,19006,0.006481957,0.008782435,0.006503978,3404,5010,518362,523372
3847149,19006,0.004016498,,0.004016498,2082,,518362,518362
3847150,19006,0.008619459,,0.008619459,4468,,518362,518362
3847151,19006,0.00093371,,0.00093371,484,,518362,518362
3847152,19006,0.000544021,,0.000544021,282,,518362,518362
3847153,19006,0.000922135,,0.000922135,478,,518362,518362
3847161,19006,,0.005189621,0.005189621,26,5010,,5010
3847162,19041,,0.183815926,0.183815926,2133,11604,,11604
3847163,19041,,0.000172354,0.000172354,2,11604,,11604
3847166,19041,,0.000172354,0.000172354,2,11604,,11604
3847167,19041,0.024136811,0.001809721,0.011706568,244,11604,9239,20843
3847168,19041,0.029332179,,0.029332179,271,,9239,9239
3847169,19041,,0.001292658,0.001292658,15,11604,,11604
3847171,19041,,8.61772E-05,8.61772E-05,1,11604,,11604
3850287,19018,0.001022375,,0.001022375,139,,135958,135958
3850288,19018,0.011518263,0.000648508,0.010934933,1571,7710,135958,143668
3850289,19018,0.002699363,,0.002699363,367,,135958,135958
3850290,19018,0.002184498,0.000129702,0.002074227,298,7710,135958,143668
3850291,19018,0.001875579,,0.001875579,255,,135958,135958
3850292,19018,0.000551641,0.000907912,0.00057076,82,7710,135958,143668
3850309,19021,,0.00054615,0.00054615,3,5493,,5493
3850310,19021,,0.524667759,0.524667759,2882,5493,,5493
3850311,19021,,0.21572911,0.21572911,1185,5493,,5493
3850313,19021,0.001639977,,0.001639977,578,,352444,352444
3850314,19021,0.000661098,,0.000661098,233,,352444,352444
3850315,19021,0.000295082,,0.000295082,104,,352444,352444
3850316,19021,0.000749055,,0.000749055,264,,352444,352444
3850317,19021,0.000604351,0.002366648,0.000631396,226,5493,352444,357937
3850318,19021,0.000258197,,0.000258197,91,,352444,352444
3850319,19021,0.001376105,,0.001376105,485,,352444,352444
3850320,19021,0.002749373,,0.002749373,969,,352444,352444
3850321,19021,0.00020145,0.00018205,0.000201153,72,5493,352444,357937
3850322,19021,4.82346E-05,,4.82346E-05,17,,352444,352444
3850323,19021,0.001078185,,0.001078185,380,,352444,352444
3850324,19006,0.006568769,,0.006568769,3405,,518362,518362
3850324,19021,0.007720375,,0.007720375,2721,,352444,352444
3850325,19006,0.006107701,,0.006107701,3166,,518362,518362
3850326,19006,0.01484098,,0.01484098,7693,,518362,518362
3850327,19006,0.006165575,,0.006165575,3196,,518362,518362
3850328,19006,0.003622951,0.000399202,0.003592091,1880,5010,518362,523372
3850329,19006,0.000353035,0.004590818,0.000393601,206,5010,518362,523372
3850334,19006,,0.001197605,0.001197605,6,5010,,5010
3850335,19006,,0.146307385,0.146307385,733,5010,,5010
3850339,19041,0.007360104,0.073853844,0.044379408,925,11604,9239,20843
3850340,19041,0.003571815,,0.003571815,33,,9239,9239
3850343,19041,,0.014822475,0.014822475,172,11604,,11604
3850344,19041,,0.000172354,0.000172354,2,11604,,11604
3850346,19041,,0.000517063,0.000517063,6,11604,,11604
3850349,19034,,0.000414422,0.000414422,1,2413,,2413
3853467,19018,,0.037872892,0.037872892,292,7710,,7710
3853468,19018,,0.001297017,0.001297017,10,7710,,7710
3853469,19018,,0.029053178,0.029053178,224,7710,,7710
3853470,19018,,0.001167315,0.001167315,9,7710,,7710
3853471,19018,,0.000129702,0.000129702,1,7710,,7710
3853487,19021,,0.054979064,0.054979064,302,5493,,5493
3853491,19021,0.005873273,,0.005873273,2070,,352444,352444
3853492,19021,0.002471315,,0.002471315,871,,352444,352444
3853497,19021,7.94452E-05,,7.94452E-05,28,,352444,352444
3853498,19021,0.002000318,,0.002000318,705,,352444,352444
3853499,19021,0.001483924,,0.001483924,523,,352444,352444
3853501,19021,0,,0,0,,352444,352444
3853502,19006,0.004701348,,0.004701348,2437,,518362,518362
3853502,19021,1.7024E-05,,1.7024E-05,6,,352444,352444
3853503,19006,0.002610145,0.000798403,0.002592802,1357,5010,518362,523372
3853504,19006,0.007236256,0.001197605,0.007178451,3757,5010,518362,523372
3853505,19006,0.004803593,,0.004803593,2490,,518362,518362
3853506,19006,0.003630667,,0.003630667,1882,,518362,518362
3853507,19006,0.000586463,,0.000586463,304,,518362,518362
3853509,19006,,0.001596806,0.001596806,8,5010,,5010
3853516,19041,0.216581881,,0.216581881,2001,,9239,9239
3853517,19041,0.156077498,,0.156077498,1442,,9239,9239
3853518,19041,0.022296785,,0.022296785,206,,9239,9239
3853522,19034,,0.003729797,0.003729797,9,2413,,2413
3853526,19034,,0.001657688,0.001657688,4,2413,,2413
3853527,19034,,0.029838375,0.029838375,72,2413,,2413
3853535,19016,,0.003990423,0.003990423,5,1253,,1253
3853537,19016,,0.0207502,0.0207502,26,1253,,1253
3853538,19016,,0.001596169,0.001596169,2,1253,,1253
3853539,19016,,0.001596169,0.001596169,2,1253,,1253
3856641,19018,,0.004280156,0.004280156,33,7710,,7710
3856664,19021,,0.009284544,0.009284544,51,5493,,5493
3856666,19021,0.00024401,0.00018205,0.00024306,87,5493,352444,357937
3856667,19021,0.00025536,,0.00025536,90,,352444,352444
3856668,19021,,0.18459858,0.18459858,1014,5493,,5493
3856669,19021,0.014632112,,0.014632112,5157,,352444,352444
3856670,19021,0.012262941,,0.012262941,4322,,352444,352444
3856672,19021,,0.0003641,0.0003641,2,5493,,5493
3856675,19021,1.13493E-05,,1.13493E-05,4,,352444,352444
3856676,19021,0.001001578,,0.001001578,353,,352444,352444
3856677,19021,0.000621375,,0.000621375,219,,352444,352444
3856680,19006,0.000354964,,0.000354964,184,,518362,518362
3856681,19006,0.000111891,0.001397206,0.000124195,65,5010,518362,523372
3856682,19006,0.000877765,0.001397206,0.000882737,462,5010,518362,523372
3856683,19006,,0.00259481,0.00259481,13,5010,,5010
3856684,19006,0.000875836,,0.000875836,454,,518362,518362
3856685,19006,0.000127324,,0.000127324,66,,518362,518362
3856687,19006,,0.001596806,0.001596806,8,5010,,5010
3856692,19006,,0.350499002,0.350499002,1756,5010,,5010
3856695,19041,0.002489447,0.003705619,0.003166531,66,11604,9239,20843
3856697,19034,,0.003315375,0.003315375,8,2413,,2413
3856698,19034,,0.009531703,0.009531703,23,2413,,2413
3856702,19034,,0.012018235,0.012018235,29,2413,,2413
3856704,19034,,0.002900953,0.002900953,7,2413,,2413
3856715,19016,,0.011173184,0.011173184,14,1253,,1253
3856716,19016,,0.005586592,0.005586592,7,1253,,1253
3859844,19021,0.001495273,,0.001495273,527,,352444,352444
3859845,19021,0.016490563,,0.016490563,5812,,352444,352444
3859846,19010,0.000735835,,0.000735835,10,,13590,13590
3859846,19021,0.011164894,,0.011164894,3935,,352444,352444
3859847,19021,0.016604056,,0.016604056,5852,,352444,352444
3859848,19021,0.00809774,,0.00809774,2854,,352444,352444
3859851,19010,,0.004796163,0.004796163,12,2502,,2502
3859854,19021,0.000462485,0.001456399,0.000477738,171,5493,352444,357937
3859855,19021,0.000241173,,0.000241173,85,,352444,352444
3859856,19021,,0.00018205,0.00018205,1,5493,,5493
3859859,19006,0.000192915,0.000199601,0.000192979,101,5010,518362,523372
3859860,19006,3.85831E-05,0.001197605,4.96779E-05,26,5010,518362,523372
3859877,19034,,0.000828844,0.000828844,2,2413,,2413
3859882,19034,,0.019477828,0.019477828,47,2413,,2413
3859891,19016,,0.004788508,0.004788508,6,1253,,1253
3859893,19016,,0.002394254,0.002394254,3,1253,,1253
3863023,19010,0.161810155,,0.161810155,2199,,13590,13590
3863023,19021,0.002888402,,0.002888402,1018,,352444,352444
3863024,19010,0.13053716,,0.13053716,1774,,13590,13590
3863024,19021,0.001021439,,0.001021439,360,,352444,352444
3863026,19010,,0.732613909,0.732613909,1833,2502,,2502
3863030,19010,,0.002797762,0.002797762,7,2502,,2502
3863032,19021,1.7024E-05,,1.7024E-05,6,,352444,352444
3863032,19045,0.082666366,,0.082666366,2200,,26613,26613
3863033,19021,1.41867E-05,,1.41867E-05,5,,352444,352444
3863033,19045,0.000263029,,0.000263029,7,,26613,26613
3863034,19045,0,,0,0,,26613,26613
3863036,19006,0.000800599,,0.000800599,415,,518362,518362
3863037,19006,0.001088043,0.000998004,0.001087181,569,5010,518362,523372
3863038,19006,0.000451422,,0.000451422,234,,518362,518362
3863059,19034,,0.001657688,0.001657688,4,2413,,2413
3863060,19034,,0.018234563,0.018234563,44,2413,,2413
3863061,19034,,0.005387484,0.005387484,13,2413,,2413
3863062,19034,,0.004144219,0.004144219,10,2413,,2413
3863063,19034,,0.018648985,0.018648985,45,2413,,2413
3863064,19034,,0.002900953,0.002900953,7,2413,,2413
3863067,19016,0.011950287,,0.011950287,25,,2092,2092
3863068,19016,0.008126195,,0.008126195,17,,2092,2092
3863069,19016,0.000478011,0.002394254,0.001195815,4,1253,2092,3345
3863073,19016,,0.003990423,0.003990423,5,1253,,1253
3866188,19018,,0.000129702,0.000129702,1,7710,,7710
3866202,19010,0.002796174,0.071942446,0.013547104,218,2502,13590,16092
3866206,19010,,0.002398082,0.002398082,6,2502,,2502
3866208,19010,,0.027977618,0.027977618,70,2502,,2502
3866209,19010,,0.002797762,0.002797762,7,2502,,2502
3866210,19045,0.034945327,,0.034945327,930,,26613,26613
3866211,19045,0.000300605,,0.000300605,8,,26613,26613
3866212,19045,3.75756E-05,,3.75756E-05,1,,26613,26613
3866214,19006,0.000953002,,0.000953002,494,,518362,518362
3866215,19006,0.001196075,,0.001196075,620,,518362,518362
3866216,19006,0.00013697,,0.00013697,71,,518362,518362
3866218,19025,,0.002552648,0.002552648,4,1567,,1567
3866221,19025,,0.100191449,0.100191449,157,1567,,1567
3866230,19025,,0.007657945,0.007657945,12,1567,,1567
3866234,19034,,0.001657688,0.001657688,4,2413,,2413
3866238,19034,,0.577289681,0.577289681,1393,2413,,2413
3866239,19034,,0.012847078,0.012847078,31,2413,,2413
3866244,19016,0.010038241,0.003990423,0.007772795,26,1253,2092,3345
3866245,19016,0.315965583,,0.315965583,661,,2092,2092
3866246,19016,0.211281071,,0.211281071,442,,2092,2092
3866247,19016,0.156309751,,0.156309751,327,,2092,2092
3869363,19018,,0.00077821,0.00077821,6,7710,,7710
3869384,19010,,0.009992006,0.009992006,25,2502,,2502
3869388,19010,,0.001598721,0.001598721,4,2502,,2502
3869388,19045,0.000225454,,0.000225454,6,,26613,26613
3869389,19045,0.000263029,,0.000263029,7,,26613,26613
3869392,19006,7.33078E-05,,7.33078E-05,38,,518362,518362
3869393,19006,0.000389689,0.000598802,0.000391691,205,5010,518362,523372
3869399,19025,,0.003828973,0.003828973,6,1567,,1567
3869404,19025,,0.008296107,0.008296107,13,1567,,1567
3869405,19025,,0.010848756,0.010848756,17,1567,,1567
3869406,19025,0.006915707,0.005743459,0.006882437,380,1567,53646,55213
3869407,19025,,0.012763242,0.012763242,20,1567,,1567
3869408,19025,,0.006381621,0.006381621,10,1567,,1567
3869409,19025,,0.000638162,0.000638162,1,1567,,1567
3869410,19025,,0.002552648,0.002552648,4,1567,,1567
3869411,19034,,0.002486531,0.002486531,6,2413,,2413
3869415,19034,0.041626016,,0.041626016,128,,3075,3075
3869416,19034,0.084878049,,0.084878049,261,,3075,3075
3869423,19016,0.026290631,0.005586592,0.018535127,62,1253,2092,3345
3869424,19016,0.012428298,,0.012428298,26,,2092,2092
3869425,19016,0.241395793,0.003990423,0.152466368,510,1253,2092,3345
3869426,19016,0.006692161,,0.006692161,14,,2092,2092
3872530,19018,,0.001037613,0.001037613,8,7710,,7710
3872566,19045,0,,0,0,,26613,26613
3872567,19045,0,,0,0,,26613,26613
3872568,19045,,0.000330743,0.000330743,2,6047,,6047
3872571,19025,,0.003828973,0.003828973,6,1567,,1567
3872578,19025,,0.017868539,0.017868539,28,1567,,1567
3872582,19025,,0.005743459,0.005743459,9,1567,,1567
3872583,19025,0.010345599,0.018506701,0.010577219,584,1567,53646,55213
3872584,19025,0.06043321,,0.06043321,3242,,53646,53646
3872585,19025,0.00415688,0.008296107,0.004274356,236,1567,53646,55213
3872586,19025,1.86407E-05,0.038927888,0.001122924,62,1567,53646,55213
3872587,19025,,0.01531589,0.01531589,24,1567,,1567
3872588,19025,,0.01531589,0.01531589,24,1567,,1567
3872589,19025,,0.001914486,0.001914486,3,1567,,1567
3872589,19034,,0.007459594,0.007459594,18,2413,,2413
3872592,19034,0.072520325,,0.072520325,223,,3075,3075
3872593,19034,0.432845528,0.003729797,0.244169096,1340,2413,3075,5488
3872594,19034,0.190894309,0.000414422,0.107142857,588,2413,3075,5488
3872595,19034,,0.011189391,0.011189391,27,2413,,2413
3872596,19034,,0.000828844,0.000828844,2,2413,,2413
3872597,19034,,0.002486531,0.002486531,6,2413,,2413
3872602,19016,,0.002394254,0.002394254,3,1253,,1253
3872604,19016,,0.007980846,0.007980846,10,1253,,1253
3872607,19016,,0.000798085,0.000798085,1,1253,,1253
3875744,19045,,0.000992228,0.000992228,6,6047,,6047
3875745,19045,,0.034066479,0.034066479,206,6047,,6047
3875746,19045,0.000187878,0.000992228,0.000336803,11,6047,26613,32660
3875752,19025,,0.001914486,0.001914486,3,1567,,1567
3875756,19025,0.058308168,,0.058308168,3128,,53646,53646
3875757,19025,0.110371696,0.01531589,0.107673917,5945,1567,53646,55213
3875758,19025,1.86407E-05,,1.86407E-05,1,,53646,53646
3875760,19025,5.59222E-05,,5.59222E-05,3,,53646,53646
3875761,19025,0.019572755,0.001914486,0.019071595,1053,1567,53646,55213
3875762,19025,0.040282593,,0.040282593,2161,,53646,53646
3875763,19025,0.002945234,,0.002945234,158,,53646,53646
3875764,19025,0.007046192,0.004467135,0.006972995,385,1567,53646,55213
3875765,19025,,0.01212508,0.01212508,19,1567,,1567
3875770,19034,0.001626016,,0.001626016,5,,3075,3075
