GRIDCODE,CVENTMUN,Promedio de LONG_VIALIDADES TOTAL x SENTIDO x MUNICIPIO (m),Suma de LONG VIALIDAD x SENTIDO x CELDA
3780389,19048,1366935.919,622.9638113
3780390,19048,1366935.919,3129.533408
3780391,19048,1366935.919,317.7717145
3780396,19019,1041963.048,720.3791762
3780397,19019,1041963.048,16135.03693
3780398,19019,1041963.048,8421.014475
3780399,19019,1041963.048,3827.176787
3780400,19019,1041963.048,3342.271234
3780401,19019,1041963.048,17994.87583
3780402,19019,1041963.048,811.9484235
3780402,19039,6495657.542,7629.350249
3780403,19039,6495657.542,22688.49208
3780404,19039,6495657.542,11883.19576
3780405,19039,6495657.542,28360.95609
3780406,19039,6495657.542,32629.7785
3780407,19039,6495657.542,25345.45356
3780408,19039,6495657.542,48534.13339
3780409,19039,6495657.542,6112.901742
3780416,19031,2319257.738,23271.44771
3780417,19031,2319257.738,46452.13754
3780418,19031,2319257.738,33853.97972
3780419,19031,2319257.738,33027.14289
3780420,19031,2319257.738,51550.09106
3780421,19031,2319257.738,27739.22196
3780422,19031,2319257.738,15980.53244
3780423,19031,2319257.738,11892.57819
3780424,19031,2319257.738,177.9094703
3780425,19031,2319257.738,4044.800955
3780426,19031,2319257.738,9794.294878
3780428,19031,2319257.738,616.0469382
3780431,19009,1742727.524,172.9744195
3780432,19009,1742727.524,355.7972388
3780438,19009,1742727.524,1613.284147
3780439,19009,1742727.524,1465.31363
3783567,19048,1366935.919,6473.342938
3783568,19048,1366935.919,9095.763671
3783569,19048,1366935.919,94.04611541
3783574,19019,1041963.048,9540.326647
3783575,19019,1041963.048,17621.6752
3783576,19019,1041963.048,31206.35755
3783577,19019,1041963.048,14534.70183
3783578,19019,1041963.048,16550.39463
3783579,19019,1041963.048,18947.72745
3783580,19019,1041963.048,292.5403795
3783580,19039,6495657.542,471.6548008
3783581,19039,6495657.542,2432.38765
3783582,19039,6495657.542,28358.08394
3783583,19039,6495657.542,40028.47691
3783584,19039,6495657.542,50322.94666
3783585,19026,3203559.815,1106.980087
3783585,19039,6495657.542,32455.46133
3783586,19026,3203559.815,20824.89364
3783586,19039,6495657.542,4983.650972
3783593,19026,3203559.815,80.26388347
3783593,19031,2319257.738,1008.419568
3783594,19031,2319257.738,32807.24904
3783595,19031,2319257.738,48520.15268
3783596,19031,2319257.738,43048.36278
3783597,19031,2319257.738,32402.21468
3783598,19031,2319257.738,11564.39755
3783599,19031,2319257.738,4825.652138
3783600,19031,2319257.738,9861.290777
3783601,19031,2319257.738,16754.43369
3783602,19031,2319257.738,7918.11515
3783603,19031,2319257.738,37953.31802
3783604,19031,2319257.738,13003.02805
3783605,19031,2319257.738,8308.891876
3783606,19031,2319257.738,12123.67522
3783607,19031,2319257.738,1192.032175
3786742,19048,1366935.919,1672.675881
3786743,19048,1366935.919,1937.085283
3786744,19048,1366935.919,964.8488892
3786745,19048,1366935.919,7158.767889
3786750,19019,1041963.048,202.4117709
3786751,19019,1041963.048,5790.005955
3786752,19019,1041963.048,23083.06603
3786753,19019,1041963.048,30754.3295
3786754,19019,1041963.048,26152.44987
3786755,19019,1041963.048,17187.04297
3786756,19019,1041963.048,25671.73924
3786757,19019,1041963.048,33239.49414
3786758,19019,1041963.048,12126.98142
3786759,19019,1041963.048,3950.676206
3786759,19039,6495657.542,19518.47758
3786760,19039,6495657.542,42306.01115
3786761,19039,6495657.542,48295.09265
3786762,19039,6495657.542,44326.13886
3786763,19026,3203559.815,115.6967771
3786763,19039,6495657.542,36291.00367
3786764,19026,3203559.815,24065.2562
3786764,19039,6495657.542,1481.555312
3786769,19026,3203559.815,1186.943857
3786770,19026,3203559.815,17821.9358
3786771,19026,3203559.815,37469.16365
3786771,19031,2319257.738,2014.978674
3786772,19026,3203559.815,17016.82226
3786772,19031,2319257.738,24871.52871
3786773,19031,2319257.738,24226.01356
3786774,19031,2319257.738,23281.02321
3786775,19031,2319257.738,35864.76595
3786776,19031,2319257.738,22549.60343
3786777,19031,2319257.738,873.7303873
3786778,19031,2319257.738,23728.72145
3786779,19031,2319257.738,9058.328874
3786780,19031,2319257.738,31767.19113
3786781,19031,2319257.738,39065.0478
3786782,19031,2319257.738,19844.68135
3786783,19031,2319257.738,496.0927519
3786784,19031,2319257.738,7818.124613
3786785,19031,2319257.738,2476.210611
3789923,19048,1366935.919,1219.505125
3789924,19048,1366935.919,561.8095099
3789926,19048,1366935.919,146.2335112
3789927,19019,1041963.048,393.5694533
3789928,19019,1041963.048,22422.00312
3789929,19019,1041963.048,21721.98468
3789930,19019,1041963.048,33965.97729
3789931,19019,1041963.048,32080.25927
3789932,19019,1041963.048,28290.34451
3789933,19019,1041963.048,14326.34628
3789934,19019,1041963.048,6043.376889
3789935,19019,1041963.048,18399.34762
3789936,19019,1041963.048,22155.80821
3789937,19019,1041963.048,14453.22383
3789937,19039,6495657.542,18449.55019
3789938,19039,6495657.542,47561.15824
3789939,19039,6495657.542,41733.98614
3789940,19039,6495657.542,32552.67227
3789941,19026,3203559.815,8080.768253
3789941,19039,6495657.542,29967.12043
3789942,19026,3203559.815,40996.37011
3789942,19039,6495657.542,723.7535261
3789943,19026,3203559.815,1038.367047
3789946,19026,3203559.815,709.7773513
3789947,19026,3203559.815,31001.6702
3789948,19026,3203559.815,43105.59697
