GRIDCODE,CVENTMUN,Fa
3745468,19009,0.00088593
3745468,19031,0.010899268
3745469,19009,0.00214488
3745469,19031,0.002353899
3745470,19009,0.002174795
3745471,19009,0.000536891
3745471,19031,0.000120648
3745472,19009,0.00162698
3745472,19031,0.000905352
3745473,19009,0.002491669
3745474,19009,0.002491669
3745475,19009,0.002491669
3745476,19009,0.002491669
3745477,19009,0.002491669
3745478,19009,0.002491669
3745479,19009,0.002491669
3745480,19009,0.002491669
3745481,19009,0.002491669
3745482,19009,0.002491669
3745483,19009,0.002491669
3745484,19009,0.002491669
3745485,19009,0.002491669
3745486,19009,0.002491669
3745487,19009,0.002491669
3748643,19009,0.000320868
3748643,19031,0.006487088
3748644,19009,2.45902E-05
3748644,19031,0.008202815
3748645,19031,0.016414537
3748646,19031,0.016912696
3748647,19009,0.000325071
3748647,19031,0.014706212
3748648,19009,0.00059157
3748648,19031,0.00912594
3748649,19009,0.001059014
3748649,19031,0.008309798
3748650,19009,0.002471442
3748650,19031,0.000137293
3748651,19009,0.002491669
3748652,19009,0.002491669
3748653,19009,0.002491669
3748654,19009,0.002491669
3748655,19009,0.002491669
3748656,19009,0.002491669
3748657,19009,0.002491669
3748658,19009,0.002491669
3748659,19009,0.002491669
3748660,19009,0.002487839
3748661,19009,0.000909223
3748662,19009,0.000835944
3748663,19009,0.002491669
3748664,19009,0.002491669
3748665,19009,0.002491669
3751820,19031,0.004045819
3751821,19031,0.015594266
3751822,19031,0.016912696
3751823,19031,0.016912696
3751824,19031,0.016912696
3751825,19009,0.000427308
3751825,19031,0.014012256
3751826,19009,0.000978921
3751826,19031,0.010268076
3751827,19009,0.002474627
3751827,19031,0.000115674
3751828,19009,0.002491669
3751829,19009,0.002491669
3751830,19009,0.002491669
3751831,19009,0.002491669
3751832,19009,0.002491669
3751833,19009,0.002491669
3751834,19009,0.002491669
3751835,19009,0.002491669
3751836,19009,0.002491669
3751837,19009,0.002491669
3751838,19009,0.002403994
3751839,19009,0.001546444
3751840,19009,0.001914753
3751841,19009,0.002491669
3751842,19009,0.002491669
3751843,19009,0.002491669
3754996,19031,2.81794E-07
3754997,19031,0.002628065
3754998,19031,0.012447637
3754999,19031,0.016912696
3755000,19031,0.016912696
3755001,19031,0.016912696
3755002,19009,0.001087126
3755002,19031,0.009533614
3755003,19009,0.00237168
3755003,19031,0.000814443
3755004,19009,0.002476541
3755004,19031,0.000102683
3755005,19009,0.002491669
3755006,19009,0.002491669
3755007,19009,0.002487214
3755008,19009,0.002491669
3755009,19009,0.002491669
3755010,19009,0.002491669
3755011,19009,0.002491669
3755012,19009,0.002491669
3755013,19009,0.002491669
3755014,19009,0.002491669
3755015,19009,0.002491669
3755016,19009,0.002491669
3755017,19009,0.002491669
3755018,19009,0.002491669
3755019,19009,0.002491669
3755020,19009,0.002491669
3755021,19009,0.002491669
3758172,19031,0.002162754
3758173,19031,0.013764706
3758174,19031,0.007548272
3758175,19031,0.01412486
3758176,19031,0.016912696
3758177,19031,0.016912696
3758178,19031,0.016912696
3758179,19009,0.001092754
3758179,19031,0.009495409
3758180,19009,0.002486687
3758180,19031,3.38099E-05
3758181,19009,0.002491669
3758182,19009,0.002491669
3758183,19009,0.002281828
3758184,19009,0.002423461
3758185,19009,0.001183845
3758186,19009,0.000676234
3758187,19009,0.001775146
3758188,19009,0.002491669
3758189,19009,0.002491669
3758190,19009,0.002491669
3758191,19009,0.002491669
3758192,19009,0.002491669
3758193,19009,0.002491669
3758194,19009,0.002491669
3758195,19009,0.002491669
3758196,19009,0.002491669
3758197,19009,0.001545136
3758198,19009,0.001783634
3758199,19009,0.002154105
3761351,19031,0.007226013
3761352,19031,0.015044736
3761353,19031,0.016912696
3761354,19031,0.016912696
3761355,19031,0.016912696
3761356,19009,0.001090954
3761356,19031,0.009507625
3761357,19009,0.002213895
3761357,19031,0.001885442
3761358,19009,0.002491669
3761359,19009,0.002491669
3761360,19009,0.001706234
3761361,19009,0.000544109
3761362,19009,0.000634599
3761363,19009,0.000141393
3761364,19009,0.000579356
3761365,19009,0.00183486
3761366,19009,0.002491669
3761367,19009,0.002491669
3761368,19009,0.002291334
3761369,19009,0.002093401
3761370,19009,0.002491669
3761371,19009,0.002491669
3761372,19009,0.002491669
3761373,19009,0.002491669
3761374,19009,0.002491669
3761375,19009,0.002207902
3761376,19009,0.000889729
3761377,19009,0.001110566
3764515,19039,0.003739172
3764516,19039,0.024878673
3764529,19031,0.000964995
3764530,19031,0.006006016
3764531,19031,0.01445265
3764532,19031,0.016912696
3764533,19031,0.016912696
3764534,19009,0.000360508
3764534,19031,0.014465678
3764535,19009,0.001909514
3764535,19031,0.003951486
3764536,19009,0.002425383
3764536,19031,0.000204473
3764537,19009,0.001079565
3764538,19009,0.000674079
3764539,19009,0.000672193
3764540,19009,0.000149784
3764541,19009,0.000186772
3764542,19009,0.000622448
3764543,19009,0.000957986
3764544,19009,0.002333964
3764545,19009,0.002491669
3764546,19009,0.002035305
3764547,19009,0.002371567
3764548,19009,0.002491669
3764549,19009,0.002491669
3764550,19009,0.002491669
3764551,19009,0.002491669
3764552,19009,0.001437122
3764553,19009,0.00105708
3764554,19009,0.002188174
3764555,19009,0.001205244
3767693,19039,0.019167227
3767694,19039,0.831479518
3767695,19039,0.034762153
3767707,19031,0.006917603
3767708,19031,0.010456726
3767709,19031,0.016912696
3767710,19031,0.016912696
3767711,19031,0.013544681
3767712,19009,3.40453E-05
3767712,19031,0.014792435
3767713,19009,0.001787018
3767713,19031,0.004782958
3767714,19009,0.001626681
3767715,19009,0.00211125
3767716,19009,0.002491669
3767717,19009,0.002491669
3767718,19009,0.002002392
3767719,19009,0.000479874
3767721,19009,4.37658E-05
3767722,19009,0.000261828
3767723,19009,0.000981132
3767724,19009,0.001369745
3767725,19009,0.001949855
3767726,19009,0.002491669
3767727,19009,0.002016719
3767728,19009,0.001056052
3767729,19009,0.000854602
3767730,19009,0.001877007
3767731,19009,0.001048649
3767732,19009,0.002242614
3767733,19009,0.001472676
3770872,19039,0.08304119
3770873,19039,0.002932067
3770884,19031,1.13809E-05
3770885,19031,0.014916651
3770886,19031,0.016912696
3770887,19031,0.016912696
3770888,19031,0.014535621
3770889,19031,0.00751541
3770890,19009,0.000243397
3770890,19031,0.010643197
3770891,19009,0.001382588
3770891,19031,0.000925137
3770892,19009,1.43089E-05
3770893,19009,7.40699E-05
3770894,19009,0.000193745
3770895,19009,0.00085578
