GRIDCODE	CVE_ENTCVE_MUN	Fpav
197432	14054	0.011739645
197449	14014	0.011546322
197449	14082	0.055303308
197451	14082	0.140563353
197467	14059	0.157386767
197468	14059	0.01418942
197469	14059	0.030806089
197472	14069	0.098771512
197472	14112	0.266111659
197473	14069	0.122901414
197474	14069	0.030710156
197475	14069	0.128916581
197476	14069	0.029513483
197484	16091	0.042371016
197484	16104	0.107228136
197491	16084	0.10035985
197496	16085	0.018126301
197497	16085	0.118505421
197498	16085	0.086771294
197499	16085	0.040018841
197503	16070	0.185401227
197504	16070	0.232347915
197512	16044	0.03794927
197513	16044	0.069624821
197518	16037	0.027200925
197518	16044	0.056423785
197519	16037	0.257172593
197520	16037	0.077486471
197521	16037	0.146074479
198447	14100	0.043409987
198448	14100	0.050345717
198449	14100	0.019305331
198482	14110	0.006992175
198483	14110	0.072286195
198484	14110	8.61996E-05
198486	14110	0.008481629
198487	14034	0.090111583
198487	14110	0.041385578
198488	14034	0.099521662
198491	14034	0.07556715
198492	14034	0.009610957
198505	14004	0.00438411
198505	14086	0.083828318
198506	14004	0.035831604
198507	14004	0.043931163
198507	14082	0.022942945
198508	14014	0.007421185
198508	14082	0.005354541
198510	14082	0.12790385
198526	14059	0.058946931
198527	14059	0.190253218
198528	14059	0.197284368
198528	14112	0.044008789
198529	14059	0.015354473
198529	14112	0.180058724
198530	14112	0.213858466
198531	14112	0.106195273
198533	14069	0.090151575
198534	14069	0.056091321
198535	14069	0.181246453
198543	16104	0.117526169
198550	16043	0.01757446
198550	16084	0.037585181
198551	16043	0.122890219
198552	16043	0.161256167
198553	16043	0.028981562
198554	16043	0.128748076
198555	16085	0.089740954
198558	16085	0.064874902
198559	16085	0.003808778
198562	16070	0.440088918
198572	16044	0.12840027
198573	16044	0.083007163
198574	16044	0.084436224
198575	16044	0.019602123
198576	16044	0.183036386
198577	16044	0.134647325
199506	14100	0.039330714
199508	14100	0.018576311
199509	14100	0.036094627
199543	14110	0.101291867
199544	14110	0.065989385
199545	14110	0.064234681
199561	14086	0.128137286
199562	14086	0.196062625
199563	14086	0.188336505
199564	14086	0.100016625
199565	14004	0.152000267
199565	14086	0.01367846
199566	14004	0.04382312
199566	14014	0.031910402
199569	14014	0.098103526
199569	14082	0.011721154
199584	14057	0.090410515
199584	14059	0.039318853
199585	14059	0.062531889
199587	14059	0.013328576
199587	14112	0.189767089
199587	16051	0.0162377
199594	14069	0.023602532
199594	16045	0.062894063
199595	16045	0.013757892
199601	16104	0.057359117
199602	16104	0.064912858
199606	16084	0.000442513
199607	16084	0.125643328
199608	16084	0.093169805
199609	16043	0.054542496
199609	16084	0.070304372
199610	16043	0.144939848
199611	16043	0.126275063
199612	16043	0.21479211
199612	16108	0.008663664
199613	16085	0.006542721
199613	16108	0.080886581
199614	16085	0.004850312
199614	16108	0.00179902
199620	16070	0.002294522
199620	16094	0.250777635
199621	16070	0.075214643
199630	16063	0.057167504
199631	16044	0.003314693
199631	16063	0.171107395
199632	16063	0.117469921
199633	16044	0.02762555
199633	16063	0.098672614
199634	16044	0.167387462
200565	14100	0.00194851
200566	14100	0.034186999
200602	14110	0.009839
200603	14110	0.046015928
200620	14086	0.107503806
200621	14086	0.105227341
200624	14004	0.213213415
200625	14004	0.125715424
200626	14004	0.135558519
200628	14014	0.10834306
200637	14026	0.013875143
200638	14026	0.168133585
200642	14057	0.072795399
200643	14057	0.104641546
200646	16051	0.133879802
200650	16051	0.018089075
200652	16045	0.052989248
200653	16045	0.105253335
200654	16045	0.169873492
200655	16045	0.124286543
200656	16045	0.144308984
200657	16045	0.100296965
200658	16045	0.102279408
200658	16104	0.001123721
200659	16104	0.101467062
200660	16104	0.144481637
200664	16023	0.266239599
200665	16023	0.645432375
200665	16084	0.049392044
200670	16108	0.010424173
200671	16108	0.094439079
200672	16108	0.066349851
200673	16108	0.05879028
200679	16094	0.277901669
200685	16063	0.010002997
200685	16067	0.06306347
200686	16063	0.117091325
200687	16063	0.116157101
200688	16063	0.126342255
200689	16063	0.067748058
200690	16063	0.063515507
200691	16063	0.003151847
201625	14100	0.036066323
201661	14110	0.05279508
201685	14004	0.058660199
201686	14004	0.049223117
201687	14014	0.17098074
201688	14014	0.001392009
201697	14026	0.235538863
201698	14026	0.077041646
201700	14057	0.215528046
201701	14057	0.170928514
201705	16051	0.058162775
201706	16051	0.115030625
201707	16051	0.148687708
201708	16051	0.194499656
201709	16051	0.118647382
201711	16045	0.024929452
201715	16045	0.058064011
201715	16076	0.075714204
201716	16045	0.001306988
201719	16104	0.076194576
201720	16104	0.094433155
201721	16104	0.08955818
201722	16104	0.101604382
201723	16023	0.088328026
201723	16104	0.044111006
201727	16108	0.0290918
201728	16108	0.047908646
201729	16108	0.040887189
201730	16108	0.026782621
201731	16108	0.055281943
201732	16108	0.057685472
201738	16094	0.296569294
201743	16067	0.100042257
201744	16067	0.061874347
202684	14100	0.051659609
202685	14100	0.035546976
202686	14100	0.036280092
202719	14110	0.057175513
202720	14110	0.012086448
202721	14110	0.048911999
202745	14004	0.13629373
202745	14089	0.073944621
202746	14004	0.001365331
202746	14014	0.113650614
202757	14026	0.164139195
202758	14026	0.261028155
202759	14026	0.055984433
202759	14057	0.14736964
202766	16051	0.147465008
202774	16045	0.019059553
202774	16076	0.191888164
202775	16045	0.020700065
202788	16108	0.045734064
202789	16108	0.061926274
202790	16108	0.090431725
202791	16108	0.022489371
202797	16028	0.017762273
202797	16094	0.174751402
202800	16067	0.017894308
202801	16067	0.129792367
202802	16067	0.051389136
202809	16004	0.001889105
202809	16063	0.042195709
203743	14100	0.035602622
203780	14110	0.043526041
203781	14110	0.022170358
203804	14089	0.247058925
203805	14014	0.10975695
203817	14026	0.013070969
203817	14057	0.020354261
203818	14026	0.011188011
203818	14057	0.157316582
203818	14107	0.007821058
203824	16051	0.020134295
203825	16051	0.029165973
203832	16076	0.035834495
203832	16103	0.011557368
203833	16076	0.308930241
203834	16076	0.031202451
203846	16108	0.046336819
203847	16108	0.000202215
203849	16108	0.073542816
203850	16108	0.041937207
203856	16028	0.047385826
203858	16028	0.024793175
203859	16028	0.038897556
203859	16067	0.097130931
203868	16063	0.009377766
203868	16071	0.029525961
203869	16071	0.031535394
204802	14100	0.035002354
204838	14017	0.088878387
204838	14110	0.001167712
204839	14110	0.060646482
204840	14110	0.078531535
204841	14090	0.032671287
204841	14110	0.043048954
204842	14090	0.13371811
204843	14052	0.051538047
204843	14088	0.006721375
204843	14090	0.085281339
204844	14052	0.181222188
204845	14052	0.1392938
204846	14052	0.161402357
204847	14052	0.07280139
204852	14032	0.220868828
204853	14032	0.019414576
204863	14089	0.064959936
204864	14014	0.006083514
204864	14089	0.171837456
204865	14014	0.103672555
204868	14092	0.119981683
204869	14092	0.182189102
204870	14092	0.008673346
204871	14092	0.083390263
204872	14092	0.125735806
204873	14092	0.129510066
204877	14057	0.020655498
204877	14096	0.086121314
204877	14107	0.03735314
204888	16074	0.048795071
204889	16074	0.156668448
204890	16074	0.082727265
204890	16076	0.078699894
204891	16076	0.123997639
204891	16103	0.014025784
204892	16076	0.039554645
204892	16103	0.014089076
204893	16076	0.114178267
204893	16103	0.143211813
204894	16103	0.101497696
204904	16030	0.008804276
204904	16042	0.000778605
204905	16030	0.028118541
204905	16042	0.053417011
204905	16108	0.027771102
204908	16030	0.036726499
204908	16108	0.010638088
204915	16028	0.047749583
204916	16028	0.092419805
204917	16028	0.07950441
204919	16067	0.045690134
204920	16067	0.016357054
204928	16004	0.0456366
204928	16071	0.055937146
204932	16071	0.080880671
204933	16071	0.063845255
204934	16071	0.115334634
205861	14100	0.035862383
205895	14017	0.098459549
205896	14017	0.191096176
205897	14017	0.063478073
205897	14110	0.004227769
205904	14052	0.176276137
205904	14088	0.008771467
205905	14052	0.01170483
205910	14032	0.252101028
205911	14032	0.085452425
205923	14014	0.035685717
205923	14089	0.331743151
205924	14014	0.152203372
205924	14119	0.00707768
205925	14014	0.04618693
205925	14092	0.024482134
205926	14092	0.131570098
205927	14092	0.011858937
205929	14092	0.133478845
205930	14092	0.04912972
205935	14107	0.014968435
205936	14096	0.063765667
205936	14107	0.073821184
205946	16074	0.081754903
205947	16074	0.107785052
205950	16103	0.055382879
205951	16103	0.132053865
205952	16103	0.002870524
205953	16103	0.022275786
205954	16103	0.119139448
205963	16030	0.006894143
205963	16042	0.016338055
205964	16030	0.022257645
205964	16042	0.13779055
205967	16030	0.052607762
205973	16028	0.006524586
205974	16028	0.165929701
205975	16028	0.025822697
205977	16067	0.002355649
205978	16067	0.057813945
205978	16109	0.0269796
205979	16067	0.06064759
205980	16067	0.060295125
205981	16067	0.054950871
205982	16067	0.032588728
205986	16004	0.056470336
205987	16004	0.17580924
205987	16071	0.01683158
205988	16004	0.109512796
205988	16071	0.06649868
205990	16071	0.088562127
205991	16071	0.00842686
205993	16071	0.066095764
206920	14100	0.035920206
206954	14017	0.174986255
206963	14052	0.060060992
206964	14052	0.092944293
206969	14032	0.376884492
206981	14119	0.007102405
206982	14014	6.1001E-06
206982	14089	0.110455911
206982	14119	0.013134667
206983	14014	0.003050089
206983	14119	0.071328982
206994	14107	0.18883982
206995	14096	0.046661758
206995	14107	0.071861514
206996	14096	0.114911959
206997	14096	0.114455691
206998	14096	0.122697089
206999	14096	0.131952133
207000	14096	0.119068758
207001	14096	0.050317627
207003	16074	0.076051216
207004	16074	0.133586842
207005	16074	0.190937908
207009	16103	0.049696288
207013	16103	0.045210391
207014	16103	0.0936638
207022	16030	0.008589085
207022	16042	0.069542283
207023	16030	0.034496916
207026	16030	0.009746264
207027	16030	0.056685329
207028	16030	0.051745269
207029	16030	0.004417689
207031	16028	0.09621887
207032	16028	0.103122494
207033	16028	0.080665144
207033	16109	0.036661503
207034	16109	0.098769908
207035	16109	0.033560092
207036	16067	0.032211219
207036	16109	0.14459403
207041	16067	0.02576588
207042	16004	0.031024934
207042	16067	0.06926619
207043	16004	0.114663734
207043	16067	0.020870801
207044	16004	0.180175477
207045	16004	0.245795388
207047	16004	0.039022389
207047	16071	0.022507528
207048	16071	0.068100716
207049	16071	0.047613263
207049	16113	0.060957234
207052	16071	0.064222144
207979	14100	0.037760404
208012	14017	0.165352617
208013	14017	0.063080439
208023	14052	0.052755966
208023	14088	0.043144202
208027	14088	0.069661605
208028	14032	0.045278651
208028	14088	0.03023411
208040	14119	0.038093294
208042	14119	0.080972939
208051	14107	0.096346799
208052	14107	0.105678077
208053	14107	0.013577726
208057	14096	3.60017E-05
208058	14096	0.002031546
208060	14096	0.080222142
208061	14096	0.067758314
208061	16074	0.052471585
208062	16074	0.06922171
208073	16103	0.102570307
208074	16103	0.022355403
208079	16042	0.156998464
208079	16105	0.00854143
208080	16042	0.336200872
208081	16030	0.008710677
208081	16042	0.22893416
208083	16030	0.039642547
208083	16086	0.004382075
208084	16030	0.097685438
208085	16030	0.097054234
208086	16030	0.09559808
208087	16030	0.095222089
208088	16028	0.014442606
208088	16030	0.131513277
208089	16028	0.095404376
208090	16028	0.006623848
208091	16028	0.046249602
208092	16028	0.006917867
208093	16109	0.14520449
208094	16109	0.269278656
208095	16109	0.169809362
208108	16113	0.142186355
208111	16071	0.067230524
209037	14020	0.009595862
209038	14020	0.015225797
209038	14100	0.024181961
209069	14028	0.035155177
209070	14017	0.018498924
209070	14028	0.13258018
209071	14017	0.136169579
209071	14028	0.056315436
209075	14090	0.069804619
209079	14090	0.091083926
209080	14088	0.027747166
209080	14090	0.010895499
209082	14088	0.080495849
209083	14088	0.066954056
209084	14088	0.008815145
209086	14088	0.088530371
209094	14010	0.380589141
209095	14010	0.139957648
209099	14119	0.017103441
209100	14119	0.070008021
209101	14119	0.006389506
209106	14107	0.032025213
209107	14107	0.102331241
209108	14107	0.107863341
209109	14107	0.096410249
209110	14107	0.013116501
209133	16011	0.070371036
209133	16103	0.070399571
209137	16105	0.036528045
209138	16105	0.077136178
209140	16086	0.001211204
209141	16086	0.154588972
209142	16086	0.100191692
209147	16030	0.061409287
209148	16030	0.017215704
209154	16060	0.186877309
209154	16109	0.075142357
209155	16060	0.057161463
209158	11023	0.014614996
209159	11023	0.003487911
209161	11023	0.013246152
209162	11023	0.019129941
209163	11023	0.019107623
209164	11023	0.016091994
209167	16113	0.154410819
209170	16071	0.064723523
210096	14020	0.085632793
210127	14028	0.04597924
210128	14028	0.232649354
210129	14028	0.05098439
210134	14090	0.0196035
210135	14090	0.176822005
210136	14090	3.69797E-05
210137	14090	0.167883204
210138	14090	0.055075573
210139	14088	0.014298109
210139	14090	0.041448187
210140	14088	0.06401671
210141	14088	0.026631465
210143	14088	0.057777727
210144	14088	0.113845974
210145	14088	0.036378327
210153	14010	0.131702245
210154	14010	0.347750966
210154	14119	0.009696079
210157	14119	0.024129414
210158	14119	0.007614827
210159	14119	0.072800724
210163	14050	0.074551091
210164	14050	0.065733262
210165	14050	0.018814349
210165	14107	0.037985702
210192	16011	0.186622898
210196	16105	0.098039556
210198	16086	0.091667441
210199	16086	0.150680879
210207	16028	0.003565582
210207	16030	0.03485925
210207	16069	0.005390979
210208	16069	0.072872954
210209	16069	0.02824114
210214	16060	0.26803686
210217	11023	0.019578911
210218	11023	0.019469278
210219	11023	0.019780388
210220	11023	0.005668189
210223	11023	0.007813071
210224	11023	0.018529824
210225	16113	0.115923906
210226	16113	0.033522003
210229	16071	0.04212823
211155	14020	0.00638654
211156	14020	0.080784371
211185	14012	0.026298985
211185	14028	0.120252997
211186	14012	0.003084094
211186	14028	0.232922998
211195	14011	0.48473598
211195	14090	0.109695148
211196	14090	0.005980622
211203	14088	0.067813907
211204	14088	0.052636921
211213	14119	0.061838528
211214	14119	0.029947837
211216	14119	0.038404432
211218	14119	0.07285961
211221	14050	0.044727858
211222	14050	0.028554918
211251	16011	0.206156675
211252	14018	0.001336024
211252	16011	0.351167576
211253	16011	0.185681815
211253	16105	0.019178229
211254	16105	0.003818849
211255	16105	0.175208119
211256	16086	0.107891114
211256	16105	0.125735831
211257	16086	0.1250585
211258	16086	0.007230925
211268	16069	0.103347455
211269	16069	0.02553573
211272	16060	0.022153714
211273	16060	0.261098909
211276	11023	0.01412169
211277	11023	0.005064379
211283	11023	0.025137059
211284	11023	0.000933408
211284	16113	0.145941497
211285	16113	0.001925041
212215	14020	0.082241039
212243	14012	0.056709472
212243	14028	0.062441777
212244	14012	0.01825489
212244	14028	0.03071845
212253	14011	0.351127274
212254	14011	0.164136746
212263	14088	0.033316081
212264	14088	0.088900468
212273	14119	0.011162231
212274	14119	0.040992199
212275	14119	0.043249583
212276	14119	0.06204922
212277	14119	0.010843872
212280	14050	0.110439098
212281	14050	0.067889246
212282	14050	0.065018319
212283	14030	0.00041951
212283	14050	0.064925605
212284	14050	0.066915022
212285	14030	0.037071515
212285	14050	0.039500524
212286	14030	0.018777617
212287	14030	0.069631486
212288	14030	0.086018329
212289	14030	0.100190005
212304	14063	0.058970613
212304	14066	0.001726277
212305	14047	0.221323551
212305	14063	0.013650658
212306	14047	0.284691798
212307	14018	0.003323244
212307	14047	0.253045688
212308	14018	0.012951736
212308	14047	0.164739736
212309	14018	0.022606134
212309	14047	0.076199227
212310	14018	0.030898808
212311	14018	0.071081221
212312	16105	0.016835809
212313	16105	0.121142751
212314	16105	0.228445489
212315	16105	0.036526623
212317	16086	0.054682725
212318	16086	0.064194936
212319	16086	0.066462448
212328	16069	0.071063018
212329	16069	0.017235771
212331	16060	0.204671745
212331	16069	0.028430824
212335	11023	0.00066552
212336	11023	0.029691101
212337	11023	0.018789395
212338	11023	0.004099045
212343	11023	0.024870742
212344	11001	0.0047965
212344	16113	0.191492816
213274	14020	0.079931364
213302	14012	0.079546956
213323	14024	0.078413142
213323	14088	0.013308963
213324	14024	0.000145497
213334	14119	0.038475006
213335	14119	0.072944574
213337	14050	0.020146126
213338	14050	0.098367127
213339	14050	0.001595088
213345	14030	0.067760196
213346	14030	0.017611858
213348	14030	0.220798724
213349	14030	0.093754136
213350	14030	0.05019721
213362	14063	0.048147196
213363	14063	0.012704138
213369	14018	0.038630405
213370	14018	0.066012294
213371	14018	0.08945359
213372	14018	0.054561738
213372	16105	0.05286309
213378	16086	0.02483923
213378	16106	0.014838418
213379	16106	0.140581632
213380	16106	0.027483476
213381	16106	0.057083249
213388	16069	0.083709932
213389	16069	0.108982155
213390	16069	0.010159414
213395	11023	0.009146221
213397	11023	0.021082431
213398	11023	0.007385272
213401	11023	0.013237607
213402	11023	0.011731773
213403	11001	0.066529338
213403	16113	0.058726598
213404	16113	0.085617496
213406	11016	0.005899608
213406	16113	0.009296235
214333	14020	0.108437
214359	14012	0.034791523
214360	14012	0.085672384
214361	14012	0.039529597
214383	14024	0.08039261
214393	14002	0.000929603
214393	14119	0.03442155
214394	14002	0.03001204
214394	14119	0.057359376
214396	14050	0.078157757
214397	14050	0.017391557
214407	14030	0.104745759
214407	14044	0.125730893
214421	14063	0.06299026
214421	14066	0.080863755
214422	14063	0.005397268
214426	14018	0.036103739
214427	14018	0.066691578
214428	14018	0.032227892
214430	14018	0.031013377
214431	14018	0.005523929
214432	14018	0.041054893
214433	14018	0.02199191
214434	14018	0.032660888
214435	14018	0.031486029
214436	14018	0.008179645
214437	14016	0.005792206
214437	16086	0.046177174
214438	16086	0.000740683
214438	16106	0.193763005
214439	16106	0.132214303
214440	16106	0.100102591
214441	16106	0.153825879
214442	16106	0.150313181
214443	16069	0.039225427
214443	16106	0.029794266
214446	16069	0.037295734
214447	16069	0.11371922
214448	11023	0.014359701
214448	16069	0.017028462
214457	11023	0.022318755
214459	11023	0.015149513
214460	11023	0.012302204
214461	11001	0.000234189
214462	11001	0.121707092
214463	11001	0.009044891
215392	14020	0.074965331
215418	14012	0.094769293
215442	14024	0.048355837
215442	14077	0.063087951
215443	14024	0.01011777
215444	14024	0.076012648
215447	14114	0.076028775
215452	14002	0.067839701
215453	14002	0.136363227
215454	14050	0.043456841
215455	14050	0.025056695
215465	14044	0.113015477
215466	14044	0.079525715
215474	14066	0.047177123
215475	14066	0.106783305
215476	14066	0.089247993
215477	14066	0.085017844
215478	14066	0.085025547
215479	14066	0.095602738
215480	14066	0.001981291
215481	14063	0.06627481
215483	14063	0.085283362
215484	14018	0.013448639
215484	14063	0.102196472
215485	14018	0.045002985
215489	14018	0.030985496
215492	14018	0.017243312
215502	16069	0.038146658
215503	14033	0.046840915
215503	16069	0.093205789
215504	16069	0.074655353
215505	16069	0.031753988
215507	11023	0.028176
215508	11023	0.02160263
215509	11023	0.00852232
215510	11023	0.002108084
215511	11023	0.015195663
215512	11023	0.019000053
215513	11023	0.018834556
215514	11023	0.018830277
215515	11023	0.004789024
215516	11023	0.019323122
215517	11023	0.005716607
215518	11023	0.017511579
215519	11023	0.01315388
215520	11001	0.055973457
215520	11023	0.004914365
215522	11001	0.10270941
215522	11016	0.167962882
215523	11016	0.414742557
215524	11016	0.411394954
216451	14020	0.080942066
216476	14012	0.082758277
216476	14058	0.019770417
216477	14012	0.103145526
216478	14012	0.088084639
216479	14012	0.022815894
216501	14024	0.016721141
216501	14077	0.070834132
216502	14024	0.022086008
216502	14077	0.099417319
216503	14024	0.052382332
216504	14024	0.059058351
216511	14002	0.067837101
216512	14002	0.227828128
216513	14002	0.018151031
216513	14050	0.068759516
216524	14044	0.151844362
216525	14044	0.055184123
216526	14044	0.072925443
216527	14030	0.057062176
216527	14044	0.027298262
216528	14030	0.075961478
216528	14066	0.011171183
216529	14066	0.085141936
216530	14066	0.086299328
216531	14066	0.087204792
216532	14066	0.087244126
216533	14066	0.039996316
216534	14066	0.009516446
216534	14123	0.042908827
216540	14063	0.046055828
216541	14063	0.178537756
216542	14063	0.037984504
216548	14018	0.030986452
216551	14018	0.007484652
216552	14018	0.001476494
216562	14033	0.1256468
216566	11023	0.018938512
216568	11023	0.013243884
216569	11023	0.016960273
216570	11023	0.003804262
216574	11023	0.015095548
216575	11023	0.035400111
216576	11023	0.019260164
216577	11023	0.025374324
216578	11023	0.009736844
216581	11001	0.067746003
217510	14020	0.031786596
217511	14020	0.045148392
217527	14084	0.220002362
217528	14058	0.012565825
217528	14084	0.779997638
217533	14058	0.002522541
217534	14012	0.00778684
217534	14058	0.106910723
217535	14012	0.025448728
217535	14058	0.000495476
217538	14012	0.10277982
217539	14012	0.041808132
217559	14077	0.047220242
217560	14024	0.025789452
217560	14077	0.073807606
217563	14024	0.028922352
217564	14024	0.137916404
217565	14024	0.008824833
217565	14114	0.170095101
217566	14114	0.159592222
217567	14114	0.198500918
217568	14114	0.213035705
217569	14002	0.070784878
217569	14114	0.108030358
217570	14002	0.133970484
217571	14002	0.175481066
217571	14097	0.006845456
217572	14002	0.021152083
217572	14097	0.007379409
217576	14097	0.004490817
217577	14097	0.017005419
217580	14097	0.017632572
217582	14044	0.115908486
217583	14044	0.105972938
217584	14044	0.015983887
217593	14123	0.052909991
217597	14123	0.008131378
217598	14063	0.085927603
217598	14123	0.033232757
217599	14063	0.190265925
217599	14123	0.005961557
217600	14063	0.005613607
217607	14018	0.05234564
217608	14018	0.03144112
217609	14018	0.031832366
217610	14018	0.024437011
217621	14033	0.130910364
217625	11023	0.008352289
217626	11023	0.011365085
217634	11023	0.000605919
217635	11023	0.040370262
217636	11023	0.016800468
217640	11001	0.045102255
217641	11001	0.026397919
218570	14020	0.077690662
218587	14058	0.071136445
218588	14058	0.083101978
218589	14058	0.075126489
218590	14058	0.07986413
218591	14058	0.078433653
218592	14058	0.077878456
218598	14012	0.051723823
218599	14012	0.034991127
218599	14062	0.106594282
218600	14062	0.184926063
218601	14062	0.107773206
218617	14077	0.11610104
218618	14077	0.074440909
218622	14024	0.08498485
218623	14024	0.024189332
218625	14114	0.047271891
218626	14114	0.027445028
218628	14002	0.012826596
218629	14002	0.002607674
218630	14002	0.034216389
218630	14097	0.008332122
218631	14097	0.056622276
218632	14097	0.025976305
218634	14097	0.007569927
218635	14097	0.026632543
218637	14097	0.010775473
218638	14097	0.0232406
218639	14097	0.017097111
218640	14097	0.024441557
218641	14044	0.095206305
218641	14097	0.043683616
218642	14044	0.035319239
218642	14097	0.005157922
218652	14123	0.049297786
218653	14123	0.07192104
218654	14123	0.09900096
218655	14123	0.092998502
218656	14123	0.086699138
218658	14123	0.046962771
218665	14013	0.028625195
218665	14018	0.010928398
218666	14018	0.004598361
218678	14033	0.064998259
218679	14033	0.140020528
218680	14033	0.069471305
218685	11023	0.019692145
218695	11023	0.002812904
218696	11023	0.01912052
218697	11023	0.018941378
218698	11001	0.042314203
218698	11023	0.006322509
218699	11001	0.062953314
218700	11001	0.092652939
218701	11001	0.062171807
219629	14020	0.081330851
219647	14058	0.002191489
219648	14058	0.128076349
219660	14062	0.15696463
219661	14062	0.138382679
219675	14006	0.045553975
219676	14006	0.005831311
219676	14077	0.013803003
219680	14024	0.061907433
219681	14024	0.025083761
219689	14097	0.002984595
219690	14097	0.02873783
219691	14097	0.080086772
219692	14097	0.002576529
219693	14097	0.042112638
219694	14097	0.011042043
219699	14097	0.029746724
219700	14097	0.031045002
219701	14044	0.006084871
219701	14097	0.017466402
219710	14123	0.01031249
219711	14123	0.12744356
219712	14123	0.040591467
219717	14105	0.01444186
219717	14123	0.039068451
219724	14013	0.022807617
219725	14013	0.026118677
219732	14016	0.02738158
219733	14016	0.111712673
219734	14016	0.047785947
219734	14033	0.062765366
219735	14033	0.12838918
219736	14033	0.144321207
219737	14033	0.086636076
219744	11023	0.019619947
219760	11001	0.022975894
220688	14020	0.074553242
220706	14058	0.02395192
220707	14058	0.085607108
220720	14062	0.167362113
220721	14062	0.070377872
220733	14006	0.038033799
220734	14006	0.021812344
220739	14024	0.047127378
220740	14024	0.036504786
220747	14083	0.015304372
220747	14097	0.014520536
220748	14097	0.026124051
220749	14097	0.001362875
220750	14097	0.007469166
220751	14097	0.053331318
220752	14097	0.006194851
220753	14097	0.027356202
220758	14097	0.059074061
220759	14070	0.071368216
220759	14097	0.023647315
220760	14070	0.108239735
220761	14070	0.068299867
220768	14123	0.028594718
220768	14124	0.002000539
220769	14123	0.105336851
220769	14124	0.01011907
220775	14105	0.019430416
220776	14105	0.077507853
220784	14013	0.046640718
220791	14016	0.10793838
220803	11023	0.019277403
221747	14020	0.065348095
221747	14067	0.020914201
221765	14058	0.054320994
221766	14058	0.078083709
221780	14038	0.15795053
221780	14062	0.067619155
221781	14038	0.067669593
221783	14038	0.042678732
221784	14006	0.037022305
221785	14006	0.027067031
221786	14006	0.000750474
221787	14006	0.017029572
221788	14006	0.055445379
221789	14006	0.047682463
221791	14006	0.047437239
221792	14006	0.07418159
221793	14006	0.044787609
221794	14006	0.018204962
221798	14024	0.075064084
221798	14077	0.020879877
221804	14083	0.043400604
221805	14083	0.06001529
221806	14083	0.012984559
221810	14097	0.03303855
221811	14098	0.004239863
221812	14097	0.038669424
221812	14098	0.005162733
221816	14070	0.066349714
221816	14097	0.018156939
221817	14070	0.024771218
221817	14097	0.022890169
221818	14070	0.104992107
221820	14070	0.068546287
221820	14101	0.014423691
221823	14124	0.008699923
221824	14124	0.027185759
221825	14124	0.021453008
221826	14123	0.005923595
221826	14124	0.045746716
221827	14123	0.052704162
221827	14124	0.007610106
221834	14105	0.160253172
221839	14105	0.065497538
221840	14013	0.043081111
221840	14105	0.004407348
221841	14013	0.045373789
221842	14013	0.045318372
221843	14013	0.111784213
221844	14013	0.039553164
221847	14013	0.001008015
221847	14016	0.065568506
221848	14016	0.089129009
221849	14016	0.087243508
221850	14016	0.129962824
221862	11023	0.023906923
222805	14067	0.01334777
222806	14067	0.067053849
222807	14067	0.000792903
222824	14058	0.019962298
222838	14038	0.024836842
222839	14038	0.164754304
222840	14038	0.127579776
222841	14038	0.176981753
222842	14006	0.008076295
222842	14038	0.10195727
222843	14006	0.014002245
222844	14006	0.042605559
222845	14006	0.051063258
222846	14006	0.048031971
222848	14006	0.000393317
222849	14006	0.060706774
222850	14006	0.035902098
222853	14006	0.026571099
222854	14006	0.048738012
222855	14006	0.009482533
222855	14077	0.089103337
222856	14077	0.013123142
222857	14077	0.120136048
222862	14083	0.078415101
222863	14083	0.019191338
222869	14097	0.02993414
222870	14097	0.034021017
222870	14098	0.05304308
222871	14097	0.013406948
222871	14098	0.036379651
222872	14098	0.002103917
222873	14097	0.001103228
222875	14070	0.226445838
222876	14070	0.138509746
222877	14070	0.002221308
222878	14101	0.012756543
222879	14101	0.075232188
222880	14051	0.018751542
222880	14101	0.020862394
222881	14051	0.976699729
222881	14124	0.009444222
222882	14124	0.023025396
222883	14124	0.042609524
222884	14124	0.044680261
222885	14124	0.003975191
222889	14124	0.012263497
222890	14105	0.047191981
222890	14124	0.010378639
222891	14105	0.090055638
222892	14105	0.103764041
222893	14105	0.035587144
222894	14105	0.098016164
222895	14105	0.087445743
222896	14105	0.087476981
222897	14105	0.087325607
222898	14105	0.021598516
222902	14013	0.041832201
222903	14013	0.137750191
222904	14013	0.088964518
222905	14013	0.062029299
222906	14013	0.002844029
222906	14016	0.103594156
222909	14016	0.042921667
222910	14016	0.10643985
222911	14016	0.074529694
222911	14048	0.004056456
222918	14048	0.012661111
222919	14048	0.04663704
222920	14048	0.044770711
222921	11008	0.00883796
222921	11023	0.010716071
222921	14048	0.024371735
222937	11001	0.019639718
223866	14067	0.053273895
223867	14067	0.023589102
223897	14038	0.135591199
223909	14006	0.046443026
223915	14077	0.165495005
223915	14083	0.011019261
223916	14077	0.00287175
223916	14083	0.013193426
223920	14083	0.060323415
223921	14083	0.012725035
223929	14097	0.041017549
223929	14120	0.003245657
223931	14098	0.110548982
223932	14098	0.070019612
223933	14098	0.093967469
223934	14070	0.111415545
223934	14098	0.107179617
223935	14070	0.008840419
223935	14098	0.062963092
223937	14101	0.06168206
223938	14101	0.037412967
223939	14101	0.033144573
