GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR,Pur+Rur, puT,prT, PobT
"0			fraction",,,,,,,,,,
273701,14104,0,0.0440231,0.0308906,0,137,137,1323,3112,4435
273702,14104,0,0.0350257,0.0245772,0,109,109,1323,3112,4435
273704,32003,0,0.0082493,0.0033432,0,9,9,1601,1091,2692
273705,32003,0,0.0394134,0.0159733,0,43,43,1601,1091,2692
273705,32048,0,0.0116522,0.004158,0,106,106,16396,9097,25493
273707,32048,0,0.0889304,0.0317342,0,809,809,16396,9097,25493
273708,32048,0,0.0309992,0.0110619,0,282,282,16396,9097,25493
273709,32048,0,0.026932,0.0096105,0,245,245,16396,9097,25493
273714,32048,0,0.0008794,0.0003138,0,8,8,16396,9097,25493
273717,32044,0,0.001439,0.0007665,0,12,12,7317,8339,15656
273718,32044,0,0.0002398,0.0001277,0,2,2,7317,8339,15656
273719,32044,0,0.0364552,0.0194175,0,304,304,7317,8339,15656
273720,32044,0.0058767,0.0081545,0.0070899,43,68,111,7317,8339,15656
273721,32044,0.9941233,0.0043171,0.4669136,7274,36,7310,7317,8339,15656
273723,1003,0,0.0060771,0.0030848,0,167,167,26656,27480,54136
273724,1003,0,0.0002911,0.0001478,0,8,8,26656,27480,54136
273727,1003,0.0429922,0.0428311,0.0429104,1146,1177,2323,26656,27480,54136
273728,1003,0.0203706,0.098508,0.060034,543,2707,3250,26656,27480,54136
273729,1003,0.2197254,0.1631732,0.1910189,5857,4484,10341,26656,27480,54136
273730,1003,0,0.0004367,0.0002217,0,12,12,26656,27480,54136
273731,1003,0,0.0004003,0.0002032,0,11,11,26656,27480,54136
273733,1005,0,0.0001269,0.0000402,0,4,4,68074,31515,99590
273734,1005,0,0.0017135,0.0005422,0,54,54,68074,31515,99590
273735,1005,0,0.002475,0.0007832,0,78,78,68074,31515,99590
273736,1005,0,0.0000952,0.0000301,0,3,3,68074,31515,99590
273739,1001,0,0.0131546,0.0009297,0,741,741,740682,56330,797010
273740,1001,0.0020967,0.0496538,0.0054579,1553,2797,4350,740682,56330,797010
273741,1001,0.0503333,0.0044559,0.047091,37281,251,37532,740682,56330,797010
273742,1001,0.070589,0,0.0656002,52284,0,52284,740682,56330,797010
273743,1001,0.1004007,0,0.093305,74365,0,74365,740682,56330,797010
273744,1001,0.100394,0.0108113,0.0940628,74360,609,74969,740682,56330,797010
273745,1001,0.0030094,0.0019528,0.0029347,2229,110,2339,740682,56330,797010
273746,1010,0,0.0000745,0.0000531,0,1,1,5399,13429,18828
273746,1001,0,0.0029469,0.0002083,0,166,166,740682,56330,797010
273747,1010,0,0.0006702,0.000478,0,9,9,5399,13429,18828
273747,1001,0,0.000142,0.00001,0,8,8,740682,56330,797010
273748,1010,0,0.011989,0.0085511,0,161,161,5399,13429,18828
273749,1010,0,0.0037233,0.0026556,0,50,50,5399,13429,18828
273750,1010,0,0.0070742,0.0050457,0,95,95,5399,13429,18828
273751,1010,0,0.0157123,0.0112067,0,211,211,5399,13429,18828
273752,1010,0,0.0001489,0.0001062,0,2,2,5399,13429,18828
273753,1010,0,0.0456475,0.0325579,0,613,613,5399,13429,18828
273761,14064,0,0.0007445,0.0003323,0,10,10,16665,13432,30097
273763,14064,0,0.0594848,0.0265475,0,799,799,16665,13432,30097
273766,14064,0.7014101,0,0.3883776,11689,0,11689,16665,13432,30097
273767,14064,0.0112211,0,0.0062132,187,0,187,16665,13432,30097
273769,32038,0,0.0002259,0.0001289,0,9,9,8240,39844,69844
274699,18015,0.0715566,0.0002923,0.0348862,3233,14,3247,45181,47892,93074
274700,18015,0,0.0164746,0.0084771,0,789,789,45181,47892,93074
274701,18015,0,0.0123611,0.0063605,0,592,592,45181,47892,93074
274702,18015,0,0.0091456,0.0047059,0,438,438,45181,47892,93074
274703,18015,0,0.0105237,0.005415,0,504,504,45181,47892,93074
274706,18015,0,0.0093126,0.0047919,0,446,446,45181,47892,93074
274707,18015,0,0.0049069,0.0025249,0,235,235,45181,47892,93074
274709,18015,0,0.0047607,0.0024497,0,228,228,45181,47892,93074
274711,18015,0,0.0022968,0.0011819,0,110,110,45181,47892,93074
274712,18015,0,0.0036958,0.0019017,0,177,177,45181,47892,93074
274714,18009,0,0.0075169,0.0069388,0,238,238,2638,31662,34300
274715,18009,0,0.0002211,0.0002041,0,7,7,2638,31662,34300
274716,18009,0,0.0052429,0.0048397,0,166,166,2638,31662,34300
274718,18009,0,0.0136441,0.0125948,0,432,432,2638,31662,34300
274725,18009,0,0.0017371,0.0016035,0,55,55,2638,31662,34300
274730,18019,0,0.0804378,0.0772794,0,1051,1051,534,13066,13600
274731,18019,0,0.0019134,0.0018382,0,25,25,534,13066,13600
274734,18019,0,0.011174,0.0107353,0,146,146,534,13066,13600
274735,18019,0,0.0042859,0.0041176,0,56,56,534,13066,13600
274737,14019,0,0.000848,0.0007331,0,5,5,924,5896,6820
274739,14019,0,0.015095,0.0130499,0,89,89,924,5896,6820
274740,14019,0,0.0003392,0.0002933,0,2,2,924,5896,6820
274741,14019,0,0.0033921,0.0029326,0,20,20,924,5896,6820
274742,14019,0,0.2311737,0.1998534,0,1363,1363,924,5896,6820
274743,14019,0,0.0283243,0.0244868,0,167,167,924,5896,6820
274744,14019,0,0.005597,0.0048387,0,33,33,924,5896,6820
274745,14019,0,0.004749,0.0041056,0,28,28,924,5896,6820
274747,14019,0,0.0001696,0.0001466,0,1,1,924,5896,6820
274749,14019,0,0.0015265,0.0013196,0,9,9,924,5896,6820
274750,14019,0,0.0042402,0.0036657,0,25,25,924,5896,6820
274751,14019,0,0.0022049,0.0019062,0,13,13,924,5896,6820
274752,14019,0,0.0039009,0.0033724,0,23,23,924,5896,6820
274753,14031,0,0.0088798,0.0068947,0,26,26,843,2928,3771
274756,14115,0,0.0033917,0.0010642,0,6,6,3868,1769,5638
274757,14115,0,0.0073488,0.0023058,0,13,13,3868,1769,5638
274758,14104,0,0.0012853,0.0009019,0,4,4,1323,3112,4435
274760,14104,0,0.1008997,0.0708005,0,314,314,1323,3112,4435
274761,14104,0,0.0067481,0.0047351,0,21,21,1323,3112,4435
274768,32048,0,0.0170386,0.0060801,0,155,155,16396,9097,25493
274769,32048,0,0.0016489,0.0005884,0,15,15,16396,9097,25493
274774,32015,0,0.0160285,0.0111871,0,18,18,486,1123,1609
274777,32044,0,0.0007195,0.0003832,0,6,6,7317,8339,15656
274778,32044,0,0.0019187,0.001022,0,16,16,7317,8339,15656
274779,32044,0,0.0757885,0.0403679,0,632,632,7317,8339,15656
274780,32044,0,0.0574409,0.0305953,0,479,479,7317,8339,15656
274782,1003,0,0.0002547,0.0001293,0,7,7,26656,27480,54136
274783,1003,0,0.00131,0.000665,0,36,36,26656,27480,54136
274784,1003,0,0.0004003,0.0002032,0,11,11,26656,27480,54136
274785,1003,0,0.0000364,0.0000185,0,1,1,26656,27480,54136
274786,1003,0,0.0008006,0.0004064,0,22,22,26656,27480,54136
274787,1003,0,0.0270015,0.0137062,0,742,742,26656,27480,54136
274788,1003,0.0396534,0.0037118,0.021409,1057,102,1159,26656,27480,54136
274789,1003,0,0.025,0.0126903,0,687,687,26656,27480,54136
274790,1003,0,0.0074236,0.0037683,0,204,204,26656,27480,54136
274794,1005,0,0.0262732,0.0083141,0,828,828,68074,31515,99590
274795,1005,0,0.0627955,0.0198715,0,1979,1979,68074,31515,99590
274796,1005,0,0.0135491,0.0042876,0,427,427,68074,31515,99590
274797,1001,0,0.000142,0.00001,0,8,8,740682,56330,797010
274797,1005,0,0.040679,0.0128728,0,1282,1282,68074,31515,99590
274798,1001,0,0.0074738,0.0005282,0,421,421,740682,56330,797010
274799,1001,0.0002214,0.0388958,0.0029548,164,2191,2355,740682,56330,797010
274799,1005,0,0.0025067,0.0007933,0,79,79,68074,31515,99590
274800,1001,0.0266039,0.0436357,0.0278077,19705,2458,22163,740682,56330,797010
274801,1001,0.0897632,0,0.0834193,66486,0,66486,740682,56330,797010
274802,1001,0.0963301,0,0.0895221,71350,0,71350,740682,56330,797010
274803,1001,0.0809214,0.0001598,0.0752136,59937,9,59946,740682,56330,797010
274804,1001,0.0046565,0.0094799,0.0049974,3449,534,3983,740682,56330,797010
274805,1001,0,0.0134032,0.0009473,0,755,755,740682,56330,797010
274806,1001,0,0.0000888,0.0000063,0,5,5,740682,56330,797010
274806,1010,0,0.0020106,0.001434,0,27,27,5399,13429,18828
274807,1010,0,0.014074,0.0100382,0,189,189,5399,13429,18828
274808,1010,0,0.0019361,0.0013809,0,26,26,5399,13429,18828
274809,1010,0,0.009755,0.0069577,0,131,131,5399,13429,18828
274810,1010,0,0.0447539,0.0319205,0,601,601,5399,13429,18828
274811,1010,0,0.082508,0.0588485,0,1108,1108,5399,13429,18828
274812,1010,0.0313021,0.0049892,0.0125345,169,67,236,5399,13429,18828
274813,1010,0.0103723,0.0014148,0.0039834,56,19,75,5399,13429,18828
274820,14064,0,0.0412448,0.0184072,0,554,554,16665,13432,30097
274821,14064,0,0.0023824,0.0010632,0,32,32,16665,13432,30097
274823,14064,0.2870687,0.0001489,0.1590192,4784,2,4786,16665,13432,30097
274824,14064,0,0.0014145,0.0006313,0,19,19,16665,13432,30097
274828,32038,0,0.0028863,0.0016465,0,115,115,8240,39844,69844
275758,18015,0,0.0000209,0.0000107,0,1,1,45181,47892,93074
275762,18015,0,0.0001253,0.0000645,0,6,6,45181,47892,93074
275764,18011,0,0.0003185,0.0001278,0,3,3,14051,9419,23469
275766,18015,0,0.008895,0.004577,0,426,426,45181,47892,93074
275767,18015,0,0.0033617,0.0017298,0,161,161,45181,47892,93074
275767,18011,0,0.0007432,0.0002983,0,7,7,14051,9419,23469
275768,18011,0,0.0021234,0.0008522,0,20,20,14051,9419,23469
275770,18011,0,0.0254804,0.0102263,0,240,240,14051,9419,23469
275772,18015,0,0.0001462,0.0000752,0,7,7,45181,47892,93074
275772,18009,0,0.0003474,0.0003207,0,11,11,2638,31662,34300
275773,18009,0,0.0004738,0.0004373,0,15,15,2638,31662,34300
275775,18009,0,0.0020529,0.001895,0,65,65,2638,31662,34300
275776,18009,0,0.0002211,0.0002041,0,7,7,2638,31662,34300
275777,18009,0,0.0006001,0.0005539,0,19,19,2638,31662,34300
275779,18009,0,0.0032531,0.0030029,0,103,103,2638,31662,34300
275788,18019,0,0.0101026,0.0097059,0,132,132,534,13066,13600
275789,18019,0,0.0016072,0.0015441,0,21,21,534,13066,13600
275790,18019,0,0.0158426,0.0152206,0,207,207,534,13066,13600
275792,18019,0,0.0007653,0.0007353,0,10,10,534,13066,13600
275793,18019,0,0.0025256,0.0024265,0,33,33,534,13066,13600
275794,18019,0,0.0064289,0.0061765,0,84,84,534,13066,13600
275796,14061,0,0.0204612,0.0178611,0,323,323,2298,15786,18084
275797,14061,0,0.0006335,0.000553,0,10,10,2298,15786,18084
275799,14019,0,0.0028833,0.0024927,0,17,17,924,5896,6820
275800,14019,0,0.0015265,0.0013196,0,9,9,924,5896,6820
275801,14019,0,0.0132293,0.011437,0,78,78,924,5896,6820
275802,14019,0,0.0251018,0.0217009,0,148,148,924,5896,6820
275803,14019,0,0.0115332,0.0099707,0,68,68,924,5896,6820
275804,14019,0,0.0030529,0.0026393,0,18,18,924,5896,6820
275805,14019,0,0.0020353,0.0017595,0,12,12,924,5896,6820
275806,14019,0,0.0069539,0.0060117,0,41,41,924,5896,6820
275807,14019,0,0.0006784,0.0005865,0,4,4,924,5896,6820
275812,14019,0,0.0006784,0.0005865,0,4,4,924,5896,6820
275814,14115,0,0.0005653,0.0001774,0,1,1,3868,1769,5638
275816,14115,0,0.0011306,0.0003547,0,2,2,3868,1769,5638
275819,14104,0,0.0064267,0.0045096,0,20,20,1323,3112,4435
275821,14104,0.7301587,0.1121465,0.2965051,966,349,1315,1323,3112,4435
275822,14104,0,0.0257069,0.0180383,0,80,80,1323,3112,4435
275825,32030,0.9883149,0.3133998,0.747331,1607,283,1890,1626,903,2529
275826,32030,0,0.0033223,0.0011862,0,3,3,1626,903,2529
275828,32048,0,0.0021985,0.0007845,0,20,20,16396,9097,25493
275833,32015,0.191358,0.0008905,0.0584214,93,1,94,486,1123,1609
275836,32044,0,0.0079146,0.0042156,0,66,66,7317,8339,15656
275839,32044,0,0.1187193,0.0632345,0,990,990,7317,8339,15656
275840,32044,0,0.0038374,0.0020439,0,32,32,7317,8339,15656
275842,1003,0,0.0001092,0.0000554,0,3,3,26656,27480,54136
275844,1003,0,0.0001456,0.0000739,0,4,4,26656,27480,54136
275846,1003,0,0.0745633,0.0378491,0,2049,2049,26656,27480,54136
275851,1005,0,0.0130414,0.0041269,0,411,411,68074,31515,99590
275852,1005,0,0.0005712,0.0001807,0,18,18,68074,31515,99590
275853,1005,0,0.0115183,0.0036449,0,363,363,68074,31515,99590
275854,1005,0,0.0001587,0.0000502,0,5,5,68074,31515,99590
275856,1005,0,0.0000952,0.0000301,0,3,3,68074,31515,99590
275857,1005,0,0.0513406,0.0162466,0,1618,1618,68074,31515,99590
275858,1001,0,0.0001598,0.0000113,0,9,9,740682,56330,797010
275858,1005,0,0.0061558,0.001948,0,194,194,68074,31515,99590
275859,1001,0.0149848,0.0020948,0.0140739,11099,118,11217,740682,56330,797010
275859,1005,0.0016306,0.0034904,0.0022191,111,110,221,68074,31515,99590
275860,1001,0.0332437,0,0.0308942,24623,0,24623,740682,56330,797010
275860,1005,0.0023063,0,0.0015765,157,0,157,68074,31515,99590
275861,1001,0.0792985,0.0135452,0.0746515,58735,763,59498,740682,56330,797010
275862,1001,0.0356361,0.0272146,0.035041,26395,1533,27928,740682,56330,797010
275863,1001,0,0.0148589,0.0010502,0,837,837,740682,56330,797010
275865,1010,0,0.0095316,0.0067984,0,128,128,5399,13429,18828
275866,1010,0,0.0279246,0.0199171,0,375,375,5399,13429,18828
275867,1010,0,0.0110954,0.0079137,0,149,149,5399,13429,18828
275868,1010,0,0.0071487,0.0050988,0,96,96,5399,13429,18828
275869,1010,0,0.080423,0.0573614,0,1080,1080,5399,13429,18828
275871,1010,0.5849231,0.0032765,0.1700659,3158,44,3202,5399,13429,18828
275872,1010,0.3734025,0.0032765,0.1094115,2016,44,2060,5399,13429,18828
275879,14064,0,0.015411,0.0068778,0,207,207,16665,13432,30097
275884,32038,0,0.0000502,0.0000286,0,2,2,8240,39844,69844
275886,32038,0,0.0000251,0.0000143,0,1,1,8240,39844,69844
276807,18015,0,0.0641234,0.0329953,0,3071,3071,45181,47892,93074
276808,18015,0,0.0196484,0.0101102,0,941,941,45181,47892,93074
276810,18015,0,0.0190428,0.0097987,0,912,912,45181,47892,93074
276814,18015,0,0.0053036,0.002729,0,254,254,45181,47892,93074
276817,18018,0,0.0009431,0.0000999,0,3,3,26849,3181,30030
276818,18018,0.1020895,0.0015718,0.0914419,2741,5,2746,26849,3181,30030
276821,18011,0,0.0603036,0.0242021,0,568,568,14051,9419,23469
276824,18011,0,0.0010617,0.0004261,0,10,10,14051,9419,23469
276825,18011,0,0.0128464,0.0051557,0,121,121,14051,9419,23469
276826,18011,0,0.0079626,0.0031957,0,75,75,14051,9419,23469
276827,18011,0,0.0498991,0.0200264,0,470,470,14051,9419,23469
276828,18011,0,0.0261174,0.0104819,0,246,246,14051,9419,23469
276829,18011,0,0.0266483,0.010695,0,251,251,14051,9419,23469
276831,18009,0,0.0001579,0.0001458,0,5,5,2638,31662,34300
276832,18009,0,0.0006948,0.0006414,0,22,22,2638,31662,34300
276834,18009,0,0.0003158,0.0002915,0,10,10,2638,31662,34300
276835,18009,0,0.0018003,0.0016618,0,57,57,2638,31662,34300
276838,18009,0,0.0009159,0.0008455,0,29,29,2638,31662,34300
276842,18009,0,0.0003158,0.0002915,0,10,10,2638,31662,34300
276843,18009,0,0.0169288,0.0156268,0,536,536,2638,31662,34300
276844,18009,0,0.0012318,0.001137,0,39,39,2638,31662,34300
276849,18019,0,0.0020664,0.0019853,0,27,27,534,13066,13600
276850,18019,0,0.002143,0.0020588,0,28,28,534,13066,13600
276851,18019,0,0.001148,0.0011029,0,15,15,534,13066,13600
276853,18019,0,0.0062758,0.0060294,0,82,82,534,13066,13600
276854,18019,0,0.009873,0.0094853,0,129,129,534,13066,13600
276855,14061,0,0.0005068,0.0004424,0,8,8,2298,15786,18084
276856,14061,0,0.0022172,0.0019354,0,35,35,2298,15786,18084
276857,14061,0,0.010579,0.0092347,0,167,167,2298,15786,18084
276858,14061,0,0.0010136,0.0008848,0,16,16,2298,15786,18084
276859,14019,0,0.0027137,0.002346,0,16,16,924,5896,6820
276860,14061,0,0.0003167,0.0002765,0,5,5,2298,15786,18084
276861,14019,0,0.0317164,0.0274194,0,187,187,924,5896,6820
276862,14019,0,0.0032225,0.0027859,0,19,19,924,5896,6820
276865,14019,0,0.0049186,0.0042522,0,29,29,924,5896,6820
276867,14115,0,0.0146976,0.0046116,0,26,26,3868,1769,5638
276868,14019,0,0.0100068,0.008651,0,59,59,924,5896,6820
276873,14115,0,0.0022612,0.0007095,0,4,4,3868,1769,5638
276874,14115,0,0.0045223,0.0014189,0,8,8,3868,1769,5638
276875,14115,0,0.0016959,0.0005321,0,3,3,3868,1769,5638
276876,14104,0,0.0064267,0.0045096,0,20,20,1323,3112,4435
276877,14104,0,0.0330977,0.0232244,0,103,103,1323,3112,4435
276878,14104,0,0.0089974,0.0063134,0,28,28,1323,3112,4435
276879,14104,0,0.0157455,0.0110485,0,49,49,1323,3112,4435
276880,14104,0.2698413,0.0067481,0.0852311,357,21,378,1323,3112,4435
276882,14104,0,0.0141388,0.0099211,0,44,44,1323,3112,4435
276883,14104,0,0.0077121,0.0054115,0,24,24,1323,3112,4435
276884,32030,0.0116851,0.0409745,0.0221431,19,37,56,1626,903,2529
276885,32030,0,0.1074197,0.0383551,0,97,97,1626,903,2529
276886,32030,0,0.0852713,0.0304468,0,77,77,1626,903,2529
276887,32030,0,0.166113,0.059312,0,150,150,1626,903,2529
276891,32015,0,0.0035619,0.002486,0,4,4,486,1123,1609
276892,32015,0.808642,0.0071238,0.2492231,393,8,401,486,1123,1609
276895,32044,0,0.0075549,0.004024,0,63,63,7317,8339,15656
276896,32044,0,0.0829836,0.0442003,0,692,692,7317,8339,15656
276899,32044,0,0.0151097,0.008048,0,126,126,7317,8339,15656
276904,1003,0,0.0000728,0.0000369,0,2,2,26656,27480,54136
276905,1003,0,0.0723435,0.0367223,0,1988,1988,26656,27480,54136
276906,1003,0,0.0003275,0.0001662,0,9,9,26656,27480,54136
276907,1003,0,0.0000364,0.0000185,0,1,1,26656,27480,54136
276908,1003,0,0.0001092,0.0000554,0,3,3,26656,27480,54136
276909,1005,0,0.0030144,0.0009539,0,95,95,68074,31515,99590
276913,1005,0,0.0002221,0.0000703,0,7,7,68074,31515,99590
276914,1005,0,0.0001904,0.0000602,0,6,6,68074,31515,99590
276916,1005,0,0.0005712,0.0001807,0,18,18,68074,31515,99590
276917,1005,0.2685019,0.0173885,0.189035,18278,548,18826,68074,31515,99590
276918,1005,0.1834327,0.1666508,0.1781203,12487,5252,17739,68074,31515,99590
276918,1001,0.000081,0,0.0000753,60,0,60,740682,56330,797010
276919,1001,0.0048793,0.0011539,0.004616,3614,65,3679,740682,56330,797010
276919,1005,0.0411023,0.0353482,0.0392811,2798,1114,3912,68074,31515,99590
276920,1001,0.0094886,0.0460323,0.0120714,7028,2593,9621,740682,56330,797010
276920,1005,0,0.0002856,0.0000904,0,9,9,68074,31515,99590
276920,1011,0.1783112,0.1619596,0.1709301,3499,2615,6114,19623,16146,35769
276921,1001,0.0018996,0.0017753,0.0018908,1407,100,1507,740682,56330,797010
276922,1001,0,0.00316,0.0002233,0,178,178,740682,56330,797010
276923,1001,0,0.0051482,0.0003639,0,290,290,740682,56330,797010
276924,1001,0,0.0080064,0.0005659,0,451,451,740682,56330,797010
276925,1010,0,0.0074466,0.0053112,0,100,100,5399,13429,18828
276926,1010,0,0.0002979,0.0002124,0,4,4,5399,13429,18828
276927,1010,0,0.0037978,0.0027087,0,51,51,5399,13429,18828
276928,1010,0,0.0004468,0.0003187,0,6,6,5399,13429,18828
276929,1010,0,0.0004468,0.0003187,0,6,6,5399,13429,18828
276932,1010,0,0.0000745,0.0000531,0,1,1,5399,13429,18828
276937,14064,0,0.0061793,0.0027577,0,83,83,16665,13432,30097
276938,14064,0,0.0299285,0.0133568,0,402,402,16665,13432,30097
276942,32038,0,0.0133019,0.0075883,0,530,530,8240,39844,69844
277866,18015,0,0.0018375,0.0009455,0,88,88,45181,47892,93074
277875,18018,0.6426682,0.0025149,0.5748584,17255,8,17263,26849,3181,30030
277875,18010,0.5432159,0,0.1295612,4456,0,4456,8203,26190,34393
277876,18018,0.1658907,0.0012575,0.1484516,4454,4,4458,26849,3181,30030
277876,18010,0.0146288,0.0000382,0.0035182,120,1,121,8203,26190,34393
277877,18018,0,0.0122603,0.0012987,0,39,39,26849,3181,30030
277878,18011,0,0.0036097,0.0014487,0,34,34,14051,9419,23469
277878,18018,0,0.5718328,0.0605728,0,1819,1819,26849,3181,30030
277879,18011,0,0.1086103,0.0435894,0,1023,1023,14051,9419,23469
277880,18011,0.4687923,0.0011679,0.2811368,6587,11,6598,14051,9419,23469
277881,18010,0,0.0001145,0.0000872,0,3,3,8203,26190,34393
277881,18011,0.4276564,0,0.2560399,6009,0,6009,14051,9419,23469
277882,18011,0,0.0407687,0.016362,0,384,384,14051,9419,23469
277882,18010,0,0.0002291,0.0001745,0,6,6,8203,26190,34393
277883,18011,0,0.0853594,0.034258,0,804,804,14051,9419,23469
277884,18011,0,0.0472449,0.0189612,0,445,445,14051,9419,23469
277885,18011,0,0.1451322,0.058247,0,1367,1367,14051,9419,23469
277887,18011,0,0.0037159,0.0014913,0,35,35,14051,9419,23469
277888,18011,0,0.0419365,0.0168307,0,395,395,14051,9419,23469
277890,18011,0,0.0069009,0.0027696,0,65,65,14051,9419,23469
277891,18009,0,0.0001579,0.0001458,0,5,5,2638,31662,34300
277901,18009,0,0.0031584,0.0029155,0,100,100,2638,31662,34300
277902,18009,0,0.0014213,0.001312,0,45,45,2638,31662,34300
277904,18009,0,0.0079907,0.0073761,0,253,253,2638,31662,34300
277905,18009,0,0.0087171,0.0080466,0,276,276,2638,31662,34300
277908,18019,0,0.0052809,0.0050735,0,69,69,534,13066,13600
277909,18019,0,0.0017603,0.0016912,0,23,23,534,13066,13600
277910,18019,0,0.0052809,0.0050735,0,69,69,534,13066,13600
277913,18019,0,0.0022195,0.0021324,0,29,29,534,13066,13600
277914,14061,0,0.0032307,0.0028202,0,51,51,2298,15786,18084
277916,14061,0,0.0006335,0.000553,0,10,10,2298,15786,18084
277917,14061,0,0.0024072,0.0021013,0,38,38,2298,15786,18084
277918,14061,0,0.0003167,0.0002765,0,5,5,2298,15786,18084
277919,14061,0,0.0027239,0.0023778,0,43,43,2298,15786,18084
277920,14061,0,0.0036108,0.003152,0,57,57,2298,15786,18084
277921,14061,0,0.0007602,0.0006636,0,12,12,2298,15786,18084
277923,14019,0,0.0010176,0.0008798,0,6,6,924,5896,6820
277924,14019,0,0.0020353,0.0017595,0,12,12,924,5896,6820
277925,14115,0,0.1045789,0.0328131,0,185,185,3868,1769,5638
277925,14019,0,0.0022049,0.0019062,0,13,13,924,5896,6820
277932,14115,0,0.0344828,0.0108194,0,61,61,3868,1769,5638
277933,14115,0.1357291,0,0.0931181,525,0,525,3868,1769,5638
277934,14115,0.4451913,0.0197852,0.3116353,1722,35,1757,3868,1769,5638
277936,14104,0,0.4582262,0.3215333,0,1426,1426,1323,3112,4435
277937,14104,0,0.0016067,0.0011274,0,5,5,1323,3112,4435
277938,14104,0,0.0260283,0.0182638,0,81,81,1323,3112,4435
277942,14104,0,0.0151028,0.0105975,0,47,47,1323,3112,4435
277943,14025,0,0.0366081,0.0097839,0,177,177,13256,4835,18091
277944,32030,0,0.0963455,0.0344009,0,87,87,1626,903,2529
277945,14025,0,0.0124095,0.0033166,0,60,60,13256,4835,18091
277945,32030,0,0.1207087,0.0431,0,109,109,1626,903,2529
277946,32030,0,0.0664452,0.0237248,0,60,60,1626,903,2529
277949,32015,0,0.0872663,0.0609074,0,98,98,486,1123,1609
277950,32015,0,0.0213713,0.0149161,0,24,24,486,1123,1609
277951,32015,0,0.0249332,0.0174021,0,28,28,486,1123,1609
277952,32015,0,0.0596616,0.0416408,0,67,67,486,1123,1609
277953,32015,0,0.079252,0.0553139,0,89,89,486,1123,1609
277954,32044,0,0.0148699,0.0079203,0,124,124,7317,8339,15656
277956,32044,0,0.007315,0.0038963,0,61,61,7317,8339,15656
277958,32044,0,0.1374266,0.0731988,0,1146,1146,7317,8339,15656
277963,1003,0,0.0000364,0.0000185,0,1,1,26656,27480,54136
277965,1003,0,0.0144469,0.0073334,0,397,397,26656,27480,54136
277966,1003,0,0.0046215,0.0023459,0,127,127,26656,27480,54136
277968,1003,0,0.0000728,0.0000369,0,2,2,26656,27480,54136
277972,1005,0,0.0000317,0.00001,0,1,1,68074,31515,99590
277975,1005,0,0.0000952,0.0000301,0,3,3,68074,31515,99590
277976,1005,0.2088022,0.0093606,0.1456873,14214,295,14509,68074,31515,99590
277977,1005,0.0427035,0.1485642,0.0762024,2907,4682,7589,68074,31515,99590
277978,1005,0.1148309,0.0587657,0.0970881,7817,1852,9669,68074,31515,99590
277978,1011,0,0.0359222,0.0162152,0,580,580,19623,16146,35769
277979,1011,0,0.1053512,0.0475551,0,1701,1701,19623,16146,35769
277979,1005,0.0000294,0.0326194,0.0103424,2,1028,1030,68074,31515,99590
277980,1011,0,0.1334077,0.0602197,0,2154,2154,19623,16146,35769
277981,1001,0,0.0001953,0.0000138,0,11,11,740682,56330,797010
277981,1011,0,0.0008052,0.0003634,0,13,13,19623,16146,35769
277982,1001,0,0.001793,0.0001267,0,101,101,740682,56330,797010
277985,1010,0,0.0002234,0.0001593,0,3,3,5399,13429,18828
277986,1010,0,0.0583066,0.041587,0,783,783,5399,13429,18828
277988,1010,0,0.0466155,0.0332484,0,626,626,5399,13429,18828
277989,1010,0,0.0263609,0.0188018,0,354,354,5399,13429,18828
277990,1010,0,0.0947204,0.067559,0,1272,1272,5399,13429,18828
277991,1010,0,0.0004468,0.0003187,0,6,6,5399,13429,18828
277992,1002,0,0.0217783,0.0156731,0,713,713,12753,32739,45492
277994,14064,0,0.0055837,0.0024919,0,75,75,16665,13432,30097
277997,14064,0,0.0333532,0.0148852,0,448,448,16665,13432,30097
278002,32038,0,0.0459291,0.0262012,0,1830,1830,8240,39844,69844
278004,32038,0,0.0023592,0.0013459,0,94,94,8240,39844,69844
278005,32038,0,0.0388515,0.0221637,0,1548,1548,8240,39844,69844
278924,18015,0,0.0004385,0.0002256,0,21,21,45181,47892,93074
278930,18018,0,0.3634077,0.0384948,0,1156,1156,26849,3181,30030
278932,18018,0,0.0364665,0.0038628,0,116,116,26849,3181,30030
278933,18018,0,0.0022006,0.0002331,0,7,7,26849,3181,30030
278934,18010,0.0008533,0,0.0002035,7,0,7,8203,26190,34393
278935,18010,0,0.0119129,0.0090716,0,312,312,8203,26190,34393
278936,18010,0,0.0594502,0.0452708,0,1557,1557,8203,26190,34393
278937,18010,0,0.0004582,0.0003489,0,12,12,8203,26190,34393
278938,18010,0,0.0051546,0.0039252,0,135,135,8203,26190,34393
278939,18010,0,0.0053837,0.0040997,0,141,141,8203,26190,34393
278939,18011,0.055085,0,0.0329797,774,0,774,14051,9419,23469
278940,18011,0.0484663,0,0.029017,681,0,681,14051,9419,23469
278941,18010,0,0.0018709,0.0014247,0,49,49,8203,26190,34393
278942,18010,0,0.0245514,0.0186957,0,643,643,8203,26190,34393
278946,18010,0,0.0001527,0.0001163,0,4,4,8203,26190,34393
278946,18011,0,0.0105107,0.0042183,0,99,99,14051,9419,23469
