GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR,Pur+Rur, puT,prT, PobT
"0			fraction",,,,,,,,,,
159308,6001,0,0.2783791,0.0349538,0,1003,1003,24881,3603,28695
159309,6001,0,0.0008326,0.0001045,0,3,3,24881,3603,28695
159310,6001,0,0.0072162,0.0009061,0,26,26,24881,3603,28695
159311,6001,0.0426832,0.0396891,0.0419934,1062,143,1205,24881,3603,28695
159312,6001,0.0001608,0.0024979,0.000453,4,9,13,24881,3603,28695
159313,6009,0,0.0098307,0.0003194,0,36,36,78115,3662,112726
159314,6009,0.5101197,0.0212998,0.3541863,39848,78,39926,78115,3662,112726
159315,6009,0.3095052,0.0931185,0.2175009,24177,341,24518,78115,3662,112726
159316,6009,0,0.0131076,0.0004258,0,48,48,78115,3662,112726
159317,6009,0,0.0040961,0.0001331,0,15,15,78115,3662,112726
159318,6009,0,0.0106499,0.000346,0,39,39,78115,3662,112726
159320,6006,0,0.0145145,0.0054717,0,29,29,2717,1998,5300
159321,6006,0,0.005005,0.0018868,0,10,10,2717,1998,5300
159322,6006,0,0.0645646,0.0243396,0,129,129,2717,1998,5300
159329,16026,0,0.0131004,0.0005692,0,3,3,0,229,5271
159331,16026,0,0.4061135,0.0176437,0,93,93,0,229,5271
159332,16026,0,0.0262009,0.0011383,0,6,6,0,229,5271
159333,16015,0,0.1872233,0.0168039,0,296,296,0,1581,17615
159335,16015,0,0.0733713,0.0065853,0,116,116,0,1581,17615
159336,16015,0,0.0253004,0.0022708,0,40,40,0,1581,17615
159338,16015,0,0.0803289,0.0072098,0,127,127,0,1581,17615
159339,16015,0,0.0126502,0.0011354,0,20,20,0,1581,17615
159340,14087,0,0.0085663,0.0022556,0,38,38,12411,4436,16847
159341,14087,0,0.0038323,0.0010091,0,17,17,12411,4436,16847
159341,16015,0,0.0480708,0.0043145,0,76,76,0,1581,17615
159342,16015,0,0.0056926,0.0005109,0,9,9,0,1581,17615
159343,16015,0,0.0082226,0.000738,0,13,13,0,1581,17615
159345,16015,0,0.0335231,0.0030088,0,53,53,0,1581,17615
159347,16015,0,0.0031626,0.0002838,0,5,5,0,1581,17615
159348,16015,0,0.0037951,0.0003406,0,6,6,0,1581,17615
159349,16015,0,0.0044276,0.0003974,0,7,7,0,1581,17615
159354,16002,0,0.2156558,0.0256568,0,416,416,2232,1929,16214
159356,16002,0,0.0834629,0.0099297,0,161,161,2232,1929,16214
159358,16002,0,0.2846034,0.0338596,0,549,549,2232,1929,16214
159359,16006,0,0.0171444,0.0031541,0,390,390,99011,22748,123649
159366,16006,0,0.0191226,0.003518,0,435,435,99011,22748,123649
159367,16006,0,0.0168366,0.0030975,0,383,383,99011,22748,123649
159368,16064,0,0.0146639,0.0058793,0,149,149,12976,10161,25343
159370,16064,0,0.0756815,0.0303437,0,769,769,12976,10161,25343
159372,16064,0,0.003543,0.0014205,0,36,36,12976,10161,25343
159373,16064,0,0.001181,0.0004735,0,12,12,12976,10161,25343
159373,16055,0,0.0108401,0.0020461,0,92,92,35484,8487,44963
159375,16055,0,0.0016496,0.0003114,0,14,14,35484,8487,44963
159376,16055,0.0720606,0.0004713,0.0569579,2557,4,2561,35484,8487,44963
159377,16055,0.0129636,0,0.0102306,460,0,460,35484,8487,44963
159378,16035,0,0.001023,0.0001832,0,6,6,9395,5865,32757
159378,16055,0,0.0302816,0.0057158,0,257,257,35484,8487,44963
159383,16035,0,0.000341,0.0000611,0,2,2,9395,5865,32757
159384,16035,0,0.0259165,0.0046402,0,152,152,9395,5865,32757
159385,16035,0,0.0018755,0.0003358,0,11,11,9395,5865,32757
159388,16035,0,0.056948,0.0101963,0,334,334,9395,5865,32757
159389,16035,0,0.0465473,0.0083341,0,273,273,9395,5865,32757
159390,16035,0,0.0412617,0.0073877,0,242,242,9395,5865,32757
159391,16035,0,0.059676,0.0106847,0,350,350,9395,5865,32757
159393,16035,0,0.000682,0.0001221,0,4,4,9395,5865,32757
159394,16029,0,0.0023667,0.0023667,0,34,34,0,34,14366
159395,16097,0,0.0024444,0.0006588,0,21,21,9695,8591,31877
159396,16097,0,0.000582,0.0001569,0,5,5,9695,8591,31877
160364,6007,0,0.0000473,0.0000062,0,1,1,140290,21130,161420
160365,6001,0,0.0005551,0.0000697,0,2,2,24881,3603,28695
160365,6007,0,0.0000473,0.0000062,0,1,1,140290,21130,161420
160366,6001,0,0.0002775,0.0000348,0,1,1,24881,3603,28695
160368,6001,0,0.0011102,0.0001394,0,4,4,24881,3603,28695
160369,6001,0,0.0086039,0.0010803,0,31,31,24881,3603,28695
160370,6001,0.4359551,0.0022204,0.3782889,10847,8,10855,24881,3603,28695
160371,6009,0.0097548,0.0051884,0.0069283,762,19,781,78115,3662,112726
160371,6001,0.2663478,0.0338607,0.2351978,6627,122,6749,24881,3603,28695
160372,6009,0.0417333,0.0133807,0.0293544,3260,49,3309,78115,3662,112726
160373,6009,0.0708443,0.0054615,0.0492699,5534,20,5554,78115,3662,112726
160374,6009,0.0095244,0.0163845,0.0071323,744,60,804,78115,3662,112726
160375,6009,0,0.0005461,0.0000177,0,2,2,78115,3662,112726
160377,6009,0,0.00355,0.0001153,0,13,13,78115,3662,112726
160380,6006,0,0.0215215,0.0081132,0,43,43,2717,1998,5300
160382,6006,0,0.0780781,0.029434,0,156,156,2717,1998,5300
160383,6006,0,0.0245245,0.0092453,0,49,49,2717,1998,5300
160387,16026,0,0.5545852,0.0240941,0,127,127,0,229,5271
160391,16015,0,0.0234029,0.0021005,0,37,37,0,1581,17615
160392,16015,0,0.0056926,0.0005109,0,9,9,0,1581,17615
160394,16015,0,0.0524984,0.0047119,0,83,83,0,1581,17615
160395,16015,0,0.0037951,0.0003406,0,6,6,0,1581,17615
160397,16015,0,0.0164453,0.001476,0,26,26,0,1581,17615
160398,14087,0,0.0009017,0.0002374,0,4,4,12411,4436,16847
160400,16015,0,0.0335231,0.0030088,0,53,53,0,1581,17615
160401,16015,0,0.0531309,0.0047687,0,84,84,0,1581,17615
160403,16015,0,0.0215054,0.0019302,0,34,34,0,1581,17615
160407,16015,0,0.0151803,0.0013625,0,24,24,0,1581,17615
160407,16089,0,0.033608,0.0113542,0,261,261,15220,7766,22987
160408,16089,0,0.0091424,0.0030887,0,71,71,15220,7766,22987
160409,16089,0,0.0028329,0.0009571,0,22,22,15220,7766,22987
160411,16089,0,0.0042493,0.0014356,0,33,33,15220,7766,22987
160412,16002,0,0.0020736,0.0002467,0,4,4,2232,1929,16214
160413,16002,0,0.0399171,0.004749,0,77,77,2232,1929,16214
160413,16089,0,0.0185424,0.0062644,0,144,144,15220,7766,22987
160414,16002,0,0.002592,0.0003084,0,5,5,2232,1929,16214
160419,16006,0,0.0012309,0.0002264,0,28,28,99011,22748,123649
160423,16006,0,0.0202216,0.0037202,0,460,460,99011,22748,123649
160424,16006,0,0.0134957,0.0024828,0,307,307,99011,22748,123649
160425,16006,0,0.0000879,0.0000162,0,2,2,99011,22748,123649
160427,16006,0,0.0110339,0.0020299,0,251,251,99011,22748,123649
160430,16064,0,0.0014762,0.0005919,0,15,15,12976,10161,25343
160431,16064,0,0.0051176,0.0020518,0,52,52,12976,10161,25343
160433,16055,0,0.0053022,0.0010008,0,45,45,35484,8487,44963
160434,16055,0,0.0021209,0.0004003,0,18,18,35484,8487,44963
160435,16055,0,0.2195122,0.0414341,0,1863,1863,35484,8487,44963
160437,16035,0,0.000682,0.0001221,0,4,4,9395,5865,32757
160437,16055,0,0.0091905,0.0017348,0,78,78,35484,8487,44963
160443,16035,0,0.0184143,0.003297,0,108,108,9395,5865,32757
160444,16035,0,0.0110827,0.0019843,0,65,65,9395,5865,32757
160445,16035,0,0.1150895,0.0206063,0,675,675,9395,5865,32757
160446,16035,0.9590207,0.0409207,0.2823824,9010,240,9250,9395,5865,32757
160447,16035,0,0.0097187,0.0017401,0,57,57,9395,5865,32757
160449,16035,0,0.113555,0.0203315,0,666,666,9395,5865,32757
160453,16097,0,0.0006984,0.0001882,0,6,6,9695,8591,31877
160454,16097,0,0.0145501,0.0039213,0,125,125,9695,8591,31877
160455,16097,0,0.020603,0.0055526,0,177,177,9695,8591,31877
160456,16097,0,0.0061692,0.0016626,0,53,53,9695,8591,31877
161422,6007,0,0.0000947,0.0000124,0,2,2,140290,21130,161420
161426,6001,0,0.1551485,0.0194807,0,559,559,24881,3603,28695
161427,6001,0,0.0016653,0.0002091,0,6,6,24881,3603,28695
161429,6001,0,0.0055509,0.000697,0,20,20,24881,3603,28695
161430,6001,0.1440859,0.0069387,0.1258059,3585,25,3610,24881,3603,28695
161431,6009,0,0.0005461,0.0000177,0,2,2,78115,3662,112726
161432,6009,0,0.0057346,0.0001863,0,21,21,78115,3662,112726
161433,6009,0,0.0188422,0.0006121,0,69,69,78115,3662,112726
161434,6009,0,0.0043692,0.0001419,0,16,16,78115,3662,112726
161438,6006,0,0.008008,0.0030189,0,16,16,2717,1998,5300
161439,6006,0,0.1476476,0.0556604,0,295,295,2717,1998,5300
161445,6002,0,0.038126,0.0024097,0,354,354,137382,9285,146904
161450,14065,0,0.0403333,0.0175757,0,213,213,6838,5281,12119
161450,16015,0,0.0069576,0.0006245,0,11,11,0,1581,17615
161451,14065,0,0.004734,0.0020629,0,25,25,6838,5281,12119
161451,16015,0,0.0044276,0.0003974,0,7,7,0,1581,17615
161455,16015,0,0.0151803,0.0013625,0,24,24,0,1581,17615
161456,14087,0,0.0051849,0.0013652,0,23,23,12411,4436,16847
161457,14087,0,0.0027051,0.0007123,0,12,12,12411,4436,16847
161458,14087,0,0.001578,0.0004155,0,7,7,12411,4436,16847
161460,14087,0,0.0027051,0.0007123,0,12,12,12411,4436,16847
161460,16015,0,0.1252372,0.0112404,0,198,198,0,1581,17615
161461,16015,0,0.0872865,0.0078342,0,138,138,0,1581,17615
161462,16015,0,0.0177103,0.0015896,0,28,28,0,1581,17615
161464,16089,0,0.0018027,0.000609,0,14,14,15220,7766,22987
161466,16089,0,0.0018027,0.000609,0,14,14,15220,7766,22987
161467,16089,0,0.0088849,0.0030017,0,69,69,15220,7766,22987
161468,16089,0,0.0007726,0.000261,0,6,6,15220,7766,22987
161469,16089,0,0.0088849,0.0030017,0,69,69,15220,7766,22987
161472,16089,0,0.0267834,0.0090486,0,208,208,15220,7766,22987
161473,16089,0,0.0046356,0.0015661,0,36,36,15220,7766,22987
161473,16002,0.7379032,0,0.1015789,1647,0,1647,2232,1929,16214
161474,16002,0.0725806,0,0.0099914,162,0,162,2232,1929,16214
161478,16006,0,0.0003077,0.0000566,0,7,7,99011,22748,123649
161479,16006,0,0.0042202,0.0007764,0,96,96,99011,22748,123649
161480,16006,0,0.0029014,0.0005338,0,66,66,99011,22748,123649
161481,16006,0,0.0099789,0.0018358,0,227,227,99011,22748,123649
161482,16006,0,0.0002198,0.0000404,0,5,5,99011,22748,123649
161484,16006,0,0.016485,0.0030328,0,375,375,99011,22748,123649
161488,16064,0,0.030312,0.0121533,0,308,308,12976,10161,25343
161489,16064,0,0.002362,0.000947,0,24,24,12976,10161,25343
161490,16064,0,0.0002952,0.0001184,0,3,3,12976,10161,25343
161491,16064,0.013024,0.007578,0.0097068,169,77,246,12976,10161,25343
161492,16055,0,0.0445387,0.0084069,0,378,378,35484,8487,44963
161493,16055,0,0.0174384,0.0032916,0,148,148,35484,8487,44963
161494,16055,0,0.0486627,0.0091853,0,413,413,35484,8487,44963
161495,16055,0.0014936,0.1461058,0.028757,53,1240,1293,35484,8487,44963
161497,16035,0,0.0032396,0.00058,0,19,19,9395,5865,32757
161498,16035,0,0.0047741,0.0008548,0,28,28,9395,5865,32757
161500,16035,0,0.001705,0.0003053,0,10,10,9395,5865,32757
161501,16035,0,0.0151748,0.002717,0,89,89,9395,5865,32757
161503,16035,0,0.0068201,0.0012211,0,40,40,9395,5865,32757
161505,16035,0.0406599,0,0.0116616,382,0,382,9395,5865,32757
161506,16035,0.0003193,0,0.0000916,3,0,3,9395,5865,32757
161507,16035,0,0.11526,0.0206368,0,676,676,9395,5865,32757
161509,16009,0,0.0028488,0.0014922,0,52,52,16596,18253,34848
161510,16009,0,0.003835,0.0020087,0,70,70,16596,18253,34848
161511,16097,0,0.0057036,0.0015372,0,49,49,9695,8591,31877
161512,16097,0,0.0151321,0.0040782,0,130,130,9695,8591,31877
161513,16097,0,0.0051216,0.0013803,0,44,44,9695,8591,31877
161514,16097,0,0.001164,0.0003137,0,10,10,9695,8591,31877
161515,16097,0,0.0043068,0.0011607,0,37,37,9695,8591,31877
162478,6007,0,0.0001893,0.0000248,0,4,4,140290,21130,161420
162479,6007,0,0.0004733,0.000062,0,10,10,140290,21130,161420
162483,6007,0,0.0711311,0.0093111,0,1503,1503,140290,21130,161420
162485,6001,0,0.0008326,0.0001045,0,3,3,24881,3603,28695
162486,6001,0,0.0005551,0.0000697,0,2,2,24881,3603,28695
162488,6001,0,0.0005551,0.0000697,0,2,2,24881,3603,28695
162489,6001,0,0.0066611,0.0008364,0,24,24,24881,3603,28695
162490,6001,0,0.003053,0.0003833,0,11,11,24881,3603,28695
162490,6009,0,0.0040961,0.0001331,0,15,15,78115,3662,112726
162491,6009,0,0.4836155,0.0157107,0,1771,1771,78115,3662,112726
162493,6009,0,0.0095576,0.0003105,0,35,35,78115,3662,112726
162496,6006,0.7419949,0.2187187,0.4628302,2016,437,2453,2717,1998,5300
162497,6006,0.2580051,0.0550551,0.1530189,701,110,811,2717,1998,5300
162498,6006,0,0.2447447,0.0922642,0,489,489,2717,1998,5300
162500,6006,0,0.014014,0.005283,0,28,28,2717,1998,5300
162508,14065,0,0.0452566,0.0197211,0,239,239,6838,5281,12119
162509,14065,0,0.0034084,0.0014853,0,18,18,6838,5281,12119
162510,14065,0,0.0011361,0.0004951,0,6,6,6838,5281,12119
162511,14065,0,0.0297292,0.0129549,0,157,157,6838,5281,12119
162513,14065,0,0.0022723,0.0009902,0,12,12,6838,5281,12119
162513,16015,0,0.0069576,0.0006245,0,11,11,0,1581,17615
162514,16015,0,0.0075901,0.0006812,0,12,12,0,1581,17615
162515,14087,0,0.0009017,0.0002374,0,4,4,12411,4436,16847
162516,14087,0,0.0108206,0.0028492,0,48,48,12411,4436,16847
162517,14087,0,0.0024797,0.0006529,0,11,11,12411,4436,16847
162518,14087,0,0.0090171,0.0023743,0,40,40,12411,4436,16847
162520,16015,0,0.001265,0.0001135,0,2,2,0,1581,17615
162521,16015,0,0.0164453,0.001476,0,26,26,0,1581,17615
162522,16089,0,0.0133917,0.0045243,0,104,104,15220,7766,22987
162523,16089,0,0.0025753,0.0008701,0,20,20,15220,7766,22987
162524,16089,0,0.0012877,0.000435,0,10,10,15220,7766,22987
162525,16089,0,0.0007726,0.000261,0,6,6,15220,7766,22987
162526,16089,0,0.0029616,0.0010006,0,23,23,15220,7766,22987
162528,16089,0,0.0508627,0.0171836,0,395,395,15220,7766,22987
162532,16089,0,0.0052794,0.0017836,0,41,41,15220,7766,22987
162532,16002,0.1581541,0,0.0217713,353,0,353,2232,1929,16214
162533,16002,0.031362,0.1041991,0.016714,70,201,271,2232,1929,16214
162533,16089,0,0.0029616,0.0010006,0,23,23,15220,7766,22987
162537,16006,0,0.0109021,0.0020057,0,248,248,99011,22748,123649
162538,16012,0,0.000137,0.0000474,0,2,2,27635,14598,42234
162539,16012,0,0.0173311,0.0059904,0,253,253,27635,14598,42234
162540,16006,0,0.0040004,0.000736,0,91,91,99011,22748,123649
162541,16006,0,0.0324424,0.0059685,0,738,738,99011,22748,123649
162542,16006,0,0.0029014,0.0005338,0,66,66,99011,22748,123649
162543,16006,0,0.0123088,0.0022645,0,280,280,99011,22748,123649
162544,16006,0,0.0122648,0.0022564,0,279,279,99011,22748,123649
162545,16006,0,0.0315193,0.0057987,0,717,717,99011,22748,123649
162547,16006,0,0.0001758,0.0000323,0,4,4,99011,22748,123649
162548,16064,0,0.2134632,0.0855858,0,2169,2169,12976,10161,25343
162549,16064,0,0.0162386,0.0065107,0,165,165,12976,10161,25343
162550,16064,0.680487,0.0037398,0.3499191,8830,38,8868,12976,10161,25343
162551,16055,0,0.2636974,0.0497743,0,2238,2238,35484,8487,44963
162551,16064,0.0034679,0,0.0017756,45,0,45,12976,10161,25343
162553,16055,0.0077218,0.0031813,0.0066944,274,27,301,35484,8487,44963
162554,16055,0.4653647,0.004124,0.3680359,16513,35,16548,35484,8487,44963
162555,16055,0.00062,0,0.0004893,22,0,22,35484,8487,44963
162556,16035,0,0.000341,0.0000611,0,2,2,9395,5865,32757
162558,16035,0,0.0388747,0.0069603,0,228,228,9395,5865,32757
162560,16035,0,0.0248934,0.0044571,0,146,146,9395,5865,32757
162562,16035,0,0.0313726,0.0056171,0,184,184,9395,5865,32757
162563,16035,0,0.1469736,0.026315,0,862,862,9395,5865,32757
162565,16035,0,0.056607,0.0101352,0,332,332,9395,5865,32757
162566,16009,0,0.0252013,0.0132002,0,460,460,16596,18253,34848
162567,16009,0,0.0083822,0.0043905,0,153,153,16596,18253,34848
162570,16097,0,0.0082645,0.0022273,0,71,71,9695,8591,31877
162572,16097,0,0.0024444,0.0006588,0,21,21,9695,8591,31877
162574,16097,0,0.0371319,0.0100072,0,319,319,9695,8591,31877
163535,6007,0.0193599,0.0022243,0.0171168,2716,47,2763,140290,21130,161420
163536,6007,0.0031221,0.0002366,0.0027444,438,5,443,140290,21130,161420
163537,6007,0,0.000142,0.0000186,0,3,3,140290,21130,161420
163538,6007,0,0.0010412,0.0001363,0,22,22,140290,21130,161420
163539,6007,0,0.0009465,0.0001239,0,20,20,140290,21130,161420
163540,6007,0,0.000284,0.0000372,0,6,6,140290,21130,161420
163541,6007,0,0.030336,0.003971,0,641,641,140290,21130,161420
163542,6007,0,0.0425461,0.0055693,0,899,899,140290,21130,161420
163543,6007,0,0.0290582,0.0038037,0,614,614,140290,21130,161420
163544,6007,0,0.0000473,0.0000062,0,1,1,140290,21130,161420
163546,6001,0,0.2908687,0.036522,0,1048,1048,24881,3603,28695
163548,6001,0,0.0005551,0.0000697,0,2,2,24881,3603,28695
163549,6001,0,0.0036081,0.000453,0,13,13,24881,3603,28695
163549,6009,0,0.0002731,0.0000089,0,1,1,78115,3662,112726
163550,6009,0,0.0087384,0.0002839,0,32,32,78115,3662,112726
163552,6009,0,0.2370289,0.0077001,0,868,868,78115,3662,112726
163553,6009,0,0.0027307,0.0000887,0,10,10,78115,3662,112726
163556,6006,0,0.009009,0.0033962,0,18,18,2717,1998,5300
163558,6006,0,0.002002,0.0007547,0,4,4,2717,1998,5300
163561,6002,0,0.0332795,0.0021034,0,309,309,137382,9285,146904
163562,6002,0,0.0001077,0.0000068,0,1,1,137382,9285,146904
163565,14065,0,0.0098466,0.0042908,0,52,52,6838,5281,12119
163567,14065,0,0.0013255,0.0005776,0,7,7,6838,5281,12119
163568,14065,0,0.0337057,0.0146877,0,178,178,6838,5281,12119
163570,14065,0,0.0060595,0.0026405,0,32,32,6838,5281,12119
163571,14065,0,0.0054914,0.0023929,0,29,29,6838,5281,12119
163573,14087,0,0.0054103,0.0014246,0,24,24,12411,4436,16847
163574,14087,0,0.0013526,0.0003561,0,6,6,12411,4436,16847
163575,14087,0,0.0033814,0.0008904,0,15,15,12411,4436,16847
163582,16089,0,0.0271697,0.0091791,0,211,211,15220,7766,22987
163583,16089,0,0.0010301,0.000348,0,8,8,15220,7766,22987
163584,16089,0,0.0972186,0.0328447,0,755,755,15220,7766,22987
163590,16089,0,0.0012877,0.000435,0,10,10,15220,7766,22987
163591,16089,0,0.0001288,0.0000435,0,1,1,15220,7766,22987
163592,16002,0,0.0067392,0.0008018,0,13,13,2232,1929,16214
163592,16089,0,0.0213752,0.0072215,0,166,166,15220,7766,22987
163593,16002,0,0.0254018,0.0030221,0,49,49,2232,1929,16214
163594,16002,0,0.2265422,0.026952,0,437,437,2232,1929,16214
163594,16012,0,0.0530895,0.0183501,0,775,775,27635,14598,42234
163596,16012,0,0.000685,0.0002368,0,10,10,27635,14598,42234
163597,16012,0,0.0006165,0.0002131,0,9,9,27635,14598,42234
163598,16012,0,0.0356898,0.012336,0,521,521,27635,14598,42234
163601,16006,0,0.0607086,0.0111687,0,1381,1381,99011,22748,123649
163602,16006,0,0.0173202,0.0031864,0,394,394,99011,22748,123649
163603,16006,0,0.0127484,0.0023453,0,290,290,99011,22748,123649
163604,16006,0,0.0035608,0.0006551,0,81,81,99011,22748,123649
163605,16006,0,0.0895903,0.0164821,0,2038,2038,99011,22748,123649
163606,16006,0,0.0502901,0.009252,0,1144,1144,99011,22748,123649
163609,16064,0,0.0009842,0.0003946,0,10,10,12976,10161,25343
163612,16055,0,0.0835395,0.0157685,0,709,709,35484,8487,44963
163613,16055,0.4186112,0.0010604,0.3305607,14854,9,14863,35484,8487,44963
163614,16055,0.0211645,0.0020031,0.0170807,751,17,768,35484,8487,44963
163617,16035,0,0.0018755,0.0003358,0,11,11,9395,5865,32757
163617,16033,0,0.0269461,0.010989,0,234,234,12611,8684,21294
163618,16035,0,0.001023,0.0001832,0,6,6,9395,5865,32757
163620,16035,0,0.0001705,0.0000305,0,1,1,9395,5865,32757
163622,16035,0,0.0071611,0.0012822,0,42,42,9395,5865,32757
163623,16009,0,0.0064647,0.0033861,0,118,118,16596,18253,34848
163623,16059,0,0.0099783,0.0083738,0,69,69,1325,6915,8240
163624,16009,0,0.0006574,0.0003444,0,12,12,16596,18253,34848
163625,16009,0,0.00893,0.0046775,0,163,163,16596,18253,34848
163627,16009,0,0.0224621,0.0117654,0,410,410,16596,18253,34848
163628,16009,0,0.0435545,0.0228134,0,795,795,16596,18253,34848
163629,16009,0,0.0176409,0.0092401,0,322,322,16596,18253,34848
163633,16097,0,0.0001164,0.0000314,0,1,1,9695,8591,31877
164594,6007,0.0985958,0,0.0856895,13832,0,13832,140290,21130,161420
164595,6007,0.1133652,0,0.0985256,15904,0,15904,140290,21130,161420
164596,6007,0.0537672,0.0023663,0.0470388,7543,50,7593,140290,21130,161420
164597,6007,0.0078623,0.0960246,0.0194028,1103,2029,3132,140290,21130,161420
164598,6007,0,0.0012305,0.0001611,0,26,26,140290,21130,161420
164607,6001,0.0227483,0.0047183,0.0203171,566,17,583,24881,3603,28695
164608,6001,0.088019,0.1332223,0.0930476,2190,480,2670,24881,3603,28695
164609,6009,0,0.0013654,0.0000444,0,5,5,78115,3662,112726
164610,6009,0,0.0019115,0.0000621,0,7,7,78115,3662,112726
164613,6009,0,0.0180229,0.0005855,0,66,66,78115,3662,112726
164614,6006,0,0.02002,0.0075472,0,40,40,2717,1998,5300
164614,6002,0,0.0003231,0.0000204,0,3,3,137382,9285,146904
164615,6006,0,0.0710711,0.0267925,0,142,142,2717,1998,5300
164617,6006,0,0.0015015,0.000566,0,3,3,2717,1998,5300
164619,6002,0,0.0192784,0.0012185,0,179,179,137382,9285,146904
164623,14065,0,0.0096573,0.0042083,0,51,51,6838,5281,12119
164627,14065,0,0.0301079,0.0131199,0,159,159,6838,5281,12119
164629,14087,0,0.0004509,0.0001187,0,2,2,12411,4436,16847
164630,14087,0,0.0018034,0.0004749,0,8,8,12411,4436,16847
164631,14087,0,0.0054103,0.0014246,0,24,24,12411,4436,16847
164632,14087,0,0.0038323,0.0010091,0,17,17,12411,4436,16847
164633,14087,0,0.001578,0.0004155,0,7,7,12411,4436,16847
164635,14087,0,0.0058611,0.0015433,0,26,26,12411,4436,16847
164642,16089,0,0.0310327,0.0104842,0,241,241,15220,7766,22987
164643,16089,0,0.0272985,0.0092226,0,212,212,15220,7766,22987
164644,16089,0,0.0503477,0.0170096,0,391,391,15220,7766,22987
164645,16089,0,0.0647695,0.0218819,0,503,503,15220,7766,22987
164646,16089,0,0.0691476,0.023361,0,537,537,15220,7766,22987
164647,16089,0,0.0442956,0.014965,0,344,344,15220,7766,22987
164649,16089,0,0.0037342,0.0012616,0,29,29,15220,7766,22987
164652,16002,0,0.0088129,0.0010485,0,17,17,2232,1929,16214
164654,16012,0,0.0210988,0.0072927,0,308,308,27635,14598,42234
164655,16012,0,0.0010275,0.0003552,0,15,15,27635,14598,42234
164656,16012,0,0.0601452,0.0207889,0,878,878,27635,14598,42234
164657,16012,0,0.0002055,0.000071,0,3,3,27635,14598,42234
164657,16006,0,0.0005715,0.0001051,0,13,13,99011,22748,123649
164658,16006,0,0.0001758,0.0000323,0,4,4,99011,22748,123649
164659,16006,0,0.0004396,0.0000809,0,10,10,99011,22748,123649
164660,16006,0,0.0001758,0.0000323,0,4,4,99011,22748,123649
164661,16006,0,0.0542905,0.0099879,0,1235,1235,99011,22748,123649
164662,16006,0.0013433,0.0002638,0.0011241,133,6,139,99011,22748,123649
164663,16006,0.1877973,0.0003956,0.1504501,18594,9,18603,99011,22748,123649
164664,16006,0.0361374,0.0015386,0.0292198,3578,35,3613,99011,22748,123649
164665,16006,0,0.008748,0.0016094,0,199,199,99011,22748,123649
164666,16064,0,0.0183053,0.0073393,0,186,186,12976,10161,25343
164667,16064,0,0.0687924,0.0275816,0,699,699,12976,10161,25343
164669,16064,0,0.1311879,0.0525983,0,1333,1333,12976,10161,25343
164670,16055,0,0.0010604,0.0002002,0,9,9,35484,8487,44963
164672,16055,0,0.0977966,0.0184596,0,830,830,35484,8487,44963
164673,16033,0,0.1374942,0.0560721,0,1194,1194,12611,8684,21294
164674,16033,0,0.0027637,0.0011271,0,24,24,12611,8684,21294
164675,16033,0,0.0131276,0.0053536,0,114,114,12611,8684,21294
164681,16059,0,0.0053507,0.0044903,0,37,37,1325,6915,8240
164682,16059,0,0.0228489,0.0191748,0,158,158,1325,6915,8240
164683,16009,0,0.0130937,0.0068584,0,239,239,16596,18253,34848
164683,16059,0,0.0021692,0.0018204,0,15,15,1325,6915,8240
164684,16009,0,0.0059168,0.0030992,0,108,108,16596,18253,34848
164685,16009,0,0.003068,0.001607,0,56,56,16596,18253,34848
164687,16009,0,0.0263518,0.0138028,0,481,481,16596,18253,34848
164689,16097,0,0.0860203,0.0231829,0,739,739,9695,8591,31877
164690,16097,0,0.2234897,0.0602315,0,1920,1920,9695,8591,31877
164691,16097,0,0.1216389,0.0327823,0,1045,1045,9695,8591,31877
164692,16097,0.2443528,0.002328,0.0749443,2369,20,2389,9695,8591,31877
165653,6007,0.0068145,0,0.0059224,956,0,956,140290,21130,161420
165654,6007,0.0745884,0.0005206,0.0648928,10464,11,10475,140290,21130,161420
165655,6007,0.0169577,0.0000947,0.0147503,2379,2,2381,140290,21130,161420
165656,6007,0.0000428,0,0.0000372,6,0,6,140290,21130,161420
165657,6007,0,0.0002366,0.000031,0,5,5,140290,21130,161420
165659,6007,0,0.0007572,0.0000991,0,16,16,140290,21130,161420
165660,6007,0,0.0000947,0.0000124,0,2,2,140290,21130,161420
165661,6007,0,0.0000473,0.0000062,0,1,1,140290,21130,161420
165668,6009,0,0.0024577,0.0000798,0,9,9,78115,3662,112726
165669,6009,0.0485182,0.0008192,0.033648,3790,3,3793,78115,3662,112726
165672,6009,0,0.0027307,0.0000887,0,10,10,78115,3662,112726
165672,6002,0,0.0004308,0.0000272,0,4,4,137382,9285,146904
165677,6002,0,0.1782445,0.0112659,0,1655,1655,137382,9285,146904
165680,6002,0,0.0015078,0.0000953,0,14,14,137382,9285,146904
165682,14065,0,0.0431736,0.0188134,0,228,228,6838,5281,12119
165684,14065,0,0.0115508,0.0050334,0,61,61,6838,5281,12119
165686,14065,0,0.0284037,0.0123773,0,150,150,6838,5281,12119
165687,14065,0,0.0020829,0.0009077,0,11,11,6838,5281,12119
165689,14087,0,0.0011271,0.0002968,0,5,5,12411,4436,16847
165690,14087,0,0.0096934,0.0025524,0,43,43,12411,4436,16847
165691,14087,0,0.0096934,0.0025524,0,43,43,12411,4436,16847
165694,14087,0,0.0006763,0.0001781,0,3,3,12411,4436,16847
