ID,Lon,lat,cst,pob,UTMX,UTMY,UTMZ
198488,-104.16311,19.92097,6,256,2274321.7742,881649.0616,13
198489,-104.13436,19.92138,6,0,2277321.7742,881649.0616,13
198490,-104.10561,19.92178,6,29,2280321.7742,881649.0616,13
198491,-104.07686,19.92218,6,67,2283321.7742,881649.0616,13
198492,-104.04811,19.92257,6,0,2286321.7742,881649.0616,13
198493,-104.01935,19.92296,6,146,2289321.7742,881649.0616,13
198494,-103.9906,19.92334,6,0,2292321.7742,881649.0616,13
198495,-103.96185,19.92371,6,3,2295321.7742,881649.0616,13
198496,-103.9331,19.92408,6,217,2298321.7742,881649.0616,13
198497,-103.90435,19.92444,6,0,2301321.7742,881649.0616,13
198498,-103.8756,19.9248,6,0,2304321.7742,881649.0616,13
198499,-103.84684,19.92516,6,0,2307321.7742,881649.0616,13
198500,-103.81809,19.9255,6,3,2310321.7742,881649.0616,13
198501,-103.78934,19.92584,6,166,2313321.7742,881649.0616,13
198502,-103.76059,19.92618,6,1456,2316321.7742,881649.0616,13
198503,-103.73183,19.92651,6,1710,2319321.7742,881649.0616,13
198504,-103.70308,19.92684,6,368,2322321.7742,881649.0616,13
198505,-103.67433,19.92716,6,3,2325321.7742,881649.0616,13
198506,-103.64557,19.92747,6,8,2328321.7742,881649.0616,13
198507,-103.61682,19.92778,6,0,2331321.7742,881649.0616,13
198508,-103.58807,19.92809,6,0,2334321.7742,881649.0616,13
198509,-103.55931,19.92838,6,0,2337321.7742,881649.0616,13
198510,-103.53056,19.92868,6,4,2340321.7742,881649.0616,13
198511,-103.50181,19.92897,6,0,2343321.7742,881649.0616,13
198512,-103.47305,19.92925,6,0,2346321.7742,881649.0616,13
198513,-103.4443,19.92952,6,0,2349321.7742,881649.0616,13
198514,-103.41555,19.92979,6,0,2352321.7742,881649.0616,13
198515,-103.38679,19.93006,6,0,2355321.7742,881649.0616,13
198516,-103.35804,19.93032,6,34,2358321.7742,881649.0616,13
198517,-103.32928,19.93058,6,80,2361321.7742,881649.0616,13
198518,-103.30053,19.93082,6,0,2364321.7742,881649.0616,13
198519,-103.27177,19.93107,6,0,2367321.7742,881649.0616,13
198520,-103.24302,19.93131,6,0,2370321.7742,881649.0616,13
198521,-103.21426,19.93154,6,2,2373321.7742,881649.0616,13
198522,-103.18551,19.93177,6,45,2376321.7742,881649.0616,13
198523,-103.15675,19.93199,6,0,2379321.7742,881649.0616,13
198524,-103.128,19.93221,6,0,2382321.7742,881649.0616,13
198525,-103.09924,19.93242,6,299,2385321.7742,881649.0616,13
198526,-103.07049,19.93262,6,447,2388321.7742,881649.0616,13
198527,-103.04173,19.93282,6,1243,2391321.7742,881649.0616,13
198528,-103.01298,19.93302,6,2862,2394321.7742,881649.0616,13
198529,-102.98422,19.93321,6,4,2397321.7742,881649.0616,13
198530,-102.95547,19.93339,6,3103,2400321.7742,881649.0616,13
198531,-102.92671,19.93357,6,1191,2403321.7742,881649.0616,13
198532,-102.89795,19.93374,6,100,2406321.7742,881649.0616,13
198533,-102.8692,19.93391,6,1657,2409321.7742,881649.0616,13
198534,-102.84044,19.93407,6,554,2412321.7742,881649.0616,13
198535,-102.81169,19.93423,6,570,2415321.7742,881649.0616,13
198536,-102.78293,19.93438,6,34,2418321.7742,881649.0616,13
198537,-102.75417,19.93453,6,0,2421321.7742,881649.0616,13
198538,-102.72542,19.93467,6,93,2424321.7742,881649.0616,13
198539,-102.69666,19.9348,6,0,2427321.7742,881649.0616,13
198540,-102.66791,19.93493,6,240,2430321.7742,881649.0616,13
198541,-102.63915,19.93505,6,133,2433321.7742,881649.0616,13
198542,-102.61039,19.93517,6,111,2436321.7742,881649.0616,13
198543,-102.58164,19.93529,6,495,2439321.7742,881649.0616,13
198544,-102.55288,19.93539,6,1788,2442321.7742,881649.0616,13
198545,-102.52412,19.9355,6,0,2445321.7742,881649.0616,13
198546,-102.49537,19.93559,6,0,2448321.7742,881649.0616,13
198547,-102.46661,19.93568,6,0,2451321.7742,881649.0616,13
198548,-102.43785,19.93577,6,1621,2454321.7742,881649.0616,13
198549,-102.4091,19.93585,6,0,2457321.7742,881649.0616,13
198550,-102.38034,19.93592,6,0,2460321.7742,881649.0616,13
198551,-102.35158,19.93599,6,254,2463321.7742,881649.0616,13
198552,-102.32283,19.93606,6,24460,2466321.7742,881649.0616,13
198553,-102.29407,19.93612,6,10482,2469321.7742,881649.0616,13
198554,-102.26531,19.93617,6,3284,2472321.7742,881649.0616,13
198555,-102.23656,19.93622,6,1494,2475321.7742,881649.0616,13
198556,-102.2078,19.93626,6,0,2478321.7742,881649.0616,13
198557,-102.17904,19.9363,6,381,2481321.7742,881649.0616,13
198558,-102.15029,19.93633,6,593,2484321.7742,881649.0616,13
198559,-102.12153,19.93635,6,908,2487321.7742,881649.0616,13
198560,-102.09277,19.93637,6,0,2490321.7742,881649.0616,13
198561,-102.06402,19.93639,6,39,2493321.7742,881649.0616,13
198562,-102.03526,19.9364,6,0,2496321.7742,881649.0616,13
198563,-102.0065,19.9364,6,1028,2499321.7742,881649.0616,13
198564,-101.97774,19.9364,6,0,2502321.7742,881649.0616,14
198565,-101.94899,19.93639,6,0,2505321.7742,881649.0616,14
198566,-101.92023,19.93638,6,0,2508321.7742,881649.0616,14
198567,-101.89147,19.93636,6,0,2511321.7742,881649.0616,14
198568,-101.86272,19.93634,6,1897,2514321.7742,881649.0616,14
198569,-101.83396,19.93631,6,0,2517321.7742,881649.0616,14
198570,-101.8052,19.93628,6,0,2520321.7742,881649.0616,14
198571,-101.77645,19.93624,6,1172,2523321.7742,881649.0616,14
198572,-101.74769,19.93619,6,3273,2526321.7742,881649.0616,14
198573,-101.71893,19.93614,6,149,2529321.7742,881649.0616,14
198574,-101.69018,19.93608,6,0,2532321.7742,881649.0616,14
198575,-101.66142,19.93602,6,103,2535321.7742,881649.0616,14
198576,-101.63266,19.93596,6,223,2538321.7742,881649.0616,14
198577,-101.60391,19.93588,6,0,2541321.7742,881649.0616,14
198578,-101.57515,19.93581,6,577,2544321.7742,881649.0616,14
198579,-101.54639,19.93572,6,0,2547321.7742,881649.0616,14
198580,-101.51763,19.93563,6,0,2550321.7742,881649.0616,14
199494,-105.68732,19.91877,6,0,2115321.7742,884649.0616,13
199495,-105.65857,19.91946,6,0,2118321.7742,884649.0616,13
199496,-105.62983,19.92015,6,0,2121321.7742,884649.0616,13
199497,-105.60108,19.92084,6,0,2124321.7742,884649.0616,13
199498,-105.57234,19.92152,6,0,2127321.7742,884649.0616,13
199499,-105.54359,19.92219,6,0,2130321.7742,884649.0616,13
199500,-105.51485,19.92286,6,0,2133321.7742,884649.0616,13
199501,-105.4861,19.92353,6,0,2136321.7742,884649.0616,13
199502,-105.45736,19.92419,6,0,2139321.7742,884649.0616,13
199503,-105.42861,19.92484,6,10,2142321.7742,884649.0616,13
199504,-105.39987,19.92549,6,0,2145321.7742,884649.0616,13
199505,-105.37112,19.92613,6,6,2148321.7742,884649.0616,13
199506,-105.34237,19.92676,6,337,2151321.7742,884649.0616,13
199507,-105.31362,19.9274,6,279,2154321.7742,884649.0616,13
199508,-105.28488,19.92802,6,31,2157321.7742,884649.0616,13
199509,-105.25613,19.92864,6,7393,2160321.7742,884649.0616,13
199510,-105.22738,19.92926,6,500,2163321.7742,884649.0616,13
199511,-105.19863,19.92986,6,0,2166321.7742,884649.0616,13
199512,-105.16988,19.93047,6,0,2169321.7742,884649.0616,13
199513,-105.14114,19.93107,6,0,2172321.7742,884649.0616,13
199514,-105.11239,19.93166,6,0,2175321.7742,884649.0616,13
199515,-105.08364,19.93225,6,0,2178321.7742,884649.0616,13
199516,-105.05489,19.93283,6,0,2181321.7742,884649.0616,13
199517,-105.02614,19.93341,6,0,2184321.7742,884649.0616,13
199518,-104.99739,19.93398,6,0,2187321.7742,884649.0616,13
199519,-104.96864,19.93454,6,0,2190321.7742,884649.0616,13
199520,-104.93989,19.9351,6,2,2193321.7742,884649.0616,13
199521,-104.91114,19.93566,6,9,2196321.7742,884649.0616,13
199522,-104.88239,19.93621,6,12,2199321.7742,884649.0616,13
199523,-104.85363,19.93675,6,11,2202321.7742,884649.0616,13
199524,-104.82488,19.93729,6,8,2205321.7742,884649.0616,13
199525,-104.79613,19.93782,6,3,2208321.7742,884649.0616,13
199526,-104.76738,19.93835,6,0,2211321.7742,884649.0616,13
199527,-104.73863,19.93887,6,0,2214321.7742,884649.0616,13
199528,-104.70987,19.93939,6,0,2217321.7742,884649.0616,13
199529,-104.68112,19.9399,6,4,2220321.7742,884649.0616,13
199530,-104.65237,19.9404,6,0,2223321.7742,884649.0616,13
199531,-104.62362,19.9409,6,42,2226321.7742,884649.0616,13
199532,-104.59486,19.9414,6,2,2229321.7742,884649.0616,13
199533,-104.56611,19.94189,6,0,2232321.7742,884649.0616,13
199534,-104.53736,19.94237,6,0,2235321.7742,884649.0616,13
199535,-104.5086,19.94285,6,0,2238321.7742,884649.0616,13
199536,-104.47985,19.94332,6,0,2241321.7742,884649.0616,13
199537,-104.45109,19.94379,6,118,2244321.7742,884649.0616,13
199538,-104.42234,19.94425,6,45,2247321.7742,884649.0616,13
199539,-104.39359,19.94471,6,6,2250321.7742,884649.0616,13
199540,-104.36483,19.94516,6,0,2253321.7742,884649.0616,13
199541,-104.33608,19.94561,6,113,2256321.7742,884649.0616,13
199542,-104.30732,19.94605,6,0,2259321.7742,884649.0616,13
199543,-104.27857,19.94648,6,6029,2262321.7742,884649.0616,13
199544,-104.24981,19.94691,6,1460,2265321.7742,884649.0616,13
199545,-104.22105,19.94733,6,0,2268321.7742,884649.0616,13
199546,-104.1923,19.94775,6,4,2271321.7742,884649.0616,13
199547,-104.16354,19.94817,6,0,2274321.7742,884649.0616,13
199548,-104.13479,19.94857,6,0,2277321.7742,884649.0616,13
199549,-104.10603,19.94897,6,0,2280321.7742,884649.0616,13
199550,-104.07727,19.94937,6,1,2283321.7742,884649.0616,13
199551,-104.04852,19.94976,6,76,2286321.7742,884649.0616,13
199552,-104.01976,19.95015,6,0,2289321.7742,884649.0616,13
199553,-103.991,19.95053,6,163,2292321.7742,884649.0616,13
199554,-103.96224,19.9509,6,0,2295321.7742,884649.0616,13
199555,-103.93349,19.95127,6,0,2298321.7742,884649.0616,13
199556,-103.90473,19.95164,6,0,2301321.7742,884649.0616,13
199557,-103.87597,19.95199,6,0,2304321.7742,884649.0616,13
199558,-103.84721,19.95235,6,0,2307321.7742,884649.0616,13
199559,-103.81846,19.9527,6,0,2310321.7742,884649.0616,13
199560,-103.7897,19.95304,6,23,2313321.7742,884649.0616,13
199561,-103.76094,19.95337,6,5980,2316321.7742,884649.0616,13
199562,-103.73218,19.95371,6,0,2319321.7742,884649.0616,13
199563,-103.70342,19.95403,6,990,2322321.7742,884649.0616,13
199564,-103.67466,19.95435,6,3,2325321.7742,884649.0616,13
199565,-103.6459,19.95467,6,15,2328321.7742,884649.0616,13
199566,-103.61715,19.95498,6,14,2331321.7742,884649.0616,13
199567,-103.58839,19.95528,6,0,2334321.7742,884649.0616,13
199568,-103.55963,19.95558,6,0,2337321.7742,884649.0616,13
199569,-103.53087,19.95587,6,951,2340321.7742,884649.0616,13
199570,-103.50211,19.95616,6,0,2343321.7742,884649.0616,13
199571,-103.47335,19.95644,6,0,2346321.7742,884649.0616,13
199572,-103.44459,19.95672,6,255,2349321.7742,884649.0616,13
199573,-103.41583,19.95699,6,0,2352321.7742,884649.0616,13
199574,-103.38707,19.95725,6,58,2355321.7742,884649.0616,13
199575,-103.35831,19.95751,6,0,2358321.7742,884649.0616,13
199576,-103.32955,19.95777,6,1,2361321.7742,884649.0616,13
199577,-103.30079,19.95802,6,0,2364321.7742,884649.0616,13
199578,-103.27203,19.95826,6,15,2367321.7742,884649.0616,13
199579,-103.24327,19.9585,6,7,2370321.7742,884649.0616,13
199580,-103.21451,19.95873,6,0,2373321.7742,884649.0616,13
199581,-103.18575,19.95896,6,5,2376321.7742,884649.0616,13
199582,-103.15699,19.95918,6,0,2379321.7742,884649.0616,13
199583,-103.12823,19.9594,6,0,2382321.7742,884649.0616,13
199584,-103.09946,19.95961,6,2,2385321.7742,884649.0616,13
199585,-103.0707,19.95982,6,133,2388321.7742,884649.0616,13
199586,-103.04194,19.96002,6,2,2391321.7742,884649.0616,13
199587,-103.01318,19.96021,6,34,2394321.7742,884649.0616,13
199588,-102.98442,19.9604,6,288,2397321.7742,884649.0616,13
199589,-102.95566,19.96059,6,65,2400321.7742,884649.0616,13
199590,-102.9269,19.96076,6,258,2403321.7742,884649.0616,13
199591,-102.89813,19.96094,6,0,2406321.7742,884649.0616,13
199592,-102.86937,19.9611,6,48,2409321.7742,884649.0616,13
199593,-102.84061,19.96127,6,73,2412321.7742,884649.0616,13
199594,-102.81185,19.96142,6,200,2415321.7742,884649.0616,13
199595,-102.78309,19.96157,6,521,2418321.7742,884649.0616,13
199596,-102.75433,19.96172,6,139,2421321.7742,884649.0616,13
199597,-102.72556,19.96186,6,5,2424321.7742,884649.0616,13
199598,-102.6968,19.962,6,119,2427321.7742,884649.0616,13
199599,-102.66804,19.96213,6,807,2430321.7742,884649.0616,13
199600,-102.63928,19.96225,6,483,2433321.7742,884649.0616,13
199601,-102.61052,19.96237,6,131,2436321.7742,884649.0616,13
199602,-102.58175,19.96248,6,317,2439321.7742,884649.0616,13
199603,-102.55299,19.96259,6,0,2442321.7742,884649.0616,13
199604,-102.52423,19.96269,6,0,2445321.7742,884649.0616,13
199605,-102.49547,19.96279,6,75,2448321.7742,884649.0616,13
199606,-102.4667,19.96288,6,692,2451321.7742,884649.0616,13
199607,-102.43794,19.96296,6,9348,2454321.7742,884649.0616,13
199608,-102.40918,19.96304,6,425,2457321.7742,884649.0616,13
199609,-102.38042,19.96312,6,4,2460321.7742,884649.0616,13
199610,-102.35165,19.96319,6,1548,2463321.7742,884649.0616,13
199611,-102.32289,19.96325,6,8378,2466321.7742,884649.0616,13
199612,-102.29413,19.96331,6,25217,2469321.7742,884649.0616,13
199613,-102.26537,19.96336,6,16466,2472321.7742,884649.0616,13
199614,-102.2366,19.96341,6,290,2475321.7742,884649.0616,13
199615,-102.20784,19.96345,6,0,2478321.7742,884649.0616,13
199616,-102.17908,19.96349,6,0,2481321.7742,884649.0616,13
199617,-102.15032,19.96352,6,0,2484321.7742,884649.0616,13
199618,-102.12155,19.96355,6,415,2487321.7742,884649.0616,13
199619,-102.09279,19.96357,6,100,2490321.7742,884649.0616,13
199620,-102.06403,19.96358,6,3099,2493321.7742,884649.0616,13
199621,-102.03527,19.96359,6,61,2496321.7742,884649.0616,13
199622,-102.0065,19.9636,6,0,2499321.7742,884649.0616,13
199623,-101.97774,19.96359,6,394,2502321.7742,884649.0616,14
199624,-101.94898,19.96359,6,0,2505321.7742,884649.0616,14
199625,-101.92021,19.96358,6,0,2508321.7742,884649.0616,14
199626,-101.89145,19.96356,6,0,2511321.7742,884649.0616,14
199627,-101.86269,19.96353,6,0,2514321.7742,884649.0616,14
199628,-101.83393,19.96351,6,826,2517321.7742,884649.0616,14
199629,-101.80516,19.96347,6,0,2520321.7742,884649.0616,14
199630,-101.7764,19.96343,6,723,2523321.7742,884649.0616,14
199631,-101.74764,19.96339,6,827,2526321.7742,884649.0616,14
199632,-101.71888,19.96334,6,0,2529321.7742,884649.0616,14
199633,-101.69011,19.96328,6,0,2532321.7742,884649.0616,14
199634,-101.66135,19.96322,6,0,2535321.7742,884649.0616,14
199635,-101.63259,19.96315,6,543,2538321.7742,884649.0616,14
199636,-101.60383,19.96308,6,0,2541321.7742,884649.0616,14
199637,-101.57506,19.963,6,86,2544321.7742,884649.0616,14
199638,-101.5463,19.96292,6,278,2547321.7742,884649.0616,14
199639,-101.51754,19.96283,6,393,2550321.7742,884649.0616,14
200553,-105.68806,19.94595,6,0,2115321.7742,887649.0616,13
200554,-105.65931,19.94665,6,0,2118321.7742,887649.0616,13
200555,-105.63056,19.94734,6,0,2121321.7742,887649.0616,13
200556,-105.60181,19.94803,6,0,2124321.7742,887649.0616,13
200557,-105.57306,19.94871,6,0,2127321.7742,887649.0616,13
200558,-105.54431,19.94938,6,0,2130321.7742,887649.0616,13
200559,-105.51555,19.95005,6,0,2133321.7742,887649.0616,13
200560,-105.4868,19.95071,6,0,2136321.7742,887649.0616,13
200561,-105.45805,19.95137,6,0,2139321.7742,887649.0616,13
200562,-105.4293,19.95203,6,264,2142321.7742,887649.0616,13
200563,-105.40055,19.95267,6,0,2145321.7742,887649.0616,13
200564,-105.37179,19.95331,6,767,2148321.7742,887649.0616,13
200565,-105.34304,19.95395,6,1039,2151321.7742,887649.0616,13
200566,-105.31429,19.95458,6,1142,2154321.7742,887649.0616,13
200567,-105.28554,19.95521,6,11,2157321.7742,887649.0616,13
200568,-105.25678,19.95583,6,1191,2160321.7742,887649.0616,13
200569,-105.22803,19.95644,6,0,2163321.7742,887649.0616,13
200570,-105.19927,19.95705,6,5,2166321.7742,887649.0616,13
200571,-105.17052,19.95766,6,75,2169321.7742,887649.0616,13
200572,-105.14177,19.95825,6,0,2172321.7742,887649.0616,13
200573,-105.11301,19.95885,6,0,2175321.7742,887649.0616,13
200574,-105.08426,19.95944,6,0,2178321.7742,887649.0616,13
200575,-105.0555,19.96002,6,0,2181321.7742,887649.0616,13
200576,-105.02675,19.96059,6,4,2184321.7742,887649.0616,13
200577,-104.99799,19.96117,6,0,2187321.7742,887649.0616,13
200578,-104.96923,19.96173,6,34,2190321.7742,887649.0616,13
200579,-104.94048,19.96229,6,77,2193321.7742,887649.0616,13
200580,-104.91172,19.96285,6,7,2196321.7742,887649.0616,13
200581,-104.88296,19.9634,6,0,2199321.7742,887649.0616,13
200582,-104.85421,19.96394,6,5,2202321.7742,887649.0616,13
200583,-104.82545,19.96448,6,0,2205321.7742,887649.0616,13
200584,-104.79669,19.96501,6,128,2208321.7742,887649.0616,13
200585,-104.76793,19.96554,6,0,2211321.7742,887649.0616,13
200586,-104.73918,19.96606,6,0,2214321.7742,887649.0616,13
200587,-104.71042,19.96658,6,48,2217321.7742,887649.0616,13
200588,-104.68166,19.96709,6,0,2220321.7742,887649.0616,13
200589,-104.6529,19.96759,6,82,2223321.7742,887649.0616,13
200590,-104.62414,19.96809,6,15,2226321.7742,887649.0616,13
200591,-104.59538,19.96859,6,0,2229321.7742,887649.0616,13
200592,-104.56662,19.96908,6,0,2232321.7742,887649.0616,13
200593,-104.53787,19.96956,6,0,2235321.7742,887649.0616,13
200594,-104.50911,19.97004,6,0,2238321.7742,887649.0616,13
200595,-104.48035,19.97051,6,0,2241321.7742,887649.0616,13
200596,-104.45159,19.97098,6,22,2244321.7742,887649.0616,13
200597,-104.42283,19.97144,6,0,2247321.7742,887649.0616,13
200598,-104.39407,19.9719,6,342,2250321.7742,887649.0616,13
200599,-104.3653,19.97235,6,153,2253321.7742,887649.0616,13
200600,-104.33654,19.9728,6,0,2256321.7742,887649.0616,13
200601,-104.30778,19.97324,6,2,2259321.7742,887649.0616,13
200602,-104.27902,19.97367,6,1718,2262321.7742,887649.0616,13
200603,-104.25026,19.9741,6,336,2265321.7742,887649.0616,13
200604,-104.2215,19.97453,6,0,2268321.7742,887649.0616,13
200605,-104.19274,19.97494,6,4,2271321.7742,887649.0616,13
200606,-104.16398,19.97536,6,200,2274321.7742,887649.0616,13
200607,-104.13521,19.97577,6,0,2277321.7742,887649.0616,13
200608,-104.10645,19.97617,6,0,2280321.7742,887649.0616,13
200609,-104.07769,19.97656,6,37,2283321.7742,887649.0616,13
200610,-104.04893,19.97696,6,8,2286321.7742,887649.0616,13
200611,-104.02016,19.97734,6,0,2289321.7742,887649.0616,13
200612,-103.9914,19.97772,6,0,2292321.7742,887649.0616,13
200613,-103.96264,19.9781,6,0,2295321.7742,887649.0616,13
200614,-103.93387,19.97847,6,0,2298321.7742,887649.0616,13
200615,-103.90511,19.97883,6,0,2301321.7742,887649.0616,13
200616,-103.87635,19.97919,6,0,2304321.7742,887649.0616,13
200617,-103.84758,19.97954,6,0,2307321.7742,887649.0616,13
200618,-103.81882,19.97989,6,0,2310321.7742,887649.0616,13
200619,-103.79006,19.98023,6,0,2313321.7742,887649.0616,13
200620,-103.76129,19.98057,6,322,2316321.7742,887649.0616,13
200621,-103.73253,19.9809,6,684,2319321.7742,887649.0616,13
200622,-103.70376,19.98122,6,74,2322321.7742,887649.0616,13
200623,-103.675,19.98154,6,2,2325321.7742,887649.0616,13
200624,-103.64624,19.98186,6,2060,2328321.7742,887649.0616,13
200625,-103.61747,19.98217,6,33,2331321.7742,887649.0616,13
200626,-103.58871,19.98247,6,43,2334321.7742,887649.0616,13
200627,-103.55994,19.98277,6,0,2337321.7742,887649.0616,13
200628,-103.53118,19.98306,6,112,2340321.7742,887649.0616,13
200629,-103.50241,19.98335,6,0,2343321.7742,887649.0616,13
200630,-103.47364,19.98363,6,0,2346321.7742,887649.0616,13
200631,-103.44488,19.98391,6,20,2349321.7742,887649.0616,13
200632,-103.41611,19.98418,6,0,2352321.7742,887649.0616,13
200633,-103.38735,19.98445,6,116,2355321.7742,887649.0616,13
200634,-103.35858,19.98471,6,95,2358321.7742,887649.0616,13
200635,-103.32982,19.98496,6,0,2361321.7742,887649.0616,13
200636,-103.30105,19.98521,6,0,2364321.7742,887649.0616,13
200637,-103.27228,19.98546,6,3051,2367321.7742,887649.0616,13
200638,-103.24352,19.9857,6,1919,2370321.7742,887649.0616,13
200639,-103.21475,19.98593,6,0,2373321.7742,887649.0616,13
200640,-103.18598,19.98616,6,0,2376321.7742,887649.0616,13
200641,-103.15722,19.98638,6,288,2379321.7742,887649.0616,13
200642,-103.12845,19.9866,6,0,2382321.7742,887649.0616,13
200643,-103.09968,19.98681,6,295,2385321.7742,887649.0616,13
200644,-103.07092,19.98701,6,0,2388321.7742,887649.0616,13
200645,-103.04215,19.98721,6,690,2391321.7742,887649.0616,13
200646,-103.01338,19.98741,6,8507,2394321.7742,887649.0616,13
200647,-102.98462,19.9876,6,0,2397321.7742,887649.0616,13
200648,-102.95585,19.98778,6,1293,2400321.7742,887649.0616,13
200649,-102.92708,19.98796,6,0,2403321.7742,887649.0616,13
200650,-102.89832,19.98813,6,163,2406321.7742,887649.0616,13
200651,-102.86955,19.9883,6,1533,2409321.7742,887649.0616,13
200652,-102.84078,19.98846,6,173,2412321.7742,887649.0616,13
200653,-102.81201,19.98862,6,237,2415321.7742,887649.0616,13
200654,-102.78325,19.98877,6,5,2418321.7742,887649.0616,13
200655,-102.75448,19.98892,6,33,2421321.7742,887649.0616,13
200656,-102.72571,19.98906,6,19268,2424321.7742,887649.0616,13
200657,-102.69694,19.98919,6,4948,2427321.7742,887649.0616,13
200658,-102.66817,19.98932,6,2267,2430321.7742,887649.0616,13
200659,-102.63941,19.98944,6,0,2433321.7742,887649.0616,13
200660,-102.61064,19.98956,6,3692,2436321.7742,887649.0616,13
200661,-102.58187,19.98968,6,0,2439321.7742,887649.0616,13
200662,-102.5531,19.98978,6,0,2442321.7742,887649.0616,13
200663,-102.52433,19.98989,6,0,2445321.7742,887649.0616,13
200664,-102.49557,19.98998,6,0,2448321.7742,887649.0616,13
200665,-102.4668,19.99007,6,1434,2451321.7742,887649.0616,13
200666,-102.43803,19.99016,6,403,2454321.7742,887649.0616,13
200667,-102.40926,19.99024,6,0,2457321.7742,887649.0616,13
200668,-102.38049,19.99031,6,0,2460321.7742,887649.0616,13
200669,-102.35172,19.99038,6,322,2463321.7742,887649.0616,13
200670,-102.32296,19.99045,6,1344,2466321.7742,887649.0616,13
200671,-102.29419,19.99051,6,59283,2469321.7742,887649.0616,13
200672,-102.26542,19.99056,6,29661,2472321.7742,887649.0616,13
200673,-102.23665,19.99061,6,3540,2475321.7742,887649.0616,13
200674,-102.20788,19.99065,6,2162,2478321.7742,887649.0616,13
200675,-102.17911,19.99069,6,877,2481321.7742,887649.0616,13
200676,-102.15035,19.99072,6,0,2484321.7742,887649.0616,13
200677,-102.12158,19.99074,6,143,2487321.7742,887649.0616,13
200678,-102.09281,19.99076,6,12,2490321.7742,887649.0616,13
200679,-102.06404,19.99078,6,844,2493321.7742,887649.0616,13
200680,-102.03527,19.99079,6,67,2496321.7742,887649.0616,13
200681,-102.0065,19.99079,6,592,2499321.7742,887649.0616,13
200682,-101.97774,19.99079,6,596,2502321.7742,887649.0616,14
200683,-101.94897,19.99078,6,0,2505321.7742,887649.0616,14
200684,-101.9202,19.99077,6,0,2508321.7742,887649.0616,14
200685,-101.89143,19.99075,6,0,2511321.7742,887649.0616,14
200686,-101.86266,19.99073,6,0,2514321.7742,887649.0616,14
200687,-101.83389,19.9907,6,292,2517321.7742,887649.0616,14
200688,-101.80512,19.99067,6,220,2520321.7742,887649.0616,14
200689,-101.77636,19.99063,6,2494,2523321.7742,887649.0616,14
200690,-101.74759,19.99058,6,2912,2526321.7742,887649.0616,14
200691,-101.71882,19.99053,6,881,2529321.7742,887649.0616,14
200692,-101.69005,19.99048,6,880,2532321.7742,887649.0616,14
200693,-101.66128,19.99041,6,979,2535321.7742,887649.0616,14
200694,-101.63251,19.99035,6,1598,2538321.7742,887649.0616,14
200695,-101.60375,19.99027,6,0,2541321.7742,887649.0616,14
200696,-101.57498,19.9902,6,0,2544321.7742,887649.0616,14
200697,-101.54621,19.99011,6,0,2547321.7742,887649.0616,14
200698,-101.51744,19.99002,6,769,2550321.7742,887649.0616,14
201612,-105.6888,19.97314,6,0,2115321.7742,890649.0616,13
201613,-105.66004,19.97384,6,0,2118321.7742,890649.0616,13
201614,-105.63128,19.97453,6,0,2121321.7742,890649.0616,13
201615,-105.60253,19.97521,6,0,2124321.7742,890649.0616,13
201616,-105.57377,19.97589,6,0,2127321.7742,890649.0616,13
201617,-105.54502,19.97657,6,0,2130321.7742,890649.0616,13
201618,-105.51626,19.97724,6,0,2133321.7742,890649.0616,13
201619,-105.4875,19.9779,6,0,2136321.7742,890649.0616,13
201620,-105.45874,19.97856,6,0,2139321.7742,890649.0616,13
201621,-105.42999,19.97921,6,0,2142321.7742,890649.0616,13
201622,-105.40123,19.97986,6,8,2145321.7742,890649.0616,13
201623,-105.37247,19.9805,6,207,2148321.7742,890649.0616,13
201624,-105.34371,19.98114,6,4,2151321.7742,890649.0616,13
201625,-105.31495,19.98177,6,369,2154321.7742,890649.0616,13
201626,-105.28619,19.9824,6,0,2157321.7742,890649.0616,13
201627,-105.25744,19.98302,6,0,2160321.7742,890649.0616,13
201628,-105.22868,19.98363,6,0,2163321.7742,890649.0616,13
201629,-105.19992,19.98424,6,0,2166321.7742,890649.0616,13
201630,-105.17116,19.98485,6,0,2169321.7742,890649.0616,13
201631,-105.1424,19.98544,6,42,2172321.7742,890649.0616,13
201632,-105.11364,19.98604,6,0,2175321.7742,890649.0616,13
201633,-105.08487,19.98662,6,0,2178321.7742,890649.0616,13
201634,-105.05611,19.98721,6,0,2181321.7742,890649.0616,13
201635,-105.02735,19.98778,6,0,2184321.7742,890649.0616,13
201636,-104.99859,19.98835,6,1,2187321.7742,890649.0616,13
201637,-104.96983,19.98892,6,0,2190321.7742,890649.0616,13
201638,-104.94107,19.98948,6,15,2193321.7742,890649.0616,13
201639,-104.9123,19.99004,6,6,2196321.7742,890649.0616,13
201640,-104.88354,19.99059,6,0,2199321.7742,890649.0616,13
201641,-104.85478,19.99113,6,2,2202321.7742,890649.0616,13
201642,-104.82602,19.99167,6,21,2205321.7742,890649.0616,13
201643,-104.79725,19.9922,6,44,2208321.7742,890649.0616,13
201644,-104.76849,19.99273,6,0,2211321.7742,890649.0616,13
201645,-104.73973,19.99325,6,35,2214321.7742,890649.0616,13
201646,-104.71096,19.99377,6,56,2217321.7742,890649.0616,13
201647,-104.6822,19.99428,6,0,2220321.7742,890649.0616,13
