GRIDCODE,CID,Fracc,Fracv
159307,6001,0.006256708,0.00263269
159308,6001,0.033286366,0.014006195
159309,6001,0.000198485,8.35181E-05
159309,6001,0.032656466,0.013741146
159310,6001,0.035756248,0.015045468
159311,6001,0.053698153,0.02259504
159312,6001,0.027352426,0.011509319
159312,6009,0.008997348,0.004773234
159313,6009,0.01907358,0.010118833
159314,6009,0.010514169,0.005577932
159315,6009,0.011772348,0.006245415
159316,6009,0.018585432,0.009859863
159317,6009,0.007643272,0.004054876
159318,6009,0.001748818,0.000927775
159320,6006,0.003313311,0.000553607
159321,6006,0.001403271,0.000234466
159322,6006,0.003203544,0.000535266
159323,6006,0.000901054,0.000150553
159325,6002,0.0031522,0.001180564
159326,16026,0.000286637,9.45987E-06
159326,16026,9.83711E-05,3.24653E-06
159326,6002,0.02655179,0.009944198
159327,16026,0.09514128,0.003139941
159327,6002,3.07973E-08,1.15342E-08
159327,6002,0.005355314,0.002005677
159328,16026,3.80344E-07,1.25525E-08
159332,16026,0.117871846,0.003890116
159332,16015,0.003246921,0.00026614
159333,16026,0.048985518,0.001616666
159333,16015,0.013867506,0.001136676
159334,16015,0.004375954,0.000358683
159335,16015,0.005745667,0.000470954
159352,16002,0.017157188,0.001949182
159352,16002,0.000526759,5.98437E-05
159352,16089,0.002151419,0.001077995
159352,16089,8.25337E-05,4.13545E-05
159353,16002,0.024760033,0.002812921
159354,16002,0.034340744,0.00390136
159355,16002,0.018251745,0.002073532
159356,16002,0.000205682,2.3367E-05
159357,16002,0.031501569,0.003578809
159358,16002,0.048185933,0.005474275
159359,16002,0.00546279,0.000620613
159359,16006,0.001852395,0.00053603
159359,16006,0.012160841,0.003519
159360,16006,0.009154025,0.002648913
159365,16006,6.83027E-05,1.97649E-05
159365,16006,0.002196531,0.000635613
159366,16006,0.006723475,0.001945581
159367,16006,0.01037744,0.003002934
159367,16006,0.000775165,0.000224311
159368,16006,0.002738739,0.000792513
159368,16006,0.005550911,0.001606275
159368,16064,0.003429741,0.001282494
159368,16064,0.000687635,0.00025713
159369,16064,0.002749675,0.001028195
159369,16064,0.003330689,0.001245455
159370,16064,0.014383097,0.005378319
159371,16064,0.003125712,0.001168808
159371,16064,0.002673098,0.00099956
159372,16064,0.009232441,0.003452317
159373,16055,0.006218675,0.003598619
159373,16064,0.006425398,0.00240267
159374,16055,0.034781817,0.020127519
159375,16055,0.042536709,0.024615114
