GRIDCODE,CVE_ENTCVE_MUN,LTMxC,Lcelda,Frac
180512,14108,1069091.828,473.2458151,0.000442662
180513,14087,1917258.727,795.4138899,0.00041487
180513,14087,1917258.727,1086.233325,0.000566555
180513,14087,1917258.727,345.516762,0.000180214
180513,14108,1069091.828,1590.860684,0.001488049
180513,14108,1069091.828,6282.041625,0.005876054
180514,14087,1917258.727,5095.085499,0.002657485
180514,14087,1917258.727,1154.232705,0.000602022
180514,14108,1069091.828,985.9977695,0.000922276
180515,14087,1917258.727,1207.043809,0.000629568
180515,14087,1917258.727,221.7380353,0.000115654
180515,14087,1917258.727,2657.949898,0.001386328
180515,14087,1917258.727,3863.860404,0.002015305
180515,14087,1917258.727,586.1316183,0.000305713
180516,14087,1917258.727,11570.53914,0.006034939
180517,14087,1917258.727,2772.168546,0.001445902
180544,16068,595121.3745,1846.559286,0.003102828
180545,16068,595121.3745,5784.068116,0.00971914
180558,16102,1479255.895,6476.239424,0.004378039
180562,16102,1479255.895,1011.544614,0.00068382
180562,16111,287484.3319,5859.743029,0.020382826
180563,16111,287484.3319,6500.027248,0.022610023
180564,16090,235989.6142,1325.65327,0.005617422
180564,16090,235989.6142,3638.442557,0.015417808
180564,16090,235989.6142,431.6270244,0.001829009
180564,16090,235989.6142,1316.550902,0.005578851
180564,16111,287484.3319,758.9273337,0.002639891
180564,16111,287484.3319,3575.143493,0.012435959
180565,16090,235989.6142,104.776746,0.000443989
180569,16066,969512.2733,963.2241809,0.000993514
180569,16066,969512.2733,1485.560598,0.001532276
180570,16066,969512.2733,1922.508463,0.001982965
180574,16066,969512.2733,7860.185119,0.00810736
180577,16066,969512.2733,948.8118278,0.000978649
181512,14043,2103248.574,6.96527387,3.31167E-06
181513,14043,2103248.574,3798.666067,0.001806095
181513,14043,2103248.574,2665.624041,0.001267384
181513,14043,2103248.574,6460.178728,0.003071524
181527,14043,2103248.574,6305.713135,0.002998083
181527,14043,2103248.574,1192.662465,0.000567057
181528,14043,2103248.574,5294.918914,0.002517496
181530,14021,743660.6999,1238.7065,0.001665688
181531,14021,743660.6999,2743.754559,0.003689525
181531,14043,2103248.574,2912.481242,0.001384754
181534,14027,1238870.439,248.3689223,0.00020048
181534,14027,1238870.439,741.3868332,0.000598438
181535,14027,1238870.439,7460.207153,0.006021782
181536,14027,1238870.439,1397.711323,0.001128214
181543,14027,1238870.439,4918.844642,0.003970427
181544,14027,1238870.439,2898.078667,0.002339291
181545,14027,1238870.439,5806.41457,0.004686862
181546,14027,1238870.439,4187.888472,0.003380409
181546,14027,1238870.439,2655.211296,0.002143252
181547,06008,1325491.833,3620.611971,0.002731523
181547,14027,1238870.439,3684.5268,0.002974102
181548,06008,1325491.833,5168.353601,0.003899197
181555,14099,1305230.922,1679.650863,0.001286861
181555,14122,1406261.52,5639.15791,0.004010035
181556,14122,1406261.52,2726.408644,0.001938764
181568,14108,1069091.828,648.2336305,0.00060634
181569,14108,1069091.828,6621.144771,0.006193242
181570,14108,1069091.828,5614.298442,0.005251465
181571,14108,1069091.828,6564.04065,0.006139829
181573,14087,1917258.727,3966.801957,0.002068997
181573,14087,1917258.727,1623.716816,0.000846895
181574,14087,1917258.727,6111.093979,0.003187412
181604,16068,595121.3745,6996.241883,0.011755992
181613,16102,1479255.895,1048.820106,0.000709019
181614,16102,1479255.895,7707.355994,0.005210293
181615,16102,1479255.895,4686.768704,0.003168329
181615,16102,1479255.895,1135.908183,0.000767892
181616,16102,1479255.895,562.0978672,0.000379987
181617,16102,1479255.895,6415.99417,0.004337312
181623,16090,235989.6142,1806.956028,0.00765693
181624,16090,235989.6142,4209.048071,0.017835734
181624,16090,235989.6142,2629.615278,0.011142928
181624,16090,235989.6142,1055.628875,0.004473201
181625,16090,235989.6142,15392.18347,0.065223987
181626,16066,969512.2733,2743.847909,0.002830132
181626,16079,815980.2241,140.0012157,0.000171574
181626,16090,235989.6142,3483.242763,0.014760153
181627,16066,969512.2733,5187.631959,0.005350765
181627,16066,969512.2733,646.0618129,0.000666378
181627,16066,969512.2733,2178.933286,0.002247453
181627,16066,969512.2733,1358.462381,0.001401181
181627,16079,815980.2241,1135.648217,0.001391759
181628,16066,969512.2733,6665.925416,0.006875545
181629,16066,969512.2733,8215.969862,0.008474333
181630,16066,969512.2733,6802.566595,0.007016483
181631,16066,969512.2733,2026.544297,0.002090272
181633,16066,969512.2733,6841.546498,0.007056689
181634,16066,969512.2733,2223.315599,0.002293231
181636,16039,14440.2133,520.5090047,0.036045798
181636,16066,969512.2733,3292.934236,0.003396485
182571,14043,2103248.574,939.6002141,0.000446738
182572,14043,2103248.574,7323.385417,0.00348194
182585,14043,2103248.574,222.7447418,0.000105905
182587,14043,2103248.574,761.6111139,0.000362112
182588,14043,2103248.574,6053.919971,0.002878366
182589,14021,743660.6999,1726.572412,0.002321721
182589,14021,743660.6999,1999.276167,0.002688425
182589,14043,2103248.574,4518.986459,0.002148575
182589,14043,2103248.574,504.9414108,0.000240077
182589,14043,2103248.574,17.61032186,8.37292E-06
182590,14021,743660.6999,464.030907,0.000623982
182590,14021,743660.6999,3248.741662,0.004368581
182590,14021,743660.6999,3245.97654,0.004364862
182593,14021,743660.6999,360.5258545,0.000484799
182593,14027,1238870.439,6584.597337,0.005315001
182593,14027,1238870.439,83.35656329,6.72843E-05
182599,14027,1238870.439,244.2366614,0.000197145
182614,14122,1406261.52,2643.313571,0.001879674
182615,14122,1406261.52,4422.225832,0.003144668
182628,14108,1069091.828,6925.10704,0.006477561
182628,14108,1069091.828,3389.175109,0.003170144
182628,14108,1069091.828,2088.210736,0.001953257
182628,14108,1069091.828,395.1846795,0.000369645
182628,14108,1069091.828,368.0643728,0.000344278
182629,14108,1069091.828,356.0244931,0.000333016
182629,14108,1069091.828,2513.021193,0.002350613
182629,14108,1069091.828,2933.418615,0.002743842
182629,14108,1069091.828,1959.098411,0.001832488
182629,14108,1069091.828,1295.444848,0.001211725
182629,14108,1069091.828,997.2300596,0.000932782
182632,14087,1917258.727,2489.319885,0.001298375
182632,14087,1917258.727,2473.122949,0.001289927
182633,14087,1917258.727,5256.597227,0.002741726
182635,14085,1845666.352,139.9873649,7.58465E-05
182635,14121,519375.299,32.32704743,6.22422E-05
182643,14056,680314.1276,4964.624134,0.007297547
182644,14056,680314.1276,9209.708798,0.013537436
182645,14056,680314.1276,8219.113195,0.01208135
182646,14056,680314.1276,64.90228888,9.54005E-05
182646,14056,680314.1276,6855.06709,0.010076326
182661,16068,595121.3745,7854.756368,0.013198579
182663,16068,595121.3745,462.107562,0.000776493
182663,16068,595121.3745,4181.343219,0.007026034
182664,16068,595121.3745,4516.016679,0.007588396
182664,16068,595121.3745,2263.166784,0.003802866
182664,16068,595121.3745,2966.478626,0.004984662
182671,16102,1479255.895,4040.675316,0.002731559
182672,16102,1479255.895,7389.668205,0.004995531
182674,16102,1479255.895,3835.14533,0.002592618
182675,16102,1479255.895,6405.174233,0.004329997
182676,16102,1479255.895,4359.421246,0.002947037
182676,16102,1479255.895,4197.29058,0.002837434
182676,16102,1479255.895,538.9824008,0.00036436
182686,16066,969512.2733,7075.023236,0.007297508
182689,16032,164521.3069,3525.345437,0.021427896
182689,16066,969512.2733,989.5268677,0.001020644
182689,16066,969512.2733,2697.29332,0.002782114
182690,16066,969512.2733,5248.67768,0.00541373
182690,16066,969512.2733,6470.01568,0.006673475
182690,16066,969512.2733,208.7010804,0.000215264
182691,16066,969512.2733,6527.869855,0.006733148
182691,16066,969512.2733,6406.537773,0.006608001
182692,16066,969512.2733,4612.892542,0.004757952
182692,16066,969512.2733,1121.281029,0.001156541
182692,16066,969512.2733,1250.450926,0.001289773
182692,16066,969512.2733,100.0277765,0.000103173
182692,16066,969512.2733,968.431469,0.000998885
182692,16066,969512.2733,1310.693826,0.001351911
182693,16066,969512.2733,9524.647055,0.009824163
182694,16066,969512.2733,12473.96067,0.012866223
182695,16066,969512.2733,12123.38797,0.012504626
183630,14043,2103248.574,4454.200894,0.002117772
183630,14043,2103248.574,260.8239981,0.00012401
183630,14043,2103248.574,2751.57821,0.001308252
183641,14043,2103248.574,231.0855689,0.000109871
183649,14021,743660.6999,1240.331416,0.001667873
183649,14021,743660.6999,1243.044177,0.001671521
183649,14021,743660.6999,3825.119469,0.005143635
183650,14021,743660.6999,2794.204844,0.003757365
183651,14021,743660.6999,593.1630474,0.000797626
183652,14021,743660.6999,8074.752149,0.010858113
183671,14099,1305230.922,6487.33206,0.004970256
183672,14099,1305230.922,6242.744426,0.004782866
183673,14099,1305230.922,1706.215702,0.001307214
183673,14122,1406261.52,1635.778307,0.001163211
183674,14122,1406261.52,8124.466491,0.005777351
183687,14108,1069091.828,4300.539653,0.00402261
183687,14108,1069091.828,1433.115548,0.001340498
183687,14108,1069091.828,2299.502002,0.002150893
183688,14108,1069091.828,4315.108897,0.004036238
183688,14108,1069091.828,1527.977704,0.00142923
183689,14108,1069091.828,1867.720783,0.001747016
183689,14108,1069091.828,691.2727395,0.000646598
183689,14108,1069091.828,2455.643612,0.002296944
183689,14108,1069091.828,2331.693697,0.002181004
183689,14108,1069091.828,2130.265684,0.001992594
183690,14108,1069091.828,1230.581799,0.001151053
183691,14087,1917258.727,2710.640462,0.00141381
183692,14087,1917258.727,411.4488456,0.000214603
183692,14121,519375.299,3971.33528,0.007646369
183695,14085,1845666.352,346.8789531,0.000187942
183701,14085,1845666.352,8299.391558,0.004496691
183702,14056,680314.1276,1184.210666,0.001740682
183702,14085,1845666.352,3893.794328,0.002109696
183705,14056,680314.1276,6755.76085,0.009930355
183706,14056,680314.1276,2173.027215,0.003194153
183719,16068,595121.3745,1544.650225,0.002595521
183719,16075,800378.2851,2062.391583,0.002576771
183720,16068,595121.3745,4209.711192,0.007073702
183720,16068,595121.3745,90.53459356,0.000152128
183720,16075,800378.2851,2165.735568,0.00270589
183720,16075,800378.2851,2241.287876,0.002800286
183721,16068,595121.3745,3761.730925,0.006320947
183722,16068,595121.3745,4808.26046,0.008079462
183723,16068,595121.3745,6200.64618,0.010419129
183723,16068,595121.3745,1000.18841,0.001680646
183723,16068,595121.3745,2842.163611,0.004775771
183724,16068,595121.3745,6954.844482,0.01168643
183725,16068,595121.3745,928.2265837,0.001559727
183725,16102,1479255.895,5861.650474,0.003962567
183726,16102,1479255.895,7793.045502,0.00526822
183727,16075,800378.2851,3251.858555,0.004062902
183727,16075,800378.2851,2030.253916,0.002536618
183727,16102,1479255.895,4316.58783,0.002918081
183727,16102,1479255.895,292.1902136,0.000197525
183727,16102,1479255.895,241.2422607,0.000163084
183728,16075,800378.2851,1405.997751,0.001756667
183728,16102,1479255.895,963.7654324,0.00065152
183729,16102,1479255.895,3562.910421,0.002408583
183729,16102,1479255.895,1176.780873,0.000795522
183729,16102,1479255.895,3204.026227,0.002165972
183729,16102,1479255.895,1255.68797,0.000848865
183730,16102,1479255.895,351.6044319,0.00023769
183730,16102,1479255.895,1105.984032,0.000747662
183730,16102,1479255.895,4215.953783,0.00285005
183734,16102,1479255.895,658.1246454,0.000444902
183735,16102,1479255.895,7755.80734,0.005243046
183735,16102,1479255.895,1962.082714,0.001326398
183739,16056,479236.0853,1186.374946,0.002475554
183740,16056,479236.0853,2239.507442,0.004673078
183744,16066,969512.2733,887.8287946,0.000915748
183744,16090,235989.6142,3968.708091,0.0168173
183745,16066,969512.2733,2260.807959,0.002331902
183747,16032,164521.3069,2584.322591,0.015708133
183748,16032,164521.3069,6282.226205,0.038184879
183750,16066,969512.2733,704.1202144,0.000726262
183751,16066,969512.2733,4234.487636,0.004367647
183751,16100,105798.1629,2727.788045,0.025782943
183752,16066,969512.2733,1632.742769,0.001684087
183752,16066,969512.2733,382.0710973,0.000394086
183752,16066,969512.2733,6275.135544,0.006472466
183752,16066,969512.2733,942.9864395,0.00097264
184689,14043,2103248.574,6535.746816,0.003107453
184700,14043,2103248.574,76.15722138,3.62093E-05
184709,14021,743660.6999,2409.104412,0.003239521
184709,14021,743660.6999,4515.076752,0.00607142
184709,14021,743660.6999,3596.410973,0.004836091
184710,14021,743660.6999,1487.349938,0.002000038
184710,14021,743660.6999,6093.236792,0.008193571
184730,14099,1305230.922,7159.089857,0.005484922
184730,14099,1305230.922,50.02755396,3.83285E-05
184731,14099,1305230.922,1603.925466,0.001228844
184732,14122,1406261.52,2842.309918,0.002021182
184733,14122,1406261.52,6487.498757,0.004613295
184739,14108,1069091.828,273.9301685,0.000256227
184739,14113,1699663.294,849.2811128,0.000499676
184740,14108,1069091.828,4142.747769,0.003875016
184740,14113,1699663.294,7171.406329,0.00421931
184744,14108,1069091.828,42.33848254,3.96023E-05
184745,14108,1069091.828,7827.482937,0.007321619
184746,14108,1069091.828,6304.547869,0.005897106
184746,14108,1069091.828,1822.142596,0.001704384
184748,14108,1069091.828,2320.604884,0.002170632
184748,14108,1069091.828,4120.186114,0.003853912
184751,14108,1069091.828,88.97440822,8.32243E-05
184751,14121,519375.299,6847.927449,0.013184931
184754,14085,1845666.352,6039.521088,0.003272271
184755,14085,1845666.352,912.8407257,0.000494586
184759,14085,1845666.352,3919.240265,0.002123483
184760,14085,1845666.352,5363.809457,0.002906164
184765,14056,680314.1276,7242.649238,0.010646037
184779,16075,800378.2851,450.5719303,0.000562949
184779,16075,800378.2851,949.0128217,0.001185705
184779,16075,800378.2851,423.8008918,0.000529501
184779,16075,800378.2851,829.7787206,0.001036733
184780,16068,595121.3745,770.0457985,0.001293931
184780,16075,800378.2851,3656.052236,0.004567905
184780,16075,800378.2851,2441.673078,0.003050649
184780,16075,800378.2851,2149.75105,0.002685919
184780,16075,800378.2851,1689.029535,0.002110289
184780,16075,800378.2851,2757.256175,0.003444941
184781,16068,595121.3745,78.3133405,0.000131592
184781,16075,800378.2851,5848.996458,0.00730779
184781,16075,800378.2851,431.631227,0.000539284
184781,16075,800378.2851,626.5093653,0.000782767
184782,16068,595121.3745,2633.265454,0.004424754
184782,16075,800378.2851,6091.103373,0.007610281
184782,16075,800378.2851,3076.601639,0.003843934
184785,16075,800378.2851,4532.474054,0.005662915
184785,16102,1479255.895,3266.022312,0.002207882
184786,16075,800378.2851,2539.389533,0.003172737
184787,16075,800378.2851,3142.255597,0.003925963
184787,16102,1479255.895,1621.986943,0.001096488
184788,16102,1479255.895,6032.895812,0.004078331
184793,16065,371628.7594,1202.119567,0.003234732
184793,16102,1479255.895,6575.974782,0.004445461
184798,16056,479236.0853,394.46452,0.000823111
184798,16056,479236.0853,2288.210841,0.004774705
184799,16056,479236.0853,5678.814027,0.011849721
184799,16056,479236.0853,5660.652681,0.011811825
184800,16056,479236.0853,461.4352648,0.000962856
184800,16056,479236.0853,739.5439738,0.001543173
184802,16056,479236.0853,4654.946797,0.009713264
184802,16090,235989.6142,221.3736948,0.000938065
184803,16090,235989.6142,1605.066347,0.006801428
184803,16090,235989.6142,3176.912764,0.013462087
184806,16032,164521.3069,313.136523,0.001903319
184806,16032,164521.3069,3507.358489,0.021318567
184806,16032,164521.3069,2566.611256,0.015600479
184806,16032,164521.3069,2331.082236,0.014168877
184810,16100,105798.1629,2851.070713,0.026948206
184811,16066,969512.2733,212.4995403,0.000219182
184811,16100,105798.1629,905.1054716,0.008555021
184811,16100,105798.1629,5464.060678,0.051646083
184811,16100,105798.1629,3482.463506,0.032916106
185747,14043,2103248.574,2236.822871,0.001063509
185748,14043,2103248.574,4770.853622,0.002268326
185768,14021,743660.6999,1925.480624,0.002589192
185768,14021,743660.6999,1789.257224,0.002406013
185769,14021,743660.6999,4661.278966,0.006268018
185769,14021,743660.6999,691.2003207,0.000929457
185769,14021,743660.6999,864.2147,0.001162109
185787,14099,1305230.922,1064.187403,0.000815325
185787,14099,1305230.922,460.7481519,0.000353001
185788,14099,1305230.922,3355.535419,0.002570837
185789,14099,1305230.922,402.2115318,0.000308154
185789,14099,1305230.922,3526.210863,0.002701599
185789,14099,1305230.922,170.4296408,0.000130574
185789,14099,1305230.922,6974.639101,0.005343605
185790,14099,1305230.922,3880.035892,0.002972682
185791,14099,1305230.922,3832.103423,0.002935958
185792,14099,1305230.922,6661.183795,0.005103452
185793,14099,1305230.922,92.63336226,7.09709E-05
185793,14099,1305230.922,6764.497488,0.005182606
185794,14099,1305230.922,2370.315719,0.001816013
185799,14113,1699663.294,728.0197789,0.000428332
185800,14108,1069091.828,5195.373694,0.004859614
185800,14113,1699663.294,2574.031066,0.001514436
185801,14108,1069091.828,3878.857373,0.00362818
185802,14023,526359.2842,1874.078606,0.003560455
185802,14108,1069091.828,331.033284,0.00030964
185803,14023,526359.2842,1229.502341,0.002335861
185803,14108,1069091.828,6514.815229,0.006093785
185804,14108,1069091.828,3505.519144,0.003278969
185805,14108,1069091.828,2815.815362,0.002633839
185807,14108,1069091.828,3136.429087,0.002933732
185808,14108,1069091.828,1727.054361,0.001615441
185808,14121,519375.299,3932.329698,0.007571268
185809,14121,519375.299,6347.178961,0.012220795
185810,14121,519375.299,2127.329319,0.004095939
185812,14085,1845666.352,4434.183964,0.002402484
185813,14085,1845666.352,7452.529114,0.004037853
185818,14085,1845666.352,2133.512862,0.001155958
185818,14085,1845666.352,4718.718078,0.002556647
185823,14056,680314.1276,7172.890337,0.010543498
185824,14056,680314.1276,535.5270192,0.000787176
185837,16075,800378.2851,9261.390497,0.011571267
185838,16075,800378.2851,2784.644144,0.00347916
185838,16075,800378.2851,119.2113363,0.000148944
185838,16075,800378.2851,165.6577456,0.000206974
185838,16095,570757.3144,754.2071344,0.001321415
185838,16095,570757.3144,1086.770904,0.001904086
185839,16075,800378.2851,3008.890165,0.003759335
185841,16075,800378.2851,7991.654025,0.009984846
185841,16075,800378.2851,251.7422541,0.000314529
185842,16075,800378.2851,3330.109858,0.00416067
185843,16075,800378.2851,7109.369151,0.008882511
185843,16075,800378.2851,189.2643423,0.000236469
185843,16075,800378.2851,1289.343632,0.001610918
185844,16075,800378.2851,2221.280661,0.002775289
185847,16021,317590.3171,123.1131999,0.000387648
185847,16021,317590.3171,1146.481663,0.003609939
185847,16102,1479255.895,2343.966502,0.001584558
185847,16102,1479255.895,3980.789992,0.002691076
185847,16102,1479255.895,2417.061664,0.001633971
185848,16021,317590.3171,5830.273898,0.018357845
185849,16021,317590.3171,2502.338668,0.00787914
185849,16021,317590.3171,1187.531724,0.003739194
185849,16021,317590.3171,593.765862,0.001869597
185849,16021,317590.3171,1410.125011,0.004440076
185850,16021,317590.3171,153.2243179,0.000482459
185850,16065,371628.7594,146.9103977,0.000395315
185850,16102,1479255.895,2881.432609,0.001947893
185851,16102,1479255.895,883.2370295,0.000597082
185852,16065,371628.7594,4293.110354,0.011552148
185852,16065,371628.7594,968.4284902,0.002605903
185852,16065,371628.7594,1457.34992,0.003921521
185852,16065,371628.7594,2597.589998,0.006989744
185853,16065,371628.7594,2966.62673,0.00798277
185857,16056,479236.0853,1025.692385,0.002140265
185858,16056,479236.0853,6176.98326,0.012889228
185858,16056,479236.0853,754.849844,0.001575111
185859,16056,479236.0853,2400.722956,0.005009479
185859,16056,479236.0853,1342.163263,0.002800631
185860,16056,479236.0853,6446.607014,0.01345184
185861,16056,479236.0853,4451.756838,0.009289277
185865,16032,164521.3069,1715.95533,0.010429988
185866,16032,164521.3069,2177.616109,0.013236073
185866,16032,164521.3069,4037.446759,0.024540571
185866,16032,164521.3069,2511.303882,0.015264308
185867,16032,164521.3069,417.941889,0.002540351
185867,16032,164521.3069,4416.071824,0.026841945
185867,16032,164521.3069,1804.630194,0.010968976
185870,16100,105798.1629,6895.100602,0.065172215
186804,14043,2103248.574,1405.261861,0.000668139
186805,14043,2103248.574,6679.066881,0.003175596
186806,14043,2103248.574,5996.386648,0.002851012
186825,14021,743660.6999,2315.980844,0.003114298
186825,14068,366093.0846,40.28625296,0.000110044
186826,14021,743660.6999,4672.429691,0.006283013
186826,14021,743660.6999,2017.699888,0.0027132
186826,14021,743660.6999,191.5034215,0.000257515
186826,14021,743660.6999,410.0143176,0.000551346
186826,14021,743660.6999,1798.055718,0.002417844
186827,14021,743660.6999,4791.713418,0.006443414
186828,14021,743660.6999,4000.146903,0.005378995
186828,14021,743660.6999,2089.116894,0.002809234
186828,14021,743660.6999,3054.849798,0.004107854
186829,14021,743660.6999,1145.218253,0.001539974
186829,14021,743660.6999,6203.413228,0.008341725
186829,14021,743660.6999,3772.62727,0.005073049
186829,14021,743660.6999,448.7345108,0.000603413
186845,14106,762411.0982,5725.464272,0.007509681
186846,14099,1305230.922,3001.939301,0.00229993
186846,14099,1305230.922,2027.97226,0.001553727
186846,14106,762411.0982,504.4966834,0.000661712
186847,14099,1305230.922,4015.18775,0.003076228
186847,14099,1305230.922,3702.043881,0.002836313
186848,14099,1305230.922,2531.860945,0.00193978
186848,14099,1305230.922,283.6025314,0.000217281
186848,14099,1305230.922,125.5494926,9.61895E-05
186849,14099,1305230.922,2651.078247,0.002031118
186850,14099,1305230.922,3591.039941,0.002751268
186853,14099,1305230.922,1969.918237,0.001509249
186853,14113,1699663.294,4840.870998,0.002848135
186856,14113,1699663.294,3180.886145,0.00187148
186857,14113,1699663.294,1856.225067,0.001092113
186858,14113,1699663.294,4612.012684,0.002713486
186858,14113,1699663.294,6649.664026,0.003912342
186859,14113,1699663.294,421.0634531,0.000247733
186860,14108,1069091.828,2773.840947,0.002594577
186860,14113,1699663.294,3294.072591,0.001938074
186861,14023,526359.2842,2799.627592,0.005318853
186861,14023,526359.2842,2196.734841,0.004173451
186861,14023,526359.2842,677.0118774,0.001286216
186861,14023,526359.2842,3658.794849,0.006951136
186861,14023,526359.2842,55.22517762,0.000104919
186861,14023,526359.2842,786.2440157,0.00149374
186861,14023,526359.2842,448.3877679,0.000851866
186861,14108,1069091.828,1557.545721,0.001456887
186861,14113,1699663.294,1387.397199,0.000816278
186862,14023,526359.2842,1826.49412,0.003470052
186863,14023,526359.2842,200.526042,0.000380968
186863,14108,1069091.828,1502.274808,0.001405188
186863,14121,519375.299,372.732856,0.000717656
186863,14121,519375.299,4229.302062,0.008143056
186863,14121,519375.299,246.5821198,0.000474767
186863,14121,519375.299,260.2197612,0.000501025
186864,14121,519375.299,1220.485117,0.00234991
186864,14121,519375.299,5826.87561,0.011219008
186865,14121,519375.299,2344.877845,0.004514804
186865,14121,519375.299,4442.876476,0.00855427
186865,14121,519375.299,2809.412633,0.005409215
186865,14121,519375.299,766.3897493,0.001475599
186865,14121,519375.299,1214.267555,0.002337939
186865,14121,519375.299,301.0443419,0.000579628
186865,14121,519375.299,2150.037073,0.00413966
186866,14121,519375.299,1747.869886,0.003365331
186866,14121,519375.299,275.3266586,0.000530111
186866,14121,519375.299,484.1746894,0.000932225
186866,14121,519375.299,3620.288413,0.006970467
186866,14121,519375.299,1984.069443,0.003820107
186866,14121,519375.299,1315.250877,0.002532371
186867,14121,519375.299,2475.084603,0.004765503
186867,14121,519375.299,3598.866132,0.006929221
186868,14121,519375.299,3959.80784,0.007624174
186868,14121,519375.299,2650.643339,0.005103522
186868,14121,519375.299,2397.378692,0.004615889
186871,14085,1845666.352,7293.0154,0.003951427
186877,14085,1845666.352,6983.06294,0.003783491
186882,14056,680314.1276,6211.504621,0.009130348
186882,14069,990806.7094,3066.836146,0.003095292
186897,16095,570757.3144,3508.392393,0.006146907
186897,16095,570757.3144,1257.015975,0.002202365
186897,16095,570757.3144,443.7958688,0.000777556
186897,16095,570757.3144,1516.239105,0.002656539
186897,16095,570757.3144,841.5431101,0.001474432
186897,16095,570757.3144,4453.130913,0.007802144
186898,16095,570757.3144,476.5302065,0.000834909
186899,16075,800378.2851,157.813653,0.000197174
186900,16075,800378.2851,504.4653973,0.000630284
186902,16075,800378.2851,5367.421913,0.006706106
186902,16075,800378.2851,759.5174202,0.000948948
186905,16021,317590.3171,188.1180583,0.000592329
186905,16021,317590.3171,633.9959545,0.00199627
186906,16021,317590.3171,6562.602048,0.020663735
186907,16021,317590.3171,509.7760483,0.001605137
186910,16065,371628.7594,3190.214131,0.008584411
186910,16065,371628.7594,3645.335268,0.009809077
186910,16065,371628.7594,2787.824913,0.007501639
186910,16065,371628.7594,1568.97328,0.004221883
186910,16102,1479255.895,378.5008314,0.000255872
186911,16065,371628.7594,395.7078024,0.001064793
186911,16065,371628.7594,2005.864418,0.005397495
186911,16065,371628.7594,120.2028957,0.000323449
186912,16065,371628.7594,5693.707985,0.015320956
186913,16065,371628.7594,1236.75244,0.003327924
186913,16065,371628.7594,1014.820776,0.002730738
186913,16065,371628.7594,1050.387743,0.002826444
186917,16056,479236.0853,2374.512798,0.004954787
186917,16056,479236.0853,3359.438259,0.007009986
186918,16056,479236.0853,4168.525777,0.008698272
186918,16056,479236.0853,484.2845288,0.001010534
186918,16056,479236.0853,2860.311777,0.005968482
186918,16056,479236.0853,76.95802934,0.000160585
186918,16056,479236.0853,848.5918178,0.001770718
186918,16056,479236.0853,1179.432192,0.002461067
186923,16032,164521.3069,115.4471802,0.000701716
186926,16032,164521.3069,7933.139468,0.048219526
186929,16100,105798.1629,1405.091933,0.013280873
186929,16100,105798.1629,3453.317155,0.032640615
186930,16073,244994.2072,759.3282323,0.003099372
186930,16100,105798.1629,6550.642986,0.061916415
186931,16073,244994.2072,650.2366848,0.00265409
187863,14043,2103248.574,7429.630137,0.003532455
187883,14068,366093.0846,1096.158253,0.002994206
187884,14068,366093.0846,6452.405435,0.01762504
187885,14021,743660.6999,4934.65173,0.006635623
187886,14021,743660.6999,7001.198466,0.009414506
187886,14021,743660.6999,616.6078802,0.000829152
187887,14021,743660.6999,1576.135976,0.002119429
187888,14021,743660.6999,6659.686099,0.008955275
187901,14106,762411.0982,7407.048552,0.009715295
187902,14106,762411.0982,7631.149614,0.010009232
187902,14106,762411.0982,3129.399082,0.004104609
187904,14106,762411.0982,6806.566575,0.008927686
187907,14099,1305230.922,5744.237067,0.004400935
187908,14099,1305230.922,4468.693459,0.00342368
187908,14113,1699663.294,1946.114658,0.001145
187909,14099,1305230.922,1401.729245,0.001073932
187909,14113,1699663.294,4949.820802,0.002912236
187910,14113,1699663.294,2432.985565,0.001431451
187912,14113,1699663.294,6159.522392,0.003623966
187912,14113,1699663.294,4444.968862,0.002615206
187913,14113,1699663.294,1220.428256,0.000718041
187913,14113,1699663.294,1248.129144,0.000734339
187913,14113,1699663.294,5100.414698,0.003000838
187914,14113,1699663.294,6741.858297,0.003966585
187915,14113,1699663.294,4134.598928,0.002432599
187916,14113,1699663.294,8820.620474,0.005189628
187917,14113,1699663.294,3463.908805,0.002037997
187917,14113,1699663.294,1043.682018,0.000614052
187917,14113,1699663.294,1241.417448,0.00073039
187918,14113,1699663.294,7115.849214,0.004186623
187919,14023,526359.2842,7421.229312,0.014099171
187919,14113,1699663.294,678.7121983,0.000399322
187920,14023,526359.2842,1001.946586,0.001903541
187921,14023,526359.2842,7206.176584,0.013690604
187922,14023,526359.2842,33.4884171,6.36227E-05
187922,14023,526359.2842,7835.080168,0.014885422
187922,14023,526359.2842,315.7021799,0.000599785
187922,14023,526359.2842,435.5284577,0.000827436
187922,14023,526359.2842,108.9726209,0.000207031
187922,14023,526359.2842,382.7839396,0.000727229
187922,14023,526359.2842,5.275212864,1.00221E-05
187922,14023,526359.2842,6355.244781,0.012073967
187922,14121,519375.299,967.210629,0.001862258
187922,14121,519375.299,861.3566072,0.001658447
187922,14121,519375.299,1032.948847,0.001988829
187922,14121,519375.299,2855.370048,0.005497701
187922,14121,519375.299,1308.881183,0.002520107
187923,14121,519375.299,1277.271978,0.002459247
187924,14121,519375.299,726.260376,0.001398334
187924,14121,519375.299,2720.318878,0.005237675
187925,14121,519375.299,2597.255874,0.00500073
187925,14121,519375.299,3623.972625,0.006977561
187925,14121,519375.299,558.3281991,0.001075
187925,14121,519375.299,4899.900239,0.009434219
187925,14121,519375.299,40.28845693,7.7571E-05
