GRIDCODE	CVE_ENTCVE_MUN	fter
215495	14016	0.029142927
215495	14018	0.122888321
215496	14016	0.159998044
215497	14016	0.077354363
215497	14033	0.007111943
215504	16069	0.055064528
215507	11023	0.014664215
215509	11023	0.031275429
215511	11023	0.074939928
216468	14084	0.023874361
216469	14084	0.027687983
216489	14011	0.020161712
216495	14077	0.012315023
216495	14088	0.045810848
216496	14006	0.028185143
216496	14077	0.069578718
216496	14088	0.116052506
216519	14097	2.05492E-05
216520	14097	0.059767808
216521	14050	0.142868956
216521	14097	0.022444553
216522	14044	0.20870278
216522	14050	0.015449736
216523	14044	0.168859816
216524	14044	0.067579904
216527	14030	0.089591377
216528	14030	0.399883361
216528	14051	0.140144794
216529	14051	0.021200196
216529	14123	0.0515336
216551	14018	0.139508759
216552	14018	0.113579959
216568	11023	0.001249646
216583	11001	0.032060131
216583	11016	1
217527	14084	0.047550387
217554	14006	0.118839291
217555	14006	0.021013068
217577	14097	0.055854573
217578	14097	0.110594859
217582	14044	0.208304854
217586	14051	0.184953632
217587	14051	0.076290209
217588	14123	0.023450367
217589	14123	0.096608336
217590	14123	0.087851131
217591	14123	0.011511002
217611	14016	0.090445015
217611	14018	0.043221081
217635	11023	0.031862983
218585	14084	0.046646629
218586	14084	0.005210459
218598	14012	0.168574441
218601	14062	0.007249391
218613	14006	0.129167855
218615	14077	0.024407873
218616	14077	0.088500474
218617	14077	0.080651855
218618	14077	0.176587041
218619	14077	1.24303E-05
218627	14002	0.376629909
218628	14002	0.020525666
218637	14097	0.007736932
218643	14051	0.021046863
218644	14051	0.089207123
218645	14051	0.259568916
218650	14123	0.094236545
218651	14123	0.114646408
218670	14016	0.007338816
218671	14016	0.10893184
218680	14033	0.158533466
218681	14033	0.125299397
218694	11023	0.081531876
218696	11023	0.002853234
218701	11001	0.030118436
219644	14084	0.055339079
219657	14012	0.371052713
219660	14062	0.101461909
219672	14006	0.068564748
219675	14006	0.002320965
219678	14077	0.101368565
219686	14002	0.475137712
219697	14097	0.003528629
219702	14051	0.028201349
219703	14051	0.118242219
219709	14123	0.089681928
219710	14123	0.07267037
219711	14123	0.127563645
219712	14123	0.016648172
219716	14123	0.014240798
219730	14016	0.096328966
219731	14016	0.082907571
219740	14033	0.085747491
219741	14033	0.193033289
219742	14033	0.070640788
219744	11023	0.01417496
219752	11023	0.02753351
219753	11023	0.04880282
219759	11001	0.085433551
219760	11001	0.008575865
220703	14084	0.062551748
220716	14012	0.360883976
220717	14062	0.011788538
220718	14062	0.144004992
220719	14062	0.060210857
220731	14006	0.035353263
220732	14006	0.040463227
220737	14077	0.091533268
220738	14077	0.033555817
220739	14024	0.148616435
220745	14002	0.120033789
220745	14083	0.004031494
220746	14002	0.007672923
220746	14083	0.497486133
220756	14097	0.060301542
220757	14097	0.005130491
220758	14097	0.041395883
220762	14051	0.061144699
220766	14123	0.02119061
220766	14124	0.064281546
220767	14123	0.046602207
220767	14124	0.022593851
220768	14123	0.115506244
220790	14016	0.024828678
220791	14016	0.046624223
220801	14033	0.175554324
220803	11023	0.001094368
220804	11023	0.017035853
220811	11023	0.001186676
220816	11001	0.001219027
220817	11001	0.091684991
220818	11001	0.003496603
221761	14084	0.001341413
221762	14084	0.027085173
221774	14062	0.035593208
221775	14012	0.088969329
221775	14062	0.252710348
221776	14062	0.117829534
221791	14006	0.053484675
221796	14077	0.030187068
221797	14024	0.097980307
221797	14077	0.180483655
221798	14024	0.326570376
221798	14077	0.042266105
221805	14083	0.175779866
221813	14097	0.007618389
221814	14097	0.136997667
221815	14097	0.235339568
221825	14124	0.033335606
221826	14123	0.016058639
221826	14124	0.141405931
221855	14048	0.032784136
221856	14048	0.073464325
221857	14048	0.06394464
221859	14033	0.072522832
221859	14048	0.04384031
221860	14033	0.036266409
221874	11012	0.059471371
221875	11001	0.040727411
221875	11012	0.1095781
222822	14058	0.009875855
222823	14058	0.086675579
222824	14058	0.014614006
222827	14058	0.020647468
222833	14062	0.150423386
222834	14062	0.006269214
222849	14006	0.010950106
222850	14006	0.046761771
222852	14006	0.02025685
222853	14006	0.032069231
222854	14006	0.024375515
222855	14006	0.027599457
222855	14077	0.057836454
222857	14077	0.010715654
222870	14098	0.171145156
222871	14098	0.531559004
222873	14097	0.083113099
222874	14097	0.157335205
222893	14105	0.139280793
222894	14105	0.115183382
222906	14016	0.018022376
222914	14048	0.138939038
222915	14048	0.032917208
222916	14048	0.052188847
222917	14033	0.075290061
222917	14048	0.055736534
222918	14048	0.09031755
222932	11012	0.033952357
222933	11012	0.176269132
223879	14058	0.127244239
223880	14058	0.039850972
223881	14058	0.097493288
223892	14062	0.102022378
223897	14038	0.022333132
223909	14006	0.023110275
223910	14006	0.063084078
223911	14006	0.044281083
223912	14006	0.046770928
223913	14006	0.105660079
223914	14006	0.041599292
223914	14095	0.530917355
223915	14006	0.004184817
223915	14095	0.469082645
223933	14097	0.012820253
223933	14098	0.297295841
223953	14105	0.292484923
223960	14013	0.06579879
223965	14016	0.037872899
223966	14008	0.002297683
223966	14016	0.081111756
223972	14048	0.076878977
223973	14048	0.116130283
223991	11012	0.153965226
224939	14058	0.081863096
224951	14062	0.010436246
224956	14038	0.079438753
224967	14006	0.011904286
224976	14083	0.095712857
224977	14083	0.182062397
224987	14120	0.233569823
225007	14093	0.01017168
225008	14093	7.21392E-05
225012	14105	0.032166417
225013	14093	0.007522856
225013	14105	0.267185516
225019	14013	0.452397727
225025	14008	0.034115045
225030	14048	0.002337969
225031	14048	0.031939843
225050	11012	0.086050335
225054	11001	0.056044673
225998	14058	0.105671604
226013	14038	0.072052537
226014	14038	0.098949778
226015	14038	0.016479932
226035	14083	0.011905331
226036	14083	0.033021921
226046	14120	0.312018745
226056	14101	0.110655017
226056	14124	0.044915226
226057	14124	0.119470894
226058	14124	0.024116175
226064	14124	0.003044788
226066	14093	0.009574324
226067	14093	0.019641522
226068	14093	0.005459863
226072	14105	0.117274751
226073	14093	0.005155904
226073	14105	0.036424219
226078	14013	0.453276181
226084	14008	0.011804898
226085	14008	0.03641095
226093	14048	0.112866279
226094	14048	0.019263885
226109	11012	0.172314253
226113	11001	0.116732118
226114	11001	0.117829078
227057	14058	0.151106977
227071	14038	0.096327108
227072	14038	0.031030937
227089	14003	0.346708029
227090	14003	0.020802996
227114	14101	0.219703595
227115	14101	0.001862085
227117	14124	0.104013466
227118	14124	0.086231271
227119	14124	0.116100425
227120	14124	0.118945218
227121	14124	0.121545602
227127	14093	0.030035767
227128	14093	0.036913354
227129	14093	0.013911494
227132	14093	0.026118434
227134	14093	0.030074634
227135	14093	0.035985562
227136	14093	0.005566643
227137	14013	0.028527302
227137	14093	0.024555082
227144	14008	0.034566177
227153	14048	0.056450176
227168	11012	0.141332887
227169	11012	0.01819249
227171	11001	0.076535065
227172	11001	0.002473983
228116	14058	0.210718507
228129	14038	0.002474023
228130	14038	0.093587322
228147	14003	0.338652165
228148	14003	0.101856655
228171	14039	0.151046232
228171	14101	0.011747557
228172	14101	0.283411372
228173	14101	0.372620375
228188	14093	0.046643406
228191	14093	0.02280592
228192	14093	0.041323231
228193	14093	0.008998304
228196	14008	0.01810515
228196	14093	0.001815559
228197	14008	0.000912288
228197	14125	0.075050061
228203	14008	0.043043005
228227	11012	0.016540082
228228	11001	0.100239722
228228	11012	0.032333766
228228	11026	0.067296498
228229	11001	0.130174665
228230	11001	0.089044502
229174	14058	0.005253464
229174	14080	0.009176343
229175	14058	0.035356763
229175	14080	0.029625122
229206	14003	0.04186157
229230	14039	0.848953768
229245	14001	0.402644774
229246	14001	0.407419852
229246	14093	0.01682647
229247	14093	0.024880959
229256	14125	0.19511365
229262	14008	0.044890407
229263	14008	0.033377887
229276	11008	0.010982228
229278	11008	0.002829347
229279	11008	0.042901923
229280	11008	0.051444651
229281	11008	0.044633119
229282	11008	0.020230362
229283	11008	0.083099343
229284	11008	0.05823559
229286	11026	0.029228917
229287	11026	0.065768696
230233	14080	0.027191397
230234	14080	0.019567844
230304	14001	0.189935374
230311	14093	0.008568395
230315	14125	0.050296094
230320	14008	0.011337895
230321	14008	0.028164426
230322	14008	0.014855466
230323	14008	0.033792646
230335	11008	0.017283884
230336	11008	0.080432747
230337	11008	0.042437088
230339	11008	0.043899839
230340	11008	0.044816948
230341	11008	0.067571267
230342	11008	0.004835892
230345	11001	0.001244294
230345	11026	0.100122336
230346	11001	0.016365887
230346	11026	0.000557616
231277	18020	0.017882602
231292	14080	0.049445139
231293	14080	0.025003863
231294	14080	0.019689695
231310	18003	0.038596926
231311	18003	0.056594146
231312	18003	0.051028542
231313	14075	0.001637807
231313	18003	0.052537495
231314	14075	0.302482756
231314	18003	0.006687267
231315	14075	0.258254111
231367	14093	0.008137808
231368	14093	0.036709971
231369	14093	0.036740662
231370	14093	0.062427981
231382	14008	0.016429558
231383	14008	0.036968772
231394	11008	0.052352101
231395	11008	0.037535127
231398	11008	0.044330858
231404	11026	0.101534894
231407	11026	0.080304385
231408	11026	0.111103814
231409	11017	1
231409	11026	0.074073701
232330	18020	0.024320212
232336	18020	0.082528806
232337	18020	0.174731821
232338	18020	0.176742946
232339	18020	0.155927129
232351	14080	0.063651306
232352	14080	0.043491818
232353	14080	0.064462313
232354	14080	0.009527061
232364	14038	0.063116196
232368	18003	0.042300585
232369	18003	0.019053644
232374	14075	0.145847687
232375	14075	0.286261632
232382	14007	0.151337863
232387	14003	0.150118585
232387	14094	0.161854676
232425	14093	0.029687862
232426	14093	0.032448499
232429	14093	0.023312316
232430	14093	0.019687578
232442	14008	0.004906886
232443	14008	0.036165267
232444	14008	0.035746492
232445	14008	0.00741315
232452	11008	0.075428079
232453	11008	0.103176395
232457	11008	0.046216418
232462	11026	0.025449429
232463	11026	0.014220943
232466	11026	0.003469466
232467	11026	0.102725489
233389	18020	0.019783657
233390	18020	0.091619081
233391	18020	0.030531682
233398	18020	0.052897955
233401	14067	0.024376604
233401	18020	0.011581608
233407	14080	0.006722352
233408	14080	0.056430272
233409	14080	0.060130393
233410	14080	0.079185407
233411	14080	0.008478338
233412	14080	0.007662687
233413	14080	0.018747723
233421	14038	0.074940803
233421	14058	0.013628182
233422	14038	0.156728974
233423	14038	0.019452083
233427	18003	0.012955493
233433	14075	0.005516007
233439	14007	0.004704696
233441	14007	0.506018831
233446	14094	0.172284365
233450	14005	0.034851845
233461	14120	0.454411432
233489	14093	0.027944165
233490	14093	0.063177181
233491	14093	0.038961556
233492	14093	0.024159298
233492	14125	0.124308888
233493	14093	0.007224642
233493	14125	0.093297073
233494	14008	0.01454408
233495	14008	0.067344571
233504	14008	0.027011363
233505	14008	0.034558331
233506	14008	0.035433207
233507	14008	0.034147176
233508	11025	0.034194142
233508	14008	0.028473268
233509	11025	0.199498358
233510	11025	0.142008042
233515	11031	0.021024069
233516	11008	0.025326794
233516	11031	0.023043759
233519	11031	0.00671977
233526	11026	0.026848733
233527	11026	0.017902468
234450	18020	0.009424881
234460	14067	0.230129354
234461	14067	0.054699475
234462	14067	0.134303946
234463	14067	0.177003521
234464	14067	0.090892909
234464	14080	0.023398532
234465	14080	0.051742232
234466	14080	0.049824967
234481	14038	0.083706924
234499	14007	0.015627703
234500	14007	0.248773745
234501	14007	0.073537162
234501	14055	0.324108591
234505	14094	0.119572576
234509	14005	0.185727409
234549	14093	0.022498609
234552	14125	0.208611585
234553	14008	0.0097622
234553	14125	0.253322649
234554	14008	0.001751337
234555	14008	0.105832087
234574	11031	0.114374314
234586	11026	0.0640492
234586	11037	0.743654285
235519	14067	0.054445742
235520	14067	0.162335641
235533	14080	0.009762278
235534	14080	0.040222737
235540	14038	0.032227946
235541	14038	0.057153553
235541	18003	0.019849406
235560	14055	0.39561507
235564	14094	0.016033886
235565	14094	0.077598552
235568	14005	0.175308891
235569	14005	0.010344234
235612	14078	0.116484339
235613	14008	0.008634562
235613	14078	0.130367984
235614	14008	0.002540153
235615	14008	0.029032203
235616	14008	0.049598594
235616	14078	0.031589461
235617	14008	0.062033917
235617	14078	0.007888546
235618	14008	0.003998901
235618	14078	0.002921181
235626	14072	0.015991823
235629	11025	0.20308651
235631	11025	0.005878463
235633	11031	0.174883242
235637	11031	0.017064501
235645	11026	0.081230906
236579	14067	0.071812809
236579	18020	0.038584548
236593	14080	0.067758237
236594	14080	0.043888744
236595	14080	0.054450835
236600	18003	0.083787122
236602	18003	0.042221946
236619	14055	0.272686135
236627	14005	0.221896474
236628	14005	0.371871147
236628	14094	0.027486048
236644	14045	0.331798244
236670	14078	0.130293032
236671	14078	0.10475227
236679	14074	0.170535862
236679	14078	0.019771914
236688	11025	0.199118491
236688	14072	0.101291578
236692	11031	0.208086364
236704	11026	0.034112509
237638	18020	0.027571811
237639	18020	0.08587126
237654	14080	0.003009445
237655	14080	0.057752921
237655	18002	0.049796125
237656	18002	0.039636152
237656	18003	0.025711499
237657	18003	0.04213972
237658	18003	0.120712805
237659	18003	0.035172956
237660	18003	0.062844043
237661	18003	0.055379838
237687	14094	0.067826375
237702	14045	0.59607446
237703	14045	0.012660964
237723	14093	0.019995369
237724	14093	0.038230901
237724	14111	0.002842725
237725	14093	0.008904016
237725	14111	0.082399406
237726	14093	0.03958019
237727	14078	0.035265742
237727	14093	0.027549894
237728	14078	0.155920889
237729	14078	0.016497157
237738	14078	0.106839622
237739	14078	0.026903197
237743	14072	0.008017299
237747	14072	0.255012853
237751	11031	0.212647773
237761	11020	0.03061684
238715	18002	0.053119054
238715	18003	0.03424454
238716	18003	0.062539285
238720	18003	0.061422099
238736	14055	0.007590204
238745	14094	0.04552415
238746	14094	0.07044549
238761	14045	0.059466331
238773	14029	1
238798	14074	0.144195754
238798	14078	0.095653649
238806	14072	0.289914759
238810	11031	0.032595846
238811	11031	0.109024013
238819	11020	0.119701637
238820	11020	0.009948896
238821	11037	0.256345715
239779	18003	0.061147645
239804	14094	0.064018399
239848	14078	0.018851017
239857	14074	0.002843321
239858	14074	0.258708111
239864	14072	0.010863919
239865	14072	0.318907768
239874	11020	0.002077217
239875	11020	0.123388794
239875	11031	0.068371875
239876	11020	0.128844496
239876	11031	0.012164473
240838	18002	0.15129394
240838	18003	0.013072999
240863	14094	0.036157021
240864	14094	0.037658541
240895	14118	0.193485994
240896	14111	0.02851161
240896	14118	0.042720339
240899	14111	0.134088662
240900	14111	0.073752262
240901	14111	0.11498504
240902	14111	0.076451896
240917	14074	0.11432107
241897	18002	0.109378027
241900	18006	1
241955	14111	0.127733839
241956	14111	0.116133908
241957	14111	0.114157616
241958	14111	0.061246196
241959	14111	0.066237634
241960	14111	0.001459207
241976	14074	0.123749799
241986	11025	0.013053459
241987	11025	0.024461168
241997	11020	0.110375277
241998	11020	0.045324622
242946	18013	0.127161412
242947	18013	0.049737749
242956	18002	0.059669803
243035	14074	0.053018569
243036	14074	0.07369901
243036	14109	6.69207E-05
243045	14109	0.002662278
243046	11025	0.178701368
243046	14109	0.010320217
243057	11020	0.234162842
243058	11020	0.106429799
243991	18004	0.247586508
244004	18013	0.116542865
244005	18013	0.012537604
244006	18013	0.147881077
244007	18013	0.066159184
244011	18002	0.006908841
244012	18002	0.05843942
244095	14074	0.058928505
244095	14109	0.026488647
244104	14109	0.147826639
245050	18004	0.421650782
245062	18013	0.16520562
245063	18013	0.082417936
245066	18013	0.020568642
245067	18013	0.081729596
245068	18002	0.069596656
245068	18013	0.027438163
245069	18002	0.033308692
245073	18002	0.32992905
245073	18007	0.111643085
245074	18002	0.038924238
245074	18007	0.391424375
245075	18007	0.360674645
245133	14117	0.163624644
245134	14117	0.131825147
245135	14117	0.153678974
245154	14109	0.00045933
245159	14109	0.073046582
245160	14109	0.117674577
245161	14109	0.131195331
245162	14109	0.115652418
245163	14109	0.060409349
246120	18004	0.31741904
246120	18013	0.046603573
246121	18013	0.056016578
246128	18014	0.026993141
246132	18007	0.136257894
246169	32028	0.106162478
246170	32028	0.068811164
246188	14118	0.12968369
246189	14118	0.329932802
246190	14117	0.081838592
246190	14118	0.118888946
246191	14117	0.139058734
246192	14117	0.00141354
246194	14117	0.019162314
246195	14117	0.128474853
246217	14109	0.033701714
246218	14109	0.023870838
247229	32028	0.164988912
247230	32028	0.100983782
247247	14118	0.185288229
247253	14060	0.077248451
247253	14117	0.021986092
247254	14117	0.158937111
247273	14109	0.060429886
247274	14109	0.073965748
247275	14109	0.05685114
247276	14109	0.052117068
248289	32028	0.18295866
248290	32028	0.011658362
248312	14060	0.023670885
248313	14060	0.158768833
248332	14109	0.013261319
249340	32047	0.113994682
249349	32028	0.098235151
249371	14060	0.208656242
249384	14073	0.188868346
249385	14073	0.071506573
250399	32047	0.099318391
250408	32028	0.008501039
250409	32028	0.119989956
250410	32028	0.050364369
250411	32028	0.022729129
250411	32033	0.218703792
250412	32033	0.105350972
250424	32034	0.007148898
250427	14060	0.013684905
250428	14060	0.201366596
250429	14060	0.229783726
250430	14060	0.086820362
251407	18004	0.01334367
251458	32047	0.170161942
251468	32028	0.009809385
251469	32028	0.054807612
251471	32033	0.263217381
251522	14053	0.025778415
251524	14053	0.052976521
251525	11020	0.037407283
251525	14053	0.042442852
252517	32047	0.165259632
252518	32047	0.022805649
252530	32033	0.155936936
252531	32033	0.219058861
252554	14091	0.01881099
252555	14091	0.055237807
252580	14053	0.085770604
252581	14053	0.05659262
252582	14053	0.083418742
252583	14053	0.040636325
252584	11030	0.044432998
252584	14053	0.010212018
252585	11020	0.051722297
252585	11030	0.139786834
253576	32047	0.045990289
253577	14094	0.047587243
253577	32047	0.116312264
253578	32047	0.108834363
253579	14094	0.023152169
253579	32047	0.05273069
253590	32023	0.178225408
253590	32033	0.037732058
253591	32023	0.128436746
253604	32034	0.002608845
253615	14073	0.106638675
253616	14073	0.128484905
253635	14053	0.049672424
253636	14053	0.071207267
253637	14053	0.076817644
253638	14053	0.078528982
253639	14053	0.055213411
253648	11030	0.348308931
254600	18014	0.063836198
254638	14094	0.032800511
254638	32047	0.059377782
254650	32023	0.105892082
254651	32023	0.149008948
254667	32002	0.153915145
254668	32002	0.065041573
254669	14091	0.056553787
254670	14091	0.032788597
254673	14091	0.068190297
254674	14073	0.011506331
254674	14091	0.057060368
254675	14073	0.244757843
254676	14035	0.002210847
254676	14073	0.145477399
254696	14053	0.012176169
254707	11030	0.377266335
255646	18008	0.021882162
255656	18014	0.024868406
255659	18014	0.066883511
255710	32023	0.158305534
255711	32023	0.05626714
255725	32002	0.000989025
255725	32034	0.010099394
255729	14091	0.045395276
255731	14091	0.045924037
255732	14091	0.030062104
255735	14035	0.026233613
255735	14073	0.102759929
255766	11022	0.258913061
255766	11030	0.090204901
256718	18014	0.065193581
256769	32023	0.009371993
256770	32001	0.004299657
256770	32023	0.214492149
256784	32002	0.026182981
256784	32034	0.066753588
256789	14091	0.022017014
256790	14091	0.031099578
256825	11022	0.434945691
257767	18008	0.002483859
257768	18008	0.662555041
257769	18008	0.313078937
257776	18014	0.007797211
257777	18014	0.148599334
257817	32047	0.026473391
257818	32047	0.018740924
257829	32001	0.69350516
257843	32002	0.07801009
257848	14091	0.009418467
257884	11022	0.306141248
258830	18017	0.016808574
258834	18014	0.014321171
258835	18014	0.082300453
258836	18014	0.044313233
258837	18014	0.128956956
258852	18019	0.021308447
258853	18019	0.003319732
258873	32004	0.015339867
258888	32001	0.204432969
258889	32001	0.097762215
258901	32002	0.080663156
258902	32002	0.035613736
259876	18012	0.033315572
259889	18017	0.051287625
259890	18017	0.06365753
259891	18017	0.050497536
259892	18017	0.06649871
259893	18014	0.015801883
259893	18017	0.04774614
259896	18014	0.079271825
259897	18014	0.118150798
259899	18009	0.012649579
259900	18009	0.006359343
259910	18019	0.006473821
259911	18019	0.02207038
259932	32004	0.329010544
259959	32034	0.141611224
259960	32002	0.176481876
259960	32034	0.082106088
259976	14035	0.071194597
259977	14035	0.347291001
260934	18012	0.034289872
260935	18012	0.154263244
260950	18017	0.007004364
260951	18017	0.001441238
260956	18014	0.072421514
260957	18014	0.040290786
260958	18009	0.006092233
260959	18009	0.021370882
260960	18009	0.018773132
260960	18019	0.006879919
260961	18009	0.003138885
260961	18019	0.012569996
260969	18019	0.02194049
260983	14076	0.041057035
260991	32004	0.321888929
261017	32034	0.059199202
261018	32034	0.210170235
261019	32002	0.136457502
261019	32034	0.029889047
261020	14091	0.006564263
261020	32002	0.168263733
261021	14091	0.044913747
261021	32002	0.074911997
261022	14091	0.091296375
261023	14091	0.086259199
261023	32002	0.003469188
261024	14091	0.081416029
261026	14091	0.00397051
261993	18012	0.047991351
261994	18012	0.159369048
261995	18012	0.13434502
261996	18012	0.169999844
262019	18019	0.011330908
262020	18019	0.015822032
262028	18019	0.023407523
262041	14076	0.198530682
262042	14076	0.006561161
262050	32004	0.315626388
262076	32034	0.130739494
262089	14091	0.047161082
263054	18012	0.157988232
263055	18012	0.007731278
263065	18017	0.024041121
263066	18017	0.025105062
263067	18017	0.088863701
263068	18017	0.032704055
263079	18019	0.025391295
263085	18019	0.007325533
263086	18019	0.026741535
263087	18019	0.037135848
263088	18019	0.023700308
263089	18019	0.024357714
263100	14076	0.22224353
263109	14031	0.159536127
263109	32004	0.018134271
263109	32045	0.003592094
263132	32019	0.006222437
263133	32019	0.016181008
263133	32034	0.091166926
263134	32034	0.120017277
263135	32034	0.048489784
263147	14091	0.008093779
263148	14091	0.046890207
264113	18012	0.100706538
264125	18017	0.047215132
264127	18017	0.140406826
264128	18017	0.031353847
264138	18019	0.02333964
264144	18019	0.038577064
264148	18019	0.000880216
264149	18019	0.02551876
264159	14076	0.225742558
264168	14031	0.151154604
264168	32045	0.018133387
264184	32019	0.106409368
264185	32019	0.106099736
264191	32019	0.249221063
264192	32019	0.078668955
264204	14116	0.330823251
264205	14091	0.053257561
264205	14116	0.123326965
264206	14091	0.053197319
264207	14091	0.004421607
265187	18017	0.055801221
265197	18019	0.022570142
265202	18019	0.043845506
265203	18019	0.00291783
265208	18019	0.023906591
265209	18019	0.002002483
265218	14076	0.177765341
265227	14031	0.166944505
265227	32003	0.000854638
265227	32045	0.01099157
265234	32045	0.088204138
265241	32048	0.047449576
265242	32019	0.1846006
265243	32019	0.041050542
265250	32019	0.136442963
265261	14116	0.127227777
265262	14116	0.184062553
265263	14116	0.092344684
266256	18019	0.033798609
266257	18019	0.024043977
266258	18019	0.02479603
266259	18019	0.033065575
266260	18019	0.022392138
266261	18019	0.01697912
266267	18019	0.001580088
266268	18019	0.024667777
266277	14076	0.128099693
266285	14031	0.140368437
266286	14031	0.214948198
266286	32003	0.009745416
266287	32003	0.108764802
266288	32003	0.099024891
266288	32045	0.001733924
266292	32045	0.302920177
266293	32045	0.010666698
266299	32048	0.045502701
266300	32048	0.079925927
266301	32019	0.034821961
266301	32048	0.010656901
266309	32019	0.040281367
266319	14116	0.07164678
266320	14116	0.070567991
266330	1001	0.001846789
266331	1001	0.256044713
266332	1001	0.038949809
266332	14035	0.048562882
266341	14053	0.002878071
267315	18019	0.025447756
267316	18019	0.005864566
267319	18019	0.018784612
267327	18019	0.021840141
267343	14031	0.048366721
267344	14031	0.118681407
267347	32003	0.112531273
267349	32045	0.211654316
267350	32045	0.248391429
267351	32045	0.046086037
267358	32048	0.080056896
267389	1001	0.245213482
267397	14035	0.037093206
267398	14035	0.407575867
267398	14053	0.011611932
268359	18017	0.002525108
268374	18019	0.002347792
268375	18019	0.020138989
268386	18019	0.024763775
268406	32003	0.078929237
268407	32003	0.163829204
268408	32003	0.031572817
268408	32045	0.05762623
268417	32048	0.130138921
268457	14035	0.044928294
268458	14035	0.014909693
268458	14053	0.067039095
269408	18015	0.013305745
269412	18017	0.023354948
269417	18017	0.14717313
269418	18017	0.010852447
269434	18019	0.022383275
269445	18019	0.022426653
269466	32003	0.106705805
269476	32048	0.05820955
269477	32048	0.018684237
269517	14053	0.036276976
269522	14053	0.00372028
270467	18015	0.024138382
270471	18015	0.045557474
270475	18017	0.046415872
270476	18017	0.019245812
270493	18019	0.022686926
270504	18019	0.009750582
270505	18019	0.021359946
270525	32003	0.10654575
270536	32048	0.073060876
270541	32018	0.120550573
270542	32018	0.043766627
270576	14053	0.034819637
270589	14064	0.066888579
271526	18015	0.008622338
271530	18015	0.052655865
271552	18019	0.024515565
271564	14019	0.023415546
271564	18019	0.00528355
271565	14019	0.035980682
271565	18019	0.000200666
271584	32003	0.109148495
271595	32048	0.06324963
271596	32048	0.231890197
271597	32018	0.069292451
271597	32048	0.100239868
271598	32018	0.203167849
271599	32018	0.166488529
271600	32018	0.052130698
271635	14053	0.019035059
271636	14053	0.016161815
272578	18015	0.011419228
272588	18015	0.002935528
272589	18015	0.053269685
272611	18019	0.022146721
272623	14019	0.011138188
272624	14019	0.080128979
272632	14019	0.017018005
272643	14104	0.103062963
272643	32003	0.072347671
272654	32048	0.033329875
272655	32048	0.027604845
272663	1003	0.015247734
272663	32018	0.315378042
272663	32044	0.091768123
272664	1003	0.049314556
272687	1001	0.043623912
272694	14053	0.017343253
272695	14053	0.020412583
272705	14064	0.028106206
273637	18015	0.019024304
273638	18015	0.044162055
273647	18015	0.022738056
273670	18019	0.028512083
273683	14019	0.073620697
273684	14019	0.051875959
273685	14019	0.039229957
273690	14019	0.033845903
273691	14019	0.031027434
273702	14104	0.296808304
273720	32044	0.083395804
273721	32044	0.178832064
273722	32018	0.029225231
273722	32044	0.035278016
273723	1003	0.069546036
273746	1001	0.244305316
273753	1010	0.001191727
273753	14053	0.029257306
273764	14064	0.122697735
273765	14064	0.124249492
274729	18019	0.011001443
274730	18019	0.030646581
274731	18019	0.005241348
274742	14019	0.03592987
274743	14019	0.004994369
274744	14019	0.04124986
274745	14019	0.02811442
274748	14019	0.058216466
274749	14019	0.016262156
274761	14104	0.253424345
274762	14104	0.060688312
274778	32044	0.072114283
274779	32044	0.136597736
274789	1003	0.025508665
274790	1003	0.074707817
274805	1001	0.03862261
274806	1001	0.131393369
274824	14064	0.09160131
275748	18015	0.035254766
275804	14019	0.091615551
275805	14019	0.060466212
275806	14019	0.068953357
275807	14019	0.004896542
275821	14104	0.286016076
275833	32015	0.029463882
275834	32015	0.050591935
275834	32044	0.020354839
275835	32015	0.024779999
275835	32044	0.045992958
275836	32044	0.14190335
275837	32044	0.152848836
275848	1003	0.030877915
275871	1010	0.028055282
275872	1010	0.310649047
276807	18015	0.048641052
276810	18015	0.029797339
276819	18018	0.297414654
276865	14019	0.062851737
276892	32015	0.048307435
276894	32015	0.004822214
276894	32044	0.017832617
276895	32044	0.023081374
276931	1010	0.278362122
276932	1010	0.239378134
277865	18015	0.021626563
277866	18015	0.024204755
277868	18015	0.033635173
277869	18015	0.013276112
277878	18018	0.702585346
277885	18011	0.013994209
277886	18011	0.096690039
277887	18011	0.048560718
277924	14019	0.07971848
277934	14115	0.004091296
277951	32015	0.021386462
277952	32015	0.039513543
277991	1002	0.079156705
277991	1010	0.142363689
277992	1002	0.418303983
277992	14064	0.070831562
277996	14064	0.004702185
277997	14064	0.091650275
278924	18015	0.049856897
278925	18015	0.022106217
278926	18015	0.021927453
278927	18015	0.044073691
278946	18011	0.119718374
278983	14019	0.049449629
278983	14061	0.005719315
278992	14115	0.101348046
278993	14115	0.024048995
279011	32015	0.097703111
279022	1003	0.036127925
279023	1003	0.039317178
279051	1002	0.199391468
279053	14064	4.92465E-05
279054	14064	0.138217996
279055	14064	0.120934712
279983	18015	0.054428047
280005	18011	0.113849346
280009	18011	0.034435581
280010	18011	0.064965147
280042	14061	0.051638957
280047	14115	0.264513217
280048	14115	0.235854587
280049	14115	0.164927915
280050	14115	0.171230616
280051	14115	0.005030695
280070	32015	0.072432933
280071	32015	0.056291356
280081	1003	0.206535354
280108	1002	0.000586779
280110	1002	0.066031618
280111	1002	0.039501561
280112	14064	0.062935037
280112	32052	0.061036715
280113	14064	0.077135665
280113	32038	0.022437355
