 grid,CID,Furb,Frural,SCCs
 11,g_per_year,2102004000,2104011000,2104006000,2270005000,2801700000,2805020000,2810001000,5555555555,2801500100,2222222222,2230070310
  6359364,  2005, 0.0000, 0.0145, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.00899E+04, 5.56656E+05, 0.00000E+00, 0.00000E+00, 8.16174E+02, 0.00000E+00, 0.00000E+00
  6359365,  2005, 0.0000, 0.0001, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.70742E+02, 4.73096E+03, 0.00000E+00, 0.00000E+00, 6.93658E+00, 0.00000E+00, 0.00000E+00
  6365721,  2004, 0.0000, 0.0039, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 5.36123E+03, 3.29037E+05, 0.00000E+00, 0.00000E+00, 2.75435E+02, 0.00000E+00, 0.00000E+00
  6365722,  2004, 0.0000, 0.0112, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.54519E+04, 9.48334E+05, 0.00000E+00, 0.00000E+00, 7.93844E+02, 0.00000E+00, 0.00000E+00
  6365723,  2004, 0.0000, 0.0040, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 5.45939E+03, 3.35061E+05, 0.00000E+00, 0.00000E+00, 2.80478E+02, 0.00000E+00, 0.00000E+00
  6368883,  2005, 0.0000, 0.0006, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 8.89525E+02, 2.46472E+04, 0.00000E+00, 0.00000E+00, 3.61380E+01, 0.00000E+00, 0.00000E+00
  6368884,  2005, 0.0000, 0.0011, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.51021E+03, 4.18454E+04, 0.00000E+00, 0.00000E+00, 6.13542E+01, 0.00000E+00, 0.00000E+00
  6368886,  2005, 0.0000, 0.0022, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.01470E+03, 8.35323E+04, 0.00000E+00, 0.00000E+00, 1.22476E+02, 0.00000E+00, 0.00000E+00
  6368887,  2005, 0.0000, 0.0055, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 7.66412E+03, 2.12360E+05, 0.00000E+00, 0.00000E+00, 3.11364E+02, 0.00000E+00, 0.00000E+00
  6368888,  2005, 0.0000, 0.0176, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.43969E+04, 6.75996E+05, 0.00000E+00, 0.00000E+00, 9.91152E+02, 0.00000E+00, 0.00000E+00
  6368889,  2005, 0.0000, 0.0239, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.31883E+04, 9.19590E+05, 0.00000E+00, 0.00000E+00, 1.34831E+03, 0.00000E+00, 0.00000E+00
  6368898,  2004, 0.0000, 0.0002, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.75425E+02, 1.69038E+04, 0.00000E+00, 0.00000E+00, 1.41500E+01, 0.00000E+00, 0.00000E+00
  6368899,  2004, 0.0000, 0.0131, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.81305E+04, 1.11273E+06, 0.00000E+00, 0.00000E+00, 9.31459E+02, 0.00000E+00, 0.00000E+00
  6368900,  2004, 0.0000, 0.0075, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.03990E+04, 6.38219E+05, 0.00000E+00, 0.00000E+00, 5.34249E+02, 0.00000E+00, 0.00000E+00
  6372060,  2005, 0.0000, 0.0335, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.64811E+04, 1.28791E+06, 0.00000E+00, 0.00000E+00, 1.88835E+03, 0.00000E+00, 0.00000E+00
  6372061,  2005, 0.0000, 0.0530, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 7.36009E+04, 2.03935E+06, 0.00000E+00, 0.00000E+00, 2.99012E+03, 0.00000E+00, 0.00000E+00
  6372062,  2005, 0.0000, 0.0311, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.31963E+04, 1.19689E+06, 0.00000E+00, 0.00000E+00, 1.75490E+03, 0.00000E+00, 0.00000E+00
  6372064,  2005, 0.0000, 0.0050, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 6.95210E+03, 1.92631E+05, 0.00000E+00, 0.00000E+00, 2.82437E+02, 0.00000E+00, 0.00000E+00
  6372065,  2005, 0.0000, 0.0198, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.74965E+04, 7.61880E+05, 0.00000E+00, 0.00000E+00, 1.11708E+03, 0.00000E+00, 0.00000E+00
  6372066,  2005, 0.0000, 0.0442, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 6.13612E+04, 1.70021E+06, 0.00000E+00, 0.00000E+00, 2.49287E+03, 0.00000E+00, 0.00000E+00
  6372067,  2005, 0.0000, 0.0069, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 9.61403E+03, 2.66388E+05, 0.00000E+00, 0.00000E+00, 3.90581E+02, 0.00000E+00, 0.00000E+00
  6372076,  2004, 0.0000, 0.0004, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 5.57202E+02, 3.41974E+04, 0.00000E+00, 0.00000E+00, 2.86264E+01, 0.00000E+00, 0.00000E+00
  6372077,  2004, 0.0000, 0.0099, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.36667E+04, 8.38775E+05, 0.00000E+00, 0.00000E+00, 7.02133E+02, 0.00000E+00, 0.00000E+00
  6372078,  2004, 0.0000, 0.0066, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 9.14641E+03, 5.61346E+05, 0.00000E+00, 0.00000E+00, 4.69899E+02, 0.00000E+00, 0.00000E+00
  6372094,  2004, 0.0000, 0.0038, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 5.18822E+03, 3.18419E+05, 0.00000E+00, 0.00000E+00, 2.66546E+02, 0.00000E+00, 0.00000E+00
  6375237,  2005, 0.0000, 0.0092, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.27979E+04, 3.54608E+05, 0.00000E+00, 0.00000E+00, 5.19930E+02, 0.00000E+00, 0.00000E+00
