 grid,CID,Furb,Frural,SCCs
 16,g_per_year,2102007000,2102004000,2103006000,2103007000,2104011000,2104006000,2104008000,2104007000,2267005000,2270005000,2302002000,2610000000,2810001000,2801500100,30500304  ,2620030000
  6359364,  2005, 0.0000, 0.0145, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 9.55609E+05, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.12237E+06, 0.00000E+00, 0.00000E+00
  6359365,  2005, 0.0000, 0.0001, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 8.12162E+03, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 9.53893E+03, 0.00000E+00, 0.00000E+00
  6365721,  2004, 0.0000, 0.0039, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.17016E+05, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.72172E+05, 0.00000E+00, 0.00000E+00
  6365722,  2004, 0.0000, 0.0112, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 9.13687E+05, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 7.84440E+05, 0.00000E+00, 0.00000E+00
  6365723,  2004, 0.0000, 0.0040, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.22820E+05, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.77155E+05, 0.00000E+00, 0.00000E+00
  6368883,  2005, 0.0000, 0.0006, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.23118E+04, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.96956E+04, 0.00000E+00, 0.00000E+00
  6368884,  2005, 0.0000, 0.0011, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 7.18358E+04, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 8.43720E+04, 0.00000E+00, 0.00000E+00
  6368886,  2005, 0.0000, 0.0022, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.43399E+05, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.68424E+05, 0.00000E+00, 0.00000E+00
  6368887,  2005, 0.0000, 0.0055, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.64557E+05, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.28176E+05, 0.00000E+00, 0.00000E+00
  6368888,  2005, 0.0000, 0.0176, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.16048E+06, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.36300E+06, 0.00000E+00, 0.00000E+00
  6368889,  2005, 0.0000, 0.0239, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.57866E+06, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.85415E+06, 0.00000E+00, 0.00000E+00
  6368898,  2004, 0.0000, 0.0002, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.62862E+04, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.39824E+04, 0.00000E+00, 0.00000E+00
  6368899,  2004, 0.0000, 0.0131, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 1.07208E+06, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 9.20424E+05, 0.00000E+00, 0.00000E+00
  6368900,  2004, 0.0000, 0.0075, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 6.14902E+05, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 5.27920E+05, 0.00000E+00, 0.00000E+00
  6372060,  2005, 0.0000, 0.0335, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.21095E+06, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.59678E+06, 0.00000E+00, 0.00000E+00
  6372061,  2005, 0.0000, 0.0530, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 3.50095E+06, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 4.11190E+06, 0.00000E+00, 0.00000E+00
  6372062,  2005, 0.0000, 0.0311, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.05470E+06, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 2.41327E+06, 0.00000E+00, 0.00000E+00
