 GRID, CVE_ENT_MUN, Fv, Fc
     6435637 ,        2004 ,   4.19580191E-03 ,   0.00000000    
     6435638 ,        2004 ,   4.68103960E-03 ,   0.00000000    
     6435639 ,        2004 ,   4.40480746E-03 ,   0.00000000    
     6435640 ,        2004 ,   3.64304800E-03 ,   0.00000000    
     6435641 ,        2004 ,   2.01299763E-03 ,   0.00000000    
     6435642 ,        2004 ,   1.46543840E-03 ,   0.00000000    
     6435643 ,        2004 ,   2.41497655E-05 ,   0.00000000    
     6435647 ,        2004 ,   5.83322253E-04 ,   0.00000000    
     6435649 ,        2004 ,   1.50406937E-04 ,   0.00000000    
     6435650 ,        2004 ,   1.96178749E-04 ,   0.00000000    
     6438794 ,        2004 ,   1.66790886E-03 ,   0.00000000    
     6438795 ,        2004 ,   2.17732182E-03 ,   0.00000000    
     6438796 ,        2004 ,   2.99546821E-03 ,   0.00000000    
     6438797 ,        2004 ,   3.38384905E-03 ,   0.00000000    
     6438798 ,        2004 ,   4.75925207E-03 ,   0.00000000    
     6438799 ,        2004 ,   4.29168995E-03 ,   0.00000000    
     6438800 ,        2004 ,   3.69434850E-03 ,   0.00000000    
     6438801 ,        2004 ,   2.79153325E-03 ,   0.00000000    
     6438803 ,        2004 ,   1.67477352E-03 ,   0.00000000    
     6438808 ,        2004 ,   2.32866732E-03 ,   0.00000000    
     6438809 ,        2004 ,   3.09400284E-03 ,   0.00000000    
     6438810 ,        2004 ,   1.59425952E-03 ,   0.00000000    
     6438811 ,        2004 ,   1.51663797E-03 ,   0.00000000    
     6438812 ,        2004 ,   3.19286762E-03 ,   0.00000000    
     6438813 ,        2004 ,   3.32962186E-03 ,   0.00000000    
     6438814 ,        2004 ,   4.08951752E-03 ,   0.00000000    
     6438815 ,        2004 ,   2.62326328E-03 ,   0.00000000    
     6438816 ,        2004 ,   3.87530541E-03 ,   0.00000000    
     6438817 ,        2004 ,   3.51445610E-03 ,   0.00000000    
     6438818 ,        2004 ,   2.82177795E-03 ,   0.00000000    
     6438819 ,        2004 ,   2.64464505E-03 ,   0.00000000    
     6438820 ,        2004 ,   3.05997883E-03 ,   0.00000000    
     6438821 ,        2004 ,   2.76721345E-04 ,   0.00000000    
     6438826 ,        2004 ,   1.45835904E-04 ,   0.00000000    
     6438827 ,        2004 ,   1.22901238E-05 ,   0.00000000    
     6441970 ,        2004 ,   1.52667775E-03 ,   0.00000000    
     6441973 ,        2004 ,   3.24895582E-03 ,   0.00000000    
     6441974 ,        2004 ,   3.65875638E-03 ,   0.00000000    
     6441975 ,        2004 ,   3.20589519E-03 ,   0.00000000    
     6441976 ,        2004 ,   4.42638574E-03 ,   0.00000000    
     6441983 ,        2004 ,   3.81274521E-03 ,   0.00000000    
     6441984 ,        2004 ,   3.46830697E-03 ,   0.00000000    
     6441987 ,        2004 ,   3.60312732E-03 ,   0.00000000    
     6441988 ,        2004 ,   4.02311655E-03 ,   0.00000000    
     6441989 ,        2004 ,   3.20550357E-03 ,   0.00000000    
     6441990 ,        2004 ,   2.13624258E-03 ,   0.00000000    
     6441991 ,        2004 ,   1.22379721E-03 ,   0.00000000    
     6441992 ,        2004 ,   2.31609889E-03 ,   0.00000000    
     6441993 ,        2004 ,   1.83654099E-03 ,   0.00000000    
     6441994 ,        2004 ,   2.88274419E-03 ,   0.00000000    
     6441995 ,        2004 ,   3.52885411E-03 ,   0.00000000    
     6441996 ,        2004 ,   1.30120185E-04 ,   0.00000000    
     6441997 ,        2004 ,   1.80699411E-04 ,   0.00000000    
     6441998 ,        2004 ,   1.06299738E-03 ,   0.00000000    
     6445148 ,        2004 ,   7.81080220E-04 ,   0.00000000    
     6445151 ,        2004 ,   3.85833718E-03 ,   0.00000000    
     6445152 ,        2004 ,   3.24634556E-03 ,   0.00000000    
     6445156 ,        2004 ,   3.62726906E-03 ,   0.00000000    
     6445168 ,        2004 ,   1.62731763E-03 ,   0.00000000    
     6445169 ,        2004 ,   2.01133825E-03 ,   0.00000000    
     6448326 ,        2004 ,   7.80798902E-04 ,   0.00000000    
     6448332 ,        2004 ,   3.34370346E-03 ,   0.00000000    
     6448333 ,        2004 ,   3.58084659E-03 ,   0.00000000    
     6448334 ,        2004 ,   2.27029575E-03 ,   0.00000000    
     6448335 ,        2004 ,   2.90063187E-03 ,   0.00000000    
     6448336 ,        2004 ,   2.34435708E-03 ,   0.00000000    
     6448337 ,        2004 ,   4.43215482E-03 ,   0.00000000    
     6448338 ,        2004 ,   4.54642717E-03 ,   0.00000000    
     6448339 ,        2004 ,   3.61634092E-03 ,   0.00000000    
     6448340 ,        2004 ,   2.29127868E-03 ,   0.00000000    
     6448341 ,        2004 ,   1.06390077E-03 ,   0.00000000    
     6448343 ,        2004 ,   8.00237118E-04 ,   0.00000000    
     6448344 ,        2004 ,   2.80155055E-03 ,   0.00000000    
     6448349 ,        2004 ,   3.78568610E-03 ,   0.00000000    
     6448350 ,        2004 ,   2.60487967E-03 ,   0.00000000    
     6448351 ,        2004 ,   1.22920479E-04 ,   0.00000000    
     6451504 ,        2004 ,   2.53300415E-04 ,   0.00000000    
     6451505 ,        2004 ,   9.38319834E-04 ,   0.00000000    
     6451507 ,        2004 ,   1.23764062E-03 ,   0.00000000    
     6451508 ,        2004 ,   7.41374737E-04 ,   0.00000000    
     6451509 ,        2004 ,   1.95074826E-03 ,   0.00000000    
     6451510 ,        2004 ,   1.74143515E-03 ,   0.00000000    
     6451511 ,        2004 ,   1.52754399E-03 ,   0.00000000    
     6451512 ,        2004 ,   1.45127322E-03 ,   0.00000000    
     6451513 ,        2004 ,   1.18883187E-03 ,   0.00000000    
     6451514 ,        2004 ,   2.01887568E-03 ,   0.00000000    
     6451515 ,        2004 ,   1.81845599E-03 ,   0.00000000    
     6451516 ,        2004 ,   1.81191764E-03 ,   0.00000000    
     6451517 ,        2004 ,   2.56501138E-04 ,   0.00000000    
     6451518 ,        2004 ,   9.69106623E-05 ,   0.00000000    
     6451519 ,        2004 ,   2.68411299E-04 ,   0.00000000    
     6451520 ,        2004 ,   2.66310293E-04 ,   0.00000000    
     6451521 ,        2004 ,   6.45809865E-04 ,   0.00000000    
     6451522 ,        2004 ,   9.38802958E-04 ,   0.00000000    
     6451523 ,        2004 ,   9.27105197E-04 ,   0.00000000    
     6451524 ,        2004 ,   8.43204791E-04 ,   0.00000000    
     6451525 ,        2004 ,   3.89491383E-04 ,   0.00000000    
     6451526 ,        2004 ,   1.25352736E-03 ,   0.00000000    
     6451527 ,        2004 ,   1.66428462E-03 ,   0.00000000    
     6451528 ,        2004 ,   5.91466494E-04 ,   0.00000000    
