GRIDCODE,CVENTMUN,Furb,Frur,Fpob
2035378,14039,5.75182E-05,,5.75182E-05
2035378,14098,0.026422196,,0.026422196
2035379,14039,0.001040679,,0.001040679
2035379,14098,0.020741399,,0.020741399
2035379,14101,0.002248746,,0.002248746
2035380,14039,0.000368518,,0.000368518
2035380,14098,0.000194685,,0.000194685
2035380,14101,0.037499588,,0.037499588
2035381,14101,0.014118345,,0.014118345
2035382,14101,0.02004985,,0.02004985
2035383,14101,0.011314001,0.000292654,0.011071355
2035384,14101,0.001385702,0.00068286,0.001370228
2035385,14101,0.009139921,,0.009139921
2035386,14101,0.004190045,0.001073066,0.004121422
2035387,14101,0.000720301,,0.000720301
2035388,14101,,0.003609404,0.003609404
2035389,14101,,0.000292654,0.000292654
2035391,14124,,0.000432271,0.000432271
2038537,14120,0.001948076,,0.001948076
2038538,14120,0.00606586,,0.00606586
2038539,14120,0.012366438,,0.012366438
2038540,14120,0.009327374,,0.009327374
2038541,14120,0.006746296,,0.006746296
2038542,14120,0.009583355,,0.009583355
2038543,14120,0.005584975,,0.005584975
2038544,14120,0.003128207,,0.003128207
2038545,14039,4.68172E-05,,4.68172E-05
2038545,14120,0.003345751,,0.003345751
2038546,14039,0.003582182,,0.003582182
2038546,14120,0.00015457,,0.00015457
2038547,14039,0.005179985,,0.005179985
2038548,14039,0.009578793,,0.009578793
2038549,14039,0.00221579,,0.00221579
2038550,14039,0.003826969,,0.003826969
2038551,14039,0.003936655,,0.003936655
2038552,14039,0.002224484,,0.002224484
2038553,14039,0.008067936,,0.008067936
2038554,14039,0.006242066,,0.006242066
2038554,14098,0.002396118,,0.002396118
2038555,14039,0.006991141,,0.006991141
2038555,14098,0.003316294,,0.003316294
2038556,14039,0.00814485,,0.00814485
2038556,14098,0.000688884,,0.000688884
2038557,14039,0.009469107,,0.009469107
2038558,14039,0.008279951,,0.008279951
2038558,14101,0.001231979,,0.001231979
2038559,14039,0.001409866,,0.001409866
2038559,14101,0.020284826,,0.020284826
2038560,14101,0.030907075,,0.030907075
2038561,14101,0.019485468,,0.019485468
2038562,14101,0.000476541,,0.000476541
2038563,14101,0.010051278,,0.010051278
2038564,14101,0.004139536,,0.004139536
2038565,14101,0.005819507,0.002243684,0.005740782
2041712,14120,,4.76077E-05,4.76077E-05
2041717,14120,0.00082601,,0.00082601
2041718,14120,0.005584157,,0.005584157
2041719,14120,0.01016647,,0.01016647
2041720,14120,0.013124568,,0.013124568
2041721,14120,0.00738993,,0.00738993
2041722,14120,0.005217768,,0.005217768
2041723,14120,0.00294992,,0.00294992
2041724,14039,0.002194388,,0.002194388
2041724,14120,0.000530773,,0.000530773
2041725,14039,0.002327482,,0.002327482
2041726,14039,0.006417965,,0.006417965
2041727,14039,0.006764412,,0.006764412
2041728,14039,0.003857735,,0.003857735
2041729,14039,0.001419898,,0.001419898
2041730,14039,0.00384369,,0.00384369
2041731,14039,0.004569356,,0.004569356
2041732,14039,0.006564436,,0.006564436
2041733,14039,0.008718694,,0.008718694
2041734,14039,0.009912532,,0.009912532
2041735,14039,0.012343012,,0.012343012
2041736,14039,0.01079537,,0.01079537
2041737,14039,0.003692537,,0.003692537
2041737,14101,0.013619843,,0.013619843
2041738,14101,0.029839799,,0.029839799
2041739,14101,0.031357263,,0.031357263
2041740,14101,0.008386679,,0.008386679
2041741,14101,0.006214795,,0.006214795
2041742,14101,0.004471139,,0.004471139
2041743,14101,0.002066474,,0.002066474
2041744,14101,0.000439208,0.010925763,0.00067008
2041747,14124,,0.00133611,0.00133611
2041748,14124,,0.000785947,0.000785947
2044895,14120,2.61706E-05,,2.61706E-05
2044896,14120,0.002280933,,0.002280933
2044897,14120,0.002877951,,0.002877951
2044898,14120,0.005836049,,0.005836049
2044899,14120,0.004597852,,0.004597852
2044900,14120,0.004884093,,0.004884093
2044901,14039,0.000868793,,0.000868793
2044901,14120,0.003045606,,0.003045606
2044902,14039,0.003496574,,0.003496574
2044902,14120,1.79923E-05,,1.79923E-05
2044903,14039,0.002893301,,0.002893301
2044904,14039,0.003309305,,0.003309305
2044905,14039,0.002625774,,0.002625774
2044906,14039,0.003523995,,0.003523995
2044907,14039,0.003434374,,0.003434374
2044908,14039,0.006829287,,0.006829287
2044909,14039,0.007853914,,0.007853914
2044910,14039,0.007729514,,0.007729514
2044911,14039,0.009298558,,0.009298558
2044912,14039,0.011613333,,0.011613333
2044913,14039,0.01316365,,0.01316365
2044914,14039,0.013728131,,0.013728131
2044915,14039,0.006208625,,0.006208625
2044915,14101,0.004677566,,0.004677566
2044916,14039,4.0129E-05,,4.0129E-05
2044916,14101,0.017645186,,0.017645186
2044917,14101,0.016547165,,0.016547165
2044918,14101,0.011610466,,0.011610466
2044919,14101,0.004923523,,0.004923523
2044920,14101,0.004249338,,0.004249338
2044921,14101,0.009429798,,0.009429798
2044922,14101,0.005217792,,0.005217792
2044930,14124,,0.012260777,0.012260777
2048072,14120,0,,0
2048073,14120,1.63566E-06,,1.63566E-06
2048074,14120,0.002491116,,0.002491116
2048075,14120,0.002193425,,0.002193425
2048076,14120,0.003761209,,0.003761209
2048077,14120,0.006740571,,0.006740571
2048078,14120,0.005410777,,0.005410777
2048079,14039,0.000830002,,0.000830002
2048079,14120,0.002237588,,0.002237588
2048080,14039,0.003293253,,0.003293253
2048081,14039,0.001875362,,0.001875362
2048082,14039,0.001608504,,0.001608504
2048083,14039,0.002494017,,0.002494017
2048084,14039,0.003400264,,0.003400264
2048085,14039,0.002061293,,0.002061293
2048086,14039,0.005052241,,0.005052241
2048087,14039,0.00734762,,0.00734762
2048088,14039,0.008103383,,0.008103383
2048089,14039,0.009268462,,0.009268462
2048090,14039,0.011114396,,0.011114396
2048091,14039,0.013730138,,0.013730138
2048092,14039,0.011543107,,0.011543107
2048093,14039,0.008143512,,0.008143512
2048093,14101,0.00294489,,0.00294489
2048094,14039,2.00645E-05,,2.00645E-05
2048094,14101,0.02609555,,0.02609555
2048095,14101,0.01470908,,0.01470908
2048096,14101,0.012671154,,0.012671154
2048097,14101,0.0021631,0.021949078,0.002598708
2048098,14101,0.001548209,,0.001548209
2048099,14101,5.4901E-05,,5.4901E-05
2048100,14101,0.000685165,,0.000685165
2048103,14124,,0.000157189,0.000157189
2048105,14124,,0.001532597,0.001532597
2051250,14120,0,,0
2051251,14120,0,,0
2051252,14120,0.002673493,,0.002673493
2051253,14120,0.003217351,,0.003217351
2051254,14120,0.005598878,,0.005598878
2051255,14120,0.003924776,,0.003924776
2051256,14120,0.004146408,,0.004146408
2051257,14039,0.000603941,,0.000603941
2051257,14120,0.003560841,,0.003560841
2051258,14039,0.002619086,,0.002619086
2051259,14039,0.003266501,,0.003266501
2051260,14039,0.004121248,,0.004121248
2051261,14039,0.007335581,,0.007335581
2051262,14039,0.006215982,,0.006215982
2051263,14039,0.004757962,,0.004757962
2051264,14039,0.006829956,,0.006829956
2051265,14039,0.006360447,,0.006360447
2051266,14039,0.008707993,,0.008707993
2051267,14039,0.009297221,,0.009297221
2051268,14039,0.009862371,,0.009862371
2051269,14039,0.014719987,,0.014719987
2051270,14039,0.015299182,,0.015299182
2051271,14039,0.009614909,,0.009614909
2051271,14101,0.018192,,0.018192
2051272,14101,0.032092936,,0.032092936
2051273,14101,0.009069647,,0.009069647
2051274,14101,0.006100601,,0.006100601
2051275,14101,2.19604E-06,0.009267389,0.000206178
2051276,14101,,0.073456248,0.073456248
2051281,14124,,0.001650489,0.001650489
2051286,14124,,0.00432271,0.00432271
2054429,14120,3.27133E-06,,3.27133E-06
2054430,14120,0.002931928,,0.002931928
2054431,14120,0.003842993,,0.003842993
2054432,14120,0.004664914,,0.004664914
2054433,14120,0.002881222,,0.002881222
2054434,14120,0.002967912,,0.002967912
2054435,14039,0.000293611,,0.000293611
2054435,14120,0.002532008,,0.002532008
2054436,14039,0.002598353,,0.002598353
2054436,14120,8.99615E-05,,8.99615E-05
2054437,14039,0.004352659,,0.004352659
2054438,14039,0.003939999,,0.003939999
2054439,14039,0.007936179,,0.007936179
2054440,14039,0.006582494,,0.006582494
2054441,14039,0.006096933,,0.006096933
2054442,14039,0.008860484,,0.008860484
2054443,14039,0.007405807,,0.007405807
2054444,14039,0.011349819,,0.011349819
2054445,14039,0.010420164,,0.010420164
2054446,14039,0.011651456,,0.011651456
2054447,14039,0.013457929,,0.013457929
2054448,14039,0.016915043,,0.016915043
2054449,14039,0.005381968,,0.005381968
2054449,14101,0.02651719,,0.02651719
2054450,14101,0.012475706,,0.012475706
2054451,14101,0.003026144,,0.003026144
2054452,14101,0.001901771,,0.001901771
2054453,14101,0.000377719,,0.000377719
2054456,14124,,0.000864542,0.000864542
2054457,14124,,0.002475734,0.002475734
2054458,14124,,0.018548355,0.018548355
2054461,14124,,0.000864542,0.000864542
2057606,14120,0.00012431,,0.00012431
2057607,14120,6.05196E-05,,6.05196E-05
2057608,14120,0.003268875,,0.003268875
2057609,14120,0.000444901,,0.000444901
2057610,14120,0.000580661,,0.000580661
2057611,14120,0.000250257,,0.000250257
2057612,14120,0.001992239,,0.001992239
2057613,14039,0.000171217,,0.000171217
2057613,14120,0.001992239,,0.001992239
2057614,14039,0.000841371,,0.000841371
2057614,14120,8.17832E-07,,8.17832E-07
2057615,14039,0.003429692,,0.003429692
2057616,14039,0.002219134,,0.002219134
2057617,14039,0.003910571,,0.003910571
2057618,14039,0.008080643,,0.008080643
2057619,14039,0.006387868,,0.006387868
2057620,14039,0.008154213,,0.008154213
2057621,14039,0.006966395,,0.006966395
2057622,14039,0.012215937,,0.012215937
2057623,14039,0.009686472,,0.009686472
2057624,14039,0.01041682,,0.01041682
2057625,14039,0.014610301,,0.014610301
2057626,14039,0.006381849,,0.006381849
2057627,14039,0.000349791,,0.000349791
2057627,14101,,0.059603941,0.059603941
2057632,14124,,0.000157189,0.000157189
2057633,14124,,0.013243211,0.013243211
2057636,14124,,0.000117892,0.000117892
2057639,14124,,0.002515031,0.002515031
2057641,14124,,0.00058946,0.00058946
2060782,14120,,0.000285646,0.000285646
2060783,14120,,0.037562485,0.037562485
2060784,14120,2.53528E-05,0.002618424,6.91457E-05
2060785,14120,0.000657537,,0.000657537
2060786,14120,0.008320623,,0.008320623
2060787,14120,0.002826427,,0.002826427
2060788,14120,9.65042E-05,,9.65042E-05
2060789,14120,0.001172771,,0.001172771
2060790,14120,0.002004506,,0.002004506
2060791,14039,0.00032772,,0.00032772
2060791,14120,0.000943778,,0.000943778
2060792,14039,0.000487567,,0.000487567
2060792,14120,0.001104891,,0.001104891
2060793,14039,0.001012588,,0.001012588
2060793,14120,0.001248829,,0.001248829
2060794,14039,0.00119852,,0.00119852
2060794,14120,0.000871809,,0.000871809
2060795,14039,0.004911121,,0.004911121
2060795,14120,0.001882649,,0.001882649
2060796,14039,0.007218539,,0.007218539
2060796,14120,0.000340218,,0.000340218
2060797,14039,0.008318073,,0.008318073
2060798,14039,0.008549484,,0.008549484
2060799,14039,0.009647012,,0.009647012
2060800,14039,0.009507229,,0.009507229
2060801,14039,0.005913677,,0.005913677
2060802,14039,0.009033038,,0.009033038
2060803,14039,0.00727405,,0.00727405
2060811,14124,,0.000157189,0.000157189
2060813,14124,,0.000471568,0.000471568
2060815,14124,,0.002554329,0.002554329
2060818,14124,,0.07332888,0.07332888
2060819,14124,,0.001846976,0.001846976
2063954,14120,7.93297E-05,,7.93297E-05
2063955,14120,7.85119E-05,,7.85119E-05
2063957,14120,,0.036372292,0.036372292
2063962,14120,2.37171E-05,,2.37171E-05
2063963,14120,0.000240443,,0.000240443
2063964,14120,0.002916389,,0.002916389
2063965,14120,0.001001026,,0.001001026
2063966,14120,0.000474343,,0.000474343
2063967,14120,0.001436113,,0.001436113
2063968,14120,0.001502357,,0.001502357
2063969,14120,0.002645687,,0.002645687
2063970,14120,0.0053339,,0.0053339
2063971,14120,0.003667159,,0.003667159
2063972,14120,0.00582051,,0.00582051
2063973,14120,0.009976733,,0.009976733
2063974,14039,0.000376544,,0.000376544
2063974,14120,0.009212878,,0.009212878
2063975,14039,0.002154927,,0.002154927
2063975,14120,0.007307329,,0.007307329
2063976,14039,0.011367208,,0.011367208
2063976,14120,0.000370478,,0.000370478
2063977,14039,0.010695048,,0.010695048
2063978,14039,0.007304816,,0.007304816
2063979,14039,0.003601578,,0.003601578
2063980,14039,0.003810917,,0.003810917
2063981,14039,0.001092178,,0.001092178
2063982,14039,,1,1
2063992,14124,,0.005462333,0.005462333
2063994,14124,,0.000157189,0.000157189
2063996,14124,,0.008527528,0.008527528
2063997,14124,,0.001807679,0.001807679
2067132,14120,0.00213127,,0.00213127
2067133,14120,0.00160704,0.000571293,0.001589548
2067134,14120,1.14496E-05,,1.14496E-05
2067135,14120,,0.005570102,0.005570102
2067136,14120,,0.000190431,0.000190431
2067139,14120,,0.000142823,0.000142823
2067140,14120,3.35311E-05,,3.35311E-05
2067141,14120,0.000329586,,0.000329586
2067142,14120,0.001865475,,0.001865475
2067143,14120,0.002261306,,0.002261306
2067144,14120,0.002424872,,0.002424872
2067145,14120,0.006634253,,0.006634253
2067146,14120,0.01261833,,0.01261833
2067147,14120,0.010927871,,0.010927871
2067148,14120,0.01158459,,0.01158459
2067149,14120,0.005894933,,0.005894933
2067150,14120,0.008071184,,0.008071184
2067151,14120,0.012305918,,0.012305918
2067152,14120,0.010126396,,0.010126396
2067153,14120,0.009253769,,0.009253769
2067154,14039,0.001146352,,0.001146352
2067154,14120,0.006592544,,0.006592544
2067155,14039,0.008877873,,0.008877873
2067155,14120,0.000797386,,0.000797386
2067156,14039,0.007371698,,0.007371698
2067157,14039,0.002794985,,0.002794985
2067158,14039,0.002636475,,0.002636475
2067159,14039,0.000641395,,0.000641395
2067172,14124,,0.00058946,0.00058946
2070310,14120,0.000106318,,0.000106318
2070311,14120,0.000563486,0.00104737,0.000571658
2070312,14120,,0.002618424,0.002618424
2070313,14120,,0.001523447,0.001523447
2070314,14120,,0.002380386,0.002380386
2070316,14120,,0.003570578,0.003570578
2070318,14120,5.72482E-06,0.018662223,0.000320804
2070319,14120,0.000223268,,0.000223268
2070320,14120,0.001132697,,0.001132697
2070321,14120,0.001300353,,0.001300353
2070322,14120,0.003825,,0.003825
2070323,14120,0.010052791,,0.010052791
2070324,14120,0.016803176,,0.016803176
2070325,14120,0.011734254,,0.011734254
2070326,14120,0.006326748,,0.006326748
2070327,14120,0.003254154,,0.003254154
2070328,14120,0.004956062,,0.004956062
2070329,14120,0.008058099,,0.008058099
2070330,14120,0.011409574,,0.011409574
2070331,14120,0.012321457,,0.012321457
2070332,14120,0.010685793,,0.010685793
2070333,14039,0.00065544,,0.00065544
2070333,14120,0.003191998,,0.003191998
2070334,14039,0.007745566,,0.007745566
2070335,14039,0.001935555,,0.001935555
2070336,14039,0.000111024,,0.000111024
2070340,14045,,0.000546576,0.000546576
2070352,14124,,0.000117892,0.000117892
2070354,14124,,0.002790113,0.002790113
2073490,14120,,0.000333254,0.000333254
2073492,14120,,0.000333254,0.000333254
2073495,14120,,0.001713878,0.001713878
2073497,14120,1.22675E-05,,1.22675E-05
2073498,14120,9.81398E-05,,9.81398E-05
2073499,14120,0.003906784,,0.003906784
2073500,14120,0.010643266,,0.010643266
2073501,14120,0.00795587,,0.00795587
2073502,14120,0.004848108,,0.004848108
2073503,14120,0.012811338,,0.012811338
2073504,14120,0.011108612,,0.011108612
2073505,14120,0.00203313,,0.00203313
2073506,14120,0.003745671,,0.003745671
2073507,14120,0.011932987,,0.011932987
2073508,14120,0.013598911,,0.013598911
2073509,14120,0.010726685,,0.010726685
2073510,14120,0.006808451,,0.006808451
2073511,14120,0.000799022,,0.000799022
2073512,14039,0.000288929,,0.000288929
2073513,14039,1.67204E-05,,1.67204E-05
2073523,14045,,0.000156165,0.000156165
2076666,14120,,0.001333016,0.001333016
2076667,14120,,0.000952154,0.000952154
2076668,14120,0.000404009,,0.000404009
2076669,14120,0,,0
2076670,14120,,0.002618424,0.002618424
2076673,14120,1.63566E-06,0.000904547,1.68844E-05
2076674,14120,8.7508E-05,,8.7508E-05
2076675,14120,0.000289513,,0.000289513
2076676,14120,0.000296055,,0.000296055
2076677,14120,0.002415058,,0.002415058
2076678,14120,0.006872242,,0.006872242
2076679,14120,0.000841549,,0.000841549
2076680,14120,0.000167656,,0.000167656
2076681,14120,0.006164,,0.006164
2076682,14120,0.009348638,,0.009348638
2076683,14120,0.007097146,,0.007097146
2076684,14120,0.005018217,,0.005018217
2076685,14120,0.010275241,,0.010275241
2076686,14120,0.006586819,,0.006586819
2076687,14120,0.006823172,,0.006823172
2076688,14120,0.006258868,,0.006258868
2076689,14120,0.003555116,,0.003555116
2076690,14120,0.000107136,,0.000107136
2076695,14045,,0.002576716,0.002576716
2079845,14120,,0.000380862,0.000380862
2079846,14120,0.001106527,0.001904308,0.00112
2079847,14120,0.001016565,0.000999762,0.001016281
2079848,14120,,4.76077E-05,4.76077E-05
2079849,14120,,0.000476077,0.000476077
2079851,14120,,0.000476077,0.000476077
2079852,14120,5.88839E-05,0.003618186,0.000118995
2079853,14120,0.000104682,,0.000104682
2079854,14120,0.003491325,,0.003491325
2079855,14120,0.007867544,,0.007867544
2079856,14120,0.003639352,,0.003639352
2079857,14120,0.003322851,,0.003322851
2079858,14120,0.001027197,,0.001027197
2079859,14120,0.000694339,,0.000694339
2079860,14120,0.0059301,,0.0059301
2079861,14120,0.004133323,,0.004133323
2079862,14120,0.000235536,,0.000235536
2079863,14120,0.001841758,,0.001841758
2079864,14120,0.003498685,,0.003498685
2079865,14120,0.006886146,,0.006886146
2079866,14120,0.007432457,,0.007432457
2079867,14120,0.003941132,,0.003941132
2079868,14120,1.63566E-05,0.000428469,2.33166E-05
2079872,14045,,0.067306942,0.067306942
2079873,14045,,0.000936988,0.000936988
2079880,14045,,0.000312329,0.000312329
2079881,14045,,0.000390411,0.000390411
2079882,14045,,0.000468494,0.000468494
2079883,14045,,0.007730148,0.007730148
2079887,14045,,0.000468494,0.000468494
2083023,14120,,0.00104737,0.00104737
2083024,14120,0.000191373,,0.000191373
2083025,14120,0.000558579,,0.000558579
2083027,14120,,0.000142823,0.000142823
2083028,14120,,0.000714116,0.000714116
2083029,14120,,0.001094977,0.001094977
2083031,14120,0.000188919,,0.000188919
2083032,14120,0.00531509,,0.00531509
2083033,14120,0.004596216,,0.004596216
2083034,14120,0.002155805,,0.002155805
2083035,14120,0.000919243,,0.000919243
2083036,14120,0.000340218,,0.000340218
2083037,14120,0,,0
2083038,14120,0.000158659,,0.000158659
2083039,14120,0.000160295,,0.000160295
2083040,14120,0.000323044,,0.000323044
2083041,14120,0.000517688,,0.000517688
2083042,14120,0.001687187,,0.001687187
2083043,14120,0.002913118,,0.002913118
2083044,14120,0.001538342,,0.001538342
2083056,14045,,0.000468494,0.000468494
2083057,14045,,0.000936988,0.000936988
2083058,14045,,0.000156165,0.000156165
2083063,14045,,0.000390411,0.000390411
2083066,14045,,0.003201374,0.003201374
2086203,14120,,0.001285408,0.001285408
2086204,14120,,0.000285646,0.000285646
2086205,14120,5.72482E-06,0.000666508,1.68844E-05
2086206,14120,1.63566E-06,0.000476077,9.64824E-06
2086207,14120,0.000188919,,0.000188919
2086208,14120,0.000808018,0.000571293,0.00080402
2086209,14120,1.63566E-06,0.140299929,0.002371055
2086210,14120,0.0005733,,0.0005733
2086211,14120,0.000439994,0.022851702,0.000818492
2086212,14120,0.000259253,,0.000259253
2086214,14120,,0.002523209,0.002523209
2086216,14120,,0.030088074,0.030088074
2086218,14120,6.70622E-05,,6.70622E-05
2086219,14120,0.000223268,,0.000223268
2086220,14120,0.000382745,,0.000382745
2086221,14120,6.37909E-05,9.52154E-05,6.43216E-05
2086223,14120,,0.004951202,0.004951202
2086228,14045,,0.002342469,0.002342469
2086230,14045,,0.014991801,0.014991801
2086243,14045,,0.000390411,0.000390411
2086244,14045,,0.000312329,0.000312329
2089378,14120,,0.001428231,0.001428231
2089381,14120,,0.000380862,0.000380862
2089382,14120,0.000205276,,0.000205276
2089383,14120,0.00173544,,0.00173544
2089384,14120,0.001889192,,0.001889192
2089385,14120,0.001543249,,0.001543249
2089386,14120,0.004147226,,0.004147226
2089387,14120,0.001070542,,0.001070542
2089389,14120,,0.096024756,0.096024756
2089391,14120,,0.000571293,0.000571293
2089392,14120,,0.004855987,0.004855987
2089395,14120,4.25273E-05,,4.25273E-05
2089396,14120,0.000870991,,0.000870991
2089397,14120,0.000269067,,0.000269067
2089398,14120,7.7694E-05,,7.7694E-05
2089399,14120,,0.071316353,0.071316353
2089401,14120,,0.010854558,0.010854558
2089407,14045,,0.000468494,0.000468494
2089409,14045,,0.005465761,0.005465761
2089410,14045,,0.000624658,0.000624658
2089412,14045,,0.001795893,0.001795893
2089415,14045,,0.109159054,0.109159054
2089419,14045,,0.001327399,0.001327399
2089421,14045,,0.001327399,0.001327399
2092556,14120,,0.000428469,0.000428469
2092560,14120,0.000549583,,0.000549583
2092561,14120,0.005699471,,0.005699471
2092562,14120,0.005139256,,0.005139256
2092563,14120,0.004825209,,0.004825209
2092564,14120,0.006279314,,0.006279314
2092565,14120,0.001679009,,0.001679009
2092566,14120,0.000579843,,0.000579843
2092567,14120,,0.000809331,0.000809331
2092568,14120,,0.014615568,0.014615568
2092569,14120,,0.007998096,0.007998096
2092574,14120,0.000709878,,0.000709878
2092575,14120,0.000114496,,0.000114496
2092576,14120,,0.000142823,0.000142823
2092577,14120,,0.001904308,0.001904308
2092582,14045,,0.001093152,0.001093152
2092587,14045,,0.001405481,0.001405481
2092589,14045,,0.015928789,0.015928789
2092593,14045,,7.80823E-05,7.80823E-05
2092595,14045,,7.80823E-05,7.80823E-05
2092600,14045,,0.001483564,0.001483564
2095736,14120,,0.001094977,0.001094977
2095737,14120,,0.000761723,0.000761723
2095738,14120,8.17832E-06,0.002808855,5.54774E-05
2095739,14120,0.002579442,,0.002579442
2095740,14120,0.003986931,,0.003986931
2095741,14120,0.00258762,,0.00258762
2095742,14120,0.000246985,0.000238039,0.000246834
2095743,14120,0.00171254,,0.00171254
2095744,14120,0.000523412,,0.000523412
2095747,14120,,0.001237801,0.001237801
2095751,14120,7.2787E-05,,7.2787E-05
2095752,14120,0.000888166,,0.000888166
2095753,14120,7.11514E-05,,7.11514E-05
2095768,14045,,0.000156165,0.000156165
2098912,14120,,0.000380862,0.000380862
2098914,14120,,0.000952154,0.000952154
2098915,14120,,0.002047132,0.002047132
2098916,14120,,9.52154E-05,9.52154E-05
2098917,14120,0.000234718,,0.000234718
2098918,14120,0.000630548,9.52154E-05,0.000621508
2098919,14120,0.001903913,,0.001903913
2098920,14120,,4.76077E-05,4.76077E-05
2098921,14120,0.000119403,0.001571055,0.00014392
2098922,14120,0.000686979,0.002808855,0.000722814
2098923,14120,0.003019436,0.000238039,0.002972462
2098924,14120,0.000110407,0.000523685,0.000117387
2098925,14120,,0.000666508,0.000666508
2098926,14120,,0.000333254,0.000333254
2098930,14120,1.39031E-05,,1.39031E-05
2098934,14120,,0.00228517,0.00228517
2098941,14045,,0.014835637,0.014835637
2098942,14045,,0.003435621,0.003435621
2098944,14045,,0.00374795,0.00374795
2098945,14045,,0.006168502,0.006168502
2098950,14045,,0.046927462,0.046927462
2098951,14045,,7.80823E-05,7.80823E-05
2098953,14045,,0.000312329,0.000312329
2098954,14045,,0.129460451,0.129460451
2102094,14120,,0.000809331,0.000809331
2102095,14120,,0.003475363,0.003475363
2102098,14120,,9.52154E-05,9.52154E-05
2102101,14120,,0.086836468,0.086836468
2102103,14120,,0.000428469,0.000428469
2102104,14120,,0.000285646,0.000285646
2102106,14120,,0.000142823,0.000142823
2102113,14045,,0.001171234,0.001171234
2102117,14045,,0.03295073,0.03295073
2102118,14045,,0.006324666,0.006324666
2102119,14045,,0.000546576,0.000546576
2102124,14045,,0.000624658,0.000624658
2102128,14045,,0.004294526,0.004294526
2105270,14120,,0.000523685,0.000523685
2105271,14120,,9.52154E-05,9.52154E-05
2105273,14120,,0.011187812,0.011187812
2105279,14120,,0.001523447,0.001523447
2105281,14120,,0.020566532,0.020566532
2105282,14120,,0.014187098,0.014187098
2105291,14045,,0.025532912,0.025532912
2105291,14120,,0.004094263,0.004094263
2105293,14045,,0.001405481,0.001405481
2105294,14045,,0.013430155,0.013430155
2105298,14045,,0.018193176,0.018193176
2105302,14045,,0.001249317,0.001249317
2105306,14045,,0.012961662,0.012961662
2105310,14045,,0.000156165,0.000156165
2108450,14120,,0.000904547,0.000904547
2108451,14120,,0.000142823,0.000142823
2108452,14120,,0.000238039,0.000238039
2108456,14120,,0.000190431,0.000190431
2108457,14120,,0.001809093,0.001809093
2108468,14120,,0.003380148,0.003380148
2108469,14120,,0.002380386,0.002380386
2108470,14045,,0.001327399,0.001327399
2108478,14045,,0.000624658,0.000624658
2108480,14045,,0.001795893,0.001795893
2108487,14045,,0.000234247,0.000234247
2111627,14120,,0.000285646,0.000285646
2111630,14120,,0.000285646,0.000285646
2111634,14120,,0.013044513,0.013044513
2111635,14120,,0.000190431,0.000190431
2111636,14120,,0.003189717,0.003189717
2111641,14120,,0.001856701,0.001856701
2111653,14045,,0.000702741,0.000702741
2111655,14045,0.046950629,0.008510971,0.021047093
2111656,14045,0.144885447,,0.144885447
2111657,14045,0.000484027,0.001171234,0.000947119
2111658,14045,,0.012883579,0.012883579
2111661,14045,,0.000858905,0.000858905
2111663,14045,,0.000546576,0.000546576
2111666,14045,,0.000780823,0.000780823
2111668,14045,,0.008354806,0.008354806
2114806,14120,,0.000142823,0.000142823
2114813,14120,,0.000142823,0.000142823
2114814,14120,,0.000476077,0.000476077
2114824,14120,,0.057272078,0.057272078
2114825,14045,,0.001795893,0.001795893
2114832,14045,,0.000312329,0.000312329
2114833,14045,0.03952888,,0.03952888
2114834,14045,0.55856728,,0.55856728
2114835,14045,0.161181026,0.001873975,0.05382794
2114836,14045,,0.000702741,0.000702741
2114837,14045,,0.000546576,0.000546576
2114839,14045,,0.000546576,0.000546576
2114840,14045,,0.000624658,0.000624658
2114841,14045,,0.001093152,0.001093152
2114842,14045,,0.002420551,0.002420551
2114844,14045,,7.80823E-05,7.80823E-05
