GRIDCODE,CVENTMUN,Fb
5845489,8037,0.000996212
5845490,8037,0.000996212
5845491,8037,0.000996212
5845492,8037,0.000996212
5845493,8037,0.000996212
5845494,8037,0.000996212
5845495,8037,0.000996212
5845496,8037,0.000996212
5845497,8037,0.000996212
5845498,8037,0.000996212
5845499,8037,0.000996212
5845500,8037,0.000996212
5845501,8037,0.000996212
5845502,8037,0.000996212
5845503,8037,0.000996212
5845504,8037,0.000996212
5845505,8037,0.000996212
5845506,8037,0.000996212
5845507,8037,0.000996212
5845508,8037,0.000996212
5845509,8037,0.000996212
5845510,8037,0.000996212
5845511,8037,0.000996212
5845512,8037,0.000996212
5845513,8037,0.000996212
5845514,8037,0.000996212
5845515,8037,0.000996212
5845516,8037,0.000996212
5845517,8037,0.000996212
5845518,8037,0.000996212
5845519,8037,0.000996212
5845520,8037,0.000996212
5845521,8037,0.000996212
5845522,8037,0.000996212
5845523,8037,0.000996212
5845524,8037,0.000996212
5845525,8037,0.000996212
5845526,8037,0.000996212
5845527,8037,0.000996212
5845528,8037,0.000996212
5845529,8037,0.000996212
5845530,8037,0.000996212
5848667,8037,0.000996212
5848668,8037,0.000996212
5848669,8037,0.000996212
5848670,8037,0.000996212
5848671,8037,0.000996212
5848672,8037,0.000996212
5848673,8037,0.000996212
5848674,8037,0.000996212
5848675,8037,0.000996212
5848676,8037,0.000996212
5848677,8037,0.000996212
5848678,8037,0.000996212
5848679,8037,0.000996212
5848680,8037,0.000996212
5848681,8037,0.000996212
5848682,8037,0.000996212
5848683,8037,0.000996212
5848684,8037,0.000996212
5848685,8037,0.000996212
5848686,8037,0.000996212
5848687,8037,0.000996212
5848688,8037,0.000996212
5848689,8037,0.000996212
5848690,8037,0.000996212
5848691,8037,0.000996212
5848692,8037,0.000996212
5848693,8037,0.000996212
5848694,8037,0.000996212
5848695,8037,0.000996212
5848696,8037,0.000996212
5848697,8037,0.000996212
5848698,8037,0.000996212
5848699,8037,0.000996212
5848700,8037,0.000996212
5848701,8037,0.000996212
5848702,8037,0.000996212
5848703,8037,0.000996212
5848704,8037,0.000996212
5848705,8037,0.000996212
5848706,8037,0.000996212
5848707,8037,0.000996212
5848708,8037,0.000996212
5851845,8037,0.000996212
5851846,8037,0.000996212
5851847,8037,0.000996212
5851848,8037,0.000996212
5851849,8037,0.000996212
5851850,8037,0.000996212
5851851,8037,0.000996212
5851852,8037,0.000996212
5851853,8037,0.000996212
5851854,8037,0.000996212
5851855,8037,0.000996212
5851856,8037,0.000996212
5851857,8037,0.000996212
5851858,8037,0.000996212
5851859,8037,0.000996212
5851860,8037,0.000996212
5851861,8037,0.000996212
5851862,8037,0.000996212
5851863,8037,0.000996212
5851864,8037,0.000996212
5851865,8037,0.000996212
5851866,8037,0.000996212
5851867,8037,0.000996212
5851868,8037,0.000996212
5851869,8037,0.000996212
5851870,8037,0.000996212
5851871,8037,0.000996212
5851872,8037,0.000996212
5851873,8037,0.000996212
5851874,8037,0.000996212
5851875,8037,0.000996212
5851876,8037,0.000996212
5851877,8037,0.000996212
5851878,8037,0.000996212
5851879,8037,0.000996212
5851880,8037,0.000996212
5851881,8037,0.000996212
5851882,8037,0.000996212
5851883,8037,0.000996212
5851884,8037,0.000996212
5851885,8037,0.000996212
5851886,8037,0.000996212
5855023,8037,0.000996212
5855024,8037,0.000996212
5855025,8037,0.000996212
5855026,8037,0.000996212
5855027,8037,0.000996212
5855028,8037,0.000996212
5855029,8037,0.000996212
5855030,8037,0.000996212
5855031,8037,0.000996212
5855032,8037,0.000996212
5855033,8037,0.000996212
5855034,8037,0.000996212
5855035,8037,0.000996212
5855036,8037,0.000996212
5855037,8037,0.000996212
5855038,8037,0.000996212
5855039,8037,0.000996212
5855040,8037,0.000996212
5855041,8037,0.000996212
