GRIDCODE,CVENTMUN,Fa
5861420,08037,9.46664E-06
5864597,08037,0.003765552
5864598,08037,0.017164007
5867775,08037,0.009103187
5867776,08037,0.020246448
5870953,08037,0.010096187
5870954,08037,0.017924894
5874130,08037,0.005331961
5874131,08037,0.019585577
5874132,08037,0.013076096
5877307,08037,0.000646038
5877308,08037,0.016331239
5877309,08037,0.020246448
5877310,08037,0.008326026
5880485,08037,0.009670172
5880486,08037,0.020246448
5880487,08037,0.018360286
5880488,08037,0.00204591
5883662,08037,0.000598294
5883663,08037,0.016879051
5883664,08037,0.014095313
5883665,08037,0.002137177
5886840,08037,0.009188383
5886841,08037,0.007303259
5886842,08037,3.06179E-05
5890017,08037,0.002954917
5890018,08037,0.014318204
5893195,08037,0.005484272
5893196,08037,0.01127744
5896372,08037,0.000202069
5896373,08037,0.015210732
5896374,08037,0.005799849
5899550,08037,0.001151083
5899551,08037,0.01323906
5899552,08037,0.000183265
5902728,08037,0.002548627
5902729,08037,0.00627954
5905906,08037,0.002897298
5905907,08037,0.001092661
5909082,08037,4.62982E-05
5909084,08037,0.011202135
5909085,08037,0.000493577
5912260,08037,0.012072328
5912261,08037,0.006359135
5912262,08037,0.00583521
5915437,08037,0.00618386
5915438,08037,0.019533454
5915439,08037,0.016301894
5915440,08037,0.000449376
5918614,08037,0.006557741
5918615,08037,0.019082145
5918616,08037,0.020097466
5918617,08037,0.004264149
5921793,08037,0.004208046
5921794,08037,0.012693489
5924971,08037,0.001326215
5924972,08037,0.00163111
