GRIDCODE,LONG,LATITUDE,Huso,Pobl,X_long(NALCC),Y_lat(NALCC),UMTz
42,42,"EI Frontera Cd Juarez V4.0" ,,,,,
5874106,-106.5150413,31.51792309,7,0,2069321.774,2167649.062,13
5874107,-106.5045646,31.51820539,7,0,2070321.774,2167649.062,13
5874108,-106.4940879,31.51848704,7,0,2071321.774,2167649.062,13
5874109,-106.4836112,31.51876804,7,0,2072321.774,2167649.062,13
5874110,-106.4731344,31.51904837,7,0,2073321.774,2167649.062,13
5874111,-106.4626575,31.51932806,7,0,2074321.774,2167649.062,13
5874112,-106.4521806,31.51960708,7,0,2075321.774,2167649.062,13
5874113,-106.4417037,31.51988545,7,0,2076321.774,2167649.062,13
5874114,-106.4312267,31.52016317,7,0,2077321.774,2167649.062,13
5874115,-106.4207497,31.52044023,7,0,2078321.774,2167649.062,13
5874116,-106.4102726,31.52071663,7,0,2079321.774,2167649.062,13
5874117,-106.3997954,31.52099238,7,0,2080321.774,2167649.062,13
5874118,-106.3893182,31.52126747,7,0,2081321.774,2167649.062,13
5874119,-106.378841,31.5215419,7,0,2082321.774,2167649.062,13
5874120,-106.3683637,31.52181568,7,56.66997082,2083321.774,2167649.062,13
5874121,-106.3578864,31.5220888,7,1.776435564,2084321.774,2167649.062,13
5874122,-106.347409,31.52236127,7,0,2085321.774,2167649.062,13
5874123,-106.3369316,31.52263308,7,0,2086321.774,2167649.062,13
5874124,-106.3264542,31.52290424,7,0,2087321.774,2167649.062,13
5874125,-106.3159767,31.52317474,7,0,2088321.774,2167649.062,13
5874126,-106.3054991,31.52344458,7,0,2089321.774,2167649.062,13
5874127,-106.2950215,31.52371377,7,0,2090321.774,2167649.062,13
5874128,-106.2845439,31.5239823,7,0,2091321.774,2167649.062,13
5874129,-106.2740662,31.52425018,7,0,2092321.774,2167649.062,13
5874130,-106.2635884,31.5245174,7,0,2093321.774,2167649.062,13
5874131,-106.2531107,31.52478397,7,0,2094321.774,2167649.062,13
5874132,-106.2426328,31.52504988,7,0,2095321.774,2167649.062,13
5877269,-106.6725268,31.52258432,7,0,2054321.774,2168649.062,13
5877270,-106.6620501,31.52287648,7,0,2055321.774,2168649.062,13
5877271,-106.6515733,31.52316798,7,0,2056321.774,2168649.062,13
5877272,-106.6410966,31.52345882,7,0,2057321.774,2168649.062,13
5877273,-106.6306197,31.52374901,7,0,2058321.774,2168649.062,13
5877274,-106.6201428,31.52403855,7,0,2059321.774,2168649.062,13
5877275,-106.6096659,31.52432742,7,0,2060321.774,2168649.062,13
5877276,-106.5991889,31.52461565,7,0,2061321.774,2168649.062,13
5877277,-106.5887119,31.52490321,7,0,2062321.774,2168649.062,13
5877278,-106.5782348,31.52519012,7,0,2063321.774,2168649.062,13
5877279,-106.5677577,31.52547638,7,0,2064321.774,2168649.062,13
5877280,-106.5572805,31.52576197,7,0,2065321.774,2168649.062,13
5877281,-106.5468032,31.52604692,7,0,2066321.774,2168649.062,13
5877282,-106.536326,31.5263312,7,0,2067321.774,2168649.062,13
5877283,-106.5258486,31.52661483,7,0,2068321.774,2168649.062,13
5877284,-106.5153713,31.52689781,7,0,2069321.774,2168649.062,13
5877285,-106.5048938,31.52718013,7,0,2070321.774,2168649.062,13
5877286,-106.4944164,31.52746179,7,0,2071321.774,2168649.062,13
5877287,-106.4839388,31.5277428,7,0,2072321.774,2168649.062,13
5877288,-106.4734613,31.52802315,7,0,2073321.774,2168649.062,13
5877289,-106.4629837,31.52830285,7,0,2074321.774,2168649.062,13
5877290,-106.452506,31.52858189,7,0,2075321.774,2168649.062,13
5877291,-106.4420283,31.52886027,7,0,2076321.774,2168649.062,13
5877292,-106.4315505,31.529138,7,0,2077321.774,2168649.062,13
5877293,-106.4210727,31.52941507,7,0,2078321.774,2168649.062,13
5877294,-106.4105949,31.52969149,7,0,2079321.774,2168649.062,13
5877295,-106.400117,31.52996725,7,0,2080321.774,2168649.062,13
5877296,-106.389639,31.53024235,7,0,2081321.774,2168649.062,13
5877297,-106.379161,31.5305168,7,155.5794125,2082321.774,2168649.062,13
5877298,-106.368683,31.53079059,7,785.1478418,2083321.774,2168649.062,13
5877299,-106.3582049,31.53106373,7,4.363138501,2084321.774,2168649.062,13
5877300,-106.3477268,31.53133621,7,0,2085321.774,2168649.062,13
5877301,-106.3372486,31.53160804,7,0,2086321.774,2168649.062,13
5877302,-106.3267704,31.53187921,7,0,2087321.774,2168649.062,13
5877303,-106.3162921,31.53214972,7,0,2088321.774,2168649.062,13
5877304,-106.3058138,31.53241958,7,0,2089321.774,2168649.062,13
5877305,-106.2953354,31.53268878,7,0,2090321.774,2168649.062,13
5877306,-106.284857,31.53295732,7,0.65557777,2091321.774,2168649.062,13
5877307,-106.2743785,31.53322521,7,0,2092321.774,2168649.062,13
5877308,-106.2639,31.53349245,7,0,2093321.774,2168649.062,13
5877309,-106.2534215,31.53375902,7,0,2094321.774,2168649.062,13
5877310,-106.2429429,31.53402495,7,0,2095321.774,2168649.062,13
5880447,-106.6728682,31.53155862,7,0,2054321.774,2169649.062,13
5880448,-106.6623908,31.53185079,7,0,2055321.774,2169649.062,13
5880449,-106.6519133,31.5321423,7,4,2056321.774,2169649.062,13
5880450,-106.6414357,31.53243316,7,0,2057321.774,2169649.062,13
5880451,-106.6309581,31.53272337,7,0,2058321.774,2169649.062,13
5880452,-106.6204805,31.53301291,7,0,2059321.774,2169649.062,13
5880453,-106.6100028,31.5333018,7,0,2060321.774,2169649.062,13
5880454,-106.599525,31.53359004,7,0,2061321.774,2169649.062,13
5880455,-106.5890472,31.53387762,7,0,2062321.774,2169649.062,13
5880456,-106.5785694,31.53416454,7,0,2063321.774,2169649.062,13
5880457,-106.5680915,31.53445081,7,0,2064321.774,2169649.062,13
5880458,-106.5576135,31.53473642,7,0,2065321.774,2169649.062,13
5880459,-106.5471355,31.53502138,7,0,2066321.774,2169649.062,13
5880460,-106.5366575,31.53530568,7,0,2067321.774,2169649.062,13
5880461,-106.5261794,31.53558933,7,0,2068321.774,2169649.062,13
5880462,-106.5157013,31.53587231,7,0,2069321.774,2169649.062,13
5880463,-106.5052231,31.53615465,7,0,2070321.774,2169649.062,13
5880464,-106.4947448,31.53643632,7,0,2071321.774,2169649.062,13
5880465,-106.4842665,31.53671735,7,0,2072321.774,2169649.062,13
5880466,-106.4737882,31.53699771,7,0,2073321.774,2169649.062,13
5880467,-106.4633098,31.53727742,7,0,2074321.774,2169649.062,13
5880468,-106.4528314,31.53755647,7,0,2075321.774,2169649.062,13
5880469,-106.4423529,31.53783487,7,0,2076321.774,2169649.062,13
5880470,-106.4318744,31.53811261,7,0,2077321.774,2169649.062,13
5880471,-106.4213958,31.5383897,7,0,2078321.774,2169649.062,13
5880472,-106.4109172,31.53866613,7,0,2079321.774,2169649.062,13
5880473,-106.4004386,31.5389419,7,0,2080321.774,2169649.062,13
5880474,-106.3899598,31.53921702,7,6.998554539,2081321.774,2169649.062,13
5880475,-106.3794811,31.53949148,7,77.5857919,2082321.774,2169649.062,13
5880476,-106.3690023,31.53976529,7,1873.031053,2083321.774,2169649.062,13
5880477,-106.3585234,31.54003844,7,4674.049477,2084321.774,2169649.062,13
5880478,-106.3480445,31.54031093,7,235.6970454,2085321.774,2169649.062,13
5880479,-106.3375656,31.54058277,7,0.342947035,2086321.774,2169649.062,13
5880480,-106.3270866,31.54085396,7,0,2087321.774,2169649.062,13
5880481,-106.3166076,31.54112448,7,0,2088321.774,2169649.062,13
5880482,-106.3061285,31.54139435,7,0,2089321.774,2169649.062,13
5880483,-106.2956493,31.54166357,7,0,2090321.774,2169649.062,13
5880484,-106.2851702,31.54193213,7,1062.910073,2091321.774,2169649.062,13
5880485,-106.2746909,31.54220003,7,798.6855728,2092321.774,2169649.062,13
5880486,-106.2642117,31.54246728,7,0,2093321.774,2169649.062,13
5880487,-106.2537324,31.54273387,7,0,2094321.774,2169649.062,13
5880488,-106.243253,31.5429998,7,0,2095321.774,2169649.062,13
5883625,-106.6732098,31.54053269,7,0,2054321.774,2170649.062,13
5883626,-106.6627315,31.54082488,7,0,2055321.774,2170649.062,13
5883627,-106.6522533,31.54111641,7,6,2056321.774,2170649.062,13
5883628,-106.641775,31.54140728,7,6,2057321.774,2170649.062,13
5883629,-106.6312966,31.5416975,7,0,2058321.774,2170649.062,13
5883630,-106.6208182,31.54198706,7,0,2059321.774,2170649.062,13
5883631,-106.6103397,31.54227597,7,0,2060321.774,2170649.062,13
5883632,-106.5998612,31.54256422,7,0,2061321.774,2170649.062,13
5883633,-106.5893826,31.54285181,7,0,2062321.774,2170649.062,13
5883634,-106.578904,31.54313875,7,0,2063321.774,2170649.062,13
5883635,-106.5684253,31.54342503,7,0,2064321.774,2170649.062,13
5883636,-106.5579466,31.54371066,7,0,2065321.774,2170649.062,13
5883637,-106.5474679,31.54399563,7,0,2066321.774,2170649.062,13
5883638,-106.5369891,31.54427994,7,0,2067321.774,2170649.062,13
5883639,-106.5265102,31.5445636,7,0,2068321.774,2170649.062,13
5883640,-106.5160313,31.5448466,7,0,2069321.774,2170649.062,13
5883641,-106.5055524,31.54512895,7,0,2070321.774,2170649.062,13
5883642,-106.4950734,31.54541064,7,0,2071321.774,2170649.062,13
5883643,-106.4845943,31.54569168,7,0,2072321.774,2170649.062,13
5883644,-106.4741152,31.54597206,7,0,2073321.774,2170649.062,13
5883645,-106.4636361,31.54625178,7,0,2074321.774,2170649.062,13
5883646,-106.4531569,31.54653085,7,0,2075321.774,2170649.062,13
5883647,-106.4426776,31.54680926,7,0,2076321.774,2170649.062,13
5883648,-106.4321983,31.54708701,7,0,2077321.774,2170649.062,13
5883649,-106.421719,31.54736411,7,0,2078321.774,2170649.062,13
5883650,-106.4112396,31.54764056,7,0,2079321.774,2170649.062,13
5883651,-106.4007602,31.54791634,7,0,2080321.774,2170649.062,13
5883652,-106.3902807,31.54819147,7,5.815998099,2081321.774,2170649.062,13
5883653,-106.3798012,31.54846595,7,526.9667999,2082321.774,2170649.062,13
5883654,-106.3693216,31.54873977,7,2037.881911,2083321.774,2170649.062,13
5883655,-106.358842,31.54901293,7,2131.345847,2084321.774,2170649.062,13
5883656,-106.3483623,31.54928544,7,5084.954167,2085321.774,2170649.062,13
5883657,-106.3378826,31.54955729,7,1542.209459,2086321.774,2170649.062,13
5883658,-106.3274029,31.54982849,7,0,2087321.774,2170649.062,13
5883659,-106.3169231,31.55009903,7,0,2088321.774,2170649.062,13
5883660,-106.3064432,31.55036891,7,0,2089321.774,2170649.062,13
5883661,-106.2959633,31.55063814,7,0,2090321.774,2170649.062,13
5883662,-106.2854834,31.55090671,7,1177.728785,2091321.774,2170649.062,13
5883663,-106.2750034,31.55117463,7,393.5641533,2092321.774,2170649.062,13
5883664,-106.2645234,31.55144189,7,0,2093321.774,2170649.062,13
5883665,-106.2540433,31.55170849,7,0,2094321.774,2170649.062,13
5883666,-106.2435632,31.55197444,7,0,2095321.774,2170649.062,13
5886803,-106.6735513,31.54950656,7,0,2054321.774,2171649.062,13
5886804,-106.6630723,31.54979876,7,0,2055321.774,2171649.062,13
5886805,-106.6525933,31.5500903,7,0,2056321.774,2171649.062,13
5886806,-106.6421142,31.55038119,7,0,2057321.774,2171649.062,13
5886807,-106.6316351,31.55067142,7,0,2058321.774,2171649.062,13
5886808,-106.6211559,31.55096099,7,0,2059321.774,2171649.062,13
5886809,-106.6106767,31.55124991,7,0,2060321.774,2171649.062,13
5886810,-106.6001974,31.55153818,7,0,2061321.774,2171649.062,13
5886811,-106.5897181,31.55182579,7,0,2062321.774,2171649.062,13
5886812,-106.5792387,31.55211274,7,0,2063321.774,2171649.062,13
5886813,-106.5687593,31.55239904,7,0,2064321.774,2171649.062,13
5886814,-106.5582798,31.55268468,7,0,2065321.774,2171649.062,13
5886815,-106.5478003,31.55296966,7,0,2066321.774,2171649.062,13
5886816,-106.5373207,31.55325399,7,0,2067321.774,2171649.062,13
5886817,-106.5268411,31.55353766,7,0,2068321.774,2171649.062,13
5886818,-106.5163614,31.55382068,7,0,2069321.774,2171649.062,13
5886819,-106.5058817,31.55410304,7,0,2070321.774,2171649.062,13
5886820,-106.4954019,31.55438474,7,0,2071321.774,2171649.062,13
5886821,-106.4849221,31.55466579,7,0,2072321.774,2171649.062,13
5886822,-106.4744422,31.55494618,7,2,2073321.774,2171649.062,13
5886823,-106.4639623,31.55522592,7,0,2074321.774,2171649.062,13
5886824,-106.4534824,31.555505,7,0,2075321.774,2171649.062,13
5886825,-106.4430024,31.55578343,7,0,2076321.774,2171649.062,13
5886826,-106.4325223,31.5560612,7,0,2077321.774,2171649.062,13
5886827,-106.4220422,31.55633831,7,0,2078321.774,2171649.062,13
5886828,-106.4115621,31.55661477,7,0,2079321.774,2171649.062,13
5886829,-106.4010819,31.55689057,7,0,2080321.774,2171649.062,13
5886830,-106.3906016,31.55716571,7,22.55353411,2081321.774,2171649.062,13
5886831,-106.3801213,31.5574402,7,573.3866202,2082321.774,2171649.062,13
5886832,-106.369641,31.55771403,7,479.491526,2083321.774,2171649.062,13
5886833,-106.3591606,31.55798721,7,450.1645507,2084321.774,2171649.062,13
5886834,-106.3486802,31.55825973,7,1731.031509,2085321.774,2171649.062,13
5886835,-106.3381997,31.5585316,7,5766.536701,2086321.774,2171649.062,13
5886836,-106.3277192,31.55880281,7,1.976039564,2087321.774,2171649.062,13
5886837,-106.3172386,31.55907336,7,0,2088321.774,2171649.062,13
5886838,-106.306758,31.55934326,7,0,2089321.774,2171649.062,13
5886839,-106.2962774,31.5596125,7,0,2090321.774,2171649.062,13
5886840,-106.2857966,31.55988108,7,49.35997595,2091321.774,2171649.062,13
5886841,-106.2753159,31.56014901,7,0.095834067,2092321.774,2171649.062,13
5886842,-106.2648351,31.56041629,7,0,2093321.774,2171649.062,13
5886843,-106.2543543,31.5606829,7,0,2094321.774,2171649.062,13
5886844,-106.2438734,31.56094886,7,0,2095321.774,2171649.062,13
5889981,-106.6738929,31.5584802,7,0,2054321.774,2172649.062,13
5889982,-106.6634132,31.55877242,7,0,2055321.774,2172649.062,13
5889983,-106.6529334,31.55906397,7,0,2056321.774,2172649.062,13
5889984,-106.6424536,31.55935488,7,0,2057321.774,2172649.062,13
5889985,-106.6319737,31.55964512,7,0,2058321.774,2172649.062,13
5889986,-106.6214937,31.55993471,7,0,2059321.774,2172649.062,13
5889987,-106.6110137,31.56022365,7,0,2060321.774,2172649.062,13
5889988,-106.6005337,31.56051192,7,0,2061321.774,2172649.062,13
5889989,-106.5900536,31.56079955,7,0,2062321.774,2172649.062,13
5889990,-106.5795734,31.56108651,7,0,2063321.774,2172649.062,13
5889991,-106.5690932,31.56137282,7,0,2064321.774,2172649.062,13
5889992,-106.558613,31.56165848,7,0,2065321.774,2172649.062,13
5889993,-106.5481327,31.56194348,7,0,2066321.774,2172649.062,13
5889994,-106.5376524,31.56222782,7,0,2067321.774,2172649.062,13
5889995,-106.527172,31.5625115,7,0,2068321.774,2172649.062,13
5889996,-106.5166915,31.56279453,7,0,2069321.774,2172649.062,13
5889997,-106.5062111,31.56307691,7,0,2070321.774,2172649.062,13
5889998,-106.4957305,31.56335863,7,0,2071321.774,2172649.062,13
5889999,-106.48525,31.56363969,7,0,2072321.774,2172649.062,13
5890000,-106.4747693,31.5639201,7,11,2073321.774,2172649.062,13
5890001,-106.4642887,31.56419985,7,0,2074321.774,2172649.062,13
5890002,-106.4538079,31.56447894,7,0,2075321.774,2172649.062,13
5890003,-106.4433272,31.56475738,7,0,2076321.774,2172649.062,13
5890004,-106.4328463,31.56503516,7,0,2077321.774,2172649.062,13
5890005,-106.4223655,31.56531229,7,0,2078321.774,2172649.062,13
5890006,-106.4118846,31.56558876,7,0,2079321.774,2172649.062,13
5890007,-106.4014036,31.56586457,7,1085.069115,2080321.774,2172649.062,13
5890008,-106.3909226,31.56613973,7,3661.555093,2081321.774,2172649.062,13
5890009,-106.3804415,31.56641424,7,20.39256078,2082321.774,2172649.062,13
5890010,-106.3699604,31.56668808,7,259.7227929,2083321.774,2172649.062,13
5890011,-106.3594793,31.56696127,7,368.2662526,2084321.774,2172649.062,13
5890012,-106.3489981,31.56723381,7,1624.550103,2085321.774,2172649.062,13
5890013,-106.3385169,31.56750569,7,5865.131288,2086321.774,2172649.062,13
5890014,-106.3280356,31.56777691,7,1682.620933,2087321.774,2172649.062,13
5890015,-106.3175542,31.56804747,7,0,2088321.774,2172649.062,13
5890016,-106.3070729,31.56831738,7,0,2089321.774,2172649.062,13
5890017,-106.2965914,31.56858664,7,0,2090321.774,2172649.062,13
5890018,-106.28611,31.56885524,7,0,2091321.774,2172649.062,13
5890019,-106.2756284,31.56912318,7,0,2092321.774,2172649.062,13
5890020,-106.2651469,31.56939047,7,0,2093321.774,2172649.062,13
5890021,-106.2546653,31.5696571,7,0,2094321.774,2172649.062,13
5890022,-106.2441836,31.56992307,7,0,2095321.774,2172649.062,13
5893159,-106.6742346,31.56745363,7,0,2054321.774,2173649.062,13
5893160,-106.6637541,31.56774586,7,0,2055321.774,2173649.062,13
5893161,-106.6532735,31.56803743,7,0,2056321.774,2173649.062,13
5893162,-106.6427929,31.56832835,7,0,2057321.774,2173649.062,13
5893163,-106.6323123,31.56861861,7,0,2058321.774,2173649.062,13
5893164,-106.6218316,31.56890821,7,0,2059321.774,2173649.062,13
5893165,-106.6113508,31.56919716,7,0,2060321.774,2173649.062,13
5893166,-106.60087,31.56948545,7,0,2061321.774,2173649.062,13
5893167,-106.5903891,31.56977309,7,2,2062321.774,2173649.062,13
5893168,-106.5799082,31.57006007,7,1,2063321.774,2173649.062,13
5893169,-106.5694273,31.57034639,7,0,2064321.774,2173649.062,13
5893170,-106.5589463,31.57063206,7,1,2065321.774,2173649.062,13
5893171,-106.5484652,31.57091707,7,0,2066321.774,2173649.062,13
5893172,-106.5379841,31.57120143,7,1,2067321.774,2173649.062,13
5893173,-106.5275029,31.57148513,7,0,2068321.774,2173649.062,13
5893174,-106.5170217,31.57176817,7,0,2069321.774,2173649.062,13
5893175,-106.5065405,31.57205056,7,0,2070321.774,2173649.062,13
5893176,-106.4960592,31.5723323,7,8.974428856,2071321.774,2173649.062,13
5893177,-106.4855779,31.57261337,7,46.86626637,2072321.774,2173649.062,13
5893178,-106.4750965,31.57289379,7,19.05827297,2073321.774,2173649.062,13
5893179,-106.464615,31.57317356,7,4.680721131,2074321.774,2173649.062,13
5893180,-106.4541335,31.57345266,7,0,2075321.774,2173649.062,13
5893181,-106.443652,31.57373112,7,0,2076321.774,2173649.062,13
5893182,-106.4331704,31.57400891,7,0,2077321.774,2173649.062,13
5893183,-106.4226888,31.57428605,7,0,2078321.774,2173649.062,13
5893184,-106.4122071,31.57456254,7,144.9414138,2079321.774,2173649.062,13
5893185,-106.4017254,31.57483837,7,3938.251629,2080321.774,2173649.062,13
5893186,-106.3912436,31.57511354,7,3761.047495,2081321.774,2173649.062,13
5893187,-106.3807618,31.57538805,7,458.1493541,2082321.774,2173649.062,13
5893188,-106.3702799,31.57566191,7,989.3850051,2083321.774,2173649.062,13
5893189,-106.359798,31.57593512,7,831.1786331,2084321.774,2173649.062,13
5893190,-106.349316,31.57620766,7,3711.814329,2085321.774,2173649.062,13
5893191,-106.338834,31.57647956,7,1331.315508,2086321.774,2173649.062,13
5893192,-106.328352,31.57675079,7,984.1088324,2087321.774,2173649.062,13
5893193,-106.3178699,31.57702137,7,0,2088321.774,2173649.062,13
5893194,-106.3073877,31.5772913,7,0,2089321.774,2173649.062,13
5893195,-106.2969056,31.57756056,7,2169,2090321.774,2173649.062,13
5893196,-106.2864233,31.57782917,7,0,2091321.774,2173649.062,13
5893197,-106.275941,31.57809713,7,0,2092321.774,2173649.062,13
5893198,-106.2654587,31.57836443,7,0,2093321.774,2173649.062,13
5893199,-106.2549763,31.57863107,7,0,2094321.774,2173649.062,13
5893200,-106.2444939,31.57889706,7,0,2095321.774,2173649.062,13
5896337,-106.6745763,31.57642684,7,0,2054321.774,2174649.062,13
5896338,-106.6640951,31.57671908,7,0,2055321.774,2174649.062,13
5896339,-106.6536137,31.57701067,7,0,2056321.774,2174649.062,13
5896340,-106.6431324,31.5773016,7,0,2057321.774,2174649.062,13
5896341,-106.6326509,31.57759188,7,0,2058321.774,2174649.062,13
5896342,-106.6221695,31.57788149,7,0,2059321.774,2174649.062,13
5896343,-106.6116879,31.57817046,7,0,2060321.774,2174649.062,13
5896344,-106.6012063,31.57845876,7,0,2061321.774,2174649.062,13
5896345,-106.5907247,31.57874641,7,4,2062321.774,2174649.062,13
5896346,-106.580243,31.57903341,7,0,2063321.774,2174649.062,13
5896347,-106.5697613,31.57931975,7,0,2064321.774,2174649.062,13
5896348,-106.5592796,31.57960543,7,0,2065321.774,2174649.062,13
5896349,-106.5487977,31.57989046,7,1,2066321.774,2174649.062,13
5896350,-106.5383159,31.58017483,7,9.458431368,2067321.774,2174649.062,13
5896351,-106.5278339,31.58045854,7,9.737446454,2068321.774,2174649.062,13
5896352,-106.517352,31.5807416,7,0,2069321.774,2174649.062,13
5896353,-106.50687,31.581024,7,0,2070321.774,2174649.062,13
5896354,-106.4963879,31.58130575,7,68.63926817,2071321.774,2174649.062,13
5896355,-106.4859058,31.58158684,7,111.4083701,2072321.774,2174649.062,13
5896356,-106.4754236,31.58186727,7,70.8498708,2073321.774,2174649.062,13
5896357,-106.4649414,31.58214705,7,39.82662078,2074321.774,2174649.062,13
5896358,-106.4544592,31.58242617,7,9.763147701,2075321.774,2174649.062,13
5896359,-106.4439769,31.58270464,7,0,2076321.774,2174649.062,13
5896360,-106.4334945,31.58298245,7,0,2077321.774,2174649.062,13
5896361,-106.4230121,31.5832596,7,119.046564,2078321.774,2174649.062,13
5896362,-106.4125297,31.5835361,7,1891.085218,2079321.774,2174649.062,13
5896363,-106.4020472,31.58381194,7,5457.443286,2080321.774,2174649.062,13
5896364,-106.3915647,31.58408712,7,1405.94698,2081321.774,2174649.062,13
5896365,-106.3810821,31.58436165,7,6206.289575,2082321.774,2174649.062,13
5896366,-106.3705994,31.58463553,7,9113.918527,2083321.774,2174649.062,13
5896367,-106.3601168,31.58490874,7,4335.027967,2084321.774,2174649.062,13
5896368,-106.349634,31.58518131,7,3587.379852,2085321.774,2174649.062,13
5896369,-106.3391513,31.58545321,7,682.3240346,2086321.774,2174649.062,13
5896370,-106.3286685,31.58572446,7,764.1891568,2087321.774,2174649.062,13
5896371,-106.3181856,31.58599505,7,1498.133484,2088321.774,2174649.062,13
5896372,-106.3077027,31.58626499,7,197.5662336,2089321.774,2174649.062,13
5896373,-106.2972197,31.58653427,7,0,2090321.774,2174649.062,13
5896374,-106.2867367,31.58680289,7,0,2091321.774,2174649.062,13
5896375,-106.2762537,31.58707086,7,0,2092321.774,2174649.062,13
5896376,-106.2657706,31.58733818,7,0,2093321.774,2174649.062,13
5896377,-106.2552874,31.58760483,7,0,2094321.774,2174649.062,13
5896378,-106.2448043,31.58787083,7,0,2095321.774,2174649.062,13
5899515,-106.6749181,31.58539984,7,0,2054321.774,2175649.062,13
5899516,-106.6644361,31.58569209,7,0,2055321.774,2175649.062,13
5899517,-106.653954,31.58598369,7,0,2056321.774,2175649.062,13
5899518,-106.6434718,31.58627464,7,0,2057321.774,2175649.062,13
5899519,-106.6329896,31.58656493,7,0,2058321.774,2175649.062,13
5899520,-106.6225074,31.58685456,7,0,2059321.774,2175649.062,13
5899521,-106.6120251,31.58714354,7,0,2060321.774,2175649.062,13
5899522,-106.6015428,31.58743186,7,0,2061321.774,2175649.062,13
5899523,-106.5910604,31.58771952,7,0,2062321.774,2175649.062,13
5899524,-106.5805779,31.58800653,7,0,2063321.774,2175649.062,13
5899525,-106.5700954,31.58829288,7,7,2064321.774,2175649.062,13
5899526,-106.5596129,31.58857858,7,0.581479863,2065321.774,2175649.062,13
5899527,-106.5491303,31.58886362,7,0,2066321.774,2175649.062,13
5899528,-106.5386477,31.589148,7,53.85967651,2067321.774,2175649.062,13
5899529,-106.528165,31.58943173,7,144.6320378,2068321.774,2175649.062,13
5899530,-106.5176823,31.5897148,7,13.9399942,2069321.774,2175649.062,13
5899531,-106.5071995,31.58999722,7,0,2070321.774,2175649.062,13
5899532,-106.4967167,31.59027898,7,81.5855426,2071321.774,2175649.062,13
5899533,-106.4862338,31.59056008,7,122.358466,2072321.774,2175649.062,13
5899534,-106.4757509,31.59084053,7,112.7491667,2073321.774,2175649.062,13
5899535,-106.4652679,31.59112032,7,92.43542067,2074321.774,2175649.062,13
5899536,-106.4547849,31.59139946,7,59.07726226,2075321.774,2175649.062,13
5899537,-106.4443018,31.59167794,7,55.06286121,2076321.774,2175649.062,13
5899538,-106.4338187,31.59195576,7,324.7203883,2077321.774,2175649.062,13
5899539,-106.4233355,31.59223293,7,2946.979517,2078321.774,2175649.062,13
5899540,-106.4128523,31.59250944,7,4898.661721,2079321.774,2175649.062,13
5899541,-106.4023691,31.59278529,7,8312.023946,2080321.774,2175649.062,13
5899542,-106.3918858,31.59306049,7,8881.988879,2081321.774,2175649.062,13
5899543,-106.3814024,31.59333504,7,5185.42339,2082321.774,2175649.062,13
5899544,-106.370919,31.59360892,7,9388.260382,2083321.774,2175649.062,13
5899545,-106.3604356,31.59388215,7,10524.74839,2084321.774,2175649.062,13
5899546,-106.3499521,31.59415473,7,7092.993791,2085321.774,2175649.062,13
5899547,-106.3394685,31.59442665,7,1211.855574,2086321.774,2175649.062,13
5899548,-106.328985,31.59469791,7,871.397378,2087321.774,2175649.062,13
5899549,-106.3185013,31.59496852,7,3690.757925,2088321.774,2175649.062,13
5899550,-106.3080177,31.59523847,7,3746.352895,2089321.774,2175649.062,13
5899551,-106.2975339,31.59550776,7,1146.127204,2090321.774,2175649.062,13
5899552,-106.2870502,31.5957764,7,0,2091321.774,2175649.062,13
5899553,-106.2765664,31.59604438,7,0,2092321.774,2175649.062,13
5899554,-106.2660825,31.5963117,7,0,2093321.774,2175649.062,13
5899555,-106.2555986,31.59657837,7,0,2094321.774,2175649.062,13
5899556,-106.2451146,31.59684439,7,0,2095321.774,2175649.062,13
5902693,-106.6752599,31.59437261,7,0,2054321.774,2176649.062,13
5902694,-106.6647771,31.59466489,7,0,2055321.774,2176649.062,13
5902695,-106.6542943,31.5949565,7,0,2056321.774,2176649.062,13
5902696,-106.6438113,31.59524746,7,0,2057321.774,2176649.062,13
5902697,-106.6333284,31.59553776,7,0,2058321.774,2176649.062,13
5902698,-106.6228454,31.59582741,7,0,2059321.774,2176649.062,13
5902699,-106.6123623,31.5961164,7,0,2060321.774,2176649.062,13
5902700,-106.6018792,31.59640473,7,0,2061321.774,2176649.062,13
5902701,-106.5913961,31.59669241,7,1,2062321.774,2176649.062,13
5902702,-106.5809129,31.59697944,7,0,2063321.774,2176649.062,13
5902703,-106.5704296,31.5972658,7,32.0706943,2064321.774,2176649.062,13
5902704,-106.5599463,31.59755151,7,709.9006138,2065321.774,2176649.062,13
5902705,-106.549463,31.59783657,7,22.68568107,2066321.774,2176649.062,13
5902706,-106.5389796,31.59812096,7,11.31488536,2067321.774,2176649.062,13
5902707,-106.5284961,31.59840471,7,439.2477137,2068321.774,2176649.062,13
5902708,-106.5180126,31.59868779,7,175.9271029,2069321.774,2176649.062,13
5902709,-106.5075291,31.59897022,7,152.5552349,2070321.774,2176649.062,13
5902710,-106.4970455,31.599252,7,154.248238,2071321.774,2176649.062,13
5902711,-106.4865618,31.59953311,7,161.7318919,2072321.774,2176649.062,13
5902712,-106.4760781,31.59981357,7,268.2874287,2073321.774,2176649.062,13
5902713,-106.4655944,31.60009338,7,201.5308674,2074321.774,2176649.062,13
5902714,-106.4551106,31.60037253,7,169.4750383,2075321.774,2176649.062,13
5902715,-106.4446268,31.60065102,7,258.6547208,2076321.774,2176649.062,13
