GRIDCODE,CVENTMUN,LONG_VIALIDADES TOTAL x SENTIDO x MUNICIPIO (m),LONG VIALIDAD x SENTIDO x CELDA
5912254,08037,82284.12106,64.63585887
5915435,08037,82284.12106,111.4865105
5918607,08037,82284.12106,113.7147361
5921785,08037,82284.12106,233.3548809
5915436,08037,82284.12106,171.9698988
5918611,08037,82284.12106,181.6878127
5915433,08037,82284.12106,265.6747371
5902722,08037,82284.12106,75.83978726
5905899,08037,82284.12106,93.76902491
5896366,08037,82284.12106,46.52237372
5956739,08037,82284.12106,23.28304157
5909073,08037,82284.12106,82.18912467
5953559,08037,82284.12106,153.4640085
5950383,08037,82284.12106,181.0699285
5953558,08037,82284.12106,83.06172913
5950378,08037,82284.12106,134.4205196
5950390,08037,82284.12106,172.1736615
5953564,08037,82284.12106,111.1313599
5963087,08037,82284.12106,238.8830469
5959913,08037,82284.12106,152.6201695
5963091,08037,82284.12106,87.31509117
5953558,08037,82284.12106,149.8972806
5956734,08037,82284.12106,160.2417782
5959912,08037,82284.12106,115.3670451
5940849,08037,82284.12106,121.7672113
5944026,08037,82284.12106,114.9534432
5944027,08037,82284.12106,121.0269584
5944022,08037,82284.12106,60.77653863
5944025,08037,82284.12106,113.7044548
5940848,08037,82284.12106,84.98182853
5937670,08037,82284.12106,67.94846177
5944027,08037,82284.12106,148.7565407
5950381,08037,82284.12106,2.244567567
5947203,08037,82284.12106,148.9293449
5947204,08037,82284.12106,151.3466957
5947209,08037,82284.12106,94.17121618
5947207,08037,82284.12106,160.2479883
5947210,08037,82284.12106,101.1131325
5924959,08037,82284.12106,200.0762069
5924965,08037,82284.12106,200.6468934
5924965,08037,82284.12106,199.8619375
5924963,08037,82284.12106,185.5351121
5924960,08037,82284.12106,117.2088033
5937677,08037,82284.12106,85.74311295
5937671,08037,82284.12106,290.4607445
5937674,08037,82284.12106,126.5620947
5937671,08037,82284.12106,239.441115
5912252,08037,82284.12106,101.7063779
5912255,08037,82284.12106,206.6969051
5912251,08037,82284.12106,108.8412269
5912258,08037,82284.12106,111.4636721
5918606,08037,82284.12106,52.84012899
5918607,08037,82284.12106,225.9519708
5918614,08037,82284.12106,198.3346846
5915433,08037,82284.12106,161.1193467
5918610,08037,82284.12106,16.31447831
5918610,08037,82284.12106,66.428547
5921791,08037,82284.12106,122.2553514
5915433,08037,82284.12106,99.7537357
5893186,08037,82284.12106,209.3269076
5896363,08037,82284.12106,124.2540711
5902712,08037,82284.12106,237.0788916
5905897,08037,82284.12106,104.2707518
5905897,08037,82284.12106,101.8497044
5909082,08037,82284.12106,302.0430715
5944031,08037,82284.12106,20.45138853
5944030,08037,82284.12106,72.19674525
5944035,08037,82284.12106,33.24624949
5947204,08037,82284.12106,150.830649
5947207,08037,82284.12106,70.7397394
5928135,08037,82284.12106,64.9474853
5924963,08037,82284.12106,220.8448488
5924964,08037,82284.12106,87.61689267
5928136,08037,82284.12106,113.373123
5924958,08037,82284.12106,127.8352811
5934502,08037,82284.12106,6.77336423
5934503,08037,82284.12106,52.82860356
5909077,08037,82284.12106,104.1809533
5912262,08037,82284.12106,340.4914336
5912250,08037,82284.12106,85.73451986
5912254,08037,82284.12106,75.11106295
5928143,08037,82284.12106,91.69763376
5928149,08037,82284.12106,110.2422161
5924960,08037,82284.12106,96.66954896
5928141,08037,82284.12106,162.2637639
5931322,08037,82284.12106,10.51752527
5931321,08037,82284.12106,224.3911054
5928140,08037,82284.12106,114.0434426
5928139,08037,82284.12106,239.5995928
5928140,08037,82284.12106,227.7343038
5928141,08037,82284.12106,124.6339746
5928140,08037,82284.12106,148.4459496
5928138,08037,82284.12106,393.5863834
5931319,08037,82284.12106,54.76791309
5883663,08037,82284.12106,215.4303989
5959911,08037,82284.12106,266.3173821
5956735,08037,82284.12106,82.66227878
5953557,08037,82284.12106,110.4267732
5966265,08037,82284.12106,14.8317412
5966265,08037,82284.12106,123.1059243
5966265,08037,82284.12106,45.05670494
5963087,08037,82284.12106,73.41295145
5953563,08037,82284.12106,77.6222212
5959912,08037,82284.12106,236.0428695
5886835,08037,82284.12106,86.27170488
5886835,08037,82284.12106,98.42176672
5883654,08037,82284.12106,47.37315999
5880476,08037,82284.12106,237.2346931
5880476,08037,82284.12106,62.09724508
5896367,08037,82284.12106,106.5878455
5880475,08037,82284.12106,65.77933614
5877297,08037,82284.12106,109.9477916
5877297,08037,82284.12106,46.01034965
5877297,08037,82284.12106,112.4145044
5886835,08037,82284.12106,37.48441088
5886834,08037,82284.12106,182.2478332
5883657,08037,82284.12106,97.14686823
5883657,08037,82284.12106,92.86412156
5953560,08037,82284.12106,85.23788415
5909058,08037,82284.12106,329.6217046
5928140,08037,82284.12106,301.6710471
5915434,08037,82284.12106,127.1101362
5924962,08037,82284.12106,93.20373218
5924960,08037,82284.12106,268.0225739
5924960,08037,82284.12106,114.4760438
5924961,08037,82284.12106,122.6851162
5931321,08037,82284.12106,107.3985707
5931314,08037,82284.12106,207.3448176
5931314,08037,82284.12106,186.0869725
5931314,08037,82284.12106,178.4147421
5937674,08037,82284.12106,139.0064038
5931318,08037,82284.12106,72.8214629
5931319,08037,82284.12106,224.138009
5931322,08037,82284.12106,214.5760541
5934502,08037,82284.12106,159.1597013
5937677,08037,82284.12106,60.63405934
5937676,08037,82284.12106,35.4627283
5937675,08037,82284.12106,106.6552541
5937670,08037,82284.12106,236.3081036
5937670,08037,82284.12106,72.03507113
5934494,08037,82284.12106,729.5821057
5937671,08037,82284.12106,154.6747756
5937670,08037,82284.12106,165.1415441
5934504,08037,82284.12106,390.8194126
5934490,08037,82284.12106,299.9537042
5934491,08037,82284.12106,4.338008506
5934492,08037,82284.12106,128.8457624
5934503,08037,82284.12106,123.6212943
5934492,08037,82284.12106,88.54179087
5934503,08037,82284.12106,115.114448
5934504,08037,82284.12106,148.0603578
5934503,08037,82284.12106,122.3219179
5912262,08037,82284.12106,370.7886198
5912255,08037,82284.12106,113.2137283
5912248,08037,82284.12106,90.45160033
5909083,08037,82284.12106,85.76912396
5912261,08037,82284.12106,283.933892
5909074,08037,82284.12106,306.5568447
5915435,08037,82284.12106,95.58552684
5915435,08037,82284.12106,103.6737551
5915431,08037,82284.12106,56.50366913
5915436,08037,82284.12106,226.7435648
5915434,08037,82284.12106,210.783641
5912248,08037,82284.12106,81.30979716
5912253,08037,82284.12106,28.12297807
5912257,08037,82284.12106,90.65085572
5912252,08037,82284.12106,439.5987029
5909074,08037,82284.12106,100.7879497
5909079,08037,82284.12106,2024.290687
5909080,08037,82284.12106,204.405471
5912258,08037,82284.12106,155.7752232
5912249,08037,82284.12106,156.6733453
5909071,08037,82284.12106,8.884800476
5912249,08037,82284.12106,86.95830115
5909062,08037,82284.12106,127.0691069
5909062,08037,82284.12106,130.1942187
5912249,08037,82284.12106,70.7574754
5909071,08037,82284.12106,13.40552537
5909071,08037,82284.12106,149.1766765
5912259,08037,82284.12106,143.6685224
5912258,08037,82284.12106,310.773018
5909081,08037,82284.12106,77.0189109
5912251,08037,82284.12106,74.95996606
5912252,08037,82284.12106,231.4141894
5912255,08037,82284.12106,89.04835522
5912255,08037,82284.12106,80.95133703
5909083,08037,82284.12106,49.08931696
5915435,08037,82284.12106,351.7602369
5912259,08037,82284.12106,223.8249519
5912260,08037,82284.12106,24.46964649
5921781,08037,82284.12106,107.9255341
5915432,08037,82284.12106,397.8306142
5921782,08037,82284.12106,201.7102645
5915435,08037,82284.12106,39.30459412
5924959,08037,82284.12106,110.2156685
5921788,08037,82284.12106,62.15156125
5921789,08037,82284.12106,78.13938225
5921784,08037,82284.12106,237.2664592
5921783,08037,82284.12106,441.5805789
5921783,08037,82284.12106,195.0719329
5902723,08037,82284.12106,55.7552031
5899545,08037,82284.12106,38.59545922
5899542,08037,82284.12106,94.74096659
5893185,08037,82284.12106,203.5064933
5890013,08037,82284.12106,61.66361373
5890014,08037,82284.12106,27.85036092
5890007,08037,82284.12106,70.16810041
5899541,08037,82284.12106,299.2237751
5899539,08037,82284.12106,130.8342599
5896357,08037,82284.12106,174.9805625
5896363,08037,82284.12106,141.268424
5896366,08037,82284.12106,767.5909745
5902719,08037,82284.12106,97.11631319
5896354,08037,82284.12106,383.8288483
5899549,08037,82284.12106,134.4366789
5905897,08037,82284.12106,42.4056186
5905896,08037,82284.12106,404.4660334
5905902,08037,82284.12106,84.63152877
5905884,08037,82284.12106,381.803241
5909062,08037,82284.12106,320.8023027
5902725,08037,82284.12106,93.76694452
5902722,08037,82284.12106,107.0030728
5905905,08037,82284.12106,85.94698998
5905906,08037,82284.12106,97.21006261
5905903,08037,82284.12106,135.2090002
5905902,08037,82284.12106,100.0628489
5902724,08037,82284.12106,359.8831009
5902719,08037,82284.12106,314.4398074
5902719,08037,82284.12106,302.1401619
5905903,08037,82284.12106,361.257508
5905906,08037,82284.12106,202.6482179
5905899,08037,82284.12106,403.5033963
5909084,08037,82284.12106,22.78713311
5880478,08037,82284.12106,92.58215668
5883656,08037,82284.12106,16.98128265
5880477,08037,82284.12106,281.6088609
5886835,08037,82284.12106,95.5349312
5953564,08037,82284.12106,177.5334171
5953559,08037,82284.12106,149.399374
5947202,08037,82284.12106,126.1495504
5944027,08037,82284.12106,138.5010413
5940849,08037,82284.12106,76.92549571
5950381,08037,82284.12106,152.0369454
5899540,08037,82284.12106,174.5186611
5902724,08037,82284.12106,45.71112491
5909084,08037,82284.12106,119.2894505
5902725,08037,82284.12106,110.0108318
5953559,08037,82284.12106,76.92858344
5959912,08037,82284.12106,193.6657027
5924966,08037,82284.12106,100.053901
5893191,08037,82284.12106,126.9216324
5896369,08037,82284.12106,30.32391183
5924962,08037,82284.12106,151.8164962
5931323,08037,82284.12106,39.15286589
5915436,08037,82284.12106,147.79113
5915436,08037,82284.12106,151.8012815
5912253,08037,82284.12106,276.1656483
5912253,08037,82284.12106,166.4242238
5909075,08037,82284.12106,112.4667054
5931325,08037,82284.12106,36.65022858
5909083,08037,82284.12106,97.22818439
5909084,08037,82284.12106,59.32658255
5912261,08037,82284.12106,87.48528193
5890013,08037,82284.12106,30.82586785
5890014,08037,82284.12106,66.71666552
5909084,08037,82284.12106,295.832537
5909084,08037,82284.12106,94.28332796
5905899,08037,82284.12106,499.0230591
5909078,08037,82284.12106,398.5342911
5950382,08037,82284.12106,221.1066741
5953561,08037,82284.12106,82.9866565
5953562,08037,82284.12106,89.69142854
5950383,08037,82284.12106,57.29028636
5953561,08037,82284.12106,169.3095413
5953563,08037,82284.12106,112.9192873
5950382,08037,82284.12106,137.4483992
5953563,08037,82284.12106,67.53331281
5953562,08037,82284.12106,100.4695003
5950389,08037,82284.12106,377.5579219
5953567,08037,82284.12106,157.7183246
5953556,08037,82284.12106,63.28301965
5950378,08037,82284.12106,91.16147749
5953556,08037,82284.12106,57.95046558
5950378,08037,82284.12106,55.67046764
5950382,08037,82284.12106,60.40898985
5950389,08037,82284.12106,102.9642818
5953555,08037,82284.12106,3.34010511
5953554,08037,82284.12106,140.2244295
5953560,08037,82284.12106,86.47114947
5953555,08037,82284.12106,153.0135777
5953554,08037,82284.12106,124.1041186
5950377,08037,82284.12106,151.197234
5950378,08037,82284.12106,179.7209359
5950389,08037,82284.12106,77.39337398
5963086,08037,82284.12106,127.307277
5963087,08037,82284.12106,141.0253248
5959914,08037,82284.12106,114.5077762
5959913,08037,82284.12106,174.8710159
5959913,08037,82284.12106,156.2249116
5956740,08037,82284.12106,69.11966421
5956741,08037,82284.12106,209.9512946
5956734,08037,82284.12106,155.7150505
