GRIDCODE,LONG,LATITUDE,Pob,UTMX,UTMY,UTMZ,
255,216,"Emisiones Guanajauto EI 2016 V4.0",,,,,
1816259,-101.7283544,20.01774516,6,0,2528321.774,890649.0616,14
1816260,-101.718763,20.01772768,6,0,2529321.774,890649.0616,14
1816261,-101.7091716,20.0177096,6,0,2530321.774,890649.0616,14
1816262,-101.6995802,20.01769092,6,1143,2531321.774,890649.0616,14
1816263,-101.6899888,20.01767162,6,0,2532321.774,890649.0616,14
1816264,-101.6803975,20.01765172,6,187,2533321.774,890649.0616,14
1816265,-101.6708061,20.01763122,6,0,2534321.774,890649.0616,14
1816266,-101.6612147,20.01761011,6,396,2535321.774,890649.0616,14
1816267,-101.6516234,20.01758839,6,0,2536321.774,890649.0616,14
1816268,-101.642032,20.01756607,6,0,2537321.774,890649.0616,14
1816269,-101.6324407,20.01754314,6,0,2538321.774,890649.0616,14
1816270,-101.6228493,20.0175196,6,0,2539321.774,890649.0616,14
1816271,-101.613258,20.01749546,6,0,2540321.774,890649.0616,14
1816272,-101.6036666,20.01747071,6,0,2541321.774,890649.0616,14
1816273,-101.5940753,20.01744535,6,0,2542321.774,890649.0616,14
1816274,-101.5844839,20.01741939,6,0,2543321.774,890649.0616,14
1816275,-101.5748926,20.01739282,6,0,2544321.774,890649.0616,14
1816276,-101.5653013,20.01736565,6,0,2545321.774,890649.0616,14
1816277,-101.5557099,20.01733787,6,0,2546321.774,890649.0616,14
1816278,-101.5461186,20.01730948,6,0,2547321.774,890649.0616,14
1816279,-101.5365273,20.01728049,6,0,2548321.774,890649.0616,14
1816280,-101.526936,20.01725089,6,0,2549321.774,890649.0616,14
1816281,-101.5173447,20.01722068,6,0,2550321.774,890649.0616,14
1816282,-101.5077533,20.01718987,6,0,2551321.774,890649.0616,14
1816283,-101.498162,20.01715845,6,0,2552321.774,890649.0616,14
1816284,-101.4885707,20.01712643,6,0,2553321.774,890649.0616,14
1816285,-101.4789795,20.0170938,6,0,2554321.774,890649.0616,14
1816286,-101.4693882,20.01706056,6,0,2555321.774,890649.0616,14
1816287,-101.4597969,20.01702672,6,0,2556321.774,890649.0616,14
1816288,-101.4502056,20.01699227,6,0,2557321.774,890649.0616,14
1816289,-101.4406143,20.01695721,6,269,2558321.774,890649.0616,14
1816290,-101.4310231,20.01692155,6,0,2559321.774,890649.0616,14
1816291,-101.4214318,20.01688528,6,0,2560321.774,890649.0616,14
1816292,-101.4118405,20.01684841,6,0,2561321.774,890649.0616,14
1816293,-101.4022493,20.01681093,6,0,2562321.774,890649.0616,14
1816294,-101.392658,20.01677284,6,0,2563321.774,890649.0616,14
1816295,-101.3830668,20.01673415,6,0,2564321.774,890649.0616,14
1816296,-101.3734755,20.01669485,6,299,2565321.774,890649.0616,14
1816297,-101.3638843,20.01665494,6,0,2566321.774,890649.0616,14
1816298,-101.3542931,20.01661443,6,130,2567321.774,890649.0616,14
1816299,-101.3447019,20.01657331,6,228,2568321.774,890649.0616,14
1816300,-101.3351107,20.01653159,6,0,2569321.774,890649.0616,14
1816301,-101.3255194,20.01648926,6,0,2570321.774,890649.0616,14
1816302,-101.3159282,20.01644632,6,0,2571321.774,890649.0616,14
1816303,-101.306337,20.01640278,6,0,2572321.774,890649.0616,14
1816304,-101.2967459,20.01635863,6,0,2573321.774,890649.0616,14
1816305,-101.2871547,20.01631387,6,0,2574321.774,890649.0616,14
1816306,-101.2775635,20.01626851,6,0,2575321.774,890649.0616,14
1816307,-101.2679723,20.01622254,6,0,2576321.774,890649.0616,14
1816308,-101.2583812,20.01617597,6,0,2577321.774,890649.0616,14
1816309,-101.24879,20.01612879,6,321,2578321.774,890649.0616,14
1816310,-101.2391988,20.016081,6,0,2579321.774,890649.0616,14
1816311,-101.2296077,20.01603261,6,0,2580321.774,890649.0616,14
1816312,-101.2200166,20.01598361,6,0,2581321.774,890649.0616,14
1816313,-101.2104254,20.015934,6,0,2582321.774,890649.0616,14
1816314,-101.2008343,20.01588379,6,0,2583321.774,890649.0616,14
1816315,-101.1912432,20.01583297,6,0,2584321.774,890649.0616,14
1816316,-101.1816521,20.01578155,6,0,2585321.774,890649.0616,14
1816317,-101.172061,20.01572952,6,0,2586321.774,890649.0616,14
1816318,-101.1624699,20.01567688,6,0,2587321.774,890649.0616,14
1816319,-101.1528788,20.01562364,6,0,2588321.774,890649.0616,14
1816320,-101.1432877,20.01556979,6,0,2589321.774,890649.0616,14
1816321,-101.1336967,20.01551533,6,0,2590321.774,890649.0616,14
1816322,-101.1241056,20.01546027,6,0,2591321.774,890649.0616,14
1816323,-101.1145145,20.0154046,6,0,2592321.774,890649.0616,14
1816324,-101.1049235,20.01534833,6,0,2593321.774,890649.0616,14
1816325,-101.0953324,20.01529145,6,0,2594321.774,890649.0616,14
1816326,-101.0857414,20.01523396,6,0,2595321.774,890649.0616,14
1816327,-101.0761504,20.01517587,6,0,2596321.774,890649.0616,14
1816328,-101.0665594,20.01511717,6,0,2597321.774,890649.0616,14
1816329,-101.0569684,20.01505786,6,0,2598321.774,890649.0616,14
1816330,-101.0473774,20.01499795,6,0,2599321.774,890649.0616,14
1816331,-101.0377864,20.01493743,6,9,2600321.774,890649.0616,14
1816332,-101.0281954,20.01487631,6,520,2601321.774,890649.0616,14
1816333,-101.0186044,20.01481458,6,657,2602321.774,890649.0616,14
1816334,-101.0090135,20.01475224,6,1,2603321.774,890649.0616,14
1816335,-100.9994225,20.0146893,6,0,2604321.774,890649.0616,14
1816336,-100.9898316,20.01462575,6,0,2605321.774,890649.0616,14
1816337,-100.9802406,20.0145616,6,0,2606321.774,890649.0616,14
1816338,-100.9706497,20.01449683,6,0,2607321.774,890649.0616,14
1816339,-100.9610588,20.01443147,6,0,2608321.774,890649.0616,14
1816340,-100.9514679,20.01436549,6,0,2609321.774,890649.0616,14
1816341,-100.941877,20.01429891,6,0,2610321.774,890649.0616,14
1816342,-100.9322861,20.01423173,6,0,2611321.774,890649.0616,14
1816343,-100.9226952,20.01416393,6,0,2612321.774,890649.0616,14
1816344,-100.9131043,20.01409553,6,0,2613321.774,890649.0616,14
1816345,-100.9035135,20.01402653,6,0,2614321.774,890649.0616,14
1816346,-100.8939226,20.01395692,6,0,2615321.774,890649.0616,14
1816347,-100.8843318,20.0138867,6,0,2616321.774,890649.0616,14
1816348,-100.8747409,20.01381588,6,0,2617321.774,890649.0616,14
1816349,-100.8651501,20.01374445,6,0,2618321.774,890649.0616,14
1816350,-100.8555593,20.01367241,6,0,2619321.774,890649.0616,14
1816351,-100.8459685,20.01359977,6,0,2620321.774,890649.0616,14
1816352,-100.8363777,20.01352652,6,0,2621321.774,890649.0616,14
1816353,-100.8267869,20.01345266,6,0,2622321.774,890649.0616,14
1816354,-100.8171961,20.0133782,6,0,2623321.774,890649.0616,14
1816355,-100.8076054,20.01330314,6,0,2624321.774,890649.0616,14
1816356,-100.7980146,20.01322746,6,0,2625321.774,890649.0616,14
1816357,-100.7884239,20.01315118,6,196,2626321.774,890649.0616,14
1816358,-100.7788332,20.0130743,6,0,2627321.774,890649.0616,14
1816359,-100.7692424,20.01299681,6,0,2628321.774,890649.0616,14
1816360,-100.7596517,20.01291871,6,0,2629321.774,890649.0616,14
1816361,-100.750061,20.01284,6,0,2630321.774,890649.0616,14
1816362,-100.7404704,20.01276069,6,7,2631321.774,890649.0616,14
1816363,-100.7308797,20.01268078,6,1102,2632321.774,890649.0616,14
1816364,-100.721289,20.01260025,6,5249,2633321.774,890649.0616,14
1816365,-100.7116984,20.01251912,6,73,2634321.774,890649.0616,14
1816366,-100.7021077,20.01243739,6,0,2635321.774,890649.0616,14
1816367,-100.6925171,20.01235505,6,0,2636321.774,890649.0616,14
1816368,-100.6829265,20.0122721,6,0,2637321.774,890649.0616,14
1816369,-100.6733359,20.01218855,6,0,2638321.774,890649.0616,14
1816370,-100.6637453,20.01210439,6,0,2639321.774,890649.0616,14
1816371,-100.6541547,20.01201962,6,0,2640321.774,890649.0616,14
1816372,-100.6445642,20.01193425,6,0,2641321.774,890649.0616,14
1816373,-100.6349736,20.01184827,6,0,2642321.774,890649.0616,14
1816374,-100.6253831,20.01176168,6,763,2643321.774,890649.0616,14
1816375,-100.6157925,20.01167449,6,0,2644321.774,890649.0616,14
1816376,-100.606202,20.0115867,6,0,2645321.774,890649.0616,14
1816377,-100.5966115,20.01149829,6,0,2646321.774,890649.0616,14
1816378,-100.587021,20.01140928,6,0,2647321.774,890649.0616,14
1816379,-100.5774305,20.01131967,6,338,2648321.774,890649.0616,14
1816380,-100.5678401,20.01122944,6,0,2649321.774,890649.0616,14
1816381,-100.5582496,20.01113862,6,0,2650321.774,890649.0616,14
1816382,-100.5486592,20.01104718,6,0,2651321.774,890649.0616,14
1816383,-100.5390687,20.01095514,6,32,2652321.774,890649.0616,14
1816384,-100.5294783,20.0108625,6,133,2653321.774,890649.0616,14
1816385,-100.5198879,20.01076924,6,790,2654321.774,890649.0616,14
1816386,-100.5102975,20.01067538,6,1131,2655321.774,890649.0616,14
1816387,-100.5007072,20.01058092,6,470,2656321.774,890649.0616,14
1816388,-100.4911168,20.01048585,6,0,2657321.774,890649.0616,14
1816389,-100.4815264,20.01039017,6,0,2658321.774,890649.0616,14
1816390,-100.4719361,20.01029389,6,0,2659321.774,890649.0616,14
1816391,-100.4623458,20.010197,6,11,2660321.774,890649.0616,14
1816392,-100.4527555,20.0100995,6,248,2661321.774,890649.0616,14
1816393,-100.4431652,20.0100014,6,0,2662321.774,890649.0616,14
1816394,-100.4335749,20.00990269,6,139,2663321.774,890649.0616,14
1816395,-100.4239846,20.00980338,6,0,2664321.774,890649.0616,14
1816396,-100.4143944,20.00970346,6,404,2665321.774,890649.0616,14
1816397,-100.4048041,20.00960293,6,0,2666321.774,890649.0616,14
1816398,-100.3952139,20.0095018,6,0,2667321.774,890649.0616,14
1816399,-100.3856237,20.00940006,6,0,2668321.774,890649.0616,14
1816400,-100.3760335,20.00929771,6,9,2669321.774,890649.0616,14
1816401,-100.3664433,20.00919476,6,73,2670321.774,890649.0616,14
1816402,-100.3568532,20.0090912,6,0,2671321.774,890649.0616,14
1816403,-100.347263,20.00898704,6,0,2672321.774,890649.0616,14
1816404,-100.3376729,20.00888227,6,0,2673321.774,890649.0616,14
1816405,-100.3280828,20.00877689,6,0,2674321.774,890649.0616,14
1816406,-100.3184926,20.00867091,6,0,2675321.774,890649.0616,14
1816407,-100.3089026,20.00856432,6,0,2676321.774,890649.0616,14
1816408,-100.2993125,20.00845713,6,0,2677321.774,890649.0616,14
1816409,-100.2897224,20.00834933,6,449,2678321.774,890649.0616,14
1816410,-100.2801324,20.00824092,6,0,2679321.774,890649.0616,14
1816411,-100.2705423,20.00813191,6,0,2680321.774,890649.0616,14
1816412,-100.2609523,20.00802229,6,0,2681321.774,890649.0616,14
1816413,-100.2513623,20.00791207,6,0,2682321.774,890649.0616,14
1816414,-100.2417723,20.00780124,6,0,2683321.774,890649.0616,14
1816415,-100.2321824,20.0076898,6,0,2684321.774,890649.0616,14
1816416,-100.2225924,20.00757776,6,0,2685321.774,890649.0616,14
1816417,-100.2130025,20.00746511,6,0,2686321.774,890649.0616,14
1816418,-100.2034126,20.00735185,6,0,2687321.774,890649.0616,14
1816419,-100.1938227,20.00723799,6,479,2688321.774,890649.0616,14
1816420,-100.1842328,20.00712352,6,0,2689321.774,890649.0616,14
1816421,-100.1746429,20.00700845,6,0,2690321.774,890649.0616,14
1816422,-100.165053,20.00689277,6,0,2691321.774,890649.0616,14
1816423,-100.1554632,20.00677648,6,0,2692321.774,890649.0616,14
1816424,-100.1458734,20.00665959,6,0,2693321.774,890649.0616,14
1816425,-100.1362836,20.00654209,6,0,2694321.774,890649.0616,14
1816426,-100.1266938,20.00642399,6,0,2695321.774,890649.0616,14
1816427,-100.117104,20.00630528,6,0,2696321.774,890649.0616,14
1816428,-100.1075142,20.00618596,6,0,2697321.774,890649.0616,14
1816429,-100.0979245,20.00606604,6,0,2698321.774,890649.0616,14
1816430,-100.0883348,20.00594551,6,1447,2699321.774,890649.0616,14
1816431,-100.0787451,20.00582438,6,0,2700321.774,890649.0616,14
1816432,-100.0691554,20.00570263,6,0,2701321.774,890649.0616,14
1816433,-100.0595657,20.00558029,6,0,2702321.774,890649.0616,14
1816434,-100.0499761,20.00545733,6,447,2703321.774,890649.0616,14
1816435,-100.0403864,20.00533378,6,0,2704321.774,890649.0616,14
1816436,-100.0307968,20.00520961,6,0,2705321.774,890649.0616,14
1816437,-100.0212072,20.00508484,6,0,2706321.774,890649.0616,14
1816438,-100.0116176,20.00495946,6,100,2707321.774,890649.0616,14
1816439,-100.0020281,20.00483348,6,0,2708321.774,890649.0616,14
1816440,-99.99243851,20.00470689,6,0,2709321.774,890649.0616,14
1816441,-99.98284898,20.00457969,6,0,2710321.774,890649.0616,14
1816442,-99.97325947,20.00445189,6,0,2711321.774,890649.0616,14
1816443,-99.96366998,20.00432348,6,0,2712321.774,890649.0616,14
1816444,-99.9540805,20.00419447,6,0,2713321.774,890649.0616,14
1816445,-99.94449105,20.00406485,6,0,2714321.774,890649.0616,14
1816446,-99.93490161,20.00393462,6,0,2715321.774,890649.0616,14
1816447,-99.92531219,20.00380379,6,120,2716321.774,890649.0616,14
1816448,-99.91572279,20.00367235,6,0,2717321.774,890649.0616,14
1816449,-99.9061334,20.00354031,6,217,2718321.774,890649.0616,14
1816450,-99.89654404,20.00340766,6,0,2719321.774,890649.0616,14
1816451,-99.88695469,20.0032744,6,265,2720321.774,890649.0616,14
1816452,-99.87736537,20.00314054,6,0,2721321.774,890649.0616,14
1816453,-99.86777606,20.00300607,6,0,2722321.774,890649.0616,14
1816454,-99.85818677,20.002871,6,0,2723321.774,890649.0616,14
1816455,-99.8485975,20.00273532,6,0,2724321.774,890649.0616,14
1816456,-99.83900825,20.00259903,6,0,2725321.774,890649.0616,14
1816457,-99.82941902,20.00246214,6,346,2726321.774,890649.0616,14
1816458,-99.81982981,20.00232464,6,0,2727321.774,890649.0616,14
1816459,-99.81024062,20.00218654,6,0,2728321.774,890649.0616,14
1816460,-99.80065144,20.00204782,6,0,2729321.774,890649.0616,14
1816461,-99.79106229,20.00190851,6,0,2730321.774,890649.0616,14
1816462,-99.78147316,20.00176859,6,0,2731321.774,890649.0616,14
1816463,-99.77188405,20.00162806,6,0,2732321.774,890649.0616,14
1816464,-99.76229495,20.00148692,6,0,2733321.774,890649.0616,14
1816465,-99.75270588,20.00134518,6,233,2734321.774,890649.0616,14
1816466,-99.74311683,20.00120283,6,0,2735321.774,890649.0616,14
1816467,-99.73352779,20.00105988,6,0,2736321.774,890649.0616,14
1816468,-99.72393878,20.00091632,6,965,2737321.774,890649.0616,14
1816469,-99.71434979,20.00077216,6,0,2738321.774,890649.0616,14
1816470,-99.70476082,20.00062739,6,0,2739321.774,890649.0616,14
1816471,-99.69517187,20.00048201,6,0,2740321.774,890649.0616,14
1816472,-99.68558293,20.00033603,6,0,2741321.774,890649.0616,14
1816473,-99.67599402,20.00018944,6,0,2742321.774,890649.0616,14
1816474,-99.66640514,20.00004224,6,0,2743321.774,890649.0616,14
1819398,-102.1024262,20.02701935,6,0,2489321.774,891649.0616,14
1819399,-102.0928341,20.02702553,6,0,2490321.774,891649.0616,14
1819400,-102.083242,20.02703109,6,0,2491321.774,891649.0616,14
1819401,-102.07365,20.02703605,6,0,2492321.774,891649.0616,14
1819402,-102.0640579,20.0270404,6,0,2493321.774,891649.0616,14
1819403,-102.0544659,20.02704415,6,0,2494321.774,891649.0616,14
1819404,-102.0448738,20.02704729,6,0,2495321.774,891649.0616,14
1819405,-102.0352818,20.02704982,6,0,2496321.774,891649.0616,14
1819406,-102.0256897,20.02705175,6,0,2497321.774,891649.0616,14
1819407,-102.0160976,20.02705307,6,0,2498321.774,891649.0616,14
1819408,-102.0065056,20.02705378,6,0,2499321.774,891649.0616,14
1819409,-101.9969135,20.02705389,6,0,2500321.774,891649.0616,14
1819410,-101.9873215,20.02705339,6,0,2501321.774,891649.0616,14
1819411,-101.9777294,20.02705229,6,0,2502321.774,891649.0616,14
1819412,-101.9681373,20.02705058,6,0,2503321.774,891649.0616,14
1819413,-101.9585453,20.02704826,6,0,2504321.774,891649.0616,14
1819414,-101.9489532,20.02704534,6,0,2505321.774,891649.0616,14
1819415,-101.9393612,20.02704181,6,0,2506321.774,891649.0616,14
1819416,-101.9297691,20.02703767,6,0,2507321.774,891649.0616,14
1819417,-101.9201771,20.02703293,6,0,2508321.774,891649.0616,14
1819418,-101.910585,20.02702758,6,0,2509321.774,891649.0616,14
1819419,-101.9009929,20.02702162,6,0,2510321.774,891649.0616,14
1819420,-101.8914009,20.02701506,6,0,2511321.774,891649.0616,14
1819421,-101.8818088,20.02700789,6,0,2512321.774,891649.0616,14
1819422,-101.8722168,20.02700012,6,0,2513321.774,891649.0616,14
1819423,-101.8626247,20.02699174,6,0,2514321.774,891649.0616,14
1819424,-101.8530327,20.02698275,6,0,2515321.774,891649.0616,14
1819425,-101.8434406,20.02697316,6,0,2516321.774,891649.0616,14
1819426,-101.8338486,20.02696296,6,0,2517321.774,891649.0616,14
1819427,-101.8242565,20.02695216,6,0,2518321.774,891649.0616,14
1819428,-101.8146645,20.02694074,6,0,2519321.774,891649.0616,14
1819429,-101.8050725,20.02692873,6,0,2520321.774,891649.0616,14
1819430,-101.7954804,20.0269161,6,0,2521321.774,891649.0616,14
1819431,-101.7858884,20.02690287,6,0,2522321.774,891649.0616,14
1819432,-101.7762963,20.02688903,6,0,2523321.774,891649.0616,14
1819433,-101.7667043,20.02687459,6,0,2524321.774,891649.0616,14
1819434,-101.7571123,20.02685954,6,0,2525321.774,891649.0616,14
1819435,-101.7475202,20.02684388,6,880,2526321.774,891649.0616,14
1819436,-101.7379282,20.02682762,6,0,2527321.774,891649.0616,14
1819437,-101.7283362,20.02681075,6,0,2528321.774,891649.0616,14
1819438,-101.7187442,20.02679328,6,0,2529321.774,891649.0616,14
1819439,-101.7091521,20.02677519,6,0,2530321.774,891649.0616,14
1819440,-101.6995601,20.02675651,6,0,2531321.774,891649.0616,14
1819441,-101.6899681,20.02673721,6,0,2532321.774,891649.0616,14
1819442,-101.6803761,20.02671731,6,0,2533321.774,891649.0616,14
1819443,-101.6707841,20.0266968,6,0,2534321.774,891649.0616,14
1819444,-101.6611921,20.02667569,6,0,2535321.774,891649.0616,14
1819445,-101.6516001,20.02665397,6,0,2536321.774,891649.0616,14
1819446,-101.6420081,20.02663165,6,0,2537321.774,891649.0616,14
1819447,-101.6324161,20.02660871,6,0,2538321.774,891649.0616,14
1819448,-101.6228241,20.02658518,6,0,2539321.774,891649.0616,14
1819449,-101.6132321,20.02656103,6,0,2540321.774,891649.0616,14
1819450,-101.6036401,20.02653628,6,0,2541321.774,891649.0616,14
1819451,-101.5940481,20.02651092,6,0,2542321.774,891649.0616,14
1819452,-101.5844561,20.02648496,6,0,2543321.774,891649.0616,14
1819453,-101.5748642,20.02645839,6,0,2544321.774,891649.0616,14
1819454,-101.5652722,20.02643121,6,0,2545321.774,891649.0616,14
1819455,-101.5556802,20.02640343,6,0,2546321.774,891649.0616,14
1819456,-101.5460882,20.02637504,6,0,2547321.774,891649.0616,14
1819457,-101.5364963,20.02634605,6,0,2548321.774,891649.0616,14
1819458,-101.5269043,20.02631645,6,0,2549321.774,891649.0616,14
1819459,-101.5173124,20.02628624,6,0,2550321.774,891649.0616,14
1819460,-101.5077204,20.02625542,6,0,2551321.774,891649.0616,14
1819461,-101.4981285,20.026224,6,0,2552321.774,891649.0616,14
1819462,-101.4885365,20.02619198,6,0,2553321.774,891649.0616,14
1819463,-101.4789446,20.02615934,6,0,2554321.774,891649.0616,14
1819464,-101.4693527,20.0261261,6,0,2555321.774,891649.0616,14
1819465,-101.4597608,20.02609226,6,0,2556321.774,891649.0616,14
1819466,-101.4501688,20.02605781,6,0,2557321.774,891649.0616,14
1819467,-101.4405769,20.02602275,6,0,2558321.774,891649.0616,14
1819468,-101.430985,20.02598708,6,0,2559321.774,891649.0616,14
1819469,-101.4213931,20.02595081,6,0,2560321.774,891649.0616,14
1819470,-101.4118012,20.02591394,6,0,2561321.774,891649.0616,14
1819471,-101.4022093,20.02587645,6,0,2562321.774,891649.0616,14
1819472,-101.3926174,20.02583836,6,0,2563321.774,891649.0616,14
1819473,-101.3830255,20.02579967,6,0,2564321.774,891649.0616,14
1819474,-101.3734336,20.02576036,6,0,2565321.774,891649.0616,14
1819475,-101.3638418,20.02572046,6,314,2566321.774,891649.0616,14
1819476,-101.3542499,20.02567994,6,0,2567321.774,891649.0616,14
1819477,-101.344658,20.02563882,6,0,2568321.774,891649.0616,14
1819478,-101.3350662,20.02559709,6,0,2569321.774,891649.0616,14
1819479,-101.3254743,20.02555476,6,0,2570321.774,891649.0616,14
1819480,-101.3158825,20.02551182,6,0,2571321.774,891649.0616,14
1819481,-101.3062907,20.02546827,6,0,2572321.774,891649.0616,14
1819482,-101.2966988,20.02542412,6,0,2573321.774,891649.0616,14
1819483,-101.287107,20.02537936,6,0,2574321.774,891649.0616,14
1819484,-101.2775152,20.02533399,6,0,2575321.774,891649.0616,14
1819485,-101.2679234,20.02528802,6,0,2576321.774,891649.0616,14
1819486,-101.2583316,20.02524144,6,0,2577321.774,891649.0616,14
1819487,-101.2487398,20.02519426,6,0,2578321.774,891649.0616,14
1819488,-101.239148,20.02514647,6,0,2579321.774,891649.0616,14
1819489,-101.2295562,20.02509807,6,0,2580321.774,891649.0616,14
1819490,-101.2199644,20.02504907,6,0,2581321.774,891649.0616,14
1819491,-101.2103726,20.02499946,6,0,2582321.774,891649.0616,14
1819492,-101.2007809,20.02494924,6,0,2583321.774,891649.0616,14
1819493,-101.1911891,20.02489842,6,0,2584321.774,891649.0616,14
1819494,-101.1815974,20.02484699,6,0,2585321.774,891649.0616,14
1819495,-101.1720056,20.02479496,6,203,2586321.774,891649.0616,14
1819496,-101.1624139,20.02474232,6,0,2587321.774,891649.0616,14
1819497,-101.1528221,20.02468907,6,0,2588321.774,891649.0616,14
1819498,-101.1432304,20.02463522,6,0,2589321.774,891649.0616,14
1819499,-101.1336387,20.02458076,6,0,2590321.774,891649.0616,14
1819500,-101.124047,20.02452569,6,0,2591321.774,891649.0616,14
1819501,-101.1144553,20.02447002,6,0,2592321.774,891649.0616,14
1819502,-101.1048636,20.02441374,6,0,2593321.774,891649.0616,14
1819503,-101.0952719,20.02435686,6,0,2594321.774,891649.0616,14
1819504,-101.0856803,20.02429937,6,0,2595321.774,891649.0616,14
1819505,-101.0760886,20.02424127,6,0,2596321.774,891649.0616,14
1819506,-101.0664969,20.02418256,6,0,2597321.774,891649.0616,14
1819507,-101.0569053,20.02412325,6,0,2598321.774,891649.0616,14
1819508,-101.0473137,20.02406334,6,0,2599321.774,891649.0616,14
1819509,-101.037722,20.02400282,6,0,2600321.774,891649.0616,14
1819510,-101.0281304,20.02394169,6,0,2601321.774,891649.0616,14
1819511,-101.0185388,20.02387995,6,12,2602321.774,891649.0616,14
1819512,-101.0089472,20.02381761,6,0,2603321.774,891649.0616,14
1819513,-100.9993556,20.02375466,6,0,2604321.774,891649.0616,14
1819514,-100.989764,20.02369111,6,0,2605321.774,891649.0616,14
1819515,-100.9801724,20.02362695,6,456,2606321.774,891649.0616,14
1819516,-100.9705808,20.02356218,6,0,2607321.774,891649.0616,14
1819517,-100.9609893,20.02349681,6,0,2608321.774,891649.0616,14
1819518,-100.9513977,20.02343083,6,0,2609321.774,891649.0616,14
1819519,-100.9418062,20.02336425,6,0,2610321.774,891649.0616,14
1819520,-100.9322147,20.02329705,6,0,2611321.774,891649.0616,14
1819521,-100.9226231,20.02322926,6,0,2612321.774,891649.0616,14
1819522,-100.9130316,20.02316085,6,0,2613321.774,891649.0616,14
1819523,-100.9034401,20.02309184,6,0,2614321.774,891649.0616,14
1819524,-100.8938486,20.02302223,6,0,2615321.774,891649.0616,14
1819525,-100.8842571,20.022952,6,0,2616321.774,891649.0616,14
1819526,-100.8746657,20.02288117,6,0,2617321.774,891649.0616,14
1819527,-100.8650742,20.02280974,6,0,2618321.774,891649.0616,14
1819528,-100.8554827,20.0227377,6,0,2619321.774,891649.0616,14
1819529,-100.8458913,20.02266505,6,0,2620321.774,891649.0616,14
1819530,-100.8362999,20.0225918,6,0,2621321.774,891649.0616,14
1819531,-100.8267085,20.02251793,6,0,2622321.774,891649.0616,14
1819532,-100.817117,20.02244347,6,0,2623321.774,891649.0616,14
1819533,-100.8075256,20.0223684,6,0,2624321.774,891649.0616,14
1819534,-100.7979342,20.02229272,6,0,2625321.774,891649.0616,14
1819535,-100.7883429,20.02221643,6,490,2626321.774,891649.0616,14
1819536,-100.7787515,20.02213954,6,0,2627321.774,891649.0616,14
1819537,-100.7691601,20.02206204,6,269,2628321.774,891649.0616,14
1819538,-100.7595688,20.02198394,6,0,2629321.774,891649.0616,14
1819539,-100.7499775,20.02190523,6,20,2630321.774,891649.0616,14
1819540,-100.7403861,20.02182591,6,467,2631321.774,891649.0616,14
1819541,-100.7307948,20.02174599,6,5433,2632321.774,891649.0616,14
1819542,-100.7212035,20.02166546,6,6853,2633321.774,891649.0616,14
1819543,-100.7116122,20.02158432,6,1525,2634321.774,891649.0616,14
1819544,-100.7020209,20.02150258,6,0,2635321.774,891649.0616,14
1819545,-100.6924297,20.02142023,6,706,2636321.774,891649.0616,14
1819546,-100.6828384,20.02133728,6,277,2637321.774,891649.0616,14
1819547,-100.6732472,20.02125372,6,441,2638321.774,891649.0616,14
1819548,-100.6636559,20.02116955,6,0,2639321.774,891649.0616,14
1819549,-100.6540647,20.02108478,6,0,2640321.774,891649.0616,14
1819550,-100.6444735,20.0209994,6,0,2641321.774,891649.0616,14
1819551,-100.6348823,20.02091342,6,0,2642321.774,891649.0616,14
1819552,-100.6252911,20.02082683,6,0,2643321.774,891649.0616,14
1819553,-100.6157,20.02073963,6,0,2644321.774,891649.0616,14
1819554,-100.6061088,20.02065182,6,0,2645321.774,891649.0616,14
1819555,-100.5965177,20.02056341,6,0,2646321.774,891649.0616,14
1819556,-100.5869265,20.0204744,6,506,2647321.774,891649.0616,14
1819557,-100.5773354,20.02038478,6,4,2648321.774,891649.0616,14
1819558,-100.5677443,20.02029455,6,5,2649321.774,891649.0616,14
1819559,-100.5581532,20.02020371,6,0,2650321.774,891649.0616,14
1819560,-100.5485621,20.02011227,6,3,2651321.774,891649.0616,14
1819561,-100.538971,20.02002022,6,2,2652321.774,891649.0616,14
1819562,-100.52938,20.01992757,6,2,2653321.774,891649.0616,14
1819563,-100.5197889,20.01983431,6,0,2654321.774,891649.0616,14
1819564,-100.5101979,20.01974044,6,339,2655321.774,891649.0616,14
1819565,-100.5006069,20.01964597,6,0,2656321.774,891649.0616,14
1819566,-100.4910159,20.01955089,6,0,2657321.774,891649.0616,14
1819567,-100.4814249,20.01945521,6,0,2658321.774,891649.0616,14
1819568,-100.4718339,20.01935892,6,0,2659321.774,891649.0616,14
1819569,-100.4622429,20.01926202,6,0,2660321.774,891649.0616,14
1819570,-100.452652,20.01916452,6,0,2661321.774,891649.0616,14
1819571,-100.4430611,20.01906641,6,0,2662321.774,891649.0616,14
1819572,-100.4334701,20.01896769,6,0,2663321.774,891649.0616,14
1819573,-100.4238792,20.01886837,6,0,2664321.774,891649.0616,14
1819574,-100.4142883,20.01876844,6,0,2665321.774,891649.0616,14
1819575,-100.4046975,20.01866791,6,0,2666321.774,891649.0616,14
1819576,-100.3951066,20.01856677,6,0,2667321.774,891649.0616,14
1819577,-100.3855157,20.01846502,6,0,2668321.774,891649.0616,14
1819578,-100.3759249,20.01836267,6,0,2669321.774,891649.0616,14
1819579,-100.3663341,20.01825971,6,0,2670321.774,891649.0616,14
