GRIDCODE,CVENTMUN,Fterraceria
2054766,22011,0.003361873
2054775,22005,0.004227443
2054819,22004,0.003873214
2057796,11026,0.014572803
2057828,11017,0.001952048
2057829,11017,0.004060214
2057830,11017,0.003974432
2057831,11017,0.001634252
2057842,11027,0.007875884
2057843,11027,0.002897032
2057877,11009,0.02248127
2057878,11009,0.01734969
2057879,11009,0.007545622
2057916,22014,0.005530744
2057944,22011,5.37053E-05
2057945,22011,0.003102145
2057953,22005,0.004242881
2057996,22004,0.001564012
2057997,22004,0.004649439
2060974,11026,0.014627567
2060995,11017,0.00346826
2061009,11017,0.003440035
2061010,11017,0.001840557
2061021,11027,0.00978544
2061056,11009,0.011449379
2061057,11009,0.009969584
2061086,22014,0.000935812
2061094,22014,0.002745005
2061095,22014,0.002653456
2061116,22011,0.00110068
2061117,22011,0.001556654
2061123,22011,0.000690912
2061124,22011,0.002184977
2061131,22005,0.004225022
2061173,22004,0.001100369
2061174,22004,0.003038853
2064152,11026,0.016088852
2064173,11017,0.003875659
2064175,11017,0.003023209
2064178,11017,0.000749705
2064179,11017,0.004847707
2064180,11017,0.003736119
2064188,11017,0.003436083
2064189,11017,0.003313012
2064199,11027,0.001863474
2064200,11027,0.002443653
2064243,11009,0.003021013
2064244,11009,0.012400183
2064245,11009,0.012156931
2064246,11009,0.003810766
2064272,22014,0.000891891
2064273,22014,0.005466548
2064301,22011,0.000127312
2064302,22011,0.002362843
2064308,22005,0.002962344
2064309,22005,0.002408864
2064334,22007,0.002949973
2064335,22007,0.010544921
2064336,22007,0.002010189
2064340,22004,0.00281281
2064351,22004,0.000216168
2067298,11008,0.003299356
2067305,11008,0.000850012
2067306,11008,0.004288856
2067307,11008,0.004307124
2067308,11008,0.004292909
2067309,11008,0.004318782
2067310,11008,0.00437786
2067311,11008,0.006758712
2067312,11008,0.00906879
2067313,11008,0.004340197
2067316,11008,0.005516882
2067317,11008,0.000560862
2067318,11008,0.007453154
2067319,11008,0.008674204
2067320,11008,0.008837917
2067321,11008,0.008611358
2067322,11008,0.008790624
2067323,11008,9.35539E-05
2067329,11026,0.015911727
2067330,11026,0.005086944
2067351,11017,0.003912173
2067352,11017,0.004695665
2067353,11017,0.006592383
2067354,11017,0.003898085
2067355,11017,0.00392219
2067356,11017,0.005379322
2067357,11017,0.00215278
2067367,11017,0.001454362
2067368,11017,0.004892377
2067369,11017,0.001547999
2067424,11009,0.010039355
2067425,11009,0.012670703
2067451,22014,0.006298452
2067479,22011,0.00293548
2067484,22005,0.000263707
2067485,22005,0.005070651
2067486,22005,0.002853289
2067510,22007,0.002545397
2067511,22007,0.010305212
2067512,22007,0.007247366
2067518,22004,0.003097037
2070476,11008,0.0007811
2070477,11008,0.004411443
2070478,11008,0.004276172
2070479,11008,0.004290205
2070480,11008,0.004408898
2070481,11008,0.004554832
2070482,11008,0.00453403
2070483,11008,0.003660379
2070489,11008,0.004411015
2070491,11008,0.004848144
2070492,11008,0.008616071
2070493,11008,0.008634047
2070494,11008,0.003452234
2070495,11008,0.008213941
2070496,11008,0.001452832
2070507,11001,0.000301118
2070507,11026,0.012259332
2070508,11001,0.002789537
2070508,11026,0.000303557
2070509,11001,0.000301895
2070510,11001,0.000869099
2070529,11017,0.003502491
2070530,11017,0.000856104
2070533,11017,0.001417149
2070534,11017,0.001788992
2070547,11017,0.00452375
2070603,11009,0.005928606
2070604,11009,0.013794744
2070605,11009,0.005188478
2070629,22014,0.006322245
2070630,22014,0.003841634
2070657,22011,0.001862189
2070658,22011,0.004234706
2070662,22005,0.004411988
2070686,22007,0.007845725
2070687,22007,0.009843761
2070688,22007,0.00738324
2070696,22004,0.003019303
2073657,11008,0.002701551
2073667,11008,0.004374056
2073685,11026,0.015353016
2073710,11017,0.001825782
2073711,11017,0.00573328
2073712,11017,0.000203976
2073725,11017,0.001952702
2073726,11017,0.002187016
2073783,11009,0.012491396
2073784,11009,0.012520356
2073785,11009,0.028539823
2073786,11009,0.007946045
2073806,22014,0.001442159
2073807,22014,0.002547266
2073808,22014,0.003900346
2073809,22014,0.000299038
2073836,22011,0.003711167
2073837,22005,0.000890574
2073837,22011,0.002462205
2073839,22005,0.000411511
2073840,22005,0.004743206
2073863,22007,0.00973967
2073864,22007,0.002001336
2073874,22004,0.003020036
2076834,11008,0.007931066
2076835,11008,0.000556265
2076844,11008,0.000380765
2076845,11008,0.004022854
2076862,11026,0.005904383
2076863,11026,0.020988171
2076887,11017,0.002477393
2076888,11017,0.003197993
2076890,11017,0.006930751
2076891,11017,0.003898438
2076892,11017,0.003574602
2076893,11017,0.001489813
2076903,11017,0.003994457
2076964,11009,0.020077088
2076965,11009,0.025151137
2076966,11009,0.026070286
2076967,11009,0.005763345
2076986,22014,0.002207468
2076987,22014,0.001336628
2076988,22014,0.00235343
2076989,22014,2.88479E-05
2077015,22005,0.007082652
2077016,22005,0.00747873
2077017,22005,0.001526374
2077018,22005,0.003159196
2077052,22004,0.003031573
2080012,11008,0.0092334
2080022,11008,0.004403854
2080040,11026,0.014743151
2080049,11026,0.003188376
2080055,11026,0.010885008
2080056,11017,0.001568845
2080056,11026,0.00972513
2080057,11017,0.000921593
2080064,11017,0.00250838
2080065,11017,0.00299342
2080070,11017,0.00086589
2080071,11017,0.002675918
2080072,11017,0.004508138
2080073,11017,0.002058591
2080081,11017,0.004002035
2080130,11009,0.001596908
2080163,22014,0.002953363
2080164,22014,0.00108329
2080167,22014,0.002939188
2080168,22014,0.004754175
2080194,22005,0.002744323
2080195,22005,0.008748377
2080196,22005,0.011125271
2080197,22005,0.001477939
2080230,22004,0.000711387
2083189,11008,0.007025037
2083190,11008,0.00204316
2083200,11008,0.004395451
2083217,11026,0.008311707
2083218,11026,0.015273189
2083227,11026,0.01363022
2083228,11026,0.00613834
2083229,11026,0.00816125
2083230,11026,0.01464142
2083231,11026,0.022296635
2083232,11026,0.014843621
2083233,11026,0.004870708
2083235,11017,0.001859522
2083235,11026,0.009557122
2083236,11017,0.003890634
2083237,11017,0.003884673
2083238,11017,0.003863289
2083239,11017,0.003864165
2083240,11017,0.003866676
2083241,11017,0.005599166
2083242,11017,0.002819936
2083259,11017,0.000636258
2083260,11017,0.006051392
2083261,11017,0.000702275
2083326,11003,0.002559264
2083327,11003,0.000451234
2083339,22014,0.000979827
2083340,22014,0.003039728
2083341,22014,0.000297737
2083346,22014,0.005537536
2083374,22005,0.003014775
2083375,22005,0.00233312
2086367,11008,0.00870294
2086378,11008,0.004518875
2086395,11026,0.016945829
2086406,11026,0.020759411
2086407,11026,0.015383728
2086413,11026,0.0075122
2086419,11017,0.003887833
2086437,11017,0.000100944
2086438,11017,0.004480703
2086439,11017,0.007864346
2086440,11017,0.002877437
2086504,11003,0.0033922
2086517,22014,0.003205857
2086524,22014,0.005061269
2086561,22005,0.004290631
2086562,22005,0.004680573
2086563,22005,0.003625557
2089540,11008,0.004891736
2089541,11008,0.004903765
2089542,11008,0.001342277
2089545,11008,0.00992247
2089555,11008,0.001473831
2089556,11008,0.003439397
2089572,11026,0.011730544
2089573,11026,0.00774164
2089584,11026,0.001888718
2089585,11026,0.015310584
2089591,11026,0.007255588
2089597,11017,0.003864147
2089607,11017,0.002290031
2089608,11017,0.00456509
2089609,11017,0.000407355
2089615,11017,0.004485048
2089618,11017,0.000637863
2089681,11003,0.002030967
2089682,11003,0.001172969
2089694,22014,0.003197709
2089695,22014,0.002435464
2089702,22014,0.000355573
2089737,22005,0.003320046
2089738,22005,0.005147427
2089739,22005,0.000341831
2092719,11008,0.003915985
2092720,11008,0.007606857
2092721,11008,0.008579838
2092722,11008,0.008534819
2092723,11008,0.003959832
2092733,11008,0.001529011
2092734,11008,0.002983329
2092750,11026,0.002123694
2092763,11026,0.010209771
2092764,11026,0.016377054
2092769,11026,0.007254812
2092775,11017,0.000105573
2092775,11037,0.007418974
2092783,11017,0.003333465
2092784,11017,0.004012165
2092785,11017,0.001844065
2092791,11017,0.004122696
2092792,11017,0.00388115
2092793,11017,0.003196269
2092859,11003,0.003091479
2092872,22014,0.005285294
2092912,22005,0.00093728
2092913,22005,0.005014797
2092914,22005,0.004584724
2092915,22005,0.001083797
2095911,11008,0.004459084
2095942,11026,0.012462101
2095943,11026,0.001562506
2095947,11026,0.007266246
2095953,11037,0.006422918
2095954,11037,0.00190495
2095960,11017,0.002883624
2095961,11017,0.00299361
2095964,11017,0.001229504
2095965,11017,0.00390266
2095966,11017,0.004010301
2095967,11017,0.004041179
2095968,11017,0.004085952
2095969,11017,0.000245393
2096037,11003,0.003764182
2096050,22014,0.005065041
2096083,22005,0.005063462
2096084,22005,0.007400936
2096085,22005,0.004251233
2096086,22005,0.004550325
2096087,22005,0.004339269
2096088,22005,0.00455407
2096089,22005,0.004565757
2096090,22005,0.005495563
2099089,11008,0.004415364
2099121,11026,0.008483844
2099125,11026,0.007897276
2099132,11037,0.01202264
2099137,11017,0.003635177
2099138,11017,0.005950699
2099139,11017,0.004088307
2099140,11017,0.001905971
2099141,11017,0.004121851
2099142,11017,0.003771186
2099197,11003,0.000341809
2099198,11003,0.004240706
2099199,11003,0.000769096
2099214,11003,0.00242841
2099215,11003,0.001582674
2099228,22014,0.003487002
2099229,22014,0.006243049
2099230,22014,0.004483128
2099261,22005,0.006553839
2099262,22005,0.002891506
2102240,14008,0.006259061
2102241,14008,0.004272851
2102246,11025,0.003017419
2102247,11025,0.01829183
2102248,11025,0.017412128
2102249,11025,0.01738671
2102250,11025,0.015503669
2102267,11008,0.003193485
2102267,11031,0.002072602
2102299,11026,0.006132151
2102300,11026,0.002260861
2102303,11026,0.004001162
2102304,11026,0.003773597
2102310,11037,0.00477578
2102311,11037,0.007995801
2102312,11017,0.002497259
2102312,11037,0.002754297
2102313,11017,0.003921538
2102314,11017,0.0039664
2102315,11017,0.000808806
2102318,11017,0.00271444
2102319,11017,0.000158627
2102376,11003,0.005458669
2102377,11003,0.006715016
2102391,11003,0.0010645
2102392,11003,0.002652296
2102408,22014,0.001086994
2102409,22014,0.004725929
2102439,22005,0.00926401
2102474,22018,0.008702109
2102475,22018,0.007839331
2105419,14008,0.001998148
2105420,14008,0.00628366
2105421,14008,0.006142228
2105422,14008,0.008077779
2105423,11025,0.00791968
2105423,14008,0.001467618
2105424,11025,0.007484293
2105444,11031,0.004627567
2105445,11031,0.002999516
2105455,11031,0.001479076
2105478,11026,0.00748494
2105481,11026,0.007883774
2105488,11037,0.003819126
2105569,11003,0.003204356
2105616,22005,0.000198114
2105617,22005,0.011316054
2108621,11031,0.002615244
2108622,11031,0.007883252
2108656,11026,0.007421688
2108658,11037,0.000549467
2108659,11026,0.00377105
2108659,11037,0.001627508
2108665,11037,0.000761979
2108666,11037,0.003079951
2108746,11003,0.000133355
2108747,11003,0.003543529
2108794,22005,0.010491317
2111799,11031,0.007432667
2111834,11026,0.007846129
2111836,11026,0.002403523
2111836,11037,0.003261948
2111844,11037,0.003844315
2111924,11003,0.00316223
2111971,22005,0.004451575
2111972,22005,0.006366789
2114977,11031,0.007243547
2115012,11026,7.62588E-05
2115013,11026,0.014972785
2115014,11026,0.002146916
2115014,11037,0.000899293
2115022,11037,0.003899932
2115102,11003,0.003155347
2115150,22005,0.010803052
2115151,22005,0.00179933
2118142,11025,0.006314769
2118143,11025,0.003473171
2118149,11025,0.001344223
2118155,11031,0.0096775
2118167,11031,0.003756034
2118191,11026,0.014963972
2118200,11037,0.003866835
2118280,11003,0.003104689
2118329,22005,0.007305253
2118330,22005,0.011099507
2121320,11025,0.019321544
2121327,11025,1.72837E-05
2121333,11031,0.014412592
2121369,11026,0.014655181
2121378,11037,0.003852147
2121380,11037,0.000799171
2121458,11003,0.003218391
2121506,22005,0.009310238
2121507,22005,0.009243137
2121508,22005,0.002243389
2124491,14072,0.00487975
2124498,11025,0.017927233
2124511,11031,0.01440312
2124547,11026,0.014601576
2124556,11037,0.003820726
2124635,11003,0.001959978
2124636,11003,0.000958711
2124681,22005,0.005231603
2124682,22005,0.008458437
2124683,22005,0.009700565
2124684,22005,0.001644422
2127676,11025,0.018428393
2127689,11031,0.014394544
2127724,11026,0.015186787
2127725,11026,0.003383485
2127734,11037,0.003833511
2127859,22005,0.010172409
2130854,11025,0.002851452
2130855,11025,0.017989165
2130867,11031,0.009044717
2130868,11031,0.006136795
2130912,11037,0.003832894
2131018,11032,0.003241077
2131037,22005,0.001529983
2131038,22005,0.005149456
2134032,14072,0.02251697
2134033,11025,0.006848679
2134033,14072,0.008391176
2134046,11031,0.016225432
2134090,11037,0.003852534
2134137,11003,0.003135849
2134196,11032,0.004493186
2134245,22018,0.016434042
2137199,14072,0.002446401
2137210,14072,0.025494821
2137224,11031,0.015138687
2137268,11037,0.002028325
2137315,11003,0.004494638
2137315,11014,0.003068495
2137316,11003,6.47175E-05
2137374,11032,0.003499018
2137375,11032,0.000956272
2137423,22018,0.01796551
2137424,22018,0.004387277
2140388,14072,0.025468219
2140402,11031,0.015558913
2140446,11037,0.001160518
2140492,11014,0.003901387
2140493,11014,0.006934966
2140503,11003,0.000923271
2140553,11032,0.004446048
2140602,22018,0.019385517
2140603,22018,0.003522341
2143566,14072,0.006128585
2143567,14072,0.020723077
2143580,11031,0.016107891
2143608,11020,0.002132849
2143623,11037,0.002942008
2143624,11037,0.004112504
2143669,11014,0.006613651
2143670,11014,0.003668828
2143731,11032,0.004469169
2143781,22018,0.01563874
2146744,14072,0.01042966
2146745,14072,0.025120137
2146758,11031,0.007174609
2146759,11031,0.008242267
2146784,11020,0.003823043
2146785,11020,0.004515688
2146786,11020,0.000693067
2146800,11037,0.001683076
2146801,11037,0.006920037
2146802,11037,0.003947795
2146808,11037,0.004048781
2146818,11015,0.001570455
2146846,11014,0.002384105
2146847,11014,0.004774354
2146909,11032,0.004440519
2146959,22018,0.019751709
2149922,14072,0.023550997
2149937,11031,0.015754798
2149967,11037,0.001623832
2149976,11037,0.002615867
2149978,11037,0.00844082
2149980,11037,0.000259346
2149981,11037,0.003908731
2149985,11037,0.001186968
2149986,11037,0.003087469
2149996,11015,0.005975761
2150024,11014,0.006733515
2150048,11003,3.07108E-05
2150087,11032,0.004490904
2150137,22018,0.016958565
2153100,14072,0.029363888
2153154,11037,0.004272204
2153155,11037,0.007655208
2153156,11037,0.004955435
2153159,11037,0.004318322
2153163,11037,0.00381079
2153164,11037,0.000571865
2153202,11014,0.004591946
2153265,11032,0.002812089
2153266,11032,0.001690925
2153314,22018,0.01088175
2153315,22018,0.005570319
2156277,14072,0.00331502
2156278,14072,0.039091111
2156312,11020,0.003231673
2156313,11020,0.0009471
2156337,11037,0.000784307
2156338,11037,0.003156395
2156341,11037,0.000530773
2156342,11037,0.004214017
2156444,11032,0.004382314
2156492,22018,0.017286612
2159456,14072,0.007668616
2159457,14072,0.022434619
2159485,11020,0.000144704
2159486,11020,0.0035717
2159486,11031,0.002692083
2159487,11020,0.002373332
2159487,11031,0.006633106
2159488,11020,0.002650556
2159488,11031,0.005724013
2159489,11020,0.003602139
2159489,11031,0.002677499
2159490,11020,0.001194734
2159516,11037,0.00384997
2159520,11037,0.002742844
2159521,11037,0.004617147
2159535,11015,0.002684109
2159622,11032,0.004399173
2159670,22018,0.01805542
2162635,14072,0.016839804
2162636,14072,0.011277468
2162694,11037,0.003842139
2162698,11037,0.002758043
2162699,11037,0.004472272
2162712,11015,0.001760557
2162713,11015,0.008774933
2162800,11032,0.004439208
2162847,22018,0.012337377
2162848,22018,0.006394351
2165872,11037,0.003871937
2165876,11037,0.001230194
2165877,11037,0.00369124
2165978,11032,0.003232974
2165979,11032,0.000251075
2166025,22018,0.015595404
2169050,11037,0.003892414
2169055,11037,0.00515193
2169156,11032,0.004517687
2169203,22018,0.015435882
2172228,11037,0.0041594
2172233,11037,0.002007546
2172234,11015,0.001675136
2172234,11037,0.002452257
2172283,11014,0.000926274
2172284,11014,0.004791779
2172320,11032,0.00752624
2172321,11032,0.001510996
2172334,11032,0.004430609
2172381,22018,0.012281977
2172382,22018,0.005332272
2175390,11020,6.36847E-05
2175402,11037,0.001277135
2175406,11037,0.004159256
2175412,11015,0.001835495
2175413,11015,0.003945424
2175420,11015,0.003037187
2175421,11015,0.003928853
2175422,11015,7.9162E-05
2175460,11014,0.006348796
2175461,11014,0.007055642
2175499,11032,0.009049932
2175512,11032,0.00439721
2175560,22018,0.019301606
2175561,22018,0.000522054
2178568,11020,0.005028288
2178584,11037,0.003405425
2178585,11037,0.001960076
2178591,11015,0.002842598
2178592,11015,0.005050734
2178598,11015,0.003919376
2178599,11015,0.001480493
2178600,11015,0.005826157
2178625,11014,0.000640003
2178637,11014,0.005596231
2178638,11014,0.0024639
2178663,11003,0.002900814
2178677,11032,0.009718397
2178690,11032,0.004397191
2178739,22018,0.022800281
2181713,11025,0.003023301
2181714,11025,0.005665434
2181746,11020,0.00259706
2181747,11020,0.003157433
2181763,11037,0.001900976
2181770,11015,0.000328308
2181771,11015,0.00475215
2181775,11015,0.000360512
2181776,11015,0.005044693
2181777,11015,0.00306424
2181778,11015,0.009108451
2181814,11014,0.00061659
2181815,11014,0.007942931
2181840,11003,0.002428612
2181841,11003,0.001347348
2181855,11032,0.002545791
2181856,11032,0.009998946
2181857,11032,0.004477926
2181868,11032,0.004397191
2181917,22018,0.023607643
2184892,11025,0.005009632
2184892,14109,0.00212311
2184925,11020,0.005281093
2184934,11037,0.00384622
2184935,11037,0.004181447
2184949,11015,0.002133719
2184950,11015,0.005363866
2184951,11015,0.003436687
2184952,11015,0.00411685
2184953,11015,0.004604342
2184956,11015,0.008017955
2184992,11014,0.007022067
2185002,11003,0.00012016
2185003,11003,0.000380835
2185018,11003,0.003225776
2185046,11032,0.004399442
2185058,11032,0.006035819
2185058,11040,0.005709131
2185094,22013,0.002392272
2185094,22018,0.021218216
2185095,22018,0.007480919
2185105,22013,0.000527492
2188070,11025,0.016444143
2188103,11020,0.000786725
2188104,11020,0.004926482
2188105,11020,0.003971172
2188111,11037,0.00204755
2188112,11037,0.001959235
2188113,11037,0.004229543
2188114,11037,0.001505745
2188128,11015,0.000433801
2188129,11015,0.002678457
2188130,11015,0.000542056
2188134,11015,0.007884506
2188167,11014,0.001187251
2188168,11014,0.004107511
2188169,11014,0.001752699
2188170,11014,0.007219933
2188181,11003,0.007957498
2188182,11003,0.001401399
2188196,11003,0.003118088
2188224,11032,0.004399978
2188236,11032,0.00280974
2188236,11040,0.032202783
2188270,22013,0.002422332
2188271,22013,0.012824743
2188272,22013,0.008261328
2188272,22018,0.007689933
2188280,22013,0.006689269
2188281,22013,0.012704001
2188282,22013,0.018200696
2188283,22013,0.000763405
2191247,14109,0.00075127
2191248,11025,0.019935118
2191248,14109,0.000789159
2191283,11020,0.001346928
2191284,11020,0.004495954
2191285,11020,0.002918226
2191292,11037,0.004297282
2191293,11037,0.001213506
2191312,11015,0.008453528
2191346,11014,0.002690307
2191347,11014,0.00537502
2191360,11003,0.004709321
2191360,11014,0.002342925
2191373,11003,0.001418979
2191374,11003,0.002275197
2191401,11032,0.003631728
2191402,11032,0.00076825
2191414,11040,0.043305231
2191446,22013,0.001979136
2191447,22013,0.013750245
2191448,22013,0.015825203
2191449,22013,0.008606498
2191458,22013,0.011837969
2194424,14109,0.001067627
2194425,14109,0.013680616
2194471,11015,0.000808636
2194471,11037,0.003972965
2194473,11015,0.003550753
2194473,11037,0.000519625
2194474,11037,0.000750758
2194490,11015,0.001288685
2194491,11015,0.007673317
2194492,11015,0.008135132
2194538,11003,0.00286612
2194539,11003,0.002024672
2194539,11014,0.004872406
2194540,11003,0.004583915
2194540,11014,0.001793343
2194541,11003,0.00642857
2194542,11003,0.00594933
2194542,11014,0.000447159
2194543,11003,0.003251385
2194551,11003,0.003315896
2194579,11032,0.004388158
2194584,11013,0.007898061
2194592,11013,0.011896299
2194592,11040,0.033673076
2194624,22013,0.011643999
2194625,22013,0.000883019
2194636,22013,0.015647993
2197601,14109,0.006930271
2197602,14109,0.009799099
2197649,11015,0.002339006
2197649,11037,0.00206911
2197650,11015,0.005311635
2197651,11015,0.008300236
2197652,11015,0.004539277
2197652,11037,0.003260574
2197653,11015,0.008715432
2197669,11015,0.005796154
2197670,11015,0.009700657
2197721,11003,0.003153963
2197722,11003,0.003866644
2197722,11014,0.003942542
2197723,11014,0.000332289
2197729,11003,0.003165278
2197757,11032,0.002175828
2197762,11013,0.000797966
2197770,11013,0.007512305
2197771,11013,0.059145967
2197801,22013,0.002478411
2197802,22013,0.019848964
2197803,22013,0.004459492
2197813,22013,0.010404956
2197814,22013,0.001716818
2200779,14109,0.010237691
2200828,11015,0.002467127
2200831,11015,0.00756642
2200848,11015,0.000100253
2200849,11015,0.00133607
2200907,11003,0.000438205
2200947,11013,0.0035073
2200948,11013,0.047264253
2200949,11013,0.014089409
2200977,22013,0.007148634
2200978,22013,0.021133117
2200979,22013,0.010847874
2200981,22013,0.007820571
2200982,22013,0.009127386
2200983,22013,0.002976552
2200989,22013,0.003457798
2200990,22013,0.011146285
2200991,22013,0.012077246
2201004,22013,4.96512E-05
2203946,14109,4.45932E-05
2203951,14109,0.007267832
2203952,14109,0.011094772
2203953,14109,0.007971768
2203957,14109,0.009933181
2204009,11015,0.007388021
2204010,11015,0.00063882
2204124,11013,0.039897772
2204125,11013,0.040813946
2204154,22013,0.005154866
2204155,22013,0.00859306
2204161,22013,0.008713026
2204162,22013,0.010227651
2204163,22013,0.000517383
2204164,22013,0.011284455
2204165,22013,0.01258105
2204166,22013,0.012298935
2204167,22013,0.008863607
2204169,22013,0.009378036
2204181,22013,0.008084947
2204182,22013,0.007934527
2207123,14109,0.001022509
2207124,14109,0.005316727
2207125,14109,0.008398169
2207126,14109,0.010507141
2207127,14109,0.010585946
2207128,14109,0.012113585
2207129,14109,0.007767565
2207131,14109,0.002920166
2207132,14109,0.011628715
2207133,14109,0.010151614
2207134,14109,0.010855708
2207135,14109,0.007113777
2207187,11015,8.08536E-05
2207187,11020,0.001152652
2207188,11015,0.003726987
2207188,11020,0.001032034
2207273,11033,0.000924557
2207274,11033,0.001716914
2207275,11033,0.00305454
2207300,11013,0.024951281
2207301,11013,0.043892647
2207302,11013,0.00386978
2207331,22013,0.005306032
2207332,22013,0.006965388
2207340,22013,0.000686894
2207341,22013,0.011516295
2207342,22013,0.00254482
2207347,22013,0.004693073
2207348,22013,0.006935989
2207359,22013,0.021763812
2207365,22002,0.002890713
2207368,22002,0.006857683
2210301,14109,0.005831068
2210366,11020,0.004291753
2210366,11030,0.001634356
2210453,11033,0.001921605
2210454,11033,0.004853797
2210455,11033,0.003557081
2210477,11013,0.020502923
2210478,11013,0.040429343
2210508,22013,0.002908167
2210509,22013,0.000267219
2210524,22013,0.001723532
2210525,22013,0.009856089
2210526,22013,0.011464426
2210535,22013,0.00428756
2210536,22013,0.010298719
2210537,22013,0.002177117
2210542,22002,0.011224586
2210543,22002,0.009751487
2210546,22002,0.007430089
2213479,14109,0.006237312
2213544,11030,0.000390945
2213545,11030,0.005851009
2213616,11014,0.000331648
2213617,11014,0.001840897
2213633,11033,0.001488749
2213634,11033,0.004600995
2213635,11033,0.004669271
2213636,11033,0.002531376
2213654,11013,0.000349491
2213655,11013,0.07418341
2213680,11034,0.02127325
2213702,22013,0.001494715
2213703,22013,0.022436566
2213704,22013,0.00736657
2213713,22013,0.00970846
2213719,22002,0.006276486
2213719,22013,0.00179762
2213720,22002,0.009368225
2216656,14109,0.004542065
2216657,14109,0.000498817
2216723,11030,0.000729123
2216724,11030,0.001644632
2216814,11033,0.002793053
2216815,11033,0.000923527
2216833,11013,0.040331183
2216857,11034,0.030612647
2216858,11034,0.044694733
2216882,22013,0.01064652
2216891,22013,0.008877816
2216897,22002,0.012924114
2219834,14109,0.004968245
2219902,11030,0.002337615
2219903,11030,0.000726959
2220011,11013,0.041102419
2220012,11013,0.00407423
2220033,11034,0.00803785
2220034,11034,0.050763561
2220035,11034,0.019865957
2220060,11006,0.000862211
2220060,22013,0.005292162
2220061,11006,0.002696344
2220061,22013,0.007139271
2220068,22013,0.003227873
2220069,22013,0.007918863
2220075,22002,0.001621692
2220076,22002,0.011240415
2223010,14109,0.0013602
2223011,14109,0.00531405
2223012,14109,0.004165339
2223081,11030,0.002554912
2223082,11030,0.000133167
2223190,11013,0.040102383
2223210,11034,0.022912586
2223211,11034,0.044895724
2223239,11006,0.021667642
2223246,22013,0.009766541
2223253,22002,0.002848007
2223254,22002,0.00517576
2226182,14109,0.007114061
2226183,14109,0.00171257
2226184,14109,0.003418941
2226185,14109,0.005253745
2226186,14109,0.005841166
2226187,14109,0.004947952
2226188,14109,0.003867364
2226260,11030,0.002412776
2226368,11013,0.037312622
2226388,11034,0.051178821
2226417,11006,0.01875064
2226418,11006,0.004209448
2226424,22013,0.008949821
2229360,14109,0.001385634
2229361,14109,0.004137451
2229362,14109,0.003103791
2229438,11030,0.001848702
2229439,11030,0.000755686
2229546,11013,0.041784323
2229546,11043,0.002058575
2229547,11013,0.003712401
2229547,11043,0.01553665
2229548,11043,0.003469307
2229561,11043,0.007967636
2229562,11034,0.013770158
2229562,11043,0.008412865
2229563,11034,0.042531036
2229564,11034,0.042617461
2229565,11034,0.043776081
2229566,11034,0.004105267
2229595,11006,0.005274972
2229596,11006,0.038774354
2229597,11006,0.002172421
2229602,22013,0.009828
2232617,11030,0.002649513
2232725,11043,0.008460806
2232726,11043,0.004056501
2232737,11043,0.003365325
2232738,11043,0.01350064
2232739,11043,0.006171616
2232774,11006,0.006691445
2232775,11006,0.036737379
2232776,11006,0.005089322
2232780,22013,0.004881576
2232781,22013,0.009901954
2235786,11020,0.000775138
2235795,11030,0.000439284
2235796,11030,0.002097281
2235802,11030,0.000510138
2235903,11043,0.010643182
2235904,11043,0.002626342
2235913,11043,0.007048705
2235914,11043,0.011549183
2235915,11043,0.011081053
2235952,11006,0.006298251
2235953,11006,0.026538076
2235954,11006,0.004050745
2235959,22013,0.008737429
2235960,22013,0.010767567
2235961,22013,0.007741111
2238964,11020,0.002597883
2238974,11030,0.002280611
2238980,11030,0.005487313
2239081,11043,0.011975426
2239089,11043,0.004269413
2239090,11043,0.019552345
2239091,11043,0.018420417
2239092,11043,0.011653977
2239093,11043,0.014167806
2239131,11006,0.003630874
2239132,11006,0.028871297
2239138,22013,0.003175701
2239139,22013,0.008093917
2242141,11020,0.001319399
2242142,11020,0.000930268
2242152,11030,0.000525294
2242153,11030,0.001925833
2242157,11030,0.003469323
2242158,11030,0.001377047
2242259,11043,0.011509332
2242271,11043,0.001433057
2242272,11043,0.010833043
2242310,11006,0.0186134
2242316,22013,0.01002487
2245319,11020,6.51556E-05
2245319,11030,0.00163442
2245320,11030,0.001070085
2245331,11030,0.002541607
2245334,11030,0.000513056
2245335,11030,0.004653738
2245437,11043,0.011923717
2245450,11043,0.011862756
2245488,11006,0.020368551
2245493,11006,0.013603
2245493,22013,0.001050765
2245494,22013,0.00704941
2248497,11020,8.93695E-05
2248497,11030,0.002643173
2248508,11030,0.002573479
2248509,11030,1.91188E-05
2248512,11030,0.002549816
2248615,11043,0.001864381
2248616,11043,0.0146609
2248627,11043,0.003753006
2248628,11043,0.008050886
2248666,11006,0.021041317
2248667,11006,0.004322303
2248671,11006,0.019399436
2251674,11030,0.000861467
2251675,11030,0.001378526
2251686,11030,0.002300375
2251689,11030,0.002637652
2251690,11030,0.000791322
2251716,11014,0.00067126
2251794,11043,0.000944505
2251795,11043,0.004526585
2251805,11043,0.013518334
2251807,11043,0.002854231
2251808,11043,0.006311976
2251845,11006,0.021344466
2251849,11006,0.019982712
2254852,11030,0.002427744
2254864,11030,0.001743661
2254865,11030,0.001214033
2254866,11030,0.002549253
2254867,11030,0.000120315
2254983,11043,0.014751874
2254984,11043,0.012128332
2254985,11043,0.015847235
2254986,11043,0.013857804
