GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Pob total,Suma de POB  RURAL EN CELL,Suma de POB URBANA en CELL
2108655,11026,,0.000986499,0.000617774,35,35,
2108656,11026,,0.0003946,0.00024711,14,14,
2108657,11026,,0.000169114,0.000105904,6,6,
2108658,11026,,0.000140928,8.82535E-05,5,5,
2108658,11037,,0.002744701,0.00114435,198,198,
2108659,11026,,0.011246089,0.007042626,399,399,
2108659,11037,,9.70349E-05,4.04568E-05,7,7,
2108660,11026,,0.001155613,0.000723678,41,41,
2108661,11026,,0.000169114,0.000105904,6,6,
2108661,11037,,1.38621E-05,5.77955E-06,1,1,
2108662,11037,,0.009246039,0.003854957,667,667,
2108665,11037,,0.007443962,0.003103616,537,537,
2108668,11037,,0.004311122,0.001797439,311,311,
2108670,11037,,0.002384286,0.000994082,172,172,
2108672,11037,,0.006820167,0.002843536,492,492,
2108673,11037,,0.0023427,0.000976743,169,169,
2108674,11015,,0.011008928,0.002865313,492,492,
2108677,11015,0.000220441,,0.000163067,28,,28
2108678,11015,0.011541671,0.000134255,0.008572643,1472,6,1466
2108679,11015,0.003235762,,0.002393584,411,,411
2108686,11015,,0.002349466,0.0006115,105,105,
2108721,11003,,0.000387816,0.000205757,33,33,
2108724,11003,,0.003408076,0.001808172,290,290,
2108728,11003,,0.010518028,0.005580392,895,895,
2108730,11003,,0.002244629,0.001190899,191,191,
2108733,11003,,0.006263809,0.003323295,533,533,
2108751,11003,,0.002879237,0.001527593,245,245,
2108765,22014,,0.00591716,0.00052747,423,423,
2108819,22018,,0.000453218,0.000341271,9,9,
2108823,22018,,0.001410011,0.001061732,28,28,
2108824,22018,,0.000100715,7.5838E-05,2,2,
2108825,22018,,0.00040286,0.000303352,8,8,
2108841,22004,,0.000271104,0.000202546,13,13,
2108843,22004,,0.046609109,0.034822305,2235,2235,
2108845,22004,,0.000709042,0.000529735,34,34,
2111775,14008,,0.000606244,0.000606244,10,10,
2111787,11025,,0.034766444,0.012777091,879,879,
2111795,11025,,0.001858957,0.000683189,47,47,
2111796,11025,,0.000158209,5.81438E-05,4,4,
2111796,11031,,0.000188541,7.04411E-05,8,8,
2111799,11031,,0.020833824,0.007783746,884,884,
2111807,11031,,0.001249087,0.000466673,53,53,
2111809,11031,,0.000188541,7.04411E-05,8,8,
2111810,11031,,0.001484763,0.000554724,63,63,
2111811,11031,,0.000989842,0.000369816,42,42,
2111813,11031,,0.003110933,0.001162279,132,132,
2111815,11031,,0.004383587,0.001637756,186,186,
2111823,11026,,0.021364751,0.013379225,758,758,
2111830,11026,,0.000648271,0.000405966,23,23,
2111831,11026,,0.000112743,7.06028E-05,4,4,
2111832,11026,,5.63714E-05,3.53014E-05,2,2,
2111833,11026,0.001133359,0.000225485,0.000564822,32,8,24
2111834,11026,0.025925576,0.000507342,0.010007943,567,18,549
2111835,11026,0.048592747,0.000140928,0.018250816,1034,5,1029
2111836,11026,0.006516811,,0.002435796,138,,138
2111836,11037,,6.93106E-05,2.88977E-05,5,5,
2111837,11037,,0.006445889,0.002687488,465,465,
2111838,11037,,0.000207932,8.66932E-05,15,15,
2111843,11037,,0.000499037,0.000208064,36,36,
2111844,11037,,0.004311122,0.001797439,311,311,
2111845,11037,,0.002938771,0.001225264,212,212,
2111846,11037,,0.003701188,0.001543139,267,267,
2111849,11037,,0.000221794,9.24727E-05,16,16,
2111850,11037,,0.00019407,8.09136E-05,14,14,
2111851,11037,,0.002952633,0.001231043,213,213,
2111854,11015,,4.47517E-05,1.16476E-05,2,2,
2111855,11015,0.000149585,0.033138663,0.00873571,1500,1481,19
2111856,11015,0.010006456,,0.007402058,1271,,1271
2111857,11015,0.004141145,,0.003063322,526,,526
2111858,11015,,0.001074042,0.000279543,48,48,
2111860,11015,,0.030431183,0.007920377,1360,1360,
2111863,11015,,0.012888501,0.003354513,576,576,
2111885,11003,,0.010565035,0.005605332,899,899,
2111904,11003,,0.006052273,0.003211064,515,515,
2111906,11003,,0.002843981,0.001508888,242,242,
2111913,11003,,0.000141024,7.48209E-05,12,12,
2111914,11003,,0.003208292,0.001702175,273,273,
2111927,11003,,0.001269214,0.000673388,108,108,
2111928,11003,,0.001316222,0.000698328,112,112,
2111930,11003,,0.004289475,0.002275802,365,365,
2111931,11003,,0.002867485,0.001521358,244,244,
2111940,11003,,0.000881399,0.000467631,75,75,
2111940,22014,,0.003371242,0.00030052,241,241,
2111947,22014,,5.59542E-05,4.98789E-06,4,4,
2111948,22014,,0.011218823,0.001000072,802,802,
2112002,22018,0.05634019,,0.013916275,367,,367
2112003,22018,0.0485109,0.00060429,0.012437434,328,12,316
2112004,22018,0.000307031,,7.5838E-05,2,,2
2112014,22004,,0.006777611,0.005063646,325,325,
2112021,22004,,2.08542E-05,1.55804E-05,1,1,
2112022,22004,,0.000145979,0.000109063,7,7,
2114954,14008,,0.000242498,0.000242498,4,4,
2114973,11025,,0.00035597,0.000130823,9,9,
2114974,11025,,0.000276866,0.000101752,7,7,
2114975,11031,,0.001272654,0.000475478,54,54,
2114978,11031,,0.00061276,0.000228934,26,26,
2114979,11031,,0.00040065,0.000149687,17,17,
2114985,11031,,0.006009757,0.002245311,255,255,
2114992,11031,,0.003629422,0.001355992,154,154,
2115005,11026,,0.0151639,0.009496073,538,538,
2115007,11026,,0.009329462,0.005842379,331,331,
2115009,11026,,0.000112743,7.06028E-05,4,4,
2115010,11026,,0.000112743,7.06028E-05,4,4,
2115011,11026,0,,0,0,,0
2115012,11026,0.2445221,,0.091395287,5178,,5178
2115013,11026,0.337504722,,0.126149501,7147,,7147
2115014,11026,0.031403476,,0.011737711,665,,665
2115016,11037,,0.003964568,0.00165295,286,286,
2115018,11037,,4.15864E-05,1.73386E-05,3,3,
2115019,11037,,0.002758563,0.001150129,199,199,
2115020,11037,,0.004546778,0.001895691,328,328,
2115021,11037,,0.003340773,0.00139287,241,241,
2115022,11037,,0.000221794,9.24727E-05,16,16,
2115024,11037,,5.54485E-05,2.31182E-05,4,4,
2115025,11037,,0.001011935,0.000421907,73,73,
2115026,11037,,0.000249518,0.000104032,18,18,
2115027,11037,,0.00019407,8.09136E-05,14,14,
2115029,11037,,0.023926032,0.009975495,1726,1726,
2115036,11015,,0.000246135,6.40619E-05,11,11,
2115041,11015,,0.001588687,0.00041349,71,71,
2115042,11015,,0.004296167,0.001118171,192,192,
2115070,11003,,0.002409157,0.00127819,205,205,
2115088,11003,,0.000705119,0.000374104,60,60,
2115095,11003,,0.00011752,6.23507E-05,10,10,
2115096,11003,,3.5256E-05,1.87052E-05,3,3,
2115097,11003,,0.014384431,0.007631732,1224,1224,
2115102,11003,,0.012163306,0.006453302,1035,1035,
2115105,11003,,0.003419828,0.001814407,291,291,
2115110,11003,,0.012410097,0.006584239,1056,1056,
2115120,22014,,0.002056318,0.000183305,147,147,
2115121,22014,,0.000377691,3.36683E-05,27,27,
2115122,22014,,0.005847217,0.000521235,418,418,
2115124,22014,,4.19657E-05,3.74092E-06,3,3,
2115125,22014,,0.000405668,3.61622E-05,29,29,
2115126,22014,,0.025011541,0.002229588,1788,1788,
2115127,22014,,4.19657E-05,3.74092E-06,3,3,
2115130,22014,4.92844E-05,,4.4891E-05,36,,36
2115131,22014,0.002581952,0.000573531,0.002402917,1927,41,1886
2115150,22005,,0.01024725,0.007495144,436,436,
2115161,22005,,0.002397292,0.001753451,102,102,
2115164,22005,,0.011939457,0.008732874,508,508,
2115167,22018,,0.000352503,0.000265433,7,7,
2115174,22018,,0.003827173,0.002881844,76,76,
2115180,22018,0.156125269,0.00020143,0.038715304,1021,4,1017
2115181,22018,0.135093644,,0.033368724,880,,880
2115182,22018,0.004298434,,0.001061732,28,,28
2115191,22004,,0.008070571,0.006029634,387,387,
2118130,14072,,0.002247191,0.000451331,3,3,
2118134,14008,,0.000242498,0.000242498,4,4,
2118138,14072,,0.002247191,0.000451331,3,3,
2118140,11025,,0.002491793,0.000915764,63,63,
2118142,11025,,0.004271645,0.001569882,108,108,
2118143,11025,,0.027923901,0.010262374,706,706,
2118149,11025,,0.056045564,0.020597427,1417,1417,
2118152,11025,,0.000474627,0.000174431,12,12,
2118153,11031,,0.000141406,5.28309E-05,6,6,
2118155,11031,,4.71353E-05,1.76103E-05,2,2,
2118156,11031,,0.029153213,0.010891961,1237,1237,
2118165,11031,,7.0703E-05,2.64154E-05,3,3,
2118167,11031,,0.001908982,0.000713217,81,81,
2118175,11020,,0.001890608,0.000130179,187,187,
2118176,11026,,0.036725951,0.022998853,1303,1303,
2118183,11026,,2.81857E-05,1.76507E-05,1,1,
2118186,11026,,0.000535528,0.000335363,19,19,
2118188,11026,,0.000281857,0.000176507,10,10,
2118189,11026,,0.000366414,0.000229459,13,13,
2118190,11026,0.10204949,0.000140928,0.038231401,2166,5,2161
2118191,11026,0.153333963,,0.057311799,3247,,3247
2118192,11026,0.031025689,0.000845571,0.012126026,687,30,657
2118193,11037,,2.77243E-05,1.15591E-05,2,2,
2118194,11037,,0.011741222,0.004895275,847,847,
2118195,11037,,2.77243E-05,1.15591E-05,2,2,
2118198,11037,,0.0009149,0.00038145,66,66,
2118199,11037,,0.003548705,0.001479564,256,256,
2118200,11037,,0.000332691,0.000138709,24,24,
2118201,11037,,0.005156711,0.002149991,372,372,
2118202,11037,,0.000291105,0.00012137,21,21,
2118203,11037,,0.000180208,7.51341E-05,13,13,
2118204,11037,,0.000235656,9.82523E-05,17,17,
2118208,11037,,0.008483622,0.003537082,612,612,
2118212,11015,,0.045221633,0.011769913,2021,2021,
2118218,11015,,0.000626524,0.000163067,28,28,
2118221,11015,,0.003871025,0.001007519,173,173,
2118223,11015,,0.00076078,0.000198009,34,34,
2118266,11003,,0.011575706,0.006141549,985,985,
2118268,11003,,0.000305552,0.000162112,26,26,
2118272,11003,,0.001398486,0.000741974,119,119,
2118273,11003,,0.0035491,0.001882993,302,302,
2118274,11003,,0.000399568,0.000211993,34,34,
2118279,11003,,0.005734969,0.003042716,488,488,
2118283,11003,,0.00136323,0.000723269,116,116,
2118286,11003,,0.000270296,0.000143407,23,23,
2118287,11003,,5.87599E-05,3.11754E-05,5,5,
2118292,11003,,0.000716871,0.00038034,61,61,
2118293,11003,,0.001610022,0.000854205,137,137,
2118302,22014,,0.025962762,0.002314382,1856,1856,
2118303,22014,,0.000923245,8.23002E-05,66,66,
2118304,22014,,0.000153874,1.37167E-05,11,11,
2118305,22014,,0.000349714,3.11743E-05,25,25,
2118307,22014,,0.020059591,0.001788159,1434,1434,
2118308,22014,0.000308027,0.000125897,0.000291792,234,9,225
2118309,22014,0.001716738,0.026620225,0.003936694,3157,1903,1254
2118310,22014,0.000184816,,0.000168341,135,,135
2118318,22011,,0.016536167,0.00761648,887,887,
2118325,22005,,0.002632321,0.001925358,112,112,
2118327,22005,,0.004301025,0.003145897,183,183,
2118330,22005,,0.022186707,0.016228017,944,944,
2118343,22005,,0.011821942,0.00864692,503,503,
2118350,22018,,0.014251183,0.010731078,283,283,
2118351,22018,,0.039832813,0.029993933,791,791,
2118352,22018,,0.037063148,0.027908388,736,736,
2118358,22018,0.113140927,,0.027946307,737,,737
2118359,22018,0.048203869,0.000151073,0.012020325,317,3,314
2118360,22018,0.000921093,,0.000227514,6,,6
2118375,22004,,0.000187688,0.000140224,9,9,
2118377,22004,,0.000834168,0.000623218,40,40,
2118378,22004,,0.001689189,0.001262016,81,81,
2118379,22004,,0.000917584,0.00068554,44,44,
2121311,14072,,0.018726592,0.003761095,25,25,
2121313,14072,,0.047191011,0.00947796,63,63,
2121315,14072,,0.029962547,0.006017752,40,40,
2121321,11025,,0.039354507,0.01446326,995,995,
2121323,11025,,0.000632836,0.000232575,16,16,
2121324,11025,,0.019380611,0.007122611,490,490,
2121325,11025,,0.01186568,0.004360782,300,300,
2121326,11025,,0.001384329,0.000508758,35,35,
2121328,11025,,3.95523E-05,1.45359E-05,1,1,
2121330,11025,,0.00035597,0.000130823,9,9,
2121334,11031,,0.000329947,0.000123272,14,14,
2121337,11031,,0.002073955,0.000774853,88,88,
2121339,11031,,0.003865099,0.001444043,164,164,
2121341,11031,,0.011689567,0.004367351,496,496,
2121342,11031,,0.001225519,0.000457867,52,52,
2121343,11031,,0.00070703,0.000264154,30,30,
2121344,11031,,0.000777733,0.00029057,33,33,
2121348,11031,,0.009592044,0.003583693,407,407,
2121349,11031,,0.005467701,0.002042793,232,232,
2121357,11026,,0.014374701,0.009001853,510,510,
2121360,11026,,0.003410468,0.002135734,121,121,
2121363,11026,,0.016347699,0.010237402,580,580,
2121366,11026,,5.63714E-05,3.53014E-05,2,2,
2121367,11026,,0.000169114,0.000105904,6,6,
2121369,11026,0.017992066,0.000901942,0.007289736,413,32,381
2121370,11026,,0.000507342,0.000317712,18,18,
2121371,11037,,9.70349E-05,4.04568E-05,7,7,
2121372,11037,,0.000152483,6.3575E-05,11,11,
2121373,11037,,1.38621E-05,5.77955E-06,1,1,
2121377,11037,,0.020086222,0.008374561,1449,1449,
2121378,11037,,5.54485E-05,2.31182E-05,4,4,
2121379,11037,,0.000402002,0.000167607,29,29,
2121380,11037,,0.020945674,0.008732893,1511,1511,
2121385,11037,,0.018907942,0.007883299,1364,1364,
2121386,11037,,5.54485E-05,2.31182E-05,4,4,
2121387,11037,,0.001233729,0.00051438,89,89,
2121392,11015,,0.005101698,0.001327828,228,228,
2121396,11015,,0.006623257,0.001723847,296,296,
2121398,11015,,0.021010942,0.005468554,939,939,
2121403,11015,0,,0,0,,0
2121410,11015,,0.000290886,7.57095E-05,13,13,
2121419,11014,,0.00038231,0.000229462,34,34,
2121420,11003,,0.000857895,0.00045516,73,73,
2121423,11003,,0.001316222,0.000698328,112,112,
2121438,11003,,0.002644197,0.001402892,225,225,
2121439,11003,,0.000376064,0.000199522,32,32,
2121445,11003,0.000239072,0.017475203,0.009383788,1505,1487,18
2121446,11003,0.000119536,,5.61157E-05,9,,9
2121447,11003,0.000836753,0.001245711,0.001053728,169,106,63
2121448,11003,,1.1752E-05,6.23507E-06,1,1,
2121451,11003,,0.000129272,6.85858E-05,11,11,
2121452,11003,0,0.000317304,0.000168347,27,27,0
2121458,11003,,1.1752E-05,6.23507E-06,1,1,
2121459,11003,,0.005970009,0.003167418,508,508,
2121461,11003,,2.3504E-05,1.24701E-05,2,2,
2121463,11003,,0.000799135,0.000423985,68,68,
2121464,11003,,0.011928266,0.006328601,1015,1015,
2121467,11003,,0.000152776,8.1056E-05,13,13,
2121469,11003,,0.011387675,0.006041787,969,969,
2121481,22014,,2.79771E-05,2.49395E-06,2,2,
2121482,22014,,1.39886E-05,1.24697E-06,1,1,
2121483,22014,,4.19657E-05,3.74092E-06,3,3,
2121491,22011,,0.000111857,5.15207E-05,6,6,
2121511,22005,,0.000517063,0.000378195,22,22,
2121520,22005,,0.008954592,0.006549655,381,381,
2121521,22005,,0.000188023,0.000137526,8,8,
2121523,22005,,0.000775595,0.000567293,33,33,
2121523,22018,,0.005539329,0.004171091,110,110,
2121526,22018,,0.038019942,0.028628849,755,755,
2121527,22018,,5.03575E-05,3.7919E-05,1,1,
2121531,22018,,0.038825662,0.029235553,771,771,
2121532,22018,,0.000503575,0.00037919,10,10,
2121536,22018,,0.00020143,0.000151676,4,4,
2121556,22004,,0.005276109,0.003941854,253,253,
2121562,22004,,0.01244995,0.009301528,597,597,
2124486,14072,,0.014981273,0.003008876,20,20,
2124490,14072,,0.024719101,0.004964646,33,33,
2124494,14072,,0.003745318,0.000752219,5,5,
2124502,11025,,0.010244037,0.003764808,259,259,
2124503,11025,,0.000237314,8.72156E-05,6,6,
2124505,11025,,0.002768659,0.001017516,70,70,
2124508,11025,,0.000474627,0.000174431,12,12,
2124516,11031,,0.000117838,4.40257E-05,5,5,
2124518,11031,,0.004006505,0.001496874,170,170,
2124523,11031,,0.000447786,0.000167298,19,19,
2124524,11031,,0.000447786,0.000167298,19,19,
2124528,11031,,0.006528246,0.002439024,277,277,
2124530,11020,,0.002861187,0.000197009,283,283,
2124533,11020,,0.000778485,5.36033E-05,77,77,
2124534,11026,,0.000704642,0.000441267,25,25,
2124538,11026,,0.001324727,0.000829583,47,47,
2124539,11026,,0.005778066,0.003618392,205,205,
2124543,11026,,0.017616055,0.011031683,625,625,
2124545,11026,,0.002311226,0.001447357,82,82,
2124546,11026,,0.001888441,0.001182596,67,67,
2124547,11026,,0.000958313,0.000600124,34,34,
2124548,11026,,0.0001973,0.000123555,7,7,
2124549,11026,,0.0001973,0.000123555,7,7,
2124549,11037,,0.000124759,5.20159E-05,9,9,
2124550,11037,0.008455172,0.000152483,0.004993527,864,11,853
2124551,11037,0.012905784,6.93106E-05,0.007553865,1307,5,1302
2124552,11037,,8.31728E-05,3.46773E-05,6,6,
2124553,11037,,0.00038814,0.000161827,28,28,
2124554,11037,,0.026837078,0.011189199,1936,1936,
2124555,11037,,0.000152483,6.3575E-05,11,11,
2124556,11037,,0.001621869,0.000676207,117,117,
2124557,11037,,0.003423945,0.001427548,247,247,
2124558,11037,,0.000665382,0.000277418,48,48,
2124559,11037,,0.008206379,0.003421491,592,592,
2124561,11037,,0.000596071,0.00024852,43,43,
2124562,11037,,8.31728E-05,3.46773E-05,6,6,
2124565,11037,,0.001621869,0.000676207,117,117,
2124570,11015,,0.003378756,0.000879395,151,151,
2124571,11015,,0.003334005,0.000867747,149,149,
2124580,11015,0.010384355,,0.007681601,1319,,1319
2124581,11015,0.009982837,,0.007384587,1268,,1268
2124582,11015,,0.000156631,4.07666E-05,7,7,
2124589,11015,,0.00026851,6.98857E-05,12,12,
2124592,11014,,4.49777E-05,2.69955E-05,4,4,
2124600,11003,,0.004771306,0.00253144,406,406,
2124615,11003,,0.001210455,0.000642213,103,103,
2124616,11003,,0.000752127,0.000399045,64,64,
2124623,11003,0.001646943,,0.000773149,124,,124
2124624,11003,0.006800282,,0.003192358,512,,512
2124625,11003,0.003625931,,0.001702175,273,,273
2124626,11003,0.016668659,0.002397405,0.009096974,1459,204,1255
2124627,11003,2.65636E-05,7.05119E-05,4.98806E-05,8,6,2
2124628,11003,,2.3504E-05,1.24701E-05,2,2,
2124629,11003,0.026616727,,0.01249509,2004,,2004
2124630,11003,0.007809698,,0.003666224,588,,588
2124632,11003,,3.5256E-05,1.87052E-05,3,3,
2124633,11003,,0.000164528,8.7291E-05,14,14,
2124634,11003,,0.009577869,0.005081586,815,815,
2124637,11003,,0.000951911,0.000505041,81,81,
2124638,11003,,1.1752E-05,6.23507E-06,1,1,
2124645,11003,,5.87599E-05,3.11754E-05,5,5,
2124646,11003,,1.1752E-05,6.23507E-06,1,1,
2124648,11003,,0.015336342,0.008136773,1305,1305,
2124651,11003,,0.011105627,0.005892146,945,945,
2124660,22014,,0.006462714,0.000576102,462,462,
2124661,22014,,0.009246436,0.000824249,661,661,
2124663,22014,,0.009274414,0.000826743,663,663,
2124669,22014,,8.39313E-05,7.48184E-06,6,6,
2124689,22005,,0.000305537,0.000223479,13,13,
2124702,22018,,0.025883775,0.019490369,514,514,
2124703,22018,,0.019991943,0.015053845,397,397,
2124710,22018,,0.025027697,0.018845745,497,497,
2124713,22018,,0.00020143,0.000151676,4,4,
2127667,14072,,0.005992509,0.00120355,8,8,
2127668,14072,,0.023220974,0.004663758,31,31,
2127675,11025,,0.000276866,0.000101752,7,7,
2127683,11025,,0.061820195,0.022719674,1563,1563,
2127685,11025,,0.000237314,8.72156E-05,6,6,
2127688,11031,,0.000494921,0.000184908,21,21,
2127694,11031,,0.015389691,0.005749758,653,653,
2127697,11031,,0.005302727,0.001981157,225,225,
2127699,11031,,0.000235677,8.80514E-05,10,10,
2127702,11031,,0.001272654,0.000475478,54,54,
2127703,11031,,0.003299474,0.00123272,140,140,
2127706,11020,,0.000202204,1.39229E-05,20,20,
2127712,11026,,0.015643056,0.009796134,555,555,
2127724,11026,,0.012119846,0.007589798,430,430,
2127725,11026,,0.057245131,0.035848557,2031,2031,
2127727,11037,,0.000110897,4.62364E-05,8,8,
2127728,11037,0.015354116,0.000138621,0.009010311,1559,10,1549
2127729,11037,0.018912623,0.005128987,0.013165804,2278,370,1908
2127730,11037,,9.70349E-05,4.04568E-05,7,7,
2127731,11037,,0.008913348,0.003716247,643,643,
2127732,11037,,0.001885249,0.000786018,136,136,
2127733,11037,,0.007416238,0.003092057,535,535,
2127734,11037,,0.006307268,0.002629693,455,455,
2127735,11037,,0.000277243,0.000115591,20,20,
2127736,11037,,0.007305341,0.00304582,527,527,
2127739,11037,,0.009620316,0.004011004,694,694,
2127740,11037,,0.000110897,4.62364E-05,8,8,
2127743,11037,,0.000318829,0.00013293,23,23,
2127744,11037,,0.00065152,0.000271639,47,47,
2127746,11015,,0.073280974,0.019072966,3275,3275,
2127751,11015,,0.012619991,0.003284627,564,564,
2127752,11015,,0.003602515,0.000937633,161,161,
2127758,11015,0.003314491,,0.002451823,421,,421
2127759,11015,0.003700263,,0.002737189,470,,470
2127772,11014,,0.000393555,0.00023621,35,35,
2127784,11003,,0.003596108,0.001907933,306,306,
2127787,11003,,0.011869506,0.006297426,1010,1010,
2127790,11003,,0.002926245,0.001552534,249,249,
2127792,11003,,0.005476426,0.002905545,466,466,
2127794,11003,,0.002162365,0.001147254,184,184,
2127797,11003,,0.000693367,0.000367869,59,59,
2127798,11003,,0.002033094,0.001078668,173,173,
2127799,11003,,0.000152776,8.1056E-05,13,13,
2127800,11003,,1.1752E-05,6.23507E-06,1,1,
2127801,11003,1.32818E-05,2.3504E-05,1.87052E-05,3,2,1
2127802,11003,0.001168798,,0.000548687,88,,88
2127803,11003,0.011103585,,0.005212523,836,,836
2127804,11003,0.036564795,,0.017165161,2753,,2753
2127805,11003,0.032141956,0.000152776,0.015169937,2433,13,2420
2127806,11003,0.024345539,,0.011428892,1833,,1833
2127807,11003,0.053313145,0.002632445,0.026424247,4238,224,4014
2127808,11003,0.014118553,,0.006627885,1063,,1063
2127809,11003,,0.000305552,0.000162112,26,26,
2127810,11003,,0.000481831,0.000255638,41,41,
2127811,11003,,0.000129272,6.85858E-05,11,11,
2127813,11003,,0.000446575,0.000236933,38,38,
2127814,11003,,0.012116298,0.006428362,1031,1031,
2127817,11003,,7.05119E-05,3.74104E-05,6,6,
2127818,11003,,3.5256E-05,1.87052E-05,3,3,
2127819,11003,,1.1752E-05,6.23507E-06,1,1,
2127822,11003,,3.5256E-05,1.87052E-05,3,3,
2127826,11003,,0.004877074,0.002587556,415,415,
2127839,11032,,0.02758198,0.017400671,1260,1260,
2127841,11032,,0.020992951,0.013243844,959,959,
2127862,22005,,0.00016452,0.000120335,7,7,
2127863,22005,,0.00032904,0.00024067,14,14,
2127864,22005,,0.001927235,0.001409637,82,82,
2127873,22018,,0.00020143,0.000151676,4,4,
2127889,22018,,0.011179374,0.008418019,222,222,
2127890,22018,,0.022811965,0.017177309,453,453,
2127892,22018,,5.03575E-05,3.7919E-05,1,1,
2127906,22004,,0.000291959,0.000218126,14,14,
2127913,22004,,0.000354521,0.000264868,17,17,
2130842,14072,,0.014981273,0.003008876,20,20,
2130844,14072,,0.031460674,0.00631864,42,42,
2130849,14072,,0.002247191,0.000451331,3,3,
2130859,11025,,7.91045E-05,2.90719E-05,2,2,
2130866,11031,,0.000164974,6.1636E-05,7,7,
2130867,11031,,0.051825316,0.019362508,2199,2199,
2130869,11031,,0.001555467,0.000581139,66,66,
2130871,11031,,0.000824869,0.00030818,35,35,
2130872,11031,,0.000235677,8.80514E-05,10,10,
2130875,11031,,0.002097523,0.000783658,89,89,
2130877,11031,,7.0703E-05,2.64154E-05,3,3,
2130878,11031,,0.000141406,5.28309E-05,6,6,
2130880,11031,,0.02898824,0.010830325,1230,1230,
2130888,11020,,0.000879588,6.05647E-05,87,87,
2130890,11026,,8.45571E-05,5.29521E-05,3,3,
2130891,11026,,0.045463514,0.028470567,1613,1613,
2130892,11026,,0.000761014,0.000476569,27,27,
2130893,11026,,5.63714E-05,3.53014E-05,2,2,
2130899,11026,,0.0001973,0.000123555,7,7,
2130900,11026,,0.000450971,0.000282411,16,16,
2130905,11037,,4.15864E-05,1.73386E-05,3,3,
2130906,11037,9.91228E-06,0.002536769,0.001063436,184,183,1
2130907,11037,9.91228E-06,0.000332691,0.000144489,25,24,1
2130909,11037,,0.002980357,0.001242602,215,215,
2130910,11037,,0.004033879,0.001681848,291,291,
2130911,11037,,9.70349E-05,4.04568E-05,7,7,
2130912,11037,,0.003021944,0.001259941,218,218,
2130913,11037,,0.003188289,0.001329295,230,230,
2130914,11037,,0.000180208,7.51341E-05,13,13,
2130915,11037,,0.000609934,0.0002543,44,44,
2130916,11037,,0.003396221,0.001415989,245,245,
2130918,11037,,0.001372351,0.000572175,99,99,
2130919,11037,,0.007721205,0.003219207,557,557,
2130921,11037,,0.001968422,0.000820695,142,142,
2130927,11015,,0.006242868,0.001624842,279,279,
2130928,11015,,0.011187935,0.002911903,500,500,
2130930,11015,,0.016826654,0.004379503,752,752,
2130931,11015,,0.009979638,0.002597418,446,446,
2130944,11015,,0.000783155,0.000203833,35,35,
2130947,11014,,0.002777372,0.00166697,247,247,
2130954,11014,,0.007814872,0.004690463,695,695,
2130955,11014,,0.003620703,0.002173135,322,322,
2130958,11003,,0.001751046,0.000929026,149,149,
2130959,11003,,8.22639E-05,4.36455E-05,7,7,
2130962,11003,,0.000317304,0.000168347,27,27,
2130963,11003,,0.012621633,0.00669647,1074,1074,
2130965,11003,,0.001621774,0.00086044,138,138,
2130966,11003,,0.002091854,0.001109843,178,178,
2130973,11003,,0.000528839,0.000280578,45,45,
2130975,11003,,0.000211536,0.000112231,18,18,
2130978,11003,,0.00023504,0.000124701,20,20,
2130979,11003,,0.007991351,0.004239851,680,680,
2130980,11003,0.005126775,0.002256381,0.003603873,578,192,386
2130981,11003,0.047508998,,0.022302863,3577,,3577
2130982,11003,0.102774568,,0.048247009,7738,,7738
2130983,11003,0.051334157,,0.024098564,3865,,3865
2130984,11003,0.039898527,,0.018730165,3004,,3004
2130985,11003,0.034824879,,0.016348366,2622,,2622
2130986,11003,0.015114688,,0.007095515,1138,,1138
2130987,11003,,0.004536267,0.002406739,386,386,
2130988,11003,,0.00017628,9.35261E-05,15,15,
2130993,11003,,0.000129272,6.85858E-05,11,11,
2130994,11003,,2.3504E-05,1.24701E-05,2,2,
2130995,11003,,0.005817233,0.003086362,495,495,
2130997,11003,,7.05119E-05,3.74104E-05,6,6,
2131001,11003,,0.00011752,6.23507E-05,10,10,
2131038,22005,,0.006251763,0.004572725,266,266,
2131043,22005,,0.006181254,0.004521153,263,263,
2131046,22005,,0.00016452,0.000120335,7,7,
2131066,22018,0.005526558,0.020999094,0.017177309,453,417,36
2131067,22018,0.128645993,0.012337597,0.041066282,1083,245,838
2131068,22018,0.027172244,0.03253097,0.031207341,823,646,177
2131095,22004,,4.17084E-05,3.11609E-05,2,2,
2131096,22004,,0.000542209,0.000405092,26,26,
2134020,14072,,0.01423221,0.002858432,19,19,
2134023,14072,,0.005992509,0.00120355,8,8,
2134039,11025,,0.06138512,0.022559779,1552,1552,
2134048,11031,,0.001107681,0.000413842,47,47,
2134049,11031,,0.00061276,0.000228934,26,26,
2134050,11031,,0.016497372,0.0061636,700,700,
2134052,11031,,0.007965874,0.002976138,338,338,
2134053,11031,,0.004831373,0.001805054,205,205,
2134054,11031,,7.0703E-05,2.64154E-05,3,3,
2134055,11031,,0.000447786,0.000167298,19,19,
2134059,11031,,0.000966275,0.000361011,41,41,
2134060,11020,,0.001061571,7.30953E-05,105,105,
2134060,11031,,0.003110933,0.001162279,132,132,
2134062,11020,,0.02159539,0.001486968,2136,2136,
2134063,11020,,8.08816E-05,5.56917E-06,8,8,
2134077,11026,,0.005411652,0.003388933,192,192,
2134078,11026,,0.000310043,0.000194158,11,11,
