GRIDCODE,CVENTMUN,Fpav
1819561,11038,0.003124731
1819591,16017,0.009296945
1819592,16017,0.006559579
1819609,15085,0.000855998
1819610,15085,0.011254804
1819622,15001,0.006296151
1819623,15001,0.012329436
1819624,15001,0.013353261
1819626,15001,0.004458313
1819627,15001,0.011940105
1819628,15001,0.013936747
1819630,15001,0.012273911
1819630,15003,0.000902265
1822580,16094,0.067707109
1822593,16067,0.001188698
1822594,16067,0.038169527
1822595,16067,0.000750039
1822642,16071,0.009068781
1822643,16054,0.000465373
1822643,16071,0.00088167
1822675,16020,0.027458962
1822685,16078,0.017824422
1822686,16078,0.020414635
1822689,16078,0.026391885
1822715,11002,0.00717307
1822719,11002,0.001234523
1822720,11002,0.011733131
1822723,11002,0.006846952
1822724,11002,0.007047805
1822725,11002,0.006991618
1822726,11002,0.006991321
1822727,11002,0.006991314
1822728,11002,0.006991314
1822729,11002,0.006991242
1822730,11002,0.00699118
1822731,11002,0.006991586
1822732,11002,0.006992513
1822733,11002,0.006997689
1822734,11002,0.004178026
1822766,16017,0.006609437
1822767,16017,0.011345205
1822768,16017,0.011917253
1822769,16017,0.003564702
1822787,15085,0.012009868
1822798,15001,0.004856593
1822799,15001,0.011415341
1822800,15001,0.010537216
1822802,15001,0.003459245
1822803,15001,0.011367554
1822804,15001,0.00889266
1822807,15003,0.000915067
1822808,15003,0.015795865
1825758,16028,0.001924267
1825758,16094,0.052802381
1825769,16067,0.014083732
1825770,16067,0.028733832
1825771,16067,0.03042731
1825793,16063,0.00094732
1825794,16004,0.001084987
1825794,16063,0.013448972
1825820,16071,0.007896107
1825853,16020,0.0274694
1825861,16078,0.022659263
1825862,16078,0.03678519
1825863,16078,0.016124025
1825867,16078,0.014149286
1825893,11002,0.008552028
1825894,11002,0.007235657
1825895,11002,0.007226178
1825896,11002,0.007153949
1825897,11002,0.006126715
1825898,11002,0.010998127
1825899,11002,0.013259718
1825900,11002,0.007719435
1825901,11002,0.001953166
1825940,16017,0.003422631
1825940,16031,0.00577677
1825941,16017,0.008348446
1825941,16031,0.005602271
1825942,16017,0.011009157
1825943,16017,0.011206744
1825944,16017,0.007937558
1825965,15085,0.001315432
1825965,22001,0.007563669
1825974,15001,0.002134799
1825975,15001,0.011472158
1825976,15001,0.010311973
1825985,15003,0.004476276
1825986,15003,0.009629571
1828936,16028,0.015495819
1828946,16067,0.013552257
1828947,16067,0.023864686
1828972,16063,0.01251394
1828973,16063,0.002000012
1828998,16071,0.00793103
1829031,16020,0.027743895
1829037,16078,0.012333586
1829038,16078,0.03087415
1829039,16078,0.006149828
1829040,16078,0.027283754
1829041,16078,0.000796507
1829067,11002,0.000614162
1829068,11002,0.007208154
1829069,11002,0.007287604
1829070,11002,0.007215716
1829071,11002,0.005524885
1829075,11002,0.007660359
1829076,11002,0.002487847
1829077,11002,0.003114182
1829078,11002,0.008201151
1829079,11002,0.002039676
1829118,16031,0.021472161
1829119,16031,0.005519596
1829143,22001,0.004211407
1829144,22001,0.009214417
1829151,15001,0.007229123
1829152,15001,0.020184445
1829153,15001,0.005479889
1829164,15003,0.011972536
1832114,16028,0.015489771
1832123,16067,0.008310563
1832124,16067,0.028198715
1832151,16063,0.006425144
1832151,16071,0.005092916
1832176,16071,0.006994376
1832177,16071,0.005027844
1832209,16020,0.029939167
1832213,16078,0.003312845
1832214,16078,0.030214872
1832215,16078,0.017942685
1832218,16078,0.018401468
1832219,16078,0.010167689
1832244,11002,0.006452257
1832245,11002,0.006832215
1832253,11002,0.007944864
1832257,11002,0.007921853
1832297,16031,0.025589641
1832322,22001,0.008544666
1832342,15003,0.006335675
1832343,15003,0.011788325
1832344,15003,0.003442036
1835292,16028,0.015595127
1835301,16067,0.034919967
1835329,16071,0.006071482
1835330,16071,0.003014829
1835355,16071,0.012560042
1835387,16020,0.028611648
1835389,11041,0.008176003
1835390,11041,0.04382012
1835390,16078,0.00261776
1835391,16078,0.027388467
1835396,16078,0.01473786
1835421,11002,0.00368064
1835422,11002,0.004985421
1835431,11002,0.007735061
1835435,11002,0.006942006
1835436,11002,0.007082863
1835437,11002,0.007055654
1835438,11002,0.004834173
1835475,16031,0.023924816
1835500,22001,0.008452201
1835521,15003,0.008400181
1835522,15003,0.002715454
1838470,16028,0.015388048
1838477,16028,0.024315533
1838478,16028,0.036862912
1838479,16028,0.00128529
1838479,16067,0.002132871
1838508,16071,0.008909379
1838533,16071,0.009597029
1838555,11021,0.03147744
1838556,11021,0.03557204
1838557,11021,0.023948417
1838565,11041,0.00203113
1838565,16020,0.028037741
1838566,11041,0.052380125
1838567,11041,0.042050719
1838599,11002,0.008419669
1838609,11002,0.007012751
1838616,11002,0.007683953
1838617,11002,0.005869708
1838653,16031,0.023084292
1838678,22001,0.010031865
1838699,15003,0.001289159
1838700,15003,0.009895103
1841648,16028,0.01484066
1841649,16028,0.000770521
1841653,16028,0.022434503
1841654,16028,0.034500257
1841655,16028,0.009083778
1841686,16071,0.005270425
1841687,16004,0.004739275
1841687,16071,0.002458364
1841700,16071,0.002720113
1841701,16071,0.007913678
1841702,16071,0.008058582
1841703,16071,0.008168998
1841704,16071,0.004071538
1841705,16071,0.010843776
1841706,16071,0.007955461
1841707,16071,0.008679913
1841708,16071,0.009196692
1841709,16071,0.009716634
1841710,16071,0.008046002
1841711,16071,0.009055312
1841735,11021,0.020375161
1841736,11021,0.028800912
1841742,11041,0.023967915
1841743,11041,0.066319887
1841743,16020,0.001400732
1841776,11002,0.007093863
1841777,11002,0.000677393
1841787,11002,0.006991176
1841795,11002,0.00211993
1841796,11002,0.007817401
1841797,11002,0.005113943
1841831,16031,0.025525358
1841854,22001,0.002310252
1841855,22001,0.009867714
1841856,22001,0.002115774
1841877,15003,0.002371106
1841878,15003,0.008787625
1844826,16028,0.015506269
1844829,16028,0.005914504
1844830,16028,0.03707489
1844831,16028,0.01195424
1844838,16067,0.004370776
1844839,16067,0.003121637
1844865,16071,0.008981215
1844876,16071,0.005185645
1844877,16071,0.008427286
1844878,16071,0.005292627
1844882,16071,0.012121034
1844914,11021,0.021984053
1844915,11021,0.034669907
1844920,11041,0.05903295
1844954,11002,0.007351069
1844965,11002,0.006151961
1844966,11002,0.000841244
1844975,11002,0.003382935
1844976,11002,0.007381728
1845009,16031,0.02473947
1845032,22001,0.000784762
1845033,22001,0.010504145
1845055,15003,0.010978016
1845075,15045,0.012852486
1845076,15045,0.020303521
1848004,16028,0.015712246
1848006,16028,0.01417902
1848007,16028,0.03347094
1848016,16067,0.015371905
1848017,16067,0.01173911
1848018,16067,0.012388014
1848043,16004,0.016450729
1848043,16071,0.001260697
1848044,16004,0.005020881
1848044,16071,0.003180331
1848054,16071,0.008957043
1848060,16071,0.008618685
1848074,11046,0.000336201
1848075,11046,0.00622569
1848093,11021,0.035732359
1848097,11041,0.03895936
1848098,11041,0.069844436
1848130,11002,0.002542951
1848131,11002,0.00761007
1848132,11002,0.003499845
1848143,11002,0.000685567
1848144,11002,0.006338603
1848154,11002,0.00219247
1848155,11002,0.006296203
1848187,16031,0.009128688
1848188,16031,0.015944353
1848210,22001,0.00697003
1848211,22001,0.0078803
1848233,15003,0.010513352
1848239,15003,0.002750619
1848240,15003,0.0113483
1848241,15003,0.011072564
1848242,15003,0.010439714
1848243,15003,0.011581712
1848244,15003,0.010634513
1848245,15003,0.00730587
1848251,15045,0.007869785
1848252,15045,0.023488807
1848253,15045,0.007336862
1851182,16028,0.015540291
1851183,16028,0.023727823
1851184,16028,0.025325227
1851194,16067,0.015012046
1851196,16067,0.012549378
1851197,16067,0.00407097
1851222,16071,0.006364381
1851223,16071,0.005820929
1851231,16071,0.006315793
1851232,16071,0.003186376
1851238,16071,0.006663272
1851239,16071,0.001992764
1851253,11046,0.006560384
1851254,11046,0.007223816
1851271,11021,0.024473036
1851272,11021,0.020709196
1851274,11041,0.01011454
1851275,11041,0.042813286
1851276,11041,0.045730681
1851307,11002,0.00143245
1851308,11002,0.007858939
1851321,11002,0.009727224
1851333,11002,0.004838499
1851334,11002,0.007610954
1851365,16031,0.020310125
1851366,16031,0.006174962
1851387,22001,0.007613366
1851388,22001,0.004636193
1851411,15003,0.010375062
1851414,15003,0.01374837
1851415,15003,0.010466234
1851416,15003,0.010385245
1851417,15003,0.00821186
1851423,15003,0.003475714
1851424,15003,0.013087192
1851425,15003,0.010042461
1851427,15045,0.002730977
1851428,15045,0.010734381
1851429,15045,0.022128781
1854359,16028,0.002321829
1854360,16028,0.04720396
1854361,16028,0.0150894
1854371,16067,0.01445175
1854372,16067,0.005478903
1854375,16067,0.015267515
1854376,16067,0.014043594
1854377,16067,0.011213977
1854401,16071,0.005091815
1854402,16071,0.005803791
1854408,16071,0.001785988
1854409,16071,0.008100841
1854416,16071,0.006032635
1854417,16071,0.00236888
1854432,11046,0.00520909
1854433,11046,0.007136507
1854450,11021,0.023864337
1854451,11021,0.027936541
1854452,11021,0.032338301
1854452,11041,0.00880077
1854454,11041,0.046082228
1854468,11036,0.018055608
1854485,11002,0.000931088
1854485,11028,0.011149621
1854497,11002,0.000928012
1854498,11002,0.009059919
1854499,11002,0.000922311
1854512,11002,0.001134472
1854513,11002,0.002433214
1854513,11019,0.008400012
1854542,16031,0.00099183
1854543,16031,0.027136674
1854563,22001,0.011676024
1854564,22001,0.008485052
1854565,22001,0.003854995
1854589,15003,0.012829678
1854591,15003,0.013182179
1854592,15003,0.000644657
1854603,15003,0.002156951
1854604,15003,0.010414119
1854604,15045,3.53236E-05
1854605,15045,0.020809085
1854606,15045,0.020967799
1857536,16028,0.006398888
1857537,16028,0.045151542
1857538,16028,0.013698251
1857548,16067,0.001784051
1857549,16067,0.008842696
1857549,16109,0.015277596
1857555,16067,0.006661519
1857556,16067,0.013938973
1857557,16067,0.013850048
1857558,16067,0.013866005
1857559,16067,0.013878455
1857560,16067,0.013872585
1857561,16067,0.013860529
1857562,16067,0.010820545
1857575,16004,0.032433122
1857576,16004,0.033971044
1857577,16004,0.033539606
1857578,16004,0.033463477
1857579,16004,0.033903459
1857580,16004,0.028994026
1857580,16071,0.004346101
1857581,16071,0.004081938
1857585,16071,0.006347808
1857586,16071,0.010936806
1857595,16071,0.007934672
1857611,11046,0.005182745
1857621,11021,0.018110846
1857621,11046,0.000255852
1857622,11021,0.035652976
1857623,11021,0.03660465
1857624,11021,0.03465826
1857625,11021,0.034290955
1857626,11021,0.033975785
1857627,11021,0.034531529
1857628,11021,0.034912726
1857629,11021,0.057441617
1857630,11021,0.040366461
1857630,11041,0.004221194
1857632,11041,0.045807671
1857646,11036,0.085971504
1857662,11028,0.001816925
1857663,11028,0.011803846
1857674,11002,0.000816172
1857675,11002,0.009006265
1857691,11019,0.001533722
1857692,11019,0.010904772
1857693,11019,0.009774545
1857720,16031,0.009449169
1857721,16031,0.01752339
1857741,22001,0.008521651
1857767,15003,0.019440836
1857768,15003,0.011799097
1857769,15003,0.004648495
1857782,15003,0.012094384
1857782,15045,0.013664374
1857783,15003,0.008671879
1857783,15045,0.001951944
1860713,16028,0.022000648
1860714,16028,0.03190051
1860716,16028,0.015628875
1860726,16067,0.018143294
1860740,16067,0.003838432
1860741,16067,0.01567536
1860742,16067,0.017073803
1860743,16004,0.003427094
1860743,16067,0.016267242
1860753,16004,0.035572335
1860758,16004,0.013387149
1860759,16004,0.009024936
