GRIDCODE,CVE_ENTCVE_MUN,Fa
264209,1001,0.000622511
264210,1001,0.005630387
264211,1001,0.000955783
265266,1001,0.000521736
265267,1001,0.003929089
265268,1001,0.005545329
265269,1001,0.013300727
265270,1001,0.005889068
265271,1001,0.000492967
266323,1001,5.89E-05
266324,1001,0.003228537
266325,1001,0.009164114
266326,1001,0.012905383
266327,1001,0.010560695
266328,1001,0.007860689
266329,1001,0.01355101
266330,1001,0.001228789
266331,1001,0.006521436
267381,1001,0.000311874
267382,1001,0.002215789
267383,1001,0.007093833
267384,1001,0.006786881
267385,1001,0.008132865
267386,1001,0.011244066
267387,1001,0.010638138
267388,1001,0.011292697
267389,1001,0.010283883
267390,1001,0.000146716
267393,1001,0.004387355
267394,1001,2.02E-05
268438,1001,0.00017573
268439,1001,0.009189643
268440,1001,0.010352444
268441,1001,0.006606871
268442,1001,0.007330571
268443,1001,0.01039348
268444,1001,0.014572156
268445,1001,0.010993049
268446,1001,0.006965185
268447,1001,0.008466464
268448,1001,0.008823882
268449,1001,0.000467594
268451,1001,0.00591085
268452,1001,0.006891012
268453,1001,0.007018074
269497,1001,0.001667672
269498,1001,0.004839048
269499,1001,0.011865043
269500,1001,0.005035239
269501,1001,0.003885236
269502,1001,0.009373717
269503,1001,0.010720378
269504,1001,0.012247497
269505,1001,0.013318819
269506,1001,0.014772762
269507,1001,0.01269844
269508,1001,0.001491839
269509,1001,1.88E-05
269510,1001,0.009465263
269511,1001,0.014979573
269512,1001,0.014854061
269513,1001,0.004932244
270556,1001,8.29E-05
270557,1001,0.001492187
270558,1001,0.005522403
270559,1001,0.011758148
270560,1001,0.000134473
270561,1001,0.006086998
270562,1001,0.00778161
270563,1001,0.010260916
270564,1001,0.008182262
270565,1001,0.009260333
270566,1001,0.012691894
270567,1001,0.008684676
270568,1001,0.007105469
270569,1001,0.009435115
270570,1001,0.011245655
270571,1001,0.012551025
270572,1001,0.011275343
270573,1001,0.00280523
271616,1001,1.80E-05
271617,1001,0.001061122
271618,1001,0.003777672
271619,1001,0.000861814
271621,1001,0.001432653
271622,1001,0.013963955
271623,1001,0.014019211
271624,1001,0.008195188
271625,1001,0.006945747
271626,1001,0.008514506
271627,1001,0.008334425
271628,1001,0.007916996
271629,1001,0.002095505
271631,1001,0.000238326
272680,1001,0.008947743
272681,1001,0.014906185
272682,1001,0.008068695
272683,1001,0.003809484
272684,1001,0.005120256
272685,1001,0.00184941
272686,1001,0.011264962
272687,1001,0.006992904
272688,1001,0.000472298
273738,1001,0.000971703
273739,1001,0.013167158
273740,1001,0.013744614
273741,1001,0.002931628
273744,1001,3.51E-05
273745,1001,0.005350693
273746,1001,0.012581705
273747,1001,0.00093794
274797,1001,0.002392365
274798,1001,0.011590254
274799,1001,0.014474313
274800,1001,0.008463523
274803,1001,0.005910531
274804,1001,0.013806444
274805,1001,0.011618557
274806,1001,0.001643431
275857,1001,3.65E-06
275858,1001,0.003154874
275859,1001,0.003223201
275860,1001,2.79E-06
275861,1001,0.001686209
275862,1001,0.0084099
275863,1001,0.008581849
275864,1001,0.002543351
275865,1001,0.001251801
276917,1001,3.53E-05
276918,1001,0.000469425
276919,1001,0.001903679
276920,1001,0.006664963
276921,1001,0.007047196
276922,1001,0.005551243
276923,1001,0.00963962
276924,1001,0.014506985
276925,1001,0.00081986
276926,1001,3.85E-05
277980,1001,0.000430473
277981,1001,0.00406508
277982,1001,0.006210417
277983,1001,0.008297141
277984,1001,0.007664029
277985,1001,0.006155428
277986,1001,0.002308009
279039,1001,0.000525479
279040,1001,0.009848718
279041,1001,0.010980783
279042,1001,0.013361708
279043,1001,0.010779323
279044,1001,0.000339871
280099,1001,0.000500022
280100,1001,0.000109807
280101,1001,0.002351089
280102,1001,0.003287622
281160,1001,0.000288329
281161,1001,0.006909633
281162,1001,0.000424935
277992,1002,0.00253784
277993,1002,0.000124614
279048,1002,0.002550782
279049,1002,0.009142316
279050,1002,0.01190632
279051,1002,0.0196223
279052,1002,0.009599866
280103,1002,0.0026336
280104,1002,0.006641575
280105,1002,0.000152273
280106,1002,0.003980342
280107,1002,0.01318773
280108,1002,0.017090394
280109,1002,0.020761514
280110,1002,0.026169609
280111,1002,0.01367569
281158,1002,1.70E-05
281159,1002,0.002151315
281161,1002,0.000657894
281162,1002,0.011570919
281163,1002,0.008263031
281164,1002,0.009349861
281165,1002,0.012062243
281166,1002,0.021643525
281167,1002,0.026169609
281168,1002,0.025685893
281169,1002,0.013055647
281170,1002,0.000520463
282217,1002,0.000527744
282218,1002,0.011959018
282219,1002,0.006330155
282220,1002,0.012066883
282221,1002,0.019980637
282222,1002,0.015266879
282223,1002,0.015887746
282224,1002,0.020420235
282225,1002,0.024251776
282226,1002,0.017555767
282227,1002,0.004807252
283276,1002,0.00888037
283277,1002,0.019604282
283278,1002,0.023356032
283279,1002,0.017958875
283280,1002,0.025499613
283281,1002,0.025824891
283282,1002,0.026087757
283283,1002,0.023098429
283284,1002,0.014620777
283285,1002,0.000115645
284335,1002,0.005581015
284336,1002,0.005564184
284337,1002,0.008690302
284338,1002,0.010561976
284339,1002,0.021182696
284340,1002,0.026169609
284341,1002,0.02330836
284342,1002,0.00079154
285394,1002,0.001363144
285395,1002,0.000243046
285397,1002,0.00702587
285398,1002,0.015387208
285399,1002,0.026169609
285400,1002,0.018270378
285401,1002,0.002240076
286456,1002,0.003019749
286457,1002,0.005771945
286458,1002,0.019582973
286459,1002,0.014565916
286460,1002,0.005546186
287517,1002,0.009758197
287518,1002,0.024793548
287519,1002,0.017984027
288575,1002,0.003134213
288576,1002,0.014145225
288577,1002,0.023435634
288578,1002,0.003312079
289634,1002,0.00287301
289635,1002,0.024080372
289636,1002,0.01782311
290693,1002,0.001414162
290694,1002,0.00877559
290695,1002,0.002410168
269488,1003,0.00288813
269489,1003,0.009742161
269490,1003,0.020130149
269491,1003,0.006453528
269497,1003,0.005507666
270547,1003,0.008893877
270548,1003,0.040287184
270549,1003,0.034550922
270550,1003,0.029187685
270551,1003,0.006235533
270556,1003,0.000933135
271605,1003,0.00982511
271606,1003,0.021208232
271607,1003,0.019646207
271608,1003,0.040313625
271609,1003,0.039500065
271610,1003,0.026267441
271615,1003,0.000269988
272665,1003,0.007690052
272666,1003,0.021990289
272667,1003,0.030710957
272668,1003,0.032829145
272669,1003,0.0150375
272670,1003,0.013378017
272671,1003,0.013283778
272672,1003,0.00031613
273723,1003,0.00864639
273724,1003,0.015480403
273725,1003,0.003161618
273726,1003,0.014356835
273727,1003,0.039707277
273728,1003,0.039659659
273729,1003,0.033515757
273730,1003,0.020080296
273731,1003,0.013969506
274783,1003,0.001746922
274784,1003,0.009346896
274785,1003,0.006813203
274786,1003,0.026828898
274787,1003,0.033933512
274788,1003,0.013040129
274789,1003,0.018241503
274790,1003,0.003879478
275843,1003,0.001694281
275845,1003,0.014044811
275846,1003,0.037795238
275847,1003,0.020130552
275848,1003,0.005981712
275849,1003,0.010114698
276903,1003,0.000609388
276904,1003,0.00839085
276905,1003,0.013255015
276906,1003,0.027549204
276907,1003,0.001035766
276909,1003,0.006180614
277964,1003,0.010888851
277965,1003,0.035131508
277966,1003,0.012458899
277968,1003,0.000703664
279022,1003,0.018324674
279023,1003,0.007084377
279024,1003,0.003906039
279025,1003,0.000753334
280081,1003,0.00132939
280082,1003,0.003152346
289627,1004,0.001467063
289628,1004,0.015945726
290685,1004,0.001306602
290686,1004,0.067485258
290687,1004,0.096208991
290688,1004,0.022629672
291745,1004,0.028435644
291746,1004,0.097871827
291747,1004,0.029351049
292804,1004,0.047434617
292805,1004,0.098930673
292806,1004,0.035044059
293861,1004,0.001461965
293862,1004,0.046715883
293863,1004,0.097186604
293864,1004,0.090690604
293865,1004,0.006768211
294921,1004,0.021694091
294922,1004,0.090894551
294923,1004,0.029606563
295980,1004,0.002123274
295981,1004,0.063023865
297040,1004,0.007723208
271615,1005,0.002363961
271616,1005,0.006871207
271617,1005,0.005961997
271618,1005,0.012331728
272674,1005,0.015860779
272675,1005,0.049458707
272676,1005,0.004372092
272677,1005,0.011117944
272678,1005,0.011680676
273733,1005,0.014316942
273734,1005,0.035747556
273735,1005,0.041813455
273736,1005,0.0470821
273737,1005,0.015214648
274793,1005,0.001561816
274794,1005,0.029802723
274795,1005,0.04293228
274796,1005,0.022166267
274797,1005,0.023625758
274798,1005,0.005748269
274799,1005,0.001320181
275851,1005,0.003181344
275852,1005,0.000472766
275853,1005,0.005092154
275854,1005,0.009171737
275855,1005,0.003398973
275856,1005,0.000699405
275857,1005,0.023341938
275858,1005,0.041973551
275859,1005,5.25E-06
276910,1005,0.009336675
276913,1005,0.005506311
276914,1005,0.002363706
276916,1005,0.021315763
276917,1005,0.042129643
276918,1005,0.0212178
276919,1005,0.030445163
276920,1005,0.00280513
277975,1005,0.003983144
277976,1005,0.044067752
277977,1005,0.049625314
277978,1005,0.038256073
277979,1005,0.011875052
279035,1005,0.024569852
279036,1005,0.046925068
279037,1005,0.045693609
279038,1005,0.020763317
280094,1005,0.004543931
280095,1005,0.032296347
280096,1005,0.030570474
280097,1005,0.007339601
281153,1005,0.005961649
281154,1005,0.009720425
280095,1006,0.020679089
280096,1006,0.004215987
281154,1006,0.045042188
281155,1006,0.04416124
281158,1006,0.003330949
281159,1006,0.00307292
282213,1006,0.057605535
282214,1006,0.060972896
282215,1006,0.034231729
282216,1006,0.036145484
282217,1006,0.017882268
283272,1006,0.059997494
283273,1006,0.06863855
283274,1006,0.068546353
283275,1006,0.070693423
283276,1006,0.019121221
284330,1006,0.000398053
284331,1006,0.039471757
284332,1006,0.046217107
284333,1006,0.054327288
284334,1006,0.070693423
284335,1006,0.038937857
285391,1006,0.016016351
285392,1006,0.04940828
285393,1006,0.048309669
285394,1006,0.020721091
286451,1006,0.000589151
286452,1006,0.00057265
284330,1007,0.009086655
284331,1007,0.020750787
284332,1007,0.013423536
285388,1007,0.003526178
285389,1007,0.001472218
285390,1007,0.045786252
285391,1007,0.037855088
285392,1007,0.014182768
286447,1007,0.001063293
286449,1007,0.04077767
286450,1007,0.048943837
286451,1007,0.018473975
287504,1007,6.25E-05
287505,1007,0.000807723
287506,1007,0.012462774
287507,1007,0.013040638
287508,1007,0.017079639
287509,1007,0.04727503
287510,1007,0.025115379
287511,1007,7.72E-05
288563,1007,0.0001792
288564,1007,0.003051135
288565,1007,0.016320388
288566,1007,0.042751845
288567,1007,0.038814966
288568,1007,0.048943837
288569,1007,0.047910793
288570,1007,0.000536926
289622,1007,0.003680873
289623,1007,0.006216286
289624,1007,0.000679028
289625,1007,0.041117172
289626,1007,0.034451292
289627,1007,0.048218039
289628,1007,0.04081576
289629,1007,0.006317521
290684,1007,0.000887704
290685,1007,0.021085707
290686,1007,0.014626909
290687,1007,0.001346494
290688,1007,0.031145864
290689,1007,0.017699346
290690,1007,0.000204798
291746,1007,4.48E-05
291747,1007,0.033351249
291748,1007,0.048699836
291749,1007,0.015183307
292806,1007,0.030203855
292807,1007,0.030991078
293865,1007,0.003083144
293866,1007,0.000177663
281148,1008,0.012248946
282206,1008,0.017840154
282207,1008,0.022726423
282208,1008,0.00621668
283265,1008,0.011127672
283266,1008,0.056802681
283267,1008,0.07938883
283268,1008,0.03969164
283269,1008,0.014122973
284324,1008,0.015260725
284325,1008,0.048570835
284326,1008,0.059579926
284327,1008,0.021434962
284328,1008,0.022690266
284329,1008,0.033266803
284330,1008,0.011168432
285379,1008,0.037688976
285380,1008,0.008436675
285382,1008,0.023324839
285383,1008,0.00766586
285384,1008,0.014688765
285385,1008,0.071231455
285386,1008,0.046211197
285387,1008,0.060521926
285388,1008,0.064936922
286438,1008,0.000123971
286444,1008,0.023537092
286445,1008,0.04411468
286446,1008,0.012863619
286447,1008,0.014156943
287504,1008,0.048256047
287505,1008,0.021328368
287506,1008,0.014345556
287507,1008,0.006636495
288563,1008,0.007792665
283277,1009,0.000138831
283278,1009,7.73E-07
284336,1009,0.006155564
284337,1009,0.007109227
284338,1009,0.001249142
285393,1009,0.020771737
285394,1009,0.04050668
285395,1009,0.009436883
285396,1009,0.03302669
285397,1009,0.017535123
286451,1009,0.040908556
286452,1009,0.063522083
286453,1009,0.060698225
286454,1009,0.000307771
286455,1009,0.0099041
286456,1009,0.001425943
287510,1009,0.032425946
287511,1009,0.062658247
287512,1009,0.066603143
287513,1009,0.008958586
288569,1009,0.001405775
288570,1009,0.06587249
288571,1009,0.066603143
288572,1009,0.032781302
289628,1009,0.000325601
289629,1009,0.055227277
289630,1009,0.066603143
289631,1009,0.025779802
289632,1009,0.000917231
290688,1009,0.008984632
290689,1009,0.042517739
290690,1009,0.064024335
290691,1009,0.006529172
291749,1009,0.045193809
291750,1009,0.021684142
292808,1009,0.009171486
292809,1009,0.003035675
270570,1010,0.003873875
270571,1010,0.003866542
270572,1010,0.001253974
270573,1010,0.00215163
271629,1010,0.005703596
271630,1010,0.019993717
271631,1010,0.02402528
271632,1010,0.021090635
271633,1010,0.001232978
272687,1010,0.003094749
272688,1010,0.022576501
272689,1010,0.023245735
272690,1010,0.024413704
272691,1010,0.024413704
272692,1010,0.01081524
272693,1010,6.26E-05
273746,1010,0.003891297
273747,1010,0.006678093
273748,1010,0.01383307
273749,1010,0.024184661
273750,1010,0.024413704
273751,1010,0.02413809
273752,1010,0.013792332
273753,1010,0.00342099
274806,1010,0.011727079
274807,1010,0.017183567
274808,1010,0.024363155
274809,1010,0.024413704
274810,1010,0.024334405
274811,1010,0.021457595
274812,1010,0.012545875
274813,1010,0.018122134
274814,1010,0.011135904
274815,1010,0.001246851
275865,1010,0.021646397
275866,1010,0.02421091
275867,1010,0.024078541
275868,1010,0.024202548
275869,1010,0.023942312
275870,1010,0.024413704
275871,1010,0.021477457
275872,1010,0.018934052
275873,1010,0.00675122
275874,1010,0.003404094
276924,1010,0.000197942
276925,1010,0.019400296
276926,1010,0.020885997
276927,1010,0.024141189
276928,1010,0.024413704
276929,1010,0.024413704
276930,1010,0.009504749
276931,1010,0.016462702
276932,1010,0.002059154
277984,1010,0.000463544
277985,1010,0.004292795
277986,1010,0.020424328
277987,1010,0.024413704
277988,1010,0.024408787
277989,1010,0.008077009
277990,1010,0.01291917
279044,1010,0.001654527
279045,1010,0.007467914
279046,1010,0.023329574
279047,1010,0.023435903
279048,1010,0.010341089
279049,1010,0.000855935
280103,1010,1.51E-05
280104,1010,0.0023668
280105,1010,0.010474213
280106,1010,0.012584956
280107,1010,0.001180838
281163,1010,1.38E-05
281164,1010,0.004042302
276920,1011,0.022362338
276921,1011,0.016732837
