GRIDCODE,CVENTMUN,POB URBANA en CELL,POBTOT en MUN,Furb
3002,07087,891,19106,0.046634565
3002,07087,1517,19106,0.079399142
3002,07087,206,19106,0.010781953
3003,07087,1511,19106,0.079085104
3003,07087,375,19106,0.019627342
6171,07089,23,233185,9.86341E-05
6171,07089,360,233185,0.001543839
6172,07089,211,233185,0.000904861
6172,07089,54,233185,0.000231576
6180,07087,8,19106,0.000418717
6180,07087,0,19106,0
6180,07087,353,19106,0.018475871
6180,07087,34,19106,0.001779546
6180,07087,647,19106,0.033863708
6180,07087,112,19106,0.005862033
6181,07087,1136,19106,0.059457762
6181,07087,669,19106,0.035015178
6181,07087,2022,19106,0.105830629
6181,07087,1228,19106,0.064273003
6181,07087,2,19106,0.000104679
6181,07087,1712,19106,0.08960536
6181,07087,67,19106,0.003506752
6181,07087,3511,19106,0.183764263
6181,07087,64,19106,0.003349733
6181,07087,0,19106,0
6181,07087,701,19106,0.036690045
6181,07087,994,19106,0.052025542
7229,07089,524,233185,0.002247143
7230,07089,2755,233185,0.011814654
7230,07089,628,233185,0.002693141
7230,07089,2155,233185,0.009241589
7230,07089,1588,233185,0.006810044
7230,07089,664,233185,0.002847524
7231,07089,92,233185,0.000394537
7231,07089,148,233185,0.000634689
7240,07087,50,19106,0.002616979
7240,07087,275,19106,0.014393384
7240,07087,60,19106,0.003140375
7240,07087,619,19106,0.0323982
7240,07087,342,19106,0.017900136
8288,07089,355,233185,0.001522396
9357,07035,27,3519,0.007672634
10415,07035,217,3519,0.061665246
10415,07035,916,3519,0.260301222
10416,07035,1306,3519,0.371128161
10416,07035,1052,3519,0.298948565
12523,07054,272,11098,0.024508921
12523,07054,654,11098,0.058929537
12523,07054,1088,11098,0.098035682
12524,07054,2514,11098,0.226527302
12524,07054,559,11098,0.050369436
12524,07054,28,11098,0.002522977
12524,07054,1269,11098,0.114344927
12528,07089,7,233185,3.00191E-05
12533,07055,923,2610,0.353639847
12533,07055,1549,2610,0.59348659
12533,07055,138,2610,0.052873563
13581,07054,30,11098,0.00270319
13581,07054,1455,11098,0.131104704
13581,07054,188,11098,0.016939989
13581,07054,1860,11098,0.167597765
13582,07054,607,11098,0.05469454
13582,07054,120,11098,0.010812759
13582,07054,210,11098,0.018922328
13583,07054,76,11098,0.006848081
13583,07054,168,11098,0.015137863
13587,07089,1513,233185,0.00648841
13587,07089,1032,233185,0.004425671
13587,07089,950,233185,0.004074018
13588,07089,3054,233185,0.013096897
13588,07089,3211,233185,0.013770182
13588,07089,3249,233185,0.013933143
13588,07089,497,233185,0.002131355
13588,07089,1108,233185,0.004751592
13588,07089,216,233185,0.000926303
13588,07089,1616,233185,0.00693012
13588,07089,554,233185,0.002375796
13588,07089,891,233185,0.003821
13588,07089,556,233185,0.002384373
13588,07089,2875,233185,0.012329266
13588,07089,1619,233185,0.006942985
13588,07089,343,233185,0.001470935
13588,07089,1713,233185,0.007346099
13588,07089,134,233185,0.000574651
13588,07089,375,233185,0.001608165
13588,07089,433,233185,0.001856895
13588,07089,251,233185,0.001076399
13588,07089,34,233185,0.000145807
13588,07089,62,233185,0.000265883
13588,07089,660,233185,0.002830371
13588,07089,383,233185,0.001642473
13588,07089,0,233185,0
13588,07089,9,233185,3.8596E-05
13588,07089,493,233185,0.002114201
13588,07089,1035,233185,0.004438536
13589,07089,181,233185,0.000776208
13589,07089,1279,233185,0.005484915
13589,07089,2744,233185,0.011767481
13589,07089,1046,233185,0.004485709
13589,07089,15,233185,6.43266E-05
13589,07089,172,233185,0.000737612
13589,07089,220,233185,0.000943457
13589,07089,1773,233185,0.007603405
13589,07089,1128,233185,0.004837361
13589,07089,15,233185,6.43266E-05
13589,07089,313,233185,0.001342282
13589,07089,73,233185,0.000313056
13589,07089,1047,233185,0.004489997
13589,07089,1064,233185,0.004562901
13589,07089,2267,233185,0.009721895
13589,07089,93,233185,0.000398825
13589,07089,176,233185,0.000754766
13589,07089,5,233185,2.14422E-05
13589,07089,3227,233185,0.013838798
13589,07089,47,233185,0.000201557
13589,07089,28,233185,0.000120076
13589,07089,129,233185,0.000553209
13589,07089,2400,233185,0.010292257
13589,07089,668,233185,0.002864678
13589,07089,78,233185,0.000334498
13589,07089,246,233185,0.001054956
13589,07089,1956,233185,0.00838819
13589,07089,492,233185,0.002109913
13589,07089,1305,233185,0.005596415
13589,07089,3879,233185,0.016634861
13590,07089,750,233185,0.00321633
13590,07089,1742,233185,0.007470463
13590,07089,266,233185,0.001140725
13590,07089,432,233185,0.001852606
13590,07089,120,233185,0.000514613
13590,07089,2753,233185,0.011806077
13590,07089,434,233185,0.001861183
13590,07089,221,233185,0.000947745
13590,07089,1454,233185,0.006235392
13590,07089,1650,233185,0.007075927
14644,07089,575,233185,0.002465853
14644,07089,29,233185,0.000124365
14644,07089,48,233185,0.000205845
14644,07089,1461,233185,0.006265412
14644,07089,78,233185,0.000334498
14644,07089,4,233185,1.71538E-05
14646,07089,1,233185,4.28844E-06
14646,07089,23,233185,9.86341E-05
14646,07089,33,233185,0.000141519
14646,07089,71,233185,0.000304479
14647,07089,616,233185,0.002641679
14647,07089,765,233185,0.003280657
14647,07089,860,233185,0.003688059
14647,07089,191,233185,0.000819092
14647,07089,36,233185,0.000154384
14647,07089,44,233185,0.000188691
14647,07089,3413,233185,0.014636447
14647,07089,22,233185,9.43457E-05
14647,07089,730,233185,0.003130562
14647,07089,4999,233185,0.021437914
14647,07089,461,233185,0.001976971
14647,07089,338,233185,0.001449493
14647,07089,4754,233185,0.020387246
14647,07089,213,233185,0.000913438
14647,07089,19,233185,8.14804E-05
14647,07089,153,233185,0.000656131
14647,07089,38,233185,0.000162961
14647,07089,137,233185,0.000587516
14647,07089,118,233185,0.000506036
14648,07089,1740,233185,0.007461886
14648,07089,853,233185,0.00365804
14648,07089,1556,233185,0.006672813
14648,07089,1745,233185,0.007483329
14648,07089,592,233185,0.002538757
14648,07089,1972,233185,0.008456805
14648,07089,2315,233185,0.00992774
14648,07089,2883,233185,0.012363574
14648,07089,70,233185,0.000300191
14648,07089,346,233185,0.0014838
14648,07089,366,233185,0.001569569
14648,07089,1565,233185,0.006711409
14648,07089,3777,233185,0.01619744
14648,07089,2729,233185,0.011703154
14648,07089,1426,233185,0.006115316
14648,07089,455,233185,0.00195124
14648,07089,727,233185,0.003117696
14648,07089,2555,233185,0.010956965
14648,07089,153,233185,0.000656131
14648,07089,1133,233185,0.004858803
14648,07089,1336,233185,0.005729357
14648,07089,1725,233185,0.00739756
14648,07089,1821,233185,0.00780925
14648,07089,99,233185,0.000424556
14648,07089,175,233185,0.000750477
14648,07089,164,233185,0.000703304
14648,07089,3062,233185,0.013131205
14648,07089,2186,233185,0.009374531
14648,07089,315,233185,0.001350859
14648,07089,210,233185,0.000900573
14648,07089,5567,233185,0.023873748
14648,07089,2441,233185,0.010468083
14648,07089,158,233185,0.000677574
14648,07089,1663,233185,0.007131677
14648,07089,417,233185,0.00178828
14648,07089,1089,233185,0.004670112
14648,07089,576,233185,0.002470142
14648,07089,206,233185,0.000883419
14648,07089,1701,233185,0.007294637
14648,07089,253,233185,0.001084975
14649,07089,1688,233185,0.007238888
14649,07089,165,233185,0.000707593
14649,07089,1652,233185,0.007084504
14649,07089,1108,233185,0.004751592
14649,07089,1273,233185,0.005459185
14649,07089,1008,233185,0.004322748
14649,07089,2253,233185,0.009661856
14649,07089,773,233185,0.003314965
14649,07089,328,233185,0.001406608
14649,07089,1933,233185,0.008289556
14649,07089,1877,233185,0.008049403
14649,07089,991,233185,0.004249845
14649,07089,17,233185,7.29035E-05
14649,07089,2141,233185,0.009181551
14649,07089,896,233185,0.003842443
14649,07089,3289,233185,0.014104681
15703,07089,55,233185,0.000235864
15703,07089,52,233185,0.000222999
15703,07089,1159,233185,0.004970303
15703,07089,644,233185,0.002761756
15703,07089,422,233185,0.001809722
15703,07089,142,233185,0.000608959
15703,07089,1043,233185,0.004472843
15703,07089,5,233185,2.14422E-05
15706,07089,231,233185,0.00099063
15706,07089,42,233185,0.000180115
15706,07089,570,233185,0.002444411
15706,07089,63,233185,0.000270172
15707,07089,188,233185,0.000806227
15707,07089,380,233185,0.001629607
15707,07089,86,233185,0.000368806
15707,07089,2996,233185,0.012848168
15707,07089,2598,233185,0.011141368
15707,07089,3418,233185,0.01465789
15707,07089,642,233185,0.002753179
15707,07089,777,233185,0.003332118
15707,07089,2,233185,8.57688E-06
15707,07089,50,233185,0.000214422
15707,07089,1418,233185,0.006081009
15707,07089,116,233185,0.000497459
15707,07089,60,233185,0.000257306
15707,07089,607,233185,0.002603083
15707,07089,92,233185,0.000394537
15707,07089,188,233185,0.000806227
15707,07089,5558,233185,0.023835152
15707,07089,3357,233185,0.014396295
15707,07089,157,233185,0.000673285
15707,07089,90,233185,0.00038596
15707,07089,2139,233185,0.009172974
15707,07089,880,233185,0.003773828
15707,07089,165,233185,0.000707593
15707,07089,221,233185,0.000947745
15707,07089,2372,233185,0.010172181
15707,07089,1508,233185,0.006466968
15707,07089,1,233185,4.28844E-06
15707,07089,147,233185,0.000630401
15707,07089,1326,233185,0.005686472
15707,07089,259,233185,0.001110706
15708,07089,875,233185,0.003752385
15708,07089,974,233185,0.004176941
15708,07089,2110,233185,0.009048609
15708,07089,1681,233185,0.007208868
15708,07089,2903,233185,0.012449343
15708,07089,546,233185,0.002341489
15708,07089,446,233185,0.001912644
15708,07089,794,233185,0.003405022
15708,07089,1755,233185,0.007526213
15708,07089,999,233185,0.004284152
15708,07089,946,233185,0.004056865
15708,07089,20,233185,8.57688E-05
15708,07089,299,233185,0.001282244
15708,07089,137,233185,0.000587516
15708,07089,1066,233185,0.004571478
15708,07089,10,233185,4.28844E-05
15708,07089,153,233185,0.000656131
15708,07089,0,233185,0
15708,07089,5,233185,2.14422E-05
15710,07102,660,7026,0.093936806
15710,07102,623,7026,0.088670652
15711,07102,311,7026,0.044264162
16766,07089,10,233185,4.28844E-05
16766,07089,488,233185,0.002092759
16766,07089,14,233185,6.00382E-05
16766,07089,42,233185,0.000180115
16766,07089,83,233185,0.000355941
16766,07089,1252,233185,0.005369128
16766,07089,2493,233185,0.010691082
16766,07089,57,233185,0.000244441
16766,07089,63,233185,0.000270172
16766,07089,769,233185,0.003297811
16766,07089,0,233185,0
16767,07089,13,233185,5.57497E-05
16767,07089,659,233185,0.002826082
16767,07089,388,233185,0.001663915
16767,07089,114,233185,0.000488882
16767,07089,57,233185,0.000244441
16769,07102,773,7026,0.110019926
16769,07102,173,7026,0.024622829
16769,07102,198,7026,0.028181042
16770,07102,85,7026,0.012097922
16770,07102,3748,7026,0.533447196
16770,07102,455,7026,0.064759465
17819,07037,22,14069,0.001563722
17819,07037,16,14069,0.001137252
17820,07037,808,14069,0.057431232
17820,07037,8,14069,0.000568626
17828,07015,237,19127,0.012390861
17828,07015,0,19127,0
17828,07015,112,19127,0.005855597
17828,07015,119,19127,0.006221572
17828,07015,354,19127,0.018507868
17829,07015,0,19127,0
17829,07015,535,19127,0.027970931
17829,07015,48,19127,0.002509541
17829,07015,255,19127,0.013331939
17829,07015,35,19127,0.001829874
18878,07037,246,14069,0.017485251
18878,07037,29,14069,0.002061269
18878,07037,1,14069,7.10783E-05
18879,07037,433,14069,0.030776885
18879,07037,1544,14069,0.109744829
18879,07037,907,14069,0.064467979
18879,07037,2308,14069,0.164048618
18879,07037,1710,14069,0.12154382
18879,07037,888,14069,0.063117492
18879,07037,241,14069,0.01712986
18879,07037,0,14069,0
18879,07037,0,14069,0
18880,07037,1137,14069,0.080815978
18880,07037,3574,14069,0.254033691
18880,07037,65,14069,0.004620087
18880,07037,132,14069,0.00938233
18886,07089,161,233185,0.000690439
18886,07089,27,233185,0.000115788
18886,07089,27,233185,0.000115788
18886,07089,1206,233185,0.005171859
18886,07089,1237,233185,0.005304801
18887,07089,3,233185,1.28653E-05
18887,07089,15,233185,6.43266E-05
18887,07015,0,19127,0
18887,07015,433,19127,0.022638155
18887,07015,79,19127,0.004130287
18887,07015,858,19127,0.044858054
18887,07015,131,19127,0.006848957
18887,07015,73,19127,0.003816594
18887,07015,676,19127,0.035342709
18887,07015,1145,19127,0.059863021
18887,07015,1052,19127,0.055000784
18887,07015,825,19127,0.043132744
18887,07015,730,19127,0.038165943
18887,07015,999,19127,0.052229832
18887,07015,407,19127,0.021278821
18887,07015,284,19127,0.01484812
18887,07015,68,19127,0.003555184
18887,07015,1354,19127,0.070789983
18888,07015,40,19127,0.002091285
18888,07015,31,19127,0.001620746
18888,07015,14,19127,0.00073195
18888,07015,141,19127,0.007371778
18888,07015,1141,19127,0.059653892
18888,07015,200,19127,0.010456423
18888,07015,529,19127,0.027657238
18888,07015,309,19127,0.016155173
18888,07015,1424,19127,0.074449731
18888,07015,1354,19127,0.070789983
18888,07015,531,19127,0.027761803
18888,07015,48,19127,0.002509541
19945,07015,1276,19127,0.066711978
19945,07015,1279,19127,0.066868824
19948,07105,297,6431,0.046182553
19948,07105,801,6431,0.124552947
19948,07105,39,6431,0.006064376
19949,07105,214,6431,0.033276318
19949,07105,488,6431,0.075882444
19949,07105,169,6431,0.026278961
19949,07105,903,6431,0.140413622
19949,07105,851,6431,0.132327787
21008,07105,34,6431,0.005286892
21008,07105,740,6431,0.115067641
21008,07105,581,6431,0.090343648
21008,07105,56,6431,0.008707821
21009,07105,5,6431,0.000777484
22067,07105,158,6431,0.024568496
22067,07105,1095,6431,0.170269009
23112,07040,4358,32033,0.136047201
23112,07040,2284,32033,0.07130147
23112,07040,2016,32033,0.062935098
23112,07040,1511,32033,0.047170106
23112,07040,1417,32033,0.044235632
23112,07040,2108,32033,0.065807136
23112,07040,237,32033,0.00739862
23112,07040,500,32033,0.015608903
23112,07040,2658,32033,0.08297693
23112,07040,73,32033,0.0022789
23112,07040,5,32033,0.000156089
23112,07040,1487,32033,0.046420878
23112,07040,30,32033,0.000936534
23112,07040,388,32033,0.012112509
23113,07040,29,32033,0.000905316
23113,07040,512,32033,0.015983517
23113,07040,421,32033,0.013142697
23113,07040,1027,32033,0.032060687
23113,07040,497,32033,0.01551525
23113,07103,1443,5426,0.265941762
23114,07103,1120,5426,0.206413564
24171,07040,1618,32033,0.050510411
24171,07040,9,32033,0.00028096
24171,07040,1527,32033,0.047669591
24171,07040,535,32033,0.016701527
24171,07040,35,32033,0.001092623
24171,07040,330,32033,0.010301876
24171,07040,853,32033,0.026628789
24171,07040,45,32033,0.001404801
24171,07040,913,32033,0.028501857
24171,07040,922,32033,0.028782818
24171,07040,260,32033,0.00811663
24171,07040,764,32033,0.023850404
24172,07040,1209,32033,0.037742328
24172,07040,632,32033,0.019729654
24172,07040,8,32033,0.000249742
24172,07040,542,32033,0.016920051
24172,07040,273,32033,0.008522461
24173,07103,441,5426,0.081275341
24173,07103,1749,5426,0.322336896
24173,07103,673,5426,0.124032436
25226,07071,6,7201,0.000833218
25227,07071,4,7201,0.000555478
26284,07071,41,7201,0.005693654
26285,07071,18,7201,0.002499653
26285,07071,742,7201,0.103041244
26285,07071,429,7201,0.059575059
26285,07071,1601,7201,0.222330232
26285,07071,1657,7201,0.23010693
26285,07071,1159,7201,0.160949868
26286,07071,539,7201,0.074850715
26286,07071,23,7201,0.003194001
26286,07071,844,7201,0.117205944
27344,07071,135,7201,0.018747396
27344,07071,2,7201,0.000277739
28399,07003,2239,8696,0.257474701
28399,07003,1352,8696,0.155473781
28399,07003,2603,8696,0.299333027
29456,07003,815,8696,0.093721251
29456,07003,64,8696,0.007359706
29456,07003,344,8696,0.039558418
29457,07003,224,8696,0.02575897
29457,07003,704,8696,0.080956762
29457,07003,312,8696,0.035878565
29459,07032,58,12289,0.004719668
29459,07032,355,12289,0.028887623
29459,07032,92,12289,0.00748637
29459,07032,41,12289,0.003336317
29459,07032,79,12289,0.006428513
29459,07032,974,12289,0.079257873
29459,07032,92,12289,0.00748637
29459,07032,18,12289,0.001464725
29459,07032,407,12289,0.03311905
30515,07003,38,8696,0.004369825
30516,07003,1,8696,0.000114995
30517,07032,6,12289,0.000488242
30517,07001,2303,7515,0.306453759
30517,07001,1387,7515,0.184564205
30517,07001,400,7515,0.05322688
30517,07001,1637,7515,0.217831005
30518,07032,896,12289,0.072910733
30518,07032,2,12289,0.000162747
30518,07032,1894,12289,0.154121572
30518,07032,800,12289,0.065098869
30518,07032,1932,12289,0.157213768
30518,07032,1924,12289,0.15656278
30518,07001,22,7515,0.002927478
31576,07001,1176,7515,0.156487026
31576,07001,293,7515,0.038988689
31576,07001,220,7515,0.029274784
31577,07001,77,7515,0.010246174
31580,07032,9,12289,0.000732362
31581,07032,1068,12289,0.08690699
31581,07032,1642,12289,0.133615428
32650,07057,2124,23755,0.089412755
32650,07057,53,23755,0.002231109
32650,07057,2311,23755,0.097284782
32650,07057,1684,23755,0.070890339
32650,07057,565,23755,0.023784466
32650,07057,96,23755,0.004041254
32650,07057,1976,23755,0.083182488
32651,07057,2963,23755,0.124731635
32651,07057,2498,23755,0.105156809
32651,07057,68,23755,0.002862555
32651,07057,1334,23755,0.056156599
32651,07057,697,23755,0.029341191
32651,07057,404,23755,0.017006946
32651,07057,1251,23755,0.052662597
32651,07057,508,23755,0.021384972
33685,07051,5,17931,0.000278847
33686,07051,450,17931,0.025096202
33686,07051,869,17931,0.048463555
33686,07051,479,17931,0.026713513
33686,07051,2044,17931,0.113992527
33686,07051,839,17931,0.046790475
33686,07051,4,17931,0.000223077
33686,07051,1181,17931,0.065863588
33686,07051,1852,17931,0.103284814
33686,07051,59,17931,0.003290391
33687,07051,23,17931,0.001282695
33709,07057,32,23755,0.001347085
33709,07057,13,23755,0.000547253
33709,07057,100,23755,0.00420964
33710,07057,28,23755,0.001178699
33710,07057,8,23755,0.000336771
33710,07057,521,23755,0.021932225
33710,07057,1800,23755,0.075773521
33710,07057,2298,23755,0.096737529
33710,07057,423,23755,0.017806778
33711,07053,176,1580,0.111392405
33711,07053,88,1580,0.055696203
33711,07053,53,1580,0.033544304
33712,07053,950,1580,0.601265823
33712,07053,313,1580,0.198101266
34745,07051,58,17931,0.003234622
34745,07051,236,17931,0.013161564
34745,07051,201,17931,0.011209637
34745,07051,110,17931,0.006134627
34745,07051,45,17931,0.00250962
34745,07051,2449,17931,0.136579109
34745,07051,878,17931,0.048965479
34745,07051,150,17931,0.008365401
34745,07051,1063,17931,0.059282806
34745,07051,1777,17931,0.099102114
34745,07051,55,17931,0.003067314
34745,07051,260,17931,0.014500028
34745,07051,391,17931,0.021805811
34745,07051,1862,17931,0.103842507
34746,07051,357,17931,0.019909654
34746,07051,18,17931,0.001003848
34746,07051,213,17931,0.011878869
35674,20324,438,16256,0.026943898
35675,20324,963,16256,0.059239665
35675,20324,815,16256,0.050135335
35804,07051,4,17931,0.000223077
35826,07070,164,1436,0.114206128
35832,07006,340,3826,0.088865656
35832,07006,441,3826,0.115263983
36733,20324,0,16256,0
36734,20324,227,16256,0.013964075
36734,20324,127,16256,0.0078125
36885,07070,1272,1436,0.885793872
36889,07010,133,315,0.422222222
36890,07010,182,315,0.577777778
37791,20439,0,1850,0
37946,07036,10,1044,0.009578544
38850,20439,1124,1850,0.607567568
38850,20439,726,1850,0.392432432
38852,20324,1826,16256,0.112327756
38852,20324,1969,16256,0.121124508
38852,20324,19,16256,0.001168799
38853,20324,442,16256,0.027189961
38853,20324,831,16256,0.051119587
38853,20324,2859,16256,0.175873524
38853,20324,1390,16256,0.08550689
38853,20324,879,16256,0.054072343
39005,07036,614,1044,0.588122605
39005,07036,14,1044,0.013409962
39005,07036,406,1044,0.388888889
39911,20324,1057,16256,0.065022146
39912,20324,1264,16256,0.077755906
39912,20324,1150,16256,0.07074311
39923,20413,1312,25376,0.051702396
39923,20413,1,25376,3.94073E-05
39923,20413,465,25376,0.018324401
39923,20413,358,25376,0.014107818
39923,20413,12,25376,0.000472888
39923,20413,243,25376,0.009575977
39923,20413,506,25376,0.019940101
39924,20413,127,25376,0.005004729
39924,20413,52,25376,0.00204918
39924,20413,36,25376,0.001418663
40060,07080,1646,3400,0.484117647
40060,07080,1442,3400,0.424117647
40061,07080,42,3400,0.012352941
40061,07080,270,3400,0.079411765
40982,20413,1525,25376,0.060096154
40982,20413,1714,25376,0.067544136
40982,20413,89,25376,0.003507251
40982,20413,886,25376,0.03491488
40982,20413,360,25376,0.014186633
40982,20413,81,25376,0.003191992
40982,20413,1182,25376,0.046579445
40982,20413,570,25376,0.022462169
40982,20413,920,25376,0.036254729
40982,20413,3878,25376,0.152821564
40982,20413,22,25376,0.000866961
40982,20413,1325,25376,0.052214691
40982,20413,28,25376,0.001103405
40983,20413,32,25376,0.001261034
40983,20413,169,25376,0.006659836
40983,20413,219,25376,0.008630202
40983,20413,590,25376,0.023250315
40983,20413,1265,25376,0.049850252
41122,07011,1587,1672,0.949162679
42008,20401,34,11141,0.003051791
42008,20401,33,11141,0.002962032
42008,20401,292,11141,0.026209496
42008,20401,105,11141,0.009424648
42008,20401,39,11141,0.003500583
42009,20401,101,11141,0.009065613
42009,20401,471,11141,0.042276277
42009,20401,613,11141,0.055021991
42009,20401,75,11141,0.006731891
42009,20401,405,11141,0.036352213
42009,20401,970,11141,0.087065793
42009,20401,63,11141,0.005654789
42009,20401,31,11141,0.002782515
42009,20401,104,11141,0.009334889
42009,20401,474,11141,0.042545552
42022,20509,542,1620,0.334567901
42022,20509,1078,1620,0.665432099
42034,20413,215,25376,0.008472573
42035,20413,113,25376,0.004453026
42035,20413,60,25376,0.002364439
42035,20413,264,25376,0.010403531
42035,20413,137,25376,0.005398802
42035,20413,105,25376,0.004137768
42035,20413,149,25376,0.00587169
42035,20413,532,25376,0.020964691
42146,07069,21,16917,0.001241355
42146,07069,831,16917,0.049122185
42146,07069,1067,16917,0.063072649
42146,07069,23,16917,0.001359579
42146,07069,8,16917,0.000472897
42146,07069,444,16917,0.026245788
42147,07069,232,16917,0.013714015
42147,07069,32,16917,0.001891588
42147,07069,72,16917,0.004256074
42147,07069,15,16917,0.000886682
42147,07069,2,16917,0.000118224
42181,07011,85,1672,0.050837321
42188,07006,1171,3826,0.306063774
42188,07006,1079,3826,0.282017773
42189,07006,6,3826,0.001568217
43066,20318,5,35780,0.000139743
43066,20318,324,35780,0.009055338
43066,20318,350,35780,0.009782001
43066,20318,1210,35780,0.033817775
43066,20318,2014,35780,0.056288429
43066,20318,615,35780,0.017188373
43066,20318,14,35780,0.00039128
43066,20318,0,35780,0
43066,20318,136,35780,0.003801006
43067,20401,4,11141,0.000359034
43067,20401,649,11141,0.058253299
43067,20401,1329,11141,0.119289112
43067,20401,1319,11141,0.118391527
43067,20318,548,35780,0.015315819
43067,20318,141,35780,0.003940749
43067,20318,705,35780,0.019703745
43067,20318,689,35780,0.019256568
43067,20318,1261,35780,0.035243153
43067,20318,1550,35780,0.043320291
43067,20318,111,35780,0.003102292
43067,20318,37,35780,0.001034097
43067,20318,1552,35780,0.043376188
43067,20318,778,35780,0.021743991
43067,20318,319,35780,0.008915595
43067,20318,388,35780,0.010844047
43067,20318,2157,35780,0.060285075
43067,20318,1512,35780,0.042258245
43067,20318,1187,35780,0.033174958
43067,20318,717,35780,0.020039128
43067,20318,118,35780,0.003297932
43068,20401,81,11141,0.007270443
43068,20401,330,11141,0.029620321
43068,20401,1113,11141,0.099901266
43068,20401,116,11141,0.010411992
43068,20401,1021,11141,0.091643479
43093,20413,503,25376,0.019821879
43093,20413,264,25376,0.010403531
43093,20413,0,25376,0
43094,20413,244,25376,0.009615385
43094,20413,2436,25376,0.095996217
43094,20413,1984,25376,0.078184111
43094,20413,403,25376,0.015881148
43205,07069,9,16917,0.000532009
43205,07069,1175,16917,0.069456759
43205,07069,372,16917,0.021989714
43205,07069,279,16917,0.016492286
43205,07069,537,16917,0.031743217
43205,07069,1989,16917,0.117574038
43205,07069,2769,16917,0.163681504
43205,07069,408,16917,0.024117751
43205,07069,1866,16917,0.110303245
43205,07069,112,16917,0.006620559
43205,07069,671,16917,0.039664243
43205,07069,1968,16917,0.116332683
43206,07069,1,16917,5.91121E-05
43206,07069,223,16917,0.013182006
43206,07069,130,16917,0.007684578
43206,07069,1019,16917,0.060235266
43206,07069,337,16917,0.01992079
43206,07069,305,16917,0.018029201
43247,07006,260,3826,0.06795609
43247,07006,528,3826,0.138003136
44125,20318,1470,35780,0.041084405
44125,20318,54,35780,0.001509223
44125,20318,315,35780,0.008803801
44125,20318,28,35780,0.00078256
44125,20318,368,35780,0.010285075
44125,20318,276,35780,0.007713807
44125,20318,70,35780,0.0019564
44125,20318,878,35780,0.024538849
44125,20318,1050,35780,0.029346003
44125,20318,142,35780,0.003968698
44126,20318,38,35780,0.001062046
44126,20318,680,35780,0.019005031
44126,20318,826,35780,0.023085523
44126,20318,6,35780,0.000167691
44126,20318,3,35780,8.38457E-05
44126,20318,25,35780,0.000698714
44126,20318,590,35780,0.016489659
44126,20318,645,35780,0.018026831
44130,20401,201,11141,0.018041468
44130,20401,453,11141,0.040660623
44130,20401,86,11141,0.007719235
44131,20401,249,11141,0.022349879
44131,20401,380,11141,0.034108249
44285,07117,228,2546,0.089552239
44285,07117,965,2546,0.379025923
44286,07117,210,2546,0.082482325
44302,07034,171,22358,0.007648269
44302,07034,144,22358,0.006440648
44302,07034,27,22358,0.001207621
44302,07034,1241,22358,0.055505859
44302,07034,1019,22358,0.045576527
44302,07034,0,22358,0
44302,07034,43,22358,0.001923249
44302,07034,1156,22358,0.051704088
44302,07034,1538,22358,0.068789695
44303,07034,184,22358,0.008229716
44303,07034,931,22358,0.041640576
44303,07034,2030,22358,0.090795241
44303,07034,2850,22358,0.127471151
44303,07034,2099,22358,0.093881385
44303,07034,16,22358,0.000715628
45183,20318,499,35780,0.013946339
45183,20318,2491,35780,0.069619899
45183,20318,1832,35780,0.051201789
45183,20318,603,35780,0.01685299
45344,07117,149,2546,0.058523174
45344,07117,486,2546,0.190887667
45345,07117,507,2546,0.199135899
45361,07034,279,22358,0.012478755
45361,07034,719,22358,0.032158511
45361,07034,143,22358,0.006395921
45361,07034,220,22358,0.009839878
45361,07034,17,22358,0.000760354
45361,07034,27,22358,0.001207621
45361,07034,23,22358,0.001028715
45362,07034,344,22358,0.015385992
45362,07034,1526,22358,0.068252974
45362,07034,19,22358,0.000849808
45362,07034,1557,22358,0.069639503
45362,07034,331,22358,0.014804544
45362,07034,50,22358,0.002236336
45366,07034,353,22358,0.015788532
45366,07034,206,22358,0.009213704
46264,20012,746,2072,0.36003861
46264,20012,920,2072,0.444015444
46265,20012,406,2072,0.195945946
46267,20071,197,587,0.33560477
46267,20071,390,587,0.66439523
46276,20266,779,779,1
46425,07034,19,22358,0.000849808
46425,07034,307,22358,0.013731103
46425,07034,1093,22358,0.048886305
46425,07034,426,22358,0.019053583
46425,07034,1250,22358,0.0559084
47290,20334,19,21452,0.000885698
47290,20334,26,21452,0.001212008
47302,20318,694,35780,0.019396311
47302,20318,1580,35780,0.044158748
47302,20318,1651,35780,0.046143097
47303,20318,43,35780,0.001201789
47303,20318,458,35780,0.012800447
47303,20318,27,35780,0.000754612
47315,20117,657,1408,0.466619318
47316,20117,751,1408,0.533380682
47474,07030,54,9008,0.005994671
47474,07030,1779,9008,0.197491119
47474,07030,1358,9008,0.150754885
47474,07030,901,9008,0.100022202
47474,07030,157,9008,0.017428952
47474,07030,566,9008,0.062833037
47475,07030,72,9008,0.007992895
47475,07030,805,9008,0.089365009
48348,20334,1362,21452,0.063490584
48348,20334,1308,21452,0.060973336
48348,20334,795,21452,0.037059482
48348,20334,50,21452,0.002330785
48348,20334,125,21452,0.005826963
48348,20334,451,21452,0.021023681
48348,20334,46,21452,0.002144322
48349,20334,1241,21452,0.057850084
48349,20334,766,21452,0.035707626
48349,20334,938,21452,0.043725527
48349,20334,102,21452,0.004754801
