GRIDCODE,CVENTMUN,LONG_VIALIDADES TOTAL x SENTIDO x MUNICIPIO (m),LONG VIALIDAD x SENTIDO x CELDA
1193494,12003,527858.352,129.9204792
1193495,12003,527858.352,2307.291047
1193496,12003,527858.352,669.9875495
1193496,12067,278272.5317,738.1828863
1193497,12003,527858.352,2138.720924
1193497,12067,278272.5317,16655.04996
1193498,12067,278272.5317,24946.87966
1193499,12067,278272.5317,4691.990596
1193527,12007,435363.7672,6679.203393
1193532,12007,435363.7672,1839.636413
1193567,12026,160847.4267,3316.486132
1193568,12026,160847.4267,7188.781315
1193579,12026,160847.4267,406.2666948
1193580,12026,160847.4267,12805.06878
1193583,12017,360263.678,2877.301552
1193590,12017,360263.678,4611.024333
1193591,12017,360263.678,2517.09883
1193605,12035,1559626.06,292.8790053
1193606,12035,1559626.06,12603.09991
1193607,12035,1559626.06,698.447489
1193609,12059,490601.942,6848.8809
1193627,12034,616962.9597,6790.576082
1193628,12034,616962.9597,17582.70186
1193629,12034,616962.9597,25.51243207
1193637,12034,616962.9597,12273.81123
1193638,12034,616962.9597,3582.075863
1193653,12008,146435.7946,4973.596254
1193654,12008,146435.7946,74.00266125
1193680,21032,32959.25148,16499.19546
1193681,21032,32959.25148,6408.047136
1193695,21047,399822.2733,2138.426646
1193724,21024,51359.8508,469.2219138
1193736,21059,111610.2149,179.7840898
1193737,21059,111610.2149,4139.838767
1193737,21113,137938.1034,1001.79581
1193738,21059,111610.2149,9406.492648
1193738,21113,137938.1034,16434.69001
1193739,21113,137938.1034,3804.98631
1193749,21003,770588.0924,4265.172285
1193750,21003,770588.0924,313.5653747
1193759,21003,770588.0924,12379.49908
1193760,21003,770588.0924,13174.8067
1193761,21003,770588.0924,10763.74829
1193762,21003,770588.0924,2769.077437
1193763,21003,770588.0924,109.2407426
1193785,20459,171889.9946,6852.90281
1193786,20459,171889.9946,3891.349994
1193792,20459,171889.9946,463.6977659
1193793,20459,171889.9946,9439.27591
1193799,20459,171889.9946,366.8135323
1196672,12003,527858.352,5691.679365
1196673,12003,527858.352,26835.65281
1196674,12067,278272.5317,8023.072285
1196675,12067,278272.5317,23925.30023
1196676,12067,278272.5317,18778.56809
1196677,12067,278272.5317,5111.639112
1196681,12067,278272.5317,959.427806
1196742,12058,695449.5553,458.7625874
1196765,12017,360263.678,1859.121537
1196766,12017,360263.678,11900.72508
1196767,12017,360263.678,1124.633557
1196768,12017,360263.678,23785.1802
1196769,12017,360263.678,25397.34515
1196783,12035,1559626.06,7979.056613
1196784,12035,1559626.06,33302.1846
1196785,12035,1559626.06,7161.357139
1196787,12059,490601.942,5923.174779
1196800,12034,616962.9597,6359.005798
1196801,12034,616962.9597,6669.069566
1196805,12034,616962.9597,429.7806838
1196806,12034,616962.9597,33.83412806
1196815,12034,616962.9597,7918.863593
1196816,12034,616962.9597,3972.006687
1196850,21087,203951.0784,63.04040795
1196851,21087,203951.0784,1920.762228
1196859,21032,32959.25148,1447.674497
1196915,21059,111610.2149,15339.59491
1196916,21059,111610.2149,22810.47961
1196916,21113,137938.1034,335.8109518
1196917,21059,111610.2149,493.1608142
1196917,21113,137938.1034,7756.924824
1196919,21009,76131.40456,1624.289008
1196920,21009,76131.40456,4675.554072
1196921,21009,76131.40456,1663.291097
1196937,21003,770588.0924,19827.66825
1196938,21003,770588.0924,27080.14814
1196939,21003,770588.0924,16971.51706
1196940,21003,770588.0924,11195.01489
1196941,21003,770588.0924,691.2510344
1196954,21127,179217.445,5590.469674
1196955,21127,179217.445,6749.597678
1196963,20459,171889.9946,5314.87108
1196964,20459,171889.9946,8077.24684
1196965,20459,171889.9946,85.95210753
1196976,20459,171889.9946,4495.93405
1196977,20459,171889.9946,32289.43604
1196978,20459,171889.9946,3691.731726
1199850,12003,527858.352,2127.179872
1199851,12003,527858.352,8865.519804
1199852,12067,278272.5317,2664.0461
1199853,12067,278272.5317,2433.869995
1199859,12067,278272.5317,2593.444384
1199908,12058,695449.5553,5306.100128
1199909,12058,695449.5553,680.7214735
1199917,12058,695449.5553,2361.5548
1199918,12058,695449.5553,5182.215688
1199919,12058,695449.5553,1089.76376
1199920,12058,695449.5553,5480.465238
1199922,12058,695449.5553,580.868749
1199944,12017,360263.678,852.8051927
1199945,12017,360263.678,14328.01853
1199946,12017,360263.678,18273.58974
1199947,12017,360263.678,578.0531845
1199952,12017,360263.678,148.4014924
1199953,12017,360263.678,329.3272619
1199959,12035,1559626.06,1804.966273
1199960,12035,1559626.06,752.1455301
1199961,12035,1559626.06,2956.750365
1199962,12035,1559626.06,1725.985937
1199966,12059,490601.942,7939.125028
1199967,12059,490601.942,511.0621011
1199978,12034,616962.9597,2535.46183
1199979,12034,616962.9597,15463.05664
1200023,21087,203951.0784,114.8558459
1200028,21087,203951.0784,3110.14562
1200029,21087,203951.0784,14004.91839
1200046,21047,399822.2733,226.7244095
1200047,21047,399822.2733,3678.137402
1200092,21059,111610.2149,98.13816261
1200093,21059,111610.2149,3359.471412
1200094,21059,111610.2149,6930.755043
1200095,21059,111610.2149,305.7921874
