GRIDCODE,CVENTMUN,fa
1193488,12003,0.016045295
1193488,12022,0.091923699
1193489,12003,0.025527285
1193490,12003,0.025527285
1193491,12003,0.025527285
1193492,12003,0.025527285
1193493,12003,0.025527285
1193494,12003,0.025527285
1193495,12003,0.025527285
1193496,12003,0.024621979
1193496,12067,0.000202403
1193497,12003,0.007463867
1193497,12067,0.003984827
1193498,12003,0.002296356
1193498,12067,0.002998724
1193499,12067,0.006427113
1193509,12003,0.010345445
1193509,12067,0.000269921
1193510,12003,0.019812538
1193510,12067,0.002458883
1193511,12003,0.004445293
1193511,12067,0.001043057
1193513,12003,0.002833455
1193513,12067,0.000963254
1193514,12003,0.008210804
1193514,12067,2.65884E-05
1193515,12003,0.004140939
1193516,12003,0.00029481
1193517,12003,0.006158138
1193518,12003,0.014993666
1193520,12007,1.62446E-05
1193521,12007,0.002048377
1193523,12007,1.53342E-06
1193524,12007,0.006564457
1193525,12007,0.010924851
1193526,12007,0.009617627
1193557,12006,0.082157875
1193557,12058,0.000296734
1193558,12006,0.217653208
1193558,12058,0.000151146
1193559,12006,0.110759668
1193565,12026,0.003920077
1193565,12058,3.08548E-05
1193566,12026,0.00511553
1193566,12058,0.001698067
1193567,12026,0.025628598
1193567,12058,0.00050342
1193568,12026,0.00763725
1193569,12026,0.000193415
1193570,12026,0.001047405
1193570,12058,0.000930777
1193572,12058,6.73742E-06
1193573,12058,0.00120045
1193574,12026,0.012224516
1193574,12058,0.001398353
1193575,12026,0.033164033
1193576,12026,0.033164033
1193577,12026,0.033164033
1193578,12026,0.006632045
1193580,12026,0.000345888
1193581,12026,0.028010729
1193582,12017,0.000320903
1193582,12026,0.032236474
1193583,12017,0.010053062
1193583,12026,0.008961272
1193584,12017,0.014143578
1193584,12026,6.97729E-05
1193585,12017,0.013763288
1193585,12017,0.000410109
1193586,12017,5.27093E-06
1193586,12017,0.014168126
1193587,12017,0.014173397
1193588,12017,0.011780213
1193589,12017,0.014004021
1193590,12017,0.01346018
1193591,12017,0.000584241
1193591,12017,0.001945417
1193600,12035,0.004590634
1193601,12035,0.002948257
1193601,12035,0.002655332
1193602,12035,0.002771497
1193602,12035,0.002832092
1193603,12035,0.005603589
1193604,12035,0.000445478
1193604,12035,0.005158111
1193605,12035,0.003223384
1193605,12035,0.002205713
1193606,12035,0.003208569
1193607,12035,1.53118E-06
1193613,12059,0.020206238
1193614,12059,0.026749268
1193615,12059,0.026527518
1193616,12059,0.012183789
1193619,12034,0.000819058
1193619,12059,0.010536969
1193620,12034,0.006851609
1193620,12059,0.000212264
1193621,12034,0.006906413
1193622,12034,0.006348651
1193623,12034,0.00143413
1193624,12034,0.006002272
1193625,12034,0.006906413
1193626,12034,0.006906413
1193627,12034,0.001665884
1193634,12034,0.004183041
1193635,12034,0.006709353
1193636,12034,0.004761245
1193637,12034,0.005965631
1193638,12034,0.006906413
1193639,12034,0.006631626
1193639,12008,0.009145936
1193640,12034,0.001081916
1193640,12008,0.133120347
1193641,12008,0.039934019
1193644,12008,0.025821642
1193645,12008,0.022582652
1193662,21087,0.000267433
1193663,21087,0.000118637
1193676,21032,0.011865438
1193677,21032,0.054460268
1193678,21032,0.052807227
1193679,21032,0.010365431
1193689,21047,0.000516184
1193690,21047,0.006852989
1193691,21047,0.009107336
1193692,21047,0.009107336
1193693,21047,0.004799778
1193757,21003,0.001942591
1193757,21003,0.008276125
1193758,21003,0.015024192
1193759,21003,0.009527234
1196666,12003,0.015345508
1196666,12022,0.098707825
1196667,12003,0.025527285
1196668,12003,0.025527285
1196669,12003,0.025527285
1196670,12003,0.025527285
1196671,12003,0.025527285
1196672,12003,0.025527285
1196673,12003,0.024784864
1196673,12067,0.000319441
1196674,12003,0.007416228
1196674,12067,0.005403892
1196675,12067,0.007436076
1196676,12067,0.010518059
1196677,12067,0.007430661
1196687,12067,0.006720262
1196688,12067,0.010983617
1196689,12067,0.001831237
