GRIDCODE,CVENTMUN,Fter
1282597,12015,0.138380874
1285774,12015,0.00742521
1285775,12015,0.10822698
1279420,12015,0.041361292
1282598,12015,0.086299314
1276264,12034,0.038882796
1276265,12034,0.067862678
1288970,17017,0.068346303
1288971,17017,0.042507822
1285793,17017,0.152295411
1279440,17017,0.04148927
1282616,17017,0.150426181
1282617,17017,0.139352632
1282618,17017,0.110875676
1285794,17017,0.038097774
1279441,17017,0.148980044
1279442,17017,0.097913962
1276264,17017,0.009714924
1279444,17025,0.025585177
1279445,17025,0.250750257
1279446,17025,0.036435335
1276265,17025,0.026278661
1276266,17025,0.299702663
1276268,17025,0.130573782
1273090,12034,0.00463509
1273091,12034,0.018749195
1276268,12034,0.023308551
1276269,12034,0.019975514
1276268,17025,0.060601368
1231827,21047,0.012306222
1231828,21047,0.020381866
1231829,21047,0.021506186
1231830,21047,0.021890236
1231831,21047,0.002787793
1231833,21047,0.011155981
1235009,21047,0.018915564
1235010,21047,0.020383173
1235011,21047,0.011438356
1231834,21047,0.022444264
1231835,21047,0.010048694
1222291,21047,0.020921744
1222292,21047,0.022104752
1225470,21047,0.01498657
1225471,21047,0.007083735
1228649,21047,0.024289302
1228657,21047,0.011649026
1228658,21047,0.014351498
1212753,21073,0.540916388
1215931,21073,0.317670714
1212754,21073,0.141412898
1222291,21032,0.008576294
1222292,21032,0.005733763
1212753,21032,0.039925859
1212754,21032,0.023002399
1215932,21032,0.031266729
1215933,21032,0.079262431
1215934,21032,0.053939724
1219112,21032,0.078420661
1219113,21032,0.006891183
1203216,21032,0.02906236
1203217,21032,0.074468096
1206395,21032,0.051926457
1206396,21032,0.074551342
1206397,21032,0.055166611
1209575,21032,0.085388082
1193680,21032,0.049315824
1193681,21032,0.030948453
1196859,21032,0.086039959
1196860,21032,0.020686218
1200037,21032,0.034387482
1200038,21032,0.081040071
1273107,17025,0.117580885
1387497,17008,0.076454542
1327165,21051,0.014242832
1327166,21051,0.034064274
1330344,21051,0.014374253
1317631,21051,0.063297272
1317632,21051,0.027910024
1320809,21051,0.057461673
1323987,21051,0.05774727
1308098,21051,0.052012489
1311276,21051,0.056363919
1314454,21051,0.082250468
1346234,21168,0.106508648
1346235,21168,0.130732785
1336700,21168,0.138797565
1339878,21168,0.138654223
1343056,21168,0.142942055
1327166,21168,0.048764891
1330344,21168,0.122924385
1333522,21168,0.139600125
1346235,21168,0.012310683
1349413,21168,0.018764638
1384361,17033,0.252445315
1384362,17033,0.083477813
1381184,17033,0.664076873
1390724,21005,0.519270829
1393902,21033,0.122489573
1397080,21033,0.03956753
1390724,21033,0.022592938
1397080,21033,0.067602064
1422507,17032,0.728825203
1419329,17032,0.271174797
1432041,17022,0.072799839
1422507,17022,0.075165333
1425685,17022,0.153966072
1428863,17022,0.157736518
1422507,21022,0.025005298
1419328,21022,0.08852984
1419329,21022,0.019030665
1412971,21033,0.09909967
1412972,21033,0.012159092
1416150,21033,0.121176738
1419328,21033,0.005533576
1403436,21033,0.077901729
1406614,21033,0.043874137
1403437,21033,0.026923888
1406615,21033,0.078755524
1409793,21033,0.108797857
1400259,21033,0.010957597
1432041,17022,0.036972355
1432041,17022,0.155828395
1432042,17022,0.007171751
1432043,17022,0.044991253
1435220,17022,0.21894284
1435221,17022,0.076425644
1432046,21022,0.00530671
1432043,21188,0.026378598
1432044,21188,0.026542403
1435222,21188,0.038623887
1432045,21188,0.05856903
1432046,21188,0.04172203
1432048,21188,0.047479717
1432050,21188,0.026657955
1432051,21188,0.062312093
1432052,21188,0.029948655
1435230,21188,0.04192634
1435231,21188,0.024795692
1428868,21188,0.024880756
1428869,21188,0.056712391
1425693,21188,0.008224382
1428870,21188,0.029766365
1428871,21188,0.095760736
1428872,21188,0.045093946
1222304,21047,0.020768913
1222305,21047,0.000331568
1225482,21047,0.004799488
1219127,21047,0.02860428
1215950,21047,0.024935587
1215951,21047,0.020396339
1215952,21047,0.027993918
1219128,21047,0.004461767
1212775,21047,0.021883597
1215953,21047,0.010829281
1203240,21047,0.001042943
1206418,21047,0.006435373
1203241,21047,0.022916646
1206419,21047,0.019395261
1209597,21047,0.024455775
1193708,21047,0.023666972
1193709,21047,0.010822095
1196885,21047,0.02763519
1196886,21047,6.20489E-05
1200063,21047,0.021256329
1225481,21047,0.000686912
1225482,21047,0.020650663
1228659,21047,0.003073911
1225482,21047,0.015393362
1228660,21047,0.001885485
1260449,21047,0.003566852
1250910,21047,0.025850998
1254088,21047,8.51923E-05
1254089,21047,0.021899371
1254090,21047,0.024657202
1254091,21047,0.00643258
1257269,21047,0.01174665
1257270,21047,0.006274063
1257271,21047,0.001139245
1241374,21047,0.026351779
1244552,21047,0.02323051
1247730,21047,0.020326768
1247731,21047,0.022274076
1247732,21047,0.031691316
1231838,21047,0.024507787
1235016,21047,0.008446852
1235017,21047,0.020528264
1238195,21047,0.021406271
1238196,21047,0.000431187
1228659,21047,0.007171622
1228660,21047,0.012177801
1298584,21085,0.029196511
1301762,21085,0.029425137
1304940,21085,0.002091767
1289050,21085,0.028332661
1292228,21085,0.028517467
1295406,21085,0.034917968
1279516,21085,0.014779743
1279517,21085,0.028546034
1279518,21085,0.018068573
1282694,21085,0.031328701
1285872,21085,0.027825315
1269984,21085,0.022351007
1276340,21085,0.023917915
1269985,21085,0.011415684
1273163,21085,0.032534451
1273164,21085,0.006881225
1276341,21085,0.034226451
1276342,21085,0.005210134
1260449,21085,0.02584467
1263627,21085,0.024596443
1263628,21085,0.005543535
1266805,21085,0.000140438
1266806,21085,0.033744476
1254091,21085,0.003702486
1257270,21085,0.028958219
1257271,21085,0.005553452
1289065,21085,0.016235725
1289066,21085,0.012925786
1289083,21042,0.002322491
1289084,21042,0.050511449
1292262,21042,0.048772847
1292263,21042,0.006456455
1295441,21042,0.028729433
1279549,21042,0.047587061
1282727,21042,0.053314315
1285905,21042,0.053538095
1270015,21042,0.065108424
1273193,21042,0.050342253
1276371,21042,0.051030911
1263660,21042,0.013054261
1266837,21042,0.00240771
1266838,21042,0.044392669
1260481,21157,0.090529614
1263659,21157,0.042650073
1263660,21157,0.023734104
1250945,21157,0.093971414
1254123,21157,0.032960649
1254124,21157,0.103938916
1257302,21157,0.059401769
1257303,21157,0.0607781
1241406,21157,0.071922444
1241407,21157,0.08770129
1244585,21157,0.003799316
1244586,21157,0.089578364
1244587,21157,0.096650282
1244588,21157,0.013748379
1247766,21157,0.090675496
1247767,21157,0.037959788
1203281,21009,0.555001751
1203282,21009,0.016274791
1206459,21009,0.428723458
1216000,21003,0.004497685
1203309,21127,0.375160202
1206486,21127,0.083456098
1206487,21127,0.008443678
1200131,21127,0.107624482
1196954,21127,0.120590348
1200132,21127,0.304725192
1193789,20022,0.844386356
1193790,20022,0.114121869
1203316,20459,0.056346976
1203317,20459,0.062960587
1203318,20459,0.00255292
1200140,20459,0.08102337
1193787,20459,0.008417189
1196963,20459,0.081857002
1196964,20459,0.060994
1196965,20459,0.072308965
1200141,20459,0.016304425
1193788,20459,0.046989937
1193789,20459,0.001102282
1196966,20459,0.014338033
1196967,20459,0.014253449
1203314,21190,0.167109763
1203315,21190,0.467814116
1206492,21190,0.332291229
1203316,21190,0.032784892
1222363,21003,0.04148708
1212830,21003,0.000915122
1216008,21003,0.089674301
1216009,21003,0.028953606
1219185,21003,0.023314117
1219186,21003,0.033413921
1270035,21147,0.053861007
1273213,21147,0.0088227
1266857,21147,0.021145263
1260503,21147,0.054961695
1263680,21147,0.048735711
1263681,21147,0.010445375
1266858,21147,0.037349203
1250968,21147,0.015574522
1250969,21147,0.040013544
1254147,21147,0.051003947
1257325,21147,0.050120852
1244613,21147,0.052945371
1247790,21147,0.01040049
1247791,21147,0.041627422
1241434,21003,0.061414386
1241435,21003,0.016303295
1244613,21003,0.005703944
1231899,21003,0.054394049
1235077,21003,0.049033786
1235078,21003,0.069989389
1238256,21003,0.055688296
1222363,21003,0.013861729
1225541,21003,0.010778549
1225542,21003,0.082406974
1225543,21003,0.073268468
1228720,21003,0.02199004
1228721,21003,0.039197542
1295441,21042,0.024869784
1292264,21042,0.034401483
1292265,21042,0.050531279
1292266,21042,0.048844471
1295442,21042,0.013371602
1292267,21042,0.052705498
1292268,21042,0.051044093
1292269,21042,0.055708058
1289092,21042,0.044165487
1289093,21042,0.002818637
1292270,21042,0.003537147
1289092,21147,0.014305923
1289093,21147,0.019732923
1282738,21147,0.023934758
1285915,21147,0.038217956
1285916,21147,0.041299606
1279562,21147,0.030278691
1279563,21147,0.056096789
1282739,21147,0.054713461
1282740,21147,0.032833401
1279564,21147,0.037703222
1276386,21147,0.022464429
1276387,21147,0.027605909
1301752,21051,0.012250247
1314466,21051,0.018442763
1314467,21051,0.002696143
1320824,21051,0.034457496
1320825,21051,0.003966847
1317650,21021,0.180834317
1317651,21021,0.337193239
1320828,21021,0.205197859
1317651,21085,0.00817428
1320827,21085,0.029949588
1320828,21085,0.005395442
1317652,21085,0.013498308
1317653,21085,0.001380728
1314474,21085,0.015900344
1314475,21085,0.012395426
1308128,21085,0.018449168
1304950,21085,0.006447164
1304951,21085,0.004528815
1324016,21085,0.012413915
1327197,21085,0.014450659
1324016,21085,0.019862355
1324017,21085,0.028204059
1324018,21085,0.028612232
1324019,21085,0.013633227
1324020,21085,0.029134559
1324021,21085,0.025525682
1358972,21085,0.006608649
1349447,21062,0.418561964
1352625,21062,0.581438036
1374869,21121,0.009683046
1374870,21121,0.058653745
1374871,21121,0.069852403
1374872,21121,0.096779597
1374873,21121,0.041360019
1378050,21121,0.028439253
1365337,21121,0.02392656
1365338,21121,0.044295726
1368516,21121,0.038290071
1368517,21121,0.070510821
1371695,21121,0.048215176
1371696,21121,0.027705633
1362159,21121,0.002403337
1355803,21133,0.561368222
1352625,21133,0.438631778
1374863,21166,0.131676671
1374864,21166,0.142904678
1374865,21166,0.13800355
1374866,21166,0.137097485
1374867,21166,0.142928592
1374868,21166,0.137286609
1374869,21166,0.115495663
1355803,21201,0.196956787
1358981,21201,0.383036709
1362159,21201,0.420006505
1298606,21007,0.013915659
1298607,21007,0.077421646
1298608,21007,0.043656251
1301782,21085,0.005606272
1304959,21085,0.00713252
1304960,21085,0.033423497
1298606,21085,0.007751839
1301783,21085,0.033535306
1301784,21085,0.016693511
1295441,21042,0.023949972
1327213,21007,0.002473861
1317678,21007,0.077072671
1320856,21007,0.026033558
1320857,21007,0.049599454
1324035,21007,0.074514319
1308143,21007,0.077484931
1311321,21007,0.036653025
1311322,21007,0.041184462
1314500,21007,0.073796928
1298608,21007,0.036481534
1298609,21007,0.021367989
1301786,21007,0.034369614
1301787,21007,0.034507768
1304964,21007,0.060565319
1304965,21007,0.012166094
1330390,21007,0.058075248
1333568,21007,0.041231841
1327213,21007,0.072643596
1330391,21007,0.034784232
1374850,21069,0.017584353
1371668,21069,0.089630664
1371669,21069,0.132511339
1371670,21069,0.132945987
1371671,21069,0.144939674
1371672,21069,0.052190679
1374843,21165,0.09139141
1378021,21165,0.102780831
1374844,21165,0.111043961
1378022,21165,0.056422849
1371665,21165,0.182847509
1371666,21165,0.195456047
1371667,21165,0.199055184
1371668,21165,0.06100221
1374850,21185,0.079367948
1365318,21185,0.093022321
1368495,21185,0.069147901
1368496,21185,0.104128867
1371672,21185,0.064938997
1371673,21185,0.219100141
1365319,21185,0.125658341
1368497,21185,0.025176526
1368498,21185,0.005958185
1374863,21166,0.011778603
1378040,21166,0.038954194
1378041,21166,0.003873955
1412984,21022,0.121219547
1412985,21022,0.043227021
1412985,21188,0.00606029
1416163,21188,0.059256439
1419341,21188,0.003362014
1441602,21019,0.02683822
1438424,21019,0.005799088
1438425,21019,0.04072826
1441605,21019,0.00203922
1438425,21019,0.011200935
1438426,21019,0.042425032
1438427,21019,0.013065263
1384427,21150,0.020793066
1374887,21150,0.025745257
1374888,21150,0.038228166
1378065,21150,0.025875383
1374889,21150,0.018063842
1378067,21150,0.023247792
1378068,21150,0.039236577
1378069,21150,0.03932048
1378070,21150,0.039664534
1381248,21150,0.029635334
1381249,21150,0.009906527
1384417,21159,0.038458802
1384418,21159,0.088132465
1384419,21159,0.020002873
1374882,21159,0.036111327
1378060,21159,0.064081587
1374883,21159,0.01701192
1378061,21159,0.014248439
1381239,21159,0.090063492
1381241,21159,0.074382828
1378064,21159,0.070888635
1378065,21159,0.008883455
1381242,21159,0.034085583
1413011,21121,0.06124115
1413012,21121,0.047799559
1416190,21121,0.024120932
1413013,21121,0.030661999
1416191,21121,0.002692022
1416194,21121,0.013166292
1416195,21121,0.019929467
1416196,21121,0.048748881
1409833,21121,0.05529229
1416191,21159,0.074932383
1419369,21159,0.051220699
1419370,21159,0.094768147
1419371,21159,0.085933388
1416194,21159,0.019682372
1416195,21159,0.052998994
1416196,21159,0.002930808
1419372,21159,0.061181804
1432070,21019,0.009500081
1432071,21019,0.024325764
1435247,21019,0.009571645
1435248,21019,0.043803917
1435249,21019,0.01670451
1438425,21019,0.003785873
1432073,21019,0.049284678
1432074,21019,0.009860427
1435250,21019,0.039691362
1435251,21019,0.000997208
1428896,21019,0.039995131
1422543,21019,0.04576324
1425719,21019,0.005123777
1425720,21019,0.045967388
1425721,21019,0.013885729
1428897,21019,0.034509239
1422544,21019,0.000738863
1416188,21019,0.017285207
1419366,21019,0.04686398
1413010,21121,0.029709576
1413011,21121,0.030945723
1416188,21121,0.030907273
1409833,21121,0.044669448
1422558,21114,0.121089087
1422559,21114,0.106151472
1425737,21114,0.112626144
1425738,21114,0.015497064
1298619,21042,0.017288051
1298620,21042,0.032825118
1301798,21042,0.018203677
1295441,21042,0.008167268
1308155,21206,0.033715588
1308156,21206,0.042543407
1311334,21206,0.006843619
1308157,21206,0.016832531
1311335,21206,0.027617703
1311336,21206,0.038493665
1311337,21206,0.017726866
1301798,21206,0.033171923
1304976,21206,0.017677484
1304977,21206,0.028736252
1311337,21206,0.023696146
1308160,21206,0.005043088
1311338,21206,0.030281174
1317695,21031,0.044785152
1320873,21031,0.172582285
1320874,21031,0.337325239
1324052,21031,0.304902424
1324053,21031,0.1404049
1336767,21206,0.02457357
1327231,21206,0.012651305
1327232,21206,0.033045952
1330410,21206,0.040410398
1330411,21206,0.006633165
1333589,21206,0.044258745
1317694,21206,0.001568074
1317695,21206,0.046620943
1320874,21206,0.0183075
1324052,21206,0.004238273
1324053,21206,0.027197674
1311337,21206,0.024320359
1311338,21206,0.003934255
1314516,21206,0.051772931
1339944,21146,0.07670444
1339945,21146,0.319755636
1343122,21146,0.125179964
1336767,21206,0.013294231
1339945,21206,0.000493311
1349478,21052,0.092380645
1352656,21052,0.108966068
1346300,21146,0.168463039
1349478,21146,0.06292573
1343122,21146,0.147550342
1355836,21052,0.060985677
1355837,21052,0.117768191
1352656,21052,0.093951581
1352657,21052,0.148615172
1352658,21052,0.087629495
1352659,21052,0.032268862
1352660,21052,0.084889433
1352661,21052,0.149491415
1352662,21052,0.023053461
1355842,21070,0.018231266
1352659,21146,0.022801591
1352660,21146,0.076619259
1355842,21206,0.061897458
1355843,21206,0.040392787
1355844,21206,0.03844006
1352662,21206,0.031969629
1352663,21206,0.044761684
1352664,21206,0.003792437
1352666,21206,0.000342504
1352667,21206,0.039072394
1352668,21206,0.03062081
1292300,21082,0.013493522
1295478,21082,0.00343194
1308195,21082,0.060678302
1308196,21082,0.013242061
1311374,21082,0.05557688
1314552,21082,0.046414789
1298659,21082,0.067095923
1301837,21082,0.005956657
1301838,21082,0.056166862
1305016,21082,0.046954989
1305017,21082,0.021354853
1292301,21082,0.039350102
1295479,21082,0.002590662
1295480,21082,0.069540221
1295481,21082,0.021892524
1317730,21092,0.059455778
1320908,21092,0.025085183
1314552,21092,0.010274502
1393967,21095,0.038732201
1390788,21095,0.07953142
1390789,21095,0.431274283
1384427,21150,0.040935592
1384428,21150,0.010767486
1384430,21150,0.0096882
1384431,21150,0.047540676
1384432,21150,0.003464836
1387610,21150,0.048006018
1390788,21150,0.003446556
1381250,21150,0.029052374
1381251,21150,0.038117171
1381252,21150,0.031783217
1393966,21095,0.231026752
1393967,21095,0.219435344
1397143,21150,0.023512552
1400321,21150,0.031357571
1393966,21150,0.021457858
1397144,21150,0.022355256
1393970,21131,0.05147985
1393971,21131,0.045880506
1397147,21131,0.043694411
1397148,21131,0.024492653
1393972,21131,0.082535535
1393973,21131,0.072849956
1387617,21131,0.024415965
1387618,21131,0.082293906
1390795,21131,0.083957944
1387619,21131,0.046962456
1400321,21150,0.035382481
1397145,21150,0.021015471
1397146,21150,0.040797319
1400322,21150,0.039861562
1400323,21150,0.019451282
1397147,21150,0.011734208
1400322,21193,0.001127095
1393971,21193,0.002823568
1397147,21193,0.016280168
1397148,21193,0.026642584
1397149,21193,0.025074341
