X_COORD,Y_COORD,P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,GRIDCODE,LONG,LATITUDE,Huso,Pob
-99.13116,19.61559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514655,-98.8141482,19.12350814,6,59
-99.10255,19.61561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514656,-98.80462205,19.12330667,6,1345
-99.07394,19.61562,96746.17984,96844.4597,96746.17984,96746.17984,96613.92414,96438.00414,95923.87706,93804.50397,91837.02183,92242.55213,96127.62437,96122.6654,94099.78533,95099.02509,97290.90727,96965.56648,97118.49349,96961.80624,97455.46102,96779.73415,96563.1755,96470.07132,96595.65303,96761.91192,1514657,-98.79509593,19.1231046,6,717
-99.04533,19.61563,71987.45217,72147.2422,71987.45217,71987.45217,71980.5484,71585.94039,68539.28768,71661.15543,73253.47593,71218.65214,70407.23778,71374.28958,72141.68495,72651.11278,71088.21085,70632.79181,71809.73494,71868.44467,72344.78576,71963.52918,72087.05364,71774.82683,71049.57672,71991.94718,1514658,-98.78556984,19.12290193,6,5
-99.01672,19.61563,163468.2948,163230.9866,163591.9761,163468.2948,163590.667,163682.4958,156539.9503,151766.6942,154144.0786,158607.8801,161371.2688,161169.0801,159448.0404,160066.204,157208.9348,161062.421,160073.3084,162423.3143,161087.0665,162171.7061,162521.1732,162764.2849,163518.6717,163468.2948,1514659,-98.77604377,19.12269866,6,3039
-98.98811,19.61563,71496.88988,71496.88988,71611.31651,71496.88988,71333.09851,71280.26793,70907.49555,70185.43105,71313.10915,69204.75782,68833.9363,70123.5055,70771.71349,71607.38382,69357.87372,70079.76898,71063.70136,70616.64913,71646.22523,70832.69853,70958.99323,70461.72616,71160.20909,71496.88988,1514660,-98.76651773,19.12249479,6,5133
-98.9595,19.61563,8834.03218,8834.03218,8834.03218,8834.03218,8834.03218,8807.083827,8539.54774,9969.730312,9577.133764,8784.234029,8657.201954,8625.841332,8939.039951,9055.601176,8569.098136,8771.259856,8713.418936,8834.03218,8843.793713,9132.227195,8977.957108,8834.03218,8834.03218,8834.03218,1514661,-98.75699173,19.12229031,6,1741
-98.9309,19.61562,17440.30045,17440.30045,17440.30045,17440.30045,17440.30045,17504.98393,16715.76252,16341.36697,17295.06698,17326.58285,16675.21765,16860.45044,17571.94141,16968.46328,17200.11404,17265.59488,17654.92382,17055.98001,17175.60989,17184.77852,17366.55953,17356.79944,17440.30045,17504.9675,1514662,-98.74746575,19.12208524,6,57
-98.90229,19.61561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514663,-98.7379398,19.12187956,6,125
-98.87368,19.61559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514664,-98.72841388,19.12167328,6,0
-98.84507,19.61557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514665,-98.71888798,19.1214664,6,10
-98.81646,19.61554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514666,-98.70936212,19.12125892,6,28
-98.78785,19.61551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514667,-98.69983629,19.12105083,6,0
-98.75924,19.61547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514668,-98.69031048,19.12084215,6,0
-98.73063,19.61543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514669,-98.6807847,19.12063286,6,0
-98.70202,19.61539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517770,-99.41417699,19.1440437,6,0
-98.67341,19.61534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517771,-99.40464861,19.14388012,6,0
-99.41733,19.64253,3709.815765,3709.815765,3709.815765,3709.815765,3633.100825,3709.815765,3568.852064,3462.276091,3515.419229,3568.729472,3747.214298,3633.100825,3684.281395,3539.125025,3709.815765,3709.815765,3709.815765,3709.815765,3709.815765,3709.815765,3709.815765,3709.815765,3709.815765,3709.815765,1517772,-99.39512024,19.14371592,6,137
-99.38872,19.6426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517773,-99.38559189,19.14355113,6,0
-99.3601,19.64266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517774,-99.37606357,19.14338574,6,0
-99.33149,19.64271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517775,-99.36653528,19.14321974,6,0
-99.30287,19.64276,39268.75853,39268.75853,39268.75853,39268.75853,39268.75853,39376.53761,38282.97855,36847.20166,36268.07902,37176.78525,38460.164,39313.89012,38556.59885,38473.52877,38957.45151,39364.37489,38852.80305,38875.27177,39143.41228,39235.25392,39217.54054,39268.75853,39268.75853,39272.36208,1517776,-99.357007,19.14305315,6,0
-99.27426,19.64281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517777,-99.34747875,19.14288595,6,0
-99.24564,19.64285,37997.26126,37749.7151,37997.26126,37997.26126,37997.26126,37478.88481,37039.31617,37492.29131,36822.34329,37504.73647,37107.72676,37418.08862,37936.74282,36078.72944,37497.7485,37364.5927,37871.13463,37153.29438,37266.92568,37540.90995,37651.43388,37578.32678,37814.88274,37997.26126,1517778,-99.33795052,19.14271815,6,0
-99.21703,19.64289,96160.86114,96160.86114,95891.86616,96160.86114,96020.69479,95466.96402,95983.62677,96530.32058,93275.60046,94050.89192,95757.70354,97157.40827,95351.58018,96250.59828,95531.47597,95616.98142,96516.17672,97488.68878,95691.4781,95763.61141,96369.31031,95710.768,96103.08518,96166.72238,1517779,-99.32842232,19.14254975,6,0
-99.18842,19.64292,33374.86883,33374.86883,33374.86883,33374.86883,33464.68344,35322.37175,36570.49568,36907.7179,36308.8454,33131.12961,34014.51881,32756.62465,33686.85116,34261.45771,32639.54062,32686.00506,33340.39861,32646.63401,34057.65592,33649.75052,32764.27424,33355.45628,33556.68247,33533.12242,1517780,-99.31889414,19.14238074,6,0
-99.1598,19.64295,12237.01212,12237.01212,12237.01212,12235.89434,12235.38545,12739.16679,14825.58858,14374.89513,14685.53556,12970.00607,14070.15849,12648.88031,12722.73863,14113.99449,12216.66385,13306.7623,12681.41729,12139.20124,12645.72277,12034.76333,12438.92246,12319.63043,12002.97406,12237.01212,1517781,-99.30936598,19.14221114,6,0
-99.13119,19.64297,54005.97998,54005.97998,54005.97998,54003.74441,53910.16434,54175.78463,51503.56545,49533.96925,47805.1571,50595.47178,52874.75152,51729.1128,53059.58457,53133.21575,52212.96262,53199.69418,52893.85155,53574.3845,52706.36506,53979.94253,53752.65101,53726.59183,53813.72398,53831.27847,1517782,-99.29983785,19.14204093,6,0
-99.10257,19.64299,135892.6456,135930.0557,135811.868,135892.6456,135870.4402,134714.3865,135603.1671,133073.9752,135328.618,133989.1542,129215.4688,133555.1258,135126.7282,135665.8628,136901.2788,134691.0657,136277.4833,136445.0488,134738.6775,134857.1825,136219.8214,135808.6055,136589.4723,135954.6949,1517783,-99.29030974,19.14187013,6,10
-99.07396,19.643,108723.5954,108729.0554,108723.5954,108723.5954,109068.4832,106776.2214,104932.2659,105024.0164,101366.3856,103454.1807,105149.9736,105634.0691,107084.472,104652.7701,107202.3149,107795.9477,107866.7039,107364.3927,107212.6369,108235.8917,108964.1008,107848.5161,108636.5235,108782.2432,1517784,-99.28078166,19.14169872,6,0
-99.04534,19.64301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517785,-99.2712536,19.14152671,6,0
-99.01673,19.64302,18617.80221,18617.80221,18617.80221,18617.80221,18617.80221,18431.64319,18939.79577,18034.97379,18582.53625,17916.13411,18178.75417,17522.82897,17903.39693,18458.55127,18255.7197,17842.25693,18219.64935,18733.48646,18548.74699,18190.49979,18536.53858,18460.80548,18617.80221,18617.80221,1517786,-99.26172556,19.14135409,6,0
-98.98811,19.64302,101768.4472,101768.4472,101768.4472,101768.4472,101574.3517,100926.0621,98053.61138,95401.45024,93295.67573,98352.46124,99002.1347,100548.1904,101441.0532,99078.80064,100079.538,100757.6509,100602.0544,101418.4529,100942.7748,101218.5977,101735.7733,101675.7663,101300.4531,101768.4472,1517787,-99.25219755,19.14118088,6,0
-98.9595,19.64301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517788,-99.24266956,19.14100706,6,0
-98.93088,19.64301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517789,-99.23314159,19.14083265,6,0
-98.90227,19.64299,17108.84212,17108.84212,17108.84212,17108.84212,17045.87385,16830.18507,16460.10222,15872.71589,16888.07242,16965.27586,17591.13371,17169.45842,17057.29685,17204.90039,16947.57175,17091.56926,16615.839,17330.98921,16877.02009,17038.52543,17199.67222,16950.87583,17040.822,17108.84212,1517790,-99.22361365,19.14065763,6,0
-98.87365,19.64297,5343.549012,5343.549012,5343.549012,5343.549012,5343.549012,5330.563849,5010.670897,5211.173551,4935.958453,5213.383519,5473.942802,5202.02847,5153.897958,5268.411906,5336.917446,5330.166749,5262.821537,5340.967863,5321.430555,5339.419174,5340.967863,5334.256877,5343.549012,5343.549012,1517791,-99.21408574,19.14048201,6,0
-98.84504,19.64295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517792,-99.20455785,19.14030578,6,0
-98.81643,19.64293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517793,-99.19502998,19.14012896,6,0
-98.78781,19.64289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517794,-99.18550214,19.13995154,6,0
-98.7592,19.64286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517795,-99.17597432,19.13977351,6,773
-98.73058,19.64282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517796,-99.16644653,19.13959488,6,261
-98.70197,19.64277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517797,-99.15691877,19.13941565,6,0
-98.67335,19.64272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517798,-99.14739102,19.13923582,6,0
-99.4174,19.66992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517799,-99.13786331,19.13905539,6,0
-99.38878,19.66998,609.74652,609.74652,609.74652,609.74652,620.493319,592.685976,558.564889,576.431443,608.537505,576.834448,570.923708,583.954202,593.088981,577.237453,609.74652,601.417751,593.088981,609.74652,609.74652,609.74652,609.74652,609.74652,609.74652,609.74652,1517800,-99.12833562,19.13887436,6,0
-99.36016,19.67004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517801,-99.11880795,19.13869272,6,0
-99.33154,19.6701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517802,-99.10928031,19.13851048,6,0
-99.30292,19.67015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517803,-99.0997527,19.13832764,6,0
-99.27431,19.67019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517804,-99.09022511,19.1381442,6,0
-99.24569,19.67023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517805,-99.08069754,19.13796016,6,0
-99.21707,19.67027,135453.9607,135453.9607,135453.9607,135453.9607,134560.9841,134565.5868,132238.3982,133505.2881,131431.4762,132633.141,133386.6087,134008.3731,133969.3925,133062.9867,135325.5938,133869.1916,134079.2273,132909.6426,136056.4785,135045.6735,135321.2704,135721.0207,135152.8205,135375.4328,1517806,-99.07117001,19.13777552,6,0
-99.18845,19.6703,31266.63121,31266.63121,31266.63121,31340.83252,31839.50884,33194.26866,39124.27411,38677.42972,39313.83063,37609.5202,33859.79704,33985.24524,32339.98598,34429.03801,32373.80266,32535.91755,33511.42996,33002.53925,32487.91049,32018.91959,32161.53969,32220.53819,31507.27454,31343.65028,1517807,-99.0616425,19.13759027,6,0
-99.15983,19.67033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517808,-99.05211501,19.13740443,6,0
-99.13121,19.67035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517809,-99.04258755,19.13721798,6,0
-99.10259,19.67037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517810,-99.03306012,19.13703093,6,0
-99.07397,19.67039,135457.8006,135457.8006,135196.2481,135352.7064,135485.3839,133738.4029,128710.5744,127957.2635,126898.3357,129621.1487,129248.0465,132917.8664,131407.1009,132970.4508,132104.7684,132430.8287,132836.2247,132976.5799,134415.7465,135018.9737,134744.5396,134866.838,135510.9665,135457.8006,1517811,-99.02353271,19.13684328,6,0
-99.04535,19.6704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517812,-99.01400533,19.13665503,6,0
-99.01673,19.6704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517813,-99.00447797,19.13646618,6,0
-98.98811,19.6704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517814,-98.99495064,19.13627672,6,0
-98.95949,19.6704,17588.5407,17588.5407,17588.5407,17588.5407,17588.5407,17112.83728,17114.18172,15981.68489,17501.2089,17252.66795,17232.35159,17518.90105,17647.95536,17800.41164,17475.39218,17541.59864,17584.18736,17476.29604,17509.81228,17588.5407,17584.83712,17542.88186,17588.5407,17588.5407,1517815,-98.98542334,19.13608666,6,0
-98.93087,19.67039,1502.359858,1502.359858,1502.359858,1502.359858,1502.359858,1502.359858,1224.145069,1446.7169,1656.256185,1858.077337,1554.028318,1391.073942,1484.474621,1446.7169,1575.888052,1502.359858,1580.856173,1502.359858,1502.359858,1502.359858,1502.359858,1502.359858,1502.359858,1502.359858,1517816,-98.97589607,19.13589601,6,0
-98.90225,19.67038,12123.94837,12123.94837,12123.94837,12123.94837,12123.94837,11893.74883,11568.4035,11273.26613,11758.61245,11509.58164,12003.54484,11851.92007,12030.26678,11864.75837,11866.45838,11940.46648,12039.88177,12123.13764,11862.45272,12161.13372,12103.14735,12096.85026,12123.94837,12123.94837,1517817,-98.96636882,19.13570475,6,0
-98.87363,19.67036,7800.975742,7800.975742,7800.975742,7800.975742,7791.469414,7894.710168,8531.47069,8500.739402,8139.399902,8102.169842,8041.440791,7956.889866,7819.986172,8014.611894,8024.350666,8046.216199,7912.952505,8072.000221,8354.044251,7983.158923,7828.067088,7889.148906,7799.3878,7802.677108,1517818,-98.9568416,19.13551289,6,0
-98.84501,19.67034,2778.512385,2778.512385,2778.512385,2778.512385,2778.512385,2778.512385,2878.32543,2441.877247,2874.803332,2702.131982,2543.482732,2786.012946,2790.599771,2448.765183,2657.602242,2596.272895,2996.203922,2630.127067,2632.609379,2825.772412,2700.198085,2778.512385,2778.512385,2743.843423,1517819,-98.9473144,19.13532042,6,0
-98.81639,19.67031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517820,-98.93778723,19.13512736,6,0
-98.78777,19.67028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517821,-98.92826009,19.13493369,6,0
-98.75916,19.67024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517822,-98.91873298,19.13473943,6,0
-98.73054,19.6702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517823,-98.90920589,19.13454456,6,0
-98.70192,19.67015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517824,-98.89967883,19.13434909,6,0
-98.6733,19.67011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517825,-98.8901518,19.13415302,6,0
-99.41747,19.6973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517826,-98.8806248,19.13395635,6,0
-99.38885,19.69736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517827,-98.87109782,19.13375907,6,0
-99.36022,19.69742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517828,-98.86157087,19.1335612,6,0
-99.3316,19.69748,5045.202104,5045.202104,5045.202104,5045.202104,5045.202104,5036.58196,4691.335875,4939.226871,4799.026674,4793.001036,5033.919857,4961.135081,5052.301045,5026.440615,5035.821359,4961.895682,4998.298383,5035.821359,4932.634996,4934.916799,5045.202104,5045.202104,5045.202104,5045.202104,1517829,-98.85204395,19.13336272,6,0
-99.30298,19.69753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517830,-98.84251705,19.13316364,6,0
-99.27435,19.69758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517831,-98.83299019,19.13296396,6,0
-99.24573,19.69762,24532.73303,24532.73303,24532.73303,24532.73303,24406.72674,24077.96709,24133.03706,21996.61596,23441.15573,23844.07799,23810.53556,24073.18031,24367.31769,24039.21727,23435.66088,24461.86864,24553.09475,24832.33613,24237.39251,24244.3604,24479.0704,24662.83389,24532.73303,24532.73303,1517832,-98.82346335,19.13276368,6,0
-99.2171,19.69765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517833,-98.81393654,19.1325628,6,433
-99.18848,19.69769,7075.936173,7075.936173,7075.936173,7075.936173,7075.936173,8384.041598,10327.59877,13195.04343,11401.1332,9369.625162,8194.870088,7288.973946,6911.115696,8039.448267,7502.445403,7624.445363,7430.186433,7489.609491,7172.045474,7176.839145,6738.121945,7436.606864,7120.239287,7075.936173,1517834,-98.80440976,19.13236131,6,1280
-99.15985,19.69771,11069.38815,11069.38815,11069.38815,11069.38815,11051.70772,11219.98367,11102.64069,10279.74431,11644.9547,11246.22102,11081.60983,10375.15832,11408.81913,11591.97078,11123.82513,11017.68547,11287.27087,10828.57018,11384.39206,10940.01259,11331.48546,10887.86267,11069.38815,11104.4919,1517835,-98.79488301,19.13215923,6,231
-99.13123,19.69774,47360.25051,47360.25051,47360.25051,47360.25051,47465.13757,46129.95313,47219.23165,46751.72849,47159.22417,46480.32153,46832.87255,47253.97068,47131.57964,46264.49053,46640.16958,46638.6946,46809.89244,46529.40885,47329.36799,46499.13024,46810.03874,46984.67405,47453.12528,47398.54552,1517836,-98.78535628,19.13195654,6,45
-99.10261,19.69776,15227.36492,15227.36492,15227.36492,15227.36492,15257.6736,15320.34395,15021.89065,13758.85832,14767.36497,14747.00777,14442.73193,14968.9955,14870.12529,14553.57674,14749.23047,15032.24286,14793.5629,15153.75475,14627.57566,15433.51102,15123.74279,14747.74426,15009.84942,15227.36492,1517837,-98.77582958,19.13175325,6,683
-99.07398,19.69777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517838,-98.76630291,19.13154936,6,4853
-99.04536,19.69778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517839,-98.75677627,19.13134487,6,4242
-99.01673,19.69778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517840,-98.74724966,19.13113978,6,202
-98.98811,19.69779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517841,-98.73772308,19.13093409,6,0
-98.95948,19.69778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517842,-98.72819653,19.13072779,6,7
-98.93086,19.69777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517843,-98.71867,19.1305209,6,0
-98.90224,19.69776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517844,-98.7091435,19.1303134,6,0
-98.87361,19.69774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517845,-98.69961704,19.1301053,6,0
-98.84499,19.69772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517846,-98.6900906,19.1298966,6,0
-98.81636,19.69769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517847,-98.68056419,19.1296873,6,0
-98.78774,19.69766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520948,-99.41400517,19.15309935,6,0
-98.75911,19.69762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520949,-99.40447615,19.15293575,6,0
-98.73049,19.69758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520950,-99.39494715,19.15277154,6,0
-98.70187,19.69754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520951,-99.38541817,19.15260674,6,0
-98.67324,19.69749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520952,-99.37588922,19.15244133,6,0
-99.41754,19.72468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520953,-99.36636029,19.15227532,6,0
-99.38891,19.72475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520954,-99.35683138,19.15210871,6,0
-99.36028,19.72481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520955,-99.3473025,19.1519415,6,0
-99.33166,19.72486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520956,-99.33777364,19.15177369,6,0
-99.30303,19.72491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520957,-99.3282448,19.15160527,6,0
-99.2744,19.72496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520958,-99.31871599,19.15143626,6,0
-99.24577,19.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520959,-99.3091872,19.15126664,6,0
-99.21714,19.72504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520960,-99.29965843,19.15109642,6,0
-99.18851,19.72507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520961,-99.29012969,19.1509256,6,6
-99.15988,19.7251,9522.760477,9522.760477,9522.760477,9522.760477,9489.237593,9437.427502,8836.703567,8101.867027,9262.464354,9097.847133,8894.440352,9304.065317,9250.830679,9362.966196,9471.87004,9332.852407,9522.760477,9511.182292,9508.624321,9522.760477,9522.760477,9522.760477,9522.760477,9522.760477,1520962,-99.28060097,19.15075418,6,0
-99.13125,19.72512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520963,-99.27107228,19.15058215,6,0
