GRIDCODE,CVENTMUN,Frur,Furb,Fpob,Prur_T,Purb_T,P_tot
1193494,13027,,0.000527009,0.000527009,,8,8
1193495,30072,,0.018577075,0.018577075,,282,282
1193496,13084,,0.002818262,0.002818262,,35,35
1193497,22014,,0.115951365,0.115951365,,1440,1440
1193498,22007,,0.120299541,0.120299541,,1494,1494
1193499,12067,0.019361702,0.013286094,0.01590357,182,165,347
1193501,12003,0.002234043,,0.002234043,21,,21
1193521,21087,0.000444576,,0.000444576,6,,6
1193523,21157,0.003186129,,0.003186129,43,,43
1193525,21127,0.003556609,,0.003556609,48,,48
1193527,21032,0.020228216,,0.020228216,273,,273
1193532,12007,0.012299941,,0.012299941,166,,166
1193535,21018,0.007113219,,0.007113219,96,,96
1193544,12050,0.000148192,,0.000148192,2,,2
1193548,12058,0.000562541,,0.000562541,17,,17
1193555,12006,0.015134529,,0.015134529,81,,81
1193567,21003,0.110559369,,0.110559369,757,,757
1193580,12026,0.128085293,,0.128085293,877,,877
1193583,12017,0.018502421,,0.018502421,149,,149
1193590,13081,,0.031259393,0.031259393,,208,208
1193591,13015,,0.024045687,0.024045687,,160,160
1193605,22014,,0.000113003,0.000113003,,14,14
1193606,22011,,0.002744348,0.002744348,,340,340
1193607,22007,,0.000330936,0.000330936,,41,41
1193609,21190,0.043480305,,0.043480305,925,,925
1193628,12034,0.069493689,,0.069493689,980,,980
1193653,12008,0.060562365,,0.060562365,336,,336
1193680,21009,0.638216561,0.761044177,0.68589244,501,379,880
1193681,30175,,0.054216867,0.054216867,,27,27
1193723,13015,,0,0,,0,0
1193724,22007,,0,0,,0,0
1193728,21073,0.007772021,,0.007772021,3,,3
1193736,13084,,0,0,,0,0
1193737,22005,,0.089187662,0.089187662,,122,122
1193738,21113,0.024816176,0.654935442,0.207825656,81,875,956
1193739,12059,0.003370098,0.19000757,0.057142857,11,251,262
1193749,21059,0.014096798,,0.014096798,210,,210
1193757,21196,0.000201383,,0.000201383,3,,3
1193759,12067,,0.025832982,0.025832982,,490,490
1193760,21047,0.005571592,0.082718262,0.048781928,83,1569,1652
1193761,12067,,0.019190215,0.019190215,,364,364
1193762,12017,,0.002003374,0.002003374,,38,38
1193785,12064,0.081218274,,0.081218274,208,,208
1193793,20459,0.046856697,,0.046856697,120,,120
1193802,12035,0.00312378,,0.00312378,8,,8
1196672,12017,,0.010474308,0.010474308,,159,159
1196673,12035,,0.108893281,0.108893281,,1653,1653
1196674,12035,,0.115870843,0.115870843,,1439,1439
1196675,12035,,0.158064256,0.158064256,,1963,1963
1196676,21032,,0.13608181,0.13608181,,1690,1690
1196677,21032,,0.019405749,0.019405749,,241,241
1196711,21206,0.00577949,,0.00577949,78,,78
1196715,21169,0.000889152,,0.000889152,12,,12
1196720,12027,0.00074096,,0.00074096,10,,10
1196721,17025,0.005483106,,0.005483106,74,,74
1196724,21082,0.000661813,,0.000661813,20,,20
1196725,12037,0.000893448,,0.000893448,27,,27
1196763,21042,0.001490128,,0.001490128,12,,12
1196766,21160,0.064696386,,0.064696386,521,,521
1196767,21024,,0.034565675,0.034565675,,230,230
1196768,21024,,0.182596934,0.182596934,,1215,1215
1196769,21059,,0.072437631,0.072437631,,482,482
1196783,21059,,0.002865422,0.002865422,,355,355
1196784,21113,,0.012244634,0.012244634,,1517,1517
1196785,21059,,0.002461841,0.002461841,,305,305
1196800,21085,0.018508013,,0.018508013,261,,261
1196816,15105,0.078783151,,0.078783151,1111,,1111
1196870,21147,0.000426167,,0.000426167,2,,2
1196906,12047,0.002590674,,0.002590674,1,,1
1196915,21113,,0.218309859,0.218309859,,310,310
1196916,21113,,0.407322664,0.407322664,,576,576
1196917,21037,0.007046569,0.151893572,0.04883052,23,201,224
1196919,21003,,0.01322314,0.01322314,,16,16
1196920,17003,0.045112782,0.091735537,0.073207171,36,111,147
1196921,12015,0.028822055,0.027272727,0.027888446,23,33,56
1196928,21092,0.003423508,,0.003423508,51,,51
1196934,12055,0.002416594,,0.002416594,36,,36
1196937,12067,,0.061208351,0.061208351,,1161,1161
1196938,12067,,0.180883593,0.180883593,,3431,3431
1196939,12067,,0.060944749,0.060944749,,1156,1156
1196940,21051,0.053567832,0.003690426,0.025631183,798,70,868
1196975,12031,0.00312378,,0.00312378,8,,8
1196976,16077,0.005466615,0.078727842,0.03683858,14,151,165
1196977,12017,,0.491657977,0.491657977,,943,943
1196978,12017,,0.064129301,0.064129301,,123,123
1199850,12035,,0.02055336,0.02055336,,312,312
1199851,21021,0.001520219,0.046772069,0.019501086,35,710,745
1199852,17010,0.006702128,0.046622111,0.029423897,63,579,642
1199853,21059,,0.007408004,0.007408004,,92,92
1199854,21059,,0.000241565,0.000241565,,3,3
1199855,21113,,0.000322087,0.000322087,,4,4
1199856,17013,0.000638298,,0.000638298,6,,6
1199859,21007,0.027446809,,0.027446809,258,,258
1199880,17014,0.004149378,,0.004149378,56,,56
1199885,15008,0.001778305,,0.001778305,24,,24
1199893,17031,0.003556609,,0.003556609,48,,48
1199894,17024,0.002074689,,0.002074689,28,,28
1199898,17019,0.00392709,,0.00392709,53,,53
1199899,12049,0.00037048,,0.00037048,5,,5
1199908,21031,0.008504302,,0.008504302,257,,257
1199911,15080,0.000363997,,0.000363997,11,,11
1199918,21201,0.015453342,,0.015453342,467,,467
1199920,17004,0.014758438,,0.014758438,446,,446
1199922,21070,0.00595632,,0.00595632,180,,180
1199937,21098,0.000584197,,0.000584197,4,,4
1199945,21059,,0.113165014,0.113165014,,753,753
1199946,21113,,0.095731891,0.095731891,,637,637
1199947,21009,,0.002404569,0.002404569,,16,16
1199961,21009,,0.000363223,0.000363223,,45,45
1199962,21009,,0.00045201,0.00045201,,56,56
1199966,21133,0.036006393,,0.036006393,766,,766
1199979,15117,0.039781591,,0.039781591,561,,561
1199994,21062,0.000567295,,0.000567295,8,,8
1200010,21203,0.006128335,,0.006128335,34,,34
1200029,21168,0.201241135,,0.201241135,1135,,1135
1200092,21003,,0,0,,0,0
1200093,21003,,0.055633803,0.055633803,,79,79
1200094,21003,,0.196478873,0.196478873,,279,279
1200095,21177,0.010732394,0,0.010732394,16,0,16
1200097,20459,,0.041322314,0.041322314,,50,50
1200098,20459,,0.532231405,0.532231405,,644,644
1200099,20459,,0.061983471,0.061983471,,75,75
1200110,17005,0.05336645,,0.05336645,795,,795
1200113,17001,0.000872659,,0.000872659,13,,13
1200115,12003,,0.052773092,0.052773092,,1001,1001
1200116,12003,,0.161851539,0.161851539,,3070,3070
1200117,12067,,0.087673977,0.087673977,,1663,1663
1200118,12067,,0.014814424,0.014814424,,281,281
1200129,21176,0.03289977,0,0.03289977,86,0,86
1200130,12067,,0.070507309,0.070507309,,82,82
1200131,12017,,0.0361135,0.0361135,,42,42
1200132,17012,0.295715379,,0.295715379,773,,773
1200151,12060,0.041780554,,0.041780554,107,,107
1200154,12017,,0.02346194,0.02346194,,45,45
1200155,12017,,0.320646507,0.320646507,,615,615
1200156,12035,,0.02189781,0.02189781,,42,42
1203026,17008,0.000434348,,0.000434348,10,,10
1203027,12035,,0.009288538,0.009288538,,141,141
1203035,15040,0.000638298,,0.000638298,6,,6
1203036,21121,0.02606383,,0.02606383,245,,245
1203038,15113,0.041489362,,0.041489362,390,,390
1203046,21059,,0.004911829,0.004911829,,61,61
1203047,21059,,0.02802158,0.02802158,,348,348
1203048,21059,,0.000563652,0.000563652,,7,7
1203069,21020,0.00614997,,0.00614997,83,,83
1203070,17006,0.00037048,,0.00037048,5,,5
1203071,15052,0.002296977,,0.002296977,31,,31
1203073,17028,0.002148785,,0.002148785,29,,29
1203074,17033,0.000518672,,0.000518672,7,,7
1203075,15004,0.00466805,,0.00466805,63,,63
1203084,17015,0.000198544,,0.000198544,6,,6
1203087,15107,0.009166115,,0.009166115,277,,277
1203095,21052,0.005360688,,0.005360688,162,,162
1203123,21059,,0.056507364,0.056507364,,376,376
1203124,21154,0.000248355,0.033663962,0.015366832,2,224,226
1203125,17018,0.010804249,,0.010804249,178,,178
1203130,21166,0.031789395,,0.031789395,256,,256
1203138,15082,0.09262519,,0.09262519,1526,,1526
1203143,21033,0.000517063,,0.000517063,11,,11
1203153,17029,0.019037323,,0.019037323,405,,405
1203163,21022,0.000496383,,0.000496383,7,,7
1203193,21069,0.024333093,,0.024333093,135,,135
1203201,17030,0.236702128,,0.236702128,1335,,1335
1203224,15021,0.2056254,,0.2056254,965,,965
1203231,21005,0.000426167,,0.000426167,2,,2
1203239,17022,0.000852333,,0.000852333,4,,4
1203269,21019,0.204198473,,0.204198473,214,,214
1203275,21009,,0,0,,0,0
1203276,21009,,0.195867769,0.195867769,,237,237
1203277,15119,0.085213033,0.037190083,0.0562749,68,45,113
1203283,21079,0.00026851,,0.00026851,4,,4
1203290,21159,0.002080956,,0.002080956,31,,31
1203293,21185,0.005504464,0,0.005504464,82,0,82
1203294,21003,,0.032001265,0.032001265,,607,607
1203295,21193,0.004967443,0.024040489,0.015650376,74,456,530
1203296,21127,,0.003954028,0.003954028,,75,75
1203303,15123,0.137931034,,0.137931034,68,,68
1203304,21205,0.038255547,,0.038255547,100,,100
1203307,21127,,0.018916595,0.018916595,,22,22
1203308,21127,,0.188306105,0.188306105,,219,219
1203309,21189,0.006503443,0.104041273,0.036536934,17,121,138
1203314,20459,,0.081229418,0.081229418,,74,74
1203315,20459,,0.020856202,0.020856202,,19,19
1203316,21165,0.007809449,,0.007809449,20,,20
1203328,17016,0.014447481,,0.014447481,37,,37
1203332,21150,0.02850449,,0.02850449,73,,73
1206201,21115,0.047300526,,0.047300526,1089,,1089
1206203,15094,0.000694957,0.000658762,0.000680575,16,10,26
1206204,12067,,0.108761528,0.108761528,,1651,1651
1206205,12067,,0.04743083,0.04743083,,720,720
1206206,15077,0.129148936,,0.129148936,1214,,1214
1206207,21114,0.103617021,,0.103617021,974,,974
1206209,21144,0.000106383,,0.000106383,1,,1
1206212,16081,0.064468085,,0.064468085,606,,606
1206224,12067,,0.035026975,0.035026975,,435,435
1206225,12017,,0.107979709,0.107979709,,1341,1341
1206226,12017,,0.019164184,0.019164184,,238,238
1206234,17002,0.014300533,,0.014300533,193,,193
1206238,21125,0.012966805,,0.012966805,175,,175
1206245,15088,0.001407825,,0.001407825,19,,19
1206247,15110,0.000889152,,0.000889152,12,,12
1206252,21106,0.001259632,,0.001259632,17,,17
1206253,16099,0.003186129,,0.003186129,43,,43
1206254,15090,0.011114404,,0.011114404,150,,150
1206256,21182,0.004075282,,0.004075282,55,,55
1206283,15049,0.037756453,,0.037756453,1141,,1141
1206285,21004,0.003110523,,0.003110523,94,,94
1206302,21009,,0.000150286,0.000150286,,1,1
1206305,21110,0.001274659,,0.001274659,21,,21
1206312,15118,0.020151745,,0.020151745,332,,332
1206316,21102,0.000242792,,0.000242792,4,,4
1206319,21001,0.000141017,,0.000141017,3,,3
1206320,15097,0.000376046,,0.000376046,8,,8
1206321,21175,0.000846103,,0.000846103,18,,18
1206322,21151,0.000564069,,0.000564069,12,,12
1206333,15086,0.023259112,,0.023259112,328,,328
1206341,21153,0.01326053,,0.01326053,187,,187
1206346,21126,0.000141824,,0.000141824,2,,2
1206350,21038,0.084668841,,0.084668841,1194,,1194
1206354,21119,0.000212736,,0.000212736,3,,3
1206366,21040,0.015140591,,0.015140591,84,,84
1206449,21118,0.004770992,,0.004770992,5,,5
1206453,16092,0.196564885,,0.196564885,206,,206
1206454,17007,0.15914787,,0.15914787,127,,127
1206455,15034,0.032581454,,0.032581454,26,,26
1206458,15015,0.116541353,,0.116541353,93,,93
1206463,21148,0.032154125,,0.032154125,479,,479
1206464,17011,0.005772974,,0.005772974,86,,86
1206468,17020,0.003826274,,0.003826274,57,,57
1206472,21009,,0,0,,0,0
1206473,21009,,0.035902573,0.035902573,,681,681
1206474,21003,,0.003954028,0.003954028,,75,75
1206475,15063,0.014633819,,0.014633819,218,,218
1206479,21065,0.277890467,,0.277890467,137,,137
1206480,21003,,0.020761246,0.020761246,,24,24
1206481,21003,,0.055363322,0.055363322,,64,64
1206483,21164,0.0979342,,0.0979342,256,,256
1206485,15068,0.01185922,0.054170249,0.024887477,31,63,94
1206486,17027,0.007651109,0.298366294,0.097167064,20,347,367
1206487,21127,,0.229578676,0.229578676,,267,267
1206488,21127,,0,0,,0,0
1206491,21190,,0.00219539,0.00219539,,2,2
1206492,21140,0.016393443,0.225027442,0.180952381,4,205,209
1206493,12003,,0.298572997,0.298572997,,272,272
1206494,12003,,0.008781559,0.008781559,,8,8
1206505,17026,0.04099961,,0.04099961,105,,105
1206508,15116,0.079656384,,0.079656384,204,,204
1206509,17009,0.035142522,,0.035142522,90,,90
1206512,21097,0.000780945,,0.000780945,2,,2
1209379,12003,,0.038480496,0.038480496,,1093,1093
1209380,15078,0.160352219,0.008414308,0.04382341,1384,239,1623
1209382,12067,,0.036034256,0.036034256,,547,547
1209383,12067,,6.59E-05,6.59E-05,,1,1
1209389,29025,0.193191489,,0.193191489,1816,,1816
1209391,15027,0.002659574,,0.002659574,25,,25
1209395,15043,0.058085106,,0.058085106,546,,546
1209402,12017,,0.038328368,0.038328368,,476,476
1209403,15089,0.000531915,0.014332877,0.008387185,5,178,183
1209404,21003,,0.000241565,0.000241565,,3,3
1209419,15098,0.00037048,,0.00037048,5,,5
1209429,21041,0.007854179,,0.007854179,106,,106
1209434,21163,0.010225252,,0.010225252,138,,138
1209436,15006,0.000148192,,0.000148192,2,,2
1209440,21152,0.01833223,,0.01833223,554,,554
1209444,21104,0.000562541,,0.000562541,17,,17
1209446,21048,0.001290536,,0.001290536,39,,39
1209447,15009,0.009993382,,0.009993382,302,,302
1209451,21026,0.00645268,,0.00645268,195,,195
1209454,9012,0.013401721,,0.013401721,405,,405
1209469,15073,0.289469841,,0.289469841,1982,,1982
1209493,15050,0.021426404,,0.021426404,353,,353
1209495,15007,0.001031866,,0.001031866,17,,17
1209499,15012,0.051988343,,0.051988343,1106,,1106
1209500,21003,,0.010439321,0.010439321,,96,96
1209501,21196,,0.000326229,0.000326229,,3,3
1209511,21060,0.000567295,,0.000567295,8,,8
1209518,15103,0.001772798,,0.001772798,25,,25
1209520,21090,0.001560062,,0.001560062,22,,22
1209533,21181,0.000283648,,0.000283648,4,,4
1209552,15072,0.000886525,,0.000886525,5,,5
1209570,9009,0.030257831,,0.030257831,142,,142
1209593,15101,0.000426167,,0.000426167,2,,2
1209633,21142,0.025062657,,0.025062657,20,,20
1209651,15017,0.000134255,0.003690426,0.002126089,2,70,72
1209652,15083,0.06907431,,0.06907431,1029,,1029
1209657,21127,,0.023356401,0.023356401,,27,27
1209658,21127,,0.359861592,0.359861592,,416,416
1209659,21127,,0.119377163,0.119377163,,138,138
1209660,21034,0.324543611,0.001730104,0.098241358,160,2,162
1209666,21138,0.03289977,,0.03289977,86,,86
1209670,21074,0.106557377,0.109769484,0.109090909,26,100,126
1209671,15018,0.06147541,0.222832053,0.188744589,15,203,218
1212557,21190,,0.04235319,0.04235319,,1203,1203
1212558,21190,,0.024679623,0.024679623,,701,701
1212569,29059,0.001382979,,0.001382979,13,,13
1212570,9011,0.004574468,,0.004574468,43,,43
1212586,29041,0.000319149,,0.000319149,3,,3
1212588,15041,0.098191489,,0.098191489,923,,923
1212603,15051,0.016004742,,0.016004742,216,,216
1212608,29053,0.013114997,,0.013114997,177,,177
1212612,21132,0.014671014,,0.014671014,198,,198
1212613,15025,0.032750445,,0.032750445,442,,442
1212618,9008,0.000860357,,0.000860357,26,,26
1212620,15032,0.002448709,,0.002448709,74,,74
1212621,29054,0.000165453,,0.000165453,5,,5
1212625,15062,0.000231635,,0.000231635,7,,7
1212634,21122,0.00446724,,0.00446724,135,,135
1212638,29051,0.011118465,,0.011118465,336,,336
1212659,29022,0.000372532,,0.000372532,3,,3
1212673,15022,0.000485584,,0.000485584,8,,8
1212677,12050,,0,0,,0,0
1212678,15019,0.00770894,0.105263158,0.037151296,164,968,1132
1212679,29029,0.000235029,0.075141366,0.02284214,5,691,696
1212729,21136,0.034929078,,0.034929078,197,,197
1212785,29023,0.007244833,,0.007244833,34,,34
1212800,9013,0.041030534,,0.041030534,43,,43
1212804,15055,0.376908397,,0.376908397,395,,395
1212807,29017,0.010496183,,0.010496183,11,,11
1212811,15106,0.04887218,,0.04887218,39,,39
1212823,29044,0.01067329,,0.01067329,159,,159
1212826,21128,0.006779889,,0.006779889,101,,101
1212834,15122,0.060851927,,0.060851927,30,,30
1212835,29032,0.036511156,0.011245675,0.018799272,18,13,31
1212836,21143,0.152129817,0.40916955,0.33232262,75,473,548
1212842,15054,0.048201989,,0.048201989,126,,126
1212849,12067,,0.028540066,0.028540066,,26,26
1212854,15076,0.039047247,,0.039047247,100,,100
1212862,29037,0.00468567,,0.00468567,12,,12
1212863,16046,0.011323702,,0.011323702,29,,29
1215752,9004,0.000638298,,0.000638298,6,,6
1215753,15039,0.000425532,,0.000425532,4,,4
1215768,29052,0.003037937,,0.003037937,41,,41
1215769,15037,0.038826319,,0.038826319,524,,524
1215770,15005,0.045346769,,0.045346769,612,,612
1215774,29057,0.007409603,,0.007409603,100,,100
1215783,21180,0.000963248,,0.000963248,13,,13
1215792,29015,0.000463269,,0.000463269,14,,14
1215793,21108,0.000761085,,0.000761085,23,,23
1215794,15070,0.001058901,,0.001058901,32,,32
1215799,15111,0.002316347,,0.002316347,70,,70
1215810,29018,3.31E-05,,3.31E-05,1,,1
1215812,16112,0.007180675,,0.007180675,217,,217
1215819,15114,0.021641297,,0.021641297,654,,654
1215837,29010,0.007823171,,0.007823171,63,,63
1215838,29049,0.001614305,,0.001614305,13,,13
1215839,29013,0.054638023,,0.054638023,440,,440
1215852,29056,0.000497442,,0.000497442,10,,10
1215853,29002,0.000188023,,0.000188023,4,,4
1215855,12067,,0.014789039,0.014789039,,136,136
1215856,12059,,0.129730318,0.129730318,,1193,1193
1215857,12059,,0.113745107,0.113745107,,1046,1046
1215858,21003,,0.009786864,0.009786864,,90,90
1215864,16047,0.125159552,,0.125159552,1765,,1765
1215869,21196,,0.004900696,0.004900696,,114,114
1215870,29033,0.000283648,0.003353108,0.002194626,4,78,82
1215871,21196,,0.000429886,0.000429886,,10,10
1215879,29019,0.000141824,,0.000141824,2,,2
1215909,15067,0.259751773,,0.259751773,1465,,1465
1215931,29024,0.59255079,,0.59255079,525,,525
1215949,15029,0.010227999,,0.010227999,48,,48
1215950,21134,0.001704667,,0.001704667,8,,8
1215966,29008,0.021095248,,0.021095248,99,,99
1215977,29038,0.002895095,,0.002895095,17,,17
1215992,29050,0.053884712,,0.053884712,43,,43
1216000,29007,0.070282607,,0.070282607,1047,,1047
1216005,9010,0.003020742,,0.003020742,45,,45
1216009,29026,0.051554004,,0.051554004,768,,768
1216010,29004,0.05813251,,0.05813251,866,,866
1216012,29016,0.010141988,,0.010141988,5,,5
1216022,29009,0.026396327,,0.026396327,69,,69
1218942,16098,0.000425532,,0.000425532,4,,4
1218945,15011,0.000444576,,0.000444576,6,,6
1218946,15013,0.000444576,,0.000444576,6,,6
1218947,29043,0.015041494,0.012898047,0.013796961,203,241,444
1218948,29040,0.001481921,0.093658014,0.055001398,20,1750,1770
1218949,15074,0.002741553,0.020390688,0.012989031,37,381,418
1218950,15046,0.007261411,,0.007261411,98,,98
1218951,21094,7.41E-05,,7.41E-05,1,,1
1218967,29030,0.000592768,,0.000592768,8,,8
1218970,15087,0.001058901,,0.001058901,32,,32
1218972,15038,0.001224355,,0.001224355,37,,37
1218973,15115,0.000794176,,0.000794176,24,,24
1218974,29034,0.002117803,,0.002117803,64,,64
1218981,29003,6.62E-05,,6.62E-05,2,,2
1218996,15058,3.31E-05,,3.31E-05,1,,1
1219010,16034,0.033776232,,0.033776232,272,,272
1219016,15042,0.039612567,,0.039612567,319,,319
1219024,29005,0.033262519,,0.033262519,548,,548
1219029,29020,0.042427921,,0.042427921,699,,699
1219030,29055,9.40E-05,,9.40E-05,2,,2
1219031,21083,9.40E-05,,9.40E-05,2,,2
1219033,29021,0.002068252,0.016637669,0.006465376,44,153,197
1219034,12050,,0.087320574,0.087320574,,803,803
1219035,12059,,0.108960418,0.108960418,,1002,1002
1219036,29006,9.40E-05,0.012287951,0.003774204,2,113,115
1219047,12059,,0.033874989,0.033874989,,788,788
1219048,21196,,0.055283295,0.055283295,,1286,1286
1219049,21196,,0.038173846,0.038173846,,888,888
1219050,21190,,0.00030092,0.00030092,,7,7
1219127,29012,0.006818666,,0.006818666,32,,32
1219129,15057,0.000213083,,0.000213083,1,,1
1219134,16061,0.03920733,,0.03920733,184,,184
1219154,15047,0.003065395,,0.003065395,18,,18
1219158,15031,0.092302452,,0.092302452,542,,542
1219166,15124,0.157442748,,0.157442748,165,,165
1219168,29039,0.389724311,,0.389724311,311,,311
1219172,29014,0.015037594,,0.015037594,12,,12
1219183,29035,0.034436464,,0.034436464,513,,513
1219226,29031,0.100741898,,0.100741898,258,,258
1222114,15056,0.128567582,,0.128567582,955,,955
1222121,15081,0.034042553,,0.034042553,320,,320
1222123,13008,0.001704209,,0.001704209,23,,23
1222124,15002,0.001185536,,0.001185536,16,,16
1222125,12059,,0.096333958,0.096333958,,1800,1800
1222126,12059,,0.208616537,0.208616537,,3898,3898
1222127,12059,,0.13818571,0.13818571,,2582,2582
1222128,29045,0.000666864,0.000321113,0.000466114,9,6,15
1222136,16007,0.01585655,,0.01585655,214,,214
1222138,16041,0.000148192,,0.000148192,2,,2
1222146,15092,0.003482513,,0.003482513,47,,47
1222147,15075,0.001588352,,0.001588352,48,,48
1222150,21105,0.00297816,,0.00297816,90,,90
1222159,15095,0.000231635,,0.000231635,7,,7
1222162,13007,0.009066843,,0.009066843,274,,274
1222166,15112,0.007875579,,0.007875579,238,,238
1222167,21044,0.000198544,,0.000198544,6,,6
1222191,15093,0.001117596,,0.001117596,9,,9
1222195,15069,0.004798147,,0.004798147,145,,145
1222197,16093,0.095781487,,0.095781487,1578,,1578
1222206,15060,0.04491654,,0.04491654,740,,740
1222208,15109,0.003216995,,0.003216995,53,,53
1222213,12034,,0.000326229,0.000326229,,3,3
1222215,15028,0.000799097,,0.000799097,17,,17
1222216,13021,0.030600733,,0.030600733,651,,651
1222217,15020,0.000752092,,0.000752092,16,,16
1222225,12034,,0.08567621,0.08567621,,1993,1993
1222226,12034,,0.130255352,0.130255352,,3030,3030
1222227,12007,,0.05661594,0.05661594,,1317,1317
1222228,15104,0.000709119,0.011263004,0.007279735,10,262,272
1222231,29047,0.000992767,,0.000992767,14,,14
1222233,15065,0.011487732,,0.011487732,162,,162
1222249,15108,0.088781733,,0.088781733,1252,,1252
1222267,15030,0.109397163,,0.109397163,617,,617
1222290,15033,0.32611465,,0.32611465,256,,256
1222292,15100,0.008949499,,0.008949499,42,,42
1222302,15121,0.00063925,0.000836587,0.000787939,3,12,15
1222303,12059,,0.023075851,0.023075851,,331,331
1222304,12059,,0.021611824,0.021611824,,310,310
1222305,12059,,0.003346347,0.003346347,,48,48
1222334,29046,0.002724796,,0.002724796,16,,16
1222360,12059,,0.021668073,0.021668073,,411,411
1222361,12034,,0.009858709,0.009858709,,187,187
1222362,12034,,0.009226065,0.009226065,,175,175
1222375,16080,0.026013772,,0.026013772,68,,68
1225272,15053,0.079480941,,0.079480941,686,,686
1225276,15064,0.033510638,,0.033510638,315,,315
1225302,12034,,0.000428151,0.000428151,,8,8
1225303,12034,,0.084345732,0.084345732,,1576,1576
1225304,12007,,0.183997859,0.183997859,,3438,3438
1225305,12007,,0.078191062,0.078191062,,1461,1461
1225306,12007,,0.000107038,0.000107038,,2,2
1225314,15061,0.000815056,,0.000815056,11,,11
1225317,21053,0.001704209,,0.001704209,23,,23
1225321,13061,0.012818613,,0.012818613,173,,173
1225325,21172,0.004694658,,0.004694658,70,,70
1225326,15084,0.000860357,,0.000860357,26,,26
1225327,15085,0.000132363,,0.000132363,4,,4
1225328,13072,0.001158173,,0.001158173,35,,35
1225331,21212,0.001819987,,0.001819987,55,,55
1225332,15016,0.001191264,,0.001191264,36,,36
1225341,16050,0.041396426,,0.041396426,1251,,1251
1225346,15035,0.04602912,,0.04602912,1391,,1391
1225379,13063,0.088558422,,0.088558422,1459,,1459
1225380,13069,0.000242792,,0.000242792,4,,4
1225385,12007,,0.000153361,0.000153361,,19,19
1225386,21016,0.001092564,0.001017023,0.001025889,18,126,144
1225387,12034,,0.000895949,0.000895949,,111,111
1225403,12034,,0.052789958,0.052789958,,1228,1228
1225404,12034,,0.120324994,0.120324994,,2799,2799
1225405,12034,,0.130083398,0.130083398,,3026,3026
1225406,21047,,0.003740005,0.003740005,,87,87
1225414,15023,0.043185364,,0.043185364,609,,609
1225441,15059,0.003368794,,0.003368794,19,,19
1225450,15014,0.00070922,,0.00070922,4,,4
1225466,21207,0.03566879,,0.03566879,28,,28
1225480,21047,,0.012269939,0.012269939,,176,176
1225481,21047,,0.128276631,0.128276631,,1840,1840
1225482,21047,,0.122559955,0.122559955,,1758,1758
1225483,21003,,0.007320134,0.007320134,,105,105
1225537,21003,,0.001001687,0.001001687,,19,19
1225538,21003,,0.03268663,0.03268663,,620,620
1225539,12007,,0.031157739,0.031157739,,591,591
1225540,12007,,0.023566006,0.023566006,,447,447
1225542,15026,0.045848157,,0.045848157,683,,683
1228464,15045,0.013731826,,0.013731826,102,,102
1228479,15036,0.020328487,,0.020328487,151,,151
1228480,12007,,0,0,,0,0
1228481,12007,,0.033074659,0.033074659,,618,618
1228482,12007,,0.029007225,0.029007225,,542,542
1228483,12035,,0.014236018,0.014236018,,266,266
1228494,16017,0.002371073,,0.002371073,32,,32
1228496,21208,0.002741553,,0.002741553,37,,37
1228499,13066,0.014522822,,0.014522822,196,,196
1228503,21039,0.004599603,,0.004599603,139,,139
1228505,13052,0.006386499,,0.006386499,193,,193
1228506,16110,0.004268696,,0.004268696,129,,129
1228508,21202,0.000959629,,0.000959629,29,,29
1228520,15079,0.003011251,,0.003011251,91,,91
1228530,13013,0.014493713,,0.014493713,438,,438
1228531,13083,3.31E-05,,3.31E-05,1,,1
1228543,21078,0.03070814,,0.03070814,928,,928
1228551,11002,0.01814871,,0.01814871,299,,299
1228554,21101,0.000728376,,0.000728376,12,,12
1228558,21200,0.018391502,,0.018391502,303,,303
1228559,13016,0.005159332,,0.005159332,85,,85
1228560,13082,0.000789074,0.004964041,0.004474018,13,615,628
1228562,11038,0.00030349,0.006085995,0.005407292,5,754,759
1228563,12034,,0.009330783,0.009330783,,1156,1156
1228564,12034,,0.011276041,0.011276041,,1397,1397
1228565,12034,,0.015788072,0.015788072,,1956,1956
1228566,12034,,0.005981064,0.005981064,,741,741
1228567,21047,,0.000274435,0.000274435,,34,34
1228574,11019,0.05311648,,0.05311648,1130,,1130
1228579,21167,0.00035456,,0.00035456,5,,5
1228580,15010,0.000567295,,0.000567295,8,,8
1228581,21047,,0.000515863,0.000515863,,12,12
1228582,21047,,0.013369444,0.013369444,,311,311
1228583,21047,,0.010102313,0.010102313,,235,235
1228595,13076,0.000141824,,0.000141824,2,,2
1228616,13022,0.000886525,,0.000886525,5,,5
1228648,15001,0.001065417,,0.001065417,5,,5
1228657,21003,,0.001394311,0.001394311,,20,20
1228658,21003,,0.067484663,0.067484663,,968,968
1228659,21003,,0.183282209,0.183282209,,2629,2629
1228660,21003,,0.092930842,0.092930842,,1333,1333
1228661,12007,,0.004740658,0.004740658,,68,68
1228716,12007,,0.002425137,0.002425137,,46,46
1228717,12007,,0.004692113,0.004692113,,89,89
1228718,12007,,0.004059469,0.004059469,,77,77
1228745,15096,0.135103475,,0.135103475,346,,346
1231649,13067,0.116855143,,0.116855143,868,,868
1231655,13002,0.116182014,,0.116182014,863,,863
1231659,12035,,0.006261707,0.006261707,,117,117
1231662,13048,0.000444576,,0.000444576,6,,6
