GRIDCODE,CVENTMUN,Suma de Fc
225121,13059,0.002267737
225122,13059,0.015925868
225134,13030,0.001291494
225135,13030,0.015343858
225138,13015,0.009128018
225139,13015,0.023565438
225140,13015,0.003026846
226109,11012,0.078042951
226113,11001,0.028249072
226114,11001,0.028514535
226115,11001,0.008580393
226115,11017,0.004815947
226120,11017,0.006070243
226131,11035,0.004805116
226132,11035,0.011403043
226136,11007,0.003275707
226136,11035,0.028948378
226139,11007,0.013791662
226140,11007,0.00950817
226141,11007,0.025667944
226142,11007,0.021516251
226143,11007,0.01233511
226144,11005,0.023811338
226145,11005,0.016046698
226146,11005,0.021494255
226147,11005,0.005377547
226162,22005,0.000189167
226163,22005,0.013446709
226164,22017,0.009225627
226165,22017,0.020103057
226167,22017,0.001229528
226172,22007,0.012468584
226173,22007,0.034052338
226176,22004,0.010390677
226191,13084,0.01024665
226193,13030,0.031149314
226197,13015,0.026836142
226198,13015,0.013436124
227168,11012,0.064011162
227169,11012,0.008239574
227171,11001,0.01852142
227172,11001,0.000598702
227174,11017,0.00441967
227175,11017,0.011989466
227176,11017,0.012903846
227177,11017,0.005976605
227195,11035,0.012923778
227198,11007,0.006659905
227199,11007,0.002253492
227199,11009,0.018407986
227204,11005,0.009168759
227205,11005,0.026135095
227208,22014,0.004733105
227210,22014,0.001242101
227211,22014,0.004582608
227213,22011,0.003063563
227213,22014,0.002932996
227217,22011,0.003563407
227221,22005,0.013109075
227223,22005,0.008573263
227223,22017,0.003906376
227235,22004,0.002476248
227236,22004,0.007764067
227249,13084,0.022815974
227250,13084,0.032267878
227252,13030,0.046734616
227255,13015,0.001401971
227257,13015,0.021708462
227258,13015,0.052405909
228227,11012,0.00749118
228228,11001,0.024257926
228228,11012,0.014644304
228228,11026,0.036635073
228229,11001,0.031502157
228230,11001,0.021548693
228236,11017,0.001418305
228238,11017,0.001952048
228239,11017,0.009668899
228240,11017,0.003196888
228240,11027,0.001022334
228241,11027,0.035895634
228242,11027,0.02612124
228243,11027,0.028907481
228254,11009,0.028549151
228254,11035,0.021906098
228255,11009,0.055604216
228263,11005,0.015321605
228267,22014,0.012515364
228268,22014,0.008643401
228272,22014,0.002881685
228276,22011,5.03408E-05
228277,22011,0.009971808
228280,22005,0.013266743
228294,22004,0.001564012
228295,22004,0.011952906
228310,13030,0.014122908
228311,13030,0.050911864
228314,13015,0.042296441
228317,13015,0.00936424
228318,13015,0.049416806
229278,11008,0.000850012
229279,11008,0.01288889
229280,11008,0.015455354
229281,11008,0.013408987
229282,11008,0.006077745
229283,11008,0.024965274
229284,11008,0.017495535
229286,11026,0.015911727
229287,11026,0.035803364
229294,11017,0.025567349
229295,11017,0.013949302
229296,11017,0.010736607
229298,11017,0.003440035
229299,11017,0.014936392
229300,11017,0.001547999
229302,11027,0.011648914
229303,11027,0.002443653
229314,11009,0.021418964
229317,11009,0.015421195
229318,11009,0.038677755
229324,22014,0.000935812
229327,22014,0.018055353
229334,22011,0.002657334
229336,22011,0.003753704
229337,22011,0.00454782
229338,22005,0.005334358
229339,22005,0.01244952
229347,22007,0.023047947
229348,22007,0.012555109
229349,22004,0.005909848
229353,22004,0.004355391
229366,13084,0.002026934
229367,13084,0.032667102
229368,13030,0.001874294
229368,13043,0.002566474
229368,13084,0.030488605
229369,13030,0.050050239
229373,13015,0.038275225
229374,13015,0.050824099
229377,13015,0.051866764
230337,11008,0.012749241
230339,11008,0.01318869
230340,11008,0.013464215
230341,11008,0.020300222
230342,11008,0.001452832
230345,11001,0.000301118
230345,11026,0.054504903
230346,11001,0.003960531
230346,11026,0.000303557
230353,11017,0.006835988
230354,11017,0.021097923
230355,11017,0.008962853
230359,11017,0.012657925
230377,11009,0.005928606
230378,11009,0.043994974
230379,11009,0.081714094
230380,11009,0.031833631
230386,22014,0.020261117
230387,22014,0.004017943
230395,22011,0.001862189
230396,22005,0.015451956
230396,22011,0.010408078
230397,22005,0.014252276
230405,22007,0.029430492
230406,22007,0.00738324
230408,22004,0.009070912
230432,13043,0.009243501
230433,13015,0.034494501
230433,13043,0.056937191
230434,13015,0.001233029
230435,13015,0.001444194
230436,13015,0.049770584
231398,11008,0.01331818
231404,11026,0.055273876
231407,11026,0.043716347
231408,11026,0.060483033
231409,11017,0.001568845
231409,11026,0.040324468
231410,11017,0.010556423
231410,11026,0.017069322
231411,11017,0.011594131
231412,11017,0.017808735
231414,11017,0.003541808
231415,11017,0.006566729
231418,11017,0.023837953
231419,11017,0.002877437
231434,11009,0.001596908
231440,11003,0.006402698
231444,22014,0.004185683
231445,22014,0.007374118
231446,22014,0.002939188
231447,22014,0.01535298
231455,22005,0.002744323
231456,22005,0.026699481
231459,22005,0.008971204
231460,22005,0.003625557
231467,22004,0.000711387
231491,13043,0.174262564
231492,13043,0.007449116
231495,13015,0.054996623
232457,11008,0.013884653
232462,11026,0.013854238
232463,11026,0.00774164
232466,11026,0.001888718
232467,11026,0.055922016
232469,11026,0.021776646
232471,11017,0.003969719
232471,11037,0.015746842
232473,11017,0.009210699
232474,11017,0.013940854
232475,11017,0.012361495
232476,11017,0.01233519
232477,11017,0.007681317
232478,11017,0.000637863
232499,11003,0.010059597
232503,22014,0.015983508
232506,22014,0.000355573
232514,22005,0.012464398
232515,22005,0.013140827
232516,22005,0.01555267
232517,22005,0.014003365
232518,22005,0.005489259
232544,13084,0.022614387
232547,13043,0.046856741
232548,13043,0.055859944
232549,13043,0.14797197
232550,13043,0.071368758
232553,13071,0.079421448
232554,13015,0.01816552
232554,13071,0.017777531
233515,11031,0.004627567
233516,11008,0.007608849
233516,11031,0.005072118
233519,11031,0.001479076
233526,11026,0.014615995
233527,11026,0.0097458
233528,11026,0.023555809
233530,11037,0.028613347
233531,11017,0.010385197
233531,11037,0.002754297
233532,11017,0.014482988
233533,11017,0.012672074
233552,11003,0.017525296
233557,11003,0.009349562
233558,11003,0.001582674
233562,22014,0.009730052
233563,22014,0.010296051
233573,22005,0.030223523
233585,22018,0.016541439
233596,22004,0.00136903
233603,13084,0.028510952
233605,13084,0.021551659
233606,13043,0.053462994
233606,13084,0.008066306
233607,13043,0.065473531
233608,13043,0.134550657
233609,13043,0.109053874
233612,13071,0.01471151
234574,11031,0.025174709
234586,11026,0.034867299
234586,11037,0.004710708
234587,11026,0.00377105
234587,11037,0.001627508
234589,11037,0.011586177
234616,11003,0.009994461
234631,22005,0.004451575
234632,22005,0.029460488
234654,22004,0.045584386
234655,22004,0.032415348
234662,13084,0.033061993
234668,13043,0.064942688
235633,11031,0.038493213
235637,11031,0.003756034
235645,11026,0.044220729
235648,11037,0.011539707
235649,11037,0.000799171
235674,11003,0.001959978
235675,11003,0.007281792
235690,22005,0.023390604
235691,22005,0.040845946
235712,22004,0.036448337
235713,22004,0.014798229
235721,13047,0.035320151
235721,13084,0.016906427
236692,11031,0.045801488
236704,11026,0.018570272
236707,11037,0.011518939
236723,11003,0.003135849
236742,11032,0.007734262
236749,22005,0.016851847
236759,22018,0.016434042
236779,13047,0.021571314
236780,13047,0.130393036
237751,11031,0.04680549
237761,11020,0.002132849
237766,11037,0.010243356
237781,11014,0.014183865
237782,11003,0.004559356
237782,11014,0.010003461
237785,11003,0.000923271
237801,11032,0.003499018
237802,11032,0.009871489
237818,22018,0.060899386
237838,13047,0.139745553
237839,13047,0.004817834
238810,11031,0.007174609
238811,11031,0.023997065
238819,11020,0.008338731
238820,11020,0.000693067
238821,11037,0.001623832
238824,11037,0.029622609
238825,11037,0.01935423
238827,11037,0.012705873
238830,11015,0.007546216
238840,11014,0.01848392
238848,11003,3.07108E-05
238861,11032,0.013434438
238877,22018,0.053162342
238897,13047,0.118744086
239874,11020,0.000144704
239875,11020,0.008595588
239875,11031,0.015049201
239876,11020,0.008975647
239876,11031,0.002677499
239884,11037,0.000784307
239885,11037,0.010848504
239886,11037,0.019335096
239891,11015,0.013219599
239920,11032,0.013220695
239936,22018,0.05407376
239956,13047,0.021822947
239957,13047,0.033363647
239960,13031,0.004113015
240944,11037,0.01192375
240945,11037,0.01208091
240946,11015,0.001675136
240946,11037,0.002452257
240962,11014,0.005718053
240974,11032,0.00752624
240975,11032,0.001510996
240979,11032,0.012432345
240995,22018,0.048645534
241016,13047,0.044800416
241020,13031,0.010185515
241023,13031,0.018783548
241024,13031,0.000879769
241024,13040,0.09467203
241025,13040,0.028392115
241986,11025,0.003023301
241987,11025,0.005665434
241997,11020,0.007689032
241998,11020,0.003157433
242001,11037,0.001277135
242003,11037,0.011425733
242005,11015,0.014002559
242006,11015,0.00475215
242007,11015,0.012361767
242008,11015,0.023487356
242016,11014,0.000640003
242020,11014,0.014155752
242021,11014,0.015868337
242029,11003,0.006676774
242034,11032,0.035790993
242038,11032,0.013191592
242054,22018,0.066231585
242065,22002,0.00889542
242075,13047,0.040305479
242076,13047,0.165537252
242077,13047,0.112851401
242078,13031,0.049591231
242078,13047,0.041879976
242079,13031,0.061684903
242082,13031,0.061100919
242084,13040,0.103914683
242085,13040,0.100574995
243045,14109,0.00075127
243046,11025,0.041388893
243046,14109,0.002912269
243057,11020,0.0163124
243058,11020,0.00741418
243059,11037,0.00204755
243060,11037,0.020019471
243061,11037,0.001213506
243065,11015,0.014046529
243066,11015,0.009263248
243067,11015,0.024355989
243078,11014,0.007985069
243079,11014,0.021369718
243082,11003,0.00012016
243083,11003,0.014449053
243083,11014,0.002342925
243087,11003,0.001418979
243088,11003,0.008619061
243097,11032,0.013199398
243101,11032,0.008845559
243101,11040,0.081217145
243112,22013,0.033976916
243113,22013,0.032084841
243113,22018,0.036389068
243116,22013,0.049431936
243117,22013,0.001290897
243124,22002,0.040187618
243134,13047,0.057732825
243135,13047,0.020754596
243136,13031,0.068303265
243136,13047,0.010359469
244104,14109,0.041715304
244120,11015,0.022777394
244120,11037,0.0065617
244121,11015,0.020821129
244121,11037,0.004011332
244126,11015,0.014758157
244127,11015,0.019272111
244142,11003,0.004890792
244142,11014,0.004872406
244143,11003,0.016961816
244143,11014,0.002240502
244144,11003,0.010271992
244144,11014,0.004274831
244146,11003,0.006919379
244156,11032,0.006563986
244157,11013,0.008696027
244160,11013,0.143415532
244160,11040,0.033673076
244170,22013,0.041608034
244171,22013,0.053783431
244172,22013,0.002976552
244174,22013,0.037086286
244175,22013,0.017364811
244179,22013,4.96512E-05
244182,22002,0.017839362
244183,22002,0.03303654
245163,14109,0.017046958
245180,11015,0.011834682
245180,11020,0.006476439
245180,11030,0.001634356
245209,11033,0.007617616
245210,11033,0.008410877
245217,11013,0.020502923
245218,11013,0.153040824
245219,11013,0.040813946
245228,22013,0.020601672
245229,22013,0.00859306
245231,22013,0.031661248
245232,22013,0.038709261
245233,22013,0.034514337
245234,22013,0.018400415
245237,22013,0.046612156
245238,22013,0.007934527
245239,22002,0.023866786
245240,22002,0.014287771
245241,22002,0.05060094
246239,11030,0.000390945
246240,11030,0.011289337
246263,11014,0.000331648
246264,11014,0.001840897
246269,11033,0.006089744
246270,11033,0.010917227
246276,11013,0.155966503
246277,11013,0.00407423
246284,11034,0.109280015
246285,11034,0.065967983
246292,22013,0.023931282
246293,11006,0.003558555
246293,22013,0.030444523
246295,22013,0.003227873
246296,22013,0.026505139
246298,22002,0.041430932
246298,22013,0.00179762
246300,22002,0.002327154
247299,11030,0.002554912
247300,11030,0.005150332
247336,11013,0.122911729
247336,11043,0.021064532
247341,11034,0.056301194
247341,11043,0.016380501
247342,11034,0.164590217
247343,11034,0.044895724
247352,11006,0.088677056
247353,11006,0.002172421
247354,22013,0.028544363
247357,22002,0.008023766
248356,11020,0.00337302
248359,11030,0.007466689
248361,11030,0.005997451
248395,11043,0.037762258
248398,11043,0.049290879
248399,11043,0.065317984
248400,11043,0.006171616
248411,11006,0.012989696
248412,11006,0.104917695
248413,22013,0.004881576
248414,22013,0.048417679
248422,22002,0.000813054
248422,22009,0.030657607
248439,13049,0.015275794
249415,11020,0.002404192
249415,11030,0.005347678
249418,11030,0.003098773
249419,11030,0.004486559
249420,11030,0.012562979
249454,11043,0.03995833
249458,11043,0.035932748
249471,11006,0.064345571
249473,11006,0.033002437
249473,22013,0.018125046
249479,22002,0.043824956
249480,22002,0.020534607
249498,13049,0.002750547
250473,11030,0.005878656
250474,11030,0.001378526
250477,11030,0.004044036
250478,11030,0.011083381
250479,11030,0.000791322
250487,11014,0.00067126
250513,11043,0.000944505
250514,11043,0.004526585
250517,11043,0.040398541
250518,11043,0.053748418
250530,11006,0.050889403
250531,11006,0.075983421
250532,11006,0.099757419
250533,11006,0.002016797
250537,22002,0.034356915
250538,22002,0.021235055
251522,14053,0.003869231
251524,14053,0.007951552
251525,11020,0.00260589
251525,14053,0.006370492
251532,11030,0.007106428
251537,11030,0.007222827
251539,11030,0.004693928
251540,11030,0.008234695
251557,11029,0.001567198
251558,11029,0.002953295
251558,11033,0.01752012
251561,11033,0.000206455
251564,11033,0.001901876
251570,11043,0.018267546
251572,11043,0.016630169
251573,11043,0.012979087
251577,11043,0.021093918
251577,11045,0.042414107
251578,11045,0.030742983
251585,11045,0.077718237
251586,11006,0.000903524
251586,11045,0.078604424
251587,11006,0.011843151
251590,11006,0.027866025
251592,11006,0.017327774
251595,22002,0.051937002
251596,22002,0.03673347
252580,14053,0.012873805
252581,14053,0.008494313
252582,14053,0.0125208
252583,14053,0.006099341
252584,11030,0.001522784
252584,14053,0.001532781
252585,11020,0.003603111
252585,11030,0.004790699
252591,11030,0.006673806
252597,11030,0.005269347
252598,11030,0.009576674
252599,11030,0.014703617
252616,11029,0.016379391
252617,11029,0.024906096
252617,11033,0.002454499
252618,11029,0.010079146
252618,11033,0.000625945
252623,11033,0.006802883
252629,11043,0.002122155
252630,11043,0.018935588
252631,11043,0.015327834
252632,11043,0.030989558
252633,11043,0.022560304
252634,11043,0.02998085
252635,11043,0.046474646
252636,11043,0.019320461
252636,11045,0.046030525
252639,11045,0.041465806
252640,11045,0.057387203
252643,11045,0.01628967
252644,11045,0.11643823
252645,11045,0.046773086
252646,11006,0.06657691
252647,11006,0.055320938
252653,22002,0.002705386
252653,22003,0.035417822
252654,22002,0.070211022
252654,22003,0.008191958
253635,14053,0.007455621
253636,14053,0.01068791
253637,14053,0.011530003
253638,14053,0.011786868
253639,14053,0.008287299
253648,11030,0.011937055
253650,11030,0.004241802
253658,11030,0.013397197
253659,11030,0.001431233
253663,11030,0.000286658
253675,11029,0.026940321
253676,11029,0.003204173
253676,11033,0.010408461
253677,11033,0.002152743
253681,11033,0.000135485
253682,11033,0.006647301
253699,11045,0.078912498
253700,11045,0.079613879
253701,11045,0.079179935
253702,11045,0.153716953
253706,11006,0.068857964
253707,11006,0.015541203
253712,22003,0.013577499
253713,22002,0.063465062
253714,22002,0.030845998
253714,22003,0.006276189
253725,22009,0.032500724
254696,14053,0.001827591
254707,11030,0.012929468
254709,11030,0.00065618
254718,11030,0.01821556
254719,11030,0.009530597
254733,11029,0.006170747
254734,11029,0.020923393
254735,11033,0.000164565
254736,11029,0.009157747
254736,11033,0.003703663
254740,11033,0.006914376
254745,11033,0.000887966
254746,11033,0.000532602
254764,11045,0.014086301
254765,11006,0.096131282
254765,11045,0.01238915
254766,11006,0.010653237
254767,11006,0.007674135
254767,22003,0.030816336
254773,22002,0.004725201
254773,22003,0.028119768
254774,22003,0.013331027
254784,22009,0.037326939
255766,11022,0.031738636
255766,11030,0.003091454
255792,11029,0.02760652
255799,11033,0.005618224
255800,11033,0.010529904
255823,11045,0.007915037
255824,11006,0.025927989
255824,11045,0.020321976
255825,11006,0.057065398
255826,22003,0.00363658
255827,22003,0.041209017
255843,22009,0.037575504
255844,22009,0.007899127
256825,11022,0.053317446
256849,11029,0.000303919
256850,11029,0.01612187
256851,11029,0.026038161
256852,11029,0.012850725
256853,11029,0.006257872
256857,11033,0.010745831
256858,11033,0.017365148
256859,11033,0.00747715
256861,11033,0.008770901
256886,22003,0.065322341
256887,22003,0.019219353
256903,22009,0.043587044
257884,11022,0.037528062
257885,11022,0.017777764
257907,11029,0.005880154
257908,11029,0.012808348
257909,11029,0.014106461
257912,11029,0.009231022
257912,11033,0.009109322
257913,11033,0.014385312
257914,11033,0.015783
257915,11033,0.011482659
257916,11033,0.007147626
257918,11033,0.001865456
257919,11033,0.023135073
257920,11033,0.021661626
257946,22003,0.041991383
257947,22003,0.068566091
257948,22003,0.050517639
257949,22003,0.039695605
257950,22003,0.02037218
257962,22009,0.042562316
258944,11022,0.0233908
258973,11033,0.000614686
258974,11033,0.007438918
258978,11033,0.00956664
258979,11033,0.008615206
258980,11033,0.019232833
259008,22003,0.000594072
259014,24031,0.035408501
259021,22009,0.037597688
259022,22009,0.00716348
260036,11033,0.003778192
260037,11033,0.011963518
260039,11033,0.016218646
260072,24031,0.008813931
260073,24031,0.081085309
260081,22009,0.034795404
260082,22009,0.04754452
261098,11033,0.013928572
261131,24031,0.079838154
261141,22009,0.026333595
261142,22009,0.023572521
262156,11033,0.010670553
262156,24043,0.028494038
262157,11033,0.005388179
262183,22003,0.023760102
262184,22003,0.006428863
262184,24019,0.030703053
262185,24019,0.03792159
262186,24019,0.092348753
262187,24019,0.002663597
262189,24019,0.007395809
262189,24031,0.035393526
262190,24031,0.071111944
262201,22009,0.036976952
263182,11022,0.011261129
263183,11022,0.003615958
263215,11033,0.021891845
263215,24043,0.01798929
263216,11033,0.001289397
263232,24027,0.023128659
263233,24027,0.04306869
263241,24019,0.009635914
263245,24019,0.020294557
263246,24019,0.028396245
263247,24019,0.006973573
263248,24019,0.088668729
263248,24031,0.005775377
263260,22009,0.023467168
264242,11022,0.042163489
264274,11033,0.002372417
264275,11033,0.014255276
264284,11043,0.000700482
264292,24027,0.105646624
264293,24027,0.077746414
264294,24027,0.09862063
264305,24019,0.040880954
264306,24019,0.034852142
264307,24019,0.044120735
265301,11022,0.037603747
265302,11022,0.04152712
265303,11022,0.008266489
265303,11030,0.010984013
265304,11030,0.01373113
265305,11030,0.011117564
265329,24043,0.087767022
265333,24043,0.245492687
265351,24027,0.009177629
265353,24027,0.02266641
265354,24027,0.095922022
265355,24027,0.025985565
265364,24019,0.018621706
265365,24019,0.117995112
265366,24019,0.006017736
265382,24003,0.020377502
265383,24003,0.00214175
266364,11030,0.012658113
266365,11030,0.001316642
266388,24043,0.082613946
266392,24043,0.043109184
266406,24024,0.007515975
266414,24027,0.031040303
266415,24027,0.058674934
266423,24019,0.019367749
266424,24019,0.065444908
266425,24019,0.020351526
266425,24031,0.065884908
266441,24003,0.042701328
267424,11030,0.008868357
267432,11030,0.004659565
267444,24032,0.000810529
267465,24024,0.006296627
267466,24024,0.02579613
267474,24019,0.010251173
267474,24027,0.041270875
267475,24019,0.047009632
267475,24027,0.001090333
267482,24019,0.040029948
267484,24019,0.012667436
267484,24031,0.065811174
267485,24031,0.092197639
267486,24031,0.030122786
267487,24031,0.083858635
267488,24031,0.077386013
267489,24031,0.07129261
267490,24031,0.075817033
267498,24003,0.005102679
267499,24003,0.045574288
267500,24003,0.045026401
268491,11030,0.006871046
268492,11030,0.000467276
268493,24050,0.007207351
268494,24050,0.011866862
268525,24024,0.024484133
268526,24024,0.002108413
268530,24024,0.013012211
268531,24024,0.021758748
268532,24024,0.008569881
268534,24023,0.03646141
268534,24027,0.012477115
268540,24019,0.003311349
268541,24019,0.049067838
268545,24031,0.063947237
268548,24031,0.013151867
268548,24036,0.000858903
268557,24003,0.042555894
268559,24003,0.037077262
269522,14053,0.000558398
269551,11030,0.003347281
269551,24050,0.013446348
269584,24024,0.001656481
269585,24024,0.022446436
269591,24024,0.021090095
269593,24023,0.038104378
269599,24019,0.020305678
269599,24023,0.008352076
269607,24031,0.043103359
269607,24036,0.026271728
269615,24003,0.017118825
269616,24003,0.020504075
269617,24003,0.007302664
269618,24003,0.0325491
270589,14064,0.009810846
270610,24050,0.021351374
270611,24050,0.003098852
270622,24032,0.00796026
270623,24032,0.030209156
270624,24032,0.024365752
270644,24024,0.011579445
270645,24024,0.020795896
270650,24024,0.005168162
270652,24023,0.039453499
270653,24023,0.010955613
270654,24023,0.011914576
270655,24023,0.031387866
270658,24023,0.006463862
270665,24036,0.021564919
270666,24036,0.013292236
270674,24003,0.045958207
270676,24003,0.039235772
271656,11030,0.013205759
271670,24050,0.011220006
271677,24032,3.43111E-05
271683,24032,0.019909969
271684,24032,0.003986803
271704,24024,0.007691953
271705,24024,0.004562677
271712,24023,0.025958009
271713,24023,0.030339443
271714,24023,0.005341526
271715,24023,0.028242327
271724,24036,0.032525967
271732,24003,0.02681729
271733,24003,0.009515365
271735,24003,0.04247343
272705,14064,0.004122462
272715,11030,0.005642108
272715,24046,0.034627796
272723,24050,0.014609751
272724,24050,0.000951558
272743,24032,0.005994433
272744,24032,0.027430455
272745,24032,0.023985616
272764,24024,0.002035862
272765,24024,0.000335313
272774,24023,0.029279828
272783,24036,0.003805391
272784,24036,0.038720327
272791,24003,0.037885402
272794,24003,0.00027749
272795,24003,0.026506038
272795,24013,0.00421424
272796,24013,0.014005891
273764,14064,0.017996624
273765,14064,0.018224228
273773,24046,0.02631088
273774,24046,0.032432447
273781,24050,0.00961854
273782,24050,0.017279888
273803,24032,0.01705464
273804,24032,0.015317189
273833,24023,0.007316084
273837,24023,0.011489811
273842,24036,0.036683241
273850,24003,0.036034923
274824,14064,0.013435573
274832,24046,0.006351281
274833,24046,0.059261677
274840,24050,0.025029521
274862,24032,0.014010988
274863,24032,0.027375689
274895,24023,0.012757837
274896,24023,0.019315207
274901,24036,0.021860324
274909,24003,0.03465657
275898,24046,0.01363081
275898,24050,0.01105627
275899,24050,0.006337379
275919,24055,0.011455983
275920,24032,0.008847158
275920,24055,0.023723612
275921,24032,0.033322995
275922,24032,0.00524102
275954,24023,0.009800835
275964,24036,0.010537562
275967,24003,0.004749979
275968,24003,0.032156452
276953,24046,0.003102388
276957,24046,0.029078157
276968,24050,0.011590879
276969,24050,0.018129105
276977,24055,0.01397973
276978,24055,0.025961693
277023,24036,0.031741594
277026,24003,0.037524689
277992,01002,0.03244838
277992,14064,0.010389181
277996,14064,0.000689691
277997,14064,0.013442754
278012,24046,0.012418526
278016,24046,0.004196084
278017,24046,0.026035159
278028,24028,0.004497784
278029,24028,0.004545811
278035,24055,0.022843309
278036,24055,0.005270905
278051,24024,0.003949176
278052,24024,0.001767791
278053,24011,0.008716531
278079,24036,0.001561342
278080,24036,0.004648259
278081,24036,0.040446864
278082,24036,0.006391377
278085,24003,0.038868334
279051,01002,0.015467054
279053,14064,7.2232E-06
279054,14064,0.02027305
279055,14064,0.017738033
279075,24046,0.005621316
279076,24046,0.026551481
279087,24028,0.013181755
279092,24055,0.021567716
279093,24055,0.01943473
279094,24055,0.001941373
279112,24011,0.00526023
279128,24005,0.039124868
279129,24005,0.149589168
279130,24005,0.020952512
279141,24013,0.004917991
279142,24013,0.003275685
279143,24003,0.007229296
279144,24003,0.001760642
280110,01002,0.005122157
280111,01002,0.003064188
280112,14064,0.009230963
280112,32052,0.032509273
280113,14064,0.011313832
280113,32038,0.00374028
280114,32038,0.010266443
280115,32038,0.014335498
280116,32038,0.000186419
280121,32038,0.002155315
280134,24046,0.033412465
280144,24028,0.005240887
280145,24028,0.014554462
280146,24028,0.001156225
280150,24055,0.019324762
280151,24055,0.003449749
280189,24002,0.047321666
280189,24005,0.186908492
280190,24002,0.048539483
280200,24013,0.002744966
280200,24036,0.009490925
280207,24013,0.001361169
280208,24013,0.002368268
281171,32052,0.000425642
281175,32038,0.011002623
281193,24046,0.002272157
281203,24028,0.002088975
281211,24055,0.002774567
281212,24055,0.007225099
281223,24011,0.009825474
281224,24011,0.036305124
281249,24002,0.014617972
281258,24036,0.006649979
281259,24036,0.025477613
281264,24013,0.000546127
281266,24013,0.006644216
282234,32038,0.010146525
282271,24055,0.01853571
282275,24030,0.001343832
282276,24030,0.041810826
282281,24011,0.012765045
282282,24011,0.036816095
282297,24024,0.005281554
282307,24002,0.029318296
282308,24002,0.059177345
282317,24036,0.032748331
282323,24013,0.006858891
282324,24013,0.00443221
282325,24013,0.004725123
