GRIDCODE,CVE ENTCVE MUN,LONG_VIALIDADES TOTAL x SENTIDO x MUNICIPIO (m),LONG VIALIDAD x SENTIDO x CELDA
183837,15104,2636617.537,26512.30634
184897,09005,1689332.363,2443.276585
184896,15104,2636617.537,3929.585678
184896,09005,1689332.363,1484.781346
183837,09005,1689332.363,4003.806749
182779,15104,2636617.537,39552.27444
182779,09005,1689332.363,4861.971842
183836,09005,1689332.363,14071.69461
184895,09005,1689332.363,1700.726734
182776,09002,567389.6923,7299.498844
183839,15104,2636617.537,128986.2587
182780,15104,2636617.537,12995.90226
182777,09002,567389.6923,5795.641289
183838,09005,1689332.363,1001.342361
183833,15104,2636617.537,31505.51833
185952,15104,2636617.537,20654.13298
185953,15121,2809379.3,102875.2381
185954,15104,2636617.537,6275.562407
182777,09005,1689332.363,2979.39525
175348,15106,5193613.119,283771.2187
174289,15106,5193613.119,280354.1673
175347,15106,5193613.119,220300.1962
174290,15106,5193613.119,167015.5267
174291,15106,5193613.119,155093.7577
175349,15106,5193613.119,285763.3124
176407,15106,5193613.119,243474.6034
174287,15106,5193613.119,285084.3975
174288,15106,5193613.119,342956.9234
173229,15106,5193613.119,370929.5719
173228,15106,5193613.119,283615.9508
172169,15106,5193613.119,31879.35447
173230,15106,5193613.119,159991.6724
176406,15106,5193613.119,218508.2689
175350,15106,5193613.119,222446.8235
175346,15106,5193613.119,61092.38884
173227,15106,5193613.119,61753.46586
173231,15106,5193613.119,16517.36366
173227,15118,980411.925,21272.96792
173228,15118,980411.925,379.464999
174292,15106,5193613.119,12464.33655
174287,15118,980411.925,33575.47703
174286,15106,5193613.119,5629.28808
175345,15106,5193613.119,1390.995955
172168,15106,5193613.119,37312.64297
176405,15106,5193613.119,47416.94744
175351,15106,5193613.119,75602.40639
175352,15106,5193613.119,2330.161014
176410,15106,5193613.119,78267.69553
176410,15051,560926.9613,162.1758528
177469,15106,5193613.119,23369.66207
176409,15106,5193613.119,80250.82668
177469,15051,560926.9613,1423.273147
177466,15106,5193613.119,140666.73
176408,15106,5193613.119,217989.8535
177467,15106,5193613.119,119312.8192
178522,15106,5193613.119,56928.59513
178523,15106,5193613.119,27245.64025
177463,15106,5193613.119,5909.132939
177464,15106,5193613.119,5977.564093
179581,15106,5193613.119,2298.484573
179581,15005,481835.599,288.469055
177465,15106,5193613.119,79788.55407
171110,15106,5193613.119,447.6441958
180642,15106,5193613.119,75137.67508
180642,15087,298292.9102,4190.610208
181701,15106,5193613.119,26362.09546
181701,15087,298292.9102,5726.324057
181702,15106,5193613.119,80.76622438
178524,15106,5193613.119,20324.00168
178525,15106,5193613.119,43.67454722
155226,15107,72773.4956,72773.49651
155226,15040,81315.9416,982.5727824
190191,15108,497592.7767,202765.9508
191250,15108,497592.7767,2066.525047
190192,15108,497592.7767,108765.3204
189133,15108,497592.7767,28303.79076
190192,15109,2166634.735,80669.50039
190192,15053,303299.0104,2970.934575
190192,15059,278260.6117,5168.489235
189133,15109,2166634.735,165618.645
188072,15109,2166634.735,238889.197
188071,15109,2166634.735,36356.89183
189132,15109,2166634.735,36023.16141
189131,15109,2166634.735,32311.33993
188074,15109,2166634.735,3801.679114
185954,15109,2166634.735,270807.6579
187013,15109,2166634.735,421716.1386
187012,15109,2166634.735,63295.07492
185953,15109,2166634.735,77934.28083
189134,15109,2166634.735,234591.9286
190193,15109,2166634.735,107470.9814
190193,15125,2809379.3,744.1806427
187014,15109,2166634.735,168788.4469
170036,15110,385111.1572,98477.41452
171095,15110,385111.1572,16759.06616
168977,15110,385111.1572,101681.608
168976,15110,385111.1572,56850.63722
170035,15110,385111.1572,50840.40608
171094,15110,385111.1572,18182.67909
167917,15110,385111.1572,137.1805689
177448,15111,98758.6586,22444.33016
179568,15111,98758.6586,31074.68311
177450,15111,98758.6586,9698.744287
177449,15111,98758.6586,28321.69671
178508,15111,98758.6586,6377.083441
191238,15112,222585.1175,77452.10917
191239,15112,222585.1175,83912.47315
192298,15112,222585.1175,21468.86324
192297,15112,222585.1175,79.6188402
190180,15112,222585.1175,33923.6174
189121,15112,222585.1175,5748.437312
161581,15113,229540.3123,52931.80437
160522,15113,229540.3123,3766.224253
161580,15113,229540.3123,59266.60499
162638,15113,229540.3123,11141.49747
162639,15113,229540.3123,3805.268346
161579,15113,229540.3123,34172.57734
160521,15113,229540.3123,14483.06904
160520,15113,229540.3123,23903.70908
161578,15113,229540.3123,19333.10156
162637,15113,229540.3123,6736.4552
179571,15114,58158.0905,47459.97271
178529,15115,193260.8592,60809.14376
179588,15115,193260.8592,21405.22655
178529,15051,560926.9613,205.4166093
179588,15067,290840.8324,436.2313767
179589,15115,193260.8592,60209.44121
178530,15115,193260.8592,7858.185866
152045,15117,40490.4554,40490.45321
174286,15118,980411.925,205622.0113
173226,15118,980411.925,97374.78763
173223,15118,980411.925,64055.88066
174282,15118,980411.925,81786.05891
173222,15118,980411.925,1558.90055
173225,15118,980411.925,89359.32021
172167,15118,980411.925,54331.96658
172166,15118,980411.925,60709.31688
175343,15118,980411.925,1981.970613
175343,15005,481835.599,1088.311536
172168,15118,980411.925,31384.30953
174283,15118,980411.925,2392.780434
156288,15119,42238.597,41451.35575
157347,15119,42238.597,787.2413922
194429,15120,1093139.349,135514.8994
194428,15120,1093139.349,180919.0044
195487,15120,1093139.349,30585.37045
194430,15120,1093139.349,40774.0322
197605,15120,1093139.349,18920.98476
197606,15120,1093139.349,3482.501206
196546,15120,1093139.349,40657.05351
196547,15120,1093139.349,925.7869102
195489,15120,1093139.349,13516.24542
195486,15120,1093139.349,34746.8581
195486,15096,449219.7593,1669.620163
195490,15120,1093139.349,47641.83058
195491,15120,1093139.349,16256.4694
194426,15120,1093139.349,78581.40047
195485,15120,1093139.349,36403.49772
194427,15120,1093139.349,41483.54166
193371,15120,1093139.349,55792.80491
192314,15120,1093139.349,31185.19235
195488,15120,1093139.349,65143.77569
188070,15121,2809379.3,361202.2932
188071,15121,2809379.3,196131.4494
187011,15121,2809379.3,179396.0526
188069,15121,2809379.3,227191.9298
187010,15121,2809379.3,153830.0564
189129,15121,2809379.3,328054.755
191248,15121,2809379.3,76500.79738
190189,15121,2809379.3,184120.9433
189130,15121,2809379.3,167816.9465
187012,15121,2809379.3,192739.6864
189128,15121,2809379.3,172579.5655
190190,15121,2809379.3,37093.24414
189131,15121,2809379.3,1564.552166
191249,15121,2809379.3,10320.80647
174314,15122,2809379.3,214713.8695
174313,15122,2809379.3,463150.0075
174312,15122,2809379.3,43118.08147
173253,15122,2809379.3,10990.16254
173254,15122,2809379.3,82369.49374
173255,15122,2809379.3,1775.807766
175372,15122,2809379.3,379329.2015
175371,15122,2809379.3,31960.12883
175373,15122,2809379.3,25168.61387
176430,15122,2809379.3,27707.86899
176430,09011,714607.9184,1247.549021
175371,09011,714607.9184,5558.926528
188037,15124,2809379.3,14052.86
188038,15124,2809379.3,20329.4311
190157,15124,2809379.3,14488.36153
190156,15124,2809379.3,34587.11525
191215,15124,2809379.3,11064.42664
191216,15124,2809379.3,3245.501189
185922,15124,2809379.3,1682.084622
186981,15124,2809379.3,52116.28545
186981,15074,533614.1026,399.2040593
186982,15124,2809379.3,52.75238033
188040,15124,2809379.3,13796.89773
188039,15124,2809379.3,416.7631576
190194,15125,2809379.3,61101.58629
172199,15103,301535.52,300.5360948
175350,15051,560926.9613,2661.650881
147823,17001,137811.681,40356.36537
147824,17001,137811.681,92246.26531
146765,17001,137811.681,1911.774539
146764,17001,137811.681,701.2835782
147825,17001,137811.681,2595.989711
160548,17002,251528.3527,66343.45642
161607,17002,251528.3527,17693.82493
159488,17002,251528.3527,17671.22447
160546,17002,251528.3527,46302.01333
160547,17002,251528.3527,63947.0046
159487,17029,1100025.193,52697.85052
159487,17002,251528.3527,39570.82589
143609,17003,229773.8398,61719.17221
144668,17003,229773.8398,69414.23235
144669,17003,229773.8398,8239.86622
143610,17003,229773.8398,11360.59788
145728,17003,229773.8398,32594.81651
146785,17003,229773.8398,20889.84413
146786,17003,229773.8398,15838.97698
145726,17003,229773.8398,5776.550537
145727,17003,229773.8398,3939.779544
154191,17004,489463.9701,151301.6662
154192,17004,489463.9701,772.8538881
153132,17004,489463.9701,13146.55474
155250,17004,489463.9701,71916.69732
155251,17004,489463.9701,92827.19524
155251,17006,1287621.168,97135.18499
148896,17004,489463.9701,31421.35682
148895,17004,489463.9701,5013.751287
147837,17004,489463.9701,103.9061175
152076,17004,489463.9701,18554.25954
153135,17004,489463.9701,15779.37794
152073,17004,489463.9701,28964.18719
153131,17004,489463.9701,9827.771014
152072,17004,489463.9701,3969.078463
153133,17004,489463.9701,45478.60624
152074,17004,489463.9701,386.7096533
153116,17005,33882.9551,33498.00643
153117,17005,33882.9551,384.9483118
155253,17006,1287621.168,48230.33791
155252,17006,1287621.168,133920.1226
156310,17006,1287621.168,229839.6641
156311,17006,1287621.168,169646.3029
156311,17030,267912.5567,102594.7154
157369,17006,1287621.168,255052.7541
157370,17006,1287621.168,99524.44764
156309,17006,1287621.168,1625.358497
158429,17006,1287621.168,165539.0786
158429,17030,267912.5567,3915.281995
157370,17030,267912.5567,797.031388
155253,17030,267912.5567,1753.705934
157368,17006,1287621.168,105.5430628
158428,17006,1287621.168,54947.79631
156312,17006,1287621.168,2002.958391
156312,17030,267912.5567,1000.073585
158427,17006,1287621.168,30051.61678
159478,17007,2407838.868,228615.8963
159477,17007,2407838.868,198336.3887
160537,17007,2407838.868,288761.088
161596,17007,2407838.868,245907.643
161597,17007,2407838.868,24614.17447
160538,17007,2407838.868,143391.4605
160536,17007,2407838.868,303379.7622
160535,17007,2407838.868,70439.74893
161594,17007,2407838.868,189170.6034
160538,17011,1316389.047,145399.6479
158418,17007,2407838.868,64328.19068
162654,17007,2407838.868,111271.8456
161595,17007,2407838.868,260598.3038
158419,17007,2407838.868,60269.35593
162655,17007,2407838.868,38588.09878
162656,17007,2407838.868,26418.58611
162653,17007,2407838.868,95906.65273
157360,17007,2407838.868,2558.523497
159479,17007,2407838.868,33368.89783
160538,17020,257180.2769,3672.293728
161597,17020,257180.2769,163.2087817
159479,17011,1316389.047,256101.8199
161593,17007,2407838.868,15214.71858
162652,17007,2407838.868,3031.992343
163712,17007,2407838.868,554.6983585
162653,17009,128125.5262,1158.775528
163712,17009,128125.5262,14266.31714
162656,17020,257180.2769,336.174057
156302,17008,896665.8963,117568.7647
156301,17008,896665.8963,53272.42332
157361,17008,896665.8963,244039.7941
157360,17008,896665.8963,187494.937
158419,17008,896665.8963,117345.7066
158420,17008,896665.8963,10837.1732
157362,17008,896665.8963,972.7169779
154184,17008,896665.8963,70903.72608
154185,17008,896665.8963,326.9632707
155242,17008,896665.8963,42954.92464
155242,17028,606650.1062,50970.28889
155243,17008,896665.8963,50948.7637
157360,17018,903011.5339,57882.01358
155243,17028,606650.1062,5412.361719
164771,17009,128125.5262,34462.84165
165831,17009,128125.5262,31510.65043
164772,17009,128125.5262,46507.78055
165830,17009,128125.5262,219.1599056
152080,17010,133098.9297,57168.27793
153139,17010,133098.9297,45589.29049
152081,17010,133098.9297,1830.700653
153140,17010,133098.9297,4246.791551
153138,17010,133098.9297,22302.25038
152079,17010,133098.9297,1961.617718
159480,17011,1316389.047,192509.1877
160539,17011,1316389.047,22132.39135
159480,17020,257180.2769,2450.936701
159478,17011,1316389.047,76993.37281
158420,17011,1316389.047,235734.3232
158419,17011,1316389.047,83306.44019
158421,17011,1316389.047,150394.7634
157361,17011,1316389.047,50900.69517
160539,17020,257180.2769,2278.817304
157362,17011,1316389.047,24.16639119
158422,17011,1316389.047,85104.22208
159481,17011,1316389.047,17788.01253
147830,17012,588005.0402,143359.1411
147831,17012,588005.0402,44243.07827
147831,17025,121266.9897,1038.521799
148889,17012,588005.0402,19180.22098
148890,17012,588005.0402,1578.593697
148890,17025,121266.9897,107869.2638
148889,17025,121266.9897,2864.48265
146771,17012,588005.0402,69406.96032
146772,17012,588005.0402,8421.501578
145709,17012,588005.0402,92303.08402
145709,17017,489443.0326,4624.571719
146768,17012,588005.0402,16346.55722
144650,17017,489443.0326,367.6577014
144650,17012,588005.0402,367.6577014
147828,17012,588005.0402,28444.93598
148887,17012,588005.0402,14574.90798
147827,17012,588005.0402,68625.52575
148886,17012,588005.0402,39062.59338
148886,17017,489443.0326,16254.86806
148888,17012,588005.0402,23961.16456
147829,17012,588005.0402,15808.87098
148888,17031,289746.3344,111724.5741
151020,17013,168870.378,58765.93865
151021,17013,168870.378,42344.04918
152079,17013,168870.378,11215.84396
152080,17013,168870.378,10885.56032
148903,17013,168870.378,22502.1894
148904,17013,168870.378,16835.77325
147845,17013,168870.378,5299.347069
147844,17013,168870.378,514.3203924
152060,17014,55325.3544,38143.87319
153119,17014,55325.3544,11953.62867
153118,17014,55325.3544,3117.542103
152059,17014,55325.3544,1626.71577
154178,17015,151799.6941,66367.99698
153119,17015,151799.6941,5773.836487
152061,17015,151799.6941,53015.25894
152061,17014,55325.3544,483.5937973
153120,17015,151799.6941,25395.36268
152060,17015,151799.6941,786.1504098
158434,17016,162269.9873,79147.22354
159493,17016,162269.9873,29042.72808
159494,17016,162269.9873,4465.289506
158435,17016,162269.9873,7627.54793
160552,17016,162269.9873,39969.80267
160553,17016,162269.9873,673.3526388
147825,17017,489443.0326,98967.81719
147826,17017,489443.0326,23416.57124
148885,17017,489443.0326,10469.01451
148884,17017,489443.0326,42736.15137
143591,17017,489443.0326,77585.88287
142532,17017,489443.0326,12755.37741
149945,17017,489443.0326,55243.54047
151005,17017,489443.0326,119183.1723
149946,17017,489443.0326,16503.82474
151004,17017,489443.0326,8414.366111
152064,17017,489443.0326,2920.221566
156299,17018,903011.5339,55211.51877
158417,17018,903011.5339,7584.431542
158418,17018,903011.5339,112464.0034
157359,17018,903011.5339,285058.9523
156300,17018,903011.5339,262673.5647
157358,17018,903011.5339,17606.88112
156301,17018,903011.5339,59288.70143
155241,17018,903011.5339,1205.854287
156300,17028,606650.1062,104604.0067
155242,17018,903011.5339,8748.053172
155241,17028,606650.1062,111101.1402
157356,17018,903011.5339,31334.83344
158415,17018,903011.5339,3952.731786
157356,17007,2407838.868,873.404024
158415,17007,2407838.868,2238.831995
158415,17015,151799.6941,461.090478
147842,17019,226800.1125,105114.7257
146783,17019,226800.1125,3940.94673
149961,17019,226800.1125,25199.84212
149960,17019,226800.1125,37181.75562
149961,17013,168870.378,507.3553554
144665,17019,226800.1125,30527.24606
144666,17019,226800.1125,24835.59604
144666,21160,149796.5705,208.1746495
162659,17020,257180.2769,131089.8195
162658,17020,257180.2769,34907.10679
163717,17020,257180.2769,1160.12764
163718,17020,257180.2769,2279.956593
162660,17020,257180.2769,10979.69229
162657,17020,257180.2769,33871.21378
161598,17020,257180.2769,19072.96922
161599,17020,257180.2769,1031.228962
159481,17020,257180.2769,13886.73079
152058,17021,64589.681,29067.8424
153117,17021,64589.681,4361.690752
152059,17021,64589.681,19176.28685
153118,17021,64589.681,11983.86122
160554,17022,229974.4503,4582.639276
159495,17022,229974.4503,106314.4912
159494,17022,229974.4503,689.6398023
159495,17016,162269.9873,1223.632081
158436,17022,229974.4503,159.5061685
158436,17016,162269.9873,120.4119061
159496,17022,229974.4503,64017.39092
159497,17022,229974.4503,31634.30156
158437,17022,229974.4503,22576.47978
159496,21188,149796.5705,547.2546525
163721,17023,41854.4254,40194.31196
163722,17023,41854.4254,1660.113541
151009,17024,422996.893,119675.5605
151010,17024,422996.893,4468.243403
152068,17024,422996.893,1561.553765
152069,17024,422996.893,983.5460235
151008,17024,422996.893,19080.2056
149949,17024,422996.893,2498.420746
154186,17024,422996.893,65930.19532
154187,17024,422996.893,282.4626282
153127,17024,422996.893,38990.90809
151007,17024,422996.893,94730.44627
152066,17024,422996.893,51922.99662
151007,17031,289746.3344,854.0955294
149948,17024,422996.893,22872.35603
149949,17025,121266.9897,9494.718723
161604,17026,99002.8804,96887.50194
162663,17026,99002.8804,1.520389172
161603,17026,99002.8804,298.1141951
162665,17027,70012.8939,70012.8913
154182,17028,606650.1062,44603.38257
154183,17028,606650.1062,57151.86085
153122,17028,606650.1062,57154.83775
153123,17028,606650.1062,40796.94539
153124,17028,606650.1062,22496.37679
154184,17028,606650.1062,694.3826912
156299,17028,606650.1062,105317.537
155240,17028,606650.1062,6346.985731
158424,17029,1100025.193,245546.9647
158423,17029,1100025.193,14924.81625
157365,17029,1100025.193,30840.5999
159483,17029,1100025.193,114675.39
158425,17029,1100025.193,20238.07347
159484,17029,1100025.193,61833.83004
159485,17029,1100025.193,5986.066998
158426,17029,1100025.193,13467.1908
158428,17029,1100025.193,15451.96607
159486,17029,1100025.193,126923.8041
158427,17029,1100025.193,79516.00913
159486,17026,99002.8804,1815.742979
160543,17029,1100025.193,37911.26832
160545,17029,1100025.193,60084.92723
160546,17029,1100025.193,55104.72759
158422,17029,1100025.193,99183.03676
159481,17029,1100025.193,65638.67009
159490,17030,267912.5567,32808.77598
158431,17030,267912.5567,65226.89247
158432,17030,267912.5567,37265.03091
159491,17030,267912.5567,235.7543652
159492,17030,267912.5567,12094.29742
158433,17030,267912.5567,10220.99802
149948,17031,289746.3344,135414.3095
149947,17031,289746.3344,41753.3574
149948,17012,588005.0402,2320.252642
155258,17032,160207.2292,36204.37887
155257,17032,160207.2292,30193.25883
156317,17032,160207.2292,92943.30924
154199,17032,160207.2292,853.8519216
156316,17032,160207.2292,12.4268087
154198,17033,149796.5705,70622.26637
154199,17033,149796.5705,7332.015181
155257,17033,149796.5705,26158.87006
153140,17033,149796.5705,13939.38862
153139,17033,149796.5705,31238.32037
155258,17033,149796.5705,505.7109439
169053,21001,737643.77,126257.1014
169054,21001,737643.77,30678.02185
170113,21001,737643.77,473.0508137
167994,21001,737643.77,46317.83157
169052,21001,737643.77,45893.69277
167995,21001,737643.77,19716.92619
167993,21001,737643.77,1700.5048
166935,21001,737643.77,86857.43783
165876,21001,737643.77,78787.31815
166936,21001,737643.77,67173.97356
165877,21001,737643.77,11475.36606
165875,21001,737643.77,59035.65108
165874,21001,737643.77,6480.392384
166934,21001,737643.77,50926.49884
166933,21001,737643.77,31738.26563
166933,21163,110035.2889,297.2213276
164816,21001,737643.77,27319.82009
164817,21001,737643.77,23725.34534
164817,21040,64707.0729,1972.838084
164816,21040,64707.0729,1303.403596
165875,21040,64707.0729,303.8106172
165875,21015,815026.3781,936.8485144
169051,21001,737643.77,21455.51086
166937,21001,737643.77,1536.659657
167996,21001,737643.77,94.40127445
134104,21003,281553.1537,28664.65521
134103,21003,281553.1537,10653.48693
133044,21003,281553.1537,89890.53736
133045,21003,281553.1537,48307.76057
136221,21003,281553.1537,102436.8915
136220,21003,281553.1537,442.636735
163764,21004,494089.292,192310.0931
164823,21004,494089.292,14670.86498
163763,21004,494089.292,59026.94133
163765,21004,494089.292,2786.612395
164822,21004,494089.292,6703.668676
162705,21004,494089.292,48651.56774
162704,21004,494089.292,50451.74389
162705,21118,296050.2392,11637.18037
162705,21144,114772.5499,3945.982305
163763,21118,296050.2392,11977.70612
162704,21118,296050.2392,162798.7686
164821,21004,494089.292,13103.30938
164821,21164,640967.1018,2203.088103
166943,21004,494089.292,99788.05242
168002,21004,494089.292,3241.216803
168002,21152,161045.4736,1853.657179
166943,21152,161045.4736,836.7640277
166942,21004,494089.292,1441.090401
154201,21005,28768.3742,15671.37375
154200,21005,28768.3742,13097.00058
204002,21006,72357.4967,23514.80076
204003,21006,72357.4967,110.1610618
205061,21006,72357.4967,12369.41197
206120,21006,72357.4967,35121.29802
205062,21006,72357.4967,964.3754983
206121,21006,72357.4967,277.4482938
146804,21007,33187.9573,15530.85734
147863,21007,33187.9573,16464.55762
146803,21007,33187.9573,1192.542157
205050,21008,55122.2403,21281.45323
205051,21008,55122.2403,29852.12196
203992,21008,55122.2403,3063.340779
203991,21008,55122.2403,925.3234507
133038,21009,56227.3398,40635.08388
133039,21009,56227.3398,3708.812434
134098,21009,56227.3398,1768.020919
134097,21009,56227.3398,10115.42305
205063,21014,13703.582,13703.58203
165872,21015,815026.3781,141550.3292
165873,21015,815026.3781,211015.8989
165871,21015,815026.3781,175165.8028
165870,21015,815026.3781,190556.5946
164814,21015,815026.3781,13643.31197
166932,21015,815026.3781,59700.29481
166931,21015,815026.3781,6668.352564
165870,21114,7589360.137,136713.4197
165871,21114,7589360.137,4075.663588
165874,21015,815026.3781,1202.144032
164813,21015,815026.3781,88.38433874
167990,21015,815026.3781,14498.42029
195528,21016,53068.5387,45205.81924
195527,21016,53068.5387,7862.720437
141527,21018,37212.6223,32492.96139
140468,21018,37212.6223,3695.475832
141528,21018,37212.6223,1024.185487
160564,21019,1006115.724,232256.5409
160565,21019,1006115.724,115372.8258
161622,21019,1006115.724,69426.33147
160563,21019,1006115.724,115404.7488
159505,21019,1006115.724,181012.391
159506,21019,1006115.724,28178.13628
160562,21019,1006115.724,364.4692108
161621,21019,1006115.724,1526.559446
159504,21019,1006115.724,5469.96151
158446,21019,1006115.724,73188.25733
158445,21019,1006115.724,7680.382579
161623,21019,1006115.724,189.8085543
160561,21019,1006115.724,20565.8238
159502,21019,1006115.724,46423.48151
161619,21019,1006115.724,61379.72986
162678,21019,1006115.724,6158.209441
161624,21019,1006115.724,41518.06837
157406,21020,91413.4687,33036.37337
157405,21020,91413.4687,58377.0946
145734,21021,14743.7033,14043.54854
145735,21021,14743.7033,594.2553156
145734,21051,147707.9168,897.767519
156323,21022,97197.0515,17346.67073
157382,21022,97197.0515,14853.12965
157379,21022,97197.0515,43420.71046
156320,21022,97197.0515,330.9344357
157380,21022,97197.0515,728.5636878
158442,21022,97197.0515,14333.42612
158443,21022,97197.0515,4618.102923
157384,21022,97197.0515,1065.515828
157383,21022,97197.0515,499.9996448
158442,21188,133572.2071,203.8613904
157383,21188,133572.2071,82.39446755
133032,21024,34468.8978,469.2216676
167976,21026,88351.2842,51112.35975
167977,21026,88351.2842,3842.428903
167975,21026,88351.2842,21752.52937
167974,21026,88351.2842,11643.96704
167974,21138,55636.4778,602.7454525
205065,21028,8350.3352,8077.47829
205064,21028,8350.3352,272.857434
206129,21029,24908.0704,22455.73325
206128,21029,24908.0704,2452.336966
206124,21030,9244.3241,4276.049723
206125,21030,9244.3241,4968.27462
148925,21031,99418.9682,69061.09027
148924,21031,99418.9682,30357.87847
133018,21032,7823.1035,6617.080865
155259,21033,28160.1108,28160.1111
169040,21034,345512.2379,51112.63808
167981,21034,345512.2379,12998.59878
169041,21034,345512.2379,111619.0754
167982,21034,345512.2379,25116.83051
167981,21090,216437.0475,41598.87579
169040,21090,216437.0475,3494.011739
169040,21181,86829.9528,717.4382837
170099,21034,345512.2379,30576.07201
170100,21034,345512.2379,44508.79358
170100,21136,51915.7085,9441.926297
169042,21034,345512.2379,65519.26396
167983,21034,345512.2379,4060.964991
141524,21037,53518.8367,43287.49285
140465,21037,53518.8367,4928.780203
141523,21037,53518.8367,5302.564383
160586,21038,128002.6859,37018.25819
161644,21038,128002.6859,38242.88606
160585,21038,128002.6859,16972.03388
161645,21038,128002.6859,31303.16993
160586,21189,277015.9463,28931.06067
200828,21039,16197.3036,163.7157062
199768,21039,16197.3036,11040.71514
199769,21039,16197.3036,3832.819234
200827,21039,16197.3036,1160.053456
162697,21040,64707.0729,55265.95024
162696,21040,64707.0729,5861.070638
167983,21041,619288.2786,184749.5932
167982,21041,619288.2786,43004.69218
166923,21041,619288.2786,21038.76218
166924,21041,619288.2786,73305.16961
166924,21114,7589360.137,117209.1966
169042,21041,619288.2786,28395.12456
167984,21041,619288.2786,88261.12776
166925,21041,619288.2786,9603.367035
166925,21114,7589360.137,280415.8698
169043,21041,619288.2786,43049.90281
167984,21114,7589360.137,159873.6741
170102,21041,619288.2786,89821.08858
170101,21041,619288.2786,38059.44408
144688,21042,42438.6974,8151.529569
143629,21042,42438.6974,23128.7525
143630,21042,42438.6974,8945.037937
144689,21042,42438.6974,2213.376895
188126,21044,116507.0529,41481.30058
188125,21044,116507.0529,573.2954537
184949,21044,116507.0529,67486.03677
184949,21105,48744.9918,1643.867208
184949,21094,186068.6638,422.4707853
186008,21044,116507.0529,3201.702963
137260,21047,273630.1122,24272.48245
136202,21047,273630.1122,133877.9179
137261,21047,273630.1122,9633.021146
136201,21047,273630.1122,27924.13703
137262,21047,273630.1122,1274.488335
141494,21047,273630.1122,31105.91583
141493,21047,273630.1122,39947.28754
142553,21047,273630.1122,5594.859103
142553,21051,147707.9168,767.9851795
171153,21048,140310.8933,18677.80043
172212,21048,140310.8933,24672.18522
172211,21048,140310.8933,30476.76481
171152,21048,140310.8933,23429.69045
171154,21074,311271.9527,104.6400939
171154,21048,140310.8933,715.3355015
171153,21074,311271.9527,2066.327749
172210,21048,140310.8933,21603.49795
172211,21122,39836.1282,4168.42764
171151,21048,140310.8933,204.9134047
172210,21122,39836.1282,7592.73925
170093,21048,140310.8933,11969.31359
170092,21048,140310.8933,8296.591385
207176,21049,45347.8979,45173.33831
207177,21049,45347.8979,174.55904
144675,21051,147707.9168,13964.04155
144674,21051,147707.9168,44522.92481
145733,21051,147707.9168,1605.711414
144673,21051,147707.9168,52494.60559
143614,21051,147707.9168,3417.269857
145732,21051,147707.9168,26.85047267
143613,21051,147707.9168,26063.66205
143612,21051,147707.9168,3947.097769
149987,21052,54601.5104,41458.04958
151046,21052,54601.5104,13143.46026
149987,21146,29182.3635,1181.207849
196584,21053,447729.7476,119199.0359
196583,21053,447729.7476,171143.929
197642,21053,447729.7476,19684.0119
197643,21053,447729.7476,99830.70505
196582,21053,447729.7476,344.514073
197644,21053,447729.7476,33904.01326
196585,21053,447729.7476,3623.541363
197644,21208,476162.7201,502.7467422
212462,21057,12547.3223,11837.72944
212462,13002,185781.8088,271.007983
212461,21057,12547.3223,709.5920278
212461,13002,185781.8088,91.20584128
133037,21059,57075.3355,56936.41867
133036,21059,57075.3355,138.9179193
133037,21113,34214.8069,33948.63079
169036,21060,44688.3488,11634.09398
169035,21060,44688.3488,31964.62934
170095,21060,44688.3488,41.85537567
170095,21074,311271.9527,13861.13782
169036,21074,311271.9527,1054.883712
170094,21074,311271.9527,127.4238049
170094,21060,44688.3488,687.8474275
169035,21074,311271.9527,136.8107863
149977,21062,45662.3085,43365.85487
149977,21133,22081.6663,16984.5165
149976,21062,45662.3085,2296.452658
149977,21201,20816.6645,1558.744768
164825,21065,232186.209,54314.052
164826,21065,232186.209,36287.57376
163766,21065,232186.209,18393.38613
163767,21065,232186.209,11008.1424
163766,21115,419358.7084,59423.12219
164825,21004,494089.292,535.3475059
163766,21004,494089.292,1378.78379
164827,21065,232186.209,27670.38222
165885,21065,232186.209,1482.213381
165886,21065,232186.209,5261.897639
164828,21065,232186.209,75754.33502
163768,21065,232186.209,1884.723124
163769,21065,232186.209,129.50367
164828,21115,419358.7084,815.0237749
208242,21068,8830.9267,8830.927183
154206,21069,126945.5403,9718.637647
155265,21069,126945.5403,24607.86554
155266,21069,126945.5403,6970.454585
154207,21069,126945.5403,9543.91421
155267,21069,126945.5403,21707.41422
155268,21069,126945.5403,22202.07959
154208,21069,126945.5403,30941.90129
153149,21069,126945.5403,85.13008651
154209,21069,126945.5403,1168.142668
152106,21070,64538.325,62424.33614
152105,21070,64538.325,1593.345096
151047,21070,64538.325,520.6438459
209291,21071,532979.13,37600.26191
210349,21071,532979.13,178449.2649
210348,21071,532979.13,23384.50726
210350,21071,532979.13,44419.99487
209290,21071,532979.13,119291.1155
209289,21071,532979.13,30138.64766
211411,21071,532979.13,55179.7681
210352,21071,532979.13,23248.23419
211411,21183,54934.7581,2053.081405
210352,21183,54934.7581,13813.71411
211410,21071,532979.13,21267.33337
211411,21091,45079.2307,3308.911878
211410,21091,45079.2307,40454.95793
208246,21072,14276.3356,7121.748985
207187,21072,14276.3356,7154.587264
