GRIDCODE,CVE ENTCVE MUN,LONG_VIALIDADES TOTAL x SENTIDO x MUNICIPIO (m),LONG VIALIDAD x SENTIDO x CELDA
188079,15033,5835403.7,12816.24924
188077,15033,5835403.7,72219.01836
184897,15033,5835403.7,13291.97943
184897,15104,2636617.537,132462.0502
187019,15033,5835403.7,338911.4295
185956,15033,5835403.7,8589.831828
185958,15033,5835403.7,337993.6747
188076,15081,2032355.053,75114.198
182780,09005,1689332.363,1754.768427
185960,15033,5835403.7,77430.48688
182782,15099,2025620.227,2526.920373
189138,15081,2032355.053,65782.3176
189138,15033,5835403.7,11.88862923
188079,15081,2032355.053,1103.999684
184898,15104,2636617.537,38812.16837
161612,15034,115224.5712,82042.65012
161613,15034,115224.5712,4500.82015
162671,15034,115224.5712,27081.06629
162672,15034,115224.5712,1600.034633
195484,15035,637465.0355,196992.8007
195483,15035,637465.0355,121840.7965
195484,15023,283298.0186,1885.931512
195483,15023,283298.0186,401.4027897
197602,15035,637465.0355,14285.25426
197601,15035,637465.0355,894.8123509
196543,15035,637465.0355,22629.60731
195484,15120,1093139.349,4308.591025
196542,15035,637465.0355,102859.0332
196541,15035,637465.0355,63289.75978
195482,15035,637465.0355,66659.85687
197600,15035,637465.0355,982.9589322
194422,15035,637465.0355,13849.83438
195481,15035,637465.0355,26448.00214
195480,15035,637465.0355,1126.093116
196540,15035,637465.0355,5606.227281
198665,15036,464190.7623,90878.58149
198665,15096,449219.7593,5257.322746
198664,15036,464190.7623,1207.745779
198664,15096,449219.7593,3874.600137
197606,15036,464190.7623,24352.41468
196548,15036,464190.7623,22792.55914
197607,15036,464190.7623,49263.49096
196547,15036,464190.7623,11551.46528
199726,15036,464190.7623,26715.61088
199727,15036,464190.7623,75933.56064
199728,15036,464190.7623,7882.748405
198668,15036,464190.7623,2416.583812
200784,15036,464190.7623,49072.20684
201843,15036,464190.7623,73632.09154
201843,13052,143561.3147,5053.966
201842,15036,464190.7623,3336.120477
201842,13052,143561.3147,2154.911176
200783,15036,464190.7623,14599.32279
200783,13052,143561.3147,662.8196371
177476,15037,1316166.458,118058.013
176417,15037,1316166.458,64656.46413
177475,15037,1316166.458,57108.35154
176416,15037,1316166.458,6949.180192
178537,15037,1316166.458,240160.2331
177478,15037,1316166.458,53238.19057
177477,15037,1316166.458,30499.87948
177478,09004,457613.1443,6206.201069
177477,09004,457613.1443,2659.061334
179595,15037,1316166.458,31757.71327
179594,15037,1316166.458,69942.65953
178536,15037,1316166.458,85245.30449
178535,15037,1316166.458,30491.78976
178534,15037,1316166.458,46082.00914
178533,15037,1316166.458,3339.256488
176418,15037,1316166.458,1785.521326
176418,09004,457613.1443,1287.902654
178538,15037,1316166.458,65936.7486
179597,15037,1316166.458,218489.4226
179596,15037,1316166.458,168539.9887
178537,09004,457613.1443,3048.231405
178538,09004,457613.1443,6568.778202
179596,15057,3297956.521,56332.42192
180655,15037,1316166.458,4267.996233
179598,15037,1316166.458,5105.430402
179597,09016,734068.7744,1578.129404
178538,09016,734068.7744,1911.31721
179598,09016,734068.7744,8751.078349
179594,15057,3297956.521,2705.522805
179593,15037,1316166.458,3384.997095
179593,15057,3297956.521,743.7564412
184886,15038,26188.2611,19966.58548
184887,15038,26188.2611,1620.519504
176431,15039,2238126.691,187784.0943
176432,15039,2238126.691,248856.2468
176431,15122,2809379.3,45370.46028
175374,15039,2238126.691,306373.4726
175373,15039,2238126.691,352055.8966
174314,15039,2238126.691,35589.96989
176434,15039,2238126.691,145916.8241
176433,15039,2238126.691,263668.2256
174315,15039,2238126.691,17544.71889
175372,15039,2238126.691,65195.08007
175375,15039,2238126.691,223975.5827
178552,15039,2238126.691,50420.42969
178553,15039,2238126.691,21991.42296
178552,15029,673672.4595,1305.199221
176437,15039,2238126.691,39153.93845
176438,15039,2238126.691,5085.509675
175378,15039,2238126.691,1185.535696
177499,15039,2238126.691,31110.72906
177500,15039,2238126.691,21090.39081
177493,15039,2238126.691,67521.79278
177494,15039,2238126.691,14356.48539
176435,15039,2238126.691,31.34764997
175376,15039,2238126.691,102272.8884
174317,15039,2238126.691,22989.03912
175376,15025,1844916.265,720.6292707
174316,15039,2238126.691,13957.07541
156285,15040,81315.9416,31238.5415
157344,15040,81315.9416,24874.70993
157343,15040,81315.9416,15886.29326
156284,15040,81315.9416,8333.824272
184874,15042,965145.0088,78371.4447
184875,15042,965145.0088,67264.01282
185933,15042,965145.0088,60154.99973
189107,15042,965145.0088,66053.33335
189106,15042,965145.0088,4482.166948
188048,15042,965145.0088,20215.11992
190166,15042,965145.0088,14053.8846
190165,15042,965145.0088,40086.51523
185931,15042,965145.0088,42769.3599
185932,15042,965145.0088,49992.90145
186990,15042,965145.0088,20048.76357
185934,15042,965145.0088,84009.98577
186993,15042,965145.0088,24488.60294
185934,15047,96342.4469,2352.1956
185935,15042,965145.0088,1439.705747
185935,15047,96342.4469,1439.705747
184875,15047,96342.4469,6359.965873
186992,15042,965145.0088,1661.600185
184876,15047,96342.4469,3.271593419
184876,15042,965145.0088,3.271593419
191224,15042,965145.0088,2433.850108
191225,15042,965145.0088,1216.077793
183815,15042,965145.0088,36647.87573
183816,15042,965145.0088,6385.667757
184872,15042,965145.0088,54523.13609
183813,15042,965145.0088,7467.156181
183812,15042,965145.0088,2671.42915
184871,15042,965145.0088,2233.652905
188049,15042,965145.0088,21898.98084
188049,15048,303377.0023,2712.381202
189108,15042,965145.0088,44938.79283
189109,15042,965145.0088,5511.699962
189109,15048,303377.0023,1837.156132
189108,15048,303377.0023,2512.107856
188050,15048,303377.0023,279.3169278
188050,15042,965145.0088,279.3169278
185929,15042,965145.0088,53128.74976
185928,15042,965145.0088,6894.366621
184869,15042,965145.0088,554.1355316
184870,15042,965145.0088,10709.90239
185928,15074,533614.1026,9013.097547
186989,15042,965145.0088,21934.43028
185930,15042,965145.0088,6926.613197
186988,15042,965145.0088,2426.92651
188052,15042,965145.0088,13478.49662
188052,15048,303377.0023,2410.442609
188053,15042,965145.0088,11731.28612
186994,15042,965145.0088,2751.614462
188053,15048,303377.0023,1446.497311
186993,15048,303377.0023,1414.149331
184873,15042,965145.0088,60440.30963
183814,15042,965145.0088,7943.295387
170061,15043,96547.1713,57086.17693
170061,15101,345991.7441,13556.07058
170060,15043,96547.1713,39460.9954
192311,15044,152499.1255,33540.99122
192310,15044,152499.1255,49198.51933
193369,15044,152499.1255,9010.58417
192311,15120,1093139.349,9572.761792
193369,15120,1093139.349,78281.81285
193369,15059,278260.6117,661.1099141
193370,15044,152499.1255,5481.597094
193370,15120,1093139.349,23004.12855
192310,15059,278260.6117,22627.00133
189134,15044,152499.1255,52236.61851
189135,15044,152499.1255,3030.815734
189134,15125,2809379.3,2628.28858
189135,15125,2809379.3,989.9227653
200767,15045,133415.0728,22205.41002
200766,15045,133415.0728,293.2136457
199707,15045,133415.0728,1372.737805
199708,15045,133415.0728,45327.89249
199709,15045,133415.0728,273.5323041
201823,15045,133415.0728,15676.5897
200764,15045,133415.0728,24724.54107
200765,15045,133415.0728,19357.81133
201824,15045,133415.0728,1709.584481
183828,15046,72809.1828,27246.14573
183828,15038,26188.2611,34.31314847
182770,15046,72809.1828,22150.2364
182771,15046,72809.1828,4877.907489
182771,15057,3297956.521,125.9984459
183829,15046,72809.1828,4941.638791
182769,15046,72809.1828,13593.25392
184880,15047,96342.4469,25210.6393
184879,15047,96342.4469,2961.607374
183821,15047,96342.4469,1428.828768
186996,15047,96342.4469,17937.71484
185937,15047,96342.4469,7146.939782
186997,15047,96342.4469,752.3251751
184877,15047,96342.4469,26976.51896
185936,15047,96342.4469,3772.731381
191227,15048,303377.0023,5955.004748
190168,15048,303377.0023,46163.38766
190169,15048,303377.0023,11918.89935
191228,15048,303377.0023,888.7264612
189110,15048,303377.0023,31444.03552
189111,15048,303377.0023,1202.171051
192280,15048,303377.0023,56265.28548
191221,15048,303377.0023,23891.48713
192279,15048,303377.0023,1857.855906
191222,15048,303377.0023,52.51475339
192282,15048,303377.0023,33163.0297
192281,15048,303377.0023,11245.39373
193340,15048,303377.0023,23162.1942
193341,15048,303377.0023,5792.998753
190171,15048,303377.0023,30672.62936
190172,15048,303377.0023,5868.278109
164762,15049,55595.3395,15773.08733
164761,15049,55595.3395,9218.68909
166880,15049,55595.3395,22668.24535
167939,15049,55595.3395,7788.94365
167961,15050,133207.68,21497.98137
166902,15050,133207.68,44452.80767
167962,15050,133207.68,8118.30236
166903,15050,133207.68,58025.7598
166904,15050,133207.68,1112.830204
175351,15051,560926.9613,71714.49804
174292,15051,560926.9613,52440.00503
174293,15051,560926.9613,77609.77217
175352,15051,560926.9613,11810.51434
174293,15076,497207.3866,25876.35107
174291,15051,560926.9613,2572.310412
174294,15051,560926.9613,7241.858435
174294,15062,309815.2735,1303.366233
177471,15051,560926.9613,58586.55512
178530,15051,560926.9613,1048.852454
177470,15051,560926.9613,1747.278021
177472,15051,560926.9613,62537.31591
177473,15051,560926.9613,5013.318307
175354,15051,560926.9613,90102.62522
175353,15051,560926.9613,8231.548951
174295,15051,560926.9613,9608.303399
174295,15062,309815.2735,26875.79528
176412,15051,560926.9613,11405.32226
173234,15051,560926.9613,37905.72554
173235,15051,560926.9613,543.2994054
176413,15051,560926.9613,43124.4546
176414,15051,560926.9613,2965.122924
175355,15051,560926.9613,93.93523967
160527,15052,65150.8767,45842.90721
161586,15052,65150.8767,19307.97162
190191,15053,303299.0104,105472.8913
191250,15053,303299.0104,130668.4883
191250,15024,625009.6227,1700.435724
191251,15053,303299.0104,43513.6018
191251,15059,278260.6117,1683.59861
173231,15054,1388439.686,318439.5389
173232,15054,1388439.686,209886.4813
173230,15054,1388439.686,218041.8665
172172,15054,1388439.686,122653.8085
172173,15054,1388439.686,44223.13373
172171,15054,1388439.686,132822.9607
172171,15106,5193613.119,82343.7366
172170,15106,5193613.119,112159.7627
172170,15054,1388439.686,14.64349918
171111,15106,5193613.119,76585.1781
171111,15054,1388439.686,249.4109243
171111,15018,165713.9068,71.54078196
171112,15106,5193613.119,289.5726681
172174,15054,1388439.686,101479.4713
172174,15076,497207.3866,36810.59338
173233,15054,1388439.686,34467.36909
173233,15076,497207.3866,171340.7119
174290,15054,1388439.686,85981.17697
174291,15054,1388439.686,82029.92858
172175,15054,1388439.686,5315.681756
171113,15054,1388439.686,2495.8288
171114,15055,32022.2231,23802.99751
171114,15054,1388439.686,632.1719809
171113,15055,32022.2231,6796.521965
193350,15056,210536.9534,5131.853669
193349,15056,210536.9534,36348.51712
194409,15056,210536.9534,3349.872428
194408,15056,210536.9534,4204.620825
188056,15056,210536.9534,34383.32185
188057,15056,210536.9534,35296.42567
189115,15056,210536.9534,2047.044618
189116,15056,210536.9534,4203.227146
190174,15056,210536.9534,1136.667104
191234,15056,210536.9534,10109.95635
190175,15056,210536.9534,9343.726159
191233,15056,210536.9534,14881.55534
192290,15056,210536.9534,46301.86225
192291,15056,210536.9534,3798.303801
180656,15057,3297956.521,489296.796
179598,15057,3297956.521,110920.1598
179597,15057,3297956.521,129912.1966
180655,15057,3297956.521,493065.8345
180657,15057,3297956.521,135672.0811
182774,15057,3297956.521,351119.4502
182775,15057,3297956.521,280443.5701
181716,09002,567389.6923,5274.84038
181716,15057,3297956.521,296102.4699
182773,15057,3297956.521,171891.8579
181715,15057,3297956.521,318039.8465
183834,15057,3297956.521,20395.57062
181714,15057,3297956.521,201840.3528
180657,09016,734068.7744,8129.105987
181716,09016,734068.7744,1260.583738
180654,15057,3297956.521,14507.68972
181717,09016,734068.7744,1782.00217
181717,15057,3297956.521,10845.81041
181717,09002,567389.6923,1139.105525
182775,09002,567389.6923,4115.485784
180653,15057,3297956.521,54734.41752
181712,15057,3297956.521,37471.8033
178547,15058,2687328.596,454239.6272
182781,15058,2687328.596,149725.1372
182781,09005,1689332.363,2924.230307
178547,09007,2297318.564,1492.586501
178548,15058,2687328.596,178860.4135
179606,15058,2687328.596,229022.7966
178546,15058,2687328.596,286956.9471
178546,09007,2297318.564,6633.394212
181722,15058,2687328.596,333520.4414
181722,09005,1689332.363,6653.081562
179605,15058,2687328.596,355180.9047
177488,15058,2687328.596,75317.98351
177488,09007,2297318.564,8660.78937
177489,15058,2687328.596,66800.69975
178545,15058,2687328.596,76411.27263
178545,09007,2297318.564,3789.076857
179604,15058,2687328.596,236369.1895
181723,15058,2687328.596,83794.26071
180663,15058,2687328.596,97688.18364
180663,09005,1689332.363,2135.282429
180663,09017,605819.7727,3666.538463
179604,09006,495534.5527,3851.376997
180664,15058,2687328.596,36235.45958
179604,09017,605819.7727,1397.754562
178545,09006,495534.5527,903.6640183
179607,15058,2687328.596,1191.721455
182782,15058,2687328.596,6660.145624
192311,15059,278260.6117,150092.6459
191252,15059,278260.6117,15896.37922
192312,15059,278260.6117,11722.50898
192312,15120,1093139.349,1254.404507
191253,15059,278260.6117,59863.2094
190193,15059,278260.6117,10545.66931
188068,15060,1738551.717,98151.96662
188067,15060,1738551.717,244608.9597
189127,15060,1738551.717,2108.931174
187009,15060,1738551.717,287563.3666
185950,15060,1738551.717,130352.7895
188067,15095,693191.1611,5768.140822
188068,15121,2809379.3,28180.13946
187008,15060,1738551.717,329075.8374
187007,15060,1738551.717,161139.4869
188066,15060,1738551.717,90705.09421
189127,15121,2809379.3,10436.85937
189126,15095,693191.1611,6532.649297
189126,15060,1738551.717,332.425527
187010,15060,1738551.717,1154.915618
187009,15121,2809379.3,38590.35287
187004,15060,1738551.717,35226.7092
188063,15060,1738551.717,42854.96355
188064,15060,1738551.717,36289.76419
185945,15060,1738551.717,11735.30126
187005,15060,1738551.717,452.5805448
188065,15060,1738551.717,43537.87928
190184,15060,1738551.717,21559.42327
190183,15060,1738551.717,35797.01158
190184,15095,693191.1611,36710.81192
189125,15060,1738551.717,769.1639904
189124,15060,1738551.717,25830.51017
189123,15060,1738551.717,14399.60585
185946,15060,1738551.717,16404.58157
184886,15060,1738551.717,3440.82889
185946,15038,26188.2611,1665.523149
184887,15060,1738551.717,450.725072
187006,15060,1738551.717,24011.69643
194442,15061,206126.1953,105142.0851
194442,15016,298849.8725,1651.611542
193383,15061,206126.1953,36927.50717
193383,15016,298849.8725,3141.000378
193382,15061,206126.1953,14118.43787
194441,15061,206126.1953,12065.68117
195501,15061,206126.1953,32610.16199
194443,15061,206126.1953,210.621884
173236,15062,309815.2735,146708.2436
173237,15062,309815.2735,33820.47498
173235,15062,309815.2735,31679.82716
172177,15062,309815.2735,4133.14607
172176,15062,309815.2735,281.5696741
173238,15062,309815.2735,23761.19078
172179,15062,309815.2735,31417.34566
172180,15062,309815.2735,8906.614161
173239,15062,309815.2735,927.6995869
162648,15063,42214.6434,19849.07258
161589,15063,42214.6434,2919.008313
161588,15063,42214.6434,157.4850556
162647,15063,42214.6434,19289.07783
194392,15064,53024.4013,14832.28606
193333,15064,53024.4013,32019.99073
194393,15064,53024.4013,1996.084216
193333,16093,2809379.3,746.3560413
191263,15065,328709.6742,66157.42779
191264,15065,328709.6742,17837.40824
190204,15065,328709.6742,47439.23985
190205,15065,328709.6742,10056.72183
190204,15016,298849.8725,653.7796216
190203,15065,328709.6742,50018.54344
191262,15065,328709.6742,30401.12546
191262,15016,298849.8725,113.5565886
189144,15075,121155.496,685.9524562
189144,15065,328709.6742,79090.40186
188085,15065,328709.6742,1187.203397
192321,15065,328709.6742,26521.6039
192321,15075,121155.496,798.1366129
191262,15075,121155.496,2927.761765
192321,15016,298849.8725,3303.911312
179586,15067,290840.8324,47180.18517
178528,15067,290840.8324,6838.525232
178527,15067,290840.8324,35938.02198
179587,15067,290840.8324,45077.77653
178528,15115,193260.8592,42978.85796
177468,15067,290840.8324,17058.72637
178527,15106,5193613.119,1129.680887
177468,15106,5193613.119,84696.04845
177467,15067,290840.8324,21702.76503
180646,15067,290840.8324,5670.801578
181705,15067,290840.8324,7100.370052
181706,15067,290840.8324,9318.672194
179586,15087,298292.9102,25242.82765
180645,15067,290840.8324,953.7025883
180645,15087,298292.9102,1702.342598
180648,15067,290840.8324,63028.6683
180647,15067,290840.8324,2806.0329
178526,15067,290840.8324,11657.93414
178525,15067,290840.8324,12793.62925
178526,15087,298292.9102,502.7906485
178525,15087,298292.9102,1655.760984
177466,15067,290840.8324,3278.7923
164787,15068,290840.8324,71416.5098
165847,15068,290840.8324,20854.15498
165846,15068,290840.8324,32316.58319
165846,15009,245217.8689,1281.284027
165847,15009,245217.8689,1125.297441
185965,15069,290840.8324,7546.080213
184906,15093,290852.9147,894.9140644
185965,15093,290852.9147,107578.5144
185965,15028,226113.7193,2941.506076
185964,15069,290840.8324,1094.924308
177488,15070,1201249.578,56531.49323
177489,15070,1201249.578,329469.6201
176430,15070,1201249.578,94345.42491
176431,15070,1201249.578,157529.4401
178549,15070,1201249.578,167357.4499
177490,15070,1201249.578,299236.5879
178548,15070,1201249.578,16228.12326
176430,09007,2297318.564,7326.192356
177489,09007,2297318.564,222.4929942
178550,15070,1201249.578,39339.73493
210288,15071,57614.0835,53815.84976
211347,15071,57614.0835,2440.16406
210289,15071,57614.0835,1358.070726
168996,15072,36089.5093,29270.59207
167937,15072,36089.5093,4979.328409
168996,15073,73345.4808,38811.54423
168997,15073,73345.4808,6430.096637
170056,15073,73345.4808,12462.45801
170055,15073,73345.4808,15641.38231
170056,15018,165713.9068,1014.44805
190163,15074,533614.1026,58549.1863
190162,15074,533614.1026,14534.40236
191221,15074,533614.1026,3484.43571
191222,15074,533614.1026,12201.14039
186984,15074,533614.1026,31213.57312
186983,15074,533614.1026,46945.14521
188042,15074,533614.1026,13289.87816
188043,15074,533614.1026,11899.88176
188046,15074,533614.1026,73278.60192
188045,15074,533614.1026,25574.48768
189104,15074,533614.1026,9418.608922
189105,15074,533614.1026,6953.375653
183808,15074,533614.1026,25055.9275
184867,15074,533614.1026,27441.64453
183807,15074,533614.1026,3662.159431
183808,15114,58158.0905,6810.079351
183809,15074,533614.1026,1290.004432
183809,15114,58158.0905,1117.378719
184868,15114,58158.0905,444.5936323
184868,15074,533614.1026,591.6028398
184866,15074,533614.1026,1404.19075
184866,15114,58158.0905,501.8142692
183807,15114,58158.0905,1824.252427
186986,15074,533614.1026,5158.140429
186987,15074,533614.1026,42638.65044
190164,15074,533614.1026,6506.311757
189102,15074,533614.1026,3079.588073
189103,15074,533614.1026,42007.66112
185925,15074,533614.1026,19978.00081
185924,15074,533614.1026,11150.51542
185923,15074,533614.1026,5076.429551
186982,15074,533614.1026,7141.316561
186988,15074,533614.1026,8498.085154
185929,15074,533614.1026,2419.360245
188047,15074,533614.1026,3759.493304
191261,15075,121155.496,47228.06821
191260,15075,121155.496,45297.98182
190201,15075,121155.496,8305.574084
191260,15092,416031.8255,4403.431203
190201,15092,416031.8255,113298.9961
190202,15075,121155.496,14475.25544
190202,15092,416031.8255,27310.33995
173234,15076,497207.3866,81720.48724
172175,15076,497207.3866,32166.96621
174292,15076,497207.3866,99497.07665
173232,15076,497207.3866,34980.77468
174291,15076,497207.3866,14814.42305
163686,15077,31014.1601,30957.70053
162627,15077,31014.1601,56.45883176
202885,15079,134000.7546,85997.71455
202886,15079,134000.7546,16244.26668
201826,15079,134000.7546,25114.85905
202884,15079,134000.7546,6643.917374
201826,15045,133415.0728,2473.761064
157334,15080,64126.0232,28616.361
157333,15080,64126.0232,35509.6622
191256,15081,2032355.053,118062.9147
190197,15081,2032355.053,175672.1904
191255,15081,2032355.053,16229.81832
193373,15081,2032355.053,162298.5943
194432,15081,2032355.053,23958.88565
194433,15081,2032355.053,1568.792665
193374,15081,2032355.053,135088.6186
193372,15081,2032355.053,16850.82056
193372,15120,1093139.349,54894.88259
193373,15120,1093139.349,6302.346408
194431,15081,2032355.053,2745.58145
194431,15120,1093139.349,28982.35157
194432,15120,1093139.349,3710.17091
193374,15120,1093139.349,536.1774487
192315,15081,2032355.053,55556.51878
192316,15081,2032355.053,6226.568138
192315,15120,1093139.349,7380.978202
193375,15081,2032355.053,6996.274182
190196,15081,2032355.053,227817.2147
188077,15081,2032355.053,252547.6881
189136,15081,2032355.053,188696.842
187018,15081,2032355.053,39646.20105
187017,15081,2032355.053,7403.970103
190195,15081,2032355.053,141364.519
190194,15081,2032355.053,36346.35403
188078,15081,2032355.053,2763.983748
190198,15092,416031.8255,1053.780743
191257,15081,2032355.053,4019.941311
159445,15082,206342.9788,83806.83062
158386,15082,206342.9788,96079.72998
158387,15082,206342.9788,2660.476577
171139,15083,62296.4081,56785.7908
171138,15083,62296.4081,1538.793719
172198,15083,62296.4081,2725.019245
172197,15083,62296.4081,1246.80432
171139,15022,80231.2247,311.9646622
195494,15084,429781.8185,103915.6658
195493,15084,429781.8185,846.3270401
195495,15084,429781.8185,5292.034098
196553,15084,429781.8185,4328.679062
197613,15084,429781.8185,33312.03254
197614,15084,429781.8185,8125.054333
196555,15084,429781.8185,36733.93182
196554,15084,429781.8185,5488.999499
195496,15084,429781.8185,14086.1481
194437,15084,429781.8185,51823.45962
194436,15084,429781.8185,2849.144309
193377,15084,429781.8185,57030.86467
193376,15084,429781.8185,102944.3381
193377,15075,121155.496,1436.77109
193375,15084,429781.8185,2329.6741
197574,15085,342656.0033,20465.47118
198633,15085,342656.0033,98064.03879
197573,15085,342656.0033,25166.5894
198632,15085,342656.0033,24096.24103
199692,15085,342656.0033,53140.56994
199691,15085,342656.0033,4675.204197
195457,15085,342656.0033,10798.36558
194397,15085,342656.0033,26484.12172
194398,15085,342656.0033,5490.635798
194397,15064,53024.4013,4176.040249
195456,15085,342656.0033,34843.0853
194397,15048,303377.0023,200.520379
196514,15085,342656.0033,36167.95875
196513,15085,342656.0033,3263.721684
164744,15086,19889.263,15351.49138
164743,15086,19889.263,4537.771471
180644,15087,298292.9102,66657.39032
181703,15087,298292.9102,33757.09865
182763,15087,298292.9102,27695.63915
181704,15087,298292.9102,66519.90963
179585,15087,298292.9102,1583.525542
180643,15087,298292.9102,20749.95339
181702,15087,298292.9102,2937.584677
182764,15087,298292.9102,2632.238382
181705,15087,298292.9102,1584.776534
178527,15087,298292.9102,35154.14068
161583,15088,176765.8242,51412.91092
161582,15088,176765.8242,39326.73522
160524,15088,176765.8242,4123.508545
160523,15088,176765.8242,2034.777489
162642,15088,176765.8242,28723.45583
161581,15088,176765.8242,22457.90074
162644,15088,176765.8242,7534.762631
161585,15088,176765.8242,5410.868439
163702,15088,176765.8242,13207.6297
163703,15088,176765.8242,2090.902371
163702,15049,55595.3395,146.3749747
162643,15088,176765.8242,442.3749589
169021,15089,57124.3352,31958.32458
170080,15089,57124.3352,25166.01103
166878,15090,354604.2047,75876.11177
166877,15090,354604.2047,38108.59901
167936,15090,354604.2047,24154.37195
167937,15090,354604.2047,39455.84658
165818,15090,354604.2047,30988.1818
164759,15090,354604.2047,190.1401567
167935,15090,354604.2047,16445.3983
166876,15090,354604.2047,9791.932435
165820,15090,354604.2047,7222.62259
164761,15090,354604.2047,12447.22755
166875,15090,354604.2047,20712.60303
165816,15090,354604.2047,8523.357102
164757,15090,354604.2047,6590.748714
165817,15090,354604.2047,838.6686062
164758,15090,354604.2047,239.0588762
163701,15090,354604.2047,4789.534788
164760,15090,354604.2047,16338.9874
166879,15090,354604.2047,15593.86561
166880,15090,354604.2047,7271.872895
167938,15090,354604.2047,14991.49815
167938,15098,45700.888,9.206789883
167938,15072,36089.5093,348.9526004
167939,15090,354604.2047,4033.578848
167936,15072,36089.5093,1490.636246
193367,15091,389043.3914,39276.40752
193366,15091,389043.3914,36718.7128
192308,15091,389043.3914,146292.0622
191249,15091,389043.3914,32716.08708
191248,15091,389043.3914,1585.294593
191248,15024,625009.6227,11184.49566
192307,15024,625009.6227,5979.407224
192309,15091,389043.3914,3405.993696
190200,15092,416031.8255,154567.9707
190199,15092,416031.8255,22079.50499
189142,15092,416031.8255,3716.200157
185966,15093,290852.9147,104964.514
184907,15093,290852.9147,1158.603793
185967,15093,290852.9147,4932.774119
187024,15093,290852.9147,5783.986237
184910,15093,290852.9147,50655.43429
183851,15093,290852.9147,2826.955584
184909,15093,290852.9147,7401.133983
164786,15094,185263.5566,38866.64094
164787,15094,185263.5566,59414.48033
163728,15094,185263.5566,995.6152754
163727,15094,185263.5566,7838.857377
162668,15094,185263.5566,62164.56329
162667,15094,185263.5566,15308.46752
163726,15094,185263.5566,674.9334212
162668,15068,290840.8324,2795.194218
191247,15095,693191.1611,196320.3712
191246,15095,693191.1611,39815.85113
190188,15095,693191.1611,24801.68197
190188,15121,2809379.3,258142.7129
190187,15095,693191.1611,72303.83302
191248,15095,693191.1611,49032.7586
192306,15095,693191.1611,3198.878958
192307,15095,693191.1611,6581.277454
190189,15095,693191.1611,2827.215801
192305,15095,693191.1611,252.5458371
191243,15095,693191.1611,2039.073441
190187,15121,2809379.3,76708.12959
189127,15095,693191.1611,30819.65845
190186,15095,693191.1611,76012.1402
190186,15121,2809379.3,3395.041261
190185,15095,693191.1611,23063.29341
193364,15095,693191.1611,5491.776414
198662,15096,449219.7593,82780.35569
198663,15096,449219.7593,157327.3593
199721,15096,449219.7593,1465.134663
197603,15096,449219.7593,20604.105
197604,15096,449219.7593,42125.2675
199722,15096,449219.7593,4485.306905
199723,15096,449219.7593,126717.288
199723,15036,464190.7623,6002.349303
159452,15097,22853.7784,8482.03654
159453,15097,22853.7784,1041.692388
160512,15097,22853.7784,986.8609647
160511,15097,22853.7784,12343.18858
167940,15098,45700.888,39455.20012
167939,15098,45700.888,6183.478658
168999,15098,45700.888,53.00361661
183846,15099,2025620.227,219756.9536
183847,15099,2025620.227,111070.7259
182788,15099,2025620.227,87930.40606
183845,15011,251952.5948,8148.924867
183845,15099,2025620.227,130018.2456
183846,15011,251952.5948,615.4097527
182787,15099,2025620.227,219960.0808
181728,15099,2025620.227,135087.7592
181729,15099,2025620.227,22191.12731
182786,15099,2025620.227,51097.50068
184904,15099,2025620.227,4958.92618
181727,15099,2025620.227,95503.72573
183848,15099,2025620.227,119166.464
183849,15099,2025620.227,20386.18995
182789,15099,2025620.227,123326.1713
181730,15099,2025620.227,59922.5529
183850,15099,2025620.227,81023.11994
183851,15099,2025620.227,13808.5905
183850,15093,290852.9147,2092.550926
182791,15099,2025620.227,114545.4254
182792,15099,2025620.227,177.5414584
184907,15099,2025620.227,66401.56333
184908,15099,2025620.227,20549.56213
184908,15093,290852.9147,2563.528974
180670,15099,2025620.227,16518.24355
182790,15099,2025620.227,37777.43524
181732,15099,2025620.227,9226.427658
181731,15099,2025620.227,1451.580029
179610,15099,2025620.227,1073.810102
184906,15099,2025620.227,50455.36893
184905,15099,2025620.227,23712.54971
183846,15028,226113.7193,529.9361696
183846,15030,181624.3848,1888.785444
187021,15011,251952.5948,1348.498631
170059,15101,345991.7441,112199.6648
169000,15101,345991.7441,8636.87569
168999,15101,345991.7441,1016.725272
169000,15006,76909.9724,2040.831848
167942,15101,345991.7441,24859.80795
169001,15101,345991.7441,4542.134448
170060,15101,345991.7441,58262.64725
171117,15101,345991.7441,51362.94509
170057,15101,345991.7441,7342.211478
170057,15012,37942.3135,764.4075572
171116,15101,345991.7441,22330.79467
171119,15101,345991.7441,12834.17739
171120,15101,345991.7441,690.4034737
196524,15102,25429.3091,19903.46409
197583,15102,25429.3091,5525.84461
171141,15103,301535.52,85681.81431
171142,15103,301535.52,87788.42051
172201,15103,301535.52,13242.80089
171143,15103,301535.52,10661.31228
172202,15103,301535.52,57360.13305
182777,15104,2636617.537,93110.60045
183836,15104,2636617.537,243619.3479
184893,15104,2636617.537,165522.3897
184894,15104,2636617.537,280735.8156
185953,15104,2636617.537,131639.3199
183835,15104,2636617.537,250974.7186
183834,15104,2636617.537,372595.017
182776,15104,2636617.537,70632.14522
182775,15104,2636617.537,65057.77683
184895,15104,2636617.537,212064.0916
183838,15104,2636617.537,276256.5989
