GRIDCODE,EDO_MUN,Fa,USs4ginCELL (m2),USs4ginMUNICIPIO (m2)
132969,12007,0.000142284,15827.63766,111240076.6
132977,12058,0.000561058,137590.7189,245234543.7
132978,12006,0.017382751,1597695.86,91912716.47
132978,12058,0.009877788,2422374.857,245234543.7
132979,12006,0.003235714,297403.2286,91912716.47
132979,12058,0.026707278,6549547.108,245234543.7
132980,12026,0.025277168,2715109.985,107413537.5
132980,12058,0.001968189,482667.8748,245234543.7
132980,12058,0.001143997,280547.4878,245234543.7
132981,12026,0.019990868,2147289.827,107413537.5
132981,12058,0.019009827,4661866.334,245234543.7
132982,12058,0.019738819,4840640.154,245234543.7
132983,12026,0.01913343,2055189.435,107413537.5
132984,12026,0.0375097,4029049.603,107413537.5
132984,12026,0.002636962,283245.4636,107413537.5
132985,12026,0.01956125,2101143.081,107413537.5
132986,12017,0.014731909,1211840.264,82259553.77
132987,12017,0.005084097,418215.578,82259553.77
132987,12017,0.017078653,1404882.385,82259553.77
132987,12017,0.037683739,3099847.573,82259553.77
132988,12017,0.053500411,4400919.96,82259553.77
132988,12017,0.014359026,1181167.087,82259553.77
132988,12035,0.01885568,3417529.555,181246683.9
132989,12017,0.019463221,1601035.898,82259553.77
132989,12017,0.040027074,3292609.246,82259553.77
132989,12035,0.002288416,414767.7518,181246683.9
132989,12035,0.003848005,697438.0774,181246683.9
132990,12017,0.002481329,204112.9879,82259553.77
132990,12035,0.0006489,117611.0423,181246683.9
132992,12035,0.039240731,7112252.277,181246683.9
132993,12035,0.027253324,4939574.515,181246683.9
132993,12035,0.010865581,1969350.439,181246683.9
132994,12059,0.010408101,2350592.698,225842611.8
132994,12059,0.009957597,2248849.622,225842611.8
132994,12059,0.003841143,867493.8359,225842611.8
132994,12035,0.007009208,1270395.653,181246683.9
132995,12059,0.00468003,1056950.199,225842611.8
132996,12059,0.007456263,1683941.864,225842611.8
132997,12059,0.008965098,2024701.141,225842611.8
132997,12059,0.005623728,1270077.314,225842611.8
132998,12034,0.015935421,3272194.383,205340937.4
132998,12059,0.000934145,210969.7618,225842611.8
132999,12034,0.037913774,7785249.886,205340937.4
133000,12034,0.026569209,5455746.34,205340937.4
133001,12034,4.44312E-05,9123.545567,205340937.4
133001,12034,0.006836081,1403727.265,205340937.4
133002,12034,2.91002E-05,5975.470811,205340937.4
133002,12034,0.002346871,481908.7142,205340937.4
133003,12034,0.013343765,2740021.252,205340937.4
133004,12034,0.000439872,90323.78556,205340937.4
133004,12034,0.011450107,2351175.64,205340937.4
133005,12008,0.009986675,947728.7398,94899331.74
133006,12008,0.006047463,573900.175,94899331.74
133007,12008,0.003611645,342742.7091,94899331.74
133008,12008,0.001286913,122127.1834,94899331.74
133008,12008,0.008951822,849521.8823,94899331.74
133009,12008,0.023028779,2185415.731,94899331.74
133009,12008,0.000976035,92625.08815,94899331.74
133011,12008,0.000829605,78728.99476,94899331.74
133011,21087,0.005762254,711061.6139,123399911.1
133012,21087,0.009708127,1197982.032,123399911.1
133013,21087,0.03715545,4584979.231,123399911.1
133014,21087,0.008206983,1012740.966,123399911.1
133015,21087,0.035186091,4341960.55,123399911.1
133016,21032,0.001461509,36045.09933,24662939.07
133016,21087,0.015408024,1901348.801,123399911.1
133017,21032,0.01738866,428855.4705,24662939.07
133018,21032,0.205536782,5069141.12,24662939.07
133018,21032,0.099247487,2447734.726,24662939.07
133019,21047,0.000572019,95598.46395,167124664.3
133019,21032,0.036469528,899445.7435,24662939.07
133020,21047,0.00335828,561251.459,167124664.3
133021,21047,0.009109882,1522485.992,167124664.3
133022,21047,0.017395606,2907234.732,167124664.3
133023,21047,0.00951708,1590538.756,167124664.3
133023,21047,0.00196779,328866.1703,167124664.3
133024,21047,0.000691426,115554.3419,167124664.3
133025,21047,0.000941953,157423.525,167124664.3
133026,21047,0.002798756,467741.2291,167124664.3
133028,21047,0.011247305,1879701.991,167124664.3
133032,21024,0.121787393,1287151.303,10568838.59
133033,21024,0.066547607,703330.9154,10568838.59
133036,21059,0.008824419,296823.2956,33636582.99
133036,21059,0.000519159,17462.71839,33636582.99
133037,21009,0.00364249,63114.05236,17327173.92
133037,21059,0.001973356,66376.96314,33636582.99
133037,21059,0.026275762,883826.8345,33636582.99
133037,21059,0.018210928,612553.3803,33636582.99
133037,21059,0.009661543,324981.291,33636582.99
133037,21113,0.016404272,625256.2519,38115453.17
133037,21113,0.023176929,883399.1656,38115453.17
133037,21113,0.001095931,41771.91757,38115453.17
133038,21009,0.058566386,1014789.949,17327173.92
133038,21009,0.076093963,1318493.338,17327173.92
133038,21113,0.001281876,48859.28465,38115453.17
133038,21113,0.050486939,1924332.56,38115453.17
133039,21009,0.017035877,295183.6004,17327173.92
133039,21009,0.024566586,425669.5035,17327173.92
133039,21113,0.000153353,5845.111313,38115453.17
133040,21009,0.265304226,4596972.47,17327173.92
133040,21003,0.002087435,288258.8723,138092381.6
133041,21009,0.000318998,5527.337626,17327173.92
133041,21139,0.001074683,35066.975,32630077.51
133041,21003,0.055438511,7655636.014,138092381.6
133042,21003,0.013177997,1819781.022,138092381.6
133042,21003,0.00896152,1237517.707,138092381.6
133043,21003,0.025614187,3537124.099,138092381.6
133044,21003,0.005465137,754693.7355,138092381.6
133044,21003,0.000465752,64316.73437,138092381.6
133045,21003,0.002189705,302381.5155,138092381.6
133045,21003,0.016388559,2263135.177,138092381.6
133045,21003,0.023242063,3209551.831,138092381.6
133046,21003,0.001267002,174963.3655,138092381.6
133048,21127,0.014293477,237674.279,16628164.5
133049,21127,0.019128906,318078.5903,16628164.5
133050,21127,0.006631981,110277.6668,16628164.5
133050,21127,0.081695563,1358447.265,16628164.5
133050,21127,0.039128853,650641.0109,16628164.5
133050,21190,0.004360065,54492.51833,12498097.95
133051,21127,0.013865652,230560.3455,16628164.5
133051,21127,0.011632755,193431.3566,16628164.5
133051,21190,0.02071475,258894.9685,12498097.95
133052,20459,0.001172428,34845.27116,29720610.46
133052,20459,0.055061111,1636449.835,29720610.46
133057,20459,0.025734067,764832.1721,29720610.46
133057,20459,0.008950554,266015.9346,29720610.46
133058,20459,0.037408809,1111812.631,29720610.46
133058,20459,0.004103141,121947.8504,29720610.46
133058,20340,0.001819034,20392.38968,11210560.67
133058,21027,1.7668E-05,1280.673617,72485559.7
134035,12058,0.004238199,1039352.752,245234543.7
134036,12058,0.016740814,4105425.924,245234543.7
134037,12058,0.004688986,1149901.317,245234543.7
134038,12058,0.00427737,1048958.847,245234543.7
134038,12058,0.006415634,1573335.126,245234543.7
134039,12058,0.002900068,711196.9564,245234543.7
134039,12058,8.66654E-05,21253.36053,245234543.7
134040,12058,0.021783613,5342094.454,245234543.7
134041,12058,0.022705729,5568229.063,245234543.7
134043,12026,0.032333706,3473077.768,107413537.5
134044,12026,0.000388711,41752.84253,107413537.5
134045,12017,0.001679944,138191.4543,82259553.77
134046,12017,0.004288387,352760.788,82259553.77
134046,12017,0.011418413,939273.5182,82259553.77
134046,12017,0.000322157,26500.51384,82259553.77
134047,12017,0.044821276,3686978.149,82259553.77
134047,12017,0.006690304,550341.4579,82259553.77
134047,12035,0.017116431,3102296.389,181246683.9
134048,12017,0.007335781,603438.0628,82259553.77
134048,12017,0.002472757,203407.8465,82259553.77
134048,12035,0.007659359,1388233.431,181246683.9
134048,12035,0.026031982,4718210.381,181246683.9
134049,12017,0.000211075,17362.89759,82259553.77
134049,12035,1.41703E-05,2568.315806,181246683.9
134049,12035,0.000100693,18250.21495,181246683.9
134050,12035,0.020609323,3735371.416,181246683.9
134051,12035,0.037420153,6782278.606,181246683.9
134052,12059,0.004736627,1069732.205,225842611.8
134052,12059,0.00632307,1428018.695,225842611.8
134052,12035,0.021594314,3913897.766,181246683.9
134052,12035,0.01428082,2588351.334,181246683.9
134053,12059,0.026010956,5874382.162,225842611.8
134053,12059,0.001567399,353985.5809,225842611.8
134053,12059,0.010113405,2284037.705,225842611.8
134053,12059,0.002102636,474864.803,225842611.8
134053,12035,7.02344E-05,12729.74837,181246683.9
134054,12059,0.017334286,3914820.478,225842611.8
134055,12059,0.005299064,1196754.471,225842611.8
134055,12059,0.003406738,769386.6289,225842611.8
134056,12034,0.002192385,450186.2934,205340937.4
134056,12034,0.000118904,24415.85063,205340937.4
134056,12059,0.000376079,84934.69139,225842611.8
134056,12059,0.0088905,2007853.687,225842611.8
134057,12034,0.00075182,154379.5028,205340937.4
134057,12034,0.024779959,5088340.07,205340937.4
134057,12059,0.002145673,484584.3719,225842611.8
134058,12034,0.000446851,91756.77724,205340937.4
134058,12034,0.011336072,2327759.671,205340937.4
134059,12034,0.002102099,431647.0607,205340937.4
134059,12034,0.005151989,1057914.16,205340937.4
134060,12034,0.008219038,1687704.99,205340937.4
134061,12034,0.000818225,168014.9962,205340937.4
134062,12034,0.00677958,1392125.311,205340937.4
134062,12034,0.002509044,515209.5388,205340937.4
134062,12034,0.001065855,218863.68,205340937.4
134063,12034,0.018481778,3795065.705,205340937.4
134064,12034,0.010036036,2060809.016,205340937.4
134064,12034,0.003963463,813861.2263,205340937.4
134064,12008,0.007622709,723389.9549,94899331.74
134065,12034,0.00203571,418014.5239,205340937.4
134065,12034,0.004490737,922132.194,205340937.4
134065,12034,6.79701E-05,13957.04725,205340937.4
134068,12008,0.000855764,81211.39144,94899331.74
134070,12008,0.003931533,373099.8523,94899331.74
134070,21087,0.000356614,44006.13762,123399911.1
134070,21087,0.010191425,1257620.956,123399911.1
134071,21087,0.000212427,26213.45727,123399911.1
134071,21087,0.039729717,4902643.584,123399911.1
134072,21087,0.040987854,5057897.509,123399911.1
134073,21087,0.03046693,3759616.508,123399911.1
134074,21087,0.001959293,241776.5962,123399911.1
134077,21047,0.001706611,285216.7289,167124664.3
134077,21032,0.059501223,1467475.043,24662939.07
134077,21032,0.005711183,140854.5654,24662939.07
134077,21087,2.15913E-05,2664.369223,123399911.1
134078,21032,0.031392467,774230.4948,24662939.07
134079,21047,0.000568853,95069.43106,167124664.3
134079,21047,0.001051234,175687.1612,167124664.3
134079,21032,0.00847315,208972.7779,24662939.07
134080,21047,0.037047925,6191622,167124664.3
134080,21032,0.024055754,593285.5875,24662939.07
134081,21047,0.001056009,176485.139,167124664.3
134081,21047,0.007844048,1310933.815,167124664.3
134082,21047,0.001504662,251466.1991,167124664.3
134083,21047,6.30581E-05,10538.56258,167124664.3
134084,21047,0.005481524,916097.9025,167124664.3
134084,21047,0.010567414,1766075.461,167124664.3
134085,21047,0.019568112,3270314.106,167124664.3
134086,21047,0.009427487,1575565.627,167124664.3
134087,21047,0.002400934,401255.2853,167124664.3
134091,21024,0.053021005,560370.4427,10568838.59
134092,21024,0.000171885,1816.621443,10568838.59
134095,21059,0.009851171,331359.7221,33636582.99
134095,21059,0.058737634,1975733.297,33636582.99
134096,21009,0.004711208,81631.92894,17327173.92
134096,21059,0.121705252,4093748.8,33636582.99
134096,21059,0.058556643,1969645.369,33636582.99
134096,21059,0.000385789,12976.63679,33636582.99
134097,21009,0.025904875,448858.2748,17327173.92
134097,21009,0.167360729,2899888.464,17327173.92
134097,21059,0.093064987,3130388.143,33636582.99
134097,21059,0.041119816,1383130.091,33636582.99
134098,21009,0.041372915,716875.6899,17327173.92
134099,21009,0.005537697,95952.63563,17327173.92
134099,21003,0.008678427,1198424.685,138092381.6
134100,21003,0.04890318,6753156.577,138092381.6
134101,21003,0.006361955,878537.5151,138092381.6
134101,21003,0.008078825,1115624.223,138092381.6
134102,21003,0.018063495,2494431.083,138092381.6
134103,21003,0.015967481,2204987.498,138092381.6
134104,21003,0.022644695,3127059.889,138092381.6
134104,21003,0.018536426,2559739.171,138092381.6
134104,21003,0.003441494,475244.103,138092381.6
134104,21003,8.41749E-05,11623.91002,138092381.6
134105,21003,3.92144E-05,5415.205533,138092381.6
134106,21127,0.00435942,72489.14787,16628164.5
134106,21196,0.014725983,37996.93865,2580265.042
134106,21196,0.480398001,1239554.169,2580265.042
134107,21127,0.030137277,501127.5982,16628164.5
134107,21196,0.017344988,44754.6651,2580265.042
134108,21127,0.021045286,349944.4777,16628164.5
134108,21127,0.011035258,183496.0879,16628164.5
134108,21127,0.042508607,706840.1063,16628164.5
134108,21127,0.019756319,328511.3178,16628164.5
134109,21127,0.026392254,438854.7376,16628164.5
134109,21127,0.00230566,38338.88977,16628164.5
134110,21127,0.006709834,111572.2174,16628164.5
134110,21127,0.037736562,627489.7607,16628164.5
134110,21190,0.063403758,792426.3752,12498097.95
134110,21190,0.06410396,801177.5727,12498097.95
134110,21190,0.054506162,681223.3491,12498097.95
134110,21190,0.017740906,221727.5791,12498097.95
134111,20459,0.034894983,1037100.206,29720610.46
134111,21190,0.028307173,353785.8194,12498097.95
134111,21190,0.032471724,405834.7837,12498097.95
134116,20459,0.004653424,138302.6139,29720610.46
134117,20459,0.020371368,605449.4872,29720610.46
135094,12058,0.002316053,567976.2474,245234543.7
135094,12058,0.005456635,1338155.309,245234543.7
135095,12058,0.000553059,135629.1985,245234543.7
135095,12058,0.000371101,91006.69279,245234543.7
135096,12058,0.009184692,2252403.712,245234543.7
135097,12058,0.010940712,2683040.461,245234543.7
135098,12058,0.007147477,1752808.199,245234543.7
135098,12058,0.00036284,88980.79403,245234543.7
135099,12058,0.020158502,4943561.147,245234543.7
135100,12026,0.000531581,57098.9609,107413537.5
135100,12058,0.034210325,8389553.516,245234543.7
135101,12058,0.000162306,39802.9579,245234543.7
135102,12026,0.054287435,5831205.412,107413537.5
135103,12017,0.00325465,267726.0283,82259553.77
135103,12026,0.021043051,2260308.597,107413537.5
135104,12017,0.009066449,745802.0566,82259553.77
135105,12017,0.016760592,1378718.81,82259553.77
135106,12017,0.007629356,627587.4551,82259553.77
135106,12017,0.026229275,2157608.466,82259553.77
135106,12017,0.002192071,180318.7582,82259553.77
135106,12058,0.000148834,36499.29489,245234543.7
135106,12035,5.1482E-05,9330.946284,181246683.9
135107,12017,0.000336882,27711.7324,82259553.77
135107,12017,0.018941936,1558155.204,82259553.77
135107,12058,0.000623773,152970.8024,245234543.7
135107,12058,0.000193241,47389.37222,245234543.7
135107,12035,6.34765E-06,1150.489665,181246683.9
135107,12035,0.005989149,1085513.329,181246683.9
135107,12035,0.004946363,896511.8392,181246683.9
135107,12035,0.00045042,81637.10805,181246683.9
135108,12035,0.000122497,22202.20423,181246683.9
135108,12035,0.006125636,1110251.128,181246683.9
135109,12035,0.031432351,5697009.355,181246683.9
135110,12035,0.037874417,6864612.575,181246683.9
135111,12059,0.009894731,2234651.911,225842611.8
135111,12035,0.029227492,5297386.014,181246683.9
135112,12059,0.008400705,1897237.163,225842611.8
135112,12059,0.002791438,630425.6186,225842611.8
135112,12059,0.003286101,742141.5682,225842611.8
135113,12059,0.004775152,1078432.71,225842611.8
135113,12059,0.002869395,648031.7512,225842611.8
135113,12059,3.50958E-05,7926.131039,225842611.8
135113,12035,7.69077E-06,1393.926226,181246683.9
135114,12034,0.004387385,900909.7944,205340937.4
135114,12059,0.002631791,594370.6607,225842611.8
135114,12059,0.001753951,396116.9337,225842611.8
135115,12034,0.034618462,7108587.534,205340937.4
135115,12059,0.00020306,45859.6558,225842611.8
135116,12034,0.000683568,140364.4832,205340937.4
135116,12034,0.000764852,157055.5073,205340937.4
135116,12034,0.000418707,85977.69323,205340937.4
135117,12034,0.019409208,3985504.962,205340937.4
135118,12034,0.003467012,711919.4823,205340937.4
135118,12034,0.020311786,4170841.186,205340937.4
135119,12034,0.006134864,1259738.77,205340937.4
135119,12034,0.000382236,78488.70922,205340937.4
135120,12034,0.000248299,50985.93364,205340937.4
135121,12034,0.001929033,396109.5094,205340937.4
135122,12034,0.007143449,1466842.463,205340937.4
135123,12034,0.011026912,2264276.482,205340937.4
135124,12034,0.001864798,382919.4436,205340937.4
135124,12034,0.000234515,48155.57439,205340937.4
135125,12034,0.000242403,49775.30985,205340937.4
135129,21087,0.004358008,537777.8532,123399911.1
135129,21087,0.020891776,2578043.269,123399911.1
135129,21087,0.00816622,1007710.781,123399911.1
135130,21087,0.002903387,358277.7012,123399911.1
135130,21087,0.025905672,3196757.633,123399911.1
135130,21087,0.001284282,158480.2555,123399911.1
135130,21087,0.004860394,599772.2251,123399911.1
135130,21087,0.006573666,811189.8609,123399911.1
135131,21087,0.001707756,210736.9849,123399911.1
135131,21087,0.011025497,1360545.345,123399911.1
135132,21087,0.009212304,1136797.453,123399911.1
135133,21087,0.001232521,152092.9286,123399911.1
135134,21087,0.00035087,43297.36387,123399911.1
135134,21087,0.000155414,19178.08145,123399911.1
135136,21047,0.000643356,107520.6789,167124664.3
135136,21087,0.000110541,13640.79108,123399911.1
135137,21073,0.040135284,1859314.417,46326180.85
135137,21032,3.98246E-05,982.1920784,24662939.07
135138,21073,0.010195891,472336.6958,46326180.85
135138,21032,0.021222369,523405.9897,24662939.07
135138,21032,0.031013582,764886.0747,24662939.07
135138,21032,0.00586034,144533.1987,24662939.07
135139,21047,0.000320523,53567.34822,167124664.3
135139,21047,0.007926484,1324711.041,167124664.3
135139,21032,0.027215902,671224.1366,24662939.07
135141,21047,0.006855752,1145765.214,167124664.3
135142,21047,0.00025211,42133.87715,167124664.3
135142,21047,0.004559068,761932.6964,167124664.3
135143,21047,0.032037491,5354254.862,167124664.3
135144,21047,0.025927,4333041.188,167124664.3
135145,21047,0.002386047,398767.2881,167124664.3
135145,21047,0.002036476,340345.3221,167124664.3
135146,21047,0.009848139,1645866.946,167124664.3
135149,21047,0.007968126,1331670.449,167124664.3
135149,21024,4.20831E-05,444.7696832,10568838.59
135152,21059,1.64228E-05,552.4070645,33636582.99
135152,21157,0.000353908,45687.75876,129094975.9
135153,21059,0.071331572,2399350.331,33636582.99
135153,21157,0.024878151,3211644.312,129094975.9
135154,21059,0.106733842,3590161.72,33636582.99
135154,21157,0.032540117,4200765.623,129094975.9
135155,21059,0.1675341,5635274.66,33636582.99
135155,21157,0.010349229,1336033.493,129094975.9
135156,21009,0.016482321,285592.0347,17327173.92
135156,21059,0.174768638,5878619.782,33636582.99
135156,21157,0.0001919,24773.28615,129094975.9
135157,21009,0.173491651,3006120.013,17327173.92
135157,21059,0.012362984,415848.5252,33636582.99
135158,21009,0.006114614,105948.9754,17327173.92
135158,21009,0.017578061,304578.1229,17327173.92
135158,21003,0.010195575,1407931.215,138092381.6
135159,21009,0.000786659,13630.57124,17327173.92
135159,21003,0.007428294,1025790.796,138092381.6
135159,21003,0.02069488,2857805.299,138092381.6
135160,21003,0.007680219,1060579.669,138092381.6
135160,21003,0.021181156,2924956.231,138092381.6
135161,21003,0.029571733,4083631.105,138092381.6
135162,21003,0.052758197,7285505.014,138092381.6
135163,21003,0.017975245,2482244.408,138092381.6
135163,21003,0.008809297,1216496.806,138092381.6
135163,21003,0.000861034,118902.266,138092381.6
135164,21196,0.146958167,379191.0216,2580265.042
135164,21003,0.005787715,799239.2937,138092381.6
135164,21003,0.010570961,1459769.239,138092381.6
135164,21003,0.002579081,356151.4031,138092381.6
135165,21196,0.300911864,776432.3646,2580265.042
135165,21196,0.033867776,87387.83746,2580265.042
135165,21003,6.16972E-06,851.9912155,138092381.6
135167,21127,0.059369479,987205.4616,16628164.5
135167,21127,0.021569572,358662.396,16628164.5
135169,21190,0.102624824,1282615.099,12498097.95
135170,21190,0.010697585,133699.4628,12498097.95
135171,20459,0.033358543,991436.272,29720610.46
135172,20459,0.028671812,852143.7664,29720610.46
135176,20459,0.038122373,1133020.202,29720610.46
136153,12058,0.001812569,444504.4779,245234543.7
136153,12058,0.005645519,1384476.183,245234543.7
136154,12058,0.003015648,739540.9497,245234543.7
136154,12058,0.009182955,2251977.858,245234543.7
136154,12058,0.002312284,567051.7944,245234543.7
136155,12058,0.032294923,7919830.785,245234543.7
136156,12058,2.34755E-05,5757.007032,245234543.7
136156,12058,0.019096462,4683112.129,245234543.7
136157,12058,0.022477646,5512295.241,245234543.7
136158,12058,0.008143792,1997139.123,245234543.7
136158,12058,0.005681102,1393202.467,245234543.7
136158,12058,0.00106725,261726.6115,245234543.7
136159,12058,0.003906226,957941.5857,245234543.7
136159,12058,0.011990741,2940543.894,245234543.7
136161,12026,0.001987016,213432.4155,107413537.5
136161,12058,3.71853E-06,911.9131211,245234543.7
136162,12017,0.007820964,643348.995,82259553.77
136162,12026,0.00429532,461375.5406,107413537.5
136162,12058,3.21529E-05,7884.990571,245234543.7
136162,12058,0.005069449,1243204.066,245234543.7
136163,12017,0.017349129,1427131.638,82259553.77
136164,12017,0.026811875,2205532.904,82259553.77
136164,12058,0.001732277,424814.2254,245234543.7
136164,12058,0.000797261,195515.9165,245234543.7
136165,12017,6.34245E-05,5217.273971,82259553.77
136165,12058,0.001008282,247265.6231,245234543.7
136165,12058,0.001137869,279044.756,245234543.7
136166,12058,0.005131929,1258526.149,245234543.7
136166,12035,0.015601322,2827687.908,181246683.9
136167,12035,0.001032512,187139.4309,181246683.9
136167,12035,0.019246871,3488431.622,181246683.9
136167,12035,0.007898451,1431568.014,181246683.9
136168,12035,0.013577259,2460833.143,181246683.9
136168,12035,0.001654204,299819.0067,181246683.9
136169,12035,0.000300836,54525.46852,181246683.9
136169,12035,0.020801967,3770287.613,181246683.9
136170,12035,0.00629225,1140449.36,181246683.9
136170,12035,0.011241321,2037452.09,181246683.9
136172,12059,0.000255939,57801.95388,225842611.8
136173,12034,0.001515634,311221.7371,205340937.4
136173,12059,0.017452011,3941407.799,225842611.8
136174,12034,0.000376732,77358.46239,205340937.4
136174,12059,0.001462245,330237.2962,225842611.8
136175,12034,0.007586166,1557750.401,205340937.4
136175,12059,0.001071073,241893.8688,225842611.8
136176,12034,0.004055324,832723.9377,205340937.4
136176,12034,0.000443907,91152.28284,205340937.4
136177,12034,0.009222133,1893681.457,205340937.4
136177,12034,0.000870198,178687.1768,205340937.4
136178,12034,0.00406899,835530.2557,205340937.4
136178,12034,0.002476109,508446.4731,205340937.4
136178,12034,0.000833384,171127.8957,205340937.4
136179,12034,0.012713037,2610506.855,205340937.4
136180,12034,0.01344006,2759794.534,205340937.4
136181,12034,0.001347852,276769.1153,205340937.4
136181,12034,0.000518226,106412.9759,205340937.4
136181,12034,0.003397392,697623.7349,205340937.4
136182,12034,0.000314033,64483.78806,205340937.4
136182,12034,0.004692855,963635.3413,205340937.4
136182,12034,3.31879E-05,6814.830423,205340937.4
136183,12034,0.004601272,944829.4372,205340937.4
136183,12034,0.002919444,599481.2752,205340937.4
136184,12034,0.016777513,3445110.183,205340937.4
136186,12034,3.38385E-05,6948.4225,205340937.4
136186,21087,0.010946257,1350767.168,123399911.1
136187,21087,0.003360984,414745.1625,123399911.1
136188,21087,0.015668599,1933503.78,123399911.1
136188,21087,0.005593599,690249.6759,123399911.1
136189,21087,0.052878183,6525163.037,123399911.1
136189,21087,0.008941191,1103342.155,123399911.1
136189,21087,0.00115074,142001.1638,123399911.1
136190,21087,0.002141892,264309.2262,123399911.1
136190,21087,0.000250647,30929.81372,123399911.1
136190,21087,0.007447635,919037.5067,123399911.1
136190,21087,0.003284933,405360.4625,123399911.1
136191,21087,0.000309801,38229.39861,123399911.1
136192,21087,0.014831475,1830202.706,123399911.1
136192,21087,0.006388519,788342.7054,123399911.1
136193,21087,0.019352484,2388094.746,123399911.1
136193,21087,5.82637E-05,7189.740893,123399911.1
136194,21087,0.006757707,833900.4568,123399911.1
136196,21047,5.1064E-07,85.34060079,167124664.3
136196,21032,0.051752165,1276360.491,24662939.07
136196,21087,0.001965177,242502.6765,123399911.1
136197,21047,0.000722766,120791.956,167124664.3
136197,21032,0.134846623,3325714.054,24662939.07
136198,21047,0.017085479,2855404.933,167124664.3
136198,21032,0.028134546,693880.5914,24662939.07
136199,21047,0.000126829,21196.17514,167124664.3
136200,21047,0.00041038,68584.6833,167124664.3
136201,21047,0.035930905,6004940.389,167124664.3
136201,21047,0.000311554,52068.35982,167124664.3
136202,21047,0.042030266,7024294.126,167124664.3
136203,21047,0.02514748,4202764.233,167124664.3
136204,21047,0.02312471,3864709.379,167124664.3
136205,21047,0.000111611,18653.01333,167124664.3
136211,21157,0.015005475,1937131.413,129094975.9
136212,21157,0.037640944,4859256.719,129094975.9
136213,21059,0.005669818,190713.2963,33636582.99
136213,21157,0.05305043,6848543.983,129094975.9
136214,21157,0.012011775,1550659.819,129094975.9
136215,21059,0.00715526,240678.484,33636582.99
136215,21157,0.026130854,3373361.947,129094975.9
136216,21009,0.039164083,678602.8854,17327173.92
136216,21157,0.000349529,45122.49081,129094975.9
136216,21157,0.003352567,432799.5328,129094975.9
136217,21157,0.000901408,116367.1954,129094975.9
136218,21003,0.000954642,131828.7443,138092381.6
136219,21003,0.003304194,456284.0156,138092381.6
136219,21003,0.015027278,2075152.619,138092381.6
136220,21003,0.029965707,4138035.84,138092381.6
136221,21003,0.025325367,3497240.244,138092381.6
136222,21003,0.020432698,2821599.891,138092381.6
136223,21003,0.028963926,3999697.506,138092381.6
136229,21190,0.063664787,795688.739,12498097.95
136230,20459,0.090567528,2691722.226,29720610.46
136230,21190,0.202886389,2535693.965,12498097.95
136231,20459,0.027271826,810535.3207,29720610.46
136231,21018,0.008156282,730085.0744,89512000.5
136231,21190,0.002239465,27989.05391,12498097.95
136232,21018,0.001510005,135163.5444,89512000.5
136235,20459,0.042082128,1250706.547,29720610.46
137206,12007,0.009347534,1039820.424,111240076.6
137207,12007,0.002652252,295036.7435,111240076.6
137212,12058,0.014479884,3550967.741,245234543.7
137213,12058,0.000838003,205507.2954,245234543.7
137213,12058,0.009168386,2248404.937,245234543.7
137213,12058,0.003513576,861650.2735,245234543.7
137214,12058,0.004389917,1076559.393,245234543.7
137214,12058,0.009515324,2333486.118,245234543.7
137215,12058,0.005346294,1311096.042,245234543.7
137215,12058,0.001735551,425617.1125,245234543.7
137216,12058,0.028132095,6898961.476,245234543.7
137217,12058,0.012653589,3103097.195,245234543.7
137218,12058,0.001482451,363548.2275,245234543.7
137218,12058,0.008095137,1985207.127,245234543.7
137218,12058,0.003164788,776115.4053,245234543.7
137219,12058,0.000782314,191850.3929,245234543.7
137219,12058,0.001499791,367800.6548,245234543.7
137221,12058,0.007556151,1853029.219,245234543.7
137222,12058,0.000830772,203733.9662,245234543.7
137223,12058,0.011074313,2715804.057,245234543.7
137224,12058,0.008598196,2108574.71,245234543.7
137224,12058,0.003413429,837090.658,245234543.7
137224,12035,0.008951397,1622411.072,181246683.9
137226,12035,0.015856842,2874000.006,181246683.9
137226,12035,0.004814063,872532.9349,181246683.9
137227,12035,0.000654262,118582.7861,181246683.9
137227,12035,0.03046418,5521531.609,181246683.9
137228,12035,0.000198158,35915.408,181246683.9
137228,12035,0.003039169,550839.3436,181246683.9
137228,12035,0.000868051,157331.3877,181246683.9
137228,12035,0.000367482,66604.95826,181246683.9
137229,12035,0.018798197,3407110.917,181246683.9
137229,12035,7.58322E-05,13744.3331,181246683.9
137229,12035,0.000511599,92725.60983,181246683.9
137229,12035,0.012464669,2259179.963,181246683.9
137230,12035,0.010928315,1980720.766,181246683.9
137230,12035,0.003691308,669037.2897,181246683.9
137231,12034,1.87232E-05,3844.638055,205340937.4
137231,12034,6.41305E-05,13168.62485,205340937.4
137231,12035,0.001402182,254140.8342,181246683.9
137231,12035,0.000665676,120651.6415,181246683.9
137232,12034,0.022929729,4708412.121,205340937.4
137232,12059,0.005462011,1233554.86,225842611.8
137232,12035,0.000519457,94149.8119,181246683.9
137233,12034,0.017408132,3574602.046,205340937.4
137233,12059,0.004132104,933205.1886,225842611.8
137234,12034,0.016412421,3370141.989,205340937.4
137234,12059,0.000396272,89495.06094,225842611.8
137235,12034,0.01982869,4071641.726,205340937.4
137236,12034,0.014651957,3008646.68,205340937.4
137237,12034,0.00025099,51538.62301,205340937.4
137240,12034,0.017538008,3601271.055,205340937.4
