GRIDCODE,EDO_MUN,Fa,USs4ginCELL (m2),USs4ginMUNICIPIO (m2)
183872,29031,0.040955067,4615794.804,112703876.8
183872,29003,0.042759019,3499929.726,81852432.93
183873,29031,0.03841718,4329765.148,112703876.8
183873,29031,0.014600168,1645495.521,112703876.8
183873,29003,0.014731472,1205806.803,81852432.93
183873,29003,0.004920305,402738.9497,81852432.93
183874,29034,0.000963902,372156.3556,386093628.8
183874,29031,0.042969378,4842815.515,112703876.8
183874,29031,0.000387037,43620.60335,112703876.8
183875,29031,0.051812335,5839451.035,112703876.8
183875,29031,0.008165271,920257.6844,112703876.8
183875,29030,0.001486837,124282.4739,83588485.67
183876,29047,0.026640716,363778.4138,13654978.69
183876,29031,0.004296097,484186.7713,112703876.8
183876,29031,0.001385455,156146.1587,112703876.8
183876,29030,0.014549078,1216135.435,83588485.67
183877,29047,0.014972362,204447.2854,13654978.69
183877,29047,0.010354594,141391.7628,13654978.69
183877,29031,0.001568669,176795.0376,112703876.8
183877,29030,0.022620891,1890846.017,83588485.67
183877,29030,2.62261E-05,2192.198345,83588485.67
183878,29030,0.024163668,2019804.428,83588485.67
183878,29030,0.002636188,220355.0037,83588485.67
183879,29030,0.01277692,1068003.424,83588485.67
183879,29030,0.003861883,322808.9148,83588485.67
183879,29030,0.017758373,1484395.543,83588485.67
183879,29030,0.003408987,284952.1015,83588485.67
183880,29030,0.032537633,2719771.458,83588485.67
183880,29030,0.000293176,24506.17738,83588485.67
183880,29030,0.009081475,759106.7157,83588485.67
183880,29030,0.005628785,470501.6453,83588485.67
183881,29030,0.001111315,92893.14858,83588485.67
183881,29030,0.034463105,2880718.749,83588485.67
183881,29030,0.006740931,563464.1854,83588485.67
183881,21083,0.010583736,2468799.551,233263526.2
183882,29030,0.010719993,896067.9989,83588485.67
183882,21083,0.004968882,1159059.023,233263526.2
183882,21083,0.00541651,1263474.112,233263526.2
183883,29004,0.001933229,267555.3088,138398176.9
183883,21083,0.000880005,205272.9665,233263526.2
183883,21083,0.018417215,4296064.423,233263526.2
183884,29004,0.000600796,83149.08118,138398176.9
183884,21083,0.000121415,28321.64731,233263526.2
183884,21094,0.005022972,922679.2674,183691908
183885,21094,0.026300236,4831140.541,183691908
183885,21094,0.000987693,181431.1677,183691908
183886,21094,6.75187E-05,12402.64516,183691908
183886,21094,0.029516743,5421986.927,183691908
183886,21094,0.007760063,1425460.722,183691908
183887,21094,0.009450813,1736037.882,183691908
183887,21094,0.023762855,4365044.189,183691908
183888,21094,0.021620302,3971474.514,183691908
183888,21094,0.011320304,2079448.238,183691908
183888,21094,0.009413859,1729249.734,183691908
183888,21094,0.002895833,531941.1186,183691908
183889,21094,0.022566088,4145207.674,183691908
183889,21094,0.021744841,3994351.385,183691908
183889,21094,0.003829848,703512.1422,183691908
183889,21105,0.004123803,131222.5736,31820766.53
183889,21105,0.000807844,25706.22484,31820766.53
183890,21094,0.012394746,2276814.606,183691908
183890,21094,0.00034467,63313.13765,183691908
183890,21094,0.02264847,4160340.645,183691908
183890,21094,0.011207383,2058705.581,183691908
183890,21105,0.00047584,15141.58307,31820766.53
183890,21105,0.013377567,425684.4476,31820766.53
184860,15124,0.024842034,8543522.277,343913955.9
184861,15124,0.026169336,9000000,343913955.9
184862,15124,0.026169336,9000000,343913955.9
184863,15124,0.026169336,9000000,343913955.9
184864,15124,0.025962142,8928742.906,343913955.9
184864,15074,0.000249809,71257.09432,285246490
184865,15124,0.020410789,7019555.224,343913955.9
184865,15114,0.000100697,31192.48941,309766507.5
184865,15074,0.0008512,242801.868,285246490
184866,15124,0.000738838,254096.7927,343913955.9
184866,15114,0.000243387,75393.23717,309766507.5
184866,15074,0.012183354,3475258.983,285246490
184866,15074,0.008762909,2499588.997,285246490
184867,15074,0.015901202,4535762.193,285246490
184867,15074,0.000908923,259267.2088,285246490
184868,15114,0.008460942,2620916.592,309766507.5
184868,15074,0.018728984,5342377.051,285246490
184869,15114,0.000414557,128416.0126,309766507.5
184869,15074,0.014701275,4193487.129,285246490
184869,15042,0.009725211,2881576.586,296299662
184869,15042,4.59691E-05,13620.61617,296299662
184870,15042,0.010399586,3081393.825,296299662
184870,15042,0.01551222,4596265.513,296299662
184871,15042,0.010936803,3240571.036,296299662
184871,15042,0.013201934,3911728.669,296299662
184871,15042,5.36671E-05,15901.52929,296299662
184872,15042,8.95185E-08,26.52430107,296299662
184872,15042,0.029887097,8855536.664,296299662
184873,15042,0.000379759,112522.3431,296299662
184873,15042,0.025777857,7637970.249,296299662
184873,15042,0.002734963,810368.5807,296299662
184874,15042,0.019821976,5873244.911,296299662
184874,15042,0.000185042,54827.80291,296299662
184874,15042,0.000904392,267971.0327,296299662
184874,15042,0.002234611,662114.3449,296299662
184874,15042,0.00064063,189818.5443,296299662
184874,15042,0.000888285,263198.5664,296299662
184875,15047,0.006899265,1398324.466,202677311.4
184875,15042,0.002947546,873356.9321,296299662
184875,15042,0.017281631,5120541.342,296299662
184875,15042,0.00030185,89437.97374,296299662
184875,15042,0.002492245,738451.2793,296299662
184876,15047,0.014979205,3035944.947,202677311.4
184876,15047,0.019202873,3891986.608,202677311.4
184876,15042,0.001785344,528996.8436,296299662
184876,15042,0.000308803,91498.09745,296299662
184877,15047,0.010926702,2214594.556,202677311.4
184877,15047,0.023779848,4819635.617,202677311.4
184878,15047,0.023505052,4763940.69,202677311.4
184878,15047,0.020253259,4104876.059,202677311.4
184879,15047,0.007125616,1444200.766,202677311.4
184879,15047,0.037279946,7555799.234,202677311.4
184880,15047,0.030689678,6220101.436,202677311.4
184880,15047,0.00440126,892035.6287,202677311.4
184881,15087,0.000386987,48222.44877,124610005.4
184881,15087,0.000898072,111908.7145,124610005.4
184881,15047,0.024010996,4866484.034,202677311.4
184883,15060,0.001992359,187561.6864,94140529.31
184883,15038,0.035777367,974975.2959,27251175.42
184884,15060,0.000294996,27771.05479,94140529.31
184884,15038,0.066270931,1805960.757,27251175.42
184884,15038,0.021178625,577142.4132,27251175.42
184885,15060,0.000420299,39567.17476,94140529.31
184885,15060,0.001754815,165199.2176,94140529.31
184885,15038,0.043736744,1191877.67,27251175.42
184885,15038,0.008799748,239803.4885,27251175.42
184886,15060,0.010286734,968398.5886,94140529.31
184886,15038,0.257723405,7023265.711,27251175.42
184887,15060,0.000416435,39203.42836,94140529.31
184887,15038,0.102593605,2795796.321,27251175.42
184887,15038,0.074478848,2029636.141,27251175.42
184887,15038,0.001359443,37046.42886,27251175.42
184888,15046,0.0759593,1324704.743,17439664.95
184888,15038,0.00317791,86601.77292,27251175.42
184889,15046,0.001543079,26910.77903,17439664.95
184889,15046,0.005968732,104092.6819,17439664.95
184889,15038,0.009666564,263425.2358,27251175.42
184889,15038,0.019392744,528475.0617,27251175.42
184889,15013,0.116188022,1672779.832,14397179.71
184890,15013,0.24959064,3593401.302,14397179.71
184891,15013,0.005436147,78265.18033,14397179.71
184896,09005,0.000228167,192.6338841,844265.4451
184897,09005,0.008655698,7307.706646,844265.4451
184898,15033,0.056895675,640174.1607,11251719.17
184902,15011,0.037722892,1305393.248,34604803
184903,15011,0.256457275,8874653.463,34604803
184904,15099,0.00027878,47580.04082,170672256.9
184904,15030,0.368059085,1884330.709,5119641.885
184904,15011,0.118675804,4106752.823,34604803
184905,15099,0.005859063,999979.4789,170672256.9
184905,15069,0.091552243,287676.0046,3142205.956
184905,15030,0.400223888,2049002.98,5119641.885
184905,15028,0.289531478,5285421.476,18255084.06
184905,15011,0.00096443,33373.90463,34604803
184906,15099,0.031900202,5444479.5,170672256.9
184906,15093,0.014829872,931608.1412,62819703.17
184906,15093,0.004156404,261104.0649,62819703.17
184906,15069,0.714729236,2245826.463,3142205.956
184906,15069,0.004337782,13630.20446,3142205.956
184906,15028,0.005661526,103351.6265,18255084.06
184907,15099,0.022212627,3791079.113,170672256.9
184907,15099,0.005826802,994473.3631,170672256.9
184907,15093,0.02416071,1517768.632,62819703.17
184907,15093,0.006216511,390519.3926,62819703.17
184908,15099,0.001250674,213455.4233,170672256.9
184908,15093,0.000832901,52322.57518,62819703.17
184908,15093,0.021122967,1326938.538,62819703.17
184909,15093,0.008305517,521750.1428,62819703.17
184909,15093,0.022043266,1384751.421,62819703.17
184910,15093,0.068942721,4330961.278,62819703.17
184910,15093,0.018665195,1172541.992,62819703.17
184911,15093,0.002878879,180850.3436,62819703.17
184911,15093,0.008901252,559174.0231,62819703.17
184911,15093,0.004280351,268890.3582,62819703.17
184911,29006,0.004972667,889889.4404,178956173.8
184911,29006,0.002985977,534359.0432,178956173.8
184912,29006,0.005448795,975095.4428,178956173.8
184912,29006,0.001488959,266458.3852,178956173.8
184912,29006,0.000392278,70200.58428,178956173.8
184912,29006,0.003811011,682003.8736,178956173.8
184913,29006,0.001118273,200121.9229,178956173.8
184913,29006,0.001781392,318791.1807,178956173.8
184913,29006,0.00345996,619181.1479,178956173.8
184914,29006,0.02008295,3593967.894,178956173.8
184914,29006,0.02289019,4096340.793,178956173.8
184915,29006,0.046069036,8244338.408,178956173.8
184915,29006,0.00132538,237184.9802,178956173.8
184916,29021,0.004985111,342965.3991,68797951.26
184916,29006,0.048280827,8640152.07,178956173.8
184917,29021,0.052848479,3635867.088,68797951.26
184917,29006,0.000891236,159492.2027,178956173.8
184917,29006,0.029083326,5204640.71,178956173.8
184918,29021,0.004045831,278344.8848,68797951.26
184918,29021,0.093036476,6400718.952,68797951.26
184918,29006,0.001608656,287878.9779,178956173.8
184918,29006,0.011360643,2033057.186,178956173.8
184919,29021,0.030026749,2065778.795,68797951.26
184919,29006,0.030375995,5435971.914,178956173.8
184919,29006,0.000125218,22408.60158,178956173.8
184920,29020,0.002971182,230550.9894,77595722.69
184920,29020,0.021930204,1701690.056,77595722.69
184920,29021,0.019324602,1329493.008,68797951.26
184920,29006,0.000441466,79003.15017,178956173.8
184920,29006,0.00161454,288931.9083,178956173.8
184920,29006,0.010031793,1795251.22,178956173.8
184921,29020,0.025368724,1968504.47,77595722.69
184921,29020,0.001595708,123820.1281,77595722.69
184921,29020,0.000116704,9055.714044,77595722.69
184921,29020,0.0047454,368222.7564,77595722.69
184921,29014,0.0034486,488818.395,141744015.9
184922,29020,0.025487289,1977704.6,77595722.69
184922,29020,0.000406979,31579.80629,77595722.69
184922,29014,0.009205527,1304828.344,141744015.9
184922,29014,0.030139452,4272087.017,141744015.9
184923,29014,0.051424536,7289120.273,141744015.9
184923,29014,0.010650085,1509585.802,141744015.9
184924,29034,0.000156093,60266.48027,386093628.8
184924,29014,0.063007007,8930866.17,141744015.9
184925,29034,0.010030724,3872798.746,386093628.8
184925,29014,0.027846112,3947019.761,141744015.9
184925,29011,0.033073718,1180181.493,35683363.34
184926,29055,9.10569E-05,2465.618007,27077773.69
184926,29034,0.012776507,4932928.072,386093628.8
184926,29011,0.113907601,4064606.31,35683363.34
184927,29034,0.007936996,3064423.762,386093628.8
184927,29034,0.002943328,1136400.072,386093628.8
184927,29011,0.089493399,3193425.487,35683363.34
184927,29003,0.011141612,911968.087,81852432.93
184927,29003,0.006546965,535885.0298,81852432.93
184928,29011,0.011429805,407853.8767,35683363.34
184928,29003,0.055539755,4546064.103,81852432.93
184928,29003,0.031462817,2575308.156,81852432.93
184928,29003,0.016788085,1374145.615,81852432.93
184929,29003,0.086094038,7047006.435,81852432.93
184929,29003,0.004010355,328257.3402,81852432.93
184930,29003,0.10298366,8429463.109,81852432.93
184931,29034,0.000773104,298490.412,386093628.8
184931,29003,0.091350961,7477298.409,81852432.93
184932,29034,0.008859348,3420537.782,386093628.8
184932,29034,0.000112684,43506.71666,386093628.8
184932,29031,5.29727E-05,5970.224804,112703876.8
184932,29031,0.000637555,71854.93618,112703876.8
184932,29003,0.019837398,1623739.329,81852432.93
184932,29003,0.007840153,641735.5725,81852432.93
184933,29034,0.01312435,5067227.967,386093628.8
184933,29034,0.000462514,178573.8081,386093628.8
184933,29031,0.00592019,667228.4081,112703876.8
184934,29034,0.000639259,246813.8596,386093628.8
184934,29031,0.002776593,312932.7489,112703876.8
184934,29031,0.057776588,6511645.472,112703876.8
184935,29047,0.029887892,408118.5238,13654978.69
184935,29047,0.019309964,263677.1531,13654978.69
184935,29047,0.001344222,18355.32157,13654978.69
184935,29034,0.000186776,72113.20008,386093628.8
184935,29034,0.000515973,199213.8444,386093628.8
184935,29031,0.004411418,497183.9635,112703876.8
184935,29031,0.005007999,564420.8805,112703876.8
184935,29031,0.046376908,5226857.31,112703876.8
184936,29047,0.023090682,315302.7687,13654978.69
184936,29047,0.253434675,3460645.088,13654978.69
184936,29047,0.167099308,2281737.484,13654978.69
184936,29047,0.02908427,397145.0845,13654978.69
184936,29034,0.000407981,157518.9765,386093628.8
184936,29034,3.06606E-05,11837.84886,386093628.8
184936,29031,4.07031E-05,4587.393573,112703876.8
184936,29030,1.46342E-05,1223.253928,83588485.67
184936,29030,0.000375445,31382.90018,83588485.67
184937,29047,0.016330171,222988.1362,13654978.69
184937,29047,0.045445715,620560.2736,13654978.69
184937,29030,0.019573331,1636105.135,83588485.67
184937,29030,0.000120088,10037.9893,83588485.67
184937,29030,0.019729495,1649158.587,83588485.67
184938,29046,0.079312918,1659844.448,20927794.59
184938,29030,0.009597194,802214.9104,83588485.67
184938,29030,0.010953618,915596.3099,83588485.67
184939,29046,0.007561005,158235.1595,20927794.59
184939,29030,0.002377037,198692.9294,83588485.67
184939,29030,0.070267847,5873582.92,83588485.67
184940,29030,0.004480961,374556.7458,83588485.67
184940,29030,0.030172273,2522054.592,83588485.67
184940,29030,0.000150893,12612.87574,83588485.67
184940,21083,0.00858607,2002817.051,233263526.2
184940,21083,0.003998997,932820.2075,233263526.2
184940,21083,0.001481474,345573.9219,233263526.2
184941,21083,0.024874953,5802419.22,233263526.2
184942,21083,0.005419801,1264241.934,233263526.2
184942,21083,0.015132928,3529960.174,233263526.2
184943,21083,0.015470514,3608706.549,233263526.2
184943,21083,0.001143438,266722.487,233263526.2
184943,21094,0.002532692,465235.034,183691908
184943,21094,0.006086002,1117949.354,183691908
184943,21094,0.004075284,748596.7716,183691908
184944,21083,0.001026142,239361.4586,233263526.2
184944,21094,0.010280319,1888411.324,183691908
184944,21094,0.01061299,1949520.369,183691908
184944,21094,9.54361E-06,1753.08432,183691908
184944,21094,0.014242357,2616205.642,183691908
184945,21083,0.000196637,45868.34414,233263526.2
184945,21083,0.002099395,489712.3697,233263526.2
184945,21094,0.000946362,173839.0849,183691908
184945,21094,0.001483109,272435.0564,183691908
184945,21094,0.00179231,329232.827,183691908
184945,21094,0.008839684,1623778.448,183691908
184945,21094,1.05896E-06,194.5215062,183691908
184945,21105,3.84788E-05,1224.424167,31820766.53
184946,21094,0.000328474,60338.10447,183691908
184946,21094,0.000535475,98362.46105,183691908
184946,21094,9.03857E-05,16603.11585,183691908
184946,21094,0.006086398,1118022.073,183691908
184946,21094,0.001700781,312419.6597,183691908
184946,21105,0.005288755,168292.2243,31820766.53
184946,21105,0.008815114,280503.6778,31820766.53
184946,21105,0.007073881,225096.319,31820766.53
184947,21094,0.009184897,1687191.276,183691908
184947,21094,0.004018776,738216.6576,183691908
184947,21094,0.011041856,2028299.572,183691908
184947,21094,0.001740968,319801.7495,183691908
184947,21094,0.003981594,731386.6692,183691908
184947,21105,0.000451631,14371.25491,31820766.53
184947,21105,0.010806776,343879.8915,31820766.53
184947,21105,2.81198E-05,894.7939325,31820766.53
184948,21094,0.00966376,1775154.553,183691908
184948,21094,7.89151E-05,14496.05844,183691908
184948,21094,0.005899111,1083618.924,183691908
184948,21105,0.123473381,3929017.641,31820766.53
184948,21105,0.011528802,366855.3144,31820766.53
184948,21105,0.000359315,11433.67752,31820766.53
184949,21044,0.009609247,2087272.993,217215039.2
184949,21044,0.013380859,2906523.843,217215039.2
184949,21044,0.002713056,589316.5242,217215039.2
184949,21094,7.31942E-05,13445.18766,183691908
184949,21094,0.0060446,1110344.122,183691908
184949,21094,0.001847744,339415.6165,183691908
184949,21105,0.027331492,869709.0164,31820766.53
184949,21105,0.000644709,20515.14182,31820766.53
184949,21105,0.012746373,405599.3648,31820766.53
185919,15124,0.021722538,7470683.81,343913955.9
185920,15124,0.026169336,9000000,343913955.9
185921,15124,0.022257335,7654608.061,343913955.9
185922,15124,0.023286985,8008719.081,343913955.9
185922,15074,0.001862143,531169.7636,285246490
185923,15124,0.006884449,2367658.161,343913955.9
185923,15074,0.023251265,6632341.839,285246490
185924,15124,0.000378452,130154.8098,343913955.9
185924,15074,0.028089249,8012359.642,285246490
185925,15074,0.026192741,7471387.505,285246490
185925,15074,0.005197625,1482604.252,285246490
185926,15074,0.016541886,4718515.035,285246490
185926,15074,0.005095317,1453421.244,285246490
185927,15074,0.020103317,5734400.504,285246490
185928,15074,0.011512546,3283913.2,285246490
185928,15074,0.000485678,138537.9063,285246490
185928,15042,0.001782814,528247.2697,296299662
185928,15042,0.002158937,639692.1975,296299662
185929,15074,0.001335638,380986.0267,285246490
185929,15074,8.03969E-05,22932.92363,285246490
185929,15042,0.012642867,3746077.319,296299662
185929,15042,0.010948206,3243949.746,296299662
185929,15042,0.004592166,1360657.153,296299662
185930,15042,0.000948745,281112.8771,296299662
185930,15042,0.028558546,8461887.461,296299662
185930,15042,0.000867364,256999.6623,296299662
185931,15042,0.02659915,7881319.1,296299662
185931,15042,0.00348163,1031605.731,296299662
185932,15042,0.019384044,5743485.783,296299662
185932,15042,0.008657631,2565253.098,296299662
185933,15042,0.020718683,6138938.786,296299662
185933,15042,0.003069493,909489.7545,296299662
185933,15042,0.000156727,46438.26572,296299662
185934,15047,0.003915588,793600.8672,202677311.4
185934,15042,0.026035164,7714210.268,296299662
185934,15042,0.001147211,339918.3019,296299662
185935,15047,0.035944616,7285158.143,202677311.4
185935,15047,5.63275E-05,11416.30204,202677311.4
185935,15042,0.000409077,121209.3758,296299662
185936,15047,0.04072011,8253042.395,202677311.4
185936,15047,0.001706293,345826.8981,202677311.4
185937,15047,0.027317398,5536616.841,202677311.4
185937,15047,0.001180385,239237.2807,202677311.4
185937,15047,0.014966068,3033282.42,202677311.4
185937,15047,0.000941711,190863.4581,202677311.4
185938,15047,1.07069E-05,2170.053508,202677311.4
185938,15047,0.021775495,4413398.705,202677311.4
185938,15047,0.018659558,3781868.964,202677311.4
185938,15047,0.00388485,787371.0207,202677311.4
185939,15047,0.03389652,6870055.448,202677311.4
185939,15047,0.001066835,216223.2775,202677311.4
185940,15047,0.013002229,2635256.805,202677311.4
185942,15060,0.003168079,298244.6635,94140529.31
185944,15060,0.000116705,10986.65136,94140529.31
185944,15060,0.004443407,418304.7212,94140529.31
185945,15060,0.00016909,15918.2467,94140529.31
185945,15060,0.009593376,903125.448,94140529.31
185945,15060,0.002346834,220932.1928,94140529.31
185945,15060,0.019948915,1878001.445,94140529.31
185945,15038,8.31794E-05,2266.735502,27251175.42
185946,15060,0.008127058,765085.5367,94140529.31
185946,15060,0.006774274,637733.7063,94140529.31
185946,15060,0.009874978,929635.6692,94140529.31
185946,15060,0.012655261,1191372.98,94140529.31
185946,15038,0.024136939,657759.9619,27251175.42
185946,15038,0.002094922,57089.09126,27251175.42
185948,15060,0.010385521,977698.4127,94140529.31
185948,15060,0.001890069,177932.0587,94140529.31
185948,15038,0.001450889,39538.42655,27251175.42
185948,15038,0.03304015,900382.9138,27251175.42
185948,15013,0.085218772,1226909.977,14397179.71
185948,15013,0.000810044,11662.34852,14397179.71
185949,15060,0.024178909,2276215.287,94140529.31
185949,15013,0.432892596,6232432.503,14397179.71
185950,15060,0.015184968,1429520.946,94140529.31
185950,15013,0.022326476,321438.2871,14397179.71
185952,15121,0.001749312,63548.52428,36327729.98
185952,15013,0.001016567,14635.70259,14397179.71
185953,15121,8.39462E-05,3049.574005,36327729.98
185954,15109,0.026036406,638461.2924,24521867.47
185955,09005,0.096769165,81698.86182,844265.4451
185956,09005,0.89434697,755066.2427,844265.4451
185961,15011,0.095233809,3295547.184,34604803
185962,15100,0.090990057,1388103.697,15255553.71
185962,15011,0.219966468,7611896.303,34604803
185963,15100,0.178957579,2730096.958,15255553.71
185963,15100,0.020955752,319691.6052,15255553.71
185963,15030,0.147792403,756644.1772,5119641.885
185963,15028,0.175976387,3212463.744,18255084.06
185963,15028,0.004544668,82963.30392,18255084.06
185963,15011,0.054851114,1898112.01,34604803
185964,15093,0.001083866,68088.14952,62819703.17
185964,15069,0.036885309,115901.2368,3142205.956
185964,15030,0.067254988,344321.4516,5119641.885
185964,15028,0.247691276,4521625.066,18255084.06
185964,15028,0.027203137,496595.5613,18255084.06
185964,15028,0.0756881,1381692.627,18255084.06
185964,15028,0.036507551,666448.4096,18255084.06
185965,15093,0.034659548,2177302.539,62819703.17
185965,15093,0.023538806,1478700.803,62819703.17
185965,15093,0.047504499,2984218.508,62819703.17
185965,15093,0.011572963,727010.0746,62819703.17
185965,15069,0.119564452,375696.1317,3142205.956
185965,15069,0.032930978,103475.9157,3142205.956
185965,15028,0.003083552,56290.50546,18255084.06
185965,15028,0.025978293,474235.928,18255084.06
185966,15093,0.011750311,738151.0673,62819703.17
185966,15093,0.070408129,4423017.766,62819703.17
185966,15093,0.029795626,1871752.382,62819703.17
185967,15093,0.092274507,5796657.111,62819703.17
185968,15093,0.005514542,346421.9147,62819703.17
185969,15093,0.001893096,118923.7391,62819703.17
185969,15093,0.009828652,617433.0238,62819703.17
185970,15093,0.04167598,2618072.715,62819703.17
185970,15093,0.012689808,797169.9598,62819703.17
185970,29006,0.004060113,726582.2034,178956173.8
185971,15093,0.002720935,170928.2991,62819703.17
185971,29006,0.008312902,1487645.067,178956173.8
185971,29006,0.003068035,549043.8253,178956173.8
185971,29006,0.009738382,1742743.604,178956173.8
185971,29006,9.93581E-05,17780.74262,178956173.8
185971,29006,0.000204903,36668.63923,178956173.8
185972,29006,0.031904878,5709574.94,178956173.8
185972,29006,0.001216091,217626.9744,178956173.8
185972,29006,0.010530024,1884412.722,178956173.8
185973,29006,0.036271775,6491057.985,178956173.8
185973,29006,0.006680275,1195476.471,178956173.8
185974,29006,0.049302958,8823068.738,178956173.8
185975,29006,9.27556E-06,1659.918478,178956173.8
185975,29006,0.043975452,7869678.559,178956173.8
185976,29006,0.02772375,4961336.253,178956173.8
185976,29006,0.022567893,4038663.747,178956173.8
185977,29021,0.004361657,300073.0443,68797951.26
185977,29021,0.001801006,123905.5362,68797951.26
185977,29006,0.023375375,4183167.656,178956173.8
185977,29006,0.024547093,4392853.764,178956173.8
185978,29020,0.000181762,14103.96937,77595722.69
185978,29020,0.003204396,248647.3923,77595722.69
185978,29020,0.004929294,382492.1563,77595722.69
185978,29006,0.0021416,383252.463,178956173.8
185978,29006,0.034402311,6156505.942,178956173.8
185978,29006,0.000187865,33619.53728,178956173.8
185978,29006,0.001840409,329352.6096,178956173.8
185979,29020,0.043646096,3386750.348,77595722.69
185979,29020,3.11639E-06,241.8188705,77595722.69
185979,29020,0.008561551,664339.713,77595722.69
185979,29020,8.41174E-05,6527.146722,77595722.69
185979,29006,0.003444966,616497.8513,178956173.8
185979,29006,0.000413152,73936.12083,178956173.8
185979,29006,0.023614636,4225984.957,178956173.8
185980,29020,0.110486104,8573249.117,77595722.69
185980,29045,0.011702848,287488.403,24565678.51
185981,29020,0.054962359,4264843.934,77595722.69
185981,29045,0.036411908,894483.2305,24565678.51
185981,29014,0.026773807,3795026.962,141744015.9
185981,29014,0.00032203,45645.87311,141744015.9
185982,29045,0.003035604,74571.67883,24565678.51
185982,29034,0.00481072,1857388.282,386093628.8
185982,29014,0.049864821,7068040.039,141744015.9
185983,29034,0.009098694,3512947.786,386093628.8
185983,29014,0.038021979,5389388.006,141744015.9
185984,29034,0.022253922,8592097.653,386093628.8
185984,29014,0.000143313,20313.74642,141744015.9
185985,29034,0.022410434,8652525.943,386093628.8
185985,29034,0.000761297,293931.9398,386093628.8
185986,29034,0.005292324,2043332.729,386093628.8
185986,29034,0.008810321,3401608.822,386093628.8
185986,29003,0.029807042,2439778.945,81852432.93
185987,29003,0.021506277,1760341.115,81852432.93
185987,29003,0.052015983,4257634.722,81852432.93
185988,29003,0.041442105,3392137.095,81852432.93
185988,29003,0.002761252,226015.1687,81852432.93
185989,29034,0.003716363,1434863.999,386093628.8
185989,29003,0.035264262,2886465.626,81852432.93
185990,29034,0.015065108,5816542.03,386093628.8
185990,29003,0.011289103,924040.5386,81852432.93
185991,29034,0.014900995,5753179.163,386093628.8
185992,29034,0.004589485,1771970.896,386093628.8
185992,29034,0.005397128,2083796.694,386093628.8
185993,29034,0.000746233,288115.9871,386093628.8
185993,29034,0.003549248,1370342.045,386093628.8
185993,29034,0.001852047,715063.425,386093628.8
185993,29031,0.020400986,2299270.222,112703876.8
185993,29031,0.018997584,2141101.398,112703876.8
185994,29034,0.014068034,5431578.364,386093628.8
185994,29034,0.006447605,2489379.35,386093628.8
185994,29031,0.006442415,726085.184,112703876.8
185994,29031,0.003131721,352957.1018,112703876.8
185995,29047,0.010718307,146358.2497,13654978.69
185995,29047,0.163515815,2232804.965,13654978.69
185995,29034,0.001335202,515513.1658,386093628.8
185995,29034,0.003839003,1482214.45,386093628.8
185995,29034,0.000432149,166850.0863,386093628.8
185996,29047,0.188689909,2576556.693,13654978.69
185996,29046,0.041082431,859764.6686,20927794.59
185996,29046,0.021333103,446454.8052,20927794.59
185996,29030,0.004834213,404084.5132,83588485.67
185997,29047,8.13978E-05,1111.484838,13654978.69
185997,29046,0.23969458,5016278.927,20927794.59
185997,29030,1.04848E-06,87.64115631,83588485.67
185998,29046,0.225873235,4727028.665,20927794.59
185998,29046,0.006516921,136384.7907,20927794.59
185998,29030,0.000631431,52780.35696,83588485.67
185999,29046,0.034228062,716317.8543,20927794.59
185999,29046,0.123835303,2591599.788,20927794.59
185999,29030,0.001583867,132393.038,83588485.67
185999,21083,0.004797899,1119174.874,233263526.2
185999,21083,0.002989434,697326.0192,233263526.2
186000,21083,0.000338429,78943.04646,233263526.2
186000,21083,0.002682239,625668.4434,233263526.2
186001,21083,0.006322688,1474852.52,233263526.2
186001,21083,0.002171092,506436.5095,233263526.2
186002,21083,0.025264794,5893354.925,233263526.2
186003,21083,0.005464863,1274753.234,233263526.2
186003,21083,0.016096964,3754834.575,233263526.2
186003,21083,0.004210889,982246.8629,233263526.2
186003,21094,0.000430657,79108.23175,183691908
186003,21094,0.002975662,546605.0133,183691908
186004,21083,0.01698192,3961262.655,233263526.2
186004,21083,0.001145009,267088.9018,233263526.2
186004,21094,0.000194571,35741.0688,183691908
186004,21094,0.000132825,24398.91858,183691908
186004,21105,0.000800769,25481.07492,31820766.53
186005,21083,0.000180075,42004.93521,233263526.2
186005,21105,0.087665821,2789593.625,31820766.53
186005,21105,0.010654481,339033.7427,31820766.53
186006,21094,5.75216E-05,10566.2482,183691908
186006,21105,0.180011847,5728114.968,31820766.53
186007,21105,0.127840409,4067979.792,31820766.53
186007,21105,0.115988125,3690831.041,31820766.53
186008,21044,0.009530311,2070126.967,217215039.2
186008,21044,0.000474572,103084.1046,217215039.2
186008,21105,0.064140371,2040995.767,31820766.53
186978,15124,0.016793244,5775430.84,343913955.9
186979,15124,0.025850983,8890513.872,343913955.9
186980,15124,0.025838811,8886327.811,343913955.9
186981,15124,0.024055274,8272944.541,343913955.9
186981,15074,0.001855847,529373.7088,285246490
186982,15124,7.87963E-05,27099.16354,343913955.9
186982,15074,0.02643812,7541380.977,285246490
186983,15074,0.027646316,7886014.65,285246490
186984,15074,0.013431629,3831325.103,285246490
186985,15074,0.01445876,4124310.407,285246490
186986,15074,0.010256743,2925699.937,285246490
186986,15074,0.000605866,172821.2131,285246490
186987,15074,0.010756772,3068331.526,285246490
186987,15074,0.018629582,5314022.976,285246490
186988,15074,0.000130315,37171.83779,285246490
