GRIDCODE,ID,furb,frural,fpob, PobUrb, PobR, puT,prT, PobT
0			fraction
166902,15050, 0.3276790, 0.1236603, 0.3171469,  7302,   150,  22284,   1213,  23497
166903,15050, 0.4426943, 0.3990107, 0.4404392,  9865,   484,  22284,   1213,  23497
166904,15050, 0.0004039, 0.1714757, 0.0092352,     9,   208,  22284,   1213,  23497
166905,15009, 0.0000000, 0.0037831, 0.0008054,     0,    39,  38112,  10309,  48421
166906,15009, 0.0000000, 0.4566883, 0.0972305,     0,  4708,  38112,  10309,  48421
166907,15015, 0.0000000, 0.1609152, 0.0155081,     0,   429,  24997,   2666,  27663
166907,15009, 0.0719458, 0.0091182, 0.0585696,  2742,    94,  38112,  10309,  48421
166908,15015, 0.0000000, 0.0498875, 0.0048079,     0,   133,  24997,   2666,  27663
166915,21138, 0.2076596, 0.0990099, 0.2056231,  2196,    20,  10575,    202,  10777
166916,21102, 0.0000000, 0.0708502, 0.0029140,     0,    35,  11517,    494,  12011
166916,21138, 0.7609456, 0.9009901, 0.7635706,  8047,   182,  10575,    202,  10777
166917,21102, 0.0000000, 0.2165992, 0.0089085,     0,   107,  11517,    494,  12011
166919,21026, 0.0000000, 0.0560816, 0.0056082,     0,    77,  12357,   1373,  13730
166920,21140, 0.0135595, 0.0065789, 0.0135067,  1621,     6, 119547,    912, 120459
166921,21140, 0.0198081, 0.0109649, 0.0197412,  2368,    10, 119547,    912, 120459
166922,21140, 0.2452090, 0.2664474, 0.2453698, 29314,   243, 119547,    912, 120459
166923,21041, 0.0287752, 0.6071429, 0.0733769,  2102,  3706,  73049,   6104,  79153
166929,21114, 0.0408667, 0.0025378, 0.0400722, 61623,    81,1507901,  31918,1539819
166930,21114, 0.0005186, 0.0707438, 0.0019743,   782,  2258,1507901,  31918,1539819
166931,21015, 0.0135010, 0.0749633, 0.0159859,  1308,   306,  96882,   4082, 100964
166933,21001, 0.0499902, 0.0044823, 0.0466257,  2794,    20,  55891,   4462,  60353
166934,21001, 0.0731066, 0.0295831, 0.0698888,  4086,   132,  55891,   4462,  60353
166934,21163, 0.5350326, 0.0368421, 0.5292166,  8606,     7,  16085,    190,  16275
166935,21001, 0.0769712, 0.0033617, 0.0715292,  4302,    15,  55891,   4462,  60353
166935,21163, 0.0513522, 0.3210526, 0.0545008,   826,    61,  16085,    190,  16275
166936,21164, 0.0000000, 0.0004265, 0.0001339,     0,    10,  51259,  23449,  74708
166936,21001, 0.0431196, 0.4078888, 0.0700876,  2410,  1820,  55891,   4462,  60353
166937,21001, 0.0003399, 0.0143433, 0.0013752,    19,    64,  55891,   4462,  60353
166938,21164, 0.0000000, 0.1380016, 0.0433153,     0,  3236,  51259,  23449,  74708
166939,21164, 0.0000000, 0.0975308, 0.0306125,     0,  2287,  51259,  23449,  74708
166940,21004, 0.0000000, 0.0012880, 0.0002304,     0,    12,  42761,   9317,  52078
166940,21164, 0.0000000, 0.0393620, 0.0123548,     0,   923,  51259,  23449,  74708
166942,21004, 0.0008419, 0.0010733, 0.0008833,    36,    10,  42761,   9317,  52078
166943,21004, 0.1580412, 0.0128797, 0.1320711,  6758,   120,  42761,   9317,  52078
166944,21065, 0.0000000, 0.0040184, 0.0003676,     0,     7,  17298,   1742,  19040
166944,21004, 0.0000000, 0.0023613, 0.0004224,     0,    22,  42761,   9317,  52078
167916,15110, 0.0000000, 0.0001311, 0.0000649,     0,     4,  31097,  30502,  61599
167917,15110, 0.0000000, 0.0185562, 0.0091885,     0,   566,  31097,  30502,  61599
167918,15110, 0.0000000, 0.0177365, 0.0087826,     0,   541,  31097,  30502,  61599
167919,15110, 0.0000000, 0.0049177, 0.0024351,     0,   150,  31097,  30502,  61599
167920,15110, 0.0000000, 0.0476690, 0.0236043,     0,  1454,  31097,  30502,  61599
167921,15110, 0.0000000, 0.0105895, 0.0052436,     0,   323,  31097,  30502,  61599
167922,15110, 0.0000000, 0.0131795, 0.0065261,     0,   402,  31097,  30502,  61599
167923,15110, 0.0000000, 0.0075077, 0.0037176,     0,   229,  31097,  30502,  61599
167924,15086, 0.0000000, 0.0703102, 0.0648920,     0,  2133,   2533,  30337,  32870
167925,15086, 0.0000000, 0.0261397, 0.0241253,     0,   793,   2533,  30337,  32870
167934,15018, 0.0011456, 0.0973157, 0.0330619,    36,  1519,  31424,  15609,  47033
167936,15090, 0.0431519, 0.1761999, 0.0691079,  2708,  2680,  62755,  15210,  77965
167936,15018, 0.0000000, 0.0007047, 0.0002339,     0,    11,  31424,  15609,  47033
167936,15072, 0.0000000, 0.0004810, 0.0001569,     0,     2,   8590,   4158,  12748
167937,15072, 0.0739232, 0.9867725, 0.3716661,   635,  4103,   8590,   4158,  12748
167938,15090, 0.0424827, 0.0055227, 0.0352722,  2666,    84,  62755,  15210,  77965
167939,15049, 0.1415504, 0.0639961, 0.1168224,  1238,   262,   8746,   4094,  12840
167939,15098, 0.1488211, 0.6803279, 0.1995696,   688,   332,   4623,    488,   5111
167940,15098, 0.8511789, 0.2028688, 0.7892780,  3935,    99,   4623,    488,   5111
167940,15101, 0.0000000, 0.0850340, 0.0297105,     0,  2100,  45986,  24696,  70682
167941,15101, 0.0000000, 0.0301668, 0.0105402,     0,   745,  45986,  24696,  70682
167942,15101, 0.0704997, 0.1855361, 0.1106930,  3242,  4582,  45986,  24696,  70682
167943,15101, 0.0000000, 0.1335844, 0.0466738,     0,  3299,  45986,  24696,  70682
167947,15043, 0.0000000, 0.0170868, 0.0075191,     0,   202,  15043,  11822,  26865
167950,9012 , 0.0000000, 0.0006654, 0.0000092,     0,     6, 641550,   9017, 650567
167961,15050, 0.1639742, 0.2728772, 0.1695961,  3654,   331,  22284,   1213,  23497
167962,15050, 0.0652486, 0.0329761, 0.0635826,  1454,    40,  22284,   1213,  23497
167963,15017, 0.0000000, 0.0007726, 0.0004513,     0,     4,   3687,   5177,   8864
167964,15017, 0.5104421, 0.3391926, 0.4104242,  1882,  1756,   3687,   5177,   8864
167965,15009, 0.3972502, 0.0269667, 0.3184156, 15140,   278,  38112,  10309,  48421
167965,15017, 0.0000000, 0.1085571, 0.0634025,     0,   562,   3687,   5177,   8864
167966,15009, 0.0647565, 0.0198855, 0.0552033,  2468,   205,  38112,  10309,  48421
167967,15009, 0.0000000, 0.0042681, 0.0009087,     0,    44,  38112,  10309,  48421
