GRIDCODE	CVEENTMUN	Fv
178540	9010	0.000356729
178540	9016	0.007048466
178540	9010	0.003668549
178540	9010	0.005081016
178540	9014	0.01500934
178540	9014	0.003785958
178540	9014	0.03372407
178540	9016	0.012862944
178540	9010	0.028003791
178540	9016	0.017941328
178540	9016	0.049934899
178540	9010	0.001511081
178540	9016	0.021422907
178540	9010	0.000996896
178540	9016	0.015246252
178540	9016	0.019753755
178540	9010	0.000722297
178540	9016	0.005586599
178540	9010	0.008521184
178540	9016	0.004013661
178540	9010	0.000656468
178540	9016	0.014663109
178540	9016	0.005942251
178540	9016	0.01288369
178541	9014	0.019418463
178541	9014	0.030841348
178541	9016	0.001773637
178541	9014	0.03669344
178541	9014	0.034007586
178541	9014	0.043250627
178541	9016	0.000153221
178541	9016	0.013520558
178541	9016	0.00064985
178541	9016	0.015118576
178541	9014	0.001199044
178541	9016	0.053959766
178541	9014	0.007787369
178541	9016	0.044305822
178541	9016	0.001947165
178541	9014	0.00014905
178541	9014	8.74019E-05
178541	9014	0.000168344
178541	9016	0.000953622
178541	9014	0.000810247
178541	9015	0.022257768
178541	9014	0.03706014
178541	9014	0.019841481
178541	9014	0.042199474
178542	9014	0.026873587
178542	9014	0.021927634
178542	9014	0.028284846
178542	9014	0.047885415
178542	9014	0.023199515
178542	9014	0.039849597
178542	9015	0.001477756
178542	9006	0.020208656
178542	9014	0.01580138
178542	9006	0.031638906
178542	9014	0.032209006
178542	9014	0.023114038
178542	9015	0.002058698
178542	9014	0.000722632
178542	9015	0.007799344
178542	9015	0.019905743
178542	9006	0.010889932
178543	9006	0.005225258
178543	9007	0.004883388
178543	9006	0.042745477
178543	9007	0.002330304
178543	9006	0.093676568
178543	9006	0.133602064
178543	9017	7.55014E-05
178543	9007	0.00295795
178543	9007	0.003033793
178543	9006	0.079650957
178543	9007	0.000314053
178543	9006	0.058363446
178543	9017	0.007887767
178544	9007	0.002486247
178544	9007	0.007255985
178544	9006	0.062403514
178544	9006	0.095263594
178544	9007	0.022552627
178544	9006	0.001488856
178545	9007	0.037359803
178545	9006	0.071703619
178545	9007	0.000738497
178545	9007	0.004688013
178545	9007	0.032618486
178545	15058	0.01788652
178546	9007	0.04035372
178546	15058	0.11804593
178547	15058	0.128225494
178548	15058	0.028767738
178548	15070	0.001241534
178548	15031	0.216355286
178549	15070	0.070756156
178549	15070	0.087219985
178549	15031	0.053255892
178549	15029	0.079480291
178551	15029	0.10738747
178552	15039	0.014009001
178552	15039	0.016169672
178552	15029	0.079062916
178565	29015	0.039061078
178565	29012	0.02138519
178566	29015	0.042889258
178566	29015	0.005532775
178566	29015	0.010470927
178566	29015	0.006388758
178568	29015	0.049142257
178569	29015	0.052261902
178572	29024	0.069498596
178572	29024	0.084283512
178572	29024	0.024538659
178572	29024	0.023046507
178573	29024	0.01031643
178575	29043	0.045531136
178575	29002	0.207061346
178576	29043	0.069765065
178576	29005	0.000924181
178576	29026	0.004047545
178576	29043	0.179025093
178577	29026	0.024580333
178577	29005	0.07094978
178577	29026	0.082562505
178577	29026	0.114336976
178577	29026	0.003824484
178577	29026	0.033348784
178577	29026	0.100470765
178577	29026	0.04413354
178577	29026	0.017611426
178577	29026	0.011512661
178577	29026	0.006187641
178578	29026	0.04442632
178578	29009	0.1065441
178578	29038	0.063374814
178578	29009	0.119132071
178578	29038	0.050501137
178578	29038	0.047939013
178579	29038	0.009449842
178579	29009	0.160263381
178579	29038	0.106665446
178579	29009	0.005230323
178579	29009	0.078992159
178579	29038	0.09861555
178580	29039	0.014009003
178581	29039	0.014242882
178581	29038	0.012634991
178581	29038	0.001872824
178581	29013	0.030838479
178581	29039	0.008071693
178581	29038	0.034068744
178581	29052	0.011993637
178581	29038	0.080580831
178581	29013	0.005366103
178581	29039	0.015502763
178581	29035	0.140311391
178582	29013	0.032463993
178583	29013	0.012391832
178583	29013	0.001619164
178584	29013	0.038001984
178585	29013	0.025054338
178585	29013	0.013874077
178585	29013	0.001775655
178588	29013	0.007652576
178588	29013	0.002902642
178588	29013	0.016821145
178588	29008	0.0428188
178588	29004	0.083379082
178595	21108	0.118916215
178595	21108	0.020420235
178595	29007	0.10179451
179565	15111	0.08476214
179570	15114	0.008355641
179571	15114	0.048997562
179571	15114	0.058725456
179572	15114	0.010736181
179573	15114	0.053176264
179573	15114	0.026986271
179574	15114	0.005370615
179574	15114	0.006225498
179575	15114	0.031690563
179575	15114	0.049984708
179576	15005	0.001087566
179576	15114	0.036098459
179576	15005	0.000642163
179580	15005	0.032139948
179581	15005	0.009877172
179581	15106	0.000165441
179581	15005	0.00677009
179581	15106	0.003612017
179581	15005	0.007506103
179581	15106	0.002121051
179581	15005	0.021131905
179581	15005	0.058118631
179581	15005	0.009931672
179582	15106	0.006282126
179582	15106	0.018258492
179582	15106	0.001294304
179583	15106	0.013746736
179584	15087	0.014378845
179585	15087	0.032336047
179585	15087	0.002988605
179585	15087	0.038390934
179585	15087	0.002093655
179586	15087	0.003197411
179586	15067	0.092102299
179586	15067	0.025356134
179586	15067	0.010883761
179587	15115	0.007425862
179587	15067	0.044517532
179587	15067	0.062338081
179587	15067	0.08367672
179588	15115	0.055117683
179588	15115	0.016446794
179588	15115	0.003924957
179588	15115	0.176377981
179588	15067	0.041501112
179589	15115	0.052719657
179589	15115	0.220065418
179589	15067	0.00446682
179590	15115	0.052504539
179590	15051	0.036570501
179591	15051	0.047308272
179592	15057	0.010151263
179592	15051	0.022047868
179592	15037	0.018462592
179592	15037	0.001460256
179592	15057	0.021999481
179593	15037	0.006032886
179593	15057	0.006076316
179593	15037	0.040649749
179593	15057	0.009715043
179593	15037	0.004400069
179594	15057	0.021662093
179594	15037	0.009999672
179594	15057	0.000562051
179594	15037	0.008642498
179594	15057	0.00149457
179594	15037	0.02843766
179595	15037	0.011258555
179595	15057	0.023345803
179595	15037	0.013046165
179595	15037	0.003629493
179595	15037	0.015210015
179596	15037	0.000610158
179596	15037	0.030523988
179596	15037	0.015399916
179596	15037	0.008037428
179596	15037	0.007633942
179596	15037	0.000907698
179596	15037	0.026357728
179596	15057	0.007545333
179596	15037	0.015470586
179598	9016	0.116398417
179599	9016	0.016622898
179599	9016	0.012755213
179599	9016	0.023752329
179599	9016	0.003331776
179599	9016	0.013901882
179599	9016	0.076302838
179599	9016	0.038370071
179599	9016	0.027433614
179599	9016	0.003665606
179599	9016	0.069398685
179600	9016	0.0385579
179600	9015	0.039235198
179600	9016	0.006860746
179600	9015	0.006910637
179600	9016	0.005367401
179600	9016	0.006831103
179600	9015	0.055828691
179600	9015	0.042842037
179600	9016	0.004351814
179600	9015	0.002191015
179600	9016	0.029601264
179600	9015	0.049444048
179600	9015	0.020560838
179600	9015	0.029513853
179600	9015	0.018239717
179600	9015	0.012491792
179600	9015	0.009568803
179601	9015	0.055029339
179601	9015	0.045567008
179601	9015	0.036753119
179601	9015	0.00787497
179601	9015	0.027494188
179602	9017	0.000704466
179602	9017	0.00369621
179602	9006	0.051331019
179602	9017	0.019453821
179602	9015	0.002895838
179602	9017	0.053384118
179602	9017	0.054525721
179602	9017	0.028853667
179602	9017	0.053552275
179602	9017	0.050555604
179602	9017	0.030437113
179602	9017	0.000707784
179602	9017	0.002001837
179602	9017	0.000734758
179602	9017	0.004768734
179603	9006	0.018349456
179603	9006	0.010047463
179603	9006	0.006923299
179603	9017	0.009204514
179603	9006	0.065604582
179603	9017	0.023719488
179603	9006	0.010619776
179603	9017	0.003332853
179603	9006	0.001692976
179603	9017	0.026263458
179603	9017	0.014784885
179603	9017	0.031016098
179603	9006	0.004294592
179603	9017	0.082252338
179603	9006	0.017325444
179603	9017	0.084473949
179603	9006	0.036672711
179603	9017	0.026653743
179604	9006	0.070277838
179604	15058	0.000498623
179604	15058	0.03073404
179604	15058	0.088415338
179604	15058	0.068083278
179605	15058	0.009306856
179607	15031	0.39420854
179607	15031	0.046891902
179608	15031	0.086243452
179608	15029	0.021756075
179608	15031	0.190472487
179609	15099	0.006742418
179609	15029	0.164542014
179609	15029	0.012472398
179609	15029	0.027561043
179609	15031	0.000503534
179609	15029	0.051401596
179609	15031	0.012068908
179609	15029	0.0054464
179609	15029	0.136666403
179609	15029	0.019355962
179609	15029	0.076662232
179609	15029	0.060163104
179610	15029	0.036423315
179610	15029	0.078522116
179610	15029	0.043096665
179624	29012	0.053767013
179624	29012	0.052635784
179624	29012	0.073587884
179626	29015	0.003418243
179626	29012	0.004078909
179627	29015	0.051641362
179628	29015	0.019747676
179631	29024	0.015776321
179634	29043	0.013962533
179634	29043	0.108696417
179634	29043	0.018293118
179635	29043	0.037161613
179635	29043	0.115086772
179635	29043	0.01158005
179635	29043	0.078501372
179635	29043	0.034879054
179635	29043	0.072424118
179636	29005	0.103852738
179636	29026	0.087022286
179636	29005	0.055638172
179636	29038	0.007992113
179636	29026	0.008120346
179637	29038	0.013694704
179637	29005	0.007318338
179637	29038	0.002585427
179637	29005	0.030146066
179637	29005	0.001523464
179637	29038	0.052062732
179637	29038	0.068494254
179637	29038	0.084652391
179637	29005	0.019625223
179637	29038	0.089908855
179637	29038	0.000358227
179637	29005	0.006382433
179638	29038	0.012805529
179638	29005	0.029405468
179638	29039	0.049047273
179638	29005	0.02911279
179638	29038	0.112147083
179639	29039	0.109066122
179639	29039	0.033231055
179639	29039	0.0054484
179639	29038	0.04566087
179639	29039	0.029131953
179639	29038	0.003195203
179639	29039	0.068250209
179639	29039	0.063030741
179639	29039	0.001350659
179639	29039	0.029359722
179640	29039	0.046560567
179640	29035	0.859688609
179642	29013	0.053259755
179647	29008	0.009861278
179647	29004	0.396695206
179654	21108	0.048891263
179654	21108	0.123011812
179654	21108	0.077231967
179654	21108	0.070739762
180627	15114	0.034276861
180628	15114	0.091825222
180629	15114	0.076341355
180639	15005	0.022722411
180639	15005	0.005150733
180640	15087	0.012954031
180640	15087	0.013314138
180640	15005	0.036377416
180640	15087	0.005136782
180640	15005	0.041113725
180642	15106	0.005072269
180642	15106	0.010851435
180642	15087	0.001391349
180642	15106	0.002671202
180643	15087	0.039888026
180643	15087	0.004936971
180643	15087	0.013070078
180643	15087	0.017184539
180644	15087	0.022346791
180644	15087	0.037454943
180644	15087	0.009924562
180644	15087	0.006169141
180644	15087	0.0206448
180644	15087	0.002987234
180644	15087	0.005513063
180646	15067	0.109282768
180648	15067	0.08114349
180648	15067	0.056549336
180653	15057	0.046934231
180653	15057	0.006556723
180654	15057	0.03421152
180654	15057	0.022808933
180654	15057	0.068979736
180655	15057	0.002140708
180655	15057	0.005253887
180655	15057	0.01603545
180655	15057	0.007298837
180655	15057	0.037722868
180656	15057	0.035805951
180657	9016	0.052207646
180657	15057	0.022118481
180658	9016	0.008925467
180659	9015	0.063411006
180659	9016	0.014047865
180659	9015	0.021497898
180659	9002	0.179832082
180659	9015	0.011262018
180660	9015	0.05035743
180660	9015	0.031741779
180660	9015	0.056297719
180660	9015	0.034444459
180660	9015	0.040655749
180660	9015	0.012716172
180660	9015	0.018218333
180660	9015	0.021630944
180661	9017	0.079258396
180661	9017	0.061431308
180661	9017	0.041105954
180661	9015	0.00194306
180661	9005	0.004305986
180661	9017	0.048629882
180661	9015	0.00628643
180661	9017	0.003160081
180661	9005	0.017905232
180661	9017	0.000526335
180662	9017	0.054142638
180662	9017	0.050509051
180662	9005	0.019622545
180662	9017	0.017589839
180662	9005	0.030097363
180662	9017	0.028658322
180663	9017	0.001947493
180663	9005	0.004370979
180663	15058	0.009615234
180663	15058	0.050809554
180663	15058	0.058168714
180663	15058	0.012194924
180664	15058	0.052980598
180668	15099	0.012374431
180668	15099	0.037844721
180668	15099	0.001106467
180682	29020	0.026870974
180682	29012	0.029982494
180682	29020	0.00887613
180683	29012	0.055770593
180683	29020	0.000192746
180683	29012	0.01879274
180683	29020	0.005493234
180683	29012	0.047844584
180685	29012	0.281894397
180686	29012	0.033196379
180691	29040	0.088185169
180692	29040	0.026845634
180692	29040	0.185028498
180693	29043	0.022084851
180693	29040	0.047196751
180694	29043	0.050155882
180694	29005	0.014142834
180694	29043	0.042244009
180695	29005	0.0435173
180695	29005	0.015758889
180695	29005	0.007603587
180695	29005	0.008611663
180695	29005	0.031007688
180695	29005	0.014057189
180695	29043	0.051134196
180695	29005	0.027216345
180695	29005	0.011526394
180695	29005	0.00920574
180695	29005	0.005880003
180695	29005	0.017299416
180695	29005	0.006733154
180695	29005	0.012062918
180695	29005	0.018412633
180695	29005	0.016642819
180695	29005	0.015083883
180695	29043	0.022811777
180695	29031	0.011490672
180695	29005	0.036107621
180696	29005	0.018603898
180696	29005	0.037235598
180696	29038	0.000739421
180696	29005	0.008376255
180696	29005	0.014322207
180696	29031	0.028516865
180696	29005	0.054268608
180696	29005	0.025835434
180697	29005	0.023477721
180698	29039	0.054735412
180699	29039	0.131114643
180699	29039	0.014409817
180699	29039	0.024099837
180699	29039	0.017070666
180699	29039	0.000836117
180699	29031	0.005897144
180700	29039	0.13262647
180700	29013	0.009928967
180701	29030	0.001272008
180701	29013	0.019863784
180701	29030	0.001026431
180701	29013	0.01456361
180701	29030	0.118793843
180701	29013	0.001326448
180702	29030	0.020070409
180706	29004	0.302779389
180707	29004	0.217146323
180712	21108	0.125905341
180713	21108	0.165289058
181685	15114	0.03634535
181686	15114	0.06440376
181698	15087	0.002453576
181698	15042	0.005407221
181698	15042	0.004471848
181698	15005	0.009050171
181698	15042	0.011667926
181698	15042	0.038418935
181699	15087	0.028833511
181699	15087	0.032777297
181700	15087	0.044900911
181701	15106	0.005058858
181701	15087	0.004227963
181703	15087	0.006243175
181703	15087	0.03834948
181703	15087	0.009474592
181703	15087	0.021376498
181703	15087	0.016686289
181703	15087	0.002549357
181703	15087	0.003873556
181704	15087	0.040172814
181704	15087	0.008620869
181704	15087	0.025983019
181704	15087	0.03324517
181704	15087	0.018405262
181705	15067	0.011763621
181706	15067	0.008169969
181707	15067	0.126454792
181712	15057	0.01305408
181713	15057	0.018730479
181713	15057	0.012341005
181713	15057	0.064676384
181713	15057	0.006975823
181713	15057	0.01262278
181715	15057	0.007522116
181715	15057	0.002515069
181716	15057	0.005208916
181716	15057	0.005098188
181716	15057	0.018005133
181716	15057	0.014862737
181716	15057	0.007409606
181716	15057	0.019198657
181716	15057	0.004944448
181718	9002	0.253972084
181718	9015	0.007900481
181718	9015	0.01052716
181719	9015	0.001713654
181719	9005	0.054230266
181719	9015	0.036307551
181719	9015	0.014162035
181719	9015	0.013881456
181719	9015	0.003979022
181719	9005	0.015134024
181719	9015	0.019028585
181719	9005	0.018948901
181719	9015	0.000419414
181719	9015	0.001417036
181719	9015	0.000671918
181719	9005	0.000448018
181719	9005	0.040580629
181719	9005	0.037754222
181720	9015	0.003588291
181720	9005	0.061337442
181720	9005	0.009809021
181720	9005	0.04924635
181721	9005	0.015539229
181722	9005	0.026751372
181722	15058	0.007342708
181722	15058	0.088531506
181722	15058	0.003897406
181723	15099	0.0303273
181723	15058	0.048312226
181723	15058	0.118222848
181723	15033	0.00098561
181724	15099	0.005708536
181724	15099	0.024232983
181724	15099	0.021258555
181724	15099	0.005295979
181725	15099	0.034965861
181727	15099	0.009041759
181727	15099	0.004203671
181727	15099	0.015913379
181727	15099	0.000618841
181728	15099	0.009682431
181728	15099	0.020389952
181728	15099	0.00167445
181728	15099	0.006438648
181728	15099	0.006796279
181728	15099	0.004667018
181728	15099	0.001783781
181728	15099	0.015425748
181728	15099	0.005963453
181730	15099	0.005860529
181732	15099	0.000155284
181739	29021	0.061488338
181741	29020	0.044975888
181741	29020	0.091900009
181744	29012	0.114295144
181744	29012	0.087214888
181746	29014	0.00380414
181747	29014	0.021702959
181747	29014	0.170563972
181748	29014	0.00819809
181750	29040	0.233180615
181752	29040	0.107066723
181752	29040	0.023223732
181753	29043	0.026662944
181753	29040	0.000598683
181753	29005	0.077353742
181753	29040	0.014231309
181754	29031	0.022632038
181754	29005	0.074777808
181755	29031	0.005989816
181755	29031	0.00791836
181755	29031	0.076583682
181755	29031	0.02359434
181756	29031	0.074828043
181757	29031	0.013057398
181757	29039	0.015450052
181757	29031	0.027337767
181758	29039	0.117126832
181758	29031	0.003590767
181759	29039	0.006227113
181759	29031	0.004656976
181759	29030	0.179932452
181760	29030	0.031222043
181761	29030	0.179250558
181770	21094	0.212535327
181771	21094	0.151704102
181771	21108	0.02875972
182744	15124	0.007143391
182744	15114	0.007016422
182744	15124	0.042233904
182745	15124	0.009932291
182745	15114	0.030351275
182757	15042	0.079713219
182761	15047	0.042004263
182762	15087	0.030463579
182762	15047	0.037211073
182763	15087	0.043992108
182763	15087	0.016892592
182763	15087	0.00344175
182763	15087	0.008583748
182764	15087	6.83732E-05
182764	15087	9.8271E-05
182764	15087	0.047484641
182765	15087	0.020115017
182766	15067	0.041478293
182766	15046	0.000877916
182766	15038	0.00711445
182767	15067	0.018243317
182767	15046	0.028452146
182767	15038	0.02664723
182768	15046	0.054768602
182769	15046	0.007730794
182769	15046	0.135068632
182770	15046	0.103107009
182770	15046	0.094379331
182771	15057	0.000691544
182771	15046	0.044544654
182771	15057	0.00525613
182771	15046	0.037345858
182772	15057	0.01069514
182772	15057	0.063316138
182773	15057	0.03087851
182773	15057	0.03795027
182773	15057	0.015558151
182774	15057	0.016168246
182774	15057	0.027617081
182774	15057	0.013236635
182774	15057	0.037181479
182775	15057	0.00500108
182775	15057	0.013757172
182775	15057	0.027003446
182777	9002	0.566195834
182777	9005	0.04261382
182777	9005	0.005923903
182778	9005	0.017442028
182778	9005	0.059565636
182779	9005	0.011895041
182779	9005	0.01088279
182779	9005	0.06014413
182779	9005	0.00246081
182779	15104	0.01050938
182779	15104	0.009941796
182780	9005	0.049504463
182780	9005	0.002729821
182780	9005	0.01059646
182780	9005	0.010897197
182780	15033	0.019266999
182780	15104	0.002722512
182780	15033	0.000790546
182781	9005	0.000608401
182781	15058	0.023541629
182781	15033	0.000514725
182781	15058	0.000113694
182781	15033	0.023506008
182781	15033	0.00216788
182781	15033	0.00732566
182781	15033	0.018611955
182782	15033	0.009699566
182782	15033	0.007908853
182783	15099	0.00559686
182783	15011	0.047633952
182784	15099	0.016162928
182785	15099	0.051185152
182786	15099	0.025330424
182786	15099	0.051226941
182787	15099	0.023131695
182787	15099	0.000944677
182787	15099	0.007441409
182787	15099	0.00519564
182787	15099	0.01567935
182787	15099	0.011574784
182787	15099	0.003929626
182787	15099	0.001908362
182788	15099	0.024434013
182788	15099	0.016895393
182789	15099	0.0103767
182789	15099	0.012576125
182789	15099	0.004676729
182790	15099	0.035365705
182791	15099	0.012423826
182798	29021	0.000722565
182799	29021	0.028845254
182799	29021	0.084323159
182799	29021	0.083784992
182799	29021	0.030675682
182799	29021	0.027127866
182799	29021	0.053828006
182800	29020	0.022856001
182800	29021	0.025804395
182800	29021	0.003985419
182801	29020	0.038420304
182802	29020	0.022283341
182802	29012	0.0733724
182803	29020	0.037957923
182803	29012	0.0521816
182804	29014	0.07794086
182805	29014	0.052331108
182805	29014	0.164058763
182807	29014	0.213196568
182808	29014	0.035154033
182808	29055	0.006415036
182808	29014	0.012612685
182808	29055	0.163493581
182808	29055	0.053030255
182808	29040	0.061943158
182808	29055	0.118500886
182808	29014	0.094811346
182809	29040	0.025263092
182809	29055	0.103228812
182809	29055	0.181790921
182809	29040	0.047100114
182810	29055	0.243948669
182810	29040	0.073212827
182810	29011	0.062924376
182810	29011	0.048665012
182810	29011	0.018377648
182810	29011	0.007675595
182810	29011	0.006029395
182811	29040	0.066923695
182811	29011	0.073875951
182811	29011	0.362716927
182813	29031	0.009745877
182814	29031	0.067273533
182814	29031	0.006905028
182815	29031	0.030069993
182815	29031	0.001066994
182816	29031	0.050888696
182816	29031	0.079371486
182816	29031	0.020622312
182816	29031	0.003593905
182819	29030	0.13540185
182820	29030	0.034852077
182820	29030	0.130155863
182820	29030	0.052776237
182829	21094	0.260566454
183803	15124	0.085330704
183815	15042	0.03531903
183815	15042	0.006862225
183816	15042	0.007952023
183816	15042	0.011420047
183816	15042	0.047136712
183816	15042	0.012468519
183816	15042	0.012331964
183821	15047	0.015413911
183821	15047	0.074174988
183823	15087	0.019943443
183824	15087	0.07810752
183824	15038	0.019184115
183824	15038	0.042780844
183825	15038	0.014401768
183825	15038	0.023852547
183825	15038	0.096932851
183826	15038	0.013364655
183826	15038	0.00625179
183826	15038	0.021527368
183826	15038	0.03173963
183826	15046	0.116861564
183826	15038	0.029019856
183826	15038	0.07181431
183827	15046	0.165118143
183827	15038	0.009136916
183827	15038	0.006857098
183828	15046	0.043589418
183828	15046	0.014309065
183828	15046	0.04594029
183828	15046	0.010056105
183828	15046	0.09418427
183832	15057	0.057645558
183832	15013	0.04659329
183832	15013	0.020055318
183833	15057	0.014098367
183833	15013	0.059421722
183834	15104	0.081558833
183834	15057	0.002360354
183834	15104	0.055800341
183834	15013	0.006700453
183834	15104	0.009825988
183834	15104	0.010078931
183835	15104	0.039730361
183835	15104	0.035495086
183835	15104	0.007056321
183835	15104	0.006601463
183836	9005	0.035176971
183836	9005	0.021772413
183836	9005	0.026595061
183836	9005	0.013024624
183836	15104	0.027335891
183836	15104	0.034246303
183836	15104	0.00495902
183836	15104	0.024200258
183837	9005	0.025941075
183837	9005	0.064130314
183838	9005	0.002362092
183838	15104	0.000987926
183838	15104	0.069966009
183838	15104	0.001762813
183838	15104	0.002239763
183838	15104	0.01808905
183839	15104	0.023251143
183839	15104	0.010393242
183839	15033	0.007003593
183839	15033	0.015042267
183839	15104	0.030262236
183839	15033	0.014936106
183840	15033	0.003090287
183840	15033	0.01041252
183841	15033	0.033214578
183842	15011	0.049407016
183845	15099	0.022536733
183845	15011	0.062723387
183846	15099	0.001350402
183846	15099	0.006131738
183846	15099	0.020069752
183846	15099	0.000320979
183846	15099	0.001280862
183846	15099	0.003325303
183846	15099	0.002581108
183846	15099	0.00160201
183846	15099	0.004694405
183846	15099	0.013165878
183846	15099	0.005010683
183846	15099	0.009122654
183846	15030	0.003856535
183846	15011	0.011175934
183846	15099	0.003491998
183846	15099	0.009628666
183846	15099	0.004704165
183846	15099	0.009300842
183846	15099	0.008953139
183846	15099	0.017167527
183846	15099	0.004423759
183847	15099	0.022559584
183847	15099	0.010520859
183847	15099	0.024222697
183847	15099	0.000376002
183848	15099	0.024189161
183848	15099	0.022886194
183848	15099	0.00036945
183848	15099	0.014042138
183849	15099	0.017225733
183849	15093	0.00779162
183850	15099	0.013460404
183850	15093	0.015595075
183858	29021	0.168739906
183859	29021	0.154906559
183860	29020	0.030497248
183860	29021	0.074320698
183860	29021	0.001781148
183860	29021	0.080241037
183860	29020	0.06389776
183861	29020	0.049727309
183861	29020	0.077866045
183861	29020	0.002235208
183861	29020	0.015335559
183862	29020	0.036307111
183862	29020	0.090303958
183862	29020	0.022822746
183863	29020	0.064873319
183863	29014	0.039301214
183867	29055	0.12959184
183867	29014	0.106324262
183867	29011	0.007123446
183868	29011	0.014274814
183870	29011	0.185252543
183870	29003	0.065768377
183870	29003	0.005355432
183871	29003	0.028036845
183872	29003	0.004873636
183872	29031	0.01490505
183872	29003	0.076638242
183873	29031	0.022320926
183873	29031	0.007533021
183873	29003	0.00016646
183873	29003	0.03581779
183873	29003	0.017554265
183873	29003	0.010903657
183873	29031	0.058076179
183874	29031	0.079685342
183875	29031	0.023725205
183875	29031	0.002941317
183875	29031	0.00492
183875	29031	0.003791184
183875	29031	0.0113746
183875	29031	0.062790129
183888	21094	0.155029764
183889	21094	0.140424705
184862	15124	0.077196347
184871	15042	0.042897036
184872	15042	0.026448187
184872	15042	0.010013133
184873	15042	0.019303672
184873	15042	0.02251258
184873	15042	0.000661986
184873	15042	0.01970927
184873	15042	0.005187741
184874	15042	0.01384087
184874	15042	0.020072175
184874	15042	0.002751367
184874	15042	0.005696125
184874	15042	0.008738569
184874	15042	0.008698252
184874	15042	0.006043377
184874	15042	0.006127279
184874	15042	0.000951398
184874	15042	0.021655932
184874	15042	0.028143804
184875	15042	0.020736023
184875	15042	0.015611352
184875	15042	0.015135448
184875	15047	0.029772929
184875	15042	0.001873871
184876	15047	0.035992936
184876	15047	0.02174046
184876	15047	0.022978837
184877	15047	0.00128204
184878	15047	0.035719086
184879	15047	0.060211615
184880	15047	0.016268125
184880	15047	0.016910536
184880	15047	0.062542848
184881	15047	0.088255801
184882	15087	0.052376426
184882	15047	0.000654597
184883	15038	0.080611743
184883	15087	0.011634421
184883	15038	0.02264153
184883	15060	0.002260627
184883	15038	0.018960813
184886	15038	0.105495147
184886	15038	0.037033881
184886	15038	0.013399283
184886	15038	0.0251029
184887	15046	0.003666203
184887	15038	0.076539109
184887	15038	0.084972875
184890	15013	0.015256491
184891	15013	0.011215026
184891	15013	0.125989033
184891	15013	0.008581367
184891	15013	0.044582186
184891	15013	0.003784949
184891	15013	0.021376421
184892	15013	0.031557876
184892	15013	0.053928761
184892	15013	0.030327465
184892	15013	0.025063019
184893	15013	0.016905951
184893	15104	0.00813662
184893	15013	0.00829277
184894	15104	0.071651921
184894	15104	0.012007968
184894	15104	0.034644419
184894	15104	0.012930105
184894	15104	0.023127684
184894	15104	0.023096245
184894	15104	0.00098842
184894	15104	0.026354229
184894	15104	0.006084918
184894	15104	0.023036735
184895	15104	0.090668439
184896	9005	0.004769038
184896	9005	0.100898547
184896	15104	0.001335569
184897	9005	0.007593783
184897	9005	0.006390001
184898	15033	0.013575301
184899	15033	0.025874112
184899	15033	0.034427948
184900	15033	0.032215697
184900	15033	0.000759093
184900	15033	0.002347246
184904	15011	0.049420426
184904	15011	0.198292718
184904	15011	0.151307908
184904	15011	0.060818747
184904	15011	0.028909814
184904	15011	0.035732951
184904	15030	0.423398668
184904	15011	0.014299575
184904	15030	0.345984217
184904	15011	0.005822078
184904	15030	0.029839812
184905	15011	0.00502793
184905	15099	0.000646117
184905	15028	0.151669359
184905	15099	0.006832163
184905	15030	0.13511245
184905	15028	0.094187617
184905	15028	0.055646544
184905	15030	0.061808319
184905	15028	0.086904251
184905	15028	0.037808838
184905	15069	0.020308978
184905	15028	0.125477112
184906	15099	0.002547862
184906	15099	0.003614747
184906	15099	0.009653072
184906	15069	0.079156631
184906	15099	0.003145689
184906	15069	0.234109219
184906	15069	0.405701852
184906	15069	0.043840734
184907	15099	0.019471852
184907	15099	0.004205923
184907	15093	0.015472633
184907	15099	0.001339436
184907	15093	0.007544816
184907	15093	0.062771471
184908	15099	0.006704011
184908	15099	0.001538971
184908	15093	0.120790789
184908	15099	0.017056518
184909	15093	0.165427491
184910	15093	0.17204459
184911	15093	0.058152057
184911	29006	0.022638751
184914	29006	0.027705218
184914	29006	0.007813879
184915	29006	0.033873679
184916	29006	0.01038345
184916	29006	0.002709058
184916	29006	0.047791119
184917	29021	0.075603034
184917	29006	0.002876116
184918	29006	0.019573063
184919	29021	0.043821941
184919	29006	0.028200777
184926	29011	0.209328539
184926	29034	0.019814385
184926	29011	0.003755754
184926	29034	0.005492418
184928	29003	0.074751598
184928	29003	0.027306059
184928	29003	0.002141776
184928	29003	0.005559778
184928	29003	0.023379183
184929	29003	0.091367557
184929	29003	0.018100882
184929	29003	0.001123103
184929	29003	0.005021454
184929	29003	0.026428834
184930	29003	0.067416765
184930	29003	0.068523355
184931	29034	0.003157767
184931	29003	0.086980642
184934	29031	0.04275588
184934	29031	0.013419914
184935	29031	0.074606847
184936	29047	0.178111859
184936	29034	0.010486389
184936	29031	0.001522714
184936	29047	0.200621364
184937	29047	0.193755115
184937	29030	0.014092191
184938	29046	0.074701022
184938	29030	0.007594495
184948	21094	0.079739648
184948	21105	0.42490756
185921	15124	0.075634354
185926	15074	0.014834717
185926	15074	0.014932959
185927	15074	0.076941898
185928	15074	0.03671378
185929	15074	0.010038711
185929	15042	0.041160676
185929	15042	0.024545727
185929	15042	0.00045302
185930	15042	0.000880816
