GRIDCODE	CVEENTMUN	Fv
162707	21115	0.079416251
162707	21154	0.046791735
162708	21115	0.056559838
162708	21115	0.056280847
162709	21115	0.003931651
162709	21115	0.048035719
162709	21115	0.03097042
162709	21115	0.010519068
162709	21115	0.016789335
163680	15086	0.010193867
163681	15086	0.032963992
163682	15086	0.006095222
163683	15086	0.016926026
163684	15077	0.022072642
163684	15086	0.010233832
163684	15077	0.031762551
163684	15077	0.016341796
163685	15086	0.011508309
163685	15077	0.056870143
163685	15077	0.142318104
163686	15077	0.079959958
163686	15086	0.016349152
163686	15077	0.062454772
163687	15086	0.04687214
163690	15086	0.009785468
163690	15086	0.025358931
163691	15086	0.003705499
163698	15113	0.008034041
163698	15090	0.008074988
163699	15113	0.050071464
163701	15090	0.012050745
163702	15088	0.014759249
163702	15090	0.007018154
163702	15090	0.019569454
163702	15090	0.003985003
163702	15088	0.074503525
163702	15090	0.00476206
163702	15049	0.092511657
163702	15090	0.009675039
163704	15049	0.103670566
163704	15052	0.013153809
163704	15049	0.01232661
163705	15063	0.00834346
163705	15052	0.014378296
163705	15049	0.052342683
163705	15063	0.050224239
163705	15052	0.007014929
163707	15063	0.063724747
163708	15063	0.019004678
163711	17009	0.020149732
163712	17009	0.004270502
163712	17009	0.011357861
163712	17009	0.004901747
163712	17009	0.043481174
163713	17009	0.047455319
163714	17009	0.038250386
163714	17009	0.004819018
163714	17009	0.019885697
163715	17020	0.013031802
163715	17020	0.08153352
163715	17020	0.036903005
163715	17009	0.05124931
163716	17020	0.043863138
163716	17020	0.005803996
163716	17020	0.20908148
163717	17020	0.00464655
163717	17020	0.023137967
163717	17020	0.025874411
163718	17020	0.013048266
163718	17020	0.005496197
163718	17020	0.011492396
163721	17023	0.053361768
163722	17023	0.072297017
163722	17023	0.026256292
163722	17027	0.026771397
163722	17023	0.170848575
163723	17027	0.103091978
163723	17023	0.045608247
163723	17027	0.072273707
163723	17023	0.079427105
163723	17027	0.019028293
163723	17027	0.005707258
163723	17027	0.130739402
163724	17027	0.009576271
163724	17027	0.019015491
163727	15094	0.242751287
163728	15094	0.069204802
163728	15068	0.186512482
163728	15015	0.003556074
163729	15015	0.113107728
163729	15034	0.101952488
163729	15015	0.011689731
163729	15068	0.027338393
163729	15015	0.088751257
163743	21148	0.013156047
163743	21148	0.006451053
163743	21148	0.105695574
163744	21106	0.069287125
163744	21125	0.229939187
163744	21148	0.091259687
163745	21125	0.151454909
163745	21106	0.108531347
163745	21106	0.037204955
163745	21125	0.12860386
163745	21125	0.069781106
163745	21106	0.08653667
163745	21106	0.066353272
163746	21106	0.001897371
163746	21106	0.039543904
163746	21119	0.208698941
163747	21114	0.003704695
163747	21119	0.091318981
163748	21114	0.016426741
163749	21114	0.019029398
163759	21164	0.067046513
163760	21164	0.042165891
163761	21118	0.003243921
163761	21164	9.26409E-05
163761	21118	0.198883539
163761	21164	0.008830046
163761	21164	0.007111378
163762	21118	0.337972838
163763	21004	0.006384866
163763	21118	0.058999091
163763	21004	0.04504649
163763	21004	0.056841278
163763	21118	0.07692577
163763	21004	0.081366551
163764	21004	0.030005164
163764	21004	0.059924156
163764	21004	0.010847413
163764	21004	0.061925578
163764	21004	0.026227874
163764	21004	0.060043385
163765	21004	0.039067246
163765	21004	0.056377174
163765	21004	0.025451846
163765	21115	0.019179652
163766	21004	0.022872119
163766	21115	0.049365839
163766	21115	0.011759582
163767	21115	0.00193919
163768	21065	0.061197596
163768	21115	0.056215838
164739	15086	0.024337415
164741	15086	0.032061323
164742	15086	0.02362883
164743	15086	0.012976152
164743	15086	0.004416263
164743	15086	0.004258894
164743	15086	0.024271272
164743	15086	0.022411812
164743	15086	0.026291681
164744	15086	0.006522918
164744	15086	0.007326049
164744	15086	0.035789366
164744	15086	0.020724124
164745	15086	0.020811666
164745	15086	0.017089225
164746	15086	0.025078354
164749	15086	0.000723038
164750	15086	0.041160944
164757	15090	0.042512891
164759	15090	0.031683728
164760	15090	0.038273529
164761	15049	0.069444215
164761	15090	0.010262927
164761	15049	0.00271107
164761	15090	0.020758173
164761	15049	0.066926309
164761	15049	0.021235899
164762	15049	0.013516161
164762	15049	0.255722759
164762	15049	0.068758525
164763	15049	0.024855884
164763	15063	0.053451666
164764	15049	0.00529945
164764	15063	0.000332678
164764	15049	0.018788434
164764	15063	0.004308529
164767	15063	0.060223811
164769	17009	0.024974226
164770	17009	0.043724811
164771	17009	0.029261371
164771	17009	0.001008534
164771	17009	0.046268775
164772	17009	0.054852888
164772	17009	0.000494569
164772	17009	0.011809365
164772	17009	0.096755375
164772	17009	0.001808444
164773	17009	0.00163123
164773	17009	0.012150694
164773	17009	0.007163853
164773	17009	0.043446183
164773	17009	0.030128303
164774	17009	0.031901926
164782	17027	0.029148083
164782	17023	0.32807984
164786	15094	0.070331569
164787	15068	0.04045531
164787	15094	0.148835052
164787	15094	0.043233575
164787	15068	0.031886816
164787	15094	0.022220483
164787	15068	0.114420078
164787	15068	0.04167516
164787	15068	0.0570855
164787	15068	0.057085528
164787	15068	0.025293282
164787	15068	0.034207286
164788	15068	0.009675161
164788	15068	0.041704351
164788	15015	0.079983567
164804	21119	0.06421006
164804	21125	0.14492267
164804	21119	0.009169044
164804	21125	0.275298268
164804	21119	0.062915609
164805	21119	0.104845717
164806	21119	0.064712731
164806	21114	0.001079696
164806	21119	0.146213993
164807	21114	0.017057565
164807	21114	0.031971406
164807	21114	0.001102062
164808	21114	0.004622991
164808	21114	0.018445772
164816	21001	0.013922676
164816	21040	0.011661805
164816	21001	0.020779022
164816	21001	0.002318609
164816	21001	0.007706727
164817	21001	0.008921419
164817	21040	0.193669304
164817	21164	0.014409579
164817	21001	0.11860887
164817	21164	0.032046016
164818	21164	0.016706749
164818	21164	0.148263697
164819	21164	0.148388302
164820	21118	0.10297507
164820	21164	0.044933749
164825	21004	0.005018481
164825	21065	0.061785379
164825	21065	0.191219019
164825	21065	0.111349874
164827	21065	0.009686359
164828	21065	0.127128886
165802	15110	0.020881906
165802	15086	0.0206477
165804	15086	0.032494206
165805	15086	0.009535817
165809	15086	0.009441796
165810	15118	0.007087381
165810	15086	0.015849811
165816	15090	0.014981533
165816	15090	0.003127371
165816	15090	0.004915525
165816	15090	0.00027535
165816	15090	0.001912083
165816	15090	0.015605208
165816	15090	0.018976603
165817	15090	0.055353608
165817	15090	0.005678771
165818	15090	0.019324325
165818	15090	0.009525033
165818	15090	0.013489215
165818	15090	0.032852539
165819	15090	0.012692477
165820	15049	0.002304044
165821	15049	0.068809597
165821	15090	0.029509348
165825	15063	0.039678735
165826	15063	0.002504966
165826	15063	0.036028574
165826	15063	0.064272913
165827	15063	0.079870582
165828	15063	0.055183526
165828	17009	0.027930203
165831	17009	0.007025822
165831	17009	0.037430427
165831	17009	0.009640966
165831	17009	0.078837386
165841	17023	0.033819026
165842	15050	0.034953627
165842	17023	0.124616296
165845	15094	0.003113061
165845	15068	0.128669652
165845	15050	0.01001758
165846	15068	0.112100669
165846	15068	0.018896
165846	15068	0.005047862
165846	15068	0.007850496
165847	15068	0.013293052
165847	15068	0.046802921
165847	15015	0.035830291
165847	15015	0.04612399
165850	15015	0.039406614
165852	15015	0.049347024
165861	21140	0.080938532
165862	21140	0.037384759
165862	21140	0.056891037
165862	21140	0.014950838
165863	21140	0.08496574
165863	21119	0.055642933
165863	21140	0.023007964
165863	21140	0.013178514
165863	21140	0.005552182
165864	21140	0.013805617
165864	21140	0.005089273
165864	21140	0.003300298
165864	21119	0.021521884
165864	21140	0.005396554
165864	21119	0.090346424
165864	21140	0.049348539
165864	21119	0.036928986
165864	21140	0.010676547
165865	21114	0.003173482
165865	21119	0.026717652
165865	21114	0.00387297
165865	21114	0.022036139
165865	21119	0.016757045
165865	21140	0.058879989
165866	21114	0.001149215
165866	21114	0.001911905
165866	21114	0.012588325
165866	21114	0.006690718
165866	21114	0.002150667
165866	21114	0.00153119
165866	21114	0.004486943
165866	21114	0.00027722
165866	21114	0.024052303
165866	21114	0.01950279
165867	21114	0.008824698
165867	21114	0.000294624
165867	21114	0.000268232
165867	21114	0.001810313
165867	21114	0.00820958
165867	21114	0.009126009
165867	21114	0.012007303
165867	21114	0.002301801
165867	21114	0.007102869
165868	21114	0.018763019
165868	21114	0.003820105
165868	21114	0.003767758
165869	21114	0.018243098
165869	21114	0.00468823
165870	21015	0.070819793
165870	21114	0.002827143
165871	21015	0.083595796
165872	21015	0.083474577
165872	21015	0.049674705
165873	21015	0.016021108
165873	21015	0.070561156
165873	21015	0.026871967
165873	21015	0.01164709
165873	21015	0.015410567
165873	21015	0.028015988
165873	21015	0.059699213
165873	21015	0.008865254
165873	21015	0.011713495
165873	21015	0.06247123
165874	21015	0.084325181
165874	21001	0.042931339
165874	21015	0.08034384
165874	21001	0.030843174
165874	21015	0.01842664
165875	21015	0.04064294
165875	21040	0.029068613
165875	21001	0.007939614
165875	21001	0.007383843
165875	21001	0.070384748
165875	21001	0.013245788
165875	21001	0.069074679
165875	21001	0.084379777
165875	21001	0.023092998
165876	21001	0.089951193
165876	21001	0.017078363
165884	21065	0.12128846
165885	21065	0.125122863
165885	21065	0.007621165
165885	21065	0.010367944
166861	15110	0.038121554
166861	15086	0.016116412
166864	15086	0.023201726
166865	15086	0.03696067
166869	15118	0.0270913
166869	15086	0.025186643
166875	15090	0.036635328
166876	15090	0.020801758
166877	15090	0.020190094
166878	15090	0.012023009
166878	15090	0.013063091
166878	15090	0.025873289
166878	15090	0.035834508
166878	15090	0.004205112
166878	15090	0.00251994
166878	15090	0.039466291
166879	15090	0.034604171
166879	15090	0.003231553
166879	15090	0.004306537
166880	15090	0.012558981
166880	15090	0.000754886
166880	15049	0.075562736
166880	15090	0.004441521
166884	15101	0.018318655
166884	15063	0.051261954
166890	17009	0.022625312
166890	17009	0.035822452
166891	9012	0.020027279
166891	9012	0.039927199
166891	17009	0.014055272
166891	17009	0.039975505
166892	9012	0.008034624
166900	15050	0.123728639
166901	15050	0.07190083
166901	15050	0.014372574
166901	15050	0.035051088
166902	15050	0.01263814
166902	15050	0.014476377
166903	15050	0.120505326
166904	15050	0.043233224
166904	15050	0.001500887
166906	15015	0.00881235
166906	15009	0.108660959
166907	15009	0.096320576
166907	15009	0.011002462
166908	15015	0.087805299
166908	15009	0.037315063
166909	15015	0.072718401
166909	15009	0.147298365
166910	15015	0.100783827
166910	15009	0.051795783
166910	15015	0.045510667
166911	15009	0.002757459
166911	15015	0.057261554
166911	15009	0.003133981
166921	21140	0.011100552
166922	21140	0.119652946
166922	21140	0.009880752
166922	21140	0.008471577
166922	21140	0.017933981
166923	21140	0.015129143
166923	21140	0.011617875
166923	21140	0.001384496
166923	21140	0.055941743
166923	21140	0.055603403
166923	21041	0.026132408
166923	21140	0.058202875
166924	21140	0.02430948
166924	21114	0.008898823
166924	21140	0.017648386
166924	21140	0.012337505
166925	21114	0.006239198
166925	21114	0.008705883
166925	21114	0.007052165
166925	21114	0.006515788
166926	21114	0.007346324
166926	21114	0.005317102
166926	21114	0.003100221
166926	21114	0.002865879
166926	21114	0.013170674
166926	21114	0.003788977
166926	21114	0.011097889
166927	21114	0.0016734
166927	21114	0.002257879
166927	21114	0.027715164
166927	21114	0.004419792
166927	21114	0.003611487
166928	21114	0.002257873
166928	21114	0.011742456
166928	21114	0.008469048
166928	21114	0.025984449
166928	21114	0.010518929
166929	21114	0.013033104
166929	21114	0.018996307
166929	21114	0.01666176
166930	21015	0.002636259
166930	21114	0.034709941
166931	21015	0.117906391
166932	21015	0.01544459
166933	21001	0.015951156
166933	21015	0.041432222
166933	21001	0.029168865
166933	21163	0.09061413
166933	21001	0.055211997
166934	21163	0.23329061
166943	21004	0.052618387
166944	21004	0.047044762
166944	21065	0.117949472
166944	21004	0.017440288
166944	21065	0.024399968
167920	15110	0.051243262
167920	15110	0.013892079
167920	15110	0.020363424
167924	15086	0.00270716
167925	15086	0.047147529
167925	15086	0.001952404
167928	15118	0.020343065
167929	15118	0.051343886
167935	15090	0.02139551
167935	15090	0.027721511
167936	15090	0.011985297
167936	15090	0.018742478
167936	15090	0.000446596
167936	15090	0.019169743
167936	15072	0.304676053
167936	15090	0.023595114
167936	15090	0.012150623
167936	15090	0.007585331
167936	15090	0.015523254
167936	15090	0.005944156
167936	15090	0.019275678
167936	15018	0.020745132
167936	15090	0.023084656
167936	15090	0.003290228
167936	15090	0.013147585
167937	15090	0.010351117
167937	15072	0.041479353
167937	15090	0.000919552
167937	15090	0.010408742
167938	15090	0.03790708
167939	15049	0.0452134
167939	15098	0.412906164
167940	15098	0.117170396
167940	15101	0.023647959
167940	15098	0.33307408
167941	15101	0.047417788
167942	15101	0.079042855
167942	15101	0.052422923
167942	15101	0.010143417
167943	15101	0.01052725
167950	9012	0.004731579
167950	9012	0.001857447
167951	9012	0.004016335
167951	9012	0.023554009
167951	9012	0.033234989
167951	9012	0.02689453
167959	15050	0.041517968
167959	15050	0.009139545
167959	15050	0.048655534
167960	15050	0.007266729
167960	15050	0.10613876
167961	15050	0.086600951
167961	15050	0.017962277
167961	15050	0.066453124
167962	15089	0.033088376
167962	15050	0.016981572
167964	15017	0.182411144
167964	15009	0.008489735
167964	15017	0.044880622
167964	15017	0.027740594
167965	15009	0.049381312
167965	15009	0.031590268
167965	15009	0.065338072
167965	15009	0.085129977
167965	15009	0.01347591
167965	15009	0.022237664
167966	15009	0.043951678
167976	21026	0.333396084
167977	21026	0.666603916
167977	21060	0.104114176
167980	21090	0.133853187
167980	21140	0.060169954
167980	21090	0.341230871
167981	21034	0.126012073
167982	21034	1.37665E-05
167982	21140	0.057248948
167983	21041	0.045999116
167983	21041	0.098430689
167984	21114	0.006637217
167984	21114	0.011953213
167984	21041	0.301184024
167984	21114	0.010000705
167985	21114	0.000322158
167985	21114	0.018013602
167985	21114	0.0033584
167986	21114	0.017446338
167986	21114	0.002291489
167986	29025	0.00627826
167986	29025	0.004575524
167986	29025	0.00496954
167987	21114	0.003039777
167987	21114	0.019168926
167988	21114	0.001585238
167988	21114	0.022044887
167993	21001	0.014919581
167993	21163	0.67609526
167994	21001	0.007019272
167994	21001	0.030195804
168003	21004	0.039476999
168003	21065	0.030883015
168003	21096	0.075988167
168004	21096	0.134666764
168004	21096	0.002766046
168004	21096	0.014608192
168004	21096	0.02061832
168977	15110	0.044005993
168978	15110	0.059218722
168979	15110	0.0039804
168979	15110	0.019520653
168980	15110	0.057180925
168981	15110	0.069519366
168982	15110	0.060876717
168983	15110	0.003212542
168983	15086	0.041612369
168984	15086	0.002670403
168984	15086	0.008723969
168984	15086	0.030327018
168985	15086	0.040389316
168986	15086	0.004677779
168988	15118	0.04882099
168994	15018	0.150704957
168995	15018	0.104632449
168995	15018	0.004485427
168995	15018	0.037990353
168995	15018	0.063017464
168996	15072	0.287742996
168996	15073	0.301084166
168996	15072	0.366101598
168996	15073	0.131535686
168996	15073	0.042582778
168999	15101	0.007517658
168999	15101	0.003117226
168999	15098	0.136849361
168999	15006	0.284359216
168999	15101	0.029493748
168999	15006	0.18406572
168999	15006	0.245260212
169000	15101	0.029155496
169000	15101	0.01273038
169000	15006	0.259175991
169000	15101	0.07185781
169000	15101	0.018437841
169001	15101	0.037838151
169001	15043	0.021544589
169002	15043	0.08012684
169002	15043	0.001274804
169002	15043	0.121976808
169003	15043	0.024203094
169010	9012	0.02044823
169010	9012	0.005705496
169010	9012	0.004174409
169010	9012	0.019540569
169011	9012	0.001029718
169011	9012	0.030537647
169017	9009	0.065403346
169017	15050	0.010513141
169018	15050	0.106392109
169021	15089	0.231372286
169021	15089	0.180894302
169021	15089	0.086128421
169022	15089	0.102834898
169022	15017	0.20810396
169022	15017	0.049396415
169023	15017	0.137357475
169023	15017	0.001943722
169023	15017	0.143685407
169024	15009	0.015282297
169024	15009	0.012417257
169024	15009	0.065328178
169024	15103	0.00024328
169024	15009	0.012748612
169024	15017	0.125585366
169024	15017	0.078895295
169024	15009	0.014312788
169024	15009	0.009881469
169024	15103	0.061146921
169035	21060	0.165362692
169036	21060	0.18947055
169036	21060	0.407379727
169037	21060	0.090014021
169037	21060	0.035778376
169037	21060	0.007880457
169037	21074	0.027007694
169038	21090	0.095418956
169038	21074	0.047117472
169038	21090	0.001846953
169038	21074	0.01950136
169038	21074	0.000807153
169038	21090	0.10371409
169038	21074	0.000342812
169038	21090	0.301682179
169038	21181	0.045351853
169039	21090	0.022253763
169040	21034	0.046424766
169041	21034	0.128728464
169042	21034	0.320061789
169042	21041	0.376743927
169043	21114	0.010214909
169043	21114	5.45962E-05
169043	21114	0.014813868
169043	29041	0.019746551
169043	29027	0.044219545
169044	21114	0.005990851
169044	21114	0.000819641
169044	29027	0.044010411
169045	21114	0.001366014
169045	29025	0.153512746
169045	29025	0.113903024
169046	21114	0.003863463
169046	21114	0.002310181
169046	21114	0.007529194
169046	29025	0.17341695
169047	21114	0.016340573
169047	29025	0.036432251
169053	21001	0.101068967
169054	21001	0.001593923
169061	21152	0.313543179
169062	21096	0.091168748
169062	21096	0.381135367
169062	21152	0.057680075
169062	21096	0.034469462
169062	21152	0.628776747
169063	21096	0.156518703
169063	21142	0.15492437
169063	21096	0.088060232
169064	21142	0.131544435
170035	15110	0.020030724
170036	15110	0.0408607
170041	15110	0.013822225
170044	15086	0.005640612
170045	15118	0.01333775
170045	15086	0.058877255
170046	15118	0.022836068
170047	15118	0.047326325
170053	15018	0.142340098
170054	15018	0.018037637
170054	15018	0.023431661
170055	15073	0.327116876
170055	15018	0.161807043
170055	15018	0.034927425
170056	15073	0.059653679
170056	15018	0.030180879
170057	15101	0.008459341
170057	15073	0.014286594
170057	15012	0.131086952
170057	15101	0.030214055
170057	15073	0.123740221
170058	15012	0.00653219
170058	15101	0.0268233
170058	15012	0.051994606
170058	15012	0.158428645
170058	15006	0.027138861
170058	15101	0.018540411
170058	15012	0.410522327
170058	15101	0.001391981
170058	15012	0.24143528
170059	15101	0.027001802
170059	15043	0.01953587
170059	15101	0.002560697
170059	15101	0.018158135
170059	15101	0.021535323
170059	15101	0.010245313
170059	15101	0.044139966
170059	15101	0.010366892
170059	15101	0.006629682
170059	15101	0.011258139
170059	15019	0.090594104
170060	15101	0.000298924
170060	15043	0.067306655
170060	15101	0.028261908
170060	15101	0.036049213
170060	15043	0.017054213
170061	15101	0.00747067
170061	15043	0.008527156
170061	15101	0.000593533
170061	15043	0.09804376
170061	15101	0.023700615
170062	15043	0.133221837
170063	15043	0.155068951
170064	15043	0.184733393
170069	9012	0.017588952
170070	9012	0.010377094
170070	9012	0.056848061
170072	9009	0.005921974
170073	9009	0.002943867
170073	9009	0.062694652
170073	9009	0.018629365
170074	9009	0.049229126
170074	9009	0.002755332
170074	9009	0.020304663
170074	9009	0.010391916
170075	9009	0.072870532
170075	9009	0.048123563
170076	9009	0.00725427
170080	15089	0.035965594
170080	15089	0.023637062
170080	15089	0.30360915
170082	15103	0.062345923
170082	15009	0.011177221
170083	15103	0.040361507
170083	15009	0.080972915
170093	21048	0.069311553
170096	21074	0.043662436
170096	21074	0.038467882
170096	21074	0.017023454
170096	21074	0.024701575
170096	21074	0.013775351
170097	21074	0.006191964
170097	21074	0.069305624
170097	21181	0.040025185
170098	21181	0.037944631
170099	21136	0.0842672
170099	21136	0.054138884
170099	21136	0.110932078
170099	21181	0.017391851
170099	21136	0.050969337
170099	29023	0.008992094
170100	21034	0.378759142
170100	21136	0.318570929
170102	21041	0.014272666
170102	21041	0.13723717
170102	29041	0.079052195
170102	29041	0.057928239
170102	29041	0.04016769
170102	29042	0.148504707
170102	29041	0.022042186
170102	29041	0.039335569
170102	29041	0.017848365
170102	29041	0.003195038
170102	29041	0.038516012
170102	29041	0.02950419
170102	29041	0.02931067
170103	29027	0.023246864
170103	29027	0.30469147
170103	29041	0.061511002
170103	29041	0.070279824
170103	29027	0.149429398
170103	29027	0.188350065
170103	29041	0.026316131
170104	29027	0.239374944
170106	21114	0.006418446
170106	29025	0.128926536
170106	29025	0.075089695
170112	21001	0.070538775
170113	21001	0.015133124
170122	21142	0.081002977
170122	21142	0.01275604
170122	21142	0.039621089
170122	21142	0.044127952
170122	21142	0.027949473
170123	21142	0.024596156
170123	21142	0.021481012
170123	21142	0.12435764
170123	21142	0.107585689
171093	15110	0.063045879
171094	15110	0.044182687
171094	15110	0.017956446
171094	15110	0.030829021
171094	15110	0.019353632
171095	15110	0.009727329
171095	15110	0.020679857
171095	15110	0.005855393
171095	15110	0.056608125
171096	15110	0.005333146
171105	15118	0.025365339
171106	15118	0.018157162
171106	15118	0.033915635
171106	15118	0.023384724
171107	15118	0.005415936
171107	15118	0.016325769
171110	15106	0.003506047
171111	15106	0.007176976
171111	15018	0.014511748
171111	15106	0.00837247
171112	15018	0.004182501
171112	15018	0.072786865
171112	15054	0.026510368
171112	15018	0.022930225
171113	15055	0.230044106
171113	15054	0.020454796
171114	15055	0.267782667
171114	15018	0.050381422
171114	15055	0.099979944
171114	15055	0.174074539
171114	15027	0.256941153
171114	15018	0.026359911
171114	15055	0.047596349
171114	15027	0.199198222
171114	15027	0.034564175
171115	15055	0.180522395
171115	15054	0.006554293
171115	15027	0.50929645
171115	15018	0.016546803
171117	15101	0.007590554
171118	15019	0.023189118
171118	15019	0.116159893
171118	15101	0.014192636
171118	15019	0.156307019
171118	15019	0.113333741
171118	15019	0.10214402
171119	15101	0.030114646
171119	15101	0.056566766
171119	15019	0.048523327
171119	15101	0.010931453
171119	15019	0.117754181
171120	15101	0.017292961
171120	15101	0.041345087
171120	15062	0.018187608
171122	15043	0.055335212
171123	15043	0.010577004
171124	9012	0.052465873
171124	9008	0.093247025
171124	15043	0.001469813
171127	9012	0.004478882
171128	9012	0.014691947
171129	9012	0.017894388
171129	9012	0.041087984
171129	9012	0.023769179
171129	9013	0.025498624
171130	9013	0.001614157
171130	9009	0.004898202
171131	9013	0.023387007
171131	9009	0.074692397
171131	9013	0.030989463
171131	9009	0.032764585
171131	9013	0.017865829
171132	9009	0.019485319
171132	9009	0.015660413
171132	9009	0.041776934
171132	9009	0.067335671
171132	9009	0.007949638
171133	9009	0.038086381
171133	9009	0.008816189
171133	9009	0.019481117
171133	9009	0.026074655
171133	9009	0.005478642
171133	9009	0.02753423
171133	9009	0.032615191
171133	9009	0.010943578
171133	9009	0.01583782
171133	9009	0.003105451
171134	9009	0.000416783
171134	9009	0.000711347
171134	9009	0.059166177
171135	9009	0.016098487
171135	15025	0.009951701
171136	15025	0.037761754
171136	15025	0.001745394
171137	15025	3.17808E-05
171137	15025	0.010791138
171137	15025	0.005793128
171137	15025	0.001886353
171137	15025	0.003138754
171138	15083	0.118314407
171139	15083	0.041498403
171139	15089	0.002469911
171139	15083	0.219114794
171139	15083	0.301201789
171139	15083	0.094082069
171141	15103	0.298963142
171141	15103	0.061540902
171141	15103	0.120975551
171142	15103	0.265396476
171152	21048	0.4336317
171153	21048	0.394833672
171153	21048	0.074108411
171154	21074	0.04622172
171155	21074	0.068563792
171155	21074	0.021948847
171156	21074	0.013926202
171156	21074	0.072118328
171157	21181	0.841442318
171157	21074	0.014865284
171157	21181	0.017844162
171157	21074	0.006943825
171157	21074	0.018965652
171157	21074	0.000751946
171157	29023	0.01989147
171157	29023	0.024662538
171157	29023	0.000203899
171157	29023	0.026763556
171158	21136	0.059566043
171158	21136	0.221157797
171158	21136	0.043362467
171158	29023	0.144538264
171159	21136	0.057035264
171159	29044	0.050265918
171159	29044	0.043526877
171159	29032	0.094970658
171159	29044	0.014155164
171159	29032	0.134921363
171161	29042	0.578173752
171161	29044	0.060478244
171161	29042	0.273321541
171161	29044	0.051992867
171161	29058	0.253586267
171161	29044	0.068569406
171162	29041	0.038257164
171162	29041	0.168809157
171162	29041	0.132950421
171162	29041	0.016335413
171162	29017	1
171163	29041	0.034291496
171163	29027	0.006677303
171165	29025	0.166180993
171171	21001	0.001976216
171172	21001	0.028659481
171172	21104	0.023923205
171172	21104	0.029275793
171172	21104	0.004243135
171172	21104	0.024165338
171172	29037	0.143574722
171172	29037	0.040212519
171172	29037	0.118022926
171173	21104	0.001212214
171173	29037	0.15379422
171182	21142	0.230053168
172153	15110	0.04783584
172154	15110	0.038214104
172155	15110	0.027588302
172155	15007	0.055691352
172156	15110	0.008531868
172156	15007	0.167796015
172157	15007	0.144915156
172158	15007	0.098254801
172166	15118	0.011509951
172166	15118	0.042140427
172166	15118	0.007527083
172166	15118	0.030658956
172167	15118	0.026762554
172167	15118	0.012472316
172167	15118	0.001605043
172168	15106	0.013022384
172168	15106	0.004287507
172168	15106	0.000366499
172169	15106	0.020498528
172169	15106	0.004420127
172170	15106	0.002432655
172170	15106	0.000349796
172170	15106	0.019353374
172171	15054	0.010090713
172171	15106	0.007382036
172171	15054	0.017025959
172171	15054	0.034515741
172171	15106	0.00856141
172171	15106	0.0046236
172171	15054	0.008411084
172172	15054	0.045727039
172172	15054	0.175694746
172172	15054	0.038143969
172173	15054	0.027799143
172173	15054	0.002048059
172173	15054	0.057379908
172174	15054	0.025787148
172174	15054	0.047574812
172174	15054	0.060197691
172174	15054	0.029877206
172174	15076	0.027751533
172174	15054	0.003146891
172174	15076	0.000343448
172174	15054	0.040875094
172177	15019	0.047697316
172177	15062	0.018668452
172177	15051	0.007362596
172177	15019	0.050994489
172177	15062	0.014220228
172177	15019	0.133302792
172179	15101	0.03659684
172179	15062	0.021174455
172179	15062	0.004403724
172179	15062	0.019665761
172179	15062	0.005764677
172179	15062	0.006746511
172180	15062	0.002594384
172180	15062	0.009044953
172180	15062	0.004575212
172183	9008	0.229939352
172184	9012	0.022150114
172184	9008	0.473291325
172185	9012	0.02354063
172185	9012	0.014897368
172185	9012	0.011644284
172185	9012	0.000447187
172186	9012	0.01394747
172187	9012	0.011100862
172188	9012	0.0170644
172188	9013	0.009819751
172188	9012	0.013436647
172188	9013	0.156825971
172188	9012	0.00469664
172188	9012	0.000909809
172189	9013	0.063413987
172189	9013	0.016338956
172190	9013	0.072247475
172191	9013	0.060404398
172191	9009	0.012482307
172191	9009	0.000270347
172191	9009	0.0002549
172192	9011	0.009641625
172192	9009	0.012840927
172193	9009	0.011152949
172193	9011	0.048721678
172193	9009	0.022114111
172193	9009	0.010825844
172193	9011	0.003337278
172194	9009	0.000484085
172194	9011	0.002257745
172194	9009	0.031148651
172194	9009	0.00204473
172194	9011	0.054968895
172194	9009	0.000929337
172194	9011	0.017501487
172195	9011	0.048194007
172195	15122	0.001658382
172195	15025	0.01953347
172196	15025	0.00617935
172196	15025	0.009379177
172196	15025	0.027444054
172196	15025	0.014052915
172196	15025	0.00836383
172196	15025	0.003064858
172196	15025	0.007047785
172196	15025	0.01668222
172197	15083	0.191846831
172197	15025	0.01358613
172198	15083	0.033941706
172198	15022	0.379784824
172198	15022	0.141821237
172199	15025	0.043900105
172199	15025	0.012738066
172200	15025	0.011639378
172200	15103	0.083794012
172200	15025	0.001858897
172200	15103	0.005232286
172200	15025	0.01499022
172200	15025	0.00427165
172213	21074	0.066826692
172215	21074	0.024649136
172215	21074	0.021284714
172215	21074	0.01053485
172215	21074	0.035716469
172215	21074	0.012718142
172215	21074	0.073361915
172216	21074	0.011206243
172216	21074	0.005097107
172216	21074	0.125256799
172216	21074	0.010485911
172216	29023	0.000920906
172216	29023	0.026439256
172217	29023	0.027392287
172217	29023	0.088100156
172217	29032	0.08245608
172217	29023	0.074253986
172218	29032	0.032835542
172218	29044	0.118452626
172218	29032	0.042562614
172220	29044	0.151835812
172220	29044	0.154927246
172220	29044	0.07256585
172220	29058	0.114682679
172220	29059	0.346776534
172220	29044	0.075228167
172220	29059	0.309848493
172220	29059	0.054619425
172220	29044	0.082176174
172220	29029	0.021114761
172221	29041	0.033992689
172221	29058	0.16146795
172221	29041	0.040609997
172221	29059	0.222795471
172221	29058	0.004437276
