CELL,"X (Coord. GEOF.,ITRF92)","Y (Coord. GEOF.,ITRF92)",uso,pob,UTMX,Utmy,UTMZ
152043,-99.84019,18.72512,6,0,2727321.774,749649.0616,14
152044,-99.81169,18.72471,6,500,2730321.774,749649.0616,14
152045,-99.7832,18.72429,6,3670,2733321.774,749649.0616,14
152046,-99.7547,18.72387,6,649,2736321.774,749649.0616,14
152047,-99.7262,18.72344,6,419,2739321.774,749649.0616,14
152048,-99.6977,18.72301,6,881,2742321.774,749649.0616,14
152049,-99.6692,18.72257,6,63,2745321.774,749649.0616,14
152050,-99.6407,18.72213,6,72,2748321.774,749649.0616,14
152051,-99.61221,18.72168,6,446,2751321.774,749649.0616,14
152052,-99.58371,18.72122,6,0,2754321.774,749649.0616,14
152053,-99.55521,18.72076,6,0,2757321.774,749649.0616,14
152054,-99.52671,18.7203,6,0,2760321.774,749649.0616,14
152055,-99.49822,18.71983,6,121,2763321.774,749649.0616,14
152056,-99.46972,18.71935,6,1139,2766321.774,749649.0616,14
152057,-99.44122,18.71887,6,0,2769321.774,749649.0616,14
152058,-99.41273,18.71838,6,2547,2772321.774,749649.0616,14
152059,-99.38423,18.71789,6,2071,2775321.774,749649.0616,14
152060,-99.35574,18.71739,6,3674,2778321.774,749649.0616,14
152061,-99.32724,18.71689,6,6712,2781321.774,749649.0616,14
152062,-99.29875,18.71638,6,12,2784321.774,749649.0616,14
152063,-99.27025,18.71586,6,928,2787321.774,749649.0616,14
152064,-99.24176,18.71534,6,563,2790321.774,749649.0616,14
152065,-99.21326,18.71482,6,0,2793321.774,749649.0616,14
152066,-99.18477,18.71429,6,5714,2796321.774,749649.0616,14
152067,-99.15627,18.71375,6,3062,2799321.774,749649.0616,14
152068,-99.12778,18.71321,6,2359,2802321.774,749649.0616,14
152069,-99.09928,18.71267,6,1642,2805321.774,749649.0616,14
152070,-99.07079,18.71211,6,0,2808321.774,749649.0616,14
152071,-99.0423,18.71156,6,0,2811321.774,749649.0616,14
152072,-99.0138,18.71099,6,252,2814321.774,749649.0616,14
152073,-98.98531,18.71043,6,2207,2817321.774,749649.0616,14
152074,-98.95682,18.70985,6,877,2820321.774,749649.0616,14
152075,-98.92832,18.70927,6,2351,2823321.774,749649.0616,14
152076,-98.89983,18.70869,6,4757,2826321.774,749649.0616,14
152077,-98.87134,18.7081,6,101,2829321.774,749649.0616,14
152078,-98.84285,18.7075,6,500,2832321.774,749649.0616,14
152079,-98.81436,18.7069,6,2991,2835321.774,749649.0616,14
152080,-98.78587,18.7063,6,4989,2838321.774,749649.0616,14
152081,-98.75737,18.70569,6,231,2841321.774,749649.0616,14
152082,-98.72888,18.70507,6,0,2844321.774,749649.0616,14
152083,-98.70039,18.70445,6,0,2847321.774,749649.0616,14
152084,-98.6719,18.70382,6,0,2850321.774,749649.0616,14
152085,-98.64341,18.70319,6,0,2853321.774,749649.0616,14
152086,-98.61492,18.70255,6,396,2856321.774,749649.0616,14
152087,-98.58643,18.70191,6,333,2859321.774,749649.0616,14
152088,-98.55794,18.70126,6,922,2862321.774,749649.0616,14
152089,-98.52946,18.7006,6,3330,2865321.774,749649.0616,14
152090,-98.50097,18.69994,6,830,2868321.774,749649.0616,14
152091,-98.47248,18.69928,6,0,2871321.774,749649.0616,14
152092,-98.44399,18.69861,6,406,2874321.774,749649.0616,14
152093,-98.4155,18.69793,6,0,2877321.774,749649.0616,14
152094,-98.38702,18.69725,6,0,2880321.774,749649.0616,14
152095,-98.35853,18.69656,6,0,2883321.774,749649.0616,14
152096,-98.33004,18.69587,6,0,2886321.774,749649.0616,14
152097,-98.30155,18.69517,6,0,2889321.774,749649.0616,14
152098,-98.27307,18.69447,6,105,2892321.774,749649.0616,14
152099,-98.24458,18.69376,6,0,2895321.774,749649.0616,14
152100,-98.2161,18.69305,6,0,2898321.774,749649.0616,14
152101,-98.18761,18.69233,6,0,2901321.774,749649.0616,14
152102,-98.15913,18.69161,6,448,2904321.774,749649.0616,14
152103,-98.13064,18.69088,6,0,2907321.774,749649.0616,14
152104,-98.10216,18.69014,6,0,2910321.774,749649.0616,14
152105,-98.07367,18.6894,6,1468,2913321.774,749649.0616,14
152106,-98.04519,18.68865,6,839,2916321.774,749649.0616,14
152107,-98.0167,18.6879,6,630,2919321.774,749649.0616,14
152108,-97.98822,18.68715,6,26,2922321.774,749649.0616,14
152109,-97.95974,18.68638,6,56,2925321.774,749649.0616,14
152110,-97.93126,18.68562,6,0,2928321.774,749649.0616,14
152111,-97.90277,18.68484,6,0,2931321.774,749649.0616,14
152112,-97.87429,18.68406,6,720,2934321.774,749649.0616,14
152113,-97.84581,18.68328,6,854,2937321.774,749649.0616,14
152114,-97.81733,18.68249,6,0,2940321.774,749649.0616,14
152115,-97.78885,18.6817,6,64,2943321.774,749649.0616,14
152116,-97.76037,18.6809,6,206,2946321.774,749649.0616,14
152117,-97.73189,18.68009,6,1545,2949321.774,749649.0616,14
152118,-97.70341,18.67928,6,910,2952321.774,749649.0616,14
152119,-97.67493,18.67846,6,2987,2955321.774,749649.0616,14
152120,-97.64645,18.67764,6,5674,2958321.774,749649.0616,14
153090,-100.18183,18.7568,6,1191,2691321.774,752649.0616,14
153091,-100.15332,18.75645,6,749,2694321.774,752649.0616,14
153092,-100.12482,18.7561,6,89,2697321.774,752649.0616,14
153093,-100.09631,18.75574,6,426,2700321.774,752649.0616,14
153094,-100.06781,18.75538,6,0,2703321.774,752649.0616,14
153095,-100.0393,18.75501,6,677,2706321.774,752649.0616,14
153096,-100.01079,18.75463,6,402,2709321.774,752649.0616,14
153097,-99.98229,18.75425,6,100,2712321.774,752649.0616,14
153098,-99.95378,18.75387,6,242,2715321.774,752649.0616,14
153099,-99.92528,18.75348,6,520,2718321.774,752649.0616,14
153100,-99.89677,18.75308,6,1029,2721321.774,752649.0616,14
153101,-99.86827,18.75268,6,139,2724321.774,752649.0616,14
153102,-99.83976,18.75228,6,593,2727321.774,752649.0616,14
153103,-99.81126,18.75186,6,600,2730321.774,752649.0616,14
153104,-99.78275,18.75145,6,417,2733321.774,752649.0616,14
153105,-99.75425,18.75102,6,520,2736321.774,752649.0616,14
153106,-99.72575,18.7506,6,505,2739321.774,752649.0616,14
153107,-99.69724,18.75016,6,326,2742321.774,752649.0616,14
153108,-99.66874,18.74972,6,5490,2745321.774,752649.0616,14
153109,-99.64024,18.74928,6,131,2748321.774,752649.0616,14
153110,-99.61173,18.74883,6,23,2751321.774,752649.0616,14
153111,-99.58323,18.74838,6,0,2754321.774,752649.0616,14
153112,-99.55473,18.74792,6,0,2757321.774,752649.0616,14
153113,-99.52622,18.74745,6,0,2760321.774,752649.0616,14
153114,-99.49772,18.74698,6,175,2763321.774,752649.0616,14
153115,-99.46922,18.7465,6,1021,2766321.774,752649.0616,14
153116,-99.44072,18.74602,6,5339,2769321.774,752649.0616,14
153117,-99.41221,18.74553,6,1549,2772321.774,752649.0616,14
153118,-99.38371,18.74504,6,1466,2775321.774,752649.0616,14
153119,-99.35521,18.74454,6,3774,2778321.774,752649.0616,14
153120,-99.32671,18.74404,6,3156,2781321.774,752649.0616,14
153121,-99.29821,18.74353,6,0,2784321.774,752649.0616,14
153122,-99.26971,18.74302,6,6082,2787321.774,752649.0616,14
153123,-99.24121,18.7425,6,5590,2790321.774,752649.0616,14
153124,-99.21271,18.74197,6,2912,2793321.774,752649.0616,14
153125,-99.18421,18.74144,6,450,2796321.774,752649.0616,14
153126,-99.15571,18.7409,6,1560,2799321.774,752649.0616,14
153127,-99.12721,18.74036,6,227,2802321.774,752649.0616,14
153128,-99.09871,18.73982,6,87,2805321.774,752649.0616,14
153129,-99.07021,18.73926,6,0,2808321.774,752649.0616,14
153130,-99.04171,18.73871,6,0,2811321.774,752649.0616,14
153131,-99.01321,18.73814,6,669,2814321.774,752649.0616,14
153132,-98.98471,18.73758,6,5228,2817321.774,752649.0616,14
153133,-98.95621,18.737,6,11135,2820321.774,752649.0616,14
153134,-98.92771,18.73642,6,0,2823321.774,752649.0616,14
153135,-98.89922,18.73584,6,1563,2826321.774,752649.0616,14
153136,-98.87072,18.73525,6,0,2829321.774,752649.0616,14
153137,-98.84222,18.73465,6,1309,2832321.774,752649.0616,14
153138,-98.81372,18.73405,6,2470,2835321.774,752649.0616,14
153139,-98.78523,18.73345,6,6159,2838321.774,752649.0616,14
153140,-98.75673,18.73284,6,2170,2841321.774,752649.0616,14
153141,-98.72823,18.73222,6,0,2844321.774,752649.0616,14
153142,-98.69974,18.7316,6,910,2847321.774,752649.0616,14
153143,-98.67124,18.73097,6,0,2850321.774,752649.0616,14
153144,-98.64275,18.73034,6,395,2853321.774,752649.0616,14
153145,-98.61425,18.7297,6,398,2856321.774,752649.0616,14
153146,-98.58576,18.72905,6,914,2859321.774,752649.0616,14
153147,-98.55726,18.72841,6,11,2862321.774,752649.0616,14
153148,-98.52877,18.72775,6,1982,2865321.774,752649.0616,14
153149,-98.50027,18.72709,6,1078,2868321.774,752649.0616,14
153150,-98.47178,18.72643,6,628,2871321.774,752649.0616,14
153151,-98.44328,18.72576,6,4705,2874321.774,752649.0616,14
153152,-98.41479,18.72508,6,0,2877321.774,752649.0616,14
153153,-98.3863,18.7244,6,183,2880321.774,752649.0616,14
153154,-98.3578,18.72371,6,0,2883321.774,752649.0616,14
153155,-98.32931,18.72302,6,218,2886321.774,752649.0616,14
153156,-98.30082,18.72232,6,0,2889321.774,752649.0616,14
153157,-98.27233,18.72162,6,2277,2892321.774,752649.0616,14
153158,-98.24384,18.72091,6,714,2895321.774,752649.0616,14
153159,-98.21534,18.7202,6,0,2898321.774,752649.0616,14
153160,-98.18685,18.71948,6,0,2901321.774,752649.0616,14
153161,-98.15836,18.71875,6,529,2904321.774,752649.0616,14
153162,-98.12987,18.71802,6,0,2907321.774,752649.0616,14
153163,-98.10138,18.71729,6,0,2910321.774,752649.0616,14
153164,-98.07289,18.71655,6,821,2913321.774,752649.0616,14
153165,-98.0444,18.7158,6,472,2916321.774,752649.0616,14
153166,-98.01591,18.71505,6,641,2919321.774,752649.0616,14
153167,-97.98742,18.71429,6,58,2922321.774,752649.0616,14
153168,-97.95894,18.71353,6,385,2925321.774,752649.0616,14
153169,-97.93045,18.71276,6,0,2928321.774,752649.0616,14
153170,-97.90196,18.71199,6,0,2931321.774,752649.0616,14
153171,-97.87347,18.71121,6,0,2934321.774,752649.0616,14
153172,-97.84498,18.71042,6,443,2937321.774,752649.0616,14
153173,-97.8165,18.70964,6,0,2940321.774,752649.0616,14
153174,-97.78801,18.70884,6,3793,2943321.774,752649.0616,14
153175,-97.75952,18.70804,6,1330,2946321.774,752649.0616,14
153176,-97.73104,18.70724,6,0,2949321.774,752649.0616,14
153177,-97.70255,18.70642,6,1616,2952321.774,752649.0616,14
153178,-97.67407,18.70561,6,1220,2955321.774,752649.0616,14
153179,-97.64558,18.70479,6,1800,2958321.774,752649.0616,14
154149,-100.18147,18.78395,6,374,2691321.774,755649.0616,14
154150,-100.15296,18.78361,6,766,2694321.774,755649.0616,14
154151,-100.12445,18.78325,6,198,2697321.774,755649.0616,14
154152,-100.09593,18.78289,6,0,2700321.774,755649.0616,14
154153,-100.06742,18.78253,6,206,2703321.774,755649.0616,14
154154,-100.03891,18.78216,6,383,2706321.774,755649.0616,14
154155,-100.0104,18.78179,6,828,2709321.774,755649.0616,14
154156,-99.98189,18.78141,6,68,2712321.774,755649.0616,14
154157,-99.95338,18.78102,6,162,2715321.774,755649.0616,14
154158,-99.92487,18.78063,6,373,2718321.774,755649.0616,14
154159,-99.89636,18.78024,6,98,2721321.774,755649.0616,14
154160,-99.86784,18.77984,6,588,2724321.774,755649.0616,14
154161,-99.83933,18.77943,6,547,2727321.774,755649.0616,14
154162,-99.81082,18.77902,6,1156,2730321.774,755649.0616,14
154163,-99.78231,18.7786,6,0,2733321.774,755649.0616,14
154164,-99.7538,18.77818,6,55,2736321.774,755649.0616,14
154165,-99.72529,18.77775,6,1454,2739321.774,755649.0616,14
154166,-99.69678,18.77732,6,1972,2742321.774,755649.0616,14
154167,-99.66828,18.77688,6,254,2745321.774,755649.0616,14
154168,-99.63977,18.77643,6,357,2748321.774,755649.0616,14
154169,-99.61126,18.77599,6,655,2751321.774,755649.0616,14
154170,-99.58275,18.77553,6,0,2754321.774,755649.0616,14
154171,-99.55424,18.77507,6,1881,2757321.774,755649.0616,14
154172,-99.52573,18.7746,6,0,2760321.774,755649.0616,14
154173,-99.49722,18.77413,6,0,2763321.774,755649.0616,14
154174,-99.46872,18.77366,6,2122,2766321.774,755649.0616,14
154175,-99.44021,18.77317,6,0,2769321.774,755649.0616,14
154176,-99.4117,18.77269,6,0,2772321.774,755649.0616,14
154177,-99.38319,18.77219,6,16,2775321.774,755649.0616,14
154178,-99.35469,18.7717,6,8901,2778321.774,755649.0616,14
154179,-99.32618,18.77119,6,1669,2781321.774,755649.0616,14
154180,-99.29767,18.77068,6,339,2784321.774,755649.0616,14
154181,-99.26916,18.77017,6,790,2787321.774,755649.0616,14
154182,-99.24066,18.76965,6,5733,2790321.774,755649.0616,14
154183,-99.21215,18.76912,6,7391,2793321.774,755649.0616,14
154184,-99.18365,18.76859,6,3281,2796321.774,755649.0616,14
154185,-99.15514,18.76806,6,13,2799321.774,755649.0616,14
154186,-99.12664,18.76752,6,3826,2802321.774,755649.0616,14
154187,-99.09813,18.76697,6,79,2805321.774,755649.0616,14
154188,-99.06962,18.76642,6,0,2808321.774,755649.0616,14
154189,-99.04112,18.76586,6,0,2811321.774,755649.0616,14
154190,-99.01262,18.7653,6,5,2814321.774,755649.0616,14
154191,-98.98411,18.76473,6,12108,2817321.774,755649.0616,14
154192,-98.95561,18.76415,6,1188,2820321.774,755649.0616,14
154193,-98.9271,18.76358,6,1607,2823321.774,755649.0616,14
154194,-98.8986,18.76299,6,1289,2826321.774,755649.0616,14
154195,-98.8701,18.7624,6,2575,2829321.774,755649.0616,14
154196,-98.84159,18.76181,6,1115,2832321.774,755649.0616,14
154197,-98.81309,18.7612,6,0,2835321.774,755649.0616,14
154198,-98.78459,18.7606,6,6717,2838321.774,755649.0616,14
154199,-98.75609,18.75999,6,1517,2841321.774,755649.0616,14
154200,-98.72758,18.75937,6,978,2844321.774,755649.0616,14
154201,-98.69908,18.75875,6,1739,2847321.774,755649.0616,14
154202,-98.67058,18.75812,6,0,2850321.774,755649.0616,14
154203,-98.64208,18.75749,6,268,2853321.774,755649.0616,14
154204,-98.61358,18.75685,6,0,2856321.774,755649.0616,14
154205,-98.58508,18.7562,6,640,2859321.774,755649.0616,14
154206,-98.55658,18.75556,6,538,2862321.774,755649.0616,14
154207,-98.52808,18.7549,6,1188,2865321.774,755649.0616,14
154208,-98.49958,18.75424,6,2531,2868321.774,755649.0616,14
154209,-98.47108,18.75358,6,577,2871321.774,755649.0616,14
154210,-98.44258,18.7529,6,921,2874321.774,755649.0616,14
154211,-98.41408,18.75223,6,0,2877321.774,755649.0616,14
154212,-98.38558,18.75155,6,839,2880321.774,755649.0616,14
154213,-98.35708,18.75086,6,0,2883321.774,755649.0616,14
154214,-98.32858,18.75017,6,0,2886321.774,755649.0616,14
154215,-98.30008,18.74947,6,0,2889321.774,755649.0616,14
154216,-98.27159,18.74877,6,116,2892321.774,755649.0616,14
154217,-98.24309,18.74806,6,6,2895321.774,755649.0616,14
154218,-98.21459,18.74734,6,0,2898321.774,755649.0616,14
154219,-98.1861,18.74662,6,714,2901321.774,755649.0616,14
154220,-98.1576,18.7459,6,1962,2904321.774,755649.0616,14
154221,-98.1291,18.74517,6,0,2907321.774,755649.0616,14
154222,-98.10061,18.74443,6,392,2910321.774,755649.0616,14
154223,-98.07211,18.74369,6,0,2913321.774,755649.0616,14
154224,-98.04362,18.74295,6,122,2916321.774,755649.0616,14
154225,-98.01512,18.74219,6,757,2919321.774,755649.0616,14
154226,-97.98663,18.74144,6,0,2922321.774,755649.0616,14
154227,-97.95813,18.74067,6,0,2925321.774,755649.0616,14
154228,-97.92964,18.73991,6,204,2928321.774,755649.0616,14
154229,-97.90114,18.73913,6,1607,2931321.774,755649.0616,14
154230,-97.87265,18.73835,6,1608,2934321.774,755649.0616,14
154231,-97.84416,18.73757,6,0,2937321.774,755649.0616,14
154232,-97.81567,18.73678,6,0,2940321.774,755649.0616,14
154233,-97.78717,18.73599,6,0,2943321.774,755649.0616,14
154234,-97.75868,18.73519,6,0,2946321.774,755649.0616,14
154235,-97.73019,18.73438,6,0,2949321.774,755649.0616,14
154236,-97.7017,18.73357,6,106,2952321.774,755649.0616,14
154237,-97.67321,18.73275,6,1348,2955321.774,755649.0616,14
154238,-97.64472,18.73193,6,861,2958321.774,755649.0616,14
155208,-100.18111,18.81111,6,776,2691321.774,758649.0616,14
155209,-100.15259,18.81076,6,1500,2694321.774,758649.0616,14
155210,-100.12407,18.81041,6,933,2697321.774,758649.0616,14
155211,-100.09555,18.81005,6,68,2700321.774,758649.0616,14
155212,-100.06704,18.80969,6,41,2703321.774,758649.0616,14
155213,-100.03852,18.80932,6,440,2706321.774,758649.0616,14
155214,-100.01,18.80895,6,1569,2709321.774,758649.0616,14
155215,-99.98149,18.80857,6,421,2712321.774,758649.0616,14
155216,-99.95297,18.80818,6,0,2715321.774,758649.0616,14
155217,-99.92445,18.80779,6,0,2718321.774,758649.0616,14
155218,-99.89594,18.80739,6,504,2721321.774,758649.0616,14
155219,-99.86742,18.80699,6,860,2724321.774,758649.0616,14
155220,-99.8389,18.80659,6,109,2727321.774,758649.0616,14
155221,-99.81039,18.80618,6,407,2730321.774,758649.0616,14
155222,-99.78187,18.80576,6,276,2733321.774,758649.0616,14
155223,-99.75336,18.80534,6,43,2736321.774,758649.0616,14
155224,-99.72484,18.80491,6,816,2739321.774,758649.0616,14
155225,-99.69633,18.80447,6,0,2742321.774,758649.0616,14
155226,-99.66781,18.80403,6,7851,2745321.774,758649.0616,14
155227,-99.6393,18.80359,6,2341,2748321.774,758649.0616,14
155228,-99.61078,18.80314,6,0,2751321.774,758649.0616,14
155229,-99.58227,18.80269,6,0,2754321.774,758649.0616,14
155230,-99.55375,18.80222,6,333,2757321.774,758649.0616,14
155231,-99.52524,18.80176,6,209,2760321.774,758649.0616,14
155232,-99.49673,18.80129,6,700,2763321.774,758649.0616,14
155233,-99.46821,18.80081,6,2198,2766321.774,758649.0616,14
155234,-99.4397,18.80033,6,0,2769321.774,758649.0616,14
155235,-99.41119,18.79984,6,0,2772321.774,758649.0616,14
155236,-99.38267,18.79935,6,134,2775321.774,758649.0616,14
155237,-99.35416,18.79885,6,9,2778321.774,758649.0616,14
155238,-99.32565,18.79835,6,44,2781321.774,758649.0616,14
155239,-99.29713,18.79784,6,1367,2784321.774,758649.0616,14
155240,-99.26862,18.79732,6,246,2787321.774,758649.0616,14
155241,-99.24011,18.7968,6,11254,2790321.774,758649.0616,14
155242,-99.2116,18.79628,6,6626,2793321.774,758649.0616,14
155243,-99.18309,18.79575,6,6484,2796321.774,758649.0616,14
155244,-99.15458,18.79521,6,0,2799321.774,758649.0616,14
155245,-99.12606,18.79467,6,7,2802321.774,758649.0616,14
155246,-99.09755,18.79412,6,480,2805321.774,758649.0616,14
155247,-99.06904,18.79357,6,796,2808321.774,758649.0616,14
155248,-99.04053,18.79301,6,0,2811321.774,758649.0616,14
155249,-99.01202,18.79245,6,0,2814321.774,758649.0616,14
155250,-98.98351,18.79188,6,6177,2817321.774,758649.0616,14
155251,-98.955,18.79131,6,26354,2820321.774,758649.0616,14
155252,-98.92649,18.79073,6,15447,2823321.774,758649.0616,14
155253,-98.89798,18.79014,6,4964,2826321.774,758649.0616,14
155254,-98.86947,18.78955,6,21,2829321.774,758649.0616,14
155255,-98.84097,18.78896,6,561,2832321.774,758649.0616,14
155256,-98.81246,18.78836,6,1665,2835321.774,758649.0616,14
155257,-98.78395,18.78775,6,3340,2838321.774,758649.0616,14
155258,-98.75544,18.78714,6,2377,2841321.774,758649.0616,14
155259,-98.72693,18.78652,6,1926,2844321.774,758649.0616,14
155260,-98.69843,18.7859,6,164,2847321.774,758649.0616,14
155261,-98.66992,18.78527,6,0,2850321.774,758649.0616,14
155262,-98.64141,18.78464,6,776,2853321.774,758649.0616,14
155263,-98.6129,18.784,6,306,2856321.774,758649.0616,14
155264,-98.5844,18.78336,6,0,2859321.774,758649.0616,14
155265,-98.55589,18.78271,6,1570,2862321.774,758649.0616,14
155266,-98.52739,18.78205,6,697,2865321.774,758649.0616,14
155267,-98.49888,18.78139,6,2049,2868321.774,758649.0616,14
155268,-98.47038,18.78073,6,1838,2871321.774,758649.0616,14
155269,-98.44187,18.78005,6,1394,2874321.774,758649.0616,14
155270,-98.41337,18.77938,6,0,2877321.774,758649.0616,14
155271,-98.38486,18.7787,6,0,2880321.774,758649.0616,14
155272,-98.35636,18.77801,6,0,2883321.774,758649.0616,14
155273,-98.32785,18.77732,6,0,2886321.774,758649.0616,14
155274,-98.29935,18.77662,6,0,2889321.774,758649.0616,14
155275,-98.27085,18.77591,6,5,2892321.774,758649.0616,14
155276,-98.24234,18.77521,6,0,2895321.774,758649.0616,14
155277,-98.21384,18.77449,6,0,2898321.774,758649.0616,14
155278,-98.18534,18.77377,6,159,2901321.774,758649.0616,14
155279,-98.15684,18.77305,6,0,2904321.774,758649.0616,14
155280,-98.12833,18.77232,6,448,2907321.774,758649.0616,14
155281,-98.09983,18.77158,6,508,2910321.774,758649.0616,14
155282,-98.07133,18.77084,6,0,2913321.774,758649.0616,14
155283,-98.04283,18.77009,6,0,2916321.774,758649.0616,14
155284,-98.01433,18.76934,6,0,2919321.774,758649.0616,14
155285,-97.98583,18.76858,6,0,2922321.774,758649.0616,14
155286,-97.95733,18.76782,6,0,2925321.774,758649.0616,14
155287,-97.92883,18.76705,6,0,2928321.774,758649.0616,14
155288,-97.90033,18.76628,6,635,2931321.774,758649.0616,14
155289,-97.87183,18.7655,6,3070,2934321.774,758649.0616,14
155290,-97.84333,18.76472,6,0,2937321.774,758649.0616,14
155291,-97.81483,18.76393,6,0,2940321.774,758649.0616,14
155292,-97.78634,18.76313,6,0,2943321.774,758649.0616,14
155293,-97.75784,18.76233,6,0,2946321.774,758649.0616,14
155294,-97.72934,18.76153,6,0,2949321.774,758649.0616,14
155295,-97.70084,18.76071,6,6414,2952321.774,758649.0616,14
155296,-97.67235,18.7599,6,2608,2955321.774,758649.0616,14
155297,-97.64385,18.75908,6,3414,2958321.774,758649.0616,14
156267,-100.18075,18.83827,6,738,2691321.774,761649.0616,14
156268,-100.15222,18.83792,6,227,2694321.774,761649.0616,14
156269,-100.1237,18.83757,6,1142,2697321.774,761649.0616,14
156270,-100.09518,18.83721,6,1249,2700321.774,761649.0616,14
156271,-100.06665,18.83685,6,743,2703321.774,761649.0616,14
156272,-100.03813,18.83648,6,233,2706321.774,761649.0616,14
156273,-100.00961,18.8361,6,885,2709321.774,761649.0616,14
156274,-99.98109,18.83572,6,2609,2712321.774,761649.0616,14
156275,-99.95256,18.83534,6,792,2715321.774,761649.0616,14
156276,-99.92404,18.83495,6,486,2718321.774,761649.0616,14
156277,-99.89552,18.83455,6,476,2721321.774,761649.0616,14
156278,-99.867,18.83415,6,120,2724321.774,761649.0616,14
156279,-99.83847,18.83374,6,620,2727321.774,761649.0616,14
156280,-99.80995,18.83333,6,1102,2730321.774,761649.0616,14
156281,-99.78143,18.83291,6,1744,2733321.774,761649.0616,14
156282,-99.75291,18.83249,6,328,2736321.774,761649.0616,14
156283,-99.72439,18.83206,6,1963,2739321.774,761649.0616,14
156284,-99.69587,18.83163,6,4182,2742321.774,761649.0616,14
156285,-99.66735,18.83119,6,9507,2745321.774,761649.0616,14
156286,-99.63883,18.83075,6,342,2748321.774,761649.0616,14
156287,-99.61031,18.8303,6,0,2751321.774,761649.0616,14
156288,-99.58179,18.82984,6,5167,2754321.774,761649.0616,14
156289,-99.55327,18.82938,6,170,2757321.774,761649.0616,14
156290,-99.52475,18.82891,6,404,2760321.774,761649.0616,14
156291,-99.49623,18.82844,6,0,2763321.774,761649.0616,14
156292,-99.46771,18.82797,6,609,2766321.774,761649.0616,14
156293,-99.43919,18.82748,6,0,2769321.774,761649.0616,14
156294,-99.41067,18.827,6,261,2772321.774,761649.0616,14
156295,-99.38215,18.8265,6,32,2775321.774,761649.0616,14
156296,-99.35363,18.82601,6,0,2778321.774,761649.0616,14
156297,-99.32511,18.8255,6,0,2781321.774,761649.0616,14
156298,-99.2966,18.82499,6,1537,2784321.774,761649.0616,14
156299,-99.26808,18.82448,6,11984,2787321.774,761649.0616,14
156300,-99.23956,18.82396,6,41315,2790321.774,761649.0616,14
156301,-99.21104,18.82343,6,8644,2793321.774,761649.0616,14
156302,-99.18253,18.8229,6,11646,2796321.774,761649.0616,14
156303,-99.15401,18.82237,6,1,2799321.774,761649.0616,14
156304,-99.12549,18.82182,6,0,2802321.774,761649.0616,14
156305,-99.09698,18.82128,6,2213,2805321.774,761649.0616,14
156306,-99.06846,18.82072,6,106,2808321.774,761649.0616,14
156307,-99.03994,18.82017,6,0,2811321.774,761649.0616,14
156308,-99.01143,18.8196,6,0,2814321.774,761649.0616,14
156309,-98.98291,18.81903,6,5359,2817321.774,761649.0616,14
156310,-98.9544,18.81846,6,36331,2820321.774,761649.0616,14
156311,-98.92588,18.81788,6,35321,2823321.774,761649.0616,14
156312,-98.89737,18.8173,6,146,2826321.774,761649.0616,14
156313,-98.86885,18.81671,6,1001,2829321.774,761649.0616,14
156314,-98.84034,18.81611,6,12,2832321.774,761649.0616,14
156315,-98.81182,18.81551,6,0,2835321.774,761649.0616,14
156316,-98.78331,18.8149,6,4,2838321.774,761649.0616,14
156317,-98.7548,18.81429,6,5390,2841321.774,761649.0616,14
156318,-98.72628,18.81367,6,16,2844321.774,761649.0616,14
156319,-98.69777,18.81305,6,1125,2847321.774,761649.0616,14
156320,-98.66926,18.81242,6,12,2850321.774,761649.0616,14
156321,-98.64074,18.81179,6,574,2853321.774,761649.0616,14
156322,-98.61223,18.81115,6,984,2856321.774,761649.0616,14
156323,-98.58372,18.81051,6,481,2859321.774,761649.0616,14
156324,-98.55521,18.80986,6,1351,2862321.774,761649.0616,14
156325,-98.5267,18.8092,6,0,2865321.774,761649.0616,14
156326,-98.49818,18.80854,6,1520,2868321.774,761649.0616,14
156327,-98.46967,18.80788,6,2419,2871321.774,761649.0616,14
156328,-98.44116,18.8072,6,149,2874321.774,761649.0616,14
156329,-98.41265,18.80653,6,0,2877321.774,761649.0616,14
156330,-98.38414,18.80585,6,0,2880321.774,761649.0616,14
156331,-98.35563,18.80516,6,0,2883321.774,761649.0616,14
156332,-98.32712,18.80447,6,680,2886321.774,761649.0616,14
156333,-98.29861,18.80377,6,0,2889321.774,761649.0616,14
156334,-98.2701,18.80306,6,0,2892321.774,761649.0616,14
156335,-98.2416,18.80236,6,0,2895321.774,761649.0616,14
156336,-98.21309,18.80164,6,0,2898321.774,761649.0616,14
156337,-98.18458,18.80092,6,1391,2901321.774,761649.0616,14
156338,-98.15607,18.8002,6,861,2904321.774,761649.0616,14
156339,-98.12756,18.79947,6,0,2907321.774,761649.0616,14
156340,-98.09906,18.79873,6,0,2910321.774,761649.0616,14
156341,-98.07055,18.79799,6,0,2913321.774,761649.0616,14
156342,-98.04204,18.79724,6,0,2916321.774,761649.0616,14
156343,-98.01354,18.79649,6,0,2919321.774,761649.0616,14
156344,-97.98503,18.79573,6,1899,2922321.774,761649.0616,14
156345,-97.95653,18.79497,6,0,2925321.774,761649.0616,14
156346,-97.92802,18.7942,6,0,2928321.774,761649.0616,14
156347,-97.89952,18.79343,6,51,2931321.774,761649.0616,14
156348,-97.87101,18.79265,6,771,2934321.774,761649.0616,14
156349,-97.84251,18.79186,6,2158,2937321.774,761649.0616,14
