GRID,CVENTMUN,Fter
246263,11014,0.002653554
246264,11014,0.014729224
246269,11033,0.014984735
246270,11033,0.026863485
246276,11013,0.240162132
246277,11013,0.006273628
246284,11034,0.247780748
246285,11034,0.149575347
246292,22013,0.036119684
246293,11006,0.003558555
246293,22013,0.045950174
246295,22013,0.004871856
246296,22013,0.040004427
246298,22002,0.458739928
246298,22013,0.002713163
247274,14109,0.082248693
247275,14109,0.063217531
247276,14109,0.057953321
247299,11030,0.007945941
247300,11030,0.016017861
247336,11013,0.189263349
247336,11043,0.033602203
247341,11034,0.127656937
247341,11043,0.026130223
247342,11034,0.373190715
247343,11034,0.101796253
247352,11006,0.088677056
247353,11006,0.002172421
247354,22013,0.043082245
247357,22002,0.088842363
248356,11020,0.041176432
248359,11030,0.02322188
248361,11030,0.018652455
248395,11043,0.060238464
248398,11043,0.078628954
248399,11043,0.104195439
248400,11043,0.00984498
248411,11006,0.012989696
248412,11006,0.104917695
