GRIDCODE,CVENTMUN,LONG_VIALIDADES TOTAL x SENTIDO x MUNICIPIO (m),SUM_LONG VIALIDAD x SENTIDO x CELDA
242000,11037,380337.2,3348.9
242001,11037,380337.2,3001.6
242008,11015,716087.4,25032.8
242029,11003,635478.3,28721.4
242040,11032,226706.1,44947.9
243049,11020,4145853.5,8375.1
243050,11020,4145853.5,31341
243051,11020,4145853.5,35517.5
243052,11020,4145853.5,64957.3
243053,11020,4145853.5,123283.6
243054,11020,4145853.5,210305.6
243055,11020,4145853.5,84972
243056,11020,4145853.5,15713.8
243057,11020,4145853.5,16745.2
243058,11020,4145853.5,18617.2
243059,11037,380337.2,8362.9
243060,11037,380337.2,319
244108,11020,4145853.5,6548
244109,11020,4145853.5,50975
244110,11020,4145853.5,224110.3
244111,11020,4145853.5,210077.3
244112,11020,4145853.5,224212.1
244113,11020,4145853.5,122768.4
244114,11020,4145853.5,201597.7
244115,11020,4145853.5,52417.8
244116,11020,4145853.5,1875.6
244117,11020,4145853.5,43.4
244163,11040,28391.2,2533.8
244164,11040,28391.2,25583.5
245167,11020,4145853.5,9824.3
245168,11020,4145853.5,144943.3
245169,11020,4145853.5,234853.4
245170,11020,4145853.5,230918.4
245171,11020,4145853.5,262883.1
245172,11020,4145853.5,119662.8
245173,11020,4145853.5,36573
245174,11020,4145853.5,5002.4
245195,11014,400288.1,1484.3
245196,11014,400288.1,2995.1
245197,11014,400288.1,976
245217,11013,65718.7,14436.3
245223,11040,28391.2,273.9
246226,11020,4145853.5,17489.2
246227,11020,4145853.5,59557.5
246228,11020,4145853.5,131736.2
246229,11020,4145853.5,182331.2
246230,11020,4145853.5,243867
246231,11020,4145853.5,181252.9
246232,11020,4145853.5,8483.5
246254,11014,400288.1,83523.2
246255,11014,400288.1,208678.7
246256,11014,400288.1,79800.8
246276,11013,65718.7,49006
246277,11013,65718.7,2276.4
246284,11034,26050.8,726.4
246285,11034,26050.8,25324.4
247286,11020,4145853.5,883.7
247287,11020,4145853.5,69416.7
247288,11020,4145853.5,56432.1
247289,11020,4145853.5,162393.5
247290,11020,4145853.5,21866.1
247314,11014,400288.1,22830
248345,11020,4145853.5,809.2
248346,11020,4145853.5,8313.2
248347,11020,4145853.5,35412.4
248348,11020,4145853.5,13629.4
248388,11033,443752.7,31735.3
248397,11043,18912.6,4350.4
248398,11043,18912.6,14562.2
249447,11033,443752.7,31007.6
250507,11033,443752.7,148.8
250533,11006,6020.8,242.1
251564,11033,443752.7,158164
251565,11033,443752.7,176392
251566,11033,443752.7,12660.6
251580,11045,17153.1,7365.5
251592,11006,6020.8,5778.8
252623,11033,443752.7,25580.4
252624,11033,443752.7,8064.1
252639,11045,17153.1,9787.7
257894,11030,351162.8,41755.3
257895,11030,351162.8,7753.6
257904,11029,62685.8,5681
257906,11029,62685.8,31321.3
258953,11030,351162.8,135750.5
258954,11030,351162.8,33370.1
258963,11029,62685.8,5971.6
258964,11029,62685.8,2675.7
258965,11029,62685.8,17036.2
263194,11030,351162.8,3398.7
264253,11030,351162.8,49637.8
264254,11030,351162.8,572.2
265298,11022,62125.2,62125.2
266373,11030,351162.8,35484.9
270597,11030,351162.8,18574.7
270598,11030,351162.8,2579.3
271656,11030,351162.8,20528.1
271657,11030,351162.8,1757.6
214528,13029,166243.2,2840.5
214529,13029,166243.2,25939.7
215583,13029,166243.2,725.1
215587,13029,166243.2,509.9
215588,13029,166243.2,15921.1
216642,13029,166243.2,52863.1
216643,13029,166243.2,2852.2
216647,13029,166243.2,10364
217701,13029,166243.2,4053
223001,13059,49700.2,420
239864,14072,42750.8,27831.6
239865,14072,42750.8,14919.2
244100,14109,54593.1,3556.6
245159,14109,54593.1,51036.5
252573,14053,408950.9,13516
252574,14053,408950.9,11978
253632,14053,408950.9,6502.4
253633,14053,408950.9,120777.7
253634,14053,408950.9,81068.6
253635,14053,408950.9,41049.9
253636,14053,408950.9,2843.2
254692,14053,408950.9,30194.6
254693,14053,408950.9,55567.8
254694,14053,408950.9,20466
258934,14053,408950.9,697.8
258935,14053,408950.9,3543.1
259993,14053,408950.9,3140.6
259994,14053,408950.9,17605.2
272707,14064,92889.7,93.1
197573,15085,342656,25166.6
197574,15085,342656,20465.5
197583,15102,25429.3,5525.8
198632,15085,342656,24096.2
198633,15085,342656,98064
198635,15001,110927.5,2219.5
198636,15001,110927.5,22302.8
199691,15085,342656,4675.2
199692,15085,342656,53140.6
199694,15001,110927.5,3416.5
199695,15001,110927.5,29883.7
199696,15001,110927.5,542.7
199697,15001,110927.5,49854.4
199698,15001,110927.5,146.7
200756,15001,110927.5,2561.2
204993,15003,92623.3,12830.4
206051,15003,92623.3,1446.5
206052,15003,92623.3,20709.8
207108,15003,92623.3,11649
207109,15003,92623.3,9677.8
208167,15003,92623.3,22357.6
208168,15003,92623.3,9687.7
209226,15003,92623.3,4264.4
210288,15071,57614.1,53815.9
210289,15071,57614.1,1358.1
211347,15071,57614.1,2440.2
197503,16070,92405.1,2242.6
197504,16070,92405.1,76110.7
197505,16070,92405.1,8885.9
197513,16044,39898,14818.8
197521,16037,21575.6,14168.7
197522,16037,21575.6,5608.4
197527,16027,14799,12641.8
197528,16027,14799,2157.2
197531,16018,19799.1,1501.8
197532,16018,19799.1,5541.9
197550,16110,165193.8,13122.1
197551,16110,165193.8,87.9
197553,16050,307670.4,1025.6
197554,16050,307670.4,0.2
197557,16050,307670.4,5298.4
197558,16050,307670.4,126049
197559,16050,307670.4,39847.6
197560,16050,307670.4,280.3
197561,16050,307670.4,13762.3
198563,16070,92405.1,1125.9
198572,16044,39898,22966.2
198573,16044,39898,2113
198616,16050,307670.4,284.6
198617,16050,307670.4,1916.9
198620,16050,307670.4,23483.3
198621,16050,307670.4,1018.3
199620,16094,32436.2,28903.1
199621,16094,32436.2,266.9
199631,16063,40707.3,3944.9
199651,16020,79929.7,186.2
199652,16020,79929.7,40955.5
199654,16020,79929.7,11422.1
199655,16020,79929.7,21712.8
199686,16017,31333,31333
200679,16094,32436.2,3266.3
200689,16063,40707.3,15812.1
200690,16063,40707.3,20950.3
200701,16054,38047.7,7396
200702,16054,38047.7,9974.4
200706,16036,53406.7,32379.6
200707,16036,53406.7,21027.1
200711,16020,79929.7,5653.2
200715,16078,39726.8,2404.2
201760,16054,38047.7,3777
201761,16054,38047.7,16900.3
201774,16078,39726.8,31458.7
201775,16078,39726.8,5863.9
202814,16071,204806.5,19604.7
202815,16071,204806.5,1660.1
203874,16071,204806.5,1042.5
203875,16071,204806.5,36535.7
203876,16071,204806.5,11625
204919,16067,32277.1,15889.2
204920,16067,32277.1,15760.8
204933,16071,204806.5,1683.4
204934,16071,204806.5,79565.6
204935,16071,204806.5,17281.7
205974,16028,33532.6,314.7
205979,16067,32277.1,627.2
205986,16004,33972.9,930.8
205989,16071,204806.5,933
206035,16031,16474.4,96.1
206036,16031,16474.4,196.1
207033,16028,33532.6,33217.9
207035,16109,34911,3226.6
207036,16109,34911,168.3
207045,16004,33972.9,33042.1
207047,16071,204806.5,1947.5
207048,16071,204806.5,30956.2
207094,16031,16474.4,8238.1
207095,16031,16474.4,7944.2
208094,16109,34911,19474
208095,16109,34911,12042.2
209166,16113,71060.1,521.1
209167,16113,71060.1,11236.7
210214,16060,29621.3,809.3
210226,16113,71060.1,635.7
211273,16060,29621.3,28812
211289,16071,204806.5,975.8
211289,16113,71060.1,4335.6
211290,16071,204806.5,140.6
211290,16113,71060.1,5807.8
212344,16113,71060.1,16886.5
212348,16071,204806.5,438.7
212348,16113,71060.1,3078.9
212349,16113,71060.1,13351.1
213388,16069,342374.2,15492.3
213389,16069,342374.2,45931.1
213403,16113,71060.1,11259.9
213404,16113,71060.1,3946.9
214446,16069,342374.2,19558.5
214447,16069,342374.2,157480.6
214448,16069,342374.2,12012.5
215505,16069,342374.2,4119.6
215506,16069,342374.2,82772.3
215507,16069,342374.2,5004
208158,22001,44844.3,750.2
208159,22001,44844.3,9079.6
209217,22001,44844.3,17947.2
209218,22001,44844.3,17067.3
213463,22016,840748.2,24128.4
214520,22016,840748.2,20619.8
214521,22016,840748.2,275
215567,22008,40138,8446.9
215576,22016,840748.2,3481.2
215577,22016,840748.2,15123.6
215578,22016,840748.2,10862
215579,22016,840748.2,13361.2
216626,22008,40138,4718.9
216632,22016,840748.2,30180.6
216635,22016,840748.2,44005.5
216636,22016,840748.2,136237.5
216637,22016,840748.2,160946.8
216638,22016,840748.2,51839.3
217682,22008,40138,5502.3
217683,22008,40138,3.6
217687,22012,243534.2,11553.7
217690,22016,840748.2,1220.7
217691,22016,840748.2,21581.2
217692,22016,840748.2,28069.7
217693,22016,840748.2,4205.8
217694,22016,840748.2,34661
217695,22016,840748.2,83646.2
217696,22016,840748.2,40595.3
218741,22008,40138,2570
218742,22008,40138,2261.3
218743,22008,40138,681.4
218746,22012,243534.2,6778
218748,22012,243534.2,23956.8
218754,22016,840748.2,45663.8
218755,22016,840748.2,2915.2
218757,22016,840748.2,20620.1
219802,22008,40138,13774.2
219803,22008,40138,2179.4
219805,22012,243534.2,14568.1
219806,22012,243534.2,240.2
219807,22012,243534.2,25067.1
219808,22012,243534.2,12699
219809,22012,243534.2,14238.8
219812,22016,840748.2,1926
219813,22016,840748.2,20134.8
219814,22017,300313.2,4240.5
219815,22017,300313.2,17783.7
220864,22012,243534.2,12633.8
220865,22012,243534.2,11478.6
220866,22012,243534.2,27015.7
220867,22012,243534.2,29013
220869,22012,243534.2,2765.7
220870,22016,840748.2,6038.7
220871,22016,840748.2,17962.3
220874,22017,300313.2,13796.1
220875,22017,300313.2,2046.6
220876,22017,300313.2,973.7
221913,22006,527217,5425.3
221914,22006,527217,30399.3
221915,22006,527217,106432
221916,22006,527217,59250.2
221917,22006,527217,15053.5
221923,22012,243534.2,355.1
221925,22012,243534.2,4883.6
221926,22012,243534.2,2699.6
221927,22012,243534.2,19721.5
221928,22012,243534.2,12373.4
221930,22016,840748.2,117.2
221934,22017,300313.2,106649.6
221935,22017,300313.2,35118.8
222973,22006,527217,11400.5
222974,22006,527217,94423.7
222975,22006,527217,126896.8
222975,22014,2506691.5,37861.3
222976,22006,527217,75796.9
222976,22014,2506691.5,149719
222977,22014,2506691.5,51373.8
222978,22011,271815.3,1298
222981,22011,271815.3,18857.9
222983,22012,243534.2,1334.5
222984,22012,243534.2,10158.1
222988,22016,840748.2,329.5
222988,22017,300313.2,20812.8
222990,22017,300313.2,20638.7
222993,22017,300313.2,40664.6
222994,22017,300313.2,6693.6
224033,22006,527217,2138.7
224033,22014,2506691.5,12353
224034,22014,2506691.5,130755.1
224035,22014,2506691.5,192686.9
224036,22011,271815.3,1291.1
224036,22014,2506691.5,107135.8
224037,22011,271815.3,17797.5
224037,22014,2506691.5,6132.2
224039,22011,271815.3,5306.9
224040,22011,271815.3,19376.4
224049,22017,300313.2,6126.9
224052,22017,300313.2,6367.4
225091,22014,2506691.5,33147.3
225092,22014,2506691.5,130020.4
225093,22014,2506691.5,136116
225094,22014,2506691.5,168794.8
225095,22011,271815.3,1176.4
225095,22014,2506691.5,132063.9
225096,22011,271815.3,44624
225096,22014,2506691.5,13734.8
225097,22011,271815.3,2350.8
225098,22011,271815.3,331.5
225104,22005,65881.1,14128.2
225106,22017,300313.2,838
226150,22014,2506691.5,121267.5
226151,22014,2506691.5,156129.5
226152,22014,2506691.5,141900.2
226153,22014,2506691.5,142368
226154,22014,2506691.5,6128
226155,22011,271815.3,2617.8
226155,22014,2506691.5,6148
226156,22011,271815.3,10579.7
226157,22011,271815.3,20811
226158,22011,271815.3,7874.6
226165,22017,300313.2,17562.1
226171,22007,165925.3,4453.7
226172,22007,165925.3,38007.5
227207,22014,2506691.5,315.7
227208,22014,2506691.5,20442.5
227209,22014,2506691.5,44032.8
227210,22014,2506691.5,83349.4
227211,22014,2506691.5,47294.2
227212,22014,2506691.5,80070.2
227213,22014,2506691.5,230.6
227214,22011,271815.3,17880.8
227214,22014,2506691.5,1322.7
227217,22011,271815.3,21246
227218,22011,271815.3,1494.7
227229,22007,165925.3,55992.4
227231,22007,165925.3,24275
228268,22014,2506691.5,36938.5
228269,22014,2506691.5,60250.7
228275,22011,271815.3,8543.3
228276,22011,271815.3,470.7
228288,22007,165925.3,17622.5
228290,22004,113556.3,21622.5
228291,22004,113556.3,42252.2
228294,22004,113556.3,4661.9
228295,22004,113556.3,8949
229326,22014,2506691.5,184.8
229327,22014,2506691.5,19493.5
229328,22014,2506691.5,59451.5
229333,22011,271815.3,15558.5
229334,22011,271815.3,9966.9
229342,22005,65881.1,1650.3
229343,22005,65881.1,17245.3
229349,22004,113556.3,9574.5
229350,22004,113556.3,16664
229353,22004,113556.3,5405.6
229354,22004,113556.3,4426.5
230385,22014,2506691.5,14253.4
230386,22014,2506691.5,3223.1
230387,22014,2506691.5,64915.7
230388,22014,2506691.5,292.4
230389,22014,2506691.5,15461.8
230404,22007,165925.3,16563.7
230405,22007,165925.3,9010.5
231444,22014,2506691.5,11242.7
231445,22014,2506691.5,73.9
231446,22014,2506691.5,5098.1
231447,22014,2506691.5,5453.8
231448,22011,271815.3,11132
231450,22011,271815.3,13379.1
231453,22011,271815.3,17082.5
231459,22005,65881.1,3066.9
231460,22005,65881.1,10444.7
232503,22014,2506691.5,11908.8
232504,22014,2506691.5,627.6
232505,22014,2506691.5,7500.2
232506,22014,2506691.5,2847.3
232507,22011,271815.3,767.5
232518,22005,65881.1,1247
232519,22005,65881.1,18098.8
233563,22014,2506691.5,16424.3
234625,22014,2506691.5,10996.6
234642,22018,67037.7,26819
235684,22014,2506691.5,6500.3
235685,22014,2506691.5,658.9
235701,22018,67037.7,13620.1
236758,22018,67037.7,949.8
236759,22018,67037.7,23339.8
237817,22018,67037.7,159.3
237818,22018,67037.7,2149.7
242057,22013,14362.4,52.4
242058,22013,14362.4,790.8
243116,22013,14362.4,3402.9
243117,22013,14362.4,10116.3
262182,22003,14012.8,502.5
262183,22003,14012.8,13510.2
265329,24043,62843.8,2155.6
265355,24027,70218.5,27213.6
265356,24027,70218.5,16
266388,24043,62843.8,60688.3
266414,24027,70218.5,42159.9
266415,24027,70218.5,828.9
268494,24050,154848.2,25365.3
270611,24050,154848.2,5999.6
270612,24050,154848.2,3285.1
270618,24032,98594.1,11037.6
270619,24032,98594.1,13643.2
271670,24050,154848.2,19491.7
271671,24050,154848.2,70993.8
271677,24032,98594.1,22161.5
271678,24032,98594.1,51647.9
272730,24050,154848.2,7383.8
272737,24032,98594.1,103.9
272774,24023,51810.6,72.1
