GRIDCODE,CVENTMUN,F_pav
1523594,06007,0.001684235
1523618,06007,0.004997826
1523653,06004,0.018120843
1523659,06004,0.038311367
1523660,06004,0.008728138
1523663,06004,0.016298972
1523670,06002,0.015719173
1523674,06002,0.008719107
1523680,06002,0.009692888
1523681,06002,0.010197061
1523682,06002,0.007857312
1523683,06002,0.003437335
1523689,06002,0.005877417
1523690,06002,0.007290657
1523691,06002,0.007508574
1523692,06002,0.001445463
1523694,06002,0.006657491
1523695,06002,0.000526317
1523698,14065,0.094335776
1523699,14065,0.112058921
1526765,06007,0.004778819
1526769,06007,0.002167655
1526770,06007,0.005436396
1526771,06007,0.001062855
1526796,06007,0.003830069
1526797,06007,0.002312565
1526838,06004,0.038077986
1526839,06004,0.010140889
1526841,06004,0.015997942
1526842,06004,0.022811555
1526848,06002,0.000330002
1526849,06002,0.015082144
1526852,06002,0.007319628
1526856,06002,0.008222979
1526857,06002,0.007118518
1526858,06002,0.000556071
1526861,06002,0.006713886
1526862,06002,0.00330622
1526864,06002,0.002343541
1526865,06002,0.007427
1526866,06002,0.007918224
1526867,06002,0.002208178
1526872,06002,0.007501459
1526877,14065,0.209183022
1529943,06007,0.00469903
1529945,06007,0.002643696
1529946,06007,0.00522402
1529947,06007,0.002871113
1529975,06007,0.004641322
1530017,06004,0.029891966
1530018,06004,0.036822752
1530019,06004,0.007970637
1530020,06004,0.022761648
1530021,06004,0.022060362
1530027,06002,0.015763577
1530030,06002,0.007159406
1530032,06002,0.013656376
1530033,06002,0.010840301
1530034,06002,0.007242344
1530040,06002,0.005026429
1530041,06002,0.007256437
1530042,06002,0.005089127
1530050,06002,0.001209966
1530051,06002,0.00667208
1530055,14065,0.037736913
1533121,06007,0.004614643
1533122,06007,0.002386058
1533123,06007,0.004170923
1533152,06007,0.000502497
1533153,06007,0.006559431
1533154,06007,0.000229676
1533197,06004,0.025570432
1533198,06004,0.038450689
1533199,06004,0.036220911
1533205,06002,0.003870643
1533206,06002,0.011748904
1533208,06002,0.009969615
1533209,06002,0.008379055
1533210,06002,0.001145731
1533229,06002,0.008109474
1536298,06007,0.003337817
1536299,06007,0.005601084
1536300,06007,0.002588381
1536332,06007,0.004920302
1536377,06004,0.064088476
1536378,06004,0.016922338
1536384,06002,0.018692184
1536385,06002,0.007035132
1536386,06002,0.007345388
1536407,06002,0.006971294
1536407,06005,0.003810674
1539476,06007,0.005538412
1539510,06007,0.005424218
1539511,06007,0.001363293
1539512,06007,0.003118108
1539513,06007,0.005748834
1539556,06004,0.079067759
1539561,06002,0.008532385
1539562,06002,0.005931744
1539563,06002,0.007362748
1539564,06002,0.01594767
1539584,06005,0.010742445
1539585,06005,0.005428513
1542648,14022,0.136698817
1542649,14022,0.123261001
1542650,14022,0.120260073
1542651,14022,0.063461076
1542654,06007,7.77948E-05
1542655,06007,0.005002775
1542689,06007,0.005037366
1542690,06007,0.002014316
1542691,06007,0.004933776
1542734,06004,0.026909616
1542735,06004,0.063108777
1542738,06002,0.007214897
1542739,06002,0.000263794
1542742,06002,0.007147484
1542762,06005,0.014322642
1545829,14022,0.122960992
1545830,14022,0.070555321
1545833,06007,0.00539001
1545869,06007,0.000580409
1545870,06007,0.006035392
1545871,06007,0.003643644
1545913,06004,0.023653971
1545914,06002,0.011600426
1545914,06004,0.012228162
1545915,06002,0.015530302
1545916,06002,0.013648861
1545917,06002,0.001857871
1545917,06010,0.001257771
1545920,06002,0.007147029
1545940,06005,0.014053849
1549008,14022,0.073596146
1549009,14022,0.127343338
1549010,14022,0.120097322
1549011,06007,0.004459144
1549011,14022,0.041765913
1549012,06007,0.000422635
1549049,06007,0.001194417
1549050,06007,0.00519474
1549095,06010,0.031052793
1549096,06002,0.004035637
1549096,06010,0.020778723
1549097,06002,0.008192746
1549098,06002,0.014070437
1549099,06002,0.007847202
1549100,06002,0.00740922
1549118,06005,0.015535532
1552228,06007,0.003647582
1552229,06007,0.001740839
1552274,06010,0.026308668
1552275,06002,0.004672466
1552275,06010,0.011104241
1552278,06002,0.001179661
1552279,06002,0.008573395
1552280,06002,0.00291421
1552296,06005,0.004358328
1552297,06005,0.012488079
1555407,06007,0.004808699
1555452,06010,0.029406256
1555453,06010,0.026206357
1555458,06002,0.004079746
1555458,06005,0.003405628
1555459,06005,0.012294684
1555473,06005,0.001823615
1555474,06005,0.016355084
1558585,06007,0.00515339
1558628,06010,0.022700609
1558629,06010,0.028667143
1558630,06010,0.033556535
1558637,06005,0.003778937
1558638,06005,0.015265176
1558639,06005,0.003207332
1558647,06005,0.005200435
1558650,06005,0.002086417
1558651,06005,0.016586456
1561763,06007,0.000648276
1561764,06007,0.000941257
1561764,06008,0.02016204
1561803,06010,0.007925045
1561804,06003,0.007556374
1561804,06010,0.021337023
1561805,06003,0.010415754
1561805,06010,0.018930149
1561806,06010,0.004974727
1561808,06010,0.042160326
1561817,06005,0.01880929
1561824,06005,0.014486062
1561825,06005,0.011127968
1561828,06005,0.014004467
1564942,06008,0.020167373
1564943,06008,0.01113228
1564979,06010,0.000280102
1564980,06010,0.030636925
1564981,06010,0.020321423
1564985,06003,0.044003292
1564985,06010,0.007688692
1564986,06010,0.012452165
1564995,06005,0.001369878
1564996,06005,0.024619893
1564997,06005,0.001879671
1565001,06005,0.011655965
1565002,06005,0.003323412
1565006,06005,0.013680418
1568121,06008,0.026702291
1568151,06010,0.02077301
1568152,06010,0.002607139
1568157,06003,0.017924098
1568157,06010,0.018196666
1568163,06003,0.05204492
1568163,06010,0.011531069
1568174,06005,0.00893463
1568175,06005,0.020085479
1568176,06005,0.013619206
1568177,06005,0.013610037
1568178,06005,0.001071517
1568179,06005,0.014103854
1568184,06005,0.013369855
1571299,06008,0.018520496
1571300,06008,0.009439752
1571326,06010,0.028222225
1571327,06010,0.029377602
1571328,06010,0.026444914
1571329,06010,0.005793919
1571330,06010,0.029548404
1571331,06010,0.010571965
1571333,06003,0.003449328
1571333,06010,0.013756565
1571334,06010,0.005539114
1571335,06003,0.031101144
1571340,06003,0.021698392
1571341,06003,0.043853659
1571353,06005,0.011869537
1571354,06005,0.007026914
1571356,06005,0.013631818
1571357,06005,0.02795649
1571362,06005,0.014346074
1574478,06008,0.026129908
1574479,06008,0.027214203
1574480,06008,0.019465107
1574500,06010,0.019327305
1574501,06010,0.026177341
1574502,06010,0.026724988
1574503,06010,0.032751579
1574504,06010,0.0014044
1574509,06010,0.021298436
1574510,06003,0.00448263
1574510,06010,0.023582343
1574511,06003,0.012318388
1574512,06003,0.008269543
1574512,06010,0.021438817
1574513,06003,0.028159425
1574518,06003,0.064412882
1574532,06005,0.009853461
1574533,06005,0.014293024
1574534,06005,0.012532338
1574535,06005,0.014107218
1574536,06005,0.015501762
1574539,06005,0.013300976
1574540,06005,0.00018196
1577658,06008,0.009736097
1577659,06008,0.023076755
1577677,06010,0.0135037
1577678,06010,0.015962461
1577696,06003,0.015025927
1577697,06003,0.036743177
1577712,06005,0.001300308
1577713,06005,0.019878355
1577714,06005,0.026598928
1577715,06005,0.008120746
1577717,06005,0.013267702
1580837,06008,0.024771248
1580838,06008,0.002312302
1580855,06010,0.010480031
1580856,06010,0.016603099
1580875,06003,0.004982239
1580876,06003,0.031513368
1580892,06005,0.011297103
1580893,06005,0.013461395
1580894,06005,0.014834546
1580895,06005,0.001456232
1580896,06005,0.014230648
1584016,06008,0.029488297
1584017,06008,0.008926636
1584034,06008,0.004381909
1584034,06010,0.023543005
1584054,06003,0.023380306
1584055,06003,0.019156375
1584071,06005,0.01856739
1584072,06005,0.008582949
1584073,06005,0.007857082
1584074,06005,0.012132842
1587195,06008,0.024688485
1587212,06008,0.024133916
1587212,06010,0.001432555
1587233,06003,0.022841933
1587234,06003,0.026006036
1587249,06005,0.015366547
1587250,06005,0.01351092
1587251,06005,0.026391062
1590373,06008,0.018855765
1590374,06008,0.014447094
1590389,06008,0.018020031
1590390,06008,0.007394367
1590412,06003,0.032924234
1590427,06005,0.014661483
1590429,06005,0.013848955
1593552,06008,0.029229437
1593553,06008,0.011377753
1593567,06008,0.026150849
1593590,06003,0.020769274
1593591,06003,0.018594784
1593605,06005,0.00785776
1593606,06005,0.006856251
1593607,06005,0.012907126
1593608,06005,0.001209436
1596731,06008,0.019252352
1596732,06008,0.019026602
1596744,06008,0.014547213
1596745,06008,0.014608479
1596769,06003,0.030459873
1596770,06003,0.008870713
1596783,06005,0.004026733
1596784,06005,0.024256417
1596786,06005,0.016009394
1599910,06008,0.011554893
1599911,06008,0.039367254
1599912,06008,0.010306731
1599922,06008,0.027689132
1599948,06003,0.037937806
1599957,06005,0.000680567
1599958,06005,0.01531504
1599959,06005,0.014940648
1599960,06005,0.014469181
1599961,06005,0.009659704
1599962,06005,0.001049497
1599963,06005,0.01731351
1599964,06005,0.00571319
1599965,06005,0.005653508
1599965,14103,0.021419877
1599966,14103,0.017926966
1599967,14103,0.02053763
1603089,06008,0.026407227
1603099,06008,0.025494064
1603100,06008,0.007745013
1603126,06003,0.011889709
1603127,06003,0.022386609
1603135,06005,0.016859268
1603141,06005,0.002992131
1603142,06005,0.008534986
1603142,14103,0.01558122
1603143,14103,0.042945473
1603144,14103,0.092695396
1603145,14103,0.009296299
1606267,06008,0.008087959
1606268,06008,0.019679466
1606272,06008,0.025918487
1606276,06008,0.021662833
1606277,06008,0.014517606
1606305,06003,0.03547542
1606307,06010,0.019531273
1606308,06010,0.026599348
1606309,06010,0.03268822
1606310,06005,0.007886668
1606310,06010,0.016510584
1606311,06005,0.014580922
1606312,06005,0.014556305
1606313,06005,0.006209566
1606320,14103,0.021902038
1606321,14103,0.080116009
1606323,14103,0.056972296
1609446,06008,0.023437373
1609447,06008,0.025939773
1609448,06008,0.029446453
1609449,06008,0.028673413
1609450,06008,0.013764042
1609451,06008,0.027598921
1609452,06008,0.008603509
1609453,06008,0.016122808
1609454,06008,0.010098039
1609483,06003,0.039937637
1609484,06010,0.012147568
1609485,06010,0.034249674
1609499,14103,0.047437749
1609500,14103,0.002679295
1609501,14103,0.003946567
1609502,14103,0.053683022
1609503,14103,0.033567076
1612630,06008,0.027149048
1612631,06008,0.027376918
1612661,06003,0.059577563
1612662,06003,0.013615151
1612662,06010,0.00393501
1612678,14103,0.05208945
1612679,14103,0.0537904
1612680,14103,0.042385872
1612681,14103,0.009365522
1612682,14103,0.060453399
1612683,14103,0.039386459
1615837,06003,0.028124727
1615838,06003,0.052997785
1615839,06003,0.014789765
1615858,14103,0.045448899
1615859,14103,0.020612865
1615860,14103,0.024060883
1615861,14103,0.038255597
1619014,06003,0.011010869
1619015,06003,0.031298887
1619037,14103,0.042891091
1619038,14103,0.046909963
1619039,14103,0.003642684
1622111,14027,0.010046461
1622112,14027,0.03286583
1622114,14027,0.022143385
1622115,14027,0.054611833
1622116,14027,0.054091378
1622117,14027,0.054227033
1622118,14027,0.054104247
1622119,14027,0.054102796
1622120,14027,0.054104526
1622121,14027,0.054104267
1622122,14027,0.054203318
1622123,14027,0.04904089
1625287,14027,0.038327973
1625288,14027,0.056320063
1625289,14027,0.050261996
1625290,14027,0.021763322
1625291,14027,0.056554296
1625292,14027,0.035666465
1625301,14027,0.022262007
1625302,14027,0.055848569
1625303,14027,0.056422687
1625304,14027,0.00794494
1628464,14021,0.070997864
1628464,14027,0.02168738
1628464,14043,0.003175496
1628465,14027,0.029294337
1631641,14021,0.049717892
1631641,14043,0.010951909
1631642,14021,0.044800236
1631642,14043,0.031285818
1634819,14021,0.026269191
1634819,14043,0.08849392
1637988,14043,0.100350928
1637989,14043,0.100338712
1637990,14043,0.062367651
1637996,14021,0.078458861
1637997,14021,0.053000357
1637997,14043,0.013963562
1641168,14043,0.037837663
1641169,14043,0.100204666
1641170,14043,0.100279001
1641171,14043,0.100281618
1641172,14043,0.10023095
1641173,14043,0.100923885
1641174,14021,0.126632879
1641174,14043,0.04641289
1644352,14021,0.10936
1644352,14043,0.002901331
1644353,14021,0.09517226
1647531,14021,0.247372897
1647532,14021,0.098217561
