GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Ptot,PobT_urb,Ptot_rur,
1606243,14027,,0.000203735,0.000203735,3,,14725,14725
1606269,06008,,0.001115449,0.001115449,4,,3586,3586
1606276,06008,,0.000836587,0.000836587,3,,3586,3586
1606277,06008,,0.023982153,0.023982153,86,,3586,3586
1606303,06003,,0.003144654,0.003144654,22,,6996,6996
1606304,06003,,0.250571755,0.250571755,1753,,6996,6996
1606305,06003,,0.001286449,0.001286449,9,,6996,6996
1606306,06003,,0.000142939,0.000142939,1,,6996,6996
1606307,06010,,0.00466893,0.00466893,11,,2356,2356
1606308,06010,,0.002546689,0.002546689,6,,2356,2356
1606309,06010,,0.059847199,0.059847199,141,,2356,2356
1606311,06005,,0.00113588,0.00113588,8,,7043,7043
1606320,14103,0.209125095,,0.209125095,1353.248492,6471,,6471
1606321,14103,0.217711473,,0.217711473,1408.810939,6471,,6471
1606322,14103,0.001327832,,0.001327832,8.592398769,6471,,6471
1609402,14027,,0.000135823,0.000135823,2,,14725,14725
1609420,14027,,0.001901528,0.001901528,28,,14725,14725
1609433,14027,,0.001018676,0.001018676,15,,14725,14725
1609436,14027,,0.002173175,0.002173175,32,,14725,14725
1609440,14027,,0.001222411,0.001222411,18,,14725,14725
1609450,06008,,0.000278862,0.000278862,1,,3586,3586
1609465,06003,,0.000285878,0.000285878,2,,6996,6996
1609472,06003,,0.014722699,0.014722699,103,,6996,6996
1609477,06003,,0.052458548,0.052458548,367,,6996,6996
1609480,06003,,0.001572327,0.001572327,11,,6996,6996
1609483,06003,,0.000857633,0.000857633,6,,6996,6996
1609485,06010,,0.001273345,0.001273345,3,,2356,2356
1609498,14103,0.002605935,0.007643312,0.00315091,22.86300481,6471,785,7256
1609500,14103,,0.008917197,0.008917197,7,,785,785
1612580,14027,,0.000203735,0.000203735,3,,14725,14725
1612594,14027,,0.010458404,0.010458404,154,,14725,14725
1612600,14027,,0.003327674,0.003327674,49,,14725,14725
1612609,14027,,0.00196944,0.00196944,29,,14725,14725
1612610,14027,,0.010662139,0.010662139,157,,14725,14725
1612614,14027,,0.001426146,0.001426146,21,,14725,14725
1612617,14027,,0.006179966,0.006179966,91,,14725,14725
1612618,14027,,0.01466893,0.01466893,216,,14725,14725
1612627,06008,,0.05716676,0.05716676,205,,3586,3586
1612631,06008,,0.004461796,0.004461796,16,,3586,3586
1612641,06003,,0.010005718,0.010005718,70,,6996,6996
1612650,14122,,0.004120444,0.004120444,13,,3155,3155
1612661,06003,,0.000857633,0.000857633,6,,6996,6996
1612680,14103,,0.001273885,0.001273885,1,,785,785
1615763,14027,,0.01582343,0.01582343,233,,14725,14725
1615776,14027,,0.000475382,0.000475382,7,,14725,14725
1615783,14027,,0.006451613,0.006451613,95,,14725,14725
1615791,14027,,0.007402377,0.007402377,109,,14725,14725
1615793,14027,,0.002037351,0.002037351,30,,14725,14725
1615821,06003,,0.000142939,0.000142939,1,,6996,6996
1615825,06003,,0.000142939,0.000142939,1,,6996,6996
1615839,06003,,0.000142939,0.000142939,1,,6996,6996
1615847,06005,,0.00028397,0.00028397,2,,7043,7043
1615852,14103,,0.005095541,0.005095541,4,,785,785
1615853,14103,,0.095541401,0.095541401,75,,785,785
1615858,14103,0.016202338,,0.016202338,104.8453283,6471,,6471
1615859,14103,0.114381806,0.006369427,0.102696343,745.1646663,6471,785,7256
1615860,14103,0.010106137,,0.010106137,65.39681217,6471,,6471
1618936,14027,,0.000271647,0.000271647,4,,14725,14725
1618953,14027,,0.001833616,0.001833616,27,,14725,14725
1618960,14027,,0.000679117,0.000679117,10,,14725,14725
1618966,14027,,0.000950764,0.000950764,14,,14725,14725
1618968,14027,,0.025874363,0.025874363,381,,14725,14725
1618969,14027,,0.000475382,0.000475382,7,,14725,14725
1618970,14027,,0.002037351,0.002037351,30,,14725,14725
1618981,06008,,0.077523703,0.077523703,278,,3586,3586
1618982,06008,,0.001952036,0.001952036,7,,3586,3586
1618986,06008,,0.03736754,0.03736754,134,,3586,3586
1618991,06008,,0.033742331,0.033742331,121,,3586,3586
1619008,14122,,0.063074485,0.063074485,199,,3155,3155
1619036,14103,0.003701697,,0.003701697,23.95367882,6471,,6471
1619037,14103,0.365611049,,0.365611049,2365.869099,6471,,6471
1619038,14103,0.009391179,,0.009391179,60.77031662,6471,,6471
1622121,14027,,0.000135823,0.000135823,2,,14725,14725
1622125,14027,0.139062914,0.010186757,0.029508509,511.1463882,2597,14725,17322
1622126,14027,0.303520406,,0.303520406,788.2424949,2597,,2597
1622127,14027,0.01284907,,0.01284907,33.36903591,2597,,2597
1622135,14027,,0.001018676,0.001018676,15,,14725,14725
1622141,14027,,0.008624788,0.008624788,127,,14725,14725
1622144,14027,,0.000543294,0.000543294,8,,14725,14725
1622147,14027,,0.000679117,0.000679117,10,,14725,14725
1622148,14027,,0.000882852,0.000882852,13,,14725,14725
1622152,14027,,0.000950764,0.000950764,14,,14725,14725
1622182,14122,,0.053882726,0.053882726,170,,3155,3155
1622187,14122,,0.017432647,0.017432647,55,,3155,3155
1622193,06003,,0.040451687,0.040451687,283,,6996,6996
1622194,06003,,0.001000572,0.001000572,7,,6996,6996
1625288,14027,,0.026757216,0.026757216,394,,14725,14725
1625302,14027,,0.000271647,0.000271647,4,,14725,14725
1625303,14027,0.202628238,,0.202628238,526.2255333,2597,,2597
1625304,14027,0.341939392,,0.341939392,888.0166005,2597,,2597
1625305,14027,0,,0,0,2597,,2597
1625308,14027,,0.004142615,0.004142615,61,,14725,14725
1625318,14027,,0.011205433,0.011205433,165,,14725,14725
1625320,14027,,0.002444822,0.002444822,36,,14725,14725
1625321,14027,,0.025602716,0.025602716,377,,14725,14725
1625324,14027,,0.005432937,0.005432937,80,,14725,14725
1625325,14027,,0.010594228,0.010594228,156,,14725,14725
1625331,14027,,0.009032258,0.009032258,133,,14725,14725
1625337,06008,,0.003346347,0.003346347,12,,3586,3586
1625366,14122,,0.244057052,0.244057052,770,,3155,3155
1625371,14122,,0.003169572,0.003169572,10,,3155,3155
1628475,14027,,0.000339559,0.000339559,5,,14725,14725
1628478,14027,,0.000135823,0.000135823,2,,14725,14725
1628479,14027,,6.79117E-05,6.79117E-05,1,,14725,14725
1628486,14027,,0.007877759,0.007877759,116,,14725,14725
1628499,14027,,0.000475382,0.000475382,7,,14725,14725
1628500,14027,,0.060373514,0.060373514,889,,14725,14725
1628501,14027,,0.000814941,0.000814941,12,,14725,14725
1628502,14027,,0.001494058,0.001494058,22,,14725,14725
1628503,14027,,0.001154499,0.001154499,17,,14725,14725
1628505,14027,,0.002444822,0.002444822,36,,14725,14725
1628528,14099,,0.000546548,0.000546548,3,,5489,5489
1628544,14122,,0.002535658,0.002535658,8,,3155,3155
1628547,14122,,0.034865293,0.034865293,110,,3155,3155
1628548,14122,,0.000950872,0.000950872,3,,3155,3155
1628549,14122,,0.004120444,0.004120444,13,,3155,3155
1628550,06003,,0.000714694,0.000714694,5,,6996,6996
1628552,06003,,0.006718125,0.006718125,47,,6996,6996
1628572,14108,,0.000901036,0.000901036,6,,6659,6659
1631655,14027,,0.000271647,0.000271647,4,,14725,14725
1631670,14027,,0.002852292,0.002852292,42,,14725,14725
1631671,14027,,0.000814941,0.000814941,12,,14725,14725
1631675,14027,,0.006519525,0.006519525,96,,14725,14725
1631677,14027,,0.000271647,0.000271647,4,,14725,14725
1631679,14027,,0.017724958,0.017724958,261,,14725,14725
1631680,14027,,0.013039049,0.013039049,192,,14725,14725
1631681,14027,,0.001629881,0.001629881,24,,14725,14725
1631684,14027,,0.085025467,0.085025467,1252,,14725,14725
1631692,06008,,0.086168433,0.086168433,309,,3586,3586
1631713,14099,,0.005647659,0.005647659,31,,5489,5489
1631717,14122,,0.049445325,0.049445325,156,,3155,3155
1631727,14122,,0.004437401,0.004437401,14,,3155,3155
1631746,14103,,0.064968153,0.064968153,51,,785,785
1634811,14043,,0.010297998,0.010297998,160,,15537,15537
1634813,14043,,0.018922572,0.018922572,294,,15537,15537
1634834,14027,,0.007266553,0.007266553,107,,14725,14725
1634856,14027,,0.007402377,0.007402377,109,,14725,14725
1634857,14027,,0.000814941,0.000814941,12,,14725,14725
1634864,14027,,0.00040747,0.00040747,6,,14725,14725
1634865,14027,,0.000203735,0.000203735,3,,14725,14725
1634866,14027,,0.000271647,0.000271647,4,,14725,14725
1634867,14027,,0.000882852,0.000882852,13,,14725,14725
1634874,14099,,0.022772818,0.022772818,125,,5489,5489
1634875,14099,,0.003461468,0.003461468,19,,5489,5489
1634876,14099,,0.003825833,0.003825833,21,,5489,5489
1634892,14122,,0.008240887,0.008240887,26,,3155,3155
1634896,14122,,0.038985737,0.038985737,123,,3155,3155
1637988,14043,0.011912237,0.001866512,0.005250105,122.999464,7891,15537,23428
1637989,14043,,0.001737787,0.001737787,27,,15537,15537
1637990,14043,,0.000128725,0.000128725,2,,15537,15537
1637994,14043,,0.098474609,0.098474609,1530,,15537,15537
1637998,14021,,0.011758418,0.011758418,44,,3742,3742
1638008,14027,,0.01582343,0.01582343,233,,14725,14725
1638020,14027,,0.000135823,0.000135823,2,,14725,14725
1638034,14027,,0.017928693,0.017928693,264,,14725,14725
1638035,14027,,0.009575552,0.009575552,141,,14725,14725
1638037,14027,,0.000814941,0.000814941,12,,14725,14725
1638045,14027,,0.017317487,0.017317487,255,,14725,14725
1638051,14099,,0.021679723,0.021679723,119,,5489,5489
1638053,14099,,0.000182183,0.000182183,1,,5489,5489
1638066,14099,,0.00145746,0.00145746,8,,5489,5489
1638067,14099,,0.002732738,0.002732738,15,,5489,5489
1638069,14099,,0.003825833,0.003825833,21,,5489,5489
1638074,14122,,0.019968304,0.019968304,63,,3155,3155
1638078,14122,,0.038034865,0.038034865,120,,3155,3155
1641168,14043,,6.43625E-05,6.43625E-05,1,,15537,15537
1641173,14043,,0.024071571,0.024071571,374,,15537,15537
1641174,14043,,0.000193087,0.000193087,3,,15537,15537
1641177,14021,,0.141101015,0.141101015,528,,3742,3742
1641198,14027,,0.059083192,0.059083192,870,,14725,14725
1641200,14027,,0.007877759,0.007877759,116,,14725,14725
1641210,14027,,0.007877759,0.007877759,116,,14725,14725
1641213,14027,,0.0075382,0.0075382,111,,14725,14725
1641245,14122,,0.015530903,0.015530903,49,,3155,3155
1641246,14122,,0.073217116,0.073217116,231,,3155,3155
1641249,14122,,0.064976228,0.064976228,205,,3155,3155
1641253,14122,,0.006973059,0.006973059,22,,3155,3155
1641257,14122,,0.042789223,0.042789223,135,,3155,3155
1644347,14043,,0.00025745,0.00025745,4,,15537,15537
1644351,14043,,6.43625E-05,6.43625E-05,1,,15537,15537
1644379,14027,,0.00237691,0.00237691,35,,14725,14725
1644387,14027,,0.001222411,0.001222411,18,,14725,14725
1644389,14027,,0.002037351,0.002037351,30,,14725,14725
1644403,14099,,0.00856258,0.00856258,47,,5489,5489
1644433,14122,,0.018700475,0.018700475,59,,3155,3155
1647524,14043,,0.000193087,0.000193087,3,,15537,15537
1647558,14027,,0.006383701,0.006383701,94,,14725,14725
1647608,14122,,0.013946117,0.013946117,44,,3155,3155
