GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Ptot,PobT_urb,Ptot_rur,
1536292,14022,,0.001205442,0.001205442,7,,5807,5807
1536297,14022,,0.000172206,0.000172206,1,,5807,5807
1536298,06007,,0.0417416,0.0417416,882,,21130,21130
1536299,06007,,0.000425935,0.000425935,9,,21130,21130
1536319,06007,,0.000141978,0.000141978,3,,21130,21130
1536321,06007,,0.023710364,0.023710364,501,,21130,21130
1536376,06004,0.041808864,0.003661972,0.034822974,675.0433583,15835,3550,19385
1536377,06004,0.341419892,,0.341419892,5406.383988,15835,,15835
1536378,06004,0.036165144,,0.036165144,572.6750539,15835,,15835
1536382,06002,,0.002835837,0.002835837,27,,9521,9521
1536384,06002,2.01016E-05,0.002520744,0.000182172,26.76160071,137382,9521,146903
1536385,06002,7.89308E-05,0.000420124,0.000101044,14.84366773,137382,9521,146903
1536386,06002,0.000580818,,0.000580818,79.79397006,137382,,137382
1536387,06002,0.000221654,,0.000221654,30.45125489,137382,,137382
1536390,06002,,0.000105031,0.000105031,1,,9521,9521
1536400,06002,,0.000525155,0.000525155,5,,9521,9521
1536401,06002,,0.000630186,0.000630186,6,,9521,9521
1536403,06002,,0.006616952,0.006616952,63,,9521,9521
1536407,06002,,0.000420124,0.000420124,4,,9521,9521
1539474,14022,,0.003271913,0.003271913,19,,5807,5807
1539475,14022,,0.000344412,0.000344412,2,,5807,5807
1539477,06007,,4.73261E-05,4.73261E-05,1,,21130,21130
1539478,06007,,9.46522E-05,9.46522E-05,2,,21130,21130
1539542,06004,,0.083661972,0.083661972,297,,3550,3550
1539553,06004,,0.001408451,0.001408451,5,,3550,3550
1539554,06004,,0.002535211,0.002535211,9,,3550,3550
1539555,06004,0.078740845,,0.078740845,1246.861275,15835,,15835
1539556,06004,0.007340561,0.007323944,0.007337518,142.2377874,15835,3550,19385
1539559,06002,0.000196295,,0.000196295,26.96744018,137382,,137382
1539560,06002,,0.000420124,0.000420124,4,,9521,9521
1539562,06002,0.000555507,0.000420124,0.000546733,80.316652,137382,9521,146903
1539563,06002,0.003412976,,0.003412976,468.8814788,137382,,137382
1539564,06002,0.005269602,,0.005269602,723.9484659,137382,,137382
1539565,06002,0.005788019,0.001890558,0.005535419,813.1696486,137382,9521,146903
1539566,06002,0.018878676,0.000420124,0.01768235,2597.59023,137382,9521,146903
1539567,06002,0.031321685,0.000105031,0.029298488,4304.035772,137382,9521,146903
1539568,06002,,0.000210062,0.000210062,2,,9521,9521
1539569,06002,,0.001155341,0.001155341,11,,9521,9521
1539571,06002,,0.040226867,0.040226867,383,,9521,9521
1539572,06005,,0.000141985,0.000141985,1,,7043,7043
1539589,14065,,0.000189358,0.000189358,1,,5281,5281
1542648,14022,,0.00086103,0.00086103,5,,5807,5807
1542649,14022,,0.002927501,0.002927501,17,,5807,5807
1542650,14022,,0.000688824,0.000688824,4,,5807,5807
1542674,06007,,0.002934217,0.002934217,62,,21130,21130
1542688,06007,,0.084145764,0.084145764,1778,,21130,21130
1542731,06004,,0.001690141,0.001690141,6,,3550,3550
1542733,06004,,0.00056338,0.00056338,2,,3550,3550
1542734,06004,,0.00028169,0.00028169,1,,3550,3550
1542735,06004,,0.001690141,0.001690141,6,,3550,3550
1542736,06002,0.000562438,,0.000562438,77.26879466,137382,,137382
1542737,06002,0.006036094,,0.006036094,829.2507151,137382,,137382
1542738,06002,0.001335337,0.000840248,0.001303249,191.451233,137382,9521,146903
1542739,06002,0.004027891,0.001785527,0.00388256,570.3597371,137382,9521,146903
1542740,06002,0.034362046,0.000420124,0.03216222,4724.726571,137382,9521,146903
1542741,06002,0.026548166,,0.026548166,3647.240116,137382,,137382
1542742,06002,0.015870696,,0.015870696,2180.34792,137382,,137382
1542743,06002,0.034482662,,0.034482662,4737.297083,137382,,137382
1542744,06002,0.046307249,,0.046307249,6361.782528,137382,,137382
1542745,06002,0.056594351,,0.056594351,7775.045176,137382,,137382
1542746,06002,0.017994429,0.005776704,0.017202581,2527.110706,137382,9521,146903
1542747,06002,0.005218022,0.001365403,0.004968328,729.8623027,137382,9521,146903
1542748,06002,,0.005671673,0.005671673,54,,9521,9521
1542759,06005,,0.005963368,0.005963368,42,,7043,7043
1542766,14065,,0.001325507,0.001325507,7,,5281,5281
1542767,14065,,0.009657262,0.009657262,51,,5281,5281
1545829,14022,,0.00086103,0.00086103,5,,5807,5807
1545830,14022,6.62326E-05,0.004821767,0.000773957,30.19978445,33213,5807,39020
1545831,14022,1.84753E-05,0.00086103,0.000143865,5.613619181,33213,5807,39020
1545832,14022,1.7866E-05,0.002238677,0.00034837,13.59338221,33213,5807,39020
1545835,06007,,0.026786559,0.026786559,566,,21130,21130
1545850,06007,,0.00373876,0.00373876,79,,21130,21130
1545851,06007,,0.00023663,0.00023663,5,,21130,21130
1545856,06007,,0.005347847,0.005347847,113,,21130,21130
1545895,06004,,0.043661972,0.043661972,155,,3550,3550
1545907,06004,,0.122816901,0.122816901,436,,3550,3550
1545909,06004,,0.07915493,0.07915493,281,,3550,3550
1545914,06002,0.001875652,,0.001875652,257.6808675,137382,,137382
1545914,06004,,0.143661972,0.143661972,510,,3550,3550
1545915,06002,0.004875915,,0.004875915,669.862918,137382,,137382
1545915,06010,0.02371761,,0.02371761,2789.190951,117600,,117600
1545916,06002,0.00682399,,0.00682399,937.4934154,137382,,137382
1545916,06010,0.008834078,,0.008834078,1038.88755,117600,,117600
1545917,06002,0.016773506,,0.016773506,2304.377822,137382,,137382
1545917,06010,6.2762E-05,,6.2762E-05,7.380816528,117600,,117600
1545918,06002,0.03615575,,0.03615575,4967.149262,137382,,137382
1545919,06002,0.029251233,,0.029251233,4018.592829,137382,,137382
1545920,06002,0.030984822,,0.030984822,4256.756753,137382,,137382
1545921,06002,0.043650828,,0.043650828,5996.838056,137382,,137382
1545922,06002,0.053492914,,0.053492914,7348.963503,137382,,137382
1545923,06002,0.045848566,,0.045848566,6298.767641,137382,,137382
1545924,06002,0.036780861,,0.036780861,5053.028198,137382,,137382
1545925,06002,0.003583144,,0.003583144,492.2595538,137382,,137382
1545933,06005,,0.00056794,0.00056794,4,,7043,7043
1545935,06005,,0.000141985,0.000141985,1,,7043,7043
1545945,14065,,0.000378716,0.000378716,2,,5281,5281
1549008,14022,0.012790891,,0.012790891,424.8238698,33213,,33213
1549009,14022,0.118428967,,0.118428967,3933.381275,33213,,33213
1549010,14022,0.09199896,,0.09199896,3055.561456,33213,,33213
1549011,06007,,0.000899195,0.000899195,19,,21130,21130
1549011,14022,0.021698172,,0.021698172,720.6614,33213,,33213
1549012,06007,,0.000189304,0.000189304,4,,21130,21130
1549013,06007,,0.000331283,0.000331283,7,,21130,21130
1549017,06007,,0.01230478,0.01230478,260,,21130,21130
1549026,06007,,0.00350213,0.00350213,74,,21130,21130
1549049,06007,,0.016753431,0.016753431,354,,21130,21130
1549091,06004,,0.002253521,0.002253521,8,,3550,3550
1549093,06010,0.018685793,0.002546689,0.018368813,2203.449282,117600,2356,119956
1549094,06002,1.70779E-05,,1.70779E-05,2.346198359,137382,,137382
1549094,06010,0.054246907,,0.054246907,6379.436223,117600,,117600
1549095,06002,0.00166949,,0.00166949,229.3578798,137382,,137382
1549095,06010,0.060658943,,0.060658943,7133.491735,117600,,117600
1549096,06002,0.018305664,,0.018305664,2514.86868,137382,,137382
1549096,06010,0.035129566,,0.035129566,4131.236994,117600,,117600
1549097,06002,0.037834009,,0.037834009,5197.711858,137382,,137382
1549098,06002,0.034256964,,0.034256964,4706.290195,137382,,137382
1549099,06002,0.038184918,,0.038184918,5245.920461,137382,,137382
1549100,06002,0.028930311,,0.028930311,3974.503951,137382,,137382
1549101,06002,0.021789976,,0.021789976,2993.550514,137382,,137382
1549102,06002,0.016065715,0.000630186,0.015065315,2213.140023,137382,9521,146903
1549103,06002,0.001144821,,0.001144821,157.2778072,137382,,137382
1549104,06002,,0.000525155,0.000525155,5,,9521,9521
1549109,06005,,0.14113304,0.14113304,994,,7043,7043
1552186,14022,0.002794402,,0.002794402,92.8104644,33213,,33213
1552187,14022,0.125983025,,0.125983025,4184.2742,33213,,33213
1552188,14022,0.095729072,,0.095729072,3179.449677,33213,,33213
1552189,14022,0.066202739,,0.066202739,2198.791583,33213,,33213
1552197,14022,,0.036163251,0.036163251,210,,5807,5807
1552212,06007,,0.000567913,0.000567913,12,,21130,21130
1552226,06007,,0.000331283,0.000331283,7,,21130,21130
1552229,06007,,0.000283956,0.000283956,6,,21130,21130
1552249,06004,,0.064788732,0.064788732,230,,3550,3550
1552265,06010,,0.000848896,0.000848896,2,,2356,2356
1552268,06004,,0.00028169,0.00028169,1,,3550,3550
1552270,06010,,0.002546689,0.002546689,6,,2356,2356
1552271,06010,,0.000424448,0.000424448,1,,2356,2356
1552272,06010,0.033768037,,0.033768037,3971.121122,117600,,117600
1552273,06010,0.086822535,,0.086822535,10210.33008,117600,,117600
1552274,06002,0.002380784,,0.002380784,327.0768244,137382,,137382
1552274,06010,0.06879949,,0.06879949,8090.820076,117600,,117600
1552275,06002,0.030114614,,0.030114614,4137.205854,137382,,137382
1552275,06010,0.019985435,,0.019985435,2350.287158,117600,,117600
1552276,06002,0.038961858,,0.038961858,5352.658034,137382,,137382
1552276,06010,0.00752282,,0.00752282,884.6836016,117600,,117600
1552277,06002,0.031830604,,0.031830604,4372.951988,137382,,137382
1552278,06002,0.014103198,,0.014103198,1937.525562,137382,,137382
1552279,06002,0.008376234,,0.008376234,1150.743806,137382,,137382
1552280,06002,0.0008532,,0.0008532,117.2143892,137382,,137382
1552281,06002,0.000802552,,0.000802552,110.2562264,137382,,137382
1552283,06005,,0.00028397,0.00028397,2,,7043,7043
1552284,06005,,0.000709925,0.000709925,5,,7043,7043
1552288,06005,,0.000425955,0.000425955,3,,7043,7043
1552296,06005,,0.075677978,0.075677978,533,,7043,7043
1552300,14108,,0.000600691,0.000600691,4,,6659,6659
1555365,14022,0.010617011,,0.010617011,352.6227779,33213,,33213
1555366,14022,0.000311244,,0.000311244,10.33735698,33213,,33213
1555367,14022,0.000237235,,0.000237235,7.879273064,33213,,33213
1555369,06007,,9.46522E-05,9.46522E-05,2,,21130,21130
1555370,06007,,0.000141978,0.000141978,3,,21130,21130
1555371,14022,,0.004649561,0.004649561,27,,5807,5807
1555390,06007,,0.01206815,0.01206815,255,,21130,21130
1555402,06007,,0.0186938,0.0186938,395,,21130,21130
1555407,06007,,0.000473261,0.000473261,10,,21130,21130
1555409,06007,,0.017179366,0.017179366,363,,21130,21130
1555429,06004,,0.00084507,0.00084507,3,,3550,3550
1555432,06004,,0.00056338,0.00056338,2,,3550,3550
1555443,06010,,0.000848896,0.000848896,2,,2356,2356
1555446,06004,,0.00028169,0.00028169,1,,3550,3550
1555448,06010,0.000146316,0.013582343,0.000410207,49.20677928,117600,2356,119956
1555449,06010,0.020983169,0.000424448,0.020579385,2468.620669,117600,2356,119956
1555450,06010,0.021717024,,0.021717024,2553.921995,117600,,117600
1555451,06010,0.04153118,,0.04153118,4884.066791,117600,,117600
1555452,06010,0.047130682,,0.047130682,5542.568243,117600,,117600
1555453,06002,4.28909E-05,,4.28909E-05,5.892431447,137382,,137382
1555453,06010,0.050381996,,0.050381996,5924.92269,117600,,117600
1555454,06002,0.006584745,,0.006584745,904.6253705,137382,,137382
1555454,06010,0.016902763,,0.016902763,1987.764893,117600,,117600
1555455,06002,0.024241556,,0.024241556,3330.353406,137382,,137382
1555456,06002,0.004587646,,0.004587646,630.2600061,137382,,137382
1555457,06002,0.000101619,,0.000101619,13.96063729,137382,,137382
1555458,06002,2.27077E-05,0.000420124,4.84648E-05,7.119628814,137382,9521,146903
1555459,06002,0,0.001995589,0.000129337,19,137382,9521,146903
1555459,06005,7.78361E-05,,7.78361E-05,1.561702663,20064,,20064
1555460,06005,0.000346484,,0.000346484,6.951846549,20064,,20064
1555461,06005,,0.000709925,0.000709925,5,,7043,7043
1555467,06005,,0.000425955,0.000425955,3,,7043,7043
1555476,06005,,0.00056794,0.00056794,4,,7043,7043
1558622,06010,,0.002971138,0.002971138,7,,2356,2356
1558623,06010,,0.000424448,0.000424448,1,,2356,2356
1558624,06010,,0.000848896,0.000848896,2,,2356,2356
1558625,06010,,0.002971138,0.002971138,7,,2356,2356
1558626,06010,0.005164895,0.006366723,0.0051885,622.3916672,117600,2356,119956
1558627,06010,0.004264869,,0.004264869,501.548643,117600,,117600
1558628,06010,0.000549368,0.002546689,0.000588597,70.6057064,117600,2356,119956
1558629,06010,0.014147186,,0.014147186,1663.7091,117600,,117600
1558630,06010,0.043939205,,0.043939205,5167.250521,117600,,117600
1558631,06010,0.058143202,,0.058143202,6837.640518,117600,,117600
1558632,06002,0.00044021,,0.00044021,60.476991,137382,,137382
1558632,06010,0.01106421,,0.01106421,1301.151129,117600,,117600
1558633,06002,0.009692724,0.0074572,0.009547836,1402.605768,137382,9521,146903
1558633,06010,3.18047E-08,,3.18047E-08,0.003740231,117600,,117600
1558634,06002,0.002278527,,0.002278527,313.0286328,137382,,137382
1558635,06002,1.48846E-05,0.000210062,2.75343E-05,4.044871765,137382,9521,146903
1558637,06005,7.88047E-05,,7.88047E-05,1.581138267,20064,,20064
1558638,06005,0.069620782,0.001987789,0.05204823,1410.871375,20064,7043,27107
1558639,06005,0.023033638,0.002981684,0.017823695,483.1469053,20064,7043,27107
1558640,06005,,0.069856595,0.069856595,492,,7043,7043
1558656,14108,,0.000150173,0.000150173,1,,6659,6659
1561751,06007,,0.014434453,0.014434453,305,,21130,21130
1561762,06007,,0.001798391,0.001798391,38,,21130,21130
1561770,06008,,0.027607362,0.027607362,99,,3586,3586
1561800,06010,,0.004244482,0.004244482,10,,2356,2356
1561805,06010,,0.000424448,0.000424448,1,,2356,2356
1561806,06010,,0.001697793,0.001697793,4,,2356,2356
1561807,06010,0.003003703,,0.003003703,353.235476,117600,,117600
1561808,06010,0.037721318,,0.037721318,4436.026983,117600,,117600
1561809,06010,0.058318297,,0.058318297,6858.231744,117600,,117600
1561810,06010,0.021403298,,0.021403298,2517.027831,117600,,117600
1561811,06002,0.000132531,,0.000132531,18.20742888,137382,,137382
1561812,06002,2.1497E-05,0.000525155,5.41398E-05,7.953305319,137382,9521,146903
1561813,06002,,0.013759059,0.013759059,131,,9521,9521
1561816,06005,0.002515662,0.00056794,0.002009601,54.4742421,20064,7043,27107
1561817,06005,0.046422086,0.000709925,0.034545052,936.4127319,20064,7043,27107
1561819,06005,,0.00056794,0.00056794,4,,7043,7043
1561823,06005,,0.00028397,0.00028397,2,,7043,7043
1564902,14022,,0.002066471,0.002066471,12,,5807,5807
1564933,06007,,0.00638902,0.00638902,135,,21130,21130
1564934,06007,,0.026833885,0.026833885,567,,21130,21130
1564971,06010,,0.064091681,0.064091681,151,,2356,2356
1564977,06010,,0.001273345,0.001273345,3,,2356,2356
1564979,06010,,0.000848896,0.000848896,2,,2356,2356
1564980,06003,,0.000428816,0.000428816,3,,6996,6996
1564982,06010,,0.000424448,0.000424448,1,,2356,2356
1564984,06003,,0.001858205,0.001858205,13,,6996,6996
1564984,06010,0.00420259,,0.00420259,494.224564,117600,,117600
1564985,06010,0.004693518,0.000848896,0.004618007,553.9576726,117600,2356,119956
1564986,06010,0.034277177,,0.034277177,4030.995969,117600,,117600
1564987,06010,0.058667663,0.003395586,0.05758209,6907.317205,117600,2356,119956
1564988,06010,0.00518342,,0.00518342,609.5701708,117600,,117600
1564989,06002,,0.000945279,0.000945279,9,,9521,9521
1564990,06002,,0.086335469,0.086335469,822,,9521,9521
1564990,06010,,0.002122241,0.002122241,5,,2356,2356
1564998,06005,,0.00056794,0.00056794,4,,7043,7043
1565001,06005,,0.000141985,0.000141985,1,,7043,7043
1565012,14108,,0.000450518,0.000450518,3,,6659,6659
1568081,14022,,0.005510591,0.005510591,32,,5807,5807
1568130,06008,,0.001952036,0.001952036,7,,3586,3586
1568149,06010,,0.000848896,0.000848896,2,,2356,2356
1568151,06010,,0.00466893,0.00466893,11,,2356,2356
1568152,06010,,0.000424448,0.000424448,1,,2356,2356
1568161,06003,,0.000714694,0.000714694,5,,6996,6996
1568163,06003,1.0073E-05,0.000714694,0.000246071,5.139934371,13892,6996,20888
1568164,06010,0.012479646,,0.012479646,1467.606421,117600,,117600
1568165,06010,0.005738841,,0.005738841,674.8877396,117600,,117600
1568167,06010,,0.010186757,0.010186757,24,,2356,2356
1568168,06010,,0.003820034,0.003820034,9,,2356,2356
1568172,06005,,0.00113588,0.00113588,8,,7043,7043
1568174,06005,,0.012636661,0.012636661,89,,7043,7043
1568175,06005,,0.030952719,0.030952719,218,,7043,7043
1568179,06005,,0.000425955,0.000425955,3,,7043,7043
1568191,14108,,0.000150173,0.000150173,1,,6659,6659
1571283,14027,,0.000203735,0.000203735,3,,14725,14725
1571299,06008,,0.20022309,0.20022309,718,,3586,3586
1571309,06008,,0.004182934,0.004182934,15,,3586,3586
1571331,06010,,0.000848896,0.000848896,2,,2356,2356
1571332,06010,,0.039473684,0.039473684,93,,2356,2356
1571333,06010,,0.191001698,0.191001698,450,,2356,2356
1571334,06010,,0.002971138,0.002971138,7,,2356,2356
1571336,06003,,0.000571755,0.000571755,4,,6996,6996
1571337,06003,,0.001000572,0.001000572,7,,6996,6996
1571339,06003,1.43443E-05,,1.43443E-05,0.199270863,13892,,13892
1571340,06003,0.009168898,0.000142939,0.006145841,128.3743266,13892,6996,20888
1571341,06003,0.001213568,,0.001213568,16.85888231,13892,,13892
1571342,06010,1.04541E-05,,1.04541E-05,1.229406651,117600,,117600
1571343,06010,,0.000424448,0.000424448,1,,2356,2356
1571345,06010,,0.002546689,0.002546689,6,,2356,2356
1571346,06010,,0.008913413,0.008913413,21,,2356,2356
1571353,06005,,0.005679398,0.005679398,40,,7043,7043
1571356,06005,,0.00085191,0.00085191,6,,7043,7043
1571357,06005,,0.00085191,0.00085191,6,,7043,7043
1574461,14027,,0.028658744,0.028658744,422,,14725,14725
1574476,14027,,0.010933786,0.010933786,161,,14725,14725
1574479,06008,,0.000278862,0.000278862,1,,3586,3586
1574484,06008,,0.01868377,0.01868377,67,,3586,3586
1574486,06008,,0.004461796,0.004461796,16,,3586,3586
1574495,06010,,0.002971138,0.002971138,7,,2356,2356
1574500,06010,,0.12860781,0.12860781,303,,2356,2356
1574501,06010,,0.101443124,0.101443124,239,,2356,2356
1574512,06010,,0.029711375,0.029711375,70,,2356,2356
1574517,06003,0.047155684,0.000285878,0.03145762,657.086764,13892,6996,20888
1574518,06003,0.125156281,,0.125156281,1738.671052,13892,,13892
1574519,06003,0.053247393,,0.053247393,739.712777,13892,,13892
1574520,06003,0.004865518,0.043453402,0.017789725,371.5917828,13892,6996,20888
1574520,06010,,0.001697793,0.001697793,4,,2356,2356
1574533,06005,,0.00028397,0.00028397,2,,7043,7043
1574534,06005,0.030049782,,0.030049782,602.9188361,20064,,20064
1574535,06005,0.061976598,0.00085191,0.046095048,1249.498467,20064,7043,27107
1574536,06005,0.003104875,,0.003104875,62.29620292,20064,,20064
1577649,14027,,0.014736842,0.014736842,217,,14725,14725
1577659,06008,,0.032905745,0.032905745,118,,3586,3586
1577670,06008,,0.000557724,0.000557724,2,,3586,3586
1577676,06010,,0.001273345,0.001273345,3,,2356,2356
1577677,06010,,0.000424448,0.000424448,1,,2356,2356
1577680,06010,,0.000424448,0.000424448,1,,2356,2356
1577693,06003,,0.000142939,0.000142939,1,,6996,6996
1577695,06003,0.006110859,0.001429388,0.004542898,94.8920575,13892,6996,20888
1577696,06003,0.229376922,,0.229376922,3186.504199,13892,,13892
1577697,06003,0.158273432,0.003287593,0.106364157,2221.734522,13892,6996,20888
1577698,06003,0.012123261,0.002144082,0.008780943,183.4163433,13892,6996,20888
1577700,06010,,0.002971138,0.002971138,7,,2356,2356
1577701,06010,,0.006366723,0.006366723,15,,2356,2356
1577703,06010,,0.073429542,0.073429542,173,,2356,2356
1577704,06010,,0.001697793,0.001697793,4,,2356,2356
1577705,06010,,0.079371817,0.079371817,187,,2356,2356
1577708,06005,,0.081073406,0.081073406,571,,7043,7043
1577712,06005,0.094053759,,0.094053759,1887.094626,20064,,20064
1577713,06005,0.198239369,,0.198239369,3977.474708,20064,,20064
1577714,06005,0.013198907,0.00056794,0.009917101,268.8228634,20064,7043,27107
1580818,14027,,0.000271647,0.000271647,4,,14725,14725
1580819,14027,,0.069541596,0.069541596,1024,,14725,14725
1580825,14027,,0.000135823,0.000135823,2,,14725,14725
1580832,14027,,0.002580645,0.002580645,38,,14725,14725
1580842,06008,,0.001115449,0.001115449,4,,3586,3586
1580873,06003,,0.006575186,0.006575186,46,,6996,6996
1580874,06003,0.015668742,,0.015668742,217.6701611,13892,,13892
1580875,06003,0.016058597,0.000857633,0.010967351,229.0860247,13892,6996,20888
1580876,06003,0.00122818,0.000571755,0.001008324,21.06187604,13892,6996,20888
1580881,06010,,0.001273345,0.001273345,3,,2356,2356
1580885,06005,,0.125230726,0.125230726,882,,7043,7043
1580890,06005,0.01008527,,0.01008527,202.3508606,20064,,20064
1580891,06005,0.013278228,,0.013278228,266.4143721,20064,,20064
1580892,06005,0.004741283,0.000993895,0.003767629,102.1291089,20064,7043,27107
1580896,06005,,0.025131336,0.025131336,177,,7043,7043
1580903,14103,,0.005095541,0.005095541,4,,785,785
1583972,14022,,0.016359566,0.016359566,95,,5807,5807
1583997,14027,,0.036061121,0.036061121,531,,14725,14725
1584020,06008,,0.005298383,0.005298383,19,,3586,3586
1584052,06003,,0.000571755,0.000571755,4,,6996,6996
1584053,06003,,0.001143511,0.001143511,8,,6996,6996
1584057,06003,,0.000428816,0.000428816,3,,6996,6996
1584060,06005,,0.000141985,0.000141985,1,,7043,7043
1584060,06010,,0.005517827,0.005517827,13,,2356,2356
1584071,06005,,0.00028397,0.00028397,2,,7043,7043
1584074,06005,,0.112310095,0.112310095,791,,7043,7043
1587140,14027,,0.006451613,0.006451613,95,,14725,14725
1587175,14027,,0.000135823,0.000135823,2,,14725,14725
1587186,14027,,0.000339559,0.000339559,5,,14725,14725
1587194,06008,,0.045733408,0.045733408,164,,3586,3586
1587195,06008,,0.025934189,0.025934189,93,,3586,3586
1587198,06008,,0.011433352,0.011433352,41,,3586,3586
1587199,06008,,0.000836587,0.000836587,3,,3586,3586
1587212,06008,,0.001115449,0.001115449,4,,3586,3586
1587221,06003,,0.008004574,0.008004574,56,,6996,6996
1587227,06003,,0.000285878,0.000285878,2,,6996,6996
1587233,06003,,0.000857633,0.000857633,6,,6996,6996
1587234,06003,,0.000714694,0.000714694,5,,6996,6996
1587236,06003,,0.001858205,0.001858205,13,,6996,6996
1590340,14027,,6.79117E-05,6.79117E-05,1,,14725,14725
1590373,06008,,0.001394311,0.001394311,5,,3586,3586
1590374,06008,,0.255995538,0.255995538,918,,3586,3586
1590378,06008,,0.000278862,0.000278862,1,,3586,3586
1590402,06003,,0.272298456,0.272298456,1905,,6996,6996
1590411,06003,,0.000285878,0.000285878,2,,6996,6996
1590412,06003,,0.002572899,0.002572899,18,,6996,6996
1590413,06003,,0.014008005,0.014008005,98,,6996,6996
1590414,06003,0.035136619,,0.035136619,488.1179109,13892,,13892
1590417,06010,,0.003395586,0.003395586,8,,2356,2356
1590428,06005,,0.259690473,0.259690473,1829,,7043,7043
1590429,06005,,0.000141985,0.000141985,1,,7043,7043
1593504,14027,,0.008760611,0.008760611,129,,14725,14725
1593518,14027,,0.005432937,0.005432937,80,,14725,14725
1593531,14027,,0.000203735,0.000203735,3,,14725,14725
1593544,14027,,0.002852292,0.002852292,42,,14725,14725
1593546,14027,,0.003870968,0.003870968,57,,14725,14725
1593582,06003,,0.102487136,0.102487136,717,,6996,6996
1593589,06003,,0.000714694,0.000714694,5,,6996,6996
1593590,06003,,0.002572899,0.002572899,18,,6996,6996
1593591,06003,0.152852402,0.001143511,0.102040673,2131.425571,13892,6996,20888
1593592,06003,0.075081816,0.005717553,0.051849703,1083.036588,13892,6996,20888
1593595,06010,,0.011035654,0.011035654,26,,2356,2356
1593596,06005,,0.000141985,0.000141985,1,,7043,7043
1593606,06005,0.009297031,,0.009297031,186.5356368,20064,,20064
1596683,14027,,0.00040747,0.00040747,6,,14725,14725
1596699,14027,,0.000543294,0.000543294,8,,14725,14725
1596709,14027,,0.003803056,0.003803056,56,,14725,14725
1596711,14027,,0.002308998,0.002308998,34,,14725,14725
1596714,14027,,0.000814941,0.000814941,12,,14725,14725
1596732,06008,7.75304E-05,,7.75304E-05,0.355709634,4588,,4588
1596733,06008,0.001684264,,0.001684264,7.727401307,4588,,4588
1596734,06008,0.126349217,,0.126349217,579.6902094,4588,,4588
1596735,06008,0.008121589,,0.008121589,37.26184816,4588,,4588
1596744,06008,,0.003904071,0.003904071,14,,3586,3586
1596763,06003,,0.000714694,0.000714694,5,,6996,6996
1596769,06003,0.043062368,,0.043062368,598.2224157,13892,,13892
1596770,06003,0.014195047,0.000428816,0.009584335,200.1975929,13892,6996,20888
1596771,06003,,0.006575186,0.006575186,46,,6996,6996
1596773,06010,,0.000424448,0.000424448,1,,2356,2356
1596783,06005,0.048393206,,0.048393206,970.9612797,20064,,20064
1596784,06005,0.20536318,,0.20536318,4120.406846,20064,,20064
1596785,06005,0.020183914,0.006815278,0.016710446,452.9700604,20064,7043,27107
1596786,06005,,0.00028397,0.00028397,2,,7043,7043
1599889,14027,,0.007062818,0.007062818,104,,14725,14725
1599890,14027,,0.015755518,0.015755518,232,,14725,14725
1599900,14027,,0.000882852,0.000882852,13,,14725,14725
1599910,06008,4.03143E-05,,4.03143E-05,0.184962095,4588,,4588
1599911,06008,0.00996788,0.000557724,0.005839568,47.73263283,4588,3586,8174
1599912,06008,0.823446038,0.002230898,0.463172305,3785.970423,4588,3586,8174
1599913,06008,0.011639061,,0.011639061,53.40001016,4588,,4588
1599946,06003,,0.002001144,0.002001144,14,,6996,6996
1599948,06003,,0.051172098,0.051172098,358,,6996,6996
1599952,06010,,0.000848896,0.000848896,2,,2356,2356
1599958,06005,,0.000709925,0.000709925,5,,7043,7043
1599959,06005,,0.000425955,0.000425955,3,,7043,7043
1599961,06005,0.067736499,0.000709925,0.050321508,1364.065125,20064,7043,27107
1599962,06005,0.077724008,,0.077724008,1559.454502,20064,,20064
1599963,06005,0.000478796,,0.000478796,9.606568521,20064,,20064
1599967,14103,,0.472611465,0.472611465,371,,785,785
1603041,14027,,0.134397284,0.134397284,1979,,14725,14725
1603074,14027,,0.005772496,0.005772496,85,,14725,14725
1603084,14027,,0.005976231,0.005976231,88,,14725,14725
1603087,06008,,0.020078081,0.020078081,72,,3586,3586
1603090,06008,0.018456364,0.000557724,0.010604086,86.67779764,4588,3586,8174
1603091,06008,0.000217759,,0.000217759,0.999078857,4588,,4588
1603099,06008,,0.004740658,0.004740658,17,,3586,3586
1603116,06003,,0.001143511,0.001143511,8,,6996,6996
1603121,06003,,0.041166381,0.041166381,288,,6996,6996
1603122,06003,,0.000285878,0.000285878,2,,6996,6996
1603124,06003,,0.028158948,0.028158948,197,,6996,6996
1603125,06003,,0.000571755,0.000571755,4,,6996,6996
1603126,06003,,0.001858205,0.001858205,13,,6996,6996
1603127,06003,,0.000571755,0.000571755,4,,6996,6996
1603128,06003,,0.000285878,0.000285878,2,,6996,6996
1603130,06010,,0.095925297,0.095925297,226,,2356,2356
1603135,06005,,0.024563396,0.024563396,173,,7043,7043
1603136,06005,,0.001277865,0.001277865,9,,7043,7043
1603142,14103,0.042312374,,0.042312374,273.8033728,6471,,6471
1603143,14103,0.007523084,0.01656051,0.00850081,61.6818794,6471,785,7256
1603145,14103,,0.026751592,0.026751592,21,,785,785
1603149,14103,,0.289171975,0.289171975,227,,785,785
1606226,14027,,0.002920204,0.002920204,43,,14725,14725
1606240,14027,,0.000135823,0.000135823,2,,14725,14725
