GRIDCODE,CVENTMUN,Fter
1625372,06003,0.164645694
1628478,14027,0.010729053
1628479,14027,0.024785647
1628486,14027,0.009950813
1628499,14027,0.01896167
1628500,14027,0.00360346
1628502,14027,0.002896317
1628503,14027,0.021352802
1628504,14027,0.02088064
1628505,14027,0.018918115
1628514,06008,0.001567389
1628515,06008,0.06583321
1628516,06008,0.053726117
1628537,14099,0.207441411
1628537,14122,0.020708995
1628538,14122,0.036257889
1628539,14122,0.055523978
1628540,14122,0.013147343
1628545,14122,0.017317551
1628546,14122,0.019379283
1628547,14122,0.027606319
1628548,14122,0.039252203
1628549,14122,0.045547204
1628550,06003,0.154410229
1628550,14122,0.013081887
1631655,14027,0.014842165
1631656,14027,0.013756813
1631678,14027,0.027259132
1631679,14027,0.005304634
1631680,14027,0.025070985
1631683,14027,0.005453487
1631684,14027,0.020108908
1631685,14027,0.021157284
1631690,06008,0.050048651
1631691,06008,0.078639288
1631692,06008,0.101211981
1631693,06008,0.070850362
1631694,06008,0.021810619
1631714,14099,0.343208938
1631714,14122,0.014813395
1631715,14099,0.449349651
1631716,14122,0.020955293
1631717,14122,0.030829606
1634832,14027,0.025240639
1634833,14027,0.011593371
1634857,14027,0.015849398
1634858,14027,0.003453022
1634863,14027,0.01042929
1634864,14027,0.020683225
1634865,14027,0.021084483
1634866,14027,0.02268965
1634867,14027,0.028996281
1634868,06008,0.007126833
1634868,14027,0.007268251
1634892,14122,0.04186481
1638008,14027,0.009741557
1638009,14027,0.021342961
1638010,14027,0.000407097
1638044,14027,0.002895067
1638070,14122,0.010982743
1638071,14122,0.039448171
1641186,14027,0.019255518
1641249,14122,0.044200212
1644364,14027,0.029145039
1644427,14122,0.006006396
1644428,14122,0.03668337
1647541,14027,0.013197353
1647542,14021,1
1647542,14027,0.004030662
1647558,14027,0.002403871
1647606,14122,0.042149602
1647607,14122,0.005161965
