GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Purb_T,Prur_T,P_tot
143567,12047,,0.009573959,0.008598452,,60,60
143568,12047,,0.020424446,0.018343365,,128,128
143569,12047,0.623066104,0.01627573,0.078102608,443,102,545
143570,12047,0.376933896,0.026647519,0.062338779,268,167,435
143571,12047,,0.067815542,0.060905704,,425,425
143572,12037,,0.049500122,0.030743601,,203,203
143572,12047,,0.001755226,0.001576383,,11,11
143573,12037,0.99960032,0.004389173,0.381493261,2501,18,2519
143576,12055,,0.003773813,0.001201311,,125,125
143577,12055,,0.029405549,0.009360614,,974,974
143578,12055,,0.051172901,0.016289775,,1695,1695
143579,12055,,0.054222142,0.017260435,,1796,1796
143580,12055,0.000239673,0.016876491,0.00553564,17,559,576
143583,12055,0.08787537,0.000875525,0.060180869,6233,29,6262
143584,12015,,0.152060464,0.066598361,,845,845
143584,12055,,0.000332096,0.000105715,,11,11
143585,12015,,0.012956631,0.005674653,,72,72
143586,12015,,0.023034011,0.010088272,,128,128
143588,17017,,0.000786086,0.000129902,,8,8
143589,17017,,0.001080869,0.000178615,,11,11
143591,17017,0.081174136,0.004028692,0.068425753,4173,41,4214
143595,17025,,0.000833333,0.00034883,,11,11
143608,17003,,0.049500181,0.012197655,,411,411
143608,21160,,0.365657813,0.189682794,,592,592
143609,17003,0.257758349,0.053595086,0.207449176,6545,445,6990
143609,21160,0.021970706,0.016676961,0.019224607,33,27,60
143610,17003,0.035404852,0.036251957,0.035613593,899,301,1200
143611,17003,,0.010839456,0.002671019,,90,90
143611,21051,,0.058153568,0.022719906,,771,771
143612,21051,0.031435895,0.001055966,0.019566819,650,14,664
143613,21051,0.165497896,0.130110122,0.151672315,3422,1725,5147
143614,21051,0.02239203,0.042464927,0.030234271,463,563,1026
143615,21051,,0.089681702,0.035037572,,1189,1189
143616,21051,,0.073993061,0.028908207,,981,981
143617,21085,,0.001556824,0.000288466,,21,21
143618,21085,,0.003484321,0.000645613,,47,47
143622,21085,,0.002668841,0.000494512,,36,36
143623,21085,,0.01853362,0.003434113,,250,250
143627,21206,,0.039961941,0.029829545,,126,126
143628,21042,,0.032676056,0.018941868,,58,58
143629,21042,0.516705517,0.093521127,0.271391248,665,166,831
143630,21042,0.176379176,0.021971831,0.086871326,227,39,266
143632,21042,,0.061971831,0.035924233,,110,110
143635,21147,,0.005981512,0.001850606,,11,11
143637,21169,,0.092762946,0.070417033,,1442,1442
143639,21169,,0.112769379,0.085604063,,1753,1753
143640,21082,,0.076947335,0.030149512,,244,244
143641,21082,0.061154002,0.005045727,0.039169653,301,16,317
143642,21082,0.925233645,,0.562708514,4554,,4554
143643,21082,,0.015137181,0.005931052,,48,48
143649,21018,,0.168887288,0.125602571,,469,469
143653,21161,,0.000135153,5.26E-05,,1,1
143656,21156,0.078625822,0.013482199,0.075251177,20495,192,20687
143657,21156,0.281196171,,0.266629321,73298,,73298
143658,21156,0.089613105,0.010603188,0.085520141,23359,151,23510
143663,21010,,0.001104633,0.000593854,,36,36
143664,21010,,0.000797791,0.000428894,,26,26
143665,21010,,0.005461798,0.002936276,,178,178
143665,21195,,0.012868783,0.009456167,,229,229
143666,21010,,0.033507211,0.01801356,,1092,1092
143667,21010,,0.053145137,0.028570957,,1732,1732
143667,21195,,0.011239112,0.008258661,,200,200
143668,21010,,0.073335379,0.039425282,,2390,2390
143668,21195,,0.025849958,0.018994921,,460,460
143669,21010,,0.010187174,0.00547665,,332,332
143670,21010,,0.128597729,0.069134458,,4191,4191
143672,21010,,0.014022706,0.007538642,,457,457
143673,21010,,0.012703283,0.006829317,,414,414
143674,21217,,0.03754386,0.020848556,,428,428
143675,21217,,0.031491228,0.017487457,,359,359
143676,21145,,0.000252632,0.000221664,,3,3
143676,21217,,0.00122807,0.000681962,,14,14
143677,21145,,0.0592,0.051943254,,703,703
143678,21145,,0.022231579,0.019506428,,264,264
143679,21145,,0.038652632,0.033914585,,459,459
143679,30173,,0.045174253,0.037197627,,1956,1956
143680,30173,,0.00521952,0.004297885,,226,226
143681,30173,,0.021432366,0.017647954,,928,928
143684,20002,,0.020655496,0.013100145,,588,588
143685,20002,,0.008149787,0.005168765,,232,232
143688,20002,,0.013454175,0.008532917,,383,383
143690,20002,,0.002458988,0.001559541,,70,70
143693,20002,,0.064952401,0.041194163,,1849,1849
143693,30174,0.00016728,0.002053477,0.001094731,8,95,103
143694,30174,,0.01305579,0.00641959,,604,604
143695,30174,,0.012126321,0.005962567,,561,561
143696,30174,,0.009402762,0.00462338,,435,435
143697,30174,,0.010072844,0.004952863,,466,466
143697,30207,,0.000230181,0.000110877,,5,5
143698,30174,,0.004258263,0.002093807,,197,197
143699,30174,,0.001923784,0.000945933,,89,89
143700,30174,,0.005814582,0.002859056,,269,269
143701,30174,,0.006203662,0.003050368,,287,287
143702,30207,,0.016434951,0.00791662,,357,357
143703,30207,,0.000322254,0.000155228,,7,7
143705,30207,,0.000184145,8.87E-05,,4,4
143706,30045,,0.001036712,0.000296343,,17,17
143706,30174,,0.000259387,0.000127542,,12,12
143707,30045,,0.000304915,8.72E-05,,5,5
143709,30045,,0.000243932,6.97E-05,,4,4
143710,30084,,0.129490825,0.087480356,,501,501
143711,30084,,0.041871285,0.028287061,,162,162
143712,30084,,0.325407082,0.219835865,,1259,1259
143713,30045,,0.000426881,0.000122023,,7,7
143713,30084,,0.000258465,0.000174611,,1,1
143714,30045,0.0010496,0.001585559,0.001202803,43,26,69
143714,30208,,0.001423343,0.000305583,,7,7
143715,30208,0.049974985,0.002643351,0.039813158,899,13,912
143716,30208,,0.189304595,0.040642598,,931,931
143717,30012,,0.041051956,0.034192601,,256,256
143717,30208,,0.036193575,0.00777055,,178,178
143718,30012,,0.100545221,0.083745158,,627,627
143718,30208,,0.02257015,0.00484568,,111,111
143719,30012,,0.069114817,0.057566449,,431,431
143719,30178,,0.011963406,0.00511894,,68,68
143720,30178,,0.003342716,0.001430292,,19,19
143721,30178,,0.013194933,0.00564589,,75,75
143722,30178,,0.042575651,0.018217404,,242,242
143723,30178,,0.000527797,0.000225836,,3,3
143724,30143,,0.001750057,0.001081043,,61,61
143725,30143,,0.003787009,0.002339306,,132,132
143726,30143,,0.03809961,0.023534833,,1328,1328
143727,30143,,0.014086527,0.008701508,,491,491
143728,30143,,0.035574937,0.021975296,,1240,1240
143729,30143,,0.028775534,0.017775179,,1003,1003
143730,30141,,0.012598545,0.006316565,,994,994
143730,30143,,0.011762681,0.007266025,,410,410
143731,30141,,0.034500241,0.017297476,,2722,2722
143732,30141,,0.01368856,0.006863069,,1080,1080
143733,30141,,0.004093893,0.002052566,,323,323
143734,30141,0.000509775,0.012345053,0.006443659,40,974,1014
143735,30141,,0.013130878,0.006583463,,1036,1036
143736,30032,,0.000524359,0.00022637,,11,11
143736,30141,,5.07E-05,2.54E-05,,4,4
143737,30032,,0.088187625,0.038071327,,1850,1850
143738,30032,,0.035227381,0.015207952,,739,739
143739,30032,,0.019687291,0.008499167,,413,413
143740,30032,,0.033272953,0.014364209,,698,698
143741,30032,,0.000858042,0.000370424,,18,18
143742,30032,,0.001906759,0.000823164,,40,40
143742,30149,,0.000803037,0.000337465,,11,11
143743,30032,,0.023071789,0.009960282,,484,484
143743,30149,,0.012702584,0.005338078,,174,174
143744,30032,,0.000143007,6.17E-05,,3,3
143745,30149,,0.004234195,0.001779359,,58,58
143749,30209,,0.018246986,0.007833811,,112,112
143750,30209,,0.040078201,0.017206407,,246,246
143751,30209,,0.098566308,0.04231657,,605,605
143752,30209,,0.009775171,0.004196685,,60,60
143781,27002,0.023823749,,0.015405418,3828,,3828
143782,27002,0.016343042,,0.010568085,2626,,2626
143783,27002,,0.003188921,0.001126833,,280,280
143788,27002,,0.008143137,0.002877449,,715,715
143792,27002,,0.001400847,0.000495002,,123,123
143793,27002,,0.004920049,0.001738543,,432,432
143794,27002,,0.007448408,0.00263196,,654,654
143796,27005,,0.0069023,0.004123401,,795,795
143797,27005,,0.003880916,0.002318441,,447,447
143798,27005,,0.028928885,0.017281978,,3332,3332
143799,27005,,0.030960505,0.018495659,,3566,3566
143800,27005,0.115558533,0.004922772,0.049465255,8970,567,9537
143801,27005,0.012496296,0.009767406,0.01086607,970,1125,2095
143802,27005,0.000940443,0.00990632,0.006296615,73,1141,1214
143803,27005,0.000953326,0.02058535,0.012681404,74,2371,2445
143804,27005,0.298816073,,0.120304769,23195,,23195
143805,27005,0.062133646,0.019630315,0.036742357,4823,2261,7084
143806,27005,0.034603146,,0.013931391,2686,,2686
143807,27005,,0.022261002,0.013298617,,2564,2564
143808,27005,,0.027140364,0.016213525,,3126,3126
143809,27010,,0.045602865,0.027496521,,2292,2292
143811,27013,,0.043385316,0.024516365,,2821,2821
143818,27004,,0.004250904,0.000949243,,590,590
143823,27003,,0.008185182,0.00489668,,500,500
143824,27003,,0.014127623,0.00845167,,863,863
143831,27003,,0.000147333,8.81E-05,,9,9
143840,27011,,0.000663365,0.000508285,,15,15
143843,4007,,0.014630439,0.009218245,,77,77
143852,4007,,0.000570017,0.000359152,,3,3
143854,4003,,0.000150682,1.81E-05,,4,4
143855,4003,,0.002749943,0.000330176,,73,73
143855,4007,,0.005890177,0.003711241,,31,31
143860,4003,,0.000150682,1.81E-05,,4,4
143861,4003,,0.000226023,2.71E-05,,6,6
143862,4003,,0.000226023,2.71E-05,,6,6
143862,27001,,0.013733522,0.009217646,,523,523
143865,4003,,0.001544489,0.000185441,,41,41
143867,4003,,7.53E-05,9.05E-06,,2,2
143868,4003,,0.006516989,0.000782473,,173,173
143873,4003,,0.000640398,7.69E-05,,17,17
143876,4011,,6.37E-05,4.86E-05,,2,2
143878,4011,,0.001083424,0.000825363,,34,34
143879,4011,,0.000127462,9.71E-05,,4,4
143880,4011,,0.008762985,0.006675729,,275,275
143881,4011,,0.000223058,0.000169928,,7,7
143883,4011,,0.000541712,0.000412681,,17,17
143888,4011,,0.000541712,0.000412681,,17,17
143893,4011,,0.011344083,0.008642035,,356,356
143894,4011,,0.000382385,0.000291305,,12,12
143895,4011,,0.000637308,0.000485508,,20,20
143901,4011,,0.000127462,9.71E-05,,4,4
143902,4011,,0.001019693,0.000776812,,32,32
143905,4011,,0.004843541,0.003689858,,152,152
143937,4010,,4.37E-05,3.72E-05,,1,1
143940,4010,,0.023888549,0.020348188,,547,547
143942,4010,,0.009389466,0.007997917,,215,215
143946,4010,,0.005895711,0.005021948,,135,135
143958,23004,,0.000144289,3.68E-05,,9,9
144498,16008,,0.069829326,0.064666893,,1522,1522
144501,16008,,0.00032116,0.000297417,,7,7
144502,16008,,0.002477519,0.002294358,,54,54
144503,16008,,0.007937236,0.007350442,,173,173
144504,16008,,0.032712424,0.030294018,,713,713
144505,16008,,0.008304276,0.007690347,,181,181
144506,16026,,0.000938747,0.000758869,,4,4
144507,16026,,0.016897442,0.013659647,,72,72
144509,16015,,0.001463915,0.000567698,,10,10
144511,16015,,0.001171132,0.000454158,,8,8
144512,16015,,0.001317523,0.000510928,,9,9
144513,16015,,0.003659786,0.001419245,,25,25
144514,16015,,0.003806178,0.001476015,,26,26
144515,16015,,0.001317523,0.000510928,,9,9
144520,16015,,0.002781438,0.001078626,,19,19
144521,16015,,0.006734007,0.002611411,,46,46
144523,16015,,0.001756697,0.000681238,,12,12
144524,16002,,0.002509168,0.000801776,,13,13
144524,16015,,0.001317523,0.000510928,,9,9
144526,16002,,0.000772052,0.0002467,,4,4
144530,16096,,0.001965023,0.001267427,,10,10
144531,16096,,0.00176852,0.001140684,,9,9
144534,16096,,0.002161525,0.00139417,,11,11
144536,16096,,0.003340538,0.002154626,,17,17
144537,16096,,0.007663588,0.004942966,,39,39
144538,16096,,0.003144036,0.002027883,,16,16
144540,16096,,0.000393005,0.000253485,,2,2
144544,16096,,0.000393005,0.000253485,,2,2
144546,16010,,0.011811024,0.004818724,,105,105
144547,16010,,0.008098988,0.003304268,,72,72
144550,16010,,0.053543307,0.021844883,,476,476
144557,16010,,0.000787402,0.000321248,,7,7
144558,16010,,0.000899888,0.000367141,,8,8
144560,12016,,0.032548476,0.028867562,,376,376
144563,12016,,0.002337258,0.002072937,,27,27
144564,12016,,0.048216759,0.042763916,,557,557
144565,12016,,0.011772853,0.010441459,,136,136
144567,12016,,0.001211911,0.001074856,,14,14
144569,16029,,0.000622342,0.000417653,,6,6
144570,16029,,0.001037237,0.000696088,,10,10
144571,16029,,0.016492065,0.011067799,,159,159
144572,16029,,0.00114096,0.000765697,,11,11
144578,16038,,0.00622727,0.002980661,,125,125
144579,16038,,0.030040353,0.014378711,,603,603
144580,16038,,0.002291636,0.001096883,,46,46
144581,16038,,0.006825088,0.003266805,,137,137
144582,16038,,0.000747272,0.000357679,,15,15
144583,16038,,0.000348727,0.000166917,,7,7
144585,16038,,0.009017088,0.004315998,,181,181
144586,16038,,0.000647636,0.000309989,,13,13
144587,16038,,0.003835999,0.001836087,,77,77
144588,16038,,0.011856723,0.005675179,,238,238
144589,16038,,0.002092363,0.001001502,,42,42
144590,16038,,0.033278533,0.015928655,,668,668
144592,16038,,0.004035271,0.001931469,,81,81
144593,16038,,0.010262542,0.00491213,,206,206
144594,16038,,0.044437802,0.02127,,892,892
144596,16077,,0.017004638,0.010129462,,187,187
144597,16077,,0.011093935,0.006608526,,122,122
144598,12027,,0.000848845,0.000654573,,14,14
144598,16077,,0.009638992,0.005741834,,106,106
144599,12027,,0.010368035,0.007995137,,171,171
144600,12027,,0.013096465,0.010099121,,216,216
144602,12027,,0.047353423,0.036515803,,781,781
144603,12027,,0.043654884,0.033663737,,720,720
144604,12027,,0.016249318,0.012530391,,268,268
144605,12027,,0.009276663,0.007153544,,153,153
144606,12027,,0.000242527,0.000187021,,4,4
144607,12064,,0.000538503,0.000347977,,4,4
144611,15105,,0.000134667,0.000121223,,4,4
144612,15105,,0.015452985,0.013910355,,459,459
144613,15105,,0.012389321,0.011152529,,368,368
144614,15105,,0.013668653,0.012304149,,406,406
144615,15105,,0.002188331,0.001969876,,65,65
144616,15105,,0.013870653,0.012485984,,412,412
144617,15105,,0.002154665,0.00193957,,64,64
144618,15105,,0.006766993,0.006091463,,201,201
144619,15105,,0.008820658,0.007940116,,262,262
144620,15105,,0.005655994,0.005091372,,168,168
144623,12058,,0.004367968,0.002454946,,132,132
144624,12058,,0.00148908,0.000836913,,45,45
144625,12058,,0.003408339,0.001915602,,103,103
144626,12047,,0.005265677,0.004729149,,33,33
144626,12058,,0.001356717,0.000762521,,41,41
144627,12047,,0.007818733,0.007022069,,49,49
144628,12047,,0.014839636,0.013327601,,93,93
144629,12047,,0.054092867,0.048581255,,339,339
144630,12047,,0.022339237,0.020063055,,140,140
144631,12037,,0.021214338,0.013175829,,87,87
144631,12047,,0.059996809,0.053883634,,376,376
144632,12037,,0.043160205,0.026805997,,177,177
144632,12047,,0.020105314,0.01805675,,126,126
144633,12055,,0.00241524,0.000768839,,80,80
144634,12055,,0.007004196,0.002229633,,232,232
144635,12055,,0.014823537,0.004718749,,491,491
144636,12055,,0.007608007,0.002421843,,252,252
144637,12055,,0.014008393,0.004459266,,464,464
144638,12055,0.065360214,0.023216496,0.051944682,4636,769,5405
144639,12055,0.001480333,0.000815144,0.001268584,105,27,132
144640,12055,,0.020952208,0.006669678,,694,694
144644,12015,,0.16861616,0.073849306,,937,937
144645,12015,,0.198668346,0.087011349,,1104,1104
144647,17001,,0.015726179,0.00799013,,136,136
144648,17017,,0.033212145,0.005488349,,338,338
144649,17017,,0.002161737,0.00035723,,22,22
144650,17012,8.32E-05,,7.26E-05,4,,4
144650,17017,,0.064852118,0.010716895,,660,660
144651,17012,,0.000284616,3.63E-05,,2,2
144653,17025,,0.058939394,0.024671783,,778,778
144655,17025,,0.040757576,0.01706095,,538,538
144657,17025,,0.085227273,0.035675779,,1125,1125
144659,17025,,0.053257576,0.022293398,,703,703
144662,17019,,0.018848627,0.00508956,,129,129
144665,17019,0.092476489,0.002776154,0.068255346,1711,19,1730
144666,17003,,0.000963507,0.000237424,,8,8
144666,17019,0.084477354,0.014172998,0.065493569,1563,97,1660
144666,21160,,0.363804818,0.188721564,,589,589
144667,17003,,0.278814886,0.068704556,,2315,2315
144668,17003,0.377205419,0.053113333,0.29734382,9578,441,10019
144669,17003,0.019139887,0.044200891,0.025315329,486,367,853
144670,17003,,0.096350717,0.023742395,,800,800
144670,21051,,0.035751999,0.01396788,,474,474
144673,21051,0.323789718,0.001055966,0.197701488,6695,14,6709
144674,21051,0.306088891,0.002639916,0.187534993,6329,35,6364
144675,21051,0.123712337,0.068260673,0.102048033,2558,905,3463
144677,21085,,0.083030618,0.015384827,,1120,1120
144678,21085,,0.191044555,0.035398838,,2577,2577
144682,21085,,0.009044407,0.001675847,,122,122
144683,21085,,0.064719401,0.011991923,,873,873
144685,21007,,0.320992848,0.224213929,,763,763
144688,21042,0.257187257,0.012394366,0.115284128,331,22,353
144689,21042,0.050505051,,0.021227956,65,,65
144691,21042,,0.252394366,0.146309602,,448,448
144692,21042,,0.008450704,0.004898759,,15,15
144692,21206,,0.006660324,0.004971591,,21,21
144693,21147,,0.005981512,0.001850606,,11,11
144693,21169,,0.021164362,0.016066022,,329,329
144694,21169,,0.030942425,0.023488622,,481,481
144695,21169,,0.039047925,0.029641567,,607,607
144697,21169,,0.001222258,0.000927825,,19,19
144699,21082,,0.465468307,0.182379834,,1476,1476
144700,21082,,0.144433933,0.056592117,,458,458
144701,21082,,0.102806686,0.040281725,,326,326
144703,21092,,0.253426655,0.166379475,,869,869
144705,21092,,0.001166521,0.000765843,,4,4
144710,21156,,0.000631978,3.27E-05,,9,9
144711,21161,0.280617082,,0.171350384,3256,,3256
144712,21161,0.145393433,0.009595891,0.092516577,1687,71,1758
144714,21156,0.005198243,0.027315498,0.006343987,1355,389,1744
144714,21161,,0.260170293,0.101305126,,1925,1925
144715,21156,0.0714135,0.002247033,0.067830458,18615,32,18647
144716,21156,0.239813554,,0.227390453,62511,,62511
144717,21156,0.045525867,0.002738572,0.043309349,11867,39,11906
144720,21120,0.00044603,0.729776848,0.409784736,1,2093,2094
144722,21195,,0.015397584,0.011314366,,274,274
144723,21195,,0.007530205,0.005533303,,134,134
144724,21195,,0.035515594,0.02609737,,632,632
144725,21195,0.007007163,0.208766507,0.155262832,45,3715,3760
144726,21195,0.539862971,0.017813993,0.156253871,3467,317,3784
144727,21010,,0.001564897,0.000841293,,51,51
144727,21195,,0.019106491,0.014039724,,340,340
144727,30159,,0.027413753,0.025214021,,592,592
144728,21010,,0.038600798,0.020751885,,1258,1258
144728,30159,,0.010280157,0.009455258,,222,222
144729,21010,,0.12111077,0.065109451,,3947,3947
144730,21010,,0.023626879,0.012701869,,770,770
144731,21010,,0.007701749,0.004140479,,251,251
144732,21010,,0.04222154,0.022698405,,1376,1376
144732,21061,,0.134765625,0.115228628,,1449,1449
144733,21217,,0.032894737,0.018266842,,375,375
144734,21217,,0.048245614,0.026791368,,550,550
144735,21145,,0.002526316,0.00221664,,30,30
144735,21217,,0.026315789,0.014613474,,300,300
144736,21145,,0.166231579,0.145854884,,1974,1974
144737,21145,,0.026442105,0.023200828,,314,314
144738,21145,,0.005894737,0.005172159,,70,70
144738,30173,,0.032217834,0.026528982,,1395,1395
144739,30173,,0.009469041,0.007797049,,410,410
144740,30173,,0.009769279,0.008044272,,423,423
144741,20002,,0.003653353,0.002317032,,104,104
144741,30173,,0.001339523,0.001102997,,58,58
144742,20002,,0.018547792,0.011763395,,528,528
144743,20002,,0.03238838,0.020541384,,922,922
144746,20002,,0.000245899,0.000155954,,7,7
144747,20002,,0.039097903,0.024796703,,1113,1113
144748,20002,,0.015210595,0.009646875,,433,433
144750,20002,,0.02757579,0.017489139,,785,785
144751,20002,,0.00983595,0.006238164,,280,280
144752,30174,0.386667782,0.01169401,0.202291496,18492,541,19033
144753,30174,0.455168953,0.00140501,0.232051187,21768,65,21833
144754,30174,,0.005663273,0.002784657,,262,262
144756,30174,,0.00315587,0.001551755,,146,146
144758,30174,,0.015109267,0.007429294,,699,699
144759,30174,,0.006895359,0.003390479,,319,319
144760,30174,,0.014158183,0.006961642,,655,655
144761,30174,,0.001448242,0.000712107,,67,67
144762,30174,,0.021464237,0.010554062,,993,993
144763,30174,,0.017097897,0.008407113,,791,791
144764,30174,,0.000540389,0.000265712,,25,25
144765,30174,,0.00077816,0.000382625,,36,36
144766,30084,,0.009563195,0.006460625,,37,37
144767,30045,,0.011647762,0.003329498,,191,191
144767,30084,,0.007237012,0.004889122,,28,28
144768,30084,,0.004652365,0.003143007,,18,18
144769,30084,,0.009046265,0.006111402,,35,35
144770,30084,,0.186869992,0.126244107,,723,723
144771,30084,,0.007237012,0.004889122,,28,28
144772,30084,,0.011372448,0.007682906,,44,44
144773,30208,,0.001220008,0.000261929,,6,6
144774,30012,0.220623501,,0.036863897,276,,276
144774,30208,,0.000813339,0.000174619,,4,4
144775,30012,0.480415667,0.180404105,0.230532924,601,1125,1726
144776,30012,,0.025657473,0.021370375,,160,160
144777,30012,,0.021808852,0.018164819,,136,136
144778,30012,,0.009140475,0.007613196,,57,57
144778,30178,,0.038001407,0.016260163,,216,216
144780,30178,,0.024454609,0.010463716,,139,139
144781,30178,,0.002638987,0.001129178,,15,15
144783,30143,,0.003873078,0.002392472,,135,135
144784,30143,,0.003614873,0.002232974,,126,126
144786,30143,,0.017787468,0.010987648,,620,620
144787,30143,,0.029607528,0.018289117,,1032,1032
144788,30143,,0.027513197,0.01699541,,959,959
144789,30143,,0.021373652,0.013202899,,745,745
144790,30141,,0.019949809,0.010002288,,1574,1574
144790,30143,,0.015779206,0.009747107,,550,550
144791,30141,,0.038872975,0.019489845,,3067,3067
144792,30141,,0.002687014,0.001347195,,212,212
144793,30141,0.050365764,0.000354889,0.02529168,3952,28,3980
144794,30141,0.046516963,0.017833152,0.032135685,3650,1407,5057
144795,30032,,0.001668415,0.000720268,,35,35
144796,30032,,0.064305463,0.0277612,,1349,1349
144799,30032,,0.001191725,0.000514477,,25,25
144800,30032,,0.035084374,0.015146214,,736,736
144801,30032,,0.000810373,0.000349845,,17,17
144807,30209,,0.014825676,0.006364972,,91,91
144808,30209,,0.05408928,0.023221655,,332,332
144809,30209,,0.067285761,0.028887179,,413,413
144842,27002,,0.000056945,2.01E-05,,5,5
144844,27002,,0.00697007,0.002462935,,612,612
144845,27002,,0.000239169,8.45E-05,,21,21
144852,27002,,0.014361533,0.005074773,,1261,1261
144855,27005,,0.01218104,0.007276895,,1403,1403
144856,27005,,0.01644397,0.00982355,,1894,1894
144857,27005,,0.006468193,0.003864068,,745,745
144858,27005,,0.01660893,0.009922096,,1913,1913
144859,27005,0.022055319,0.000251782,0.009029989,1712,29,1741
144860,27005,,0.011547244,0.006898269,,1330,1330
144861,27005,,0.003750684,0.002240641,,432,432
144862,27005,0.039563016,0.011590655,0.02285246,3071,1335,4406
144863,27005,0.052626155,0.034407314,0.041742306,4085,3963,8048
144864,27005,0.000489546,0.013726461,0.008397216,38,1581,1619
144865,27005,,0.021731392,0.01298223,,2503,2503
144866,27014,,0.086880096,0.053635335,,4646,4646
144867,27010,,0.022244329,0.013412352,,1118,1118
144868,27010,,0.012912853,0.007785882,,649,649
144882,27003,,0.003863406,0.002311233,,236,236
144895,27011,,0.041217053,0.031581444,,932,932
144899,27011,,0.004201309,0.003219139,,95,95
144902,4007,,0.027360821,0.017239315,,144,144
144904,4007,,0.050921528,0.032084281,,268,268
144913,4003,,0.006102614,0.00073272,,162,162
144913,4007,,0.007600228,0.004788699,,40,40
144922,4003,,0.000565057,6.78E-05,,15,15
144923,4003,,0.000263693,3.17E-05,,7,7
144924,4003,,0.000113011,1.36E-05,,3,3
144926,4003,,0.000150682,1.81E-05,,4,4
144929,4003,,0.019211934,0.002306711,,510,510
144930,4003,,0.000489716,5.88E-05,,13,13
144931,4003,,0.02542756,0.003053,,675,675
144935,4011,,0.000223058,0.000169928,,7,7
144936,4011,,0.000254923,0.000194203,,8,8
144937,4011,,0.000605443,0.000461232,,19,19
144938,4011,,9.56E-05,7.28E-05,,3,3
144939,4011,,0.00041425,0.00031558,,13,13
144940,4011,,0.020075202,0.015293489,,630,630
144942,4011,,0.000860366,0.000655435,,27,27
144943,4011,,9.56E-05,7.28E-05,,3,3
144947,4011,,0.00436556,0.003325727,,137,137
144948,4011,,9.56E-05,7.28E-05,,3,3
144954,4011,,0.000127462,9.71E-05,,4,4
144955,4011,,0.013447199,0.01024421,,422,422
144956,4011,,0.001083424,0.000825363,,34,34
144959,4011,,0.000860366,0.000655435,,27,27
144960,4011,,0.000254923,0.000194203,,8,8
144965,4011,,0.000159327,0.000121377,,5,5
145002,4010,,0.004367194,0.003719961,,100,100
145005,4010,,0.003886802,0.003310766,,89,89
145005,23004,,0.002613226,0.000666514,,163,163
145016,23004,,1.60E-05,4.09E-06,,1,1
145018,23004,,1.60E-05,4.09E-06,,1,1
145019,23004,,0.001346693,0.00034348,,84,84
145556,16008,,0.001559919,0.001444596,,34,34
145557,16008,,0.006239677,0.005778382,,136,136
145558,16008,,0.003257478,0.003016655,,71,71
145559,16008,,0.017939071,0.016612848,,391,391
145560,16008,,0.001101119,0.001019714,,24,24
145561,16008,,0.002523399,0.002336846,,55,55
145562,16008,,0.010506515,0.009729776,,229,229
145563,16008,,0.001651679,0.001529572,,36,36
145564,16008,,0.001651679,0.001529572,,36,36
145565,16008,,0.00036704,0.000339905,,8,8
145565,16026,,0.025111476,0.020299753,,107,107
145567,16026,,0.001877494,0.001517739,,8,8
145569,16015,,0.004098961,0.001589554,,28,28
145570,16015,,0.002342263,0.000908317,,16,16
145571,16015,,0.000878349,0.000340619,,6,6
145573,16015,,0.003220612,0.001248936,,22,22
145575,16015,,0.001610306,0.000624468,,11,11
145576,16015,,0.000439174,0.000170309,,3,3
145579,16015,,0.005562875,0.002157252,,38,38
145580,16015,,0.000292783,0.00011354,,2,2
145581,16015,,0.006148441,0.002384332,,42,42
145582,16002,,0.000193013,6.17E-05,,1,1
145584,16002,,0.002702181,0.000863451,,14,14
145585,16002,,0.00463231,0.001480202,,24,24
145591,16096,,0.000982511,0.000633714,,5,5
145593,16096,,0.00609157,0.003929024,,31,31
145594,16096,,0.001572018,0.001013942,,8,8
145598,16096,,0.001375516,0.000887199,,7,7
145601,16096,,0.001375516,0.000887199,,7,7
145602,16096,,0.002161525,0.00139417,,11,11
145605,16010,,0.001124859,0.000458926,,10,10
145609,16010,,0.001912261,0.000780174,,17,17
145614,16010,,0.121034871,0.04938045,,1076,1076
145620,12016,,0.000519391,0.000460653,,6,6
145624,12016,,0.018524931,0.016429942,,214,214
145625,12016,,0.004328255,0.003838772,,50,50
145627,12016,,0.002423823,0.002149712,,28,28
145629,16029,,0.013276631,0.008909926,,128,128
145630,16029,,0.030805933,0.020673813,,297,297
145632,16029,,0.009957473,0.006682445,,96,96
145633,16038,,0.003487271,0.00166917,,70,70
145636,16038,,0.01574254,0.007535112,,316,316
145638,16038,,0.000747272,0.000357679,,15,15
145641,16038,,9.96E-05,4.77E-05,,2,2
145644,16038,,0.000348727,0.000166917,,7,7
145649,16038,,0.01384945,0.006628991,,278,278
145650,16038,,0.031136352,0.014903307,,625,625
145652,16038,,0.086434514,0.041371581,,1735,1735
145653,16038,,0.00353709,0.001693016,,71,71
145654,16038,,0.006974543,0.003338341,,140,140
145654,16077,,0.000363736,0.000216673,,4,4
145655,16077,,0.005456033,0.003250095,,60,60
145656,16077,0.079983923,0.008911521,0.037646931,597,98,695
145660,12027,,0.014733523,0.011361511,,243,243
145664,12027,,0.001818953,0.001402656,,30,30
145665,12027,,0.000485054,0.000374042,,8,8
145668,15105,,0.004814329,0.004333727,,143,143
145669,15105,,0.022724977,0.020456405,,675,675
