GRIDCODE	CVENTMUN	LONG_VIALIDADES TOTAL x SENTIDO x MUNICIPIO (m)	LONG VIALIDAD x SENTIDO x CELDA
132956	12003	129304.2498	26586.94779
132956	12067	101694.5496	8300.7601
132957	12067	101694.5496	53378.14857
132987	12017	107659.1442	10226.01445
132988	12017	107659.1442	38349.1299
132988	12035	678328.946	3866.873621
132993	12035	678328.946	35548.38458
133018	21032	7823.103474	6617.080463
133032	21024	34468.89775	469.2216277
133036	21059	57075.33555	138.9169332
133037	21059	57075.33554	56936.41861
133037	21113	34214.8069	33948.63105
133038	21009	56227.33977	40635.08489
133039	21009	56227.33977	3708.812281
133044	21003	281553.1537	89890.53738
133045	21003	281553.1537	48307.75954
133049	21127	84794.72863	11127.9325
133057	20459	30314.40279	26552.09149
133058	20459	30314.40279	3762.311305
134013	12050	172124.0685	8842.60498
134014	12003	129304.2498	18690.93757
134021	12067	101694.5496	38170.08784
134046	12017	107659.1442	10250.5068
134047	12017	107659.1442	5366.405406
134047	12035	678328.946	1908.884874
134053	12059	97605.16579	2745.166873
134054	12059	97605.16579	149.7275379
134097	21009	56227.33977	10115.42172
134098	21009	56227.33977	1768.020887
134103	21003	281553.1537	10653.48702
134104	21003	281553.1537	28664.65519
134106	21127	84794.72863	491.777341
134106	21196	50374.32878	33641.08427
134107	21196	50374.32878	148.494696
134108	21127	84794.72863	73041.73523
134109	21127	84794.72863	133.283554
134110	21190	69971.86431	68094.07515
134111	21190	69971.86431	1013.738854
135072	12050	172124.0685	14024.25616
135083	12007	128528.4765	732.9488219
135084	12007	128528.4765	23743.06307
135112	12059	97605.16579	29942.8798
135113	12059	97605.16579	29155.84958
135117	12034	185175.7704	29798.46948
135118	12034	185175.7704	258.6757983
135165	21196	50374.32878	16584.74982
135169	21190	69971.86431	864.0503094
136142	12007	128528.4765	25186.89488
136143	12007	128528.4765	75895.68229
136169	12035	678328.946	8100.868289
136170	12035	678328.946	38887.18353
136171	12035	678328.946	11114.81725
136172	12059	97605.16579	181.5863739
136176	12034	185175.7704	90541.73644
136177	12034	185175.7704	5551.811348
136201	21047	273630.1122	27924.13764
136202	21047	273630.1122	133877.9203
136220	21003	281553.1537	442.6366925
136221	21003	281553.1537	102436.8926
137201	12007	128528.4765	2969.887397
137216	12058	145683.2735	31561.30735
137217	12058	145683.2736	6102.572059
137227	12035	678328.946	75319.22473
137228	12035	678328.946	168177.3428
137229	12035	678328.946	55515.8648
137230	12035	678328.946	1933.561186
137252	21087	52366.82509	47705.43894
137253	21087	52366.82509	4661.386155
137260	21047	273630.1122	24272.48243
137261	21047	273630.1122	9633.020723
137262	21047	273630.1122	1274.488247
137272	21157	115375.1698	21924.76578
137273	21157	115375.1698	12554.87745
138275	12058	145683.2736	84922.17966
