GRIDCODE	CVE_ENTCVE_MUN	fbosque
152054	15119	0.071766321
152055	12049	0.477254675
152055	15119	0.06437398
152055	17005	0.067748178
152056	17005	0.129732127
152056	17021	0.000940363
152057	17005	0.17005871
152057	17021	0.035917808
152058	17005	0.00096789
152058	17021	0.13500595
152059	17014	0.056877038
152059	17021	0.030466379
152067	17024	0.043387243
152068	17024	0.042619284
152069	17004	0.00434992
152069	17024	0.082852774
152070	17004	0.043432739
152070	17024	0.026772253
152071	17004	0.062090467
152072	17004	0.011084856
152076	17004	0.030754172
152077	17004	0.025524826
152077	17013	0.056237143
152078	17010	0.01846055
152078	17013	0.063669773
152080	17010	0.021064958
152081	17010	0.256047449
152082	17010	0.068992225
152082	21033	0.228122767
152083	21005	0.040177074
152083	21033	0.031677217
152083	21168	0.005164245
152084	21005	0.15970796
152084	21069	0.021964518
152085	21005	0.003405903
152085	21069	0.126105014
152085	21165	0.142769844
152086	21069	0.042093978
152086	21165	0.03631283
152087	21069	0.122478123
152087	21165	0.014689667
152087	21185	0.043192979
152088	21069	0.009733627
152088	21185	0.012851665
152089	21185	3.38687E-05
152090	21069	6.42961E-05
152090	21166	0.040655216
152090	21185	0.180924667
152091	21166	0.0258442
152091	21185	0.002162097
152092	21166	0.11030937
152093	21166	0.139210423
152094	21121	0.190803331
152094	21166	0.079209748
152094	21201	0.039096658
152095	21121	0.075377896
152095	21201	0.056262698
152096	21121	0.035323336
152096	21159	2.42215E-05
152096	21201	0.090900995
152097	21121	0.001203732
152097	21159	0.036113401
152097	21201	0.053242874
152098	21159	0.053790189
152099	21159	0.070616128
152100	21150	0.000615351
152100	21159	0.049000142
152101	21150	3.14354E-06
152102	21070	0.050113087
152102	21150	0.011685326
152103	21070	0.096756409
152103	21150	0.025043398
152104	21150	0.001159456
152106	21070	0.194595965
152107	21070	0.420487249
152108	21070	0.02989151
152109	21070	0.097579638
152109	21206	0.028076655
152110	21206	0.039611515
152112	21098	0.039314787
152113	21098	0.054796968
152113	21203	0.031051616
152114	21203	0.02535153
152115	21203	0.01475668
152116	21203	0.020005279
152117	21177	0.008560267
152117	21203	0.071776133
152118	21177	0.011177219
152118	21203	9.25025E-05
153075	12027	0.01762856
153076	12027	0.029270241
153077	12027	0.029270241
153078	12027	0.029270241
153079	12027	0.029270241
153080	12027	0.013495394
153081	12027	0.011469436
153081	15008	0.051640688
153081	15082	0.003618154
153082	12027	0.000797687
153082	15008	0.072420861
153082	15082	0.006399664
153083	15008	0.026410544
153083	15082	0.009376942
153084	15008	0.044792847
153084	15082	0.011468917
153085	15008	0.033594122
153085	15082	0.001995929
153086	15008	0.034071522
153087	15008	0.015204141
153088	15008	0.017559552
153089	15008	0.017559552
153090	15008	0.027456287
153091	15008	0.027456287
153092	15008	0.016721748
153092	15080	0.010649454
153093	15080	0.027238661
153094	15080	0.027238661
153095	15080	0.027238661
153096	15080	0.027238661
153097	15080	0.011515079
153098	15080	0.023177701
153099	15080	0.016073842
153100	15080	0.005171028
153101	15004	0.019061731
153101	15080	0.000814358
153102	15004	0.067018339
153102	15117	0.002812436
153103	15117	0.006353497
153106	15117	0.178854991
153107	15117	0.191841023
153108	12049	0.174227467
153108	15107	0.008143221
153109	12049	0.058181187
153109	15107	0.991856779
153110	12049	0.019010912
153110	15107	0.149161939
153111	12049	0.019576732
153111	15107	0.235336866
153111	15119	0.0317869
153112	15119	0.122435386
153113	15119	0.121552265
153114	15119	0.020233487
153115	15119	0.001208985
153115	17005	0.047533372
153116	17005	0.089870731
153117	17005	0.094213703
153117	17021	0.049585028
153118	17005	0.034489818
153118	17014	0.05668087
153118	17021	0.040513289
153125	17008	0.042428452
153125	17024	0.012528878
153125	17028	0.028745594
153126	17008	0.010074153
153126	17024	0.061025937
153127	17024	0.038464062
153128	17024	0.086373215
153129	17004	0.011925445
153129	17024	0.01542523
153130	17004	0.051663985
153131	17004	0.003383142
153132	17004	0.028000917
153133	17004	0.035645155
153134	17004	0.001974024
153135	17004	0.058680549
153136	17004	0.04428664
153136	17013	0.005421754
153137	17004	0.007761682
153137	17010	0.030180315
153137	17013	0.001168852
153140	17010	0.11575186
153140	21033	0.012202874
153141	17010	0.087252125
153141	21033	0.022697601
153142	21005	0.026158644
153142	21033	0.261188687
153143	21005	0.223257236
153144	21005	0.044831158
153144	21165	0.320738449
153145	21069	0.055878022
153145	21165	0.139011393
153146	21069	0.009399288
153146	21185	0.021693882
153147	21069	0.003366096
153147	21185	0.124361892
153149	21069	0.058657933
153149	21166	0.040285887
153149	21185	0.043787134
153150	21069	0.006022864
153150	21166	0.006731648
153151	21166	0.103332938
153152	21166	0.047153793
153153	21121	0.032840985
153153	21166	0.030566818
153154	21121	0.091842085
153155	21121	0.077025851
153155	21159	0.006371935
153156	21121	0.008098142
153156	21159	0.2196549
153157	21159	0.053790189
153158	21159	0.070616128
153159	21150	0.020204898
153159	21159	0.038162061
153162	21095	0.124916139
153162	21150	0.039634539
153163	21095	0.189077519
153163	21150	0.02148302
153165	21070	0.005395686
153166	21070	0.056711902
153166	21131	0.018501751
153167	21070	0.117420448
153167	21131	0.169091986
153168	21070	0.10908452
153168	21098	0.003662733
153168	21131	0.100160319
153168	21193	0.042096336
153168	21206	0.017783364
153169	21098	0.057218348
153169	21193	8.7792E-05
153169	21206	0.023678632
153170	21098	0.001029614
153171	21098	0.058072005
153172	21098	0.004252341
153173	21203	0.003012164
153174	21203	0.011525858
153175	21203	0.06608454
153176	21203	0.076244843
153177	21177	1.7192E-05
153177	21203	0.002208851
153177	21205	0.005844453
153179	21177	0.002412209
154134	12027	0.015612625
154135	12027	0.01762856
154136	12027	0.01762856
154137	12027	0.01762856
154138	12027	0.01548417
154138	15082	0.003617171
154139	12027	0.012509719
154139	15082	0.008634495
154140	12027	0.006119853
154140	15082	0.117669732
154141	15082	0.042229039
154142	15082	0.032572719
154143	15008	0.001972587
154143	15082	0.040014461
154144	15008	0.008918049
154144	15082	0.030787536
154145	15008	0.098282345
154145	15082	0.007836871
154146	15008	0.031875465
154146	15082	0.002687946
154147	15008	0.013866738
154147	15082	0.001728602
154148	15008	0.020431893
154148	15082	0.001722924
154149	15008	0.020687672
154149	15082	2.43114E-05
154150	15008	0.022775055
154150	15082	0.004372025
154151	15008	0.008804056
154151	15080	0.017880429
154151	15082	0.000851321
154152	15080	0.024285843
154152	15082	4.13915E-05
154153	15080	0.024312922
154154	15080	0.024312922
154155	15080	0.027238661
154156	15080	0.022223263
154157	15080	0.024201821
154158	15080	0.027238661
154159	15080	0.020851533
154160	15004	0.023847925
154160	15080	0.014563062
154160	15117	0.011845972
154161	15004	0.024922139
154161	15080	0.000670127
154161	15117	0.059072222
154162	15117	0.015407772
154163	15117	0.000177946
154164	15117	0.033333824
154165	15117	0.301391482
154166	15117	1.07144E-05
154167	15107	0.042937503
154169	15107	0.181677692
154170	15107	0.16582999
154170	15119	0.049228691
154171	15119	0.09323693
154172	15119	0.104379623
154173	15119	0.002374671
154174	15052	0.079524598
154174	17005	0.023826963
154175	15052	0.017315624
154175	17005	0.176252962
154176	17005	0.079846681
154176	17015	0.000169573
154180	17015	0.029495973
154180	17018	0.01705812
154181	17015	0.005164089
154181	17018	0.037846768
154181	17028	0.823795841
154183	17028	0.009368934
154184	17008	0.147367341
154184	17024	0.003261468
154184	17028	0.12294617
154185	17008	0.164900416
154185	17024	0.014104396
154186	17024	0.024641438
154187	17024	0.044892435
154187	17029	0.003396446
154188	17004	0.041782477
154188	17029	0.021100077
154189	17004	0.046820202
154190	17004	0.027127216
154191	17004	0.014380427
154192	17004	0.00892967
154194	17004	0.01579759
154195	17004	0.014618003
154195	17030	0.005768764
154196	17004	0.002582909
154196	17030	0.018661577
154200	21005	0.012213527
154200	21033	0.017396265
154201	21005	0.205645217
154201	21033	0.00994053
154202	21005	0.145389602
154203	21005	0.038319108
154203	21165	0.176533861
154204	21022	0.118161395
154204	21069	0.048340578
154204	21165	0.144734319
154205	21022	0.056384392
154205	21069	6.25449E-05
154206	21069	6.1162E-05
154206	21185	0.002185289
154208	21069	0.041147643
154209	21069	0.017259263
154209	21166	0.006783345
154210	21069	0.003856814
154210	21166	0.102777982
154212	21121	0.019959318
154212	21166	0.123658705
154213	21121	0.105960409
154214	21121	0.077493888
154214	21159	0.002154257
154215	21121	0.002490719
154215	21159	0.093480776
154216	21159	0.053790189
154217	21150	0.014495926
154217	21159	0.04858164
154218	21150	0.086069138
154218	21159	0.029856265
154219	21150	0.082184302
154220	21150	0.052135284
154221	21095	0.02038173
154221	21150	0.066771381
154222	21095	0.621327044
154222	21150	0.0361522
154223	21095	0.020220647
154223	21131	0.039401187
154224	21131	0.207296544
154225	21070	0.001421402
154225	21131	0.156407279
154225	21193	0.070561335
154226	21070	0.003951028
154226	21131	0.491329847
154226	21193	0.078589762
154227	21131	0.064508818
154227	21193	0.121025654
154228	21098	0.001238103
154228	21193	0.052160884
154229	21079	0.012998732
154229	21098	0.052744052
154230	21079	0.021847507
154230	21098	0.032574646
154231	21079	0.148270414
154231	21098	0.03476875
154231	21203	0.00017575
154232	21079	0.099654433
154232	21189	0.15648961
154232	21203	0.012161115
154233	21189	0.00767404
154233	21203	0.042250292
154234	21203	0.064904131
154235	21203	0.043550557
154235	21205	0.073672168
154236	21203	0.002617971
154236	21205	0.090638306
154238	21177	0.012073488
154238	21205	0.050007455
155193	12027	0.033460106
155194	12027	0.033460106
155195	12027	0.033460106
155196	12027	0.044322825
155197	12027	0.023698468
155197	15082	0.017293186
155198	15082	0.029735972
155199	15082	0.02779253
155199	15123	0.001948767
155200	15082	0.026330344
155200	15123	0.003414959
155201	15082	0.042229039
155202	15082	0.042229039
155203	15082	0.058966187
155204	15008	0.013412945
155204	15082	0.051988385
155205	15008	0.000852053
155205	15082	0.040660216
155206	15082	0.041703117
155207	15008	0.001750505
155207	15082	0.019995946
155208	15008	0.000169017
155208	15082	0.009816251
155209	15082	0.00128406
155210	15080	0.001489772
155210	15082	0.01034175
155211	15080	0.005969507
155211	15082	0.027800096
155212	15080	0.017352094
155212	15082	0.00843852
155213	15080	0.024312922
155214	15080	0.024312922
155215	15080	0.027238661
155216	15080	0.027238661
155217	15004	0.002174368
155217	15080	0.026607245
155218	15004	0.053913502
155218	15080	0.011582667
155219	15004	0.06967317
155219	15080	0.00116812
155219	15117	0.017839835
155220	15004	0.010599118
155220	15117	0.073829768
155221	15004	0.008100939
155221	15117	0.065427448
155222	15004	0.456482212
155222	15021	0.211742955
155222	15117	0.048833915
155223	15021	0.139317152
155223	15117	0.114937496
155224	15117	0.025106464
155226	15040	0.001912602
155226	15107	0.845499377
155227	15040	0.081946027
155227	15107	0.052505836
155228	15040	0.002628197
155228	15107	0.195422253
155228	15113	2.80806E-05
155228	15119	0.019319505
155229	15107	0.010346242
155229	15119	0.060446537
155230	15119	0.062263194
155231	15052	0.006591439
155231	15119	0.05627696
155232	15052	0.023434409
155232	15119	0.029727534
155233	15052	0.108108431
155234	15052	0.07702628
155234	17005	0.089105273
155235	17005	0.041485889
155235	17015	0.019124868
155236	17015	0.061223536
155237	17015	0.047648441
155238	17015	0.054220865
155239	17015	0.041490286
155239	17018	0.071286774
155240	17018	0.067356419
155243	17008	0.163022471
155243	17028	0.015143461
155244	17008	0.09216039
155244	17024	0.05251623
155245	17024	0.02031447
155246	17024	0.005919824
155246	17029	0.052776058
155247	17004	0.007836196
155247	17029	0.085562574
155248	17004	0.039001414
155248	17029	0.004029366
155249	17004	0.038458095
155253	17004	0.119618098
155253	17030	0.000395778
155254	17004	0.245844978
155254	17030	0.130012159
155255	17030	0.194401545
155256	17030	0.008213694
155259	21033	0.019261115
155260	21005	0.091911124
155260	21033	0.048551931
155262	21022	0.002585101
155262	21165	0.016763754
155263	21022	0.267582788
155263	21165	0.008445884
155264	21022	0.229137164
155264	21069	0.0394637
155265	21069	0.000147084
155268	21069	0.008718048
155269	21069	0.081919701
155269	21166	0.020369483
155270	21069	0.011517646
155270	21166	0.282090299
155271	21069	0.000888586
155271	21121	0.054444673
155271	21166	0.46622754
155272	21121	0.079263102
155273	21121	0.079263102
155274	21121	0.038833831
155274	21159	0.061723866
155275	21159	0.096513565
155276	21159	0.040779195
155277	21150	0.039166399
155277	21159	0.022724067
155278	21150	0.074958581
155279	21150	0.066269322
155280	21150	0.060207221
155281	21095	0.024076922
155281	21150	0.013055901
155281	21193	0.003299932
155282	21131	0.425020583
155282	21150	0.00936157
155282	21193	0.050060811
155283	21131	0.328281686
155283	21193	0.078568471
155284	21193	0.046170784
155285	21193	0.054093509
155286	21193	0.127074869
155287	21020	0.052793226
155287	21098	0.003456664
155287	21193	0.074846287
155288	21020	0.360959379
155288	21079	0.065911055
155288	21098	0.034034411
155289	21079	0.175013541
155290	21079	0.247849218
155291	21079	0.08804679
155291	21189	0.424553304
155292	21189	0.171373258
155292	21203	0.073889533
155293	21203	0.041917893
155294	21205	0.001867169
155295	21205	0.00998359
155297	21205	0.099247282
156252	12027	0.033460106
156253	12027	0.031773968
156253	15123	0.00216588
156254	12027	0.017943294
156254	15082	0.000110465
156254	15123	0.008111557
156255	12027	0.011819026
156255	15082	0.017328633
156255	15123	0.004701559
156256	12027	0.00107548
156256	15082	0.027767444
156256	15123	0.004023926
156257	15082	0.018238203
156257	15123	0.015184545
156258	15082	0.001697666
156258	15123	0.028455373
156259	15082	0.002095794
156259	15123	0.01992701
156260	15082	0.029601317
156260	15123	9.70789E-05
156261	15082	0.019767466
156262	15082	0.021460132
156262	15123	0.001031895
156263	15082	0.033413897
156263	15123	0.007628662
156264	15082	0.054687493
156264	15123	0.003118722
156265	15082	0.022796357
156266	15082	0.007974685
156267	15082	0.039135742
156268	15082	0.000426492
156270	15082	0.025065674
156271	15080	2.69663E-05
156271	15082	0.037127171
156272	15080	0.015972268
156272	15082	0.010111265
156273	15080	0.024312922
156274	15080	0.027238661
156275	15004	0.014434339
156275	15080	0.02304706
156276	15004	0.06136901
156276	15080	0.009417654
156277	15004	0.091186277
156278	15004	0.058203059
156278	15117	0.005077922
156279	15004	0.01394688
156279	15117	0.003881315
156280	15004	0.0218763
156280	15117	0.056281397
156281	15004	0.108909093
156281	15021	0.047758739
156282	15021	0.007484552
156284	15040	0.021245666
156285	15040	0.135082576
156285	15107	0.111563121
156286	15040	0.063068383
156286	15107	0.001836111
156287	15040	0.029214952
156287	15107	0.010077029
156287	15113	0.007399174
156287	15119	0.027465542
156288	15119	0.115911608
156289	15088	0.006599123
156289	15119	0.071252038
156290	15052	0.018764599
156290	15088	0.077688242
156290	15119	0.018289788
156291	15052	0.089901834
156292	15052	0.092975994
156293	15052	0.118017854
156293	17005	0.009526299
156293	17015	0.010626959
156294	17005	3.74326E-06
156294	17015	0.084912854
156295	17015	0.108425616
156296	17015	0.091898196
156296	17018	0.116252728
156297	17015	0.024262431
156297	17018	0.117367329
156298	17015	0.001305204
156298	17018	0.202990627
156299	17018	0.009653081
156302	17008	0.122994427
156303	17008	0.150240728
156303	17024	0.022449938
156303	17029	0.017792042
156304	17024	0.004348533
156304	17029	0.014147527
156305	17024	0.000415055
156305	17029	0.101674548
156306	17029	0.098534712
156307	17004	0.019994283
156307	17029	0.054225428
156308	17004	0.008323405
156308	17006	1
156308	17029	0.036256449
156313	17030	0.013532313
156314	17030	0.035510372
156315	17030	0.012263918
156318	17032	0.125908297
156318	21033	0.023809782
156319	17032	0.56342993
156319	21005	0.008762356
156319	21022	0.000864975
156319	21033	0.111269284
156322	21022	0.043338339
156323	21022	0.219937559
156323	21069	0.010483562
156327	21069	0.0032849
156328	21019	1
156328	21069	0.097826956
156329	21069	0.096301686
156329	21166	0.099661074
156330	21019	0.016655662
156330	21069	0.148523763
156330	21121	0.030586804
156330	21166	0.008560693
156331	21019	0.041978025
156331	21121	0.05433917
156332	21019	0.007470766
156332	21121	0.077230788
156333	21121	0.062932749
156333	21159	0.034734075
156334	21121	0.052069943
156334	21159	0.057838873
156335	21121	0.006434882
156335	21159	0.046796763
156336	21150	0.001105067
156336	21159	0.020421627
156337	21150	0.090364259
156338	21150	0.086915993
156338	21193	0.006289804
156339	21150	0.122522877
156339	21193	0.019158725
156340	21150	0.034320598
156340	21193	0.0843221
156341	21150	0.022903626
156341	21193	0.066930835
156342	21193	0.055708051
156343	21193	0.004924778
156344	21193	0.036856866
156345	21193	0.200270887
156346	21193	0.024014492
156347	21020	0.586247395
156347	21079	0.020108962
156348	21079	0.073344076
156348	21171	0.935614496
156349	21079	0.042832115
156349	21171	0.064385504
156349	21189	0.03902378
156350	21079	0.004123157
156350	21189	0.160032213
156351	21189	0.040853796
156351	21203	0.003694966
156352	21203	0.000126218
156355	21205	4.96996E-06
156356	21110	0.008572683
156356	21205	0.115843938
157311	12027	0.109216544
157311	15123	0.005798803
157311	16092	0.001902534
157312	12027	0.016266647
157312	15123	0.037859264
157313	15123	0.017604415
157314	15123	0.017604415
157315	15123	0.017604415
157316	15123	0.029817447
157317	15123	0.029817447
157318	15123	0.029817447
157319	15082	0.017613449
157319	15123	0.015685799
157320	15082	0.023020705
157320	15123	0.011347441
157321	15082	0.008639193
157321	15123	0.022886036
157322	15123	0.017604415
157323	15082	0.01091494
157323	15123	0.035024357
157324	15082	0.022796357
157325	15082	0.022158833
157326	15082	0.005286685
157328	15082	0.000421618
157329	15082	0.033050497
157330	15082	0.025756866
157331	15080	0.003767347
157331	15082	0.023327169
157332	15080	0.018578793
157332	15082	0.004248323
157332	15097	0.024537911
157333	15080	0.014137154
157333	15097	0.014717486
157334	15004	0.011855925
157334	15080	0.021003596
157334	15097	0.009121641
157335	15004	0.017808109
157335	15080	0.001537978
157336	15004	0.025820613
157337	15004	0.002390542
157338	15004	0.038618595
157339	15004	0.045692114
157339	15021	0.003855129
157340	15021	3.36905E-05
157341	15021	0.381219556
157341	15040	0.98358845
157342	15021	0.002341745
157342	15040	0.054616495
157343	15040	0.201253049
157344	15040	0.181051437
157345	15040	0.020608297
157347	15119	0.019880287
157348	15052	0.004318484
157348	15088	0.093500024
157348	15119	0.040508687
157349	15052	0.100844245
157349	15088	0.036083118
157350	15052	0.058701361
157351	15052	0.062305971
157352	15052	0.111279319
157352	17015	0.021043769
157353	17015	0.108425616
157354	17015	0.084160885
157355	17015	0.072594792
157355	17018	0.022663047
157356	17007	0.014155678
157356	17015	0.042160798
157356	17018	0.133147459
157357	17007	0.129041177
157357	17018	0.056029732
157358	17007	0.034160669
157358	17018	0.049815068
157361	17008	0.037589785
157361	17011	0.000976209
157362	17008	0.069221836
157362	17011	0.216982824
157362	17029	0.013921916
157363	17011	0.01987503
157363	17029	0.058806254
157364	17029	0.076280891
157365	17029	0.09011683
157366	17029	0.125684782
157371	17030	0.065307745
157372	17030	0.11862629
157373	17030	0.03940099
157378	17022	0.000383871
157378	17032	0.400965151
157378	21022	0.003402049
157378	21033	0.015996785
157382	21022	0.062008287
157382	21188	0.721875192
157387	21069	0.106269779
157388	21069	0.232262658
157389	21019	0.04205374
157389	21069	0.15909696
157390	21019	0.133498535
157391	21019	0.117953476
157391	21121	0.045890089
157391	21159	0.003661166
157392	21019	0.006056841
157392	21121	0.043435076
157392	21159	0.041619206
157393	21121	0.044440188
157393	21159	0.042401615
157394	21121	0.004447139
157394	21159	0.161630498
157395	21114	0.001133212
157395	21150	0.032987972
157395	21159	0.103547239
157396	21114	0.004596401
157396	21150	0.097207198
157397	21114	0.000833851
157397	21150	0.072571995
157397	21193	0.020913404
157398	21150	0.018374687
157398	21193	0.089046122
157399	21193	0.048628045
157400	21193	0.066676856
157401	21153	0.002677303
157401	21193	0.112882186
157402	21153	0.196058191
157402	21193	0.10709719
157403	21153	0.286261404
157403	21193	0.08353721
157404	21153	0.043859034
157404	21193	0.07591777
157413	21154	0.016868616
157413	21205	0.008277254
157414	21154	0.046845619
157414	21205	0.175842028
157415	21110	0.046105837
157415	21205	0.079221884
158370	12027	0.003065885
158370	15123	0.013394073
158370	16092	0.019456677
158371	15123	0.042254762
158371	16092	0.000493165
158372	15123	0.042980212
158373	15123	0.017604415
158374	15123	0.017604415
158375	15123	0.017604415
158376	15123	0.017604415
158377	15123	0.017604415
158378	15123	0.029817447
158379	15123	0.02978186
158380	15123	0.02658761
158381	15123	0.015087702
158382	15082	4.29404E-05
158382	15123	0.022249459
158383	15082	0.035006057
158383	15123	0.004702169
158384	15082	0.022796357
158385	15082	0.031098554
158386	15082	0.003135689
158387	15082	0.029247215
158388	15082	0.033326016
158389	15082	0.00952602
158390	15082	0.008849659
158391	15082	0.009210285
158391	15097	0.018971255
158392	15097	0.017382085
158393	15004	0.009884804
158393	15080	0.008316652
158393	15097	0.092789148
158394	15004	0.005287273
158394	15080	0.000210913
158394	15097	0.003817713
158395	15004	0.019149616
158395	15097	0.000526895
158396	15004	0.064222308
158396	15021	0.016430569
158397	15004	0.072064845
158397	15021	0.014781435
158398	15004	0.000651915
158398	15021	0.016262139
158399	15021	0.0198181
158400	15021	0.034990257
158401	15040	0.0523879
158401	15113	0.000669383
158402	15040	0.219186743
158403	15040	0.016209633
158404	15113	0.001034946
158405	15113	0.334923733
158405	15119	0.036043617
158406	15119	0.15535405
158407	15052	0.045261017
158407	15088	0.03658318
158407	15119	0.075834946
158408	15052	0.103280463
158409	15052	0.061199192
158410	15052	0.066204531
158411	15052	0.044818853
158411	15063	0.008697294
158411	17015	0.007745793
158412	15063	0.011176401
158412	17015	0.069431739
158413	15063	2.45592E-05
158413	17015	0.080042773
158414	17015	0.376068287
158415	17007	0.13837996
158415	17015	0.075452919
158415	17018	0.00264316
158416	17007	0.158920127
158416	17018	0.020285216
158417	17007	0.001680633
158417	17018	0.181314339
158418	17018	0.000253225
158420	17011	0.000101384
158421	17011	0.287967963
158422	17011	0.171365544
158422	17029	0.026283645
158423	17029	0.001118092
158424	17029	3.53358E-07
158425	17029	0.028337941
158430	17030	0.02535929
158431	17030	0.137666322
158432	17016	0.412395858
158432	17030	0.192814894
158433	17016	0.587604142
158433	17030	0.00120258
158436	17022	0.025268837
158436	21188	0.005213956
158437	17022	0.100760047
158437	17032	0.560591575
158437	21022	0.030171041
158437	21188	0.008418754
158438	17022	0.007785445
158438	21022	0.966426909
158441	21188	0.278124808
158446	21019	0.000251543
158446	21069	0.000395395
158447	21019	0.105702108
158447	21069	0.057761426
158448	21019	0.127459892
158448	21069	0.00994621
158449	21019	0.133498535
158450	21019	0.061596306
158450	21106	0.049284831
158450	21159	0.017518525
158451	21019	0.001214117
158451	21106	0.086456437
158451	21114	0.012615024
158451	21159	0.035751489
158452	21114	0.064284263
158452	21159	0.03881856
158453	21114	0.069255697
158453	21159	0.028306217
158454	21114	0.077031051
158454	21150	0.007793283
158454	21159	0.000268181
158455	21114	0.08052951
158455	21150	0.011749289
158456	21114	0.043604918
158456	21150	0.013575891
158456	21193	0.041177098
158457	21193	0.081828103
158458	21193	0.043412034
158459	21193	0.061434675
158460	21153	0.054337832
158460	21193	0.043396035
158461	21153	0.302285334
158461	21193	0.002080808
158462	21153	0.114520903
158471	21154	0.01328028
158472	21154	0.166031413
158473	21110	0.000454159
158473	21154	0.285576634
158473	21205	0.000271802
158474	21110	0.03494711
158474	21154	0.016650957
158474	21205	0.001591772
159429	16092	0.029218172
159430	15123	0.010157398
159430	16092	0.02231312
159431	15123	0.038343433
159431	16092	0.003152106
159432	15123	0.017604415
159433	15123	0.017604415
159434	15123	0.017604415
159435	15123	0.017604415
159436	15123	0.017604415
159437	15123	0.021437959
159438	15123	0.017336761
159440	15123	0.00039178
159441	15123	0.055043222
159442	15082	0.031196402
159442	15123	0.019929874
159443	15082	0.041703117
159444	15082	0.01334719
159445	15082	0.01861039
159446	15077	0.000998099
159446	15082	0.036769151
159447	15077	0.025030137
159447	15082	0.0183097
159448	15077	0.003618059
159448	15082	0.010943636
159449	15082	0.035876528
159450	15082	0.032769499
159450	15097	0.022218894
159451	15082	0.000449774
159451	15097	0.081617326
159452	15097	0.003603578
159453	15004	0.000461295
159453	15097	0.131002664
159454	15004	0.008496757
159454	15097	0.045774422
159455	15021	0.014848976
159455	15097	0.008455656
159456	15021	0.00382123
159457	15021	0.00572062
159458	15021	0.016340495
159459	15021	0.035498799
159460	15040	0.027168825
159460	15113	0.004602774
159461	15040	0.042247799
159461	15113	0.000499146
159463	15088	0.076803172
159463	15113	0.306423443
159463	15119	0.004484753
159464	15088	0.486629322
159464	15113	0.018021581
159464	15119	0.095435691
159465	15088	0.075390506
159465	15119	0.094671828
159466	15052	0.0034424
159466	15088	0.030763824
159466	15119	0.005983598
159467	15052	0.001453433
159468	15052	0.002568622
159469	15052	0.039348155
159469	15063	0.003452247
159470	15052	0.067048267
159470	15063	0.016659317
159471	15063	0.034701884
159471	17015	0.024657377
159472	15063	0.030406913
159472	17015	0.031087886
159473	15063	0.300274505
159473	17007	0.012376595
159473	17015	0.21847576
159474	17007	0.161492064
159474	17015	0.000178244
159475	17007	0.120064415
159475	17018	0.066768731
159476	17007	0.057636444
159476	17018	0.075006838
159479	17011	0.046262447
159480	17011	0.229954066
159480	17020	0.027002931
159481	17011	0.024278374
159481	17020	0.077223153
159481	17029	0.036309709
159482	17020	0.012695562
159482	17029	0.051745573
159491	17030	0.000861767
159496	17022	0.006079073
159496	21188	0.001186903
159497	17022	0.008343921
159499	21188	0.015174354
159500	21188	0.066042506
159506	21019	0.008068235
159507	21019	0.055505346
159508	21019	0.105402266
159508	21106	0.027741357
159509	21019	0.016201545
159509	21106	0.121269359
159510	21106	0.13604449
159510	21114	0.001195101
159511	21106	0.025140654
159511	21114	0.054066049
159512	21114	0.040895666
159513	21114	0.007369487
159514	21114	0.008997042
159515	21114	0.003363348
159515	21193	0.003324232
159516	21193	0.022418913
159517	21193	0.008886003
159518	21153	0.676022406
159518	21193	0.056897419
159519	21153	0.323977594
159519	21193	0.037179882
159530	21154	0.072757287
159531	21154	0.248128595
159532	21154	0.066642455
160488	16092	0.009249473
160489	16092	0.009249473
160490	15123	0.015471063
160490	16092	0.018700863
160491	15123	0.04286899
160491	16092	7.56088E-05
160492	15123	0.042980212
160493	15123	0.017604415
160494	15123	0.017604415
160495	15123	0.029817447
160496	15123	0.021437959
160497	15123	0.020713287
160498	15123	0.016658693
160499	15123	0.007893892
160500	15123	0.07237275
160501	15082	0.024851645
160501	15123	0.031391341
160502	15082	0.032572719
160503	15082	0.029474235
160504	15082	0.029474235
160505	15077	0.01197742
160505	15082	0.030526515
160506	15077	0.009513073
160506	15082	8.51128E-06
160507	15077	0.048712381
160507	15082	2.852E-05
160508	15077	0.082031065
160508	15082	0.004715427
160509	15077	0.041457515
160509	15082	0.005460607
160509	15097	0.091487863
160510	15097	0.132973857
160511	15097	0.000432139
160512	15097	0.037799417
160513	15097	0.028757269
160514	15021	0.029652748
160514	15097	0.091621558
160515	15021	0.026147619
160516	15021	0.02058023
160517	15021	0.0339329
160518	15021	0.042399771
160519	15021	0.002348603
160522	15088	0.018514494
160522	15113	0.337314205
160523	15088	0.418053012
160523	15113	0.002282092
160524	15088	0.043617113
160525	15052	0.017215554
160525	15088	0.13479388
160526	15052	0.01392407
160526	15088	0.011207866
160527	15052	0.036364662
160528	15052	0.003810718
160528	15063	0.010521077
160529	15052	0.005824439
160529	15063	0.015175364
160530	15063	0.035232652
160531	15063	0.03384785
160532	15063	0.018016096
160532	17007	0.001627601
160532	17015	0.002645869
160533	17007	0.012127611
160534	17007	0.11967284
160534	17018	0.000620552
160535	17007	0.038664187
160538	17007	0.066859754
160538	17011	0.001370197
160538	17020	0.036506622
160539	17011	0.000865962
160539	17020	0.094206711
160540	17020	0.104293547
160541	17020	0.090357191
160542	17020	0.063119252
160543	17020	0.030625493
160543	17029	0.009423044
160544	17026	0.218955755
160544	17029	0.035684648
160545	17026	0.225618924
160545	17029	0.019844805
