GRIDCODE,LONG,LATITUDE,Huso,Pob,UTMX,UTMY,UTMZ
135126,-99.080073,18.277833,6,2,2808321.7742,701649.0616,14
135127,-99.051669,18.277278,6,2,2811321.7742,701649.0616,14
135128,-99.023266,18.276718,6,2,2814321.7742,701649.0616,14
135129,-98.994864,18.276152,6,197,2817321.7742,701649.0616,14
135130,-98.966461,18.275580,6,1465,2820321.7742,701649.0616,14
135131,-98.938059,18.275004,6,1465,2823321.7742,701649.0616,14
135132,-98.909657,18.274421,6,1465,2826321.7742,701649.0616,14
135133,-98.881255,18.273834,6,1465,2829321.7742,701649.0616,14
135134,-98.852854,18.273241,6,1465,2832321.7742,701649.0616,14
135135,-98.824452,18.272643,6,1465,2835321.7742,701649.0616,14
135136,-98.796051,18.272040,6,1465,2838321.7742,701649.0616,14
135137,-98.767650,18.271431,6,525,2841321.7742,701649.0616,14
135138,-98.739250,18.270816,6,525,2844321.7742,701649.0616,14
135139,-98.710850,18.270197,6,525,2847321.7742,701649.0616,14
135140,-98.682450,18.269572,6,525,2850321.7742,701649.0616,14
135141,-98.654050,18.268941,6,525,2853321.7742,701649.0616,14
135142,-98.625650,18.268305,6,525,2856321.7742,701649.0616,14
135143,-98.597251,18.267664,6,80,2859321.7742,701649.0616,14
135144,-98.568852,18.267018,6,9,2862321.7742,701649.0616,14
135145,-98.540453,18.266366,6,9,2865321.7742,701649.0616,14
135146,-98.512055,18.265709,6,184,2868321.7742,701649.0616,14
135147,-98.483657,18.265046,6,184,2871321.7742,701649.0616,14
135148,-98.455259,18.264378,6,34,2874321.7742,701649.0616,14
135149,-98.426861,18.263704,6,99,2877321.7742,701649.0616,14
135150,-98.398464,18.263026,6,99,2880321.7742,701649.0616,14
135151,-98.370067,18.262342,6,99,2883321.7742,701649.0616,14
135152,-98.341670,18.261652,6,18,2886321.7742,701649.0616,14
135153,-98.313274,18.260957,6,60,2889321.7742,701649.0616,14
135154,-98.284878,18.260257,6,937,2892321.7742,701649.0616,14
135155,-98.256482,18.259551,6,11,2895321.7742,701649.0616,14
135156,-98.228086,18.258840,6,165,2898321.7742,701649.0616,14
135157,-98.199691,18.258124,6,350,2901321.7742,701649.0616,14
135158,-98.171296,18.257402,6,55,2904321.7742,701649.0616,14
135159,-98.142901,18.256675,6,55,2907321.7742,701649.0616,14
135160,-98.114507,18.255943,6,1047,2910321.7742,701649.0616,14
135161,-98.086113,18.255205,6,159,2913321.7742,701649.0616,14
135162,-98.057719,18.254462,6,659,2916321.7742,701649.0616,14
135163,-98.029325,18.253713,6,768,2919321.7742,701649.0616,14
135164,-98.000932,18.252959,6,901,2922321.7742,701649.0616,14
135165,-97.972539,18.252200,6,579,2925321.7742,701649.0616,14
135166,-97.944147,18.251435,6,579,2928321.7742,701649.0616,14
135167,-97.915755,18.250665,6,126,2931321.7742,701649.0616,14
135168,-97.887363,18.249890,6,69,2934321.7742,701649.0616,14
135169,-97.858971,18.249109,6,26,2937321.7742,701649.0616,14
135170,-97.830580,18.248323,6,26,2940321.7742,701649.0616,14
135171,-97.802189,18.247531,6,100,2943321.7742,701649.0616,14
135172,-97.773798,18.246734,6,100,2946321.7742,701649.0616,14
135173,-97.745408,18.245932,6,100,2949321.7742,701649.0616,14
135174,-97.717018,18.245124,6,41,2952321.7742,701649.0616,14
135175,-97.688629,18.244311,6,41,2955321.7742,701649.0616,14
135176,-97.660239,18.243493,6,258,2958321.7742,701649.0616,14
136131,-100.613853,18.326973,6,1894,2646321.7742,704649.0616,14
136132,-100.585435,18.326708,6,686,2649321.7742,704649.0616,14
136133,-100.557017,18.326437,6,315,2652321.7742,704649.0616,14
136134,-100.528599,18.326162,6,315,2655321.7742,704649.0616,14
136135,-100.500181,18.325880,6,315,2658321.7742,704649.0616,14
136136,-100.471764,18.325594,6,315,2661321.7742,704649.0616,14
136137,-100.443346,18.325302,6,102,2664321.7742,704649.0616,14
136138,-100.414929,18.325005,6,102,2667321.7742,704649.0616,14
136139,-100.386512,18.324702,6,955,2670321.7742,704649.0616,14
136140,-100.358095,18.324394,6,955,2673321.7742,704649.0616,14
136141,-100.329678,18.324081,6,320,2676321.7742,704649.0616,14
136142,-100.301261,18.323762,6,4193,2679321.7742,704649.0616,14
136143,-100.272844,18.323438,6,12203,2682321.7742,704649.0616,14
136144,-100.244428,18.323108,6,12203,2685321.7742,704649.0616,14
136145,-100.216011,18.322773,6,12203,2688321.7742,704649.0616,14
136146,-100.187595,18.322433,6,225,2691321.7742,704649.0616,14
136147,-100.159179,18.322087,6,94,2694321.7742,704649.0616,14
136148,-100.130763,18.321736,6,369,2697321.7742,704649.0616,14
136149,-100.102347,18.321380,6,47,2700321.7742,704649.0616,14
136150,-100.073932,18.321018,6,480,2703321.7742,704649.0616,14
136151,-100.045516,18.320651,6,283,2706321.7742,704649.0616,14
136152,-100.017101,18.320278,6,91,2709321.7742,704649.0616,14
136153,-99.988685,18.319900,6,91,2712321.7742,704649.0616,14
136154,-99.960270,18.319517,6,7,2715321.7742,704649.0616,14
136155,-99.931856,18.319128,6,1616,2718321.7742,704649.0616,14
136156,-99.903441,18.318734,6,244,2721321.7742,704649.0616,14
136157,-99.875026,18.318335,6,1391,2724321.7742,704649.0616,14
136158,-99.846612,18.317930,6,1391,2727321.7742,704649.0616,14
136159,-99.818198,18.317520,6,439,2730321.7742,704649.0616,14
136160,-99.789784,18.317104,6,439,2733321.7742,704649.0616,14
136161,-99.761370,18.316683,6,439,2736321.7742,704649.0616,14
136162,-99.732956,18.316257,6,439,2739321.7742,704649.0616,14
136163,-99.704542,18.315825,6,928,2742321.7742,704649.0616,14
136164,-99.676129,18.315388,6,9,2745321.7742,704649.0616,14
136165,-99.647716,18.314946,6,9,2748321.7742,704649.0616,14
136166,-99.619303,18.314498,6,2022,2751321.7742,704649.0616,14
136167,-99.590890,18.314045,6,12,2754321.7742,704649.0616,14
136168,-99.562477,18.313586,6,1851,2757321.7742,704649.0616,14
136169,-99.534065,18.313122,6,2127,2760321.7742,704649.0616,14
136170,-99.505653,18.312653,6,4837,2763321.7742,704649.0616,14
136171,-99.477241,18.312178,6,775,2766321.7742,704649.0616,14
136172,-99.448829,18.311698,6,20,2769321.7742,704649.0616,14
136173,-99.420417,18.311213,6,1797,2772321.7742,704649.0616,14
136174,-99.392006,18.310722,6,1797,2775321.7742,704649.0616,14
136175,-99.363595,18.310226,6,13,2778321.7742,704649.0616,14
136176,-99.335184,18.309724,6,13954,2781321.7742,704649.0616,14
136177,-99.306773,18.309217,6,360,2784321.7742,704649.0616,14
136178,-99.278362,18.308705,6,176,2787321.7742,704649.0616,14
136179,-99.249952,18.308187,6,609,2790321.7742,704649.0616,14
136180,-99.221542,18.307664,6,2,2793321.7742,704649.0616,14
136181,-99.193132,18.307136,6,2,2796321.7742,704649.0616,14
136182,-99.164722,18.306602,6,2,2799321.7742,704649.0616,14
136183,-99.136312,18.306063,6,2,2802321.7742,704649.0616,14
136184,-99.107903,18.305518,6,1252,2805321.7742,704649.0616,14
136185,-99.079494,18.304968,6,1252,2808321.7742,704649.0616,14
136186,-99.051085,18.304413,6,1252,2811321.7742,704649.0616,14
136187,-99.022677,18.303852,6,5,2814321.7742,704649.0616,14
136188,-98.994268,18.303286,6,19,2817321.7742,704649.0616,14
136189,-98.965860,18.302714,6,19,2820321.7742,704649.0616,14
136190,-98.937452,18.302138,6,617,2823321.7742,704649.0616,14
136191,-98.909045,18.301555,6,4,2826321.7742,704649.0616,14
136192,-98.880637,18.300968,6,4,2829321.7742,704649.0616,14
136193,-98.852230,18.300375,6,4,2832321.7742,704649.0616,14
136194,-98.823823,18.299777,6,4,2835321.7742,704649.0616,14
136195,-98.795417,18.299173,6,4,2838321.7742,704649.0616,14
136196,-98.767010,18.298564,6,4,2841321.7742,704649.0616,14
136197,-98.738604,18.297949,6,284,2844321.7742,704649.0616,14
136198,-98.710198,18.297330,6,47,2847321.7742,704649.0616,14
136199,-98.681792,18.296704,6,47,2850321.7742,704649.0616,14
136200,-98.653387,18.296074,6,47,2853321.7742,704649.0616,14
136201,-98.624982,18.295438,6,1179,2856321.7742,704649.0616,14
136202,-98.596577,18.294797,6,8422,2859321.7742,704649.0616,14
136203,-98.568172,18.294150,6,8422,2862321.7742,704649.0616,14
136204,-98.539768,18.293498,6,8422,2865321.7742,704649.0616,14
136205,-98.511364,18.292840,6,8422,2868321.7742,704649.0616,14
136206,-98.482960,18.292178,6,8422,2871321.7742,704649.0616,14
136207,-98.454557,18.291509,6,8422,2874321.7742,704649.0616,14
136208,-98.426154,18.290836,6,8422,2877321.7742,704649.0616,14
136209,-98.397751,18.290157,6,8422,2880321.7742,704649.0616,14
136210,-98.369348,18.289473,6,8422,2883321.7742,704649.0616,14
136211,-98.340946,18.288783,6,8422,2886321.7742,704649.0616,14
136212,-98.312543,18.288088,6,16,2889321.7742,704649.0616,14
136213,-98.284142,18.287387,6,16,2892321.7742,704649.0616,14
136214,-98.255740,18.286682,6,16,2895321.7742,704649.0616,14
136215,-98.227339,18.285971,6,16,2898321.7742,704649.0616,14
136216,-98.198938,18.285254,6,16,2901321.7742,704649.0616,14
136217,-98.170537,18.284532,6,16,2904321.7742,704649.0616,14
136218,-98.142137,18.283805,6,16,2907321.7742,704649.0616,14
136219,-98.113737,18.283072,6,16,2910321.7742,704649.0616,14
136220,-98.085337,18.282334,6,19,2913321.7742,704649.0616,14
136221,-98.056938,18.281591,6,2642,2916321.7742,704649.0616,14
136222,-98.028539,18.280842,6,683,2919321.7742,704649.0616,14
136223,-98.000140,18.280088,6,683,2922321.7742,704649.0616,14
136224,-97.971742,18.279328,6,683,2925321.7742,704649.0616,14
136225,-97.943343,18.278564,6,683,2928321.7742,704649.0616,14
136226,-97.914946,18.277793,6,68,2931321.7742,704649.0616,14
136227,-97.886548,18.277018,6,68,2934321.7742,704649.0616,14
136228,-97.858151,18.276237,6,68,2937321.7742,704649.0616,14
