GRIDCODE,CVE_ENTCVE_MUN,Fa
132954	12003	0.042090058
132954	12022	0.005592316
132955	12003	0.048372413
132956	12003	0.038974229
132956	12067	0.01993846
132957	12003	0.002054993
132957	12067	0.076315267
132960	12067	0.001997106
132961	12003	0.007285642
132961	12067	0.061868624
132962	12003	0.002325344
132962	12067	0.001186767
132963	12003	0.00223052
132963	12067	0.012284089
132964	12003	0.003156883
132964	12007	0.003405418
132964	12067	0.040623879
132965	12007	0.112184876
132965	12067	0.002795837
132966	12007	0.154268093
132977	12006	0.163688201
132977	12058	0.006027471
132978	12006	0.005966755
132978	12058	0.01097262
132979	12026	0.004594561
132979	12058	4.51626E-05
132980	12026	0.111784645
132980	12058	0.01075647
132981	12026	0.021432855
132981	12058	0.009391733
132982	12026	0.009949672
132982	12058	0.033072059
132983	12026	0.205570839
132983	12058	0.001742259
132984	12026	0.033465985
132985	12017	0.022899758
132985	12026	0.269663314
132986	12017	0.080224621
132986	12026	0.021545817
132987	12017	0.136452507
132988	12017	0.05665453
132988	12035	0.0207045
132989	12017	0.010861829
132989	12035	0.002758708
132991	12035	0.026889063
132992	12035	0.042371674
132993	12035	0.034548607
132995	12059	0.007673227
132996	12059	0.04632157
132997	12034	0.003203457
132997	12059	0.011376994
132998	12034	0.230635078
132998	12059	0.004929123
132999	12034	0.209616048
133000	12034	0.050235524
133002	12034	0.006261713
133003	12034	0.058610973
133004	12008	0.013666043
133004	12034	0.053743146
133005	12008	0.030312014
133005	12034	0.003625922
133006	12008	0.003428961
133012	21087	0.040188755
133013	21087	0.011720113
133016	21032	0.0073811
133017	21032	0.222680896
133020	21047	0.005905478
133021	21047	0.044045214
133022	21047	0.016195936
133043	21003	0.026504521
133044	21003	0.051604146
133048	21127	0.000608529
133049	21127	0.124725092
133050	21127	0.064220439
134013	12003	0.030800619
134013	12022	0.004950691
134013	12050	0.037380304
134014	12003	0.028324911
134014	12050	0.014907097
134014	12067	0.02318322
134015	12003	0.004932147
134015	12067	0.095915212
134016	12067	0.054819422
134019	12067	0.018789312
134020	12067	0.112816444
134021	12067	0.022331739
134022	12067	0.246283194
134023	12007	0.006068822
134023	12067	0.365843746
134024	12007	0.149991569
134024	12067	0.052527257
134025	12007	0.096604261
134034	12058	0.01724022
134035	12058	0.059299873
134036	12058	0.011911496
134037	12058	0.019626477
134038	12058	0.009257891
134039	12058	0.013512845
134040	12058	0.018354081
134042	12026	0.041512072
134043	12026	0.013763832
134044	12017	0.054183109
134044	12026	0.233763088
134045	12017	0.039316022
134045	12026	0.003845641
134046	12017	0.133135694
134047	12017	0.089619951
134047	12035	0.021631289
134048	12017	0.00580666
134048	12035	0.008368722
134049	12017	0.001831614
134049	12035	0.021341378
134050	12035	0.031243793
134051	12035	0.042371674
134052	12035	0.025384148
134052	12059	0.006118041
134053	12059	0.004185947
134055	12059	0.007947156
134056	12059	0.005387402
134057	12034	0.074932349
134057	12059	0.00187356
134058	12034	0.078104469
134059	12034	0.068290372
134061	12034	9.45958E-05
134062	12034	0.0500345
134063	12034	0.01001269
134070	12008	0.023432997
134070	21087	0.045321385
134071	21087	0.063738724
134072	21087	0.048783021
134076	21032	0.138941729
134076	21087	0.001021067
134079	21032	0.094792036
134079	21047	0.013251437
134080	21032	0.020351826
134080	21047	0.010240778
134095	21059	0.123747998
134096	21059	0.077961746
134102	21003	0.013866126
134103	21003	0.085968313
134104	21003	0.045085355
134107	21127	0.025661143
134108	21127	0.255133198
134109	21127	0.25621428
134109	21190	0.004218393
134110	21127	0.016842813
134110	21190	0.076590111
134111	20459	0.012004392
134111	21190	0.033895848
134112	20459	0.081429054
135072	12022	0.008789661
