GRIDCODE,CID,Fracc
404064,05004,0.001846339
404064,19017,0.000135074
404064,19017,0.000379436
404065,05004,0.000702998
404065,05004,2.30382E-10
404065,05004,0.004019313
404065,19043,8.63467E-07
404065,19043,0.01574596
404066,05004,0.001068429
404066,05004,0.00146668
404066,19043,0.010233456
404066,19043,0.018803979
404067,05004,0.002581259
404067,05004,0.001133832
404067,19043,0.016258302
404067,19043,0.005608938
404068,05004,0.001714531
404068,05004,0.000272478
404068,19043,0.02027971
404068,19043,0.00960069
404068,19043,0.001566911
404069,19043,0.006959731
404069,19043,0.018923978
404069,19043,0.001570135
404070,19038,9.92648E-06
404070,19038,0.000105441
404070,19043,0.014189306
404070,19043,0.009368719
404070,19043,0.020599471
404071,19038,0.01323162
404071,19038,0.001038243
404071,19043,0.003269139
404071,19043,0.005968302
404072,19038,0.017377158
404072,19038,4.14736E-05
404072,19038,0.000595536
404073,19038,0.014569548
404073,19038,0.003444619
404074,19038,0.00674961
404074,19038,0.011264557
404075,19038,0.009032594
404075,19038,0.007392657
404075,19038,0.000476696
404075,19038,0.00111222
404076,19038,0.001840732
404076,19038,3.33217E-05
404076,19038,0.012502384
404076,19038,0.00363773
404077,19038,0.012962363
404078,19038,5.98209E-05
404078,19038,0.002338439
404079,19038,0.010305194
404080,19038,0.006522577
404084,19038,0.000665244
404085,19022,9.96797E-05
404085,19038,0.011986144
404086,19022,0.009532205
404086,19022,0.038613258
404086,19022,0.000853077
404086,19038,0.003617338
404086,19038,0.001508367
404087,19022,0.019774625
404087,19022,0.00139334
404088,19022,0.032521885
405098,05030,0.002587583
405099,05030,0.010904143
405100,05030,0.003896837
405100,05030,0.001522969
405101,05030,0.00457039
405101,05030,0.003521659
405101,05030,1.37451E-05
405102,05030,0.002100599
405102,05030,0.00027646
405102,05030,0.003519694
405102,05030,0.000117675
405103,05030,2.19076E-05
405103,05030,0.000682428
405103,05030,0.003723933
405103,05030,0.002974193
405104,05030,0.003050818
405104,05030,0.002083874
405104,05030,0.008024662
405105,05004,0.001770365
405105,05004,0.003019796
405105,05030,0.000158968
405105,05030,0.000284708
405105,05030,0.004128353
405106,05004,0.002537816
405106,05004,0.004775911
405107,05004,0.004198229
405107,05004,2.34569E-05
405107,05004,0.000107486
405108,05004,0.000112821
405108,05004,3.37229E-05
405108,05004,0.001060893
405109,05004,0.003632301
405109,05004,3.45982E-05
405109,05004,0.000780697
405109,05004,0.001710493
405110,05004,0.002597035
405110,05004,0.003598854
405110,05004,0.000736565
405110,05004,0.000194655
405111,05004,0.003257417
405111,19017,0.002351805
405112,05004,6.08067E-05
405112,05004,0.001053894
405112,05004,6.02281E-05
405112,19017,0.002214779
405112,19017,0.000139518
405112,19017,0.002444318
405113,05004,0.001405118
405113,05004,0.000240906
405113,19017,0.000838397
405113,19017,0.000141478
405113,19017,0.002351583
405114,19017,0.007103614
405115,19017,0.003399054
405115,19017,0.000245972
405116,05004,0.00010845
405116,05004,0.000176934
405116,19017,5.68557E-05
405116,19017,0.005026339
405117,05004,0.001447514
405117,05004,0.00013417
405117,19017,1.89646E-05
405117,19017,0.000472525
405117,19017,0.008956757
405118,05004,1.81846E-06
405118,05004,0.001945227
405118,05004,5.77763E-05
405118,19017,0.00098973
405118,19017,0.000631349
405118,19017,0.008763167
405118,19017,0.000707245
405119,05004,0.000497033
405119,05004,0.000307036
405119,05004,0.00136899
405119,05004,0.000174447
405119,19017,9.37804E-05
405119,19017,0.001858573
405119,19017,0.001463875
405119,19017,0.003562927
405120,05004,0.000623278
405120,05004,0.002078279
405120,05004,0.002941977
405120,19017,0.000887595
405120,19017,0.00033178
405121,05004,0.003818512
405121,05004,0.00029152
405121,05004,0.002727938
405122,05004,0.003735255
405122,05004,0.002492648
405123,05004,0.000419356
405123,05004,0.000827334
405123,05004,7.43741E-06
405123,05004,0.004861783
405123,05004,0.001197817
405124,05004,0.001593757
405124,05004,8.01992E-05
405124,05004,0.004401839
405124,05004,0.001237932
405125,05004,0.002700935
405125,05004,0.000540114
405125,05004,0.004072677
405126,05004,0.003881765
405126,05004,0.003201278
405126,05004,3.82871E-06
405126,05004,0.000226856
405127,05004,0.000462977
405127,05004,0.002135696
405127,05004,0.00025315
405127,05004,0.00045864
405127,19043,0.001935278
405127,19043,0.019361114
405127,19043,0.003029583
405128,19043,7.21424E-05
405128,19043,0.02558633
405128,19043,0.015199287
405128,19043,0.003584356
405129,19038,0.000400523
405129,19038,2.96745E-05
405129,19043,0.020005753
405129,19043,0.003255483
405129,19049,0.006246439
405130,19038,0.006877524
405130,19038,0.006458016
405130,19049,0.003583547
405131,19038,0.004444059
405131,19038,0.006654636
405131,19038,0.006911761
405131,19049,2.84239E-06
405132,19004,0.010362585
405132,19038,0.005619791
405132,19038,0.007635636
405132,19049,0.0001747
405132,19049,0.001507644
405133,19004,0.014613345
405133,19004,0.036685291
405133,19038,1.47626E-08
405133,19038,0.005329835
405134,19004,0.004106706
405134,19004,0.008156798
405134,19038,0.000573813
405134,19038,0.003145462
405134,19038,0.010448797
405134,19038,0.000813769
405135,19038,0.011851102
405135,19038,0.005907856
405135,19038,9.30499E-05
405136,19038,0.00041476
405136,19038,0.001217724
405137,19038,0.000172019
405138,19038,0.012653286
405139,19038,0.006731856
405139,19038,0.000655756
405140,19038,0.001507468
405145,19022,7.27205E-05
405145,19022,0.027679524
405146,19022,0.048594607
405147,19022,0.000172186
406157,05030,0.00869771
406158,05030,0.000289037
406158,05030,0.007829875
406159,05030,0.005539163
406159,05030,0.000780641
406159,05030,0.006930718
406160,05030,0.000227091
406160,05030,0.000268133
406160,05030,1.60955E-05
406160,05030,0.005891889
406161,05030,0.002930287
406162,05030,0.006273527
406162,05030,0.000911105
406163,05030,0.000282651
406163,05030,0.010960956
406163,05030,0.002006916
406164,05004,0.00055846
406164,05004,0.000221231
406164,05004,0.000105818
406164,05030,0.000171553
406164,05030,0.008046505
406164,05030,0.003033214
406164,05030,0.000394944
406165,05004,0.00396215
406165,05004,0.001954642
406165,05004,0.001396935
406166,05004,0.004943103
406166,05004,0.001953587
406166,05004,0.000417036
406167,05004,0.001305364
406167,05004,0.000317574
406168,05004,0.000717553
406169,05004,4.69336E-05
406169,05004,0.000178136
406169,05004,0.001173846
406170,05004,0.001808989
406170,05004,0.002361833
406171,05004,0.000130563
406171,05004,0.000377927
406171,05004,0.002957085
406171,05004,0.00318888
406172,05004,0.00405155
406172,05004,0.002120474
406172,05004,9.30087E-05
406173,05004,1.58803E-05
406174,05004,6.15979E-05
406174,19017,0.000115086
406175,05004,0.000243881
406175,05004,9.59676E-05
406175,19017,8.71713E-07
406176,05004,0.000115277
406176,05004,0.0020498
406176,05004,0.002140899
406176,05004,0.000401979
406177,05004,0.001717368
406177,05004,0.000925632
406177,05004,0.00233915
406177,05004,0.001980618
406178,05004,0.003716908
406178,05004,0.0012856
406178,05004,0.002297133
406179,05004,0.006405484
406179,05004,3.09957E-05
406179,05004,0.000877247
406180,05004,0.00136005
406180,05004,0.001668675
406180,05004,0.000518391
406180,05004,0.000248225
406181,05004,0.002679599
406181,05004,0.002568674
406181,05004,0.001886199
406182,05004,0.005515956
406182,05004,0.001157038
406182,05004,0.00030478
406182,05004,0.000230499
406182,05004,0.000105454
406183,05004,0.002993695
406183,05004,0.002961337
406183,05004,0.001358694
406184,05004,0.00562329
406184,05004,2.0371E-05
406184,05004,0.000104974
406184,05004,0.001565092
406185,05004,0.000922529
406185,05004,0.001831925
406185,05004,0.004158808
406185,19043,0.000112662
406185,19043,0.002320774
406186,05004,0.001039564
406186,05004,1.91846E-05
406186,19043,4.46359E-05
406186,19043,0.005897614
406186,19043,0.002294459
406186,19043,0.021958237
406186,19049,0.000638868
406186,19049,0.001034857
406186,19049,0.000752146
406187,19043,0.016413422
406187,19043,0.00527
406187,19043,0.000796992
406187,19043,0.003960341
406187,19049,0.004314461
406187,19049,0.001274351
406188,19043,0.0004369
406188,19049,0.003575551
406188,19049,0.010086576
406189,19038,1.38376E-06
406189,19038,0.000867512
406189,19049,0.005710329
406189,19049,0.001804132
406189,19049,0.005617787
406190,19004,0.000453767
406190,19004,0.007247237
406190,19038,0.003966755
406190,19038,0.000121964
406190,19049,0.001003217
406190,19049,0.001965802
406190,19049,0.006238549
406191,19004,0.017561346
406191,19004,0.009170588
406191,19004,0.032462692
406191,19049,3.7867E-06
406191,19049,0.00258314
406192,19004,0.000141216
406192,19004,0.032017521
406192,19004,0.00322362
406192,19004,0.037471558
406193,19004,0.056604916
406193,19004,0.004254442
406193,19038,0.002748442
406193,19038,1.27619E-05
406194,19004,0.025935383
406194,19038,0.008872283
406194,19038,4.83493E-05
406195,19038,0.0010449
406196,19038,0.00516595
406197,19038,0.010288031
406198,19038,0.007233585
406199,19038,0.008690669
406200,19038,0.0011283
407216,05030,0.000406944
407216,05030,0.004972462
407217,05030,0.006918574
407218,05030,0.008637072
407218,05030,0.003571808
407218,05030,0.001039816
407218,05030,1.82535E-06
407219,05030,0.000406344
407219,05030,0.001821628
407219,05030,0.009387593
407219,05030,0.001631724
407220,05030,0.006495248
407220,05030,0.005101687
407221,05030,0.000170489
407221,05030,0.004842881
407221,05030,0.004106453
407222,05004,0.000293101
407222,05004,8.04031E-05
407222,05030,0.000783908
407222,05030,0.008167962
407222,05030,0.003612057
407223,05004,0.002464584
407223,05004,0.000809343
407223,05004,0.000134754
407223,05004,0.000153886
407223,05030,0.004112831
407223,05030,0.001229978
407223,05030,0.001427567
407224,05004,0.002072911
407224,05004,0.003197949
407224,05004,0.001672689
407225,05004,0.002157973
407225,05004,0.001780905
407225,05004,0.002676197
407225,05004,0.000353646
407226,05004,0.001600183
407226,05004,0.000162082
407226,05004,0.001140138
407226,05004,0.003523942
407227,05004,0.001242942
407227,05004,0.002131318
407227,05004,0.000188726
407228,05004,0.002704102
407228,05004,0.002587123
407228,05004,0.001907632
407229,05004,5.43294E-05
407229,05004,0.00191469
407229,05004,0.000606476
407230,05004,0.002676763
407231,05004,0.000352817
407231,05004,0.00042215
407232,05004,8.22969E-05
407233,05004,2.6169E-06
407233,05004,0.001252398
407234,05004,0.001985409
407234,05004,0.00052214
407234,05004,0.000411577
407234,05004,0.00055362
407235,05004,0.000447676
407235,05004,0.003485527
407235,05004,0.002602724
407235,05004,0.000324995
407236,05004,0.006629741
407236,05004,0.000683985
407237,05004,0.00727374
407237,05004,3.99869E-05
407238,05004,0.003295747
407238,05004,0.00401798
407239,05004,0.006580905
407239,05004,0.000732822
407240,05004,0.003761764
407240,05004,0.003551963
407241,05004,0.000796015
407241,05004,0.006241411
407241,05004,0.000276301
407242,05004,0.006842837
407242,05004,0.00047089
407243,05004,0.001852922
407243,05004,0.004707438
407243,05004,0.000753367
407244,05004,0.000865108
407244,05004,0.001019771
407244,05004,0.004277886
407244,05004,0.001150962
407245,05004,0.000886421
407245,05004,0.000462908
407245,05004,9.73563E-05
407245,19049,0.000466835
407245,19049,0.009995041
407245,19049,0.00060664
407246,19049,0.005245385
407246,19049,0.008113396
407246,19049,0.000438988
407247,19049,0.000112471
407247,19049,0.013123912
407247,19049,0.000561386
407248,19004,0.00020409
407248,19004,0.001141064
407248,19049,1.25027E-05
407248,19049,0.009045121
407248,19049,0.001781771
407248,19049,0.002703617
407249,19004,0.035791454
407249,19004,0.001612444
407249,19004,0.003102286
407249,19004,0.016177425
407249,19049,3.54972E-05
407249,19049,0.002092387
407249,19049,0.000934602
407250,19004,0.011789319
407250,19004,0.052539081
407250,19004,0.000943025
407250,19004,0.007582489
407251,19004,0.000648977
407251,19004,0.042748281
407251,19004,0.029456657
407252,19004,0.048512182
407253,19004,0.056335996
407255,19038,0.003208646
407256,19038,0.004411883
407257,19038,0.004150979
407258,19038,0.008831016
407259,19038,0.00854481
407264,19022,0.002113536
408275,05030,0.006841667
408275,05030,0.006403964
408276,05030,0.008217099
408276,05030,0.001634839
408276,05030,0.000300526
408277,05030,0.008171698
408277,05030,0.002604128
408277,05030,0.001980326
408278,05030,0.002079393
408278,05030,0.008734943
408278,05030,0.002144235
408278,05030,0.000291951
408279,05030,0.007825301
408279,05030,0.004159976
408279,05030,0.001265245
408280,05004,0.000231281
408280,05004,4.78527E-05
408280,05030,0.010030588
408280,05030,0.002714218
408281,05004,0.002852194
408281,05004,0.002187917
408281,05004,5.29276E-06
408281,05004,0.000269635
408281,05030,0.002274961
408281,05030,0.00068339
408281,05030,0.000330161
408281,05030,0.000332577
408282,05004,0.000506464
408282,05004,0.001419228
408282,05030,0.004591071
408282,05030,0.003600138
408283,05004,0.000185041
408283,05004,5.58175E-05
408283,05030,0.001445455
408283,05030,0.000613149
408284,05004,0.00249128
408284,05004,0.002316023
408284,05004,0.001438975
408285,05004,0.00105442
408285,05004,0.000815364
408285,05004,0.001213764
408286,05004,8.05742E-07
408286,05004,0.0008651
408287,05004,0.001617959
408287,05004,0.001871696
408288,05004,0.000189504
408288,05004,3.36611E-05
408290,05004,0.000354926
408290,05004,0.001333746
408291,05004,0.000118268
408291,05004,0.003942449
408291,05004,0.002180528
408291,05004,3.00056E-05
408292,05004,0.001120983
408292,05004,0.002041974
408292,05004,0.000133474
408292,05004,0.001329305
408292,05004,0.002687991
408293,05004,0.00071415
408293,05004,0.000224993
408293,05004,0.002551798
408293,05004,0.003822786
408294,05004,0.00451056
408294,05004,0.000933093
408294,05004,0.001299588
408295,05004,0.004201024
408295,05004,0.002046797
408296,05004,0.000637051
408296,05004,0.005908136
408296,05004,0.000768539
408297,05004,0.000161998
408297,05004,0.00382191
408297,05004,0.003169295
408297,19049,0.0002889
408297,19049,1.39356E-05
408298,05004,0.000512079
408298,05004,0.002806688
408298,05004,0.000572353
408298,05004,0.001307523
408298,05004,0.00119612
408298,19049,0.001564303
408298,19049,0.000169376
408299,05004,0.000645988
408299,05004,0.001714966
408299,05004,0.004064385
408299,19049,0.001675994
408300,05004,5.7264E-05
408300,05004,0.000754665
408300,05004,0.006471055
408300,19049,5.79977E-05
408301,05004,0.002723162
408301,05004,0.004590565
408302,05004,4.5777E-05
408302,05004,0.000289577
408302,05004,0.001010849
408302,05004,0.00487817
408302,19049,0.001708223
408302,19049,0.000346906
408303,05004,0.000594775
408303,05004,0.000143011
408303,05004,0.00028641
408303,05004,0.00080018
408303,19049,0.002006776
408303,19049,0.00505202
408303,19049,3.59898E-06
408303,19049,8.02932E-05
408304,05004,3.92416E-05
408304,19049,0.005198177
408304,19049,0.008455239
408304,19049,5.04623E-05
408305,19049,0.010560115
408305,19049,0.003237655
408306,19049,0.010004159
408306,19049,0.00379361
408307,19004,4.52664E-06
408307,19049,0.007353834
408307,19049,0.006413745
408307,19049,2.93334E-05
408308,19004,0.010860075
408308,19004,0.012990874
408308,19049,0.006703108
408308,19049,0.002046228
408308,19049,0.000531313
408309,19004,0.024025806
408309,19004,0.010051418
408309,19004,0.031681171
408309,19049,0.000350477
408309,19049,0.000993341
408310,19004,0.068744022
