GRIDCODE,CID,Fracc
408310,19004,0.004109893
408311,19004,0.072853915
408312,19004,0.02274015
408316,19038,0.006995488
408317,19038,0.00388443
408318,19038,0.002114084
408318,19038,2.63604E-06
408319,19038,0.003419128
408320,19022,0.000627326
408322,19022,0.007332782
408323,19022,0.040039914
409334,05030,0.011999069
409335,05030,0.009033868
409336,05030,1.61071E-05
409336,05030,0.008264987
409337,05030,0.001942367
409337,05030,0.009874907
409338,05030,0.004581812
409338,05030,0.003878602
409338,05030,0.001821478
409338,05030,3.93832E-05
409338,05030,0.002352672
409339,05030,0.008656682
409339,05030,0.004378105
409339,05030,0.000215736
409340,05004,4.52287E-05
409340,05004,2.99202E-05
409340,05004,9.44175E-05
409340,05030,0.011644047
409340,05030,0.000340496
409340,05030,2.0065E-05
409340,05030,0.000921196
409340,05030,1.75083E-05
409341,05004,0.004034042
409341,05004,0.000195881
409341,05030,0.002383538
409341,05030,0.003203492
409342,05004,5.86364E-05
409342,05004,0.00094662
409342,05004,0.0013784
409342,05004,0.000275019
409342,05004,0.001976167
409342,05030,3.80245E-05
409342,05030,1.44961E-05
409342,05030,0.000182349
409342,05030,0.000476028
409343,05004,0.005772022
409343,05004,3.34434E-06
409343,05030,1.85825E-05
409343,05030,0.00014322
409344,05004,0.005929438
409344,05004,0.000135373
409345,05004,0.002851097
409345,05004,0.000726324
409346,05004,0.001885376
409346,05004,0.001076173
409347,05004,0.001676202
409347,05004,6.96701E-05
409348,05004,0.000310172
409349,05004,0.00014676
409349,05004,0.00284312
409349,05004,0.000792694
409350,05004,0.002270164
409350,05004,0.00491001
409351,05004,0.004700283
409351,05004,0.000601203
409351,05004,3.13598E-08
409351,05004,0.001419131
409352,05004,0.000137115
409352,05004,0.003795819
409352,05004,0.001882642
409352,05004,0.000195479
409353,05004,0.000326739
409353,05004,0.000187017
409353,05004,0.000355834
409353,05004,0.003321631
409353,05004,0.001169845
409354,05004,3.42672E-07
409354,05004,0.002552284
409354,05004,0.000934581
409354,05004,0.001718531
409354,05004,0.002097038
409355,05004,5.48767E-05
409355,05004,0.001200706
409355,05004,0.003078823
409355,05004,2.30915E-05
409355,05004,0.00160815
409355,19049,0.00056144
409355,19049,0.000560477
409355,19049,1.94186E-05
409356,05004,0.000184046
409356,19049,0.004003971
409356,19049,0.003515423
409356,19049,0.000128201
409357,19049,0.001368963
409357,19049,0.004608196
409358,19049,0.001830904
409358,19049,0.007007349
409359,05004,3.67184E-05
409359,05004,0.000470727
409359,19049,0.004306229
409359,19049,0.004037946
409359,19049,0.000323916
409359,19049,9.75041E-05
409360,05004,0.000525326
409360,05004,0.001270349
409360,19049,0.004072246
409360,19049,0.004297377
409360,19049,0.001697169
409361,05004,7.7615E-05
409361,05004,0.000134052
409361,19049,6.84644E-06
409361,19049,0.004368381
409361,19049,0.004110346
409361,19049,8.07968E-06
409361,19049,0.001883195
409361,19049,1.01436E-05
409361,19049,0.003011456
409362,19049,0.002440354
409362,19049,8.64756E-05
409362,19049,5.89797E-05
409362,19049,0.004355079
409362,19049,0.005025646
409363,19049,0.008694145
409363,19049,0.004847523
409363,19049,0.000256102
409364,19049,0.013149136
409364,19049,0.000648633
409365,19049,0.009010285
409365,19049,0.004787485
409366,19049,0.013239293
409366,19049,0.000133628
409366,19049,0.000424849
409367,19049,0.004060291
409367,19049,0.009736571
409368,19004,0.001689732
409368,19004,0.003055742
409368,19049,0.005815691
409368,19049,0.006818723
409369,19004,0.001028969
409369,19004,0.019318965
409369,19004,0.03976773
409369,19004,0.001276566
409369,19009,0.000232204
409369,19049,1.90376E-06
409369,19049,0.001289815
409369,19049,0.000678351
409370,19004,0.046201572
409370,19004,0.011464963
409370,19009,0.000649285
409370,19009,0.000745523
409371,19004,0.006228514
409375,19038,0.011060375
409376,19038,0.000627065
409377,19009,7.27625E-06
409377,19038,0.004214812
409377,19038,0.004424436
409378,19022,0.000144593
409378,19038,0.012025803
409379,19022,0.009573988
409379,19022,0.035672181
409380,19022,0.026765513
409381,19022,0.000444958
409382,19022,0.005503665
409382,19022,0.010029397
409383,19022,0.021198735
410393,05030,0.00817601
410394,05030,0.005872547
410396,05030,0.006111025
410397,05030,0.000641731
410397,05030,0.001932816
410397,05030,0.001507684
410398,05030,0.001616861
410398,05030,0.00264469
410398,05030,0.003858892
410398,05030,0.001281741
410398,05030,0.003848339
410399,05004,0.000463269
410399,05030,0.001809812
410399,05030,0.000618914
410399,05030,0.002153779
410399,05030,0.007828698
410400,05004,4.66068E-05
410400,05004,0.00116693
410400,05030,0.000890581
410400,05030,0.002419166
410400,05030,0.004815888
410400,05030,0.002907946
410400,05030,1.83351E-05
410401,05004,0.000946659
410401,05004,3.45758E-05
410401,05004,2.57114E-06
410401,05004,0.000275757
410401,05004,0.000178612
410401,05004,2.27232E-05
410401,05030,0.001063478
410401,05030,0.001443931
410401,05030,0.000222241
410401,05030,0.000168427
410401,05030,0.002061208
410401,05030,0.005644479
410402,05004,0.00027075
410402,05004,0.000399752
410402,05004,0.002881554
410402,05004,0.0022178
410402,05004,0.000228635
410402,05030,9.42412E-06
410402,05030,0.000733969
410403,05004,0.000779993
410403,05004,0.004951478
410403,05004,0.001582256
410404,05004,0.003328156
410404,05004,0.00342066
410404,05004,0.000120006
410404,05004,0.000444905
410405,05004,0.003605877
410405,05004,0.00076639
410405,05004,0.000452705
410405,05004,0.002488755
410406,05004,0.003996724
410406,05004,0.00036518
410406,05004,0.002951823
410407,05004,0.004589569
410407,05004,0.000163052
410407,05004,0.002369172
410408,05004,0.005408334
410408,05004,0.000976509
410409,05004,0.000346529
410409,05004,2.20531E-05
410409,05004,0.000351429
410410,05004,0.00039751
410410,05004,0.000517911
410410,05004,4.71907E-06
410410,05004,0.003607161
410411,05004,0.002471817
410411,05004,0.004632281
410411,05004,3.58442E-05
410411,05004,7.50826E-06
410411,05004,5.07703E-05
410412,05004,0.00050187
410412,05004,0.001838365
410412,05004,0.003568352
410412,05004,9.06432E-05
410413,05004,9.19746E-05
410413,05004,0.005946851
410413,05004,0.000239355
410413,05004,0.000810274
410413,05004,0.000159892
410413,05004,6.53801E-05
410414,05004,0.001131173
410414,05004,4.62151E-06
410414,05004,0.001458507
410414,05004,0.000810608
410414,05004,2.62556E-05
410414,05004,0.003124562
410415,05004,3.08128E-05
410415,05004,0.000404773
410415,05004,0.000298098
410415,19049,0.002161998
410415,19049,0.001041497
410415,19049,0.0022474
410416,19049,0.000840416
410416,19049,0.003094115
410416,19049,0.004034599
410417,19049,0.002235777
410417,19049,0.00116063
410417,19049,2.5472E-05
410417,19049,0.00120495
410417,19049,0.005741585
410418,19049,0.009017393
410418,19049,0.000702689
410418,19049,0.003760975
410419,19049,0.000846814
410419,19049,0.005177418
410419,19049,0.00509954
410419,19049,0.002673997
410420,19049,0.000544943
410420,19049,0.010204346
410420,19049,0.001785861
410420,19049,0.000301028
410420,19049,0.000961592
410421,19049,0.007204729
410421,19049,0.006593041
410422,19049,0.01349237
410422,19049,0.000305399
410423,19049,0.00068143
410423,19049,0.01311634
410424,19049,0.012242373
410424,19049,0.001555397
410425,19049,0.006774773
410425,19049,0.00384623
410425,19049,0.000664324
410426,19049,0.00246197
410426,19049,0.000846581
410426,19049,0.003355228
410427,19049,1.49113E-05
410427,19049,0.002650884
410427,19049,0.00954303
410428,19004,0.001569174
410428,19004,0.00128244
410428,19009,0.002631552
410428,19009,0.005781763
410428,19049,0.003207705
410428,19049,7.42001E-06
410428,19049,0.002772429
410429,19009,0.004141283
410429,19009,0.005704016
410430,19009,0.001548019
410434,19009,0.000749008
410434,19038,0.000239109
410434,19038,0.00659557
410435,19009,5.43924E-06
410436,19038,8.79573E-06
410437,19009,4.77134E-05
410437,19022,0.016034823
410437,19038,0.002730409
410438,19022,0.003662369
410438,19022,0.022281112
410439,19022,0.015327366
410439,19022,0.001253811
410441,19022,0.001721664
410442,19022,0.006894789
411452,05030,0.009827534
411453,05030,0.008683564
411454,05030,0.005139161
411455,05030,4.76818E-05
411456,05030,0.002903177
411457,05030,0.003148578
411457,05030,0.000192562
411457,05030,0.006684775
411457,05030,4.18539E-05
411458,05030,0.004669088
411458,05030,0.005819922
411458,05030,0.002115381
411458,05030,7.10753E-05
411459,05004,0.000308407
411459,05004,0.000195348
411459,05004,6.83562E-05
411459,05004,0.001187873
411459,05030,0.000686382
411459,05030,8.39847E-07
411459,05030,8.97825E-05
411459,05030,0.002001595
411459,05030,0.007283303
411460,05004,0.000369213
411460,05004,0.001323483
411460,05004,0.002337044
411460,05004,0.000993177
411460,05004,1.27089E-05
411460,05004,0.002164724
411460,05030,0.000205409
411461,05004,0.003565644
411461,05004,0.002144163
411461,05004,0.000469479
411461,05004,3.62086E-07
411461,05004,0.00113408
411462,05004,0.000613743
411462,05004,0.004056942
411462,05004,0.000580724
411462,05004,0.002056354
411462,05004,5.96383E-06
411463,05004,0.001261387
411463,05004,0.000153407
411463,05004,0.000359775
411463,05004,0.005539158
411464,05004,0.000645297
411464,05004,9.71338E-05
411464,05004,7.34646E-05
411464,05004,0.006497832
411465,05004,0.000200642
411465,05004,0.000685288
411465,05004,0.006427797
411466,05004,0.000638461
411466,05004,0.001054631
411466,05004,0.005620634
411467,05004,0.004563617
411467,05004,0.000585034
411468,05004,0.000987496
411468,05004,0.0002733
411469,05004,0.000214711
411469,05004,0.000944684
411469,05004,0.001323087
411469,05004,3.4974E-09
411470,05004,0.000311341
411470,05004,0.000947266
411470,05004,0.002015008
411470,05004,0.000316957
411470,05004,0.001376753
411471,05004,0.0009144
411471,05004,0.001648783
411471,05004,0.002066336
411471,05004,0.001981327
411472,05004,0.004228511
411472,05004,0.001541233
411472,05004,0.001510271
411472,05004,3.37118E-05
411473,05004,0.002616834
411473,05004,3.1685E-05
411473,05004,0.000344283
411473,05004,0.000459739
411473,05004,0.000774573
411473,05004,7.08571E-06
411474,05004,9.90479E-05
411474,05004,0.000810949
411474,05004,1.12577E-07
411474,05004,0.000952441
411474,19049,0.0037801
411474,19049,0.00257453
411474,19049,0.002472093
411475,19049,0.003955761
411475,19049,0.006769085
411475,19049,2.30648E-07
411475,19049,0.001889313
411475,19049,0.00118338
411476,19049,0.000810672
411476,19049,0.000197083
411476,19049,0.005493284
411476,19049,0.00020266
411476,19049,0.007094071
411477,19049,0.007181429
411477,19049,0.001118179
411477,19049,0.005498161
411478,19049,0.000373744
411478,19049,0.003151794
411478,19049,0.009771332
411478,19049,0.0005009
411479,19049,3.21515E-05
411479,19049,0.001699449
411479,19049,0.006478981
411479,19049,0.005587188
411480,19049,0.000243033
411480,19049,0.0008491
411480,19049,0.000669506
411480,19049,0.009202801
411480,19049,0.00283333
411481,19049,0.007543082
411481,19049,0.003412967
411481,19049,0.002841721
411482,19049,0.008127662
411482,19049,0.005670108
411483,19049,0.011280166
411483,19049,0.002517603
411484,19049,0.002361552
411484,19049,0.005599743
411485,19049,3.44065E-05
411485,19049,0.00698125
411486,19009,0.000195825
411486,19049,0.006900339
411486,19049,0.006728213
411487,19009,0.001758087
411487,19009,0.003193874
411487,19009,0.007282437
411487,19049,0.000285318
411487,19049,0.000299171
411487,19049,0.002641241
411488,19009,0.013851864
411488,19009,0.000327156
411489,19009,0.012602505
411493,19009,0.005162454
411494,19009,0.004673445
411495,19009,0.000997269
411496,19009,0.001635444
411496,19022,0.039358895
411497,19022,0.054727745
411497,19042,8.47083E-06
411498,19022,0.028485275
411498,19042,0.009088751
411499,19022,0.003937015
411499,19042,0.009290965
411500,19022,0.017268312
411500,19042,0.00196764
411501,19022,0.015771228
412511,05030,0.010922082
412512,05030,0.006660784
412513,05030,0.002650504
412513,05030,0.001983223
412514,05030,0.00028657
412514,05030,0.002232197
412516,05030,0.001590169
412516,05030,1.68396E-05
412517,05030,0.011618064
412518,05004,0.003772608
412518,05004,7.6569E-05
412518,05030,0.006276841
412519,05004,0.00421884
412519,05004,0.002778759
412520,05004,0.000146981
412520,05004,0.003629755
412521,05004,0.000879131
412521,05004,0.000257445
412521,05004,0.00220237
412521,05004,0.000461978
412522,05004,0.003668688
412522,05004,2.53441E-05
412522,05004,6.74215E-05
412522,05004,0.003552273
412523,05004,0.003647235
412523,05004,0.00274742
412523,05004,8.32564E-06
412523,05004,0.000910746
412524,05004,0.004150557
412524,05004,0.003102286
412524,05004,6.08838E-05
412525,05004,0.005763051
412525,05004,0.001368263
412525,05004,0.000161627
412526,05004,0.00273082
412526,05004,6.2101E-06
412526,05004,0.001166762
412527,05004,0.001078612
412527,05004,3.9761E-05
412527,05004,0.000316142
412528,05004,0.000145122
412528,05004,0.000306423
412528,05004,0.001298425
412528,05004,6.287E-06
412528,05004,0.001927684
412529,05004,5.60752E-05
412529,05004,0.000628695
412529,05004,0.002084486
412529,05004,0.000551526
412529,05004,0.002753831
412530,05004,0.001886305
412530,05004,8.71927E-06
412530,05004,0.002449369
412530,05004,0.000139453
412530,05004,0.00282988
412531,05004,0.000125889
412531,05004,2.43198E-05
412531,05004,0.002373712
412531,05004,0.002357979
412531,19049,0.001550619
412531,19049,0.002447037
412531,19049,0.000590126
412532,05004,9.51309E-05
412532,05004,0.000721057
412532,05004,0.00188714
412532,19049,0.002594797
412532,19049,0.004236633
412532,19049,0.001786401
412532,19049,7.99527E-05
412533,05004,4.76873E-05
412533,05004,5.38382E-05
412533,19048,0.001946317
412533,19049,0.006318244
412533,19049,0.000466814
412533,19049,0.004178951
412534,19048,0.000609618
412534,19048,0.000174617
412534,19049,0.00560062
412534,19049,0.000119935
412534,19049,0.004987005
412534,19049,0.002025569
412535,19049,0.00883201
412535,19049,0.004420155
412535,19049,0.000545605
412536,19048,0.000479401
412536,19049,0.000273634
412536,19049,0.002152355
412536,19049,0.003959209
412536,19049,0.00676176
412537,19048,0.00365876
412537,19048,0.000551943
412537,19048,7.54203E-06
412537,19049,0.000833744
412537,19049,0.000517939
412537,19049,0.006719599
412538,19048,0.001219075
412538,19048,0.007317525
412538,19048,5.31647E-05
412538,19049,0.000198091
412538,19049,0.000768696
412538,19049,0.00116993
412539,19048,0.004189322
412539,19048,0.002721536
412539,19049,0.000368864
412539,19049,0.004047055
412540,19048,0.001944766
412540,19049,0.010690404
412540,19049,0.000467243
412541,19049,0.01379777
412542,19049,0.01088783
412542,19049,0.000996341
412543,19049,0.000962755
412543,19049,0.000931208
412544,19049,0.001106167
412544,19049,0.00105862
412544,19049,0.010355457
412545,19049,0.004334461
412545,19049,0.003508366
412545,19049,0.005954943
412546,19009,0.004788823
412546,19009,8.92545E-05
412546,19049,0.007116752
412546,19049,0.002132368
412547,19009,0.015967345
412548,19009,0.008530643
412552,19009,0.007133159
412553,19009,0.015518328
412554,19009,0.005518618
412554,19009,0.00094487
412555,19009,0.005802254
412555,19022,0.027705983
412555,19042,0.001751048
412556,19009,0.000177983
412556,19022,0.020225357
412556,19042,0.018994599
412557,19042,0.027324708
412558,19022,0.000901613
412558,19042,0.01300704
412559,19022,0.027596719
412559,19042,0.009690983
412560,19022,0.048364613
413570,05030,0.004792337
413570,05030,8.98497E-06
413571,05030,0.002606009
413571,05030,0.005182393
413572,05030,0.002517742
413572,05030,0.001593415
413573,05030,0.000384972
413576,05030,0.009981489
413577,05004,0.005662119
413577,05030,0.002992274
413578,05004,0.000753358
413578,05004,0.003478666
413579,05004,0.000260606
413580,05004,7.59113E-05
413580,05004,0.004430537
413580,05004,0.001901605
413581,05004,0.000446974
413581,05004,0.003261699
413581,05004,0.00102268
413581,05004,0.002582374
413582,05004,0.000591659
413582,05004,0.002972549
413582,05004,0.000884437
413582,05004,0.002865082
413583,05004,0.004241393
413583,05004,0.002360686
413583,05004,0.000422222
413583,05004,0.000289425
413584,05004,0.005470467
413584,05004,0.00025264
413585,05004,0.003868562
413586,05004,3.35149E-05
413586,05004,0.003551502
413586,05004,7.13108E-06
413586,05004,1.15416E-05
413586,05004,0.000150651
413587,05004,0.005164786
413587,05004,0.000997812
413587,05004,0.000149972
413588,05004,0.000104788
413588,05004,0.002616764
413588,05004,0.001699339
413588,05004,0.002002888
413588,19048,0.001152584
413588,19048,8.41559E-05
413589,05004,0.000117132
413589,05004,0.002451869
413589,05004,0.00075982
413589,05004,0.000321522
413589,05004,0.001419123
413589,19048,0.000610803
413589,19048,0.001036184
413589,19048,0.000685841
413589,19049,0.001066992
413590,05004,0.000209526
413590,05004,5.54915E-05
413590,19048,0.00397636
413590,19048,0.000237554
413590,19048,0.000330799
413590,19049,9.88142E-05
413590,19049,0.002478149
413590,19049,0.004551151
413591,19048,0.005532879
413591,19048,0.00051162
413591,19048,0.000788681
413591,19049,0.000564157
413591,19049,0.00032428
413591,19049,0.003632934
413592,19048,0.00172605
413592,19048,0.000827825
413592,19048,0.002357078
413592,19048,0.000447908
413592,19048,0.004800018
413592,19049,6.56262E-06
413593,19048,0.0027584
413593,19048,0.003908433
413593,19048,5.04235E-05
413593,19049,0.001948479
413593,19049,0.002730264
413594,19048,0.003927678
413594,19048,8.46672E-05
413594,19049,0.000455342
413594,19049,4.53974E-05
413594,19049,0.007850063
413595,19048,0.007046638
413595,19048,0.002208651
413595,19048,3.7923E-05
413595,19049,3.99972E-05
413595,19049,0.001141754
413596,19048,0.001659439
413596,19048,0.008504274
413597,19048,0.010163713
413598,19048,0.006195168
413598,19048,0.003917104
413598,19049,6.98346E-05
413599,19048,0.000700667
413599,19049,0.012826026
413599,19049,2.05517E-05
413600,19049,0.012856833
413600,19049,8.56566E-05
413601,19049,0.001459585
413601,19049,0.001904279
413602,19049,0.003094109
413602,19049,0.003691475
413603,19049,0.003291092
413603,19049,8.03782E-05
413603,19049,0.0104263
413604,19049,0.009687077
413604,19049,0.001471721
413605,19009,1.04582E-05
413605,19049,0.003013765
413606,19009,0.001515905
413606,19049,2.01403E-06
413607,19009,4.14723E-05
413610,19009,0.004421478
413611,19009,0.01110654
413612,19009,0.015967345
413613,19009,0.010186468
413614,19009,0.005698013
413614,19009,0.000722858
413615,19009,0.001819846
413615,19042,0.017253212
413615,19042,0.000255773
413616,19042,0.012068348
413616,19042,0.001538045
413617,19042,0.018230765
413618,19022,0.019247027
413618,19042,0.012573018
413619,19022,0.063457219
413619,19042,0.000630657
414629,05027,0.000551512
414629,05027,0.000265721
414629,05027,0.001878655
414629,05030,0.00587863
414630,05027,0.000254968
414630,05027,0.001012825
414630,05030,0.008894827
414631,05027,0.000369551
414631,05030,9.03573E-06
414631,05030,0.006772091
414632,05030,0.004981774
414632,05030,0.00111891
414633,05030,0.001271098
414634,05030,6.06477E-05
414635,05004,0.002012196
414635,05030,0.003148938
414635,05030,0.002809918
414636,05004,0.005014098
414636,05004,0.001002595
414636,05027,0.000515909
414636,05030,0.000596437
414636,05030,0.000324084
414637,05004,0.003566923
414637,05004,0.001192357
414637,05004,8.75013E-05
414637,05027,0.000827915
414637,05027,0.000580314
414638,05004,2.05924E-05
414638,05004,0.005580119
414638,05027,5.14926E-07
414639,05004,2.65388E-05
414639,05004,0.000783357
414639,05004,0.005356612
414640,05004,0.002426604
414640,05004,0.004782803
414640,05004,0.00010432
414641,05004,0.006030585
414641,05004,0.000325436
414641,05004,0.000957706
414642,05004,0.005171405
414642,05004,0.000353188
414642,05004,0.001789134
414643,05004,0.002816291
414643,05004,0.000253772
414643,05004,0.004127979
414644,05004,0.002539979
414644,05004,5.3017E-05
414644,05004,0.002822242
414645,05004,0.001154485
414645,05004,0.000957983
414645,05004,0.000103541
414645,05004,5.78787E-05
414645,05004,0.000843154
414645,05004,0.000200354
414646,05004,1.20391E-07
414646,05004,0.003916004
414646,05004,2.93424E-05
414646,05004,0.00148081
414646,05004,0.001082496
414646,19048,9.38009E-05
414646,19048,8.82749E-06
414646,19048,8.3394E-05
414646,19048,2.07553E-05
414646,19048,4.42131E-05
414647,05004,5.25744E-05
414647,05004,0.000142883
414647,05004,8.78441E-08
414647,19048,0.001253182
414647,19048,0.002853372
414647,19048,0.002969572
414647,19048,0.002742577
414647,19048,7.32653E-05
414648,19048,0.001146101
414648,19048,0.004974056
414648,19048,0.000305989
414648,19048,0.001265055
414648,19048,0.002472512
414649,19048,0.000663569
414649,19048,0.008576467
414649,19048,0.000923677
414650,19048,0.000830733
414650,19048,0.001394008
414650,19048,0.003974902
414650,19048,0.003964069
414651,19048,0.004603148
414651,19048,0.000131802
414651,19048,0.004107007
414651,19048,0.001068746
414651,19048,0.000253011
414652,19048,0.000229497
414652,19048,0.000285601
414652,19048,0.006070771
414652,19048,0.003576696
414652,19049,1.55793E-06
414653,19048,0.003629159
414653,19048,5.35849E-05
414653,19048,0.00642509
414653,19048,5.5879E-05
414654,19048,9.55044E-05
414654,19048,0.010068209
414655,19048,0.010163713
414656,19048,0.000574519
414656,19048,0.002977511
414656,19048,0.006611683
414657,19039,0.005584262
414657,19048,0.006792848
414657,19048,0.00103799
414657,19048,0.000512853
414657,19049,0.000877023
414658,19039,0.00372338
414658,19049,0.008285886
414658,19049,0.004449229
414659,19049,0.003026329
414659,19049,0.004802964
414659,19049,0.005968476
414660,19049,0.009309084
414660,19049,0.000171356
414661,19009,0.003171346
414661,19009,0.000298443
414661,19049,0.000134181
414661,19049,0.003311295
414661,19049,0.006166566
414662,19009,0.001389037
414662,19009,0.001472907
414662,19009,0.003272259
414662,19049,0.00125024
414662,19049,0.002381755
414662,19049,0.004865062
414663,19009,0.003030077
414663,19049,0.010966953
414663,19049,7.34972E-06
414664,19009,0.008031799
414664,19049,0.000416076
414669,19009,0.006161946
414670,19009,0.002289162
414670,19009,0.003152142
414671,19009,0.01458964
414672,19009,0.004877424
414672,19009,0.006580298
414673,19009,0.002608968
414673,19009,0.005007405
414674,19009,0.002628296
414674,19042,0.001198576
414674,19042,3.29661E-05
414675,19009,0.000600907
414675,19042,0.00063195
414675,19042,0.010949564
414676,19042,0.002991142
414676,19042,0.012570232
414676,19042,0.001504486
414677,19022,0.005761596
414677,19042,0.003380627
414677,19042,0.007222628
414678,19022,0.026948631
414678,19042,0.006172493
415688,05027,0.002780613
415688,05027,0.000493404
415688,05027,0.001578392
415689,05027,0.002362358
415689,05027,0.002490051
415690,05027,0.003901756
415690,05030,0.000429333
415691,05027,0.00048013
415691,05027,0.00169383
415691,05030,0.001352753
415691,05030,0.003084006
415692,05027,0.002347268
415692,05030,0.002612715
415693,05027,0.000258176
415694,05004,1.83329E-06
415694,05027,0.001791954
415695,05004,0.001070023
415695,05027,0.001107336
415696,05027,0.002573312
415696,05027,0.001382625
415697,05004,6.10882E-05
415697,05004,0.001618196
415697,05004,8.42791E-05
415697,05027,0.002341782
415697,05027,0.001340563
415698,05004,0.001813456
415698,05004,0.00061944
415698,05004,2.45126E-07
415698,05004,0.000407201
415698,05027,0.000625334
415698,05027,9.37624E-05
415698,05027,0.00116605
415698,05027,0.001082792
415699,05004,0.001264295
415699,05004,0.002016766
415699,05004,0.00011807
415699,05027,0.001404133
415699,05027,0.000245232
415699,05027,0.00026911
415699,05027,2.26264E-06
415699,05027,0.000676464
415700,05004,0.006662987
415700,05004,0.000416697
415700,05004,3.36224E-05
415700,05027,3.22238E-05
415700,05027,0.000100748
415701,05004,0.004698427
415701,05027,0.000303403
415702,05004,0.002002464
415702,05027,0.000219872
415703,05004,1.07223E-05
415703,05004,0.001078993
415703,05004,0.000332971
415703,05027,5.31652E-05
415703,05027,0.000631287
415704,05004,0.002363941
415704,05004,0.002165537
415704,05027,7.48924E-05
415704,05027,0.001191809
415704,05027,0.000360176
415704,19048,0.00024004
415704,19048,4.84086E-05
415705,05004,0.000160938
415705,05004,0.000472168
415705,05027,0.000815453
415705,05027,0.000455767
415705,19048,0.004389735
415705,19048,0.002231504
415706,05027,0.000335583
415706,05027,0.000647317
415706,05027,0.000321585
415706,19048,0.003233077
415706,19048,0.0041983
415707,05027,0.000341886
415707,05027,2.21881E-05
415707,05027,0.000715478
415707,19048,0.000112112
415707,19048,0.001236265
415707,19048,0.000581931
415707,19048,0.005972206
415708,19048,0.000429078
415708,19048,0.002186442
415708,19048,0.002939141
415708,19048,4.95219E-05
415708,19048,0.00455953
415709,19048,0.001852709
415709,19048,0.006302294
415709,19048,0.00200871
415710,19048,0.002673086
415710,19048,0.0018509
415710,19048,0.002521186
415710,19048,0.00311854
415711,19048,0.005753374
415711,19048,0.004410339
415712,19048,0.008546395
415712,19048,0.001617318
415713,19048,0.000181621
415713,19048,0.002262271
415713,19048,0.00771982
415714,19048,1.72985E-06
415714,19048,0.006323005
415714,19048,0.003838978
415715,19039,1.23991E-05
415715,19048,0.001615595
415715,19048,0.003859692
415715,19048,0.002677928
415715,19048,0.002007891
415716,19039,0.031939237
415716,19039,0.000856646
415716,19039,0.000353475
415716,19048,0.000467503
415716,19048,0.002727165
415717,19039,0.013326253
415717,19039,0.001174278
415717,19039,0.02829811
415717,19049,2.74631E-05
415717,19049,0.001555555
415718,19039,0.009246544
415718,19039,0.00817697
415718,19049,0.004357097
415718,19049,0.004467994
415719,19009,0.000794807
415719,19039,0.000569807
415719,19039,0.000678891
415719,19039,0.003291874
415719,19049,0.000128111
415719,19049,0.009375819
415719,19049,0.002311147
415720,19009,0.005506628
415720,19009,0.000862256
415720,19009,0.006985981
415720,19049,0.000739005
415720,19049,2.28219E-05
415720,19049,0.001495679
415721,19009,0.009062971
415721,19009,0.000413256
415721,19049,0.000125045
415722,19009,3.69099E-05
415722,19049,0.000723119
415728,19009,0.000859893
415729,19009,0.005739102
415730,19009,0.006543339
415731,19009,0.014021786
415731,19009,0.000597039
415732,19009,0.007598498
415733,19009,0.002728859
415734,19009,0.012760915
415734,19042,0.003355024
415735,19009,0.002849086
415735,19009,0.005768899
415735,19042,0.001391448
415735,19042,0.002472721
415735,19042,0.001942531
415736,19042,0.015132056
415737,19022,0.007480862
415737,19042,0.00054858
415737,19042,0.005056556
416747,05027,0.004851885
416748,05027,0.004813229
416749,05027,0.003984938
416750,05027,0.000325487
416750,05027,0.00087992
416751,05027,0.004426566
416751,05027,0.000425843
416752,05027,0.000107552
416752,05027,0.001022418
416753,05027,0.004313126
416754,05027,0.002025868
416755,05027,0.004254321
416755,05027,0.000357811
416756,05027,0.002139537
416756,05027,0.002712872
416757,05027,0.001425602
416757,05027,0.003200057
416757,05027,0.00022675
416758,05027,0.001646166
416758,05027,0.002261179
416758,05027,0.000903551
416758,05027,1.28417E-05
416758,05027,2.86717E-05
416759,05004,0.00034106
416759,05004,0.000102296
416759,05027,8.91518E-06
416759,05027,1.13421E-08
416759,05027,0.001830794
416759,05027,0.002718537
416760,05004,0.000456205
416760,05004,0.000381738
416760,05027,0.000931764
416760,05027,0.001624857
416760,05027,0.001739842
416761,05027,0.003177184
416761,05027,0.000340652
416761,05027,1.1428E-05
416761,05027,0.001323145
416762,05027,0.001952647
416762,05027,0.000489077
416762,05027,0.002410685
416763,05027,0.004701358
416763,05027,3.91725E-05
416763,19048,0.000234337
416764,05027,0.002586006
416764,05027,0.000690391
416764,19048,0.003301067
416765,05027,0.001894305
416765,05027,0.000358905
416765,19048,0.005444206
416766,05027,0.000724342
416766,05027,9.19818E-05
416766,19048,0.006990957
416766,19048,0.001462908
416767,19048,0.001041757
416767,19048,0.001692587
416767,19048,0.000684924
416767,19048,0.006744445
416768,19048,0.003789698
416768,19048,0.000235643
416768,19048,0.002057289
416768,19048,0.004081083
416769,19048,0.001914991
416769,19048,0.008121647
416769,19048,9.29456E-05
416769,19048,3.41295E-05
416770,19048,0.00617993
416770,19048,0.003983783
416771,19048,0.000864065
416771,19048,0.009299648
416772,19048,0.001915494
416772,19048,0.008248219
416773,19039,0.00131984
416773,19048,0.001232235
416773,19048,0.003738543
416773,19048,0.004915463
416774,19039,0.028900078
416774,19039,2.57109E-05
416774,19048,0.003253208
416774,19048,0.000461696
416774,19048,0.000367692
416775,19039,0.0336356
