GRIDCODE,LONG,LATITUDE,Huso,POB,UTMX,UTMY,UTMZ
403014,-100.092342,25.179448,6,0,2691321.77420,1460649.06160,14
403015,-100.062433,25.179083,6,0,2694321.77420,1460649.06160,14
403016,-100.032524,25.178713,6,0,2697321.77420,1460649.06160,14
403017,-100.002615,25.178337,6,0,2700321.77420,1460649.06160,14
403018,-99.972706,25.177955,6,5,2703321.77420,1460649.06160,14
403019,-99.942797,25.177567,6,28,2706321.77420,1460649.06160,14
403020,-99.912889,25.177174,6,221,2709321.77420,1460649.06160,14
403021,-99.882981,25.176775,6,567,2712321.77420,1460649.06160,14
403022,-99.853073,25.17637,6,6412,2715321.77420,1460649.06160,14
403023,-99.823165,25.17596,6,16545,2718321.77420,1460649.06160,14
403024,-99.793258,25.175544,6,2618,2721321.77420,1460649.06160,14
403025,-99.76335,25.175123,6,0,2724321.77420,1460649.06160,14
403026,-99.733443,25.174695,6,2,2727321.77420,1460649.06160,14
403027,-99.703536,25.174262,6,7,2730321.77420,1460649.06160,14
403028,-99.673629,25.173824,6,2,2733321.77420,1460649.06160,14
403029,-99.643722,25.173379,6,4,2736321.77420,1460649.06160,14
404039,-101.109151,25.215695,6,0,2589321.77420,1463649.06160,14
404040,-101.079231,25.215523,6,12,2592321.77420,1463649.06160,14
404041,-101.049312,25.215345,6,18,2595321.77420,1463649.06160,14
404042,-101.019392,25.215162,6,0,2598321.77420,1463649.06160,14
404043,-100.989473,25.214973,6,2,2601321.77420,1463649.06160,14
404044,-100.959554,25.214779,6,1,2604321.77420,1463649.06160,14
404045,-100.929634,25.214578,6,0,2607321.77420,1463649.06160,14
404046,-100.899715,25.214372,6,0,2610321.77420,1463649.06160,14
404047,-100.869796,25.214161,6,4,2613321.77420,1463649.06160,14
404048,-100.839877,25.213943,6,1617,2616321.77420,1463649.06160,14
404049,-100.809958,25.21372,6,19,2619321.77420,1463649.06160,14
404050,-100.78004,25.213492,6,17,2622321.77420,1463649.06160,14
404051,-100.750121,25.213257,6,0,2625321.77420,1463649.06160,14
404052,-100.720203,25.213017,6,0,2628321.77420,1463649.06160,14
404053,-100.690284,25.212771,6,0,2631321.77420,1463649.06160,14
404054,-100.660366,25.21252,6,9,2634321.77420,1463649.06160,14
404055,-100.630448,25.212263,6,6,2637321.77420,1463649.06160,14
404056,-100.60053,25.212,6,290,2640321.77420,1463649.06160,14
404057,-100.570612,25.211732,6,0,2643321.77420,1463649.06160,14
404058,-100.540694,25.211458,6,0,2646321.77420,1463649.06160,14
404059,-100.510776,25.211178,6,98,2649321.77420,1463649.06160,14
404060,-100.480859,25.210892,6,241,2652321.77420,1463649.06160,14
404061,-100.450941,25.210601,6,0,2655321.77420,1463649.06160,14
404062,-100.421024,25.210304,6,0,2658321.77420,1463649.06160,14
404063,-100.391107,25.210002,6,8,2661321.77420,1463649.06160,14
404064,-100.36119,25.209694,6,1,2664321.77420,1463649.06160,14
404065,-100.331273,25.20938,6,0,2667321.77420,1463649.06160,14
404066,-100.301357,25.20906,6,0,2670321.77420,1463649.06160,14
404067,-100.27144,25.208735,6,0,2673321.77420,1463649.06160,14
404068,-100.241524,25.208404,6,0,2676321.77420,1463649.06160,14
404069,-100.211607,25.208068,6,264,2679321.77420,1463649.06160,14
404070,-100.181691,25.207726,6,16,2682321.77420,1463649.06160,14
404071,-100.151775,25.207378,6,28,2685321.77420,1463649.06160,14
404072,-100.121859,25.207024,6,0,2688321.77420,1463649.06160,14
404073,-100.091944,25.206665,6,0,2691321.77420,1463649.06160,14
404074,-100.062028,25.2063,6,0,2694321.77420,1463649.06160,14
404075,-100.032113,25.205929,6,0,2697321.77420,1463649.06160,14
