GRIDCODE,ID,furb,frural,FpoT, PobUrb, PobR,PobU+R, PobT
0,frac,,,,,,,
429481,19010,0,0.00522,0.005219985,0,84,84,16092
429482,19010,0,0.0002486,0.000248571,0,4,4,16092
429482,19021,0.0000307,0,3.07E-05,11,0,11,357937
429482,19045,0.0967544,0,0.09675444,3160,0,3160,32660
429483,19006,0.0044576,0.0000153,0.004472935,2333,8,2341,523370
429484,19025,0,0.0000724,7.24E-05,0,4,4,55213
429484,19006,0.0005828,0,0.000582762,305,0,305,523370
429485,19025,0,0.0029522,0.002952203,0,163,163,55213
429487,19025,0,0.0005434,0.00054335,0,30,30,55213
429488,19025,0.0067194,0.0009237,0.007643128,371,51,422,55213
429489,19025,0,0.0000906,9.06E-05,0,5,5,55213
429489,19034,0,0.0010933,0.001093294,0,6,6,5488
429490,19034,0,0.0007289,0.000728863,0,4,4,5488
429491,19034,0.0708819,0.2705904,0.341472303,389,1485,1874,5488
429492,19034,0,0.0112974,0.011297376,0,62,62,5488
429493,19016,0.2278027,0.0035874,0.231390135,762,12,774,3345
429494,19016,0.3976084,0.0023916,0.4,1330,8,1338,3345
429495,19016,0,0.0014948,0.001494768,0,5,5,3345
429497,19016,0,0.0005979,0.000597907,0,2,2,3345
429498,19016,0,0.0080717,0.008071749,0,27,27,3345
429499,19016,0,0.1237668,0.123766816,0,414,414,3345
429500,19016,0,0.0505232,0.050523169,0,169,169,3345
429501,19016,0,0.0026906,0.002690583,0,9,9,3345
429503,19042,0,0.0451577,0.045157679,0,242,242,5359
429504,19042,0,0.0151148,0.01511476,0,81,81,5359
430522,5027,0,0.0011794,0.001179417,0,89,89,75461
430528,19018,0,0.0001114,0.000111368,0,16,16,143668
430529,19018,0,0.0000557,5.57E-05,0,8,8,143668
430541,19045,0.0452541,0.0067361,0.051990202,1478,220,1698,32660
430542,19025,0,0.0001087,0.00010867,0,6,6,55213
430542,19045,0.0030925,0.0148806,0.017973056,101,486,587,32660
430543,19025,0,0.0000543,5.43E-05,0,3,3,55213
430544,19025,0,0.0001811,0.000181117,0,10,10,55213
430545,19025,0.5035589,0.0009418,0.504500752,27803,52,27855,55213
430546,19025,0.0292866,0.0009418,0.030228388,1617,52,1669,55213
430547,19025,0.1405647,0.0017025,0.14226722,7761,94,7855,55213
430548,19025,0,0.0015576,0.001557604,0,86,86,55213
430548,19034,0,0.0032799,0.003279883,0,18,18,5488
430549,19034,0.041363,0,0.041362974,227,0,227,5488
430550,19034,0.4480685,0.1005831,0.548651603,2459,552,3011,5488
430551,19034,0,0.0061953,0.006195335,0,34,34,5488
430552,19016,0,0.0026906,0.002690583,0,9,9,3345
430553,19016,0,0.006577,0.006576981,0,22,22,3345
430554,19016,0,0.0017937,0.001793722,0,6,6,3345
430555,19016,0,0.0014948,0.001494768,0,5,5,3345
430556,19016,0,0.0104634,0.010463378,0,35,35,3345
430557,19016,0,0.0026906,0.002690583,0,9,9,3345
430558,19016,0,0.0089686,0.00896861,0,30,30,3345
430559,19016,0,0.0017937,0.001793722,0,6,6,3345
430561,19042,0,0.0143684,0.014368352,0,77,77,5359
430562,19042,0,0.002799,0.00279903,0,15,15,5359
431573,5027,0,0.0001988,0.000198778,0,15,15,75461
431579,5027,0,0.0000133,1.33E-05,0,1,1,75461
431580,5027,0,0.0000398,3.98E-05,0,3,3,75461
431583,19018,0,0.0004176,0.00041763,0,60,60,143668
431586,19018,0,0.0007935,0.000793496,0,114,114,143668
431587,19018,0,0.0000626,6.26E-05,0,9,9,143668
431588,19018,0,0.0002506,0.000250578,0,36,36,143668
431594,19047,0,0.0001807,0.000180679,0,3,3,16604
431597,19010,0,0.0196992,0.019699229,0,317,317,16092
431598,19010,0.1365896,0.0003107,0.136900323,2198,5,2203,16092
431599,19010,0,0.0016779,0.001677852,0,27,27,16092
431599,19045,0,0.0001225,0.000122474,0,4,4,32660
431600,19045,0.0520514,0.0003062,0.052357624,1700,10,1710,32660
431601,19045,0.1919779,0.0007961,0.192774036,6270,26,6296,32660
431602,19012,0,0.0132512,0.013251244,0,325,325,24526
431602,19045,0,0.0151868,0.015186773,0,496,496,32660
431603,19012,0.0007339,0.0028133,0.003547256,18,69,87,24526
431603,19025,0.0002536,0.01525,0.015503595,14,842,856,55213
431604,19012,0.1095572,0.0003262,0.109883389,2687,8,2695,24526
431604,19025,0.2769457,0.0004347,0.277380327,15291,24,15315,55213
431605,19025,0.0114285,0.000489,0.011917483,631,27,658,55213
431606,19025,0.0028616,0.0001811,0.003042762,158,10,168,55213
431607,19025,0,0.0013403,0.001340264,0,74,74,55213
431609,19034,0,0.0005466,0.000546647,0,3,3,5488
431610,19028,0,0.0194479,0.01944793,0,31,31,1594
431610,19034,0,0.0063776,0.006377551,0,35,35,5488
431611,19028,0,0.0050188,0.005018821,0,8,8,1594
431612,19034,0,0.0010933,0.001093294,0,6,6,5488
431613,19016,0,0.000299,0.000298954,0,1,1,3345
431614,19016,0,0.000299,0.000298954,0,1,1,3345
431616,19016,0,0.0005979,0.000597907,0,2,2,3345
431618,19016,0,0.000299,0.000298954,0,1,1,3345
431619,19016,0,0.0005979,0.000597907,0,2,2,3345
431620,19016,0,0.006278,0.006278027,0,21,21,3345
432632,5027,0,0.0000133,1.33E-05,0,1,1,75461
432634,5027,0,0.0013649,0.001364943,0,103,103,75461
432637,5027,0,0.0000133,1.33E-05,0,1,1,75461
432638,5027,0,0.0154384,0.015438438,0,1165,1165,75461
432641,19037,0,0.0023866,0.002386635,0,13,13,5447
432642,19037,0,0.0005508,0.000550762,0,3,3,5447
432643,19018,0,0.000007,6.96E-06,0,1,1,143668
432644,19018,0,0.0000139,1.39E-05,0,2,2,143668
432646,19037,0,0.0154213,0.015421333,0,84,84,5447
432653,19047,0.0028909,0.0000602,0.002951096,48,1,49,16604
432654,19001,0,0.0136152,0.013615192,0,38,38,2791
432654,19047,0.0249338,0.0002409,0.025174657,414,4,418,16604
432655,19001,0.3342888,0.2719455,0.606234325,933,759,1692,2791
432655,19047,0.0032522,0,0.003252228,54,0,54,16604
432656,19001,0.3737012,0.0064493,0.380150484,1043,18,1061,2791
432656,19010,0.0442456,0.0002486,0.044494159,712,4,716,16092
432657,19010,0.413746,0.0003107,0.414056674,6658,5,6663,16092
432658,19045,0.0973668,0.0015003,0.098867116,3180,49,3229,32660
432659,19045,0.01188,0.0027863,0.014666258,388,91,479,32660
432660,19045,0,0.0045315,0.004531537,0,148,148,32660
432661,19012,0,0.0001631,0.000163092,0,4,4,24526
432662,19012,0.0008562,0.0014678,0.002324064,21,36,57,24526
432663,19012,0.2521814,0.0015901,0.253771508,6185,39,6224,24526
432664,19025,0,0.0005977,0.000597685,0,33,33,55213
432664,19012,0.001794,0,0.001794015,44,0,44,24526
432668,19028,0.1304893,0.0219573,0.152446675,208,35,243,1594
432669,19028,0,0.0194479,0.01944793,0,31,31,1594
432670,19028,0,0.0012547,0.001254705,0,2,2,1594
432678,19016,0,0.0020927,0.002092676,0,7,7,3345
433691,5027,0,0.0000133,1.33E-05,0,1,1,75461
433709,19037,0,0.0003672,0.000367175,0,2,2,5447
433712,19047,0.2720429,0,0.272042881,4517,0,4517,16604
433713,19047,0.6398458,0,0.63984582,10624,0,10624,16604
433714,19047,0.0009636,0,0.000963623,16,0,16,16604
433717,19045,0.0534599,0,0.05345989,1746,0,1746,32660
433718,19045,0.2629822,0.002572,0.265554195,8589,84,8673,32660
433719,19045,0,0.0024189,0.002418861,0,79,79,32660
433720,19012,0,0.0005708,0.000570823,0,14,14,24526
433720,19045,0,0.0000306,3.06E-05,0,1,1,32660
433721,19012,0,0.0017532,0.001753241,0,43,43,24526
433722,19012,0.4947403,0.002161,0.496901248,12134,53,12187,24526
433723,19012,0.0239746,0.0020794,0.026053984,588,51,639,24526
433724,19025,0,0.0000181,1.81E-05,0,1,1,55213
433727,19028,0.7867001,0.0031368,0.789836888,1254,5,1259,1594
433729,19028,0,0.0037641,0.003764115,0,6,6,1594
433737,19016,0,0.0005979,0.000597907,0,2,2,3345
433738,19011,0,0.0120942,0.012094208,0,95,95,7855
433739,19011,0,0.0002546,0.000254615,0,2,2,7855
434755,5027,0,0.0012059,0.001205921,0,91,91,75461
434757,19037,0,0.014687,0.014686984,0,80,80,5447
434760,19037,0,0.0189095,0.018909491,0,103,103,5447
434768,19037,0.0290068,0,0.029006793,158,0,158,5447
434769,19037,0.7754728,0,0.775472737,4224,0,4224,5447
434770,19037,0.0207454,0.006242,0.026987332,113,34,147,5447
434771,19047,0.0074079,0.0022284,0.009636232,123,37,160,16604
434772,19047,0.0438449,0,0.043844857,728,0,728,16604
434775,19045,0,0.0001225,0.000122474,0,4,4,32660
434776,19045,0,0.0018677,0.001867728,0,61,61,32660
434777,19045,0,0.0156767,0.015676669,0,512,512,32660
434778,19045,0,0.0001225,0.000122474,0,4,4,32660
434780,19012,0,0.0006116,0.000611596,0,15,15,24526
434781,19012,0.0000408,0.0005708,0.000611596,1,14,15,24526
434782,19012,0.0870913,0.0004485,0.087539754,2136,11,2147,24526
434783,19012,0,0.0001631,0.000163092,0,4,4,24526
434785,19028,0,0.0006274,0.000627353,0,1,1,1594
434797,19011,0,0.0002546,0.000254615,0,2,2,7855
434798,19011,0,0.0002546,0.000254615,0,2,2,7855
435811,5027,0,0.0001193,0.000119267,0,9,9,75461
435815,5027,0,0.0005433,0.000543327,0,41,41,75461
435823,19037,0,0.0005508,0.000550762,0,3,3,5447
435824,19037,0,0.0011015,0.001101524,0,6,6,5447
435827,19037,0,0.0124839,0.012483936,0,68,68,5447
435831,19047,0,0.001867,0.00186702,0,31,31,16604
435832,19047,0,0.0001807,0.000180679,0,3,3,16604
435834,19045,0,0.0000612,6.12E-05,0,2,2,32660
435835,19045,0,0.0021433,0.002143295,0,70,70,32660
435836,19045,0,0.001929,0.001928965,0,63,63,32660
435837,19012,0,0.0000815,8.15E-05,0,2,2,24526
435837,19045,0,0.0002143,0.000214329,0,7,7,32660
435841,19045,0,0.0000612,6.12E-05,0,2,2,32660
435842,19012,0,0.000897,0.000897007,0,22,22,24526
435842,19028,0,0.0018821,0.001882058,0,3,3,1594
435845,19028,0,0.0006274,0.000627353,0,1,1,1594
435853,19011,0,0.0002546,0.000254615,0,2,2,7855
435854,19011,0,0.0002546,0.000254615,0,2,2,7855
435855,19011,0,0.0003819,0.000381922,0,3,3,7855
435857,19011,0,0.0002546,0.000254615,0,2,2,7855
435858,19011,0,0.0002546,0.000254615,0,2,2,7855
436879,19037,0,0.0005508,0.000550762,0,3,3,5447
436882,19037,0,0.0001836,0.000183587,0,1,1,5447
436885,19037,0,0.0005508,0.000550762,0,3,3,5447
436893,19045,0,0.0007655,0.000765462,0,25,25,32660
436894,19045,0,0.0501531,0.050153092,0,1638,1638,32660
436895,19045,0,0.0000306,3.06E-05,0,1,1,32660
436896,19045,0,0.0001531,0.000153092,0,5,5,32660
436897,19045,0,0.0001225,0.000122474,0,4,4,32660
436901,19045,0,0.0002756,0.000275566,0,9,9,32660
436908,19011,0,0.0003819,0.000381922,0,3,3,7855
436914,19011,0,0.0005092,0.00050923,0,4,4,7855
436915,19011,0,0.0015277,0.001527689,0,12,12,7855
436916,19011,0,0.0010185,0.00101846,0,8,8,7855
436917,19011,0,0.0044558,0.004455761,0,35,35,7855
437937,19037,0,0.0005508,0.000550762,0,3,3,5447
437942,19037,0,0.0001836,0.000183587,0,1,1,5447
437951,19045,0,0.0002756,0.000275566,0,9,9,32660
437952,19045,0,0.0009798,0.000979792,0,32,32,32660
437953,19045,0,0.0010104,0.00101041,0,33,33,32660
437954,19045,0,0.001286,0.001285977,0,42,42,32660
437955,19045,0,0.0007655,0.000765462,0,25,25,32660
437956,19045,0,0.0011329,0.001132884,0,37,37,32660
437960,19045,0,0.0001225,0.000122474,0,4,4,32660
437962,19028,0,0.0012547,0.001254705,0,2,2,1594
437969,19011,0,0.0001273,0.000127307,0,1,1,7855
437975,19011,0,0.0030554,0.003055379,0,24,24,7855
437976,19011,0.2402292,0.0011458,0.24137492,1887,9,1896,7855
438987,5027,0,0.0017492,0.001749248,0,132,132,75461
438989,5027,0,0.0001988,0.000198778,0,15,15,75461
438992,19037,0,0.0003672,0.000367175,0,2,2,5447
438994,19037,0,0.0016523,0.001652286,0,9,9,5447
438996,19037,0,0.0069763,0.006976317,0,38,38,5447
438998,19037,0,0.0003672,0.000367175,0,2,2,5447
439000,19037,0,0.003121,0.003120984,0,17,17,5447
439006,19047,0,0.0000602,6.02E-05,0,1,1,16604
439009,19045,0,0.0023882,0.002388242,0,78,78,32660
439010,19045,0,0.0003062,0.000306185,0,10,10,32660
439011,19045,0,0.0032456,0.00324556,0,106,106,32660
439012,19045,0,0.0013166,0.001316595,0,43,43,32660
439014,19045,0,0.0001531,0.000153092,0,5,5,32660
439015,19045,0,0.0180955,0.01809553,0,591,591,32660
439017,19045,0,0.0000919,9.19E-05,0,3,3,32660
439018,19045,0,0.0003674,0.000367422,0,12,12,32660
439020,19028,0,0.0006274,0.000627353,0,1,1,1594
439028,19011,0,0.0001273,0.000127307,0,1,1,7855
439030,19011,0,0.0001273,0.000127307,0,1,1,7855
439033,19011,0,0.0006365,0.000636537,0,5,5,7855
439034,19011,0.00331,0.0001273,0.003437301,26,1,27,7855
439035,19011,0.3481859,0.0039465,0.3521324,2735,31,2766,7855
440053,19037,0,0.0001836,0.000183587,0,1,1,5447
440054,19037,0,0.0003672,0.000367175,0,2,2,5447
440056,19037,0,0.0005508,0.000550762,0,3,3,5447
440067,19045,0,0.0006736,0.000673607,0,22,22,32660
440070,19045,0,0.007226,0.007225964,0,236,236,32660
440071,19045,0,0.000643,0.000642988,0,21,21,32660
440074,19045,0,0.012278,0.012278016,0,401,401,32660
440075,19045,0,0.0000919,9.19E-05,0,3,3,32660
440076,19045,0,0.0001225,0.000122474,0,4,4,32660
440078,19045,0,0.0002449,0.000244948,0,8,8,32660
440079,19045,0,0.0003674,0.000367422,0,12,12,32660
440080,19028,0,0.0012547,0.001254705,0,2,2,1594
440080,19045,0,0.0000612,6.12E-05,0,2,2,32660
440081,19028,0,0.0018821,0.001882058,0,3,3,1594
440082,19028,0,0.0006274,0.000627353,0,1,1,1594
440085,19011,0,0.0001273,0.000127307,0,1,1,7855
440089,19011,0,0.0001273,0.000127307,0,1,1,7855
440090,19011,0,0.0001273,0.000127307,0,1,1,7855
440091,19011,0,0.0008912,0.000891152,0,7,7,7855
440092,19011,0,0.0005092,0.00050923,0,4,4,7855
440094,19011,0,0.0011458,0.001145767,0,9,9,7855
441111,19037,0,0.0003672,0.000367175,0,2,2,5447
441113,19037,0,0.0027538,0.002753809,0,15,15,5447
441116,19037,0,0.0016523,0.001652286,0,9,9,5447
441125,19045,0,0.0010104,0.00101041,0,33,33,32660
441126,19045,0,0.0001531,0.000153092,0,5,5,32660
441132,19045,0,0.0005511,0.000551133,0,18,18,32660
441133,19045,0,0.0005205,0.000520514,0,17,17,32660
441137,19045,0,0.0001531,0.000153092,0,5,5,32660
441138,19045,0,0.0001225,0.000122474,0,4,4,32660
441150,19011,0,0.0006365,0.000636537,0,5,5,7855
441151,19011,0,0.0017823,0.001782304,0,14,14,7855
441152,19011,0,0.0019096,0.001909612,0,15,15,7855
441153,19011,0,0.0017823,0.001782304,0,14,14,7855
442164,5027,0,0.0005301,0.000530075,0,40,40,75461
442169,19037,0,0.0011015,0.001101524,0,6,6,5447
442175,19037,0,0.0086286,0.008628603,0,47,47,5447
442178,19037,0,0.0001836,0.000183587,0,1,1,5447
442182,19045,0,0.0000306,3.06E-05,0,1,1,32660
442183,19045,0,0.0001225,0.000122474,0,4,4,32660
442184,19045,0,0.0001225,0.000122474,0,4,4,32660
442188,19045,0,0.0001225,0.000122474,0,4,4,32660
442191,19045,0,0.0000612,6.12E-05,0,2,2,32660
442193,19045,0,0.0000919,9.19E-05,0,3,3,32660
442194,19045,0,0.0003674,0.000367422,0,12,12,32660
442195,19045,0,0.0001531,0.000153092,0,5,5,32660
442196,19045,0,0.0000919,9.19E-05,0,3,3,32660
442199,19045,0,0.0001837,0.000183711,0,6,6,32660
442209,19011,0,0.0001273,0.000127307,0,1,1,7855
442210,19011,0,0.0006365,0.000636537,0,5,5,7855
442211,19011,0,0.0094208,0.009420751,0,74,74,7855
442212,19011,0,0.0002546,0.000254615,0,2,2,7855
443234,19037,0,0.0060584,0.006058381,0,33,33,5447
443236,19037,0,0.0001836,0.000183587,0,1,1,5447
443240,19037,0,0.0009179,0.000917936,0,5,5,5447
443242,19037,0,0.0007343,0.000734349,0,4,4,5447
443242,19045,0,0.0000612,6.12E-05,0,2,2,32660
443247,19045,0,0.0000919,9.19E-05,0,3,3,32660
443251,19045,0,0.001041,0.001041029,0,34,34,32660
443259,19045,0,0.0000612,6.12E-05,0,2,2,32660
443269,19011,0,0.0014004,0.001400382,0,11,11,7855
443270,19011,0,0.0006365,0.000636537,0,5,5,7855
443271,19011,0,0.0008912,0.000891152,0,7,7,7855
444295,19037,0,0.0011015,0.001101524,0,6,6,5447
444300,19037,0,0.0003672,0.000367175,0,2,2,5447
444314,19045,0,0.0001225,0.000122474,0,4,4,32660
444315,19045,0,0.0000919,9.19E-05,0,3,3,32660
444316,19045,0,0.0001225,0.000122474,0,4,4,32660
444326,19002,0,0.0027624,0.002762431,0,4,4,1448
444327,19002,0,0.2154696,0.215469613,0,312,312,1448
444328,19002,0,0.0048343,0.004834254,0,7,7,1448
444329,19002,0,0.0013812,0.001381215,0,2,2,1448
445340,5006,0,0.0472581,0.047258136,0,106,106,2243
445340,19037,0,0.0475491,0.04754911,0,259,259,5447
445342,19037,0,0.0005508,0.000550762,0,3,3,5447
445359,19037,0,0.0007343,0.000734349,0,4,4,5447
445364,19045,0,0.0003368,0.000336803,0,11,11,32660
445380,19002,0,0.0020718,0.002071823,0,3,3,1448
445382,19002,0,0.0559392,0.055939227,0,81,81,1448
445384,19002,0,0.1194751,0.119475138,0,173,173,1448
445386,19002,0,0.0062155,0.00621547,0,9,9,1448
445387,19002,0,0.0062155,0.00621547,0,9,9,1448
446417,19037,0,0.0005508,0.000550762,0,3,3,5447
446423,19045,0,0.0002143,0.000214329,0,7,7,32660
446427,19051,0,0.0008326,0.000832639,0,1,1,1201
446433,19045,0,0.0000306,3.06E-05,0,1,1,32660
446437,19044,0,0.0019036,0.001903608,0,66,66,34671
446438,19002,0,0.0013812,0.001381215,0,2,2,1448
446440,19002,0,0.0379834,0.037983425,0,55,55,1448
446442,19002,0,0.0069061,0.006906077,0,10,10,1448
446445,19002,0,0.0414365,0.041436464,0,60,60,1448
446447,19002,0,0.0110497,0.011049724,0,16,16,1448
446448,19002,0,0.0020718,0.002071823,0,3,3,1448
447461,19037,0,0.0038553,0.003855333,0,21,21,5447
447463,19037,0,0.0016523,0.001652286,0,9,9,5447
447482,19045,0,0.0000306,3.06E-05,0,1,1,32660
447491,19044,0,0.0000577,5.77E-05,0,2,2,34671
447492,19044,0,0.0003173,0.000317268,0,11,11,34671
447493,19044,0,0.0001442,0.000144213,0,5,5,34671
447496,19044,0,0.0000288,2.88E-05,0,1,1,34671
447499,19002,0,0.0041436,0.004143646,0,6,6,1448
447500,19002,0,0.0400552,0.040055249,0,58,58,1448
447502,19002,0,0.0006906,0.000690608,0,1,1,1448
447505,19002,0,0.0006906,0.000690608,0,1,1,1448
447506,19002,0,0.0048343,0.004834254,0,7,7,1448
448523,19037,0,0.0003672,0.000367175,0,2,2,5447
448525,19037,0,0.0003672,0.000367175,0,2,2,5447
448540,19045,0,0.0001531,0.000153092,0,5,5,32660
448541,19045,0,0.0001225,0.000122474,0,4,4,32660
448541,19051,0,0.0016653,0.001665279,0,2,2,1201
448544,19051,0,0.0008326,0.000832639,0,1,1,1201
448550,19044,0,0.0000865,8.65E-05,0,3,3,34671
448551,19044,0,0.0001731,0.000173055,0,6,6,34671
448552,19044,0,0.001096,0.001096017,0,38,38,34671
448553,19044,0,0.0000865,8.65E-05,0,3,3,34671
448554,19044,0,0.0000288,2.88E-05,0,1,1,34671
448555,19044,0,0.0039803,0.003980272,0,138,138,34671
448556,19002,0,0.1325967,0.132596685,0,192,192,1448
448558,19002,0,0.0407459,0.040745856,0,59,59,1448
448559,19002,0,0.0006906,0.000690608,0,1,1,1448
448565,19002,0,0.0020718,0.002071823,0,3,3,1448
449582,19037,0,0.0001836,0.000183587,0,1,1,5447
449593,19037,0,0.0011015,0.001101524,0,6,6,5447
449602,19051,0,0.0008326,0.000832639,0,1,1,1201
449604,19051,0,0.0033306,0.003330558,0,4,4,1201
449608,19044,0,0.0001154,0.00011537,0,4,4,34671
449609,19044,0,0.0001731,0.000173055,0,6,6,34671
449613,19044,0,0.0002596,0.000259583,0,9,9,34671
449614,19044,0,0.0000577,5.77E-05,0,2,2,34671
449615,19044,0,0.0000865,8.65E-05,0,3,3,34671
449616,19050,0,0.0022239,0.00222387,0,3,3,1349
449617,19002,0,0.0027624,0.002762431,0,4,4,1448
449618,19002,0,0.0020718,0.002071823,0,3,3,1448
449620,19002,0,0.1685083,0.168508287,0,244,244,1448
450640,19037,0,0.0027538,0.002753809,0,15,15,5447
450652,19037,0,0.0005508,0.000550762,0,3,3,5447
450657,19051,0,0.5362198,0.536219817,0,644,644,1201
450658,19051,0,0.1190674,0.119067444,0,143,143,1201
450660,19051,0,0.0016653,0.001665279,0,2,2,1201
450662,19051,0,0.0024979,0.002497918,0,3,3,1201
450668,19044,0,0.0000288,2.88E-05,0,1,1,34671
450673,19050,0,0.0022239,0.00222387,0,3,3,1349
450675,19050,0,0.0029652,0.002965159,0,4,4,1349
450677,19050,0,0.0103781,0.010378058,0,14,14,1349
451696,19037,0,0.0003672,0.000367175,0,2,2,5447
451706,19037,0,0.0001836,0.000183587,0,1,1,5447
451710,19037,0,0.0003672,0.000367175,0,2,2,5447
451717,19051,0,0.0016653,0.001665279,0,2,2,1201
451725,19044,0,0.0002019,0.000201898,0,7,7,34671
451726,19044,0,0.0002307,0.00023074,0,8,8,34671
451729,19044,0,0.0000288,2.88E-05,0,1,1,34671
451731,19050,0,0.0022239,0.00222387,0,3,3,1349
451732,19050,0,0.0029652,0.002965159,0,4,4,1349
451734,19050,0,0.0415122,0.041512231,0,56,56,1349
451735,19050,0,0.0014826,0.00148258,0,2,2,1349
451738,19050,0,0.0014826,0.00148258,0,2,2,1349
451740,19040,0,0.0934959,0.093495935,0,23,23,246
452783,19044,0,0.0002307,0.00023074,0,8,8,34671
452784,19044,0.0050763,0,0.005076289,176,0,176,34671
452785,19044,0,0.0000577,5.77E-05,0,2,2,34671
452786,19044,0,0.0001154,0.00011537,0,4,4,34671
452790,19050,0,0.0029652,0.002965159,0,4,4,1349
452791,19050,0,0.028169,0.028169014,0,38,38,1349
452794,19050,0,0.0022239,0.00222387,0,3,3,1349
452798,19050,0,0.0007413,0.00074129,0,1,1,1349
452799,19040,0,0.004065,0.004065041,0,1,1,246
452800,19040,0,0.004065,0.004065041,0,1,1,246
