GRIDCODE,ID,furb,frural,FpoT, PobUrb, PobR,PobU+R, PobT
0,frac,,,,,,,
415691,5027,0,0.000106,0.000106015,0,8,8,75461
415692,5027,0,0.0013119,0.001311936,0,99,99,75461
415692,5030,0,0,0,0,0,0,725123
415693,5027,0.0440227,0,0.04402274,3322,0,3322,75461
415693,5030,0.0019679,0,0.001967942,1427,0,1427,725123
415694,5027,0.2440201,0.0003711,0.244391142,18414,28,18442,75461
415694,5030,0.0000248,0,2.48E-05,18,0,18,725123
415695,5027,0,0.0002783,0.000278289,0,21,21,75461
415696,5027,0,0.0012854,0.001285432,0,97,97,75461
415701,5004,0,0.0001774,0.000177431,0,4,4,22544
415702,5004,0,0.0002661,0.000266146,0,6,6,22544
415704,5004,0,0.0000444,4.44E-05,0,1,1,22544
415710,19048,0,0.0000074,7.44E-06,0,2,2,268955
415711,19048,0,0.0000186,1.86E-05,0,5,5,268955
415713,19048,0,0.0000037,3.72E-06,0,1,1,268955
415717,19039,0.0002941,0.0000053,0.000299414,334,6,340,1135550
415718,19039,0.0004007,0,0.000400687,455,0,455,1135550
415718,19049,0.0143814,0,0.014381378,582,0,582,40469
415719,19039,0.000007,0,7.05E-06,8,0,8,1135550
415719,19049,0.0366948,0,0.036694754,1485,0,1485,40469
415720,19009,0,0.0021632,0.002163225,0,187,187,86445
415721,19009,0,0.0004396,0.000439586,0,38,38,86445
415722,19009,0,0.0007635,0.000763491,0,66,66,86445
415723,19009,0,0.0007172,0.000717219,0,62,62,86445
415724,19009,0,0.003748,0.003748048,0,324,324,86445
415725,19009,0,0.0023946,0.002394586,0,207,207,86445
415726,19009,0,0.0032391,0.003239054,0,280,280,86445
415727,19009,0,0.0014691,0.001469142,0,127,127,86445
415728,19009,0,0.0022673,0.002267338,0,196,196,86445
415729,19009,0,0.0001157,0.00011568,0,10,10,86445
415730,19009,0,0.0000347,3.47E-05,0,3,3,86445
415732,19009,0,0.0040372,0.004037249,0,349,349,86445
415733,19009,0,0.0003586,0.00035861,0,31,31,86445
415734,19009,0,0.0000116,1.16E-05,0,1,1,86445
415735,19042,0,0.0014928,0.001492816,0,8,8,5359
416747,5027,0,0.0000133,1.33E-05,0,1,1,75461
416748,5027,0,0.0000663,6.63E-05,0,5,5,75461
416749,5027,0,0.0001988,0.000198778,0,15,15,75461
416750,5027,0,0.0051815,0.005181484,0,391,391,75461
416751,5027,0.0226077,0,0.022607705,1706,0,1706,75461
416752,5027,0.2354064,0.0001325,0.235538888,17764,10,17774,75461
416753,5027,0.1167093,0,0.116709294,8807,0,8807,75461
416754,5027,0,0.0000133,1.33E-05,0,1,1,75461
416755,5027,0,0.0002385,0.000238534,0,18,18,75461
416760,5027,0,0.000053,5.30E-05,0,4,4,75461
416763,5027,0,0.0000133,1.33E-05,0,1,1,75461
416766,19048,0,0.0000521,5.21E-05,0,14,14,268955
416768,19048,0,0.0001301,0.000130133,0,35,35,268955
416771,19048,0,0.0000074,7.44E-06,0,2,2,268955
416776,19039,0.0005293,0.000007,0.000536304,601,8,609,1135550
416777,19039,0.0024217,0,0.002421734,2750,0,2750,1135550
416778,19039,0.0000828,0,8.28E-05,94,0,94,1135550
416778,19049,0,0,0,0,0,0,40469
416779,19009,0,0.0001851,0.000185089,0,16,16,86445
416780,19009,0,0.000081,8.10E-05,0,7,7,86445
416780,19031,0,0.0006382,0.000638207,0,164,164,256970
416781,19031,0,0.0008289,0.000828891,0,213,213,256970
416782,19009,0,0.0019897,0.001989704,0,172,172,86445
416782,19031,0,0.0000428,4.28E-05,0,11,11,256970
416783,19009,0,0.0017815,0.00178148,0,154,154,86445
416784,19009,0,0.0058072,0.005807161,0,502,502,86445
416785,19009,0,0.0036208,0.003620799,0,313,313,86445
416786,19009,0,0.0016311,0.001631095,0,141,141,86445
416787,19009,0,0.0006131,0.000613107,0,53,53,86445
416788,19009,0,0.0003123,0.000312337,0,27,27,86445
416789,19009,0,0.0172364,0.017236393,0,1490,1490,86445
416790,19009,0,0.00391,0.003910001,0,338,338,86445
416791,19009,0,0.0073457,0.007345711,0,635,635,86445
416792,19009,0,0.0047545,0.004754468,0,411,411,86445
416794,19042,0,0.0020526,0.002052622,0,11,11,5359
416795,19042,0,0.0026124,0.002612428,0,14,14,5359
417807,5027,0,0.0002253,0.000225282,0,17,17,75461
417808,5027,0,0.000106,0.000106015,0,8,8,75461
417810,5027,0.0047839,0,0.004783928,361,0,361,75461
417811,5027,0.2027537,0.0001193,0.202873007,15300,9,15309,75461
417812,5027,0.0116617,0.0001855,0.011847179,880,14,894,75461
417813,5027,0,0.0002253,0.000225282,0,17,17,75461
417814,5027,0,0.0001193,0.000119267,0,9,9,75461
417815,5027,0,0.0018288,0.001828759,0,138,138,75461
417822,5027,0,0.0000265,2.65E-05,0,2,2,75461
417822,19048,0,0.0000112,1.12E-05,0,3,3,268955
417829,19048,0,0.0000074,7.44E-06,0,2,2,268955
417833,19039,0.0001383,0,0.000138259,157,0,157,1135550
417834,19039,0.0016573,0,0.001657347,1882,0,1882,1135550
417835,19039,0.0047897,0,0.004789749,5439,0,5439,1135550
417836,19039,0.0003478,0,0.000347849,395,0,395,1135550
417837,19031,0,0.0000195,1.95E-05,0,5,5,256970
417838,19031,0,0.0018095,0.00180955,0,465,465,256970
417839,19031,0,0.0009612,0.000961202,0,247,247,256970
417840,19009,0,0.0001388,0.000138817,0,12,12,86445
417840,19031,0,0.0000039,3.89E-06,0,1,1,256970
417841,19009,0,0.0001504,0.000150385,0,13,13,86445
417842,19009,0.0893285,0.000081,0.089409451,7722,7,7729,86445
417843,19009,0.0231014,0.001099,0.024200359,1997,95,2092,86445
417844,19009,0.0246631,0.0000463,0.024709353,2132,4,2136,86445
417845,19009,0,0.0032622,0.00326219,0,282,282,86445
417848,19009,0,0.0041761,0.004176066,0,361,361,86445
417849,19009,0,0.0007519,0.000751923,0,65,65,86445
417852,19042,0,0.000933,0.00093301,0,5,5,5359
417853,19042,0,0.0007464,0.000746408,0,4,4,5359
417855,19042,0,0.0001866,0.000186602,0,1,1,5359
418865,5027,0,0.0000795,7.95E-05,0,6,6,75461
418866,5027,0,0.0004903,0.00049032,0,37,37,75461
418867,5027,0,0.0003048,0.000304793,0,23,23,75461
418871,5027,0,0.001789,0.001789004,0,135,135,75461
418872,5027,0,0.010575,0.010574999,0,798,798,75461
418873,5027,0,0.000318,0.000318045,0,24,24,75461
418876,5027,0,0.0000398,3.98E-05,0,3,3,75461
418887,19048,0,0.0000855,8.55E-05,0,23,23,268955
418888,19048,0,0.0000669,6.69E-05,0,18,18,268955
418892,19039,0.0002739,0.0000211,0.000295011,311,24,335,1135550
418893,19039,0.0139404,0,0.013940381,15830,0,15830,1135550
418894,19039,0.020428,0,0.020427986,23197,0,23197,1135550
418896,19031,0,0.0075612,0.007561194,0,1943,1943,256970
418897,19031,0.0032533,0.0043585,0.007611783,836,1120,1956,256970
418898,19031,0.0000078,0.0003269,0.000334669,2,84,86,256970
418900,19009,0,0.0010874,0.001087397,0,94,94,86445
418901,19009,0.1619527,0.0000463,0.161998959,14000,4,14004,86445
418902,19009,0.3278038,0,0.327803806,28337,0,28337,86445
418903,19009,0.057204,0.0000925,0.057296547,4945,8,4953,86445
418904,19009,0,0.0006247,0.000624675,0,54,54,86445
418905,19009,0,0.0000463,4.63E-05,0,4,4,86445
418906,19009,0,0.0015154,0.001515414,0,131,131,86445
418909,19009,0,0.0015733,0.001573255,0,136,136,86445
418910,19009,0,0.0000347,3.47E-05,0,3,3,86445
418911,19042,0,0.0003732,0.000373204,0,2,2,5359
419924,5027,0,0.0024648,0.002464849,0,186,186,75461
419925,5027,0,0.0026106,0.00261062,0,197,197,75461
419926,5027,0,0.0001193,0.000119267,0,9,9,75461
419927,5027,0,0.0000928,9.28E-05,0,7,7,75461
419930,5027,0,0.0001458,0.000145771,0,11,11,75461
419931,5027,0,0.0000928,9.28E-05,0,7,7,75461
419933,5027,0,0.0034057,0.003405733,0,257,257,75461
419934,5027,0,0.0047839,0.004783928,0,361,361,75461
419937,19048,0,0.0000037,3.72E-06,0,1,1,268955
419944,19048,0,0.0000112,1.12E-05,0,3,3,268955
419945,19048,0,0.0000967,9.67E-05,0,26,26,268955
419946,19048,0,0.000725,0.000725028,0,195,195,268955
419948,19019,0.0187919,0.0000408,0.018832699,2305,5,2310,122659
419949,19019,0.0356517,0.0000652,0.035716906,4373,8,4381,122659
419950,19039,0.0013597,0,0.001359694,1544,0,1544,1135550
419950,19019,0.0170147,0,0.01701465,2087,0,2087,122659
419951,19039,0.0307992,0,0.030799172,34974,0,34974,1135550
419952,19026,0.0031371,0,0.00313714,2127,0,2127,678006
419952,19039,0.0366589,0,0.036658888,41628,0,41628,1135550
419953,19039,0.0000211,0,2.11E-05,24,0,24,1135550
419954,19026,0.0000074,0,7.37E-06,5,0,5,678006
419954,19031,0.0001167,0,0.000116745,30,0,30,256970
419955,19031,0.1606569,0.0009923,0.16164922,41284,255,41539,256970
419956,19031,0.1077597,0.0015994,0.109359069,27691,411,28102,256970
419957,19031,0.0044752,0.0001051,0.004580301,1150,27,1177,256970
419958,19031,0.0173639,0.0039032,0.021267074,4462,1003,5465,256970
419959,19031,0,0.0011713,0.001171343,0,301,301,256970
419959,19009,0.0000116,0,1.16E-05,1,0,1,86445
419960,19009,0.0071259,0.0000347,0.007160622,616,3,619,86445
419961,19009,0.0812193,0.0000925,0.081311817,7021,8,7029,86445
419962,19009,0.0155243,0.0128984,0.028422697,1342,1115,2457,86445
419963,19009,0,0.0001272,0.000127249,0,11,11,86445
419964,19009,0,0.0000578,5.78E-05,0,5,5,86445
419970,19042,0,0.0007464,0.000746408,0,4,4,5359
419971,19042,0,0.0007464,0.000746408,0,4,4,5359
419972,19042,0,0.0026124,0.002612428,0,14,14,5359
419973,19042,0,0.0042918,0.004291845,0,23,23,5359
420983,5027,0,0.0001193,0.000119267,0,9,9,75461
420985,5027,0,0.0001325,0.000132519,0,10,10,75461
420987,5027,0,0.0002385,0.000238534,0,18,18,75461
420990,5027,0,0.0010734,0.001073402,0,81,81,75461
420994,19018,0,0.0010162,0.001016232,0,146,146,143668
420999,19048,0,0.0000074,7.44E-06,0,2,2,268955
421001,19048,0,0.0000037,3.72E-06,0,1,1,268955
421003,19048,0,0.0000074,7.44E-06,0,2,2,268955
421004,19048,0.0003309,0.0000781,0.00040899,89,21,110,268955
421005,19048,0.019955,0.0004164,0.020371438,5367,112,5479,268955
421006,19019,0.0577781,0,0.057778068,7087,0,7087,122659
421006,19048,0.000792,0,0.000791954,213,0,213,268955
421007,19019,0.1944007,0.0001549,0.194555638,23845,19,23864,122659
421008,19019,0.1144555,0,0.114455523,14039,0,14039,122659
421009,19039,0.0241619,0,0.02416186,27437,0,27437,1135550
421009,19019,0.0859293,0,0.085929284,10540,0,10540,122659
421010,19039,0.0630558,0,0.063055788,71603,0,71603,1135550
421011,19026,0.0274658,0,0.027465834,18622,0,18622,678006
421011,19039,0.0107402,0,0.01074017,12196,0,12196,1135550
421012,19026,0.0217151,0,0.021715147,14723,0,14723,678006
421013,19026,0.10362,0,0.103620027,70255,0,70255,678006
421013,19031,0.0001129,0,0.000112854,29,0,29,256970
421014,19031,0.0526404,0.0001323,0.052772697,13527,34,13561,256970
421014,19026,0.0686675,0,0.068667534,46557,0,46557,678006
421015,19031,0.1267736,0.0070514,0.13382496,32577,1812,34389,256970
421015,19026,0.0018628,0,0.001862815,1263,0,1263,678006
421016,19031,0.1528894,0.0003463,0.153235786,39288,89,39377,256970
421017,19031,0.1447367,0.0000506,0.144787329,37193,13,37206,256970
421018,19031,0.0000039,0.0104565,0.010460365,1,2687,2688,256970
421019,19009,0,0.0000116,1.16E-05,0,1,1,86445
421028,19042,0,0.0013062,0.001306214,0,7,7,5359
421029,19042,0,0.0007464,0.000746408,0,4,4,5359
422042,5027,0,0.000159,0.000159023,0,12,12,75461
422046,5027,0,0.0000265,2.65E-05,0,2,2,75461
422049,5027,0,0.0001325,0.000132519,0,10,10,75461
422050,5027,0,0.0003445,0.000344549,0,26,26,75461
422051,5027,0,0.000318,0.000318045,0,24,24,75461
422053,19018,0,0.0000139,1.39E-05,0,2,2,143668
422055,19018,0,0.0081925,0.008192499,0,1177,1177,143668
422057,19018,0,0.000007,6.96E-06,0,1,1,143668
422062,19048,0.0593222,0.0000037,0.05932591,15955,1,15956,268955
422063,19048,0.1860386,0,0.186038557,50036,0,50036,268955
422064,19048,0.183012,0,0.183012028,49222,0,49222,268955
422065,19019,0.3021711,0,0.30217106,37064,0,37064,122659
422065,19048,0.0886431,0,0.088643082,23841,0,23841,268955
422066,19039,0.004323,0,0.004323015,4909,0,4909,1135550
422066,19019,0.0951744,0,0.095174427,11674,0,11674,122659
422067,19039,0.0117282,0,0.011728237,13318,0,13318,1135550
422067,19019,0.0592537,0,0.059253703,7268,0,7268,122659
422068,19039,0.0276765,0,0.027676456,31428,0,31428,1135550
422068,19019,0.0004647,0,0.000464703,57,0,57,122659
422069,19039,0.0316657,0,0.031665713,35958,0,35958,1135550
422070,19026,0.062113,0,0.06211302,42113,0,42113,678006
422070,19039,0.0129171,0,0.012917089,14668,0,14668,1135550
422071,19026,0.1122615,0,0.112261543,76114,0,76114,678006
422072,19026,0.1110919,0,0.111091937,75321,0,75321,678006
422073,19026,0.092424,0.0000074,0.092431335,62664,5,62669,678006
422074,19026,0.0425557,0,0.042555671,28853,0,28853,678006
422074,19031,0.0302448,0,0.030244776,7772,0,7772,256970
422075,19031,0.0774176,0.0010312,0.078448846,19894,265,20159,256970
422075,19026,0.0051946,0,0.005194644,3522,0,3522,678006
422076,19031,0.0776122,0,0.077612173,19944,0,19944,256970
422087,19042,0,0.1095354,0.109535361,0,587,587,5359
422088,19042,0,0.0653107,0.065310692,0,350,350,5359
422089,19042,0,0.0212726,0.021272625,0,114,114,5359
422090,19042,0,0.0218324,0.021832431,0,117,117,5359
422091,19042,0,0.0029856,0.002985632,0,16,16,5359
423101,5027,0,0.0001855,0.000185526,0,14,14,75461
423102,5027,0,0.0001458,0.000145771,0,11,11,75461
423104,5027,0,0.0008879,0.000887876,0,67,67,75461
423114,19018,0,0.0008213,0.000821338,0,118,118,143668
423116,19018,0,0.0001949,0.000194894,0,28,28,143668
423120,19048,0,0.000026,2.60E-05,0,7,7,268955
423121,19048,0.0672269,0,0.06722686,18081,0,18081,268955
423122,19048,0.0854121,0,0.085412058,22972,0,22972,268955
423123,19048,0.2132215,0.0000149,0.213236415,57347,4,57351,268955
423124,19048,0.0937889,0.0000037,0.093792642,25225,1,25226,268955
423124,19019,0.0186696,0,0.018669645,2290,0,2290,122659
423125,19039,0.0144159,0,0.014415922,16370,0,16370,1135550
423126,19039,0.0395359,0,0.039535908,44895,0,44895,1135550
423127,19039,0.0414944,0,0.04149443,47119,0,47119,1135550
423128,19039,0.0401136,0,0.040113601,45551,0,45551,1135550
423128,19046,0.0010468,0,0.001046759,464,0,464,443273
423129,19026,0.0205514,0,0.020551441,13934,0,13934,678006
423129,19039,0.0123931,0,0.012393113,14073,0,14073,1135550
423129,19046,0.0455543,0,0.04555432,20193,0,20193,443273
423130,19026,0.0717236,0,0.071723554,48629,0,48629,678006
423130,19046,0.0147268,0,0.014726816,6528,0,6528,443273
423131,19026,0.0951879,0,0.095187948,64538,0,64538,678006
423132,19026,0.0496707,0.0004233,0.050093952,33677,287,33964,678006
423132,19006,0.0095248,0,0.00952481,4985,0,4985,523370
423133,19006,0.0369261,0.0000172,0.036943271,19326,9,19335,523370
423133,19026,0.0017433,0.0002404,0.001983758,1182,163,1345,678006
423134,19006,0,0.0000019,1.91E-06,0,1,1,523370
423134,19026,0,0.0000074,7.37E-06,0,5,5,678006
423135,19031,0.0004203,0.0000272,0.000447523,108,7,115,256970
423136,19031,0,0.0000156,1.56E-05,0,4,4,256970
423136,19041,0,0.0002399,0.000239889,0,5,5,20843
423137,19041,0,0.0001439,0.000143933,0,3,3,20843
423138,19031,0,0.0000817,8.17E-05,0,21,21,256970
423138,19041,0,0.0199108,0.019910761,0,415,415,20843
423139,19041,0,0.0059492,0.00594924,0,124,124,20843
423141,19041,0,0.0003358,0.000335844,0,7,7,20843
423143,19041,0,0.0009596,0.000959555,0,20,20,20843
423144,19041,0,0.000048,4.80E-05,0,1,1,20843
423146,19042,0,0.0102631,0.010263109,0,55,55,5359
423150,19042,0.2013435,0.0503825,0.251726068,1079,270,1349,5359
424160,5027,0,0.001418,0.001417951,0,107,107,75461
424161,5027,0,0.0000265,2.65E-05,0,2,2,75461
424163,5027,0,0.0005168,0.000516823,0,39,39,75461
424166,5027,0,0.0000663,6.63E-05,0,5,5,75461
424175,19018,0,0.0000348,3.48E-05,0,5,5,143668
424179,19018,0,0.0001392,0.00013921,0,20,20,143668
424180,19048,0,0.0000372,3.72E-05,0,10,10,268955
424183,19039,0.0044225,0,0.004422527,5022,0,5022,1135550
424184,19039,0.0691383,0,0.069138303,78510,0,78510,1135550
424185,19039,0.0815543,0,0.081554313,92609,0,92609,1135550
424186,19039,0.0525102,0,0.052510237,59628,0,59628,1135550
424186,19046,0.0097773,0,0.00977727,4334,0,4334,443273
424187,19039,0.000502,0,0.000501959,570,0,570,1135550
424187,19046,0.0539825,0,0.053982534,23929,0,23929,443273
424188,19046,0.1980653,0,0.198065301,87797,0,87797,443273
424189,19006,0.0000076,0,7.64E-06,4,0,4,523370
424189,19026,0.0004498,0,0.000449849,305,0,305,678006
424189,19046,0.1794222,0,0.179422162,79533,0,79533,443273
424190,19006,0.0251275,0,0.025127539,13151,0,13151,523370
424190,19026,0.0660835,0,0.066083486,44805,0,44805,678006
424190,19046,0.032445,0,0.032445017,14382,0,14382,443273
424191,19006,0.1127902,0,0.112790187,59031,0,59031,523370
424191,19026,0.0417976,0,0.041797565,28339,0,28339,678006
424192,19006,0.0509525,0.00385,0.05480253,26667,2015,28682,523370
424192,19041,0,0.0485535,0.048553471,0,1012,1012,20843
424193,19006,0.0001471,0.0000115,0.000158588,77,6,83,523370
424193,19041,0,0.0001919,0.000191911,0,4,4,20843
424194,19041,0,0.0466344,0.046634362,0,972,972,20843
424195,19041,0,0.004414,0.004413952,0,92,92,20843
424196,19041,0,0.0002399,0.000239889,0,5,5,20843
424198,19041,0,0.000096,9.60E-05,0,2,2,20843
424200,19041,0,0.0005278,0.000527755,0,11,11,20843
424201,19041,0,0.0001439,0.000143933,0,3,3,20843
424202,19041,0,0.0001919,0.000191911,0,4,4,20843
424203,19041,0,0.034496,0.034495994,0,719,719,20843
424204,19041,0,0.0195269,0.01952694,0,407,407,20843
424205,19042,0,0.0083971,0.008397089,0,45,45,5359
424209,19042,0.0085837,0.0016794,0.010263109,46,9,55,5359
425219,5027,0,0.0001723,0.000172274,0,13,13,75461
425221,5027,0,0.0001855,0.000185526,0,14,14,75461
425232,19018,0,0.0000418,4.18E-05,0,6,6,143668
425233,19018,0,0.0009675,0.000967508,0,139,139,143668
425241,19018,0.0130579,0,0.013057883,1876,0,1876,143668
425242,19018,0.003703,0,0.003702982,532,0,532,143668
425242,19039,0.0227115,0,0.022711461,25790,0,25790,1135550
425243,19039,0.079948,0,0.079948043,90785,0,90785,1135550
425244,19039,0.0919387,0,0.091938708,104401,0,104401,1135550
425245,19021,0.0169778,0,0.016977848,6077,0,6077,357937
425245,19039,0.0101792,0,0.010179208,11559,0,11559,1135550
425245,19046,0.0419967,0,0.041996693,18616,0,18616,443273
425246,19021,0.0006146,0,0.000614633,220,0,220,357937
425246,19046,0.1332723,0,0.133272272,59076,0,59076,443273
425247,19006,0.0278235,0,0.027823528,14562,0,14562,523370
425247,19046,0.2402786,0,0.240278564,106509,0,106509,443273
425248,19006,0.0360567,0.0000076,0.036064352,18871,4,18875,523370
425248,19046,0.0397768,0,0.039776842,17632,0,17632,443273
425249,19006,0.0351396,0,0.035139576,18391,0,18391,523370
425250,19006,0.0800275,0,0.080027514,41884,0,41884,523370
425251,19006,0.081065,0.0000783,0.081143359,42427,41,42468,523370
425251,19041,0,0.0727343,0.072734251,0,1516,1516,20843
425252,19041,0,0.0648659,0.064865902,0,1352,1352,20843
425253,19041,0,0.0162165,0.016216476,0,338,338,20843
425255,19041,0,0.0033105,0.003310464,0,69,69,20843
425256,19041,0,0.0023989,0.002398887,0,50,50,20843
425257,19041,0,0.0049897,0.004989685,0,104,104,20843
425258,19041,0,0.0003838,0.000383822,0,8,8,20843
425259,19041,0,0.0034064,0.003406419,0,71,71,20843
425260,19016,0,0.006577,0.006576981,0,22,22,3345
425260,19041,0,0.0209663,0.020966272,0,437,437,20843
425261,19016,0,0.0523169,0.052316891,0,175,175,3345
425261,19041,0,0.0002399,0.000239889,0,5,5,20843
426278,5027,0,0.0009806,0.000980639,0,74,74,75461
426279,5027,0,0.0000133,1.33E-05,0,1,1,75461
426280,5027,0,0.0000795,7.95E-05,0,6,6,75461
426290,19018,0,0.0003759,0.000375867,0,54,54,143668
426291,19018,0,0.0008213,0.000821338,0,118,118,143668
426292,19018,0,0.0003202,0.000320183,0,46,46,143668
426293,19018,0,0.000181,0.000180973,0,26,26,143668
426294,19018,0.0061948,0,0.006194838,890,0,890,143668
426295,19018,0.2282972,0,0.228297185,32799,0,32799,143668
426296,19018,0.0860456,0.0000139,0.086059526,12362,2,12364,143668
426298,19018,0.0165033,0.0008492,0.017352507,2371,122,2493,143668
426299,19018,0.0604588,0.0144013,0.074860094,8686,2069,10755,143668
426300,19018,0.06096,0,0.060959991,8758,0,8758,143668
426301,19018,0.0829621,0,0.082962107,11919,0,11919,143668
426301,19021,0.0237137,0,0.02371367,8488,0,8488,357937
426301,19039,0.0422509,0,0.042250892,47978,0,47978,1135550
426302,19021,0.0073225,0,0.007322518,2621,0,2621,357937
426302,19039,0.0781022,0,0.078102241,88689,0,88689,1135550
426303,19021,0.0088172,0,0.008817194,3156,0,3156,357937
426303,19039,0.0168412,0,0.016841178,19124,0,19124,1135550
426304,19021,0.2627557,0,0.262755736,94050,0,94050,357937
426305,19021,0.0782959,0.0000307,0.078326633,28025,11,28036,357937
426305,19046,0.0045051,0,0.004505124,1997,0,1997,443273
426306,19006,0.1746642,0,0.174664196,91414,0,91414,523370
426306,19021,0.0345089,0,0.034508866,12352,0,12352,357937
426306,19046,0.0051526,0,0.005152581,2284,0,2284,443273
426307,19006,0.1006133,0.0002064,0.100819688,52658,108,52766,523370
426308,19006,0.0102069,0.0000478,0.010254696,5342,25,5367,523370
426309,19006,0.0165867,0,0.016586736,8681,0,8681,523370
426310,19006,0.0044615,0,0.004461471,2335,0,2335,523370
426312,19041,0,0.0025908,0.002590798,0,54,54,20843
426313,19041,0.1428777,0.0031665,0.146044235,2978,66,3044,20843
426314,19041,0,0.0209663,0.020966272,0,437,437,20843
426315,19041,0,0.0002399,0.000239889,0,5,5,20843
426316,19034,0,0.0010933,0.001093294,0,6,6,5488
426316,19041,0,0.000096,9.60E-05,0,2,2,20843
426320,19016,0,0.0221226,0.022122571,0,74,74,3345
426321,19016,0,0.0011958,0.001195815,0,4,4,3345
426322,19016,0,0.0005979,0.000597907,0,2,2,3345
426325,19016,0,0.0008969,0.000896861,0,3,3,3345
426326,19016,0,0.0011958,0.001195815,0,4,4,3345
426327,19042,0,0.0016794,0.001679418,0,9,9,5359
427337,5027,0,0.0000663,6.63E-05,0,5,5,75461
427341,5027,0,0.0018288,0.001828759,0,138,138,75461
427343,5027,0,0.0007156,0.000715601,0,54,54,75461
427347,19018,0,0.0004803,0.000480274,0,69,69,143668
427352,19018,0,0.0001462,0.00014617,0,21,21,143668
427353,19018,0.10447,0.0124593,0.116929309,15009,1790,16799,143668
427354,19018,0.195381,0.0001462,0.195527188,28070,21,28091,143668
427355,19018,0.0314057,0.0000974,0.031503188,4512,14,4526,143668
427357,19018,0.0000626,0.0016357,0.00169836,9,235,244,143668
427358,19018,0.0004107,0,0.000410669,59,0,59,143668
427359,19018,0.0417212,0.0044756,0.046196787,5994,643,6637,143668
427360,19018,0.0147006,0.0000278,0.014728402,2112,4,2116,143668
427360,19021,0.0360678,0.0080629,0.044130671,12910,2886,15796,357937
427360,19039,0.0003461,0,0.000346088,393,0,393,1135550
427361,19021,0.1333251,0.0033609,0.136686065,47722,1203,48925,357937
427361,19039,0.0011483,0,0.001148342,1304,0,1304,1135550
427362,19021,0.0562585,0,0.056258504,20137,0,20137,357937
427363,19021,0.1184706,0.0000363,0.118506888,42405,13,42418,357937
427364,19021,0.0644052,0.0000028,0.064407982,23053,1,23054,357937
427365,19006,0.060013,0,0.060012993,31409,0,31409,523370
427365,19021,0.0451867,0,0.045186723,16174,0,16174,357937
427366,19006,0.0779869,0.0000917,0.078078606,40816,48,40864,523370
427367,19006,0.0185624,0.0000994,0.01866175,9715,52,9767,523370
427368,19006,0.0008063,0.000214,0.001020311,422,112,534,523370
427369,19006,0,0.001412,0.001412003,0,739,739,523370
427370,19006,0,0.0000497,4.97E-05,0,26,26,523370
427370,19041,0.0048937,0.1434534,0.148347167,102,2990,3092,20843
427371,19041,0,0.0087799,0.008779926,0,183,183,20843
427372,19041,0.1087176,0.0018711,0.110588687,2266,39,2305,20843
427373,19034,0,0.0001822,0.000182216,0,1,1,5488
427373,19041,0.0105551,0.0010555,0.011610613,220,22,242,20843
427374,19041,0,0.0003358,0.000335844,0,7,7,20843
427378,19016,0,0.0170404,0.017040359,0,57,57,3345
427379,19016,0,0.0020927,0.002092676,0,7,7,3345
427384,19016,0,0.0014948,0.001494768,0,5,5,3345
427386,19042,0,0.0022392,0.002239224,0,12,12,5359
428396,5027,0,0.000053,5.30E-05,0,4,4,75461
428401,5027,0,0.0007156,0.000715601,0,54,54,75461
428411,19018,0,0.0002297,0.000229696,0,33,33,143668
428412,19018,0,0.0020325,0.002032464,0,292,292,143668
428413,19018,0,0.0016914,0.0016914,0,243,243,143668
428414,19018,0,0.000007,6.96E-06,0,1,1,143668
428419,19021,0.0017126,0.000989,0.002701593,613,354,967,357937
428420,19021,0.0640252,0.0028329,0.066858134,22917,1014,23931,357937
428420,19010,0.0006214,0,0.000621427,10,0,10,16092
428421,19021,0.0224844,0.0000056,0.022489991,8048,2,8050,357937
428422,19010,0,0.0007457,0.000745712,0,12,12,16092
428422,19021,0.0000894,0,8.94E-05,32,0,32,357937
428423,19021,0.0057217,0.0000251,0.005746821,2048,9,2057,357937
428424,19006,0.0078969,0.0000229,0.007919827,4133,12,4145,523370
428424,19021,0.0000196,0,1.96E-05,7,0,7,357937
428425,19006,0.0172975,0.0000611,0.017358656,9053,32,9085,523370
428426,19006,0.000707,0.0000306,0.000737528,370,16,386,523370
428428,19006,0,0.0033552,0.003355179,0,1756,1756,523370
428429,19041,0.1761743,0.002063,0.178237298,3672,43,3715,20843
428430,19034,0,0.0060131,0.00601312,0,33,33,5488
428431,19034,0,0.0069242,0.006924198,0,38,38,5488
428432,19034,0,0.023688,0.023688047,0,130,130,5488
428435,19016,0,0.0032885,0.00328849,0,11,11,3345
428436,19016,0,0.0161435,0.016143498,0,54,54,3345
428441,19016,0,0.0014948,0.001494768,0,5,5,3345
428442,19016,0,0.0056801,0.00568012,0,19,19,3345
428443,19016,0,0.0017937,0.001793722,0,6,6,3345
428444,19042,0,0.0341482,0.034148162,0,183,183,5359
428445,19042,0,0.0406792,0.040679231,0,218,218,5359
429455,5027,0,0.000053,5.30E-05,0,4,4,75461
429459,5027,0,0.0003445,0.000344549,0,26,26,75461
429469,19018,0,0.0000835,8.35E-05,0,12,12,143668
429473,19018,0,0.0000418,4.18E-05,0,6,6,143668
429474,19018,0,0.000007,6.96E-06,0,1,1,143668
429479,19010,0.2493164,0.0111857,0.260502113,4012,180,4192,16092
429479,19021,0.0038498,0,0.003849839,1378,0,1378,357937
429480,19010,0,0.115834,0.115833955,0,1864,1864,16092
