GRIDCODE,CVE_ENTMUN,LON_Munic,Long_celda,CARRILES
411485,19049,208043.87,2639.22,1
411485,19049,208043.87,9755.73,1
411485,19049,208043.87,804.6,1
411489,19009,368849.61,6023.95,1
411492,19038,268632,5974.3,1
411493,19009,368849.61,2147.72,1
411493,19038,268632,3363.38,1
411495,19009,368849.61,2966.68,1
411496,19009,368849.61,1138.42,1
411496,19009,368849.61,1110.93,1
412511,5030,864119.53,8146.89,1
412512,5030,864119.53,595.15,1
412514,5030,864119.53,5871.87,1
412514,5030,864119.53,1644.61,1
412515,5030,864119.53,3715.2,1
412515,5030,864119.53,2592.5,1
412515,5030,864119.53,2307.31,1
412515,5030,864119.53,11326.5,1
412516,5030,864119.53,12132.27,1
412517,5030,864119.53,12202.13,1
412518,5004,381838.5,1195.77,1
412518,5004,381838.5,4810.21,1
412518,5030,864119.53,5014.25,1
412519,5004,381838.5,5877.7,1
412520,5004,381838.5,3959.9,1
412521,5004,381838.5,4030.96,1
412521,5004,381838.5,6841,1
412521,5004,381838.5,7032.84,1
412543,19049,208043.87,14249.25,1
412543,19049,208043.87,3110.37,1
412544,19049,208043.87,6120.33,1
412548,19009,368849.61,6091.05,1
412550,19009,368849.61,465.95,1
412550,19009,368849.61,4146.67,1
412550,19038,268632,561.65,1
412550,19038,268632,16.68,1
412551,19038,268632,1879.32,1
413570,5030,864119.53,12561.5,1
413571,5030,864119.53,2926.68,1
413571,5030,864119.53,9375.4,1
413571,5030,864119.53,1847.57,1
413572,5030,864119.53,12546.25,1
413573,5030,864119.53,6223.51,1
413574,5030,864119.53,6491.32,1
413578,5004,381838.5,229.55,1
413579,5004,381838.5,2449.21,1
413579,5004,381838.5,15192.78,1
413580,5004,381838.5,4105.88,1
413601,19049,208043.87,117.83,1
413601,19049,208043.87,7496.71,1
413601,19049,208043.87,69.52,1
413602,19049,208043.87,6924.44,1
413602,19049,208043.87,7528.68,1
413603,19049,208043.87,2315.72,1
413604,19049,208043.87,6196.76,1
413607,19009,368849.61,6106.88,1
413609,19009,368849.61,6135.26,1
414633,5027,641071.27,65.06,1
414633,5027,641071.27,410.47,1
414633,5030,864119.53,1075.05,1
414633,5030,864119.53,1294.33,1
414633,5030,864119.53,1741.78,1
414633,5030,864119.53,2413.48,1
414633,5030,864119.53,623.58,1
414633,5030,864119.53,2831.68,1
414633,5030,864119.53,164.64,1
414634,5030,864119.53,3371.71,1
414634,5030,864119.53,1840.53,1
414637,5004,381838.5,10648.11,1
414637,5027,641071.27,5145.49,1
414638,5004,381838.5,349.05,1
414660,19049,208043.87,13333.01,1
414662,19009,368849.61,1399.45,1
414662,19049,208043.87,3233.09,1
414663,19009,368849.61,541.26,1
414663,19049,208043.87,381.57,1
414663,19049,208043.87,4587.07,1
414663,19049,208043.87,2367.94,1
414664,19009,368849.61,4951.65,1
414666,19009,368849.61,6085.24,1
414666,19009,368849.61,242.4,1
414668,19009,368849.61,991.67,1
414668,19009,368849.61,6320.36,1
415691,5027,641071.27,492.81,1
415692,5027,641071.27,5458.45,1
415692,5030,864119.53,1630.02,1
415693,5027,641071.27,1745.93,1
415693,5027,641071.27,8661.38,1
415693,5030,864119.53,431.56,1
415696,5027,641071.27,5086.96,1
415696,5027,641071.27,7321.54,1
415718,19039,212564.55,3037.85,1
415718,19049,208043.87,5560.77,1
415719,19049,208043.87,5212.27,1
415720,19009,368849.61,186.79,1
415721,19009,368849.61,8075.42,1
415723,19009,368849.61,4191.81,1
415724,19009,368849.61,6505.97,1
415725,19009,368849.61,6088.9,1
415727,19009,368849.61,8156.61,1
416749,5027,641071.27,2440.53,1
416750,5027,641071.27,7866.98,1
416752,5027,641071.27,6135.28,1
416752,5027,641071.27,2946.16,1
416753,5027,641071.27,8121.77,1
416755,5027,641071.27,12114.6,1
416776,19039,212564.55,3175.15,1
416777,19039,212564.55,12123.42,1
416780,19009,368849.61,1159.96,1
416780,19031,121112.11,5509.92,1
416783,19009,368849.61,1392.08,1
416784,19009,368849.61,1274.69,1
416784,19009,368849.61,4998.64,1
416784,19009,368849.61,420.68,1
416785,19009,368849.61,2984.46,1
416786,19009,368849.61,6534.38,1
417807,5027,641071.27,4858.73,1
417808,5027,641071.27,7432.18,1
417812,5027,641071.27,8897.63,1
417812,5027,641071.27,1891.54,1
417813,5027,641071.27,1930.04,1
417813,5027,641071.27,6387.64,1
417814,5027,641071.27,12820.92,1
417834,19039,212564.55,6354.64,1
417835,19039,212564.55,14345.95,1
417839,19031,121112.11,6340.71,1
417843,19009,368849.61,6022.58,1
417843,19009,368849.61,1788.66,1
417844,19009,368849.61,7218.47,1
417848,19009,368849.61,5405.74,1
417849,19009,368849.61,990.35,1
417855,19042,336002,3759.26,1
418865,5027,641071.27,5252.94,1
418866,5027,641071.27,2623.3,1
418871,5027,641071.27,4225.12,1
418872,5027,641071.27,2572.92,1
418872,5027,641071.27,295.12,1
418872,5027,641071.27,559.87,1
418873,5027,641071.27,7500.36,1
418873,5027,641071.27,3340.48,1
418874,5027,641071.27,371.15,1
418893,19039,212564.55,2949.13,1
418893,19039,212564.55,9269.83,1
418893,19039,212564.55,2039.8,1
418893,19039,212564.55,285.65,1
418894,19039,212564.55,3198.29,1
418898,19031,121112.11,6523.49,1
418901,19009,368849.61,4683.74,1
418902,19009,368849.61,3362.06,1
418902,19009,368849.61,1906.01,1
418902,19009,368849.61,2518.63,1
418902,19009,368849.61,3617.05,1
418902,19009,368849.61,1680.46,1
418902,19009,368849.61,3029.64,1
418903,19009,368849.61,1685.6,1
418903,19009,368849.61,2091.54,1
418903,19009,368849.61,823.17,1
418903,19009,368849.61,2437.42,1
418904,19009,368849.61,2699.48,1
418904,19009,368849.61,3378.96,1
418904,19009,368849.61,627.05,1
418904,19009,368849.61,714.88,1
418904,19009,368849.61,1502.39,1
418905,19009,368849.61,6528.27,1
418906,19009,368849.61,6389.73,1
418907,19009,368849.61,1020.56,1
418908,19009,368849.61,5284.89,1
418909,19009,368849.61,6092.68,1
418910,19009,368849.61,6076.9,1
418911,19009,368849.61,203.4,1
418911,19042,336002,5874.22,1
418912,19042,336002,4909.75,1
418914,19042,336002,6175.23,1
419924,5027,641071.27,6604.07,1
419929,5027,641071.27,7711.79,1
419930,5027,641071.27,1105.16,1
419933,5027,641071.27,2600.33,1
419933,5027,641071.27,3389.93,1
419933,5027,641071.27,1323.74,1
419934,5027,641071.27,6368.13,1
419935,5027,641071.27,1566.2,1
419935,5027,641071.27,237,1
419952,19039,212564.55,13682.86,1
419957,19031,121112.11,6726.95,1
419958,19031,121112.11,301.58,1
419959,19009,368849.61,4514.92,1
419959,19031,121112.11,2993.76,1
419960,19009,368849.61,2221.15,1
419960,19009,368849.61,10785.43,1
419961,19009,368849.61,1868.37,1
419961,19009,368849.61,9133.5,1
419961,19009,368849.61,2334.97,1
419961,19009,368849.61,1560.67,1
419962,19009,368849.61,6946.67,1
419963,19009,368849.61,108.65,1
419963,19009,368849.61,6653.67,1
419963,19009,368849.61,1527.24,1
419963,19009,368849.61,9015.4,1
419964,19009,368849.61,12321.19,1
419965,19009,368849.61,12415.71,1
419966,19009,368849.61,12409.61,1
419967,19009,368849.61,12244.31,1
419968,19009,368849.61,12002.22,1
419969,19009,368849.61,12001.72,1
419970,19009,368849.61,400.85,1
419970,19042,336002,396.74,1
419970,19042,336002,2415.37,1
419970,19042,336002,9185.84,1
419971,19042,336002,1786.63,1
419971,19042,336002,12074.47,1
419972,19042,336002,6388.83,1
419972,19042,336002,449.8,1
419973,19042,336002,4229.23,1
419973,19042,336002,2072.63,1
419973,19042,336002,4936.45,1
419973,19042,336002,1068.4,1
420983,5027,641071.27,6080.49,1
420987,5027,641071.27,5398.8,1
420988,5027,641071.27,3426.37,1
420994,5027,641071.27,1212.35,1
420994,5027,641071.27,454,1
420994,19018,421468.41,3846.26,1
420995,19018,421468.41,1636.64,1
420995,19018,421468.41,5059.23,1
420995,19018,421468.41,1745.08,1
420995,19018,421468.41,3767.73,1
420995,19018,421468.41,3358.92,1
420996,19018,421468.41,1618.8,1
420996,19018,421468.41,3331.33,1
420996,19018,421468.41,1512.39,1
421006,19019,14846.9,559.3,1
421010,19039,212564.55,1502.34,1
421010,19039,212564.55,11190.61,1
421010,19039,212564.55,688.96,1
421011,19039,212564.55,1192.31,1
421013,19026,122705.21,305.89,1
421014,19026,122705.21,5047.79,1
421014,19031,121112.11,691.79,1
421016,19031,121112.11,5849.85,1
421016,19031,121112.11,324.22,1
421017,19031,121112.11,1213.41,1
421017,19031,121112.11,6317.84,1
421017,19031,121112.11,4276.62,1
421017,19031,121112.11,3665.27,1
421017,19031,121112.11,929.45,1
421018,19031,121112.11,13884.45,1
421018,19031,121112.11,228.25,1
421018,19031,121112.11,150.71,1
421019,19009,368849.61,5718.69,1
421019,19031,121112.11,137.85,1
421022,19009,368849.61,6153.51,1
421028,19042,336002,3693.94,1
421028,19042,336002,190.12,1
421029,19042,336002,4573.87,1
421031,19042,336002,13720.4,1
421032,19042,336002,709.09,1
421032,19042,336002,6084.64,1
421032,19042,336002,6684.97,1
422042,5027,641071.27,3375.04,1
422054,19018,421468.41,5374.25,1
422055,19018,421468.41,2769.63,1
422055,19018,421468.41,47.17,1
422055,19018,421468.41,2504.05,1
422055,19018,421468.41,1181.24,1
422056,19018,421468.41,6363.67,1
422057,19018,421468.41,1021.86,1
422057,19018,421468.41,6481.34,1
422062,19048,140507.56,1980.23,1
422063,19048,140507.56,13566.74,1
422064,19048,140507.56,10291.05,1
422064,19048,140507.56,419.35,1
422064,19048,140507.56,3320.89,1
422064,19048,140507.56,1035.4,1
422065,19019,14846.9,3566.18,1
422065,19019,14846.9,44.41,1
422065,19019,14846.9,4330.68,1
422065,19048,140507.56,2373.3,1
422066,19019,14846.9,5746.99,1
422066,19039,212564.55,429.99,1
422067,19019,14846.9,599.34,1
422067,19039,212564.55,6067.08,1
422068,19039,212564.55,6171.26,1
422069,19039,212564.55,422.2,1
422069,19039,212564.55,7541.71,1
422069,19039,212564.55,11820.23,1
422069,19039,212564.55,2151.19,1
422070,19026,122705.21,2925.42,1
422070,19026,122705.21,4034.71,1
422070,19026,122705.21,4917.6,1
422070,19039,212564.55,3895.65,1
422070,19039,212564.55,330.67,1
422071,19026,122705.21,6071.26,1
422072,19026,122705.21,6115.47,1
422073,19026,122705.21,3609.66,1
422073,19026,122705.21,2814.34,1
422073,19026,122705.21,2803.87,1
422074,19026,122705.21,2794.15,1
422074,19031,121112.11,3382.32,1
422075,19026,122705.21,1592.23,1
422075,19031,121112.11,308.15,1
422075,19031,121112.11,10044.76,1
422076,19031,121112.11,12828.61,1
422076,19031,121112.11,5527.11,1
422076,19031,121112.11,4200.34,1
422076,19031,121112.11,7617.04,1
422077,19031,121112.11,1759.96,1
422077,19031,121112.11,37.67,1
422081,19009,368849.61,4706.72,1
422081,19009,368849.61,1455.56,1
422087,19042,336002,1558.15,1
422087,19042,336002,299.88,1
422087,19042,336002,6081.11,1
422091,19042,336002,2189.81,1
422091,19042,336002,4100.83,1
422091,19042,336002,5591.23,1
422091,19042,336002,6465.31,1
423101,5027,641071.27,2899.54,1
423114,19018,421468.41,7480.68,1
423116,19018,421468.41,3175.32,1
423116,19048,140507.56,2805.68,1
423117,19018,421468.41,872.96,1
423117,19048,140507.56,11974.46,1
423118,19048,140507.56,12200.53,1
423119,19018,421468.41,6046.85,1
423119,19048,140507.56,2945.68,1
423119,19048,140507.56,5231.93,1
423119,19048,140507.56,3508.41,1
423119,19048,140507.56,3335.58,1
423119,19048,140507.56,3328.29,1
423120,19048,140507.56,1595.34,1
423120,19048,140507.56,12077.94,1
423121,19048,140507.56,2446.27,1
423121,19048,140507.56,8268.88,1
423121,19048,140507.56,4749.83,1
423122,19048,140507.56,7512.03,1
423123,19048,140507.56,3058.05,1
423127,19039,212564.55,1860.08,1
423127,19039,212564.55,1258.85,1
423127,19039,212564.55,661.67,1
423127,19039,212564.55,1277.62,1
423127,19039,212564.55,3323.33,1
423127,19039,212564.55,657.63,1
423128,19039,212564.55,4481.15,1
423128,19039,212564.55,3856.59,1
423128,19039,212564.55,3658.15,1
423128,19046,53512.71,444.45,1
423129,19026,122705.21,3889.22,1
423129,19046,53512.71,1068.28,1
423130,19026,122705.21,4025.22,1
423130,19026,122705.21,4579.75,1
423130,19026,122705.21,509.84,1
423130,19026,122705.21,1037.7,1
423130,19026,122705.21,3008.58,1
423130,19026,122705.21,11084.5,1
423131,19026,122705.21,6263.86,1
423131,19026,122705.21,13908.5,1
423132,19006,251903,836.86,1
423132,19006,251903,2354.32,1
423132,19006,251903,1180.5,1
423132,19026,122705.21,1509.79,1
423132,19026,122705.21,2018.3,1
423132,19026,122705.21,12745.44,1
423133,19006,251903,5349.32,1
423133,19026,122705.21,802.98,1
423133,19026,122705.21,12373.36,1
423134,19006,251903,2271.06,1
423134,19026,122705.21,1700.17,1
423134,19031,121112.11,1905.75,1
423134,19041,141304,5092.37,1
423135,19031,121112.11,7434.3,1
423140,19009,368849.61,2823.02,1
423140,19041,141304,3333.46,1
423145,19041,141304,5190.4,1
423145,19042,336002,650.74,1
423146,19042,336002,2000.99,1
423149,19042,336002,341.44,1
423150,19042,336002,4642.84,1
423150,19042,336002,1214.28,1
423150,19042,336002,212.24,1
423150,19042,336002,4275.59,1
423150,19042,336002,941.5,1
424160,5027,641071.27,729.53,1
424160,5027,641071.27,791.34,1
424160,5027,641071.27,4877.88,1
424160,5027,641071.27,1422.68,1
424173,19018,421468.41,6815.33,1
424178,19018,421468.41,1600.49,1
424179,19018,421468.41,1159.64,1
424179,19018,421468.41,771.06,1
424179,19018,421468.41,16.66,1
424179,19018,421468.41,664.22,1
424179,19018,421468.41,15051.76,1
424179,19018,421468.41,861.43,1
424179,19018,421468.41,961.64,1
424179,19048,140507.56,5158.07,1
424179,19048,140507.56,981.26,1
424179,19048,140507.56,3837.16,1
424179,19048,140507.56,54.86,1
424180,19048,140507.56,138.09,1
424180,19048,140507.56,1084.01,1
424180,19048,140507.56,2.63,1
424180,19048,140507.56,824.2,1
424180,19048,140507.56,10.23,1
424180,19048,140507.56,7990.04,1
424181,19048,140507.56,236.79,1
424184,19039,212564.55,6243.5,1
424185,19039,212564.55,601.57,1
424185,19039,212564.55,5382.46,1
424185,19039,212564.55,13852.79,1
424186,19039,212564.55,1863.08,1
424186,19039,212564.55,3541.48,1
424187,19039,212564.55,152.81,1
424187,19046,53512.71,8965.63,1
424188,19046,53512.71,1542.08,1
424188,19046,53512.71,5289.01,1
424189,19026,122705.21,215.59,1
424189,19046,53512.71,2564.36,1
424189,19046,53512.71,35.37,1
424189,19046,53512.71,373.61,1
424189,19046,53512.71,22.56,1
424190,19006,251903,2678.27,1
424190,19046,53512.71,9954.2,1
424191,19006,251903,6524.12,1
424192,19041,141304,1522.8,1
424193,19006,251903,1844.36,1
424193,19006,251903,2658.33,1
424193,19041,141304,1057.97,1
424193,19041,141304,3800.99,1
424193,19041,141304,4733,1
424193,19041,141304,6199.47,1
424194,19041,141304,5069.88,1
424199,19041,141304,1565.69,1
424199,19041,141304,190.69,1
424199,19041,141304,609.4,1
424200,19041,141304,3785.68,1
424203,19041,141304,154.39,1
424203,19041,141304,6241.7,1
424203,19041,141304,46.07,1
424204,19041,141304,3423.2,1
424206,19042,336002,2256.26,1
424207,19042,336002,7030.64,1
424208,19042,336002,6350.66,1
424209,19042,336002,6071.72,1
425219,5027,641071.27,6002.91,1
425232,19018,421468.41,7279.77,1
425237,19018,421468.41,1767.66,1
425238,19018,421468.41,1431.67,1
425238,19018,421468.41,635.75,1
425238,19018,421468.41,52.37,1
425238,19018,421468.41,6491.29,1
425238,19018,421468.41,778.91,1
425238,19018,421468.41,124.27,1
425239,19018,421468.41,5544.53,1
425239,19018,421468.41,907.91,1
425239,19018,421468.41,17248.63,1
425239,19048,140507.56,2116.49,1
425239,19048,140507.56,47.86,1
425240,19018,421468.41,1858.43,1
425240,19018,421468.41,461.23,1
425242,19039,212564.55,8043.06,1
425243,19039,212564.55,605.46,1
425243,19039,212564.55,11044.98,1
425244,19039,212564.55,6505.9,1
425245,19021,206759.75,662.34,1
425245,19046,53512.71,1185.27,1
425246,19021,206759.75,739.34,1
425246,19021,206759.75,1488.86,1
425246,19046,53512.71,1201.04,1
425246,19046,53512.71,4859.07,1
425246,19046,53512.71,2212.38,1
425246,19046,53512.71,4522.53,1
425246,19046,53512.71,5487.14,1
425248,19006,251903,3128.38,1
425248,19006,251903,4616.36,1
425248,19046,53512.71,1718.82,1
425248,19046,53512.71,225.87,1
425248,19046,53512.71,514.55,1
425248,19046,53512.71,1066.21,1
425249,19006,251903,4524.39,1
425249,19006,251903,9166.47,1
425249,19006,251903,4078.47,1
425250,19006,251903,6715.68,1
425251,19006,251903,11977.59,1
425251,19041,141304,2623.3,1
425253,19041,141304,3569.26,1
425254,19041,141304,1072.16,1
425254,19041,141304,3677.79,1
425256,19041,141304,3296.12,1
425257,19041,141304,6272.52,1
425258,19041,141304,6242.58,1
425259,19041,141304,2834.78,1
425259,19041,141304,5064.45,1
425259,19041,141304,986.08,1
425260,19041,141304,6132.79,1
425261,19016,111096,5281.2,1
425261,19041,141304,6084.4,1
425261,19041,141304,885.83,1
425262,19041,141304,859.03,1
425262,19041,141304,1145.09,1
425268,19042,336002,3157.45,1
426278,5027,641071.27,1383.85,1
426278,5027,641071.27,4760.13,1
426278,5027,641071.27,180.01,1
426278,5027,641071.27,180.01,1
426291,19018,421468.41,1976.74,1
426292,19018,421468.41,1454.86,1
426292,19018,421468.41,6481.18,1
426293,19018,421468.41,182.28,1
426293,19018,421468.41,810.4,1
426295,19018,421468.41,3069.3,1
426296,19018,421468.41,5537.63,1
426297,19018,421468.41,2294.9,1
426297,19018,421468.41,155.81,1
426297,19018,421468.41,145.11,1
426298,19018,421468.41,179.2,1
426298,19018,421468.41,6013.65,1
426298,19018,421468.41,4962.3,1
426299,19018,421468.41,4599.6,1
426299,19018,421468.41,122.81,1
426299,19018,421468.41,192.11,1
426299,19018,421468.41,4205.69,1
426299,19018,421468.41,9459.48,1
426299,19018,421468.41,6762.94,1
426299,19018,421468.41,3472.69,1
426300,19018,421468.41,1586.24,1
426300,19018,421468.41,5192.11,1
426300,19018,421468.41,9268.49,1
426300,19018,421468.41,3081.98,1
426300,19018,421468.41,1003.7,1
426301,19018,421468.41,1688.91,1
426301,19018,421468.41,3175.6,1
426301,19039,212564.55,2870.81,1
426302,19039,212564.55,6696.86,1
426304,19021,206759.75,5585.13,1
426304,19021,206759.75,1125.94,1
426304,19021,206759.75,1932.72,1
426304,19021,206759.75,860.31,1
426305,19021,206759.75,963.23,1
426305,19021,206759.75,15.27,1
426305,19021,206759.75,11775.34,1
426305,19046,53512.71,260.3,1
426307,19006,251903,6270.34,1
426308,19006,251903,3109.33,1
426308,19006,251903,2717.81,1
426308,19006,251903,2975.44,1
426309,19006,251903,858.3,1
426309,19006,251903,2687.55,1
426309,19006,251903,2560.36,1
426309,19006,251903,520.46,1
426309,19006,251903,8088.89,1
426309,19006,251903,2312.26,1
426309,19006,251903,416.09,1
426309,19006,251903,115.04,1
426309,19006,251903,220.45,1
426309,19006,251903,3063.72,1
426309,19006,251903,1212.67,1
426309,19006,251903,3239.98,1
426309,19006,251903,1129,1
426309,19006,251903,3408.35,1
