GRIDCODE,CID,Fracc,Fracv
413587,5004,0.003191277,0.00076208
413600,19049,0.007912942,0.000771853
413601,19049,0.096533193,0.00941615
413602,19049,0.061278573,0.005977304
413604,19049,0.024415435,0.002381558
413605,19009,0.002255178,0.001119921
413605,19049,0.081902586,0.007989034
413606,19009,0.013456008,0.006682252
413606,19049,0.009392856,0.000916209
413607,19009,0.013275311,0.006592517
413607,19009,0.002868647,0.001424569
413608,19009,0.016185998,0.008037964
413609,19009,0.016185998,0.008037964
413610,19009,0.011703973,0.005812191
413611,19009,0.004927367,0.00244693
413613,19009,0.005860039,0.002910094
413614,19009,0.009677202,0.004805697
413615,19009,0.003864315,0.001919018
413615,19042,0.000293522,4.43E-05
413616,19042,0.022643798,0.003415268
413617,19042,0.006155348,0.000928385
413617,19042,0.00543582,0.000819862
413617,19042,0.003419525,0.000515752
413618,19022,0.007054728,0.000790079
413618,19042,0.002075665,0.000313064
413619,19022,0.00113299,0.000126887
413619,19042,0.000946262,0.000142721
414629,5030,2.84E-05,1.26E-06
414630,5030,0.002485679,0.00011069
414631,5030,0.015186465,0.000676269
414632,5030,4.95E-06,2.20E-07
414632,5030,0.004679401,0.000208378
414632,5030,0.015115278,0.000673099
414633,5027,0.00128799,4.72E-05
414633,5030,0.01295306,0.000576813
414633,5030,0.000492559,2.19E-05
414633,5030,0.00324651,0.00014457
414634,5030,0.002157853,9.61E-05
414634,5030,8.56E-05,3.81E-06
414634,5030,0.02777605,0.001236896
414635,5004,0.002916475,0.000696457
414635,5004,3.47E-06,8.29E-07
414635,5027,0.000874444,3.20E-05
414635,5030,0.001722415,7.67E-05
414635,5030,0.002928901,0.000130427
414636,5004,3.62E-05,8.64E-06
414637,5004,0.001097842,0.000262166
414638,5004,0.005457912,0.001303355
414639,5004,0.003656864,0.000873263
414643,5004,0.000368758,8.81E-05
414644,5004,0.0060516,0.001445128
414645,5004,0.012738656,0.003042003
414646,5004,0.00199015,0.00047525
414660,19049,0.039943399,0.003896204
414661,19049,0.010985664,0.001071576
414663,19009,0.000240605,0.000119484
414664,19009,0.00723074,0.003590784
414664,19049,0.002566195,0.000250315
414665,19009,0.016185998,0.008037964
414666,19009,0.002869477,0.001424982
414666,19009,0.010244326,0.00508733
