GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Purb_T,Prur_T,P_tot
33709,7057,0.006103978,0.017657173,0.013686541,145,801,946
33710,7057,0.213765523,0.016422714,0.084246011,5078,745,5823
33710,7070,,0.029579261,0.026361639,,348,348
33711,7053,0.200632911,0.042652503,0.074682407,317,265,582
33712,7053,0.799367089,0.03911154,0.193250353,1263,243,1506
33713,7053,,0.049734428,0.039650969,,309,309
34736,7069,,0.010463784,0.006929052,,347,347
34738,7051,,0.001116157,0.000660397,,29,29
34738,7069,,0.00018093,0.000119811,,6,6
34739,7051,,0.000461858,0.000273268,,12,12
34740,7051,,0.001770456,0.001047526,,46,46
34741,7051,,0.0267108,0.015803976,,694,694
34742,7051,,0.000731275,0.000432674,,19,19
34743,7051,,0.001616504,0.000956437,,42,42
34744,7051,,0.000923716,0.000546535,,24,24
34745,7051,0.531760638,0.015587715,0.22635666,9535,405,9940
34746,7051,0.032792371,0.000692787,0.013800014,588,18,606
34747,7051,,0.028596721,0.016919819,,743,743
34748,7051,,0.009198676,0.00544258,,239,239
34749,7051,,0.004349165,0.00257327,,113,113
34750,7001,,0.039789225,0.022005472,,370,370
34750,7051,,0.000307905,0.000182178,,8,8
34751,7001,,0.005591999,0.003092661,,52,52
34753,7001,,0.005269384,0.002914238,,49,49
34754,7001,,0.03871384,0.021410729,,360,360
34757,7032,,0.012711626,0.007516296,,226,226
34759,7032,,0.014061533,0.008314487,,250,250
34760,7032,,0.000899938,0.000532127,,16,16
34764,7057,,0.001234459,0.000810197,,56,56
34765,7057,,0.002755489,0.001808475,,125,125
34766,7057,,0.009126179,0.00598967,,414,414
34766,7070,,0.116957076,0.104234528,,1376,1376
34767,7057,,0.015783441,0.010358946,,716,716
34767,7070,,0.065873353,0.058707674,,775,775
34768,7070,,0.072333192,0.064464813,,851,851
34769,7070,,0.13880153,0.12370275,,1633,1633
34770,7053,,0.037019153,0.029513666,,230,230
34771,7053,,0.03911154,0.03118183,,243,243
34772,7006,,0.018039734,0.015703794,,464,464
34772,7053,,0.159021407,0.126780444,,988,988
34773,7053,,0.017221954,0.013730271,,107,107
35672,20439,,0.004183728,0.003865449,,94,94
35673,20439,,0.052519138,0.048523727,,1180,1180
35674,20324,0.026943898,0.038467127,0.03418901,438,1059,1497
35674,20439,,0.011482998,0.010609425,,258,258
35675,20324,0.109375,0.011732655,0.047983374,1778,323,2101
35792,7069,,0.00223147,0.001477665,,74,74
35793,7069,,0.034225921,0.022664191,,1135,1135
35795,7069,,0.000150775,9.98E-05,,5,5
35796,7069,,0.00012062,7.99E-05,,4,4
35799,7051,,0.010930644,0.006467333,,284,284
35800,7051,,0.000577323,0.000341584,,15,15
35800,7069,,0.00096496,0.00063899,,32,32
35801,7051,,0.000769764,0.000455446,,20,20
35802,7051,,0.00127011,0.000751486,,33,33
35803,7051,,0.006042645,0.003575251,,157,157
35804,7051,0.000223077,0.040297129,0.023933687,4,1047,1051
35805,7051,,0.003617889,0.002140596,,94,94
35806,7051,,0.016203526,0.009587138,,421,421
35807,7051,,0.029751366,0.017602988,,773,773
35810,7001,,0.003871384,0.002141073,,36,36
35811,7001,,0.00483923,0.002676341,,45,45
35812,7001,,0.004301538,0.00237897,,40,40
35813,7001,,0.007097537,0.0039253,,66,66
35814,7001,,0.013657383,0.007553229,,127,127
35816,7032,,0.005793352,0.003425569,,103,103
35817,7032,,0.009674335,0.005720367,,172,172
35818,7032,,0.004555937,0.002693894,,81,81
35824,7080,,0.002129925,0.001940068,,74,74
35825,7070,,0.090862728,0.080978714,,1069,1069
35825,7080,,0.007368391,0.006711585,,256,256
35826,7070,0.114206128,0.047003825,0.054314067,164,553,717
35827,7070,,0.16158096,0.144004242,,1901,1901
35828,7070,,0.154951126,0.138095599,,1823,1823
35829,7053,,0.051183003,0.040805851,,318,318
35829,7070,,0.014194645,0.012650557,,167,167
35830,7053,,0.10027362,0.079943539,,623,623
35831,7006,,0.014307375,0.012454733,,368,368
35831,7010,,0.026272578,0.025186934,,192,192
35832,7006,0.204129639,0.010924925,0.035942735,781,281,1062
36729,20439,,0.005251914,0.004852373,,118,118
36731,20439,,0.004272743,0.003947693,,96,96
36733,20324,0,,0,0,,0
36733,20439,,0.002670465,0.002467308,,60,60
36734,20324,0.021776575,0.029604068,0.026698031,354,815,1169
36735,20324,,0.000290592,0.000182707,,8,8
36737,20324,,0.002724301,0.001712876,,75,75
36738,20324,,0.006102434,0.003836843,,168,168
36739,20324,,0.00679259,0.004270771,,187,187
36740,20413,,0.007243643,0.00248518,,96,96
36743,20413,,0.018863654,0.006471822,,250,250
36850,7069,,0.00168868,0.001118233,,56,56
36852,7069,,0.000271395,0.000179716,,9,9
36853,7069,,0.00030155,0.000199684,,10,10
36854,7069,,0.001960075,0.001297949,,65,65
36855,7069,,0.052710934,0.03490485,,1748,1748
36856,7069,,0.000452325,0.000299527,,15,15
36857,7069,,0.002804415,0.001857066,,93,93
36858,7069,,0.001477595,0.000978454,,49,49
36859,7069,,0.00072372,0.000479243,,24,24
36860,7051,,0.025171272,0.014893084,,654,654
36860,7069,,0.0012062,0.000798738,,40,40
36861,7051,,0.074590101,0.044132717,,1938,1938
36862,7051,,0.000115465,6.83E-05,,3,3
36863,7051,,0.000615811,0.000364357,,16,16
36864,7051,,0.027018705,0.015986154,,702,702
36865,7051,,0.042298514,0.025026757,,1099,1099
36866,7051,,0.005965669,0.003529706,,155,155
36871,7001,,0.010001075,0.005531105,,93,93
36878,7080,,0.011944852,0.010880109,,415,415
36879,7080,,0.004490113,0.004089872,,156,156
36880,7080,,0.009786144,0.008913824,,340,340
36881,7080,,0.026163544,0.023831371,,909,909
36883,7080,,0.003511499,0.00319849,,122,122
36885,7070,0.885793872,0.009774756,0.105067798,1272,115,1387
36885,7080,,0.024925884,0.022704035,,866,866
36886,7070,,0.027114322,0.024164836,,319,319
36886,7080,,0.002532884,0.002307107,,88,88
36887,7036,,0.201188182,0.17230473,,1253,1253
36887,7070,,0.070973226,0.063252784,,835,835
36888,7010,,0.079091407,0.075823167,,578,578
36888,7036,,0.043673732,0.03740374,,272,272
36888,7053,,0.010140029,0.008084178,,63,63
36889,7010,0.422222222,0.108374384,0.121343303,133,792,925
36889,7053,,0.02382102,0.018991403,,148,148
36890,7010,0.577777778,0.009578544,0.033057851,182,70,252
36891,7006,,0.019905913,0.017328324,,512,512
36892,7006,,0.005170872,0.004501303,,133,133
37784,20439,,0.019850454,0.018340324,,446,446
37785,20439,,0.00551896,0.005099104,,124,124
37786,20439,,0.026304077,0.024302985,,591,591
37787,20439,,0.013129785,0.012130932,,295,295
37788,20439,,0.045086345,0.041656386,,1013,1013
37789,20439,,0.08189425,0.075664117,,1840,1840
37790,20439,,0.048379918,0.0446994,,1087,1087
37791,20439,0,0.008233933,0.007607534,0,185,185
37793,20324,,0.071703596,0.045082903,,1974,1974
37794,20324,,0.010388667,0.006531768,,286,286
37795,20324,,0.00163458,0.001027726,,45,45
37796,20324,,0.005085361,0.003197369,,140,140
37798,20324,,0.003232837,0.002032613,,89,89
37799,20413,,0.079378254,0.027233426,,1052,1052
37800,20413,,0.004678186,0.001605012,,62,62
37908,7069,,0.004493095,0.002975299,,149,149
37909,7069,,0.00018093,0.000119811,,6,6
37911,7069,,0.011428744,0.007568042,,379,379
37912,7069,,0.003648755,0.002416182,,121,121
37913,7069,,0.010282854,0.006809241,,341,341
37914,7069,,0.001055425,0.000698896,,35,35
37915,7069,,0.0491828,0.032568542,,1631,1631
37916,7069,,0.000392015,0.00025959,,13,13
37917,7069,,0.00174899,0.00115817,,58,58
37918,7069,,0.059616428,0.039477625,,1977,1977
37919,7069,,0.000874495,0.000579085,,29,29
37920,7051,,0.016857825,0.009974267,,438,438
37922,7051,,0.00465707,0.002755448,,121,121
37925,7051,,0.001077669,0.000637624,,28,28
37933,7080,,0.000489307,0.000445691,,17,17
37935,7080,,0.009786144,0.008913824,,340,340
37937,7080,,0.020406988,0.018587945,,709,709
37938,7080,,0.020896296,0.019033637,,726,726
37939,7080,,0.014448954,0.013160999,,502,502
37940,7080,,0.013441557,0.0122434,,467,467
37941,7080,,0.001208877,0.001101119,,42,42
37942,7080,,0.008231874,0.007498099,,286,286
37943,7080,,0.001957229,0.001782765,,68,68
37944,7080,,0.006130731,0.005584249,,213,213
37945,7080,,0.046829577,0.042655271,,1627,1627
37946,7036,0.009578544,0.171323057,0.14810231,10,1067,1077
37947,7010,,0.053639847,0.051423324,,392,392
37947,7036,,0.054431599,0.046617162,,339,339
37948,7010,,0.234948002,0.225239407,,1717,1717
37949,7010,,0.008894362,0.008526827,,65,65
37950,7006,,0.016990008,0.014789996,,437,437
37950,7010,,0.04228243,0.040535222,,309,309
37951,7006,,0.028498114,0.024807933,,733,733
38837,20401,,0.002188759,0.001108009,,25,25
38838,20401,,0.001488356,0.000753446,,17,17
38839,20401,,0.007091578,0.003589948,,81,81
38839,20439,,0.002492434,0.002302821,,56,56
38840,20439,,0.035739719,0.033020808,,803,803
38841,20439,,0.026482108,0.024467473,,595,595
38842,20439,,0.022876981,0.021136607,,514,514
38843,20439,,0.002047356,0.001891603,,46,46
38844,20439,,0.0068987,0.006373879,,155,155
38845,20439,,0.006809685,0.006291636,,153,153
38846,20439,,0.005563468,0.005140225,,125,125
38849,20439,,0.007254762,0.006702854,,163,163
38850,20439,1,0.015577711,0.090467966,1850,350,2200
38851,20324,,0.002651653,0.0016672,,73,73
38851,20439,,0.023010504,0.021259972,,517,517
38852,20324,0.234621063,0.056992372,0.122938839,3814,1569,5383
38853,20324,0.393762303,0.045659281,0.174896086,6401,1257,7658
38854,20324,,0.002470033,0.001553008,,68,68
38855,20324,,0.016273157,0.010231581,,448,448
38856,20324,,0.000944424,0.000593797,,26,26
38857,20324,,0.024591355,0.015461563,,677,677
38859,20413,,0.012978194,0.004452613,,172,172
38860,20413,,0.020070927,0.006886018,,266,266
38965,7069,,0.008925879,0.005910661,,296,296
38967,7069,,0.00108558,0.000718864,,36,36
38968,7069,,0.013087269,0.008666307,,434,434
38969,7069,,0.00205054,0.001357855,,68,68
38970,7069,,0.023882757,0.015815012,,792,792
38971,7069,,0.00024124,0.000159748,,8,8
38972,7069,,0.00144744,0.000958486,,48,48
38973,7069,,0.046137145,0.030551728,,1530,1530
38974,7069,,0.001598215,0.001058328,,53,53
38975,7069,,0.00132682,0.000878612,,44,44
38976,7069,,0.000753875,0.000499211,,25,25
38979,7051,,3.85E-05,2.28E-05,,1,1
38980,7051,,0.009352629,0.005533669,,243,243
38981,7051,,0.001193134,0.000705941,,31,31
38982,7051,,0.02224617,0.013162389,,578,578
38983,7051,,0.015125856,0.008949514,,393,393
38984,7051,,0.002309291,0.001366338,,60,60
38990,7080,,0.007368391,0.006711585,,256,256
38991,7080,,0.004403765,0.004011221,,153,153
38992,7080,,0.00880753,0.008022442,,306,306
38993,7080,,0.009987623,0.009097344,,347,347
38994,7080,,0.002475319,0.002254673,,86,86
38995,7080,,0.003194888,0.002910101,,111,111
38996,7080,,0.013240077,0.01205988,,460,460
38997,7080,,0.003223671,0.002936319,,112,112
38998,7080,,0.020090378,0.018299557,,698,698
38999,7080,,0.001237659,0.001127337,,43,43
39000,7080,,0.01948594,0.017748997,,677,677
39001,7080,,0.019687419,0.017932517,,684,684
39002,7080,,0.052125608,0.047479223,,1811,1811
39003,7080,,0.001784532,0.001625462,,62,62
39004,7080,,0.020147943,0.018351991,,700,700
39005,7036,0.990421456,0.144026975,0.265539054,1034,897,1931
39006,7010,,0.041871921,0.040141677,,306,306
39006,7036,,0.131824021,0.11289879,,821,821
39007,7010,,0.127120963,0.121868031,,929,929
39008,7010,,0.115489874,0.110717565,,844,844
39009,7006,,0.070564908,0.061427556,,1815,1815
39009,7010,,0.037903667,0.0363374,,277,277
39010,7006,,0.075230357,0.065488882,,1935,1935
39894,20401,,0.005778323,0.002925143,,66,66
39895,20401,,0.054981614,0.027833178,,628,628
39896,20401,,0.008579933,0.004343394,,98,98
39897,20401,,0.011031343,0.005584364,,126,126
39898,20401,,0.022237787,0.011257368,,254,254
39898,20439,,0.004228236,0.003906571,,95,95
39899,20439,,0.039745416,0.03672177,,893,893
39900,20439,,0.004050205,0.003742084,,91,91
39901,20439,,0.008144917,0.00752529,,183,183
39902,20439,,0.008233933,0.007607534,,185,185
39903,20439,,0.002180879,0.002014968,,49,49
39904,20439,,0.011304967,0.010444938,,254,254
39905,20439,,0.004317251,0.003988815,,97,97
39908,20439,,0.006720669,0.006209392,,151,151
39910,20324,,0.010751907,0.006760152,,296,296
39911,20324,0.065022146,0.018234653,0.035604988,1057,502,1559
39912,20324,0.148499016,0.0559753,0.090325675,2414,1541,3955
39914,20324,,0.001198692,0.000753666,,33,33
39918,20413,,0.128499208,0.044086049,,1703,1703
39919,20413,,0.050328228,0.01726682,,667,667
39923,20413,0.114162989,,0.07499547,2897,,2897
39924,20413,0.008472573,0.0204482,0.012581221,215,271,486
39925,20413,,0.002112729,0.000724844,,28,28
40023,7069,,0.0006031,0.000399369,,20,20
40024,7069,,0.001296665,0.000858643,,43,43
40025,7069,,0.00277426,0.001837097,,92,92
40026,7069,,0.012273084,0.008127159,,407,407
40027,7069,,0.00030155,0.000199684,,10,10
40028,7069,,0.004191545,0.002775615,,139,139
40029,7069,,0.00150775,0.000998422,,50,50
40030,7069,,0.000452325,0.000299527,,15,15
40031,7069,,0.028013992,0.01855069,,929,929
40032,7069,,0.00174899,0.00115817,,58,58
40033,7069,,0.00373922,0.002476088,,124,124
40034,7069,,0.012363549,0.008187064,,410,410
40035,7069,,0.002382245,0.001577508,,79,79
40038,7051,,0.000808252,0.000478218,,21,21
40040,7051,,0.000230929,0.000136634,,6,6
40041,7051,,0.002078362,0.001229704,,54,54
40045,7051,,0.018050958,0.010680209,,469,469
40046,7051,,0.003771842,0.002231685,,98,98
40048,7080,,0.009958841,0.009071127,,346,346
40049,7080,,0.003079757,0.002805233,,107,107
40050,7080,,0.006188297,0.005636683,,215,215
40051,7080,,0.001496704,0.001363291,,52,52
40053,7080,,0.020464554,0.01864038,,711,711
40054,7080,,0.001295225,0.001179771,,45,45
40056,7080,,0.004576461,0.004168524,,159,159
40057,7080,,0.052068042,0.047426789,,1809,1809
40058,7080,,0.014851913,0.013528039,,516,516
40059,7080,,0.027257289,0.024827622,,947,947
40060,7080,0.908235294,0.027084593,0.105628818,3088,941,4029
40061,7011,,0.010335624,0.009439344,,182,182
40061,7080,0.091764706,0.029358432,0.034921218,312,1020,1332
40062,7011,,0.034300642,0.031326176,,604,604
40062,7080,,0.044814783,0.040820072,,1557,1557
40063,7011,,0.009881311,0.009024428,,174,174
40063,7036,,0.049132948,0.042079208,,306,306
40063,7080,,0.019082981,0.017381957,,663,663
40064,7011,,0.004145607,0.003786111,,73,73
40064,7036,,0.124116891,0.10629813,,773,773
40065,7011,,0.011755352,0.010735958,,207,207
40065,7036,,0.080282595,0.068756876,,500,500
40066,7006,,0.00645387,0.005618168,,166,166
40066,7010,,0.014641489,0.014036469,,107,107
40067,7006,,0.041483613,0.036111957,,1067,1067
40068,7006,,0.024065938,0.020949673,,619,619
40068,7010,,0.099890531,0.095762823,,730,730
40069,7006,,0.000155515,0.000135378,,4,4
40070,7006,,0.021694335,0.018885166,,558,558
40950,20401,,0.107161618,0.054248105,,1224,1224
40951,20401,,0.061722991,0.031245845,,705,705
40952,20401,,0.063298897,0.032043611,,723,723
40953,20401,,0.018210471,0.009218632,,208,208
40954,20401,,0.004465067,0.002260338,,51,51
40955,20401,,0.055419366,0.02805478,,633,633
40956,20401,,0.009980739,0.00505252,,114,114
40957,20401,,0.02039923,0.010326641,,233,233
40957,20439,,0.006587146,0.006086027,,148,148
40959,20439,,0.041169664,0.038037668,,925,925
40960,20439,,0.043172512,0.039888149,,970,970
40961,20439,,0.13258857,0.12250185,,2979,2979
40963,20439,,0.003204558,0.00296077,,72,72
40963,20509,,0.062394982,0.052811226,,557,557
40964,20439,,0.012373153,0.011431861,,278,278
40964,20509,,0.075501288,0.063904428,,674,674
40965,20509,,0.086031141,0.072816915,,768,768
40966,20439,,0.023233043,0.021465581,,522,522
40967,20012,,0.031458654,0.02484787,,245,245
40967,20439,,0.012907246,0.011925323,,290,290
40968,20324,,0.010279695,0.006463253,,283,283
40968,20439,,0.009925227,0.009170162,,223,223
40970,20324,,0.011696331,0.007353949,,322,322
40971,20324,,0.0706502,0.044420591,,1945,1945
40972,20324,,0.023211042,0.014593706,,639,639
40973,20324,,0.0413004,0.025967204,,1137,1137
40974,20324,,0.027824192,0.017494176,,766,766
40976,20413,,0.002716366,0.000931942,,36,36
40977,20413,,0.005130914,0.001760335,,68,68
40979,20413,,0.01946729,0.00667892,,258,258
40980,20413,,0.008224553,0.002821714,,109,109
40981,20413,,0.007394552,0.002536954,,98,98
40982,20413,0.49574401,0.039538218,0.339227006,12580,524,13104
40983,20413,0.089651639,,0.058893577,2275,,2275
40984,20413,,0.006715461,0.002303969,,89,89
40985,20413,,0.006941824,0.00238163,,92,92
41080,7069,,0.000572945,0.000379401,,19,19
41081,7069,,0.012484169,0.008266938,,414,414
41082,7069,,0.000150775,9.98E-05,,5,5
41083,7069,,0.000753875,0.000499211,,25,25
41084,7069,,0.009197274,0.006090377,,305,305
41085,7069,,0.00313612,0.002076719,,104,104
41086,7069,,0.006664254,0.004413027,,221,221
41087,7069,,0.002321935,0.001537571,,77,77
41088,7069,,0.002563175,0.001697318,,85,85
41089,7069,,0.021530668,0.014257473,,714,714
41090,7069,,0.00156806,0.001038359,,52,52
41091,7069,,0.003286895,0.002176561,,109,109
41092,7069,,0.000150775,9.98E-05,,5,5
41093,7069,,0.00168868,0.001118233,,56,56
41094,7069,,0.007448284,0.004932207,,247,247
41096,7069,,0.001598215,0.001058328,,53,53
41098,7051,,0.01039181,0.006148521,,270,270
41104,7051,,0.000269417,0.000159406,,7,7
41107,7080,,0.006073166,0.005531814,,211,211
41108,7080,,0.018507325,0.016857615,,643,643
41109,7080,,0.004691593,0.004273392,,163,163
41110,7080,,0.004720375,0.004299609,,164,164
41111,7080,,0.010073972,0.009175996,,350,350
41113,7080,,0.04717497,0.042969877,,1639,1639
41114,7080,,0.024407794,0.022232126,,848,848
41115,7080,,0.006965432,0.006344546,,242,242
41116,7080,,0.011887287,0.010827675,,413,413
41117,7080,,0.013844515,0.01261044,,481,481
41118,7080,,0.01928446,0.017565477,,670,670
41119,7080,,0.039230924,0.035733949,,1363,1363
41120,7011,,0.009483787,0.008661376,,167,167
41121,7011,,0.050201601,0.045848244,,884,884
41122,7011,0.949162679,0.004259186,0.086198849,1587,75,1662
41123,7011,,0.050031234,0.045692651,,881,881
41124,7006,,0.027681661,0.024097201,,712,712
41124,7011,,0.032596967,0.02977024,,574,574
41125,7006,,0.047004393,0.04091786,,1209,1209
41126,7006,,0.013490922,0.011744001,,347,347
41127,7006,,0.009564169,0.008325718,,246,246
41128,7006,,0.038373314,0.033404407,,987,987
41130,7006,,0.003304693,0.002876773,,85,85
42008,20401,0.04514855,,0.022293135,503,,503
42009,20401,0.296831523,0.019786377,0.156583788,3307,226,3533
42011,20401,,0.007879531,0.003988831,,90,90
42016,20401,,0.009980739,0.00505252,,114,114
42017,20401,,0.018385572,0.009307273,,210,210
42017,20439,,0.002803988,0.002590674,,63,63
42018,20439,,0.007432793,0.006867341,,167,167
42019,20439,,0.008189425,0.007566412,,184,184
42020,20439,,0.013886416,0.012830002,,312,312
42021,20439,,0.014865587,0.013734682,,334,334
42022,20509,1,0.116052425,0.251825164,1620,1036,2656
42023,20509,,0.18897726,0.159950697,,1687,1687
42024,20509,,0.074269071,0.062861477,,663,663
42025,20012,,0.096045198,0.075862069,,748,748
42025,20509,,0.127142377,0.107613539,,1135,1135
42026,20012,,0.006291731,0.004969574,,49,49
42026,20509,,0.01176207,0.009955438,,105,105
42027,20012,,0.03941962,0.031135903,,307,307
42029,20324,,0.026189611,0.01646645,,721,721
42030,20324,,0.094841991,0.059630932,,2611,2611
42031,20324,,0.003014893,0.001895583,,83,83
42032,20324,,0.009553215,0.006006486,,263,263
42033,20324,,0.046313113,0.029118896,,1275,1275
42034,20324,,0.00145296,0.000913534,,40,40
42034,20413,0.008472573,0.019316381,0.012192912,215,256,471
42035,20413,0.053593947,0.10171282,0.070102773,1360,1348,2708
42036,20413,,0.00588546,0.002019208,,78,78
42037,20413,,0.038180035,0.013098967,,506,506
42038,20413,,0.025050932,0.008594579,,332,332
42041,20413,,0.002112729,0.000724844,,28,28
42042,20413,,0.009658191,0.003313573,,128,128
42045,20266,,0.001168528,0.001061196,,9,9
42139,7069,,0.019510283,0.012919587,,647,647
42141,7069,,0.010463784,0.006929052,,347,347
42142,7069,,0.00102527,0.000678927,,34,34
42143,7069,,0.004674024,0.00309511,,155,155
42144,7069,,0.005940534,0.003933785,,197,197
42145,7069,,0.00355829,0.002356277,,118,118
42146,7069,0.141514453,0.008503709,0.053435572,2394,282,2676
42147,7069,0.020866584,0.001960075,0.008346812,353,65,418
42148,7069,,0.023128882,0.015315801,,767,767
42149,7069,,0.012454014,0.00824697,,413,413
42150,7069,,0.00042217,0.000279558,,14,14
42151,7069,,0.002261625,0.001497634,,75,75
42152,7069,,0.000150775,9.98E-05,,5,5
42153,7069,,0.033713286,0.022324727,,1118,1118
42154,7069,,0.006000844,0.003973722,,199,199
42155,7069,,0.013449129,0.008905929,,446,446
42156,7069,,0.00192992,0.001277981,,64,64
42157,7051,,0.004618582,0.002732676,,120,120
42163,7117,,0.053743684,0.033913043,,234,234
42164,7117,,0.030546624,0.019275362,,133,133
42165,7117,,0.016995866,0.010724638,,74,74
42166,7117,,0.073265962,0.046231884,,319,319
42167,7117,,0.242305926,0.152898551,,1055,1055
42168,7008,,0.006129184,0.002929247,,78,78
42168,7080,,0.009296837,0.008468133,,323,323
42169,7008,,0.010765362,0.00514496,,137,137
42170,7008,,0.001021531,0.000488208,,13,13
42173,7080,,0.003511499,0.00319849,,122,122
42176,7080,,0.004317416,0.00393257,,150,150
42177,7080,,0.003684195,0.003355793,,128,128
42178,7080,,0.020119161,0.018325774,,699,699
42179,7011,,0.029587143,0.02702142,,521,521
42180,7011,,0.067181555,0.061355739,,1183,1183
42181,7011,0.050837321,0.028848884,0.030755666,85,508,593
42182,7011,,0.090181157,0.082360873,,1588,1588
42183,7006,,0.001360756,0.001184553,,35,35
42183,7011,,0.004997444,0.004564079,,88,88
42184,7006,,0.036507134,0.031779876,,939,939
42184,7011,,0.022602078,0.020642083,,398,398
42185,7006,,0.001516271,0.001319931,,39,39
42186,7006,,0.027370631,0.023826446,,704,704
42187,7006,,0.028731387,0.025010999,,739,739
42188,7006,0.588081547,0.025893239,0.098690222,2250,666,2916
42189,7006,0.001568217,0.054352475,0.047517514,6,1398,1404
43066,20318,0.130463946,0.009887006,0.110545964,4668,70,4738
43067,20318,0.384851873,0.055932203,0.330517965,13770,396,14166
43067,20401,0.296292972,0.056032219,0.174666489,3301,640,3941
43068,20401,0.2388475,0.042899667,0.139653415,2661,490,3151
43069,20401,,0.04351252,0.022027213,,497,497
43070,20401,,0.021274733,0.010769844,,243,243
43071,20401,,0.010943793,0.005540043,,125,125
43074,20401,,0.029241814,0.014802996,,334,334
43075,20401,,0.032393626,0.016398529,,370,370
43077,20439,,0.03097739,0.028620775,,696,696
43078,20439,,0.028930034,0.026729172,,650,650
43079,20439,,0.000489585,0.00045234,,11,11
43080,20085,,0.022267107,0.020031021,,452,452
43080,20509,,0.007505321,0.006352517,,67,67
43081,20509,,0.015010642,0.012705035,,134,134
43082,20509,,0.10619469,0.089883379,,948,948
43084,20509,,0.008737538,0.007395468,,78,78
43086,20012,,0.000513611,0.00040568,,4,4
43087,20012,,0.035439137,0.027991886,,276,276
43088,20324,,0.006356702,0.003996711,,175,175
43089,20324,,0.023537959,0.014799251,,648,648
43092,20324,,0.00036324,0.000228384,,10,10
43093,20413,0.03022541,0.085640987,0.049237619,767,1135,1902
43094,20413,0.19967686,0.11333283,0.170053587,5067,1502,6569
43095,20413,,0.02550366,0.008749903,,338,338
43097,20413,,0.054176413,0.018587072,,718,718
